author_id,conversation_id,tweet_id,tweet_text,source,created_date_uct,retweets,likes,quotes,twitter,twitter_id,type,party,gender,created_date_eastern,created_time_eastern,month,weekday,year,hour,mentions_roe,tweet_text_clean
233949261,1521305107572350977,1521305107572350977,"If reports are true and a majority on the Supreme Court have ruled to rectify Roe, it is the correct decision, and I hope they release the majority opinion as soon as it is finalized. (1/3)",Twitter for iPhone,2022-05-03 01:46:16+00:00,9,63,4,RepHuizenga,233949261,rep,Republican,M,2022-05-02,21:46:16,May,Friday,2022,21,True,"If are true and a majority on the Supreme Court have to rectify Roe , it is the correct decision , and I hope they release the majority opinion as soon as it is . ( 1 / 3 )"
237763317,1521504105218424832,1521504105218424832,RT @newsmax: The person who leaked a Supreme Court draft memo indicating that the court will overturn the landmark Roe v. Wade decision mad…,Twitter Web App,2022-05-03 14:57:01+00:00,61,0,0,RepHartzler,237763317,rep,Republican,F,2022-05-03,10:57:01,May,Friday,2022,10,True,: The person who a Supreme Court draft memo that the court will overturn the landmark Roe v . Wade decision mad …
237763317,1521481645890617345,1521481645890617345,"RT @newsmax: On Tuesday's ""Wake Up America,"" @RepHartzler (R-MO) reacts to leaked reports of the SCOTUS draft opinion to strike down Roe v.…",Twitter Web App,2022-05-03 13:27:46+00:00,39,0,0,RepHartzler,237763317,rep,Republican,F,2022-05-03,09:27:46,May,Friday,2022,9,True,": On ' s "" Wake Up ,"" ( R - MO ) to of the draft opinion to strike down Roe v .…"
1099199839,1522201014132219907,1522201014132219907,"A woman has a right to make her own health care decisions without the government getting between her and her doctors.

We must pass the Women’s Health Protection Act. #WHPA #RoeVWade",Twitter Web App,2022-05-05 13:06:17+00:00,68,323,2,MartinHeinrich,1099199839,sen,Democrat,M,2022-05-05,09:06:17,May,Friday,2022,9,True,A woman a right to make her own health care without the government getting between her and her . We must pass the ’ s Health Protection Act .
1099199839,1521909604225069058,1521909604225069058,We will fight back. #RoeVWade https://t.co/b08CxMhUER,Twitter Web App,2022-05-04 17:48:20+00:00,13,103,1,MartinHeinrich,1099199839,sen,Democrat,M,2022-05-04,13:48:20,May,Friday,2022,13,True,We will fight back .
1099199839,1521554883488497665,1521554883488497665,"If the court can overturn settled law and established precedent like Roe v. Wade, we shouldn’t be surprised when they come for the decisions that guaranteed same-sex marriage and access to birth control.  

This is the tip of a very ugly iceberg.

#capturedcourt
#darkmoney",Twitter Web App,2022-05-03 18:18:48+00:00,55,228,8,MartinHeinrich,1099199839,sen,Democrat,M,2022-05-03,14:18:48,May,Friday,2022,14,True,"If the court can overturn settled law and established precedent like Roe v . Wade , we ’ t be when they come for the that same - sex marriage and access to birth control . This is the tip of a very ugly iceberg ."
33576489,1521821951425138688,1521821951425138688,"The House passed the Women's Health Protection Act in September, which codifies Roe v Wade, but the Senate has yet to act.

It's time to end the filibuster.

Read my op-ed here: https://t.co/SLvVX6m5fE",Twitter Web App,2022-05-04 12:00:01+00:00,7,13,0,RepBrianHiggins,33576489,rep,Democrat,M,2022-05-04,08:00:01,May,Friday,2022,8,True,"The House the ' s Health Protection Act in , which Roe v Wade , but the Senate yet to act . It ' s time to end the filibuster . Read my - here :"
33576489,1521540396567904257,1521540396567904257,Statement in response to a draft decision by the United States Supreme Court which would overturn Roe v. Wade: https://t.co/tdzFyMu1b5,Twitter Web App,2022-05-03 17:21:14+00:00,6,40,0,RepBrianHiggins,33576489,rep,Democrat,M,2022-05-03,13:21:14,May,Friday,2022,13,True,Statement in response to a draft decision by the United Supreme Court which would overturn Roe v . Wade :
22012091,1521515553885540352,1521515555689222144,House Democrats will do whatever we can to affirm women’s right to access abortion care safely and legally in every corner of our country.  I urge the Senate to take urgently needed action to protect the rights of women and codify Roe v. Wade into law as soon as possible.,Twitter Web App,2022-05-03 15:42:31+00:00,9,30,0,LeaderHoyer,22012091,rep,Democrat,M,2022-05-03,11:42:31,May,Friday,2022,11,True,House will do whatever we can to affirm ’ s right to access abortion care safely and legally in every corner of our country . I urge the Senate to take urgently action to protect the of and codify Roe v . Wade into law as soon as possible .
22012091,1521515553885540352,1521515553885540352,"If the SCOTUS Republican-appointed justices strike down Roe v. Wade and Planned Parenthood v. Casey, it would be the most egregious assault on women’s rights &amp; equality, women’s access to health care, &amp; every American’s right to privacy in generations. https://t.co/EQfPAnfPEy",Twitter Web App,2022-05-03 15:42:31+00:00,14,46,2,LeaderHoyer,22012091,rep,Democrat,M,2022-05-03,11:42:31,May,Friday,2022,11,True,"If the Republican - strike down Roe v . Wade and Parenthood v . , it would be the most egregious assault on ’ s & ; equality , ’ s access to health care , & ; every ’ s right to privacy in ."
240760644,1521586974200578050,1521586974200578050,The SCOTUS leak is proof that the left will stop at nothing to continue the mass murder of America's children. 63 million aborted babies since Roe - it must stop NOW!,Twitter for Android,2022-05-03 20:26:19+00:00,88,425,7,RepGosar,240760644,rep,Republican,M,2022-05-03,16:26:19,May,Friday,2022,16,True,The leak is proof that the left will stop at nothing to continue the mass murder of ' s . 63 million aborted since Roe - it must stop NOW !
240760644,1521347918124531712,1521347918124531712,"Over 63 million Americans have been murdered through abortion since Roe. It's long past time to end this barbaric practice. Less than 1% of women obtain an abortion because they became pregnant through rape, and less than 0.5% do so because of incest. End abortion now. #RoeVsWade",Twitter for Android,2022-05-03 04:36:23+00:00,80,360,10,RepGosar,240760644,rep,Republican,M,2022-05-03,00:36:23,May,Friday,2022,0,True,"Over 63 million have been through abortion since Roe . It ' s long past time to end this barbaric practice . Less than 1 % of obtain an abortion because they pregnant through rape , and less than 0 . 5 % do so because of incest . End abortion now ."
240760644,1521332808144281600,1521332808144281600,"Pray that Roe v Wade, an egregiously immoral and unconstitutional decision, is overturned. 

Pray for the unborn.",Twitter for Android,2022-05-03 03:36:21+00:00,222,1719,4,RepGosar,240760644,rep,Republican,M,2022-05-02,23:36:21,May,Friday,2022,23,True,"Pray that Roe v Wade , an egregiously immoral and unconstitutional decision , is . Pray for the unborn ."
88806753,1521293142137487360,1521293142137487360,I am deeply concerned about the reports that the long-standing precedent of Roe v Wade is to be overturned. This reckless decision not only overturns almost 50 years of established law but will put countless women’s health and well-being in danger.,Twitter for iPhone,2022-05-03 00:58:44+00:00,9,59,3,RepGaramendi,88806753,rep,Democrat,M,2022-05-02,20:58:44,May,Friday,2022,20,True,I am deeply concerned about the that the long - standing precedent of Roe v Wade is to be . This reckless decision not only almost 50 of established law but will put countless ’ s health and well - being in danger .
156333623,1521508910691196928,1521508910691196928,"Should SCOTUS overturn #RoeVWade, it will do more than invalidate &amp; eviscerate a woman’s inexorable constitutional right to choose, it will also put at risk many issues related to privacy. Overturning Roe will be but the genesis of rights being denied in revelations yet to come.",Twitter for iPhone,2022-05-03 15:16:07+00:00,4,18,0,RepAlGreen,156333623,rep,Democrat,M,2022-05-03,11:16:07,May,Friday,2022,11,True,"Should overturn , it will do more than invalidate & ; eviscerate a woman ’ s inexorable constitutional right to choose , it will also put at risk many related to privacy . Roe will be but the genesis of being in yet to come ."
22055226,1521917384784818183,1521917384784818183,"RT @McBrideLawNYC: THREAD:    SAINT MOTHER TERESA ON ABORTION

America needs no words from me to see how your decision in Roe v. Wade has d…",Twitter for iPhone,2022-05-04 18:19:15+00:00,84,0,0,RepLouieGohmert,22055226,rep,Republican,M,2022-05-04,14:19:15,May,Friday,2022,14,True,: THREAD : SAINT MOTHER ON ABORTION needs no from me to see how your decision in Roe v . Wade d …
235190657,1521499319014248449,1521499319014248449,"Last night’s leak is an unprecedented, unethical assault on the independence of the Judiciary. As a lawyer, Constitutional Conservative, and someone who is Pro-Life, I’ve always believed Roe was decided wrongly. I look forward to the final, official opinion from SCOTUS.",Twitter for iPhone,2022-05-03 14:38:00+00:00,4,12,3,RepChuck,235190657,rep,Republican,M,2022-05-03,10:38:00,May,Friday,2022,10,True,"Last night ’ s leak is an unprecedented , unethical assault on the independence of the Judiciary . As a lawyer , Constitutional Conservative , and someone who is Pro - Life , I ’ always Roe was decided wrongly . I look forward to the final , official opinion from ."
476256944,1521912311711211520,1521912313078587393,"The days before Roe provide a glimpse into what the future could hold if the Supreme Court decides to shred precedent. 

Those without access to safe, legal abortions will be placed in dangerous situations. 

Many women will be harmed and some will die.",Twitter Web App,2022-05-04 17:59:05+00:00,13,55,2,SenFeinstein,476256944,sen,Democrat,F,2022-05-04,13:59:05,May,Friday,2022,13,True,"The days before Roe provide a glimpse into what the future could hold if the Supreme Court to shred precedent . Those without access to safe , legal will be in dangerous . Many will be and some will die ."
476256944,1521912311711211520,1521912311711211520,"Low-income and at-risk women will face the most harm if the Supreme Court overturns Roe. Abortions took place before Roe, and ending this critical right won’t stop that from happening again. But women who can’t afford to leave their state for an abortion will turn to other means.",Twitter Web App,2022-05-04 17:59:05+00:00,16,104,2,SenFeinstein,476256944,sen,Democrat,F,2022-05-04,13:59:05,May,Friday,2022,13,True,"Low - income and at - risk will face the most harm if the Supreme Court Roe . took place before Roe , and ending this critical right won ’ t stop that from happening again . But who can ’ t afford to leave their state for an abortion will turn to other ."
476256944,1521890630103875586,1521890630103875586,"The Supreme Court will endanger millions of survivors of domestic abuse if it issues this egregious draft opinion. Domestic abuse is a cycle that often traps women, especially pregnant women, with their abuser. Roe protects survivors’ rights to take control of their own lives.",Twitter Web App,2022-05-04 16:32:56+00:00,50,192,5,SenFeinstein,476256944,sen,Democrat,F,2022-05-04,12:32:56,May,Friday,2022,12,True,"The Supreme Court will endanger millions of of domestic abuse if it this egregious draft opinion . Domestic abuse is a cycle that often traps , especially pregnant , with their abuser . Roe ’ to take control of their own ."
476256944,1521501470989901827,1521501476392218626,"Generations of women have relied on the protections provided by Roe. This dangerous, ill-conceived opinion must not become the law of the land. https://t.co/YxXbevwMD0",Twitter Web App,2022-05-03 14:46:34+00:00,78,284,4,SenFeinstein,476256944,sen,Democrat,F,2022-05-03,10:46:34,May,Friday,2022,10,True,"of have on the provided by Roe . This dangerous , ill - opinion must not become the law of the land ."
476256944,1521501470989901827,1521501472692879360,"I remember the days when abortion was illegal, when we would pass the hat at Stanford to collect money so a classmate could go to Mexico for an abortion. Overturning Roe would return us to those dark ages where women don’t have safe, open access to reproductive care.",Twitter Web App,2022-05-03 14:46:33+00:00,50,220,3,SenFeinstein,476256944,sen,Democrat,F,2022-05-03,10:46:33,May,Friday,2022,10,True,"I remember the days when abortion was illegal , when we would pass the hat at to collect money so a classmate could go to for an abortion . Roe would return us to those dark where don ’ t have safe , open access to reproductive care ."
476256944,1521501470989901827,1521501470989901827,"Make no mistake, if Roe v. Wade is overturned, women will be harmed and some will die. It happened before Roe became the law of the land and it will happen again, particularly since this decision will harm low-income and at-risk women more than anyone.",Twitter Web App,2022-05-03 14:46:33+00:00,121,548,17,SenFeinstein,476256944,sen,Democrat,F,2022-05-03,10:46:33,May,Friday,2022,10,True,"Make no mistake , if Roe v . Wade is , will be and some will die . It before Roe the law of the land and it will happen again , particularly since this decision will harm low - income and at - risk more than anyone ."
249348006,1521594634144825347,1521594634144825347,"If #RoeVWade is indeed struck down, it would be the first time in the history of the Court a constitutional right has been taken away.

It is deeply disrespectful to women and a dangerous blueprint in terms of privacy.

This will have devastating impacts. @KGO810 https://t.co/ZrTvSrJZTx",Twitter Media Studio,2022-05-03 20:56:45+00:00,8,21,0,RepAnnaEshoo,249348006,rep,Democrat,F,2022-05-03,16:56:45,May,Friday,2022,16,True,"If is indeed struck down , it would be the first time in the history of the Court a constitutional right been taken away . It is deeply disrespectful to and a dangerous blueprint in of privacy . This will have devastating ."
249348006,1521522308657070082,1521522312926961664,"I’m proud to have voted to codify Roe by voting for the #WomenHealthProtectionAct to ensure that every woman has equal access to comprehensive reproductive health care, regardless of what state she lives in.",Twitter Web App,2022-05-03 16:09:22+00:00,3,14,0,RepAnnaEshoo,249348006,rep,Democrat,F,2022-05-03,12:09:22,May,Friday,2022,12,True,"I ’ m to have to codify Roe by voting for the to ensure that every woman equal access to comprehensive reproductive health care , regardless of what state she in ."
249348006,1521522308657070082,1521522308657070082,"If the report is accurate, the Supreme Court is poised for the first time in our history to eviscerate a constitutional right by overturning #RoeVWade.
https://t.co/YWSszaB97Y",Twitter Web App,2022-05-03 16:09:21+00:00,8,9,0,RepAnnaEshoo,249348006,rep,Democrat,F,2022-05-03,12:09:21,May,Friday,2022,12,True,"If the report is accurate , the Supreme Court is poised for the first time in our history to eviscerate a constitutional right by ."
240393970,1521530172767416323,1521530172767416323,"If Roe v. Wade is overturned, the Equal Rights Amendment will be used as a Trojan Horse to reinstate a federal ""right"" to abortion. Make no mistake about it, you can't be pro-life and support the ERA.",Twitter Web App,2022-05-03 16:40:36+00:00,6,32,3,RepJeffDuncan,240393970,rep,Republican,M,2022-05-03,12:40:36,May,Friday,2022,12,True,"If Roe v . Wade is , the Equal Amendment will be used as a Horse to reinstate a federal "" right "" to abortion . Make no mistake about it , you can ' t be pro - life and support the ERA ."
240393970,1521510639977615360,1521510639977615360,"One of Biden's arguments for why Roe should be upheld is that the precedent is nearly 50 years old. The wrongfully decided Supreme Court precedent upholding racial segregation was older than that, is he saying that Plessy v. Ferguson should still be ""the law of the land?"" https://t.co/6UFB7gHhL2",Twitter Web App,2022-05-03 15:22:59+00:00,4,16,1,RepJeffDuncan,240393970,rep,Republican,M,2022-05-03,11:22:59,May,Friday,2022,11,True,"One of ' s for why Roe should be upheld is that the precedent is nearly 50 old . The wrongfully decided Supreme Court precedent racial segregation was older than that , is he saying that v . should still be "" the law of the land ?"""
247334603,1521625236659224582,1521625236659224582,RT @JudiciaryDems: The draft opinion that would overturn #RoeVWade would abandon decades of precedent—and sitting Justices’ own commitments…,Twitter Web App,2022-05-03 22:58:21+00:00,148,0,0,SenatorDurbin,247334603,sen,Democrat,M,2022-05-03,18:58:21,May,Friday,2022,18,True,: The draft opinion that would overturn would abandon of precedent — and sitting ’ own …
247334603,1521617712144863234,1521617712144863234,"There is a reason Republicans are trying to convince you that the “leaker” is the big story today.

Republicans are afraid to own the outcome they have been chasing for decades now—a post-Roe America, one where American children have fewer rights than their parents did. https://t.co/QBm8BUiUaa",Twitter Media Studio,2022-05-03 22:28:27+00:00,249,658,13,SenatorDurbin,247334603,sen,Democrat,M,2022-05-03,18:28:27,May,Friday,2022,18,True,"There is a reason are trying to convince you that the “ leaker ” is the big story today . are afraid to own the outcome they have been chasing for now — a post - Roe , one where have than their did ."
247334603,1521603922472976388,1521603922472976388,"In 2006, I asked then-Judge Alito if #RoeVWade was settled law.

His answer? ""Roe v. Wade is an important precedent... It has been challenged... [and] reaffirmed. That strengthens its value for stare decisis.""

What changed? A packed conservative majority.
https://t.co/ItveAAdfZi",Twitter Web App,2022-05-03 21:33:39+00:00,118,296,8,SenatorDurbin,247334603,sen,Democrat,M,2022-05-03,17:33:39,May,Friday,2022,17,True,"In 2006 , I then - Judge if was settled law . His answer ? "" Roe v . Wade is an important precedent ... It been ... [ and ] . That its value for stare ."" What ? A conservative majority ."
247334603,1521592823082008579,1521592823082008579,America woke up today to the news that one of their constitutional rights is about to be taken away. And this decision could threaten other rights that Americans hold dear. @SenateDems and the nation must stand up for #RoeVWade. https://t.co/JKydDWUsgm,Twitter Web App,2022-05-03 20:49:33+00:00,134,483,7,SenatorDurbin,247334603,sen,Democrat,M,2022-05-03,16:49:33,May,Friday,2022,16,True,woke up today to the news that one of their constitutional is about to be taken away . And this decision could threaten other that hold dear . and the nation must stand up for .
247334603,1521579148606676993,1521579148606676993,"I’m live on the Senate floor, discussing the potential reality of a post-Roe America and what Democrats can do to push back against the Republican assault on civil rights and liberties. 

Watch here: https://t.co/kk5pFfbe8e",Twitter Media Studio,2022-05-03 19:55:13+00:00,57,170,1,SenatorDurbin,247334603,sen,Democrat,M,2022-05-03,15:55:13,May,Friday,2022,15,True,"I ’ m live on the Senate floor , the potential reality of a post - Roe and what can do to push back against the Republican assault on civil and . Watch here :"
39249305,1521552974216052736,1521552974216052736,"If the leak's real, #SCOTUS is going to repeal #RoeVWade – an earthshattering change which most Americans oppose and which would harm women's access to healthcare. I voted for the #WomensHealthProtectionAct – a bill which would codify #Roe into law. #WomensRightsAreHumanRights",TweetDeck Web App,2022-05-03 18:11:12+00:00,2,10,1,USRepMikeDoyle,39249305,rep,Democrat,M,2022-05-03,14:11:12,May,Friday,2022,14,True,"If the leak ' s real , is going to repeal – an change which most oppose and which would harm ' s access to . I for the – a bill which would codify Roe into law ."
28599820,1521305899763216384,1521305899763216384,"🚨🚨🚨 If this is true, the Senate must act NOW! The House voted to make Roe v. Wade the law of the land regardless of the Court’s decision in this case, but we need the Senate to do the same. The Senate needs to pass the Women’s Health Protection Act now - before it’s too late! https://t.co/jTzcE7Tdcp",Twitter for iPhone,2022-05-03 01:49:25+00:00,30,156,2,RepDianaDeGette,28599820,rep,Democrat,F,2022-05-02,21:49:25,May,Friday,2022,21,True,"🚨🚨🚨 If this is true , the Senate must act NOW ! The House to make Roe v . Wade the law of the land regardless of the Court ’ s decision in this case , but we need the Senate to do the same . The Senate needs to pass the ’ s Health Protection Act now - before it ’ s too late !"
15324851,1521582917755023360,1521582917755023360,"Proud to stand with my @SenateDems colleagues in support of Roe. This Supreme Court opinion will risk women’s lives and jeopardize the right to privacy, bodily autonomy, and access to reproductive health care. https://t.co/DBb7ci9MxB",Twitter for iPhone,2022-05-03 20:10:11+00:00,18,127,1,ChrisCoons,15324851,sen,Democrat,M,2022-05-03,16:10:11,May,Friday,2022,16,True,"to stand with my in support of Roe . This Supreme Court opinion will risk ’ s and jeopardize the right to privacy , bodily autonomy , and access to reproductive health care ."
15324851,1521490517598646273,1521490517598646273,Reversing the long-settled protections in Roe is outrageous. Every woman in America deserves the chance to make their own reproductive health care choices.,TweetDeck,2022-05-03 14:03:01+00:00,34,173,9,ChrisCoons,15324851,sen,Democrat,M,2022-05-03,10:03:01,May,Friday,2022,10,True,Reversing the long - settled in Roe is outrageous . Every woman in the chance to make their own reproductive health care .
462143773,1521585964925210632,1521585964925210632,"RT @davidcicilline: The United States without Roe is a nation of government-mandated pregnancy.

The United States without Roe is a nation…",Twitter for iPhone,2022-05-03 20:22:18+00:00,28,0,0,RepCicilline,462143773,rep,Democrat,M,2022-05-03,16:22:18,May,Friday,2022,16,True,: The United without Roe is a nation of government - pregnancy . The United without Roe is a nation …
193732179,1521605894609551367,1521605894609551367,"We knew when they stole a SCOTUS seat.

We knew when Trump appointed 3 Supreme Court Justices.

We knew when the Court refused to halt #SB8 in Texas.

We knew they were coming for Roe because they said so.
https://t.co/fG53c6VVRQ",Twitter Web App,2022-05-03 21:41:30+00:00,18,49,0,RepJudyChu,193732179,rep,Democrat,F,2022-05-03,17:41:30,May,Friday,2022,17,True,We knew when they stole a seat . We knew when Trump 3 Supreme Court . We knew when the Court to halt SB8 in . We knew they were coming for Roe because they said so .
78445977,1521583069509177346,1521583069509177346,I’m #ProRoe and proud of it.,Twitter for iPhone,2022-05-03 20:10:48+00:00,10,140,0,GerryConnolly,78445977,rep,Democrat,M,2022-05-03,16:10:48,May,Friday,2022,16,True,I ’ m and of it .
78445977,1521555157904932870,1521555157904932870,"Just weeks ago, a Republican senator said that the Supreme Court was wrong to legalize interracial marriage in Loving v. Virginia. 

They will not stop at Roe v. Wade.",Twitter for iPhone,2022-05-03 18:19:53+00:00,556,1434,37,GerryConnolly,78445977,rep,Democrat,M,2022-05-03,14:19:53,May,Friday,2022,14,True,"Just ago , a Republican senator said that the Supreme Court was wrong to legalize interracial marriage in Loving v . . They will not stop at Roe v . Wade ."
78445977,1521452272324128769,1521452272324128769,"RT @GerryConnolly: The House has already voted to codify Roe v. Wade, and @POTUS is ready to sign it into law.

The Senate needs to act — n…",Twitter for iPhone,2022-05-03 11:31:03+00:00,210,0,0,GerryConnolly,78445977,rep,Democrat,M,2022-05-03,07:31:03,May,Friday,2022,7,True,": The House already to codify Roe v . Wade , and is ready to sign it into law . The Senate needs to act — n …"
78445977,1521327915706818560,1521327915706818560,"RT @GerryConnolly: They fought Obergefell v. Hodges with all their might.

They’re still coming after Roe v. Wade

And now, apparently, Rep…",Twitter for iPhone,2022-05-03 03:16:54+00:00,64,0,0,GerryConnolly,78445977,rep,Democrat,M,2022-05-02,23:16:54,May,Friday,2022,23,True,": They fought v . with all their might . They ’ re still coming after Roe v . Wade And now , apparently , Rep …"
78445977,1521297688242929664,1521297688242929664,"The House has already voted to codify Roe v. Wade, and @POTUS is ready to sign it into law.

The Senate needs to act — now. https://t.co/hM4vGV08ez",Twitter for iPhone,2022-05-03 01:16:47+00:00,210,568,14,GerryConnolly,78445977,rep,Democrat,M,2022-05-02,21:16:47,May,Friday,2022,21,True,"The House already to codify Roe v . Wade , and is ready to sign it into law . The Senate needs to act — now ."
199325935,1521871662194565121,1521871662194565121,"If Republicans succeed in overturning #RoeVWade, it will be disastrous for Hoosiers. Our state could be one of the first to outlaw abortion entirely. We can’t and won’t let that happen! https://t.co/CTc1eyONjH",Twitter for iPhone,2022-05-04 15:17:33+00:00,6,27,1,RepAndreCarson,199325935,rep,Democrat,M,2022-05-04,11:17:33,May,Friday,2022,11,True,"If succeed in , it will be disastrous for . Our state could be one of the first to outlaw abortion entirely . We can ’ t and won ’ t let that happen !"
85396297,1521591186603089920,1521591190726057984,"At a time when more than 60% of Americans of all backgrounds still back the Court’s decision in Roe v. Wade, this decision, if it holds, would do exactly that.",Twitter Web App,2022-05-03 20:43:04+00:00,0,8,0,RepJoeCourtney,85396297,rep,Democrat,M,2022-05-03,16:43:04,May,Friday,2022,16,True,"At a time when more than 60 % of of all still back the Court ’ s decision in Roe v . Wade , this decision , if it , would do exactly that ."
162069635,1522243282734039041,1522243282734039041,"Trump was elected by 46% of voters.
 
McConnell’s Senate “majority” represented only 44% of Americans.

Together, they created a 6-3 Supreme Court majority, which is so unrepresentative it’s considering overturning #RoeVWade. Only 28% of Americans want #Roe overturned.",Twitter for iPhone,2022-05-05 15:54:15+00:00,59,174,4,RepCohen,162069635,rep,Democrat,M,2022-05-05,11:54:15,May,Friday,2022,11,True,"Trump was by 46 % of . ’ s Senate “ majority ” only 44 % of . Together , they a 6 - 3 Supreme Court majority , which is so unrepresentative it ’ s considering . Only 28 % of want Roe ."
162069635,1522039458526281730,1522039458526281730,"“If the federal courts return …to the states,Tennessee’s laws will automatically… offer a glimmer of redemption as America reconciles our troubled past” said Gov.Bill Lee of Tn. Re:
Over ruling of Roe v Wade.",Twitter for iPhone,2022-05-05 02:24:19+00:00,12,48,1,RepCohen,162069635,rep,Democrat,M,2022-05-04,22:24:19,May,Friday,2022,22,True,"“ If the federal return … to the , ’ s will automatically … offer a glimmer of redemption as our past ” said . Bill Lee of . Re : Over ruling of Roe v Wade ."
162069635,1521590393376321539,1521590393376321539,Proudly at the 2017 Memphis Women’s March from the courthouse to the National Civil Rights Museum. The fight never stops. #CodifyRoeNow https://t.co/78JuOoVHyK,Twitter for iPhone,2022-05-03 20:39:54+00:00,10,66,1,RepCohen,162069635,rep,Democrat,M,2022-05-03,16:39:54,May,Friday,2022,16,True,Proudly at the 2017 ’ s March from the courthouse to the National Civil Museum . The fight never .
162069635,1521497767771791361,1521531029110108164,"The comments are pretty much what I expected. American people are fed up with the Senate confirmation hearings and senators responding with a wink and a nod.
House has passed Roe/Wade law, Senate not. Prez elections have been about Roe for R’s.2022 will be about Roe for D’s too!",Twitter for iPhone,2022-05-03 16:44:00+00:00,8,33,0,RepCohen,162069635,rep,Democrat,M,2022-05-03,12:44:00,May,Friday,2022,12,True,"The are pretty much what I . people are fed up with the Senate confirmation and with a wink and a nod . House Roe / Wade law , Senate not . have been about Roe for R ’ s . 2022 will be about Roe for D ’ s too !"
240812994,1522249199462535171,1522249199462535171,"13 states have automatic ""trigger laws"" that would ban abortion if #RoeVsWade is overturned. Congress must act now to pass the #WomensHealthProtectionAct into law, because our lives are at stake. 

https://t.co/qiUh5qjqbh",Twitter Web App,2022-05-05 16:17:45+00:00,3,1,0,RepYvetteClarke,240812994,rep,Democrat,F,2022-05-05,12:17:45,May,Friday,2022,12,True,"13 have automatic "" trigger "" that would ban abortion if is . Congress must act now to pass the into law , because our are at stake ."
240812994,1521894676135129089,1521894676135129089,"During my interview w/Laura Coates on @SIRIUSXM  @SXMPOTUS to discuss the Supreme Court draft opinion that would overturn #RoeVWade I made clear how it puts many lives at risk and poses an existential threat to women. This is a regressive moment in 🇺🇸. 
https://t.co/s5auHEA52W",Twitter Web App,2022-05-04 16:49:00+00:00,1,3,1,RepYvetteClarke,240812994,rep,Democrat,F,2022-05-04,12:49:00,May,Friday,2022,12,True,During my interview w / Laura on to discuss the Supreme Court draft opinion that would overturn I made clear how it many at risk and an existential threat to . This is a regressive moment in 🇺🇸.
240812994,1521558427096563713,1521558427096563713,"RT @RepJayapal: 13 states have automatic ""trigger laws"" that would ban abortion the second Roe is overturned. 9 more have unenforced aborti…",Twitter Web App,2022-05-03 18:32:52+00:00,165,0,0,RepYvetteClarke,240812994,rep,Democrat,F,2022-05-03,14:32:52,May,Friday,2022,14,True,": 13 have automatic "" trigger "" that would ban abortion the second Roe is . 9 more have unenforced …"
163570705,1521587066454388736,1521587066454388736,"Overturning #RoeVWade won’t prevent abortions—it will only prevent safe abortions and lead to unnecessary deaths of young women.
 
We cannot go back.
 
We must continue the fight to #CodifyRoe! https://t.co/0JzTHQNy44",Twitter Web App,2022-05-03 20:26:41+00:00,5,17,1,RepCleaver,163570705,rep,Democrat,M,2022-05-03,16:26:41,May,Friday,2022,16,True,won ’ t prevent — it will only prevent safe and lead to unnecessary of young . We cannot go back . We must continue the fight to !
163570705,1521559760776146945,1521559760776146945,"The draft SCOTUS decision overturning #RoeVWade would have a monumental impact on 1.4 million Missourians of reproductive age, including banning abortion, regardless of rape &amp; incest.

We must stand together to #CodifyRoe &amp; protect reproductive freedom!
https://t.co/tVnCYhMjlG",Twitter Web App,2022-05-03 18:38:10+00:00,11,29,0,RepCleaver,163570705,rep,Democrat,M,2022-05-03,14:38:10,May,Friday,2022,14,True,"The draft decision would have a monumental impact on 1 . 4 million of reproductive age , banning abortion , regardless of rape & ; incest . We must stand together to & ; protect reproductive freedom !"
163570705,1521531372761923586,1521531374083133443,"My full statement on the Supreme Court’s egregious draft opinion that would overturn Roe v. Wade:
https://t.co/CqQRhuqCb3",Twitter Web App,2022-05-03 16:45:22+00:00,2,13,1,RepCleaver,163570705,rep,Democrat,M,2022-05-03,12:45:22,May,Friday,2022,12,True,My full statement on the Supreme Court ’ s egregious draft opinion that would overturn Roe v . Wade :
163570705,1521531372761923586,1521531372761923586,"If the Supreme Court ultimately makes the outrageous decision to overturn the landmark Roe v. Wade ruling, setting women’s rights back nearly five decades, America will soon be less free, less safe, and extraordinarily more divided than at any point since Roe was first decided.",Twitter Web App,2022-05-03 16:45:22+00:00,5,32,0,RepCleaver,163570705,rep,Democrat,M,2022-05-03,12:45:22,May,Friday,2022,12,True,"If the Supreme Court ultimately the outrageous decision to overturn the landmark Roe v . Wade ruling , setting ’ s back nearly five , will soon be less free , less safe , and extraordinarily more divided than at any point since Roe was first decided ."
245451804,1521591134639861761,1521591135902253057,We must ensure women always have the final say in their healthcare decisions. The House passed legislation to codify Roe v. Wade. It’s time the Senate does the same. (2/2),Twitter Web App,2022-05-03 20:42:51+00:00,4,12,2,RepJimCosta,245451804,rep,Democrat,M,2022-05-03,16:42:51,May,Friday,2022,16,True,We must ensure always have the final say in their . The House legislation to codify Roe v . Wade . It ’ s time the Senate does the same . ( 2 / 2 )
13218102,1522532877606572033,1522532877606572033,Nothing but Roe to Run On by @KimStrassel https://t.co/HFNdZzt7KR via @WSJOpinion,Twitter Web App,2022-05-06 11:04:59+00:00,6,35,1,JohnCornyn,13218102,sen,Republican,M,2022-05-06,07:04:59,May,Friday,2022,7,True,Nothing but Roe to Run On by via
