month_year,day_count
2022-06,2
2022-05,2
2022-04,0
2022-03,0
2022-02,0
2022-01,0
2021-12,0
2021-11,0
2021-10,1
2021-09,0
2021-08,0
2021-07,2
2021-06,1
2021-05,2
2021-04,0
2021-03,1
2021-02,0
2021-01,0
2020-12,1
2020-11,0
2020-10,0
2020-09,0
2020-08,0
2020-07,0
2020-06,0
2020-05,1
2020-04,1
2020-03,4
2020-02,1
2020-01,0
2019-12,2
2019-11,4
2019-10,0
2019-09,2
2019-08,0
2019-07,0
2019-06,0
2019-05,7
2019-04,1
2019-03,0
2019-02,0
2019-01,1
2018-12,1
2018-11,1
2018-10,1
2018-09,6
2018-08,2
2018-07,0
2018-06,0
2018-05,19
2018-04,13
2018-03,2
2018-02,2
2018-01,18
2017-12,7
2017-11,8
2017-10,2
2017-09,8
2017-08,6
2017-07,25
2017-06,9
2017-05,4
2017-04,9
2017-03,2
2017-02,11
2017-01,58
2016-12,3
2016-11,15
2016-10,18
2016-09,6
2016-08,10
2016-07,19
2016-06,3
2016-05,9
2016-04,18
2016-03,16
2016-02,74
2016-01,32
2015-12,10
2015-11,76
2015-10,13
2015-09,3
2015-08,17
2015-07,20
2015-06,12
2015-05,21
2015-04,47
2015-03,17
2015-02,16
2015-01,38
