month_year,day_count
2022-11,515719
2022-10,1742750
2022-09,751965
2022-08,600067
2022-07,560670
2022-06,902260
2022-05,1527657
2022-04,3942615
2022-03,812266
2022-02,601649
2022-01,510024
2021-12,317792
2021-11,354454
2021-10,440600
2021-09,298048
2021-08,314630
2021-07,551297
2021-06,594526
2021-05,513587
2021-04,445750
2021-03,567170
2021-02,846327
2021-01,2185393
2020-12,363834
2020-11,577995
2020-10,729775
2020-09,447210
2020-08,521008
2020-07,930169
2020-06,945347
2020-05,800127
2020-04,281000
2020-03,227011
2020-02,373171
2020-01,375754
2019-12,344314
2019-11,383906
2019-10,654199
2019-09,241619
2019-08,318739
2019-07,408434
2019-06,430291
2019-05,436132
2019-04,290925
2019-03,592127
2019-02,272403
2019-01,261553
2018-12,277996
2018-11,315239
2018-10,419582
2018-09,369260
2018-08,631617
2018-07,462193
2018-06,351655
2018-05,549633
2018-04,372364
2018-03,496312
2018-02,325442
2018-01,248905
2017-12,299315
2017-11,285645
2017-10,348047
2017-09,758151
2017-08,776418
2017-07,204695
2017-06,254486
2017-05,278623
2017-04,323780
2017-03,189452
2017-02,425069
2017-01,217097
2016-12,135839
2016-11,253649
2016-10,144170
2016-09,122725
2016-08,112428
2016-07,148499
2016-06,125746
2016-05,109433
2016-04,102938
2016-03,197870
2016-02,144004
2016-01,93537
2015-12,98806
2015-11,127640
2015-10,100407
2015-09,65993
2015-08,64205
2015-07,76856
2015-06,91447
2015-05,165845
2015-04,85136
2015-03,103494
2015-02,120003
2015-01,383606
