year,month_year,date,day_count
2022,2022-05,2022-05-01,126875
2022,2022-04,2022-04-30,179110
2022,2022-04,2022-04-29,222950
2022,2022-04,2022-04-28,243996
2022,2022-04,2022-04-27,182268
2022,2022-04,2022-04-26,172265
2022,2022-04,2022-04-25,141112
2022,2022-04,2022-04-24,109004
2022,2022-04,2022-04-23,114523
2022,2022-04,2022-04-22,134673
2022,2022-04,2022-04-21,135938
2022,2022-04,2022-04-20,147792
2022,2022-04,2022-04-19,128499
2022,2022-04,2022-04-18,133074
2022,2022-04,2022-04-17,88999
2022,2022-04,2022-04-16,114347
2022,2022-04,2022-04-15,145104
2022,2022-04,2022-04-14,148008
2022,2022-04,2022-04-13,198619
2022,2022-04,2022-04-12,205469
2022,2022-04,2022-04-11,136631
2022,2022-04,2022-04-10,97318
2022,2022-04,2022-04-09,115893
2022,2022-04,2022-04-08,170018
2022,2022-04,2022-04-07,189562
2022,2022-04,2022-04-06,206685
2022,2022-04,2022-04-05,198398
2022,2022-04,2022-04-04,170544
2022,2022-04,2022-04-03,141293
2022,2022-04,2022-04-02,146704
2022,2022-04,2022-04-01,232147
2022,2022-03,2022-03-31,213544
2022,2022-03,2022-03-30,208833
2022,2022-03,2022-03-29,225152
2022,2022-03,2022-03-28,201216
2022,2022-03,2022-03-27,297237
2022,2022-03,2022-03-26,294921
2022,2022-03,2022-03-25,232610
2022,2022-03,2022-03-24,189179
2022,2022-03,2022-03-23,164755
2022,2022-03,2022-03-22,208138
2022,2022-03,2022-03-21,178109
2022,2022-03,2022-03-20,164278
2022,2022-03,2022-03-19,170755
2022,2022-03,2022-03-18,254320
2022,2022-03,2022-03-17,209591
2022,2022-03,2022-03-16,210267
2022,2022-03,2022-03-15,206615
2022,2022-03,2022-03-14,153910
2022,2022-03,2022-03-13,189300
2022,2022-03,2022-03-12,180628
2022,2022-03,2022-03-11,215684
2022,2022-03,2022-03-10,196287
2022,2022-03,2022-03-09,310337
2022,2022-03,2022-03-08,302086
2022,2022-03,2022-03-07,270657
2022,2022-03,2022-03-06,162641
2022,2022-03,2022-03-05,160640
2022,2022-03,2022-03-04,218213
2022,2022-03,2022-03-03,256537
2022,2022-03,2022-03-02,670544
2022,2022-03,2022-03-01,248679
2022,2022-02,2022-02-28,203370
2022,2022-02,2022-02-27,206206
2022,2022-02,2022-02-26,244656
2022,2022-02,2022-02-25,336817
2022,2022-02,2022-02-24,483083
2022,2022-02,2022-02-23,201860
2022,2022-02,2022-02-22,184954
2022,2022-02,2022-02-21,149810
2022,2022-02,2022-02-20,93224
2022,2022-02,2022-02-19,99046
2022,2022-02,2022-02-18,113687
2022,2022-02,2022-02-17,119017
2022,2022-02,2022-02-16,130568
2022,2022-02,2022-02-15,99659
2022,2022-02,2022-02-14,91041
2022,2022-02,2022-02-13,112184
2022,2022-02,2022-02-12,133681
2022,2022-02,2022-02-11,162560
2022,2022-02,2022-02-10,139362
2022,2022-02,2022-02-09,148191
2022,2022-02,2022-02-08,128968
2022,2022-02,2022-02-07,109800
2022,2022-02,2022-02-06,137986
2022,2022-02,2022-02-05,123165
2022,2022-02,2022-02-04,134581
2022,2022-02,2022-02-03,200841
2022,2022-02,2022-02-02,120652
2022,2022-02,2022-02-01,131364
2022,2022-01,2022-01-31,109836
2022,2022-01,2022-01-30,116164
2022,2022-01,2022-01-29,155246
2022,2022-01,2022-01-28,255245
2022,2022-01,2022-01-27,224383
2022,2022-01,2022-01-26,202950
2022,2022-01,2022-01-25,297655
2022,2022-01,2022-01-24,258893
2022,2022-01,2022-01-23,156409
2022,2022-01,2022-01-22,121801
2022,2022-01,2022-01-21,190535
2022,2022-01,2022-01-20,336216
2022,2022-01,2022-01-19,193033
2022,2022-01,2022-01-18,120178
2022,2022-01,2022-01-17,117695
2022,2022-01,2022-01-16,103028
2022,2022-01,2022-01-15,120077
2022,2022-01,2022-01-14,171586
2022,2022-01,2022-01-13,204458
2022,2022-01,2022-01-12,183823
2022,2022-01,2022-01-11,137523
2022,2022-01,2022-01-10,103115
2022,2022-01,2022-01-09,118991
2022,2022-01,2022-01-08,135346
2022,2022-01,2022-01-07,217251
2022,2022-01,2022-01-06,275262
2022,2022-01,2022-01-05,158793
2022,2022-01,2022-01-04,127182
2022,2022-01,2022-01-03,81995
2022,2022-01,2022-01-02,80192
2022,2022-01,2022-01-01,94858
2021,2021-12,2021-12-31,126266
2021,2021-12,2021-12-30,138016
2021,2021-12,2021-12-29,147887
2021,2021-12,2021-12-28,182910
2021,2021-12,2021-12-27,140433
2021,2021-12,2021-12-26,128133
2021,2021-12,2021-12-25,140770
2021,2021-12,2021-12-24,153202
2021,2021-12,2021-12-23,145725
2021,2021-12,2021-12-22,182911
2021,2021-12,2021-12-21,175554
2021,2021-12,2021-12-20,223331
2021,2021-12,2021-12-19,178628
2021,2021-12,2021-12-18,138840
2021,2021-12,2021-12-17,175439
2021,2021-12,2021-12-16,140004
2021,2021-12,2021-12-15,137868
2021,2021-12,2021-12-14,143754
2021,2021-12,2021-12-13,133393
2021,2021-12,2021-12-12,107788
2021,2021-12,2021-12-11,113330
2021,2021-12,2021-12-10,153341
2021,2021-12,2021-12-09,145381
2021,2021-12,2021-12-08,133565
2021,2021-12,2021-12-07,149581
2021,2021-12,2021-12-06,112451
2021,2021-12,2021-12-05,80652
2021,2021-12,2021-12-04,111271
2021,2021-12,2021-12-03,139944
2021,2021-12,2021-12-02,155724
2021,2021-12,2021-12-01,175183
2021,2021-11,2021-11-30,136746
2021,2021-11,2021-11-29,135342
2021,2021-11,2021-11-28,99265
2021,2021-11,2021-11-27,135853
2021,2021-11,2021-11-26,116724
2021,2021-11,2021-11-25,105514
2021,2021-11,2021-11-24,158370
2021,2021-11,2021-11-23,180044
2021,2021-11,2021-11-22,152596
2021,2021-11,2021-11-21,127909
2021,2021-11,2021-11-20,177715
2021,2021-11,2021-11-19,274557
2021,2021-11,2021-11-18,141898
2021,2021-11,2021-11-17,141924
2021,2021-11,2021-11-16,194944
2021,2021-11,2021-11-15,197973
2021,2021-11,2021-11-14,122518
2021,2021-11,2021-11-13,126554
2021,2021-11,2021-11-12,147202
2021,2021-11,2021-11-11,169682
2021,2021-11,2021-11-10,170102
2021,2021-11,2021-11-09,176944
2021,2021-11,2021-11-08,211497
2021,2021-11,2021-11-07,221853
2021,2021-11,2021-11-06,242516
2021,2021-11,2021-11-05,202673
2021,2021-11,2021-11-04,189828
2021,2021-11,2021-11-03,185249
2021,2021-11,2021-11-02,233651
2021,2021-11,2021-11-01,207381
2021,2021-10,2021-10-31,197981
2021,2021-10,2021-10-30,159506
2021,2021-10,2021-10-29,171401
2021,2021-10,2021-10-28,176186
2021,2021-10,2021-10-27,143409
2021,2021-10,2021-10-26,161753
2021,2021-10,2021-10-25,149346
2021,2021-10,2021-10-24,109287
2021,2021-10,2021-10-23,136519
2021,2021-10,2021-10-22,187332
2021,2021-10,2021-10-21,109495
2021,2021-10,2021-10-20,124030
2021,2021-10,2021-10-19,142801
2021,2021-10,2021-10-18,148831
2021,2021-10,2021-10-17,112542
2021,2021-10,2021-10-16,121951
2021,2021-10,2021-10-15,129384
2021,2021-10,2021-10-14,134236
2021,2021-10,2021-10-13,138693
2021,2021-10,2021-10-12,137914
2021,2021-10,2021-10-11,141402
2021,2021-10,2021-10-10,121514
2021,2021-10,2021-10-09,142519
2021,2021-10,2021-10-08,163639
2021,2021-10,2021-10-07,145321
2021,2021-10,2021-10-06,146691
2021,2021-10,2021-10-05,130494
2021,2021-10,2021-10-04,138604
2021,2021-10,2021-10-03,133325
2021,2021-10,2021-10-02,111841
2021,2021-10,2021-10-01,155514
2021,2021-09,2021-09-30,163067
2021,2021-09,2021-09-29,153369
2021,2021-09,2021-09-28,216782
2021,2021-09,2021-09-27,160914
2021,2021-09,2021-09-26,145589
2021,2021-09,2021-09-25,209645
2021,2021-09,2021-09-24,305845
2021,2021-09,2021-09-23,201205
2021,2021-09,2021-09-22,224657
2021,2021-09,2021-09-21,210629
2021,2021-09,2021-09-20,151355
2021,2021-09,2021-09-19,157122
2021,2021-09,2021-09-18,195201
2021,2021-09,2021-09-17,281469
2021,2021-09,2021-09-16,155739
2021,2021-09,2021-09-15,127999
2021,2021-09,2021-09-14,208324
2021,2021-09,2021-09-13,186560
2021,2021-09,2021-09-12,192588
2021,2021-09,2021-09-11,250532
2021,2021-09,2021-09-10,528843
2021,2021-09,2021-09-09,425973
2021,2021-09,2021-09-08,252495
2021,2021-09,2021-09-07,198517
2021,2021-09,2021-09-06,207135
2021,2021-09,2021-09-05,168629
2021,2021-09,2021-09-04,192647
2021,2021-09,2021-09-03,271542
2021,2021-09,2021-09-02,280732
2021,2021-09,2021-09-01,453737
2021,2021-08,2021-08-31,563985
2021,2021-08,2021-08-30,351192
2021,2021-08,2021-08-29,294703
2021,2021-08,2021-08-28,266380
2021,2021-08,2021-08-27,520348
2021,2021-08,2021-08-26,600561
2021,2021-08,2021-08-25,279821
2021,2021-08,2021-08-24,332787
2021,2021-08,2021-08-23,317243
2021,2021-08,2021-08-22,292604
2021,2021-08,2021-08-21,346814
2021,2021-08,2021-08-20,369667
2021,2021-08,2021-08-19,394973
2021,2021-08,2021-08-18,411281
2021,2021-08,2021-08-17,503332
2021,2021-08,2021-08-16,726114
2021,2021-08,2021-08-15,439081
2021,2021-08,2021-08-14,175557
2021,2021-08,2021-08-13,205761
2021,2021-08,2021-08-12,139086
2021,2021-08,2021-08-11,153703
2021,2021-08,2021-08-10,121822
2021,2021-08,2021-08-09,82409
2021,2021-08,2021-08-08,79802
2021,2021-08,2021-08-07,113610
2021,2021-08,2021-08-06,163256
2021,2021-08,2021-08-05,147905
2021,2021-08,2021-08-04,135938
2021,2021-08,2021-08-03,115315
2021,2021-08,2021-08-02,80269
2021,2021-08,2021-08-01,70178
2021,2021-07,2021-07-31,92166
2021,2021-07,2021-07-30,123881
2021,2021-07,2021-07-29,115774
2021,2021-07,2021-07-28,107341
2021,2021-07,2021-07-27,112997
2021,2021-07,2021-07-26,114185
2021,2021-07,2021-07-25,110931
2021,2021-07,2021-07-24,110092
2021,2021-07,2021-07-23,133896
2021,2021-07,2021-07-22,177099
2021,2021-07,2021-07-21,106089
2021,2021-07,2021-07-20,117163
2021,2021-07,2021-07-19,116970
2021,2021-07,2021-07-18,109578
2021,2021-07,2021-07-17,112663
2021,2021-07,2021-07-16,135565
2021,2021-07,2021-07-15,148216
2021,2021-07,2021-07-14,184318
2021,2021-07,2021-07-13,153406
2021,2021-07,2021-07-12,117702
2021,2021-07,2021-07-11,82700
2021,2021-07,2021-07-10,100809
2021,2021-07,2021-07-09,100995
2021,2021-07,2021-07-08,108285
2021,2021-07,2021-07-07,105170
2021,2021-07,2021-07-06,112862
2021,2021-07,2021-07-05,119657
2021,2021-07,2021-07-04,143748
2021,2021-07,2021-07-03,129327
2021,2021-07,2021-07-02,145258
2021,2021-07,2021-07-01,104527
2021,2021-06,2021-06-30,99576
2021,2021-06,2021-06-29,107284
2021,2021-06,2021-06-28,98072
2021,2021-06,2021-06-27,97533
2021,2021-06,2021-06-26,85193
2021,2021-06,2021-06-25,131775
2021,2021-06,2021-06-24,146893
2021,2021-06,2021-06-23,104364
2021,2021-06,2021-06-22,87337
2021,2021-06,2021-06-21,103986
2021,2021-06,2021-06-20,93471
2021,2021-06,2021-06-19,135890
2021,2021-06,2021-06-18,133640
2021,2021-06,2021-06-17,168516
2021,2021-06,2021-06-16,223090
2021,2021-06,2021-06-15,201046
2021,2021-06,2021-06-14,204075
2021,2021-06,2021-06-13,155157
2021,2021-06,2021-06-12,125436
2021,2021-06,2021-06-11,174910
2021,2021-06,2021-06-10,210465
2021,2021-06,2021-06-09,167593
2021,2021-06,2021-06-08,168074
2021,2021-06,2021-06-07,150089
2021,2021-06,2021-06-06,122592
2021,2021-06,2021-06-05,98425
2021,2021-06,2021-06-04,146600
2021,2021-06,2021-06-03,172769
2021,2021-06,2021-06-02,176458
2021,2021-06,2021-06-01,137947
2021,2021-05,2021-05-31,115301
2021,2021-05,2021-05-30,133109
2021,2021-05,2021-05-29,164632
2021,2021-05,2021-05-28,169898
2021,2021-05,2021-05-27,169674
2021,2021-05,2021-05-26,154975
2021,2021-05,2021-05-25,132510
2021,2021-05,2021-05-24,131908
2021,2021-05,2021-05-23,88873
2021,2021-05,2021-05-22,104134
2021,2021-05,2021-05-21,149018
2021,2021-05,2021-05-20,173299
2021,2021-05,2021-05-19,202675
2021,2021-05,2021-05-18,235350
2021,2021-05,2021-05-17,174520
2021,2021-05,2021-05-16,152329
2021,2021-05,2021-05-15,161913
2021,2021-05,2021-05-14,228518
2021,2021-05,2021-05-13,282260
2021,2021-05,2021-05-12,283048
2021,2021-05,2021-05-11,234746
2021,2021-05,2021-05-10,109957
2021,2021-05,2021-05-09,96238
2021,2021-05,2021-05-08,120240
2021,2021-05,2021-05-07,153185
2021,2021-05,2021-05-06,149988
2021,2021-05,2021-05-05,148721
2021,2021-05,2021-05-04,173509
2021,2021-05,2021-05-03,142022
2021,2021-05,2021-05-02,151892
2021,2021-05,2021-05-01,171692
2021,2021-04,2021-04-30,276594
2021,2021-04,2021-04-29,568684
2021,2021-04,2021-04-28,193092
2021,2021-04,2021-04-27,199094
2021,2021-04,2021-04-26,193399
2021,2021-04,2021-04-25,227618
2021,2021-04,2021-04-24,288127
2021,2021-04,2021-04-23,157460
2021,2021-04,2021-04-22,165247
2021,2021-04,2021-04-21,118111
2021,2021-04,2021-04-20,138453
2021,2021-04,2021-04-19,107227
2021,2021-04,2021-04-18,112593
2021,2021-04,2021-04-17,116153
2021,2021-04,2021-04-16,119561
2021,2021-04,2021-04-15,150507
2021,2021-04,2021-04-14,148023
2021,2021-04,2021-04-13,143904
2021,2021-04,2021-04-12,132340
2021,2021-04,2021-04-11,105076
2021,2021-04,2021-04-10,133505
2021,2021-04,2021-04-09,225319
2021,2021-04,2021-04-08,228901
2021,2021-04,2021-04-07,136253
2021,2021-04,2021-04-06,141214
2021,2021-04,2021-04-05,132310
2021,2021-04,2021-04-04,95075
2021,2021-04,2021-04-03,114068
2021,2021-04,2021-04-02,170969
2021,2021-04,2021-04-01,236042
2021,2021-03,2021-03-31,180777
2021,2021-03,2021-03-30,136774
2021,2021-03,2021-03-29,149158
2021,2021-03,2021-03-28,166379
2021,2021-03,2021-03-27,201086
2021,2021-03,2021-03-26,321678
2021,2021-03,2021-03-25,362730
2021,2021-03,2021-03-24,175118
2021,2021-03,2021-03-23,206853
2021,2021-03,2021-03-22,247136
2021,2021-03,2021-03-21,192243
2021,2021-03,2021-03-20,287102
2021,2021-03,2021-03-19,456217
2021,2021-03,2021-03-18,277879
2021,2021-03,2021-03-17,240761
2021,2021-03,2021-03-16,183975
2021,2021-03,2021-03-15,211795
2021,2021-03,2021-03-14,245547
2021,2021-03,2021-03-13,232742
2021,2021-03,2021-03-12,477268
2021,2021-03,2021-03-11,266174
2021,2021-03,2021-03-10,225913
2021,2021-03,2021-03-09,213515
2021,2021-03,2021-03-08,174705
2021,2021-03,2021-03-07,196176
2021,2021-03,2021-03-06,193590
2021,2021-03,2021-03-05,210507
2021,2021-03,2021-03-04,246042
2021,2021-03,2021-03-03,235931
2021,2021-03,2021-03-02,227808
2021,2021-03,2021-03-01,250566
2021,2021-02,2021-02-28,284612
2021,2021-02,2021-02-27,290981
2021,2021-02,2021-02-26,508787
2021,2021-02,2021-02-25,209213
2021,2021-02,2021-02-24,209121
2021,2021-02,2021-02-23,221837
2021,2021-02,2021-02-22,225913
2021,2021-02,2021-02-21,264494
2021,2021-02,2021-02-20,262608
2021,2021-02,2021-02-19,294296
2021,2021-02,2021-02-18,328429
2021,2021-02,2021-02-17,572968
2021,2021-02,2021-02-16,297740
2021,2021-02,2021-02-15,265095
2021,2021-02,2021-02-14,252505
2021,2021-02,2021-02-13,250012
2021,2021-02,2021-02-12,273712
2021,2021-02,2021-02-11,264593
2021,2021-02,2021-02-10,222781
2021,2021-02,2021-02-09,269841
2021,2021-02,2021-02-08,313777
2021,2021-02,2021-02-07,232519
2021,2021-02,2021-02-06,263907
2021,2021-02,2021-02-05,275633
2021,2021-02,2021-02-04,273874
2021,2021-02,2021-02-03,305175
2021,2021-02,2021-02-02,300898
2021,2021-02,2021-02-01,253768
2021,2021-01,2021-01-31,276992
2021,2021-01,2021-01-30,284677
2021,2021-01,2021-01-29,296165
2021,2021-01,2021-01-28,405244
2021,2021-01,2021-01-27,534182
2021,2021-01,2021-01-26,523187
2021,2021-01,2021-01-25,568991
2021,2021-01,2021-01-24,681288
2021,2021-01,2021-01-23,845180
2021,2021-01,2021-01-22,1355912
2021,2021-01,2021-01-21,2499035
2021,2021-01,2021-01-20,4314889
2021,2021-01,2021-01-19,979763
2021,2021-01,2021-01-18,688375
2021,2021-01,2021-01-17,652269
2021,2021-01,2021-01-16,636944
2021,2021-01,2021-01-15,869069
2021,2021-01,2021-01-14,615456
2021,2021-01,2021-01-13,413046
2021,2021-01,2021-01-12,708438
2021,2021-01,2021-01-11,770167
2021,2021-01,2021-01-10,667891
2021,2021-01,2021-01-09,582353
2021,2021-01,2021-01-08,764717
2021,2021-01,2021-01-07,1507066
2021,2021-01,2021-01-06,1170456
2021,2021-01,2021-01-05,421081
2021,2021-01,2021-01-04,371129
2021,2021-01,2021-01-03,501002
2021,2021-01,2021-01-02,256849
2021,2021-01,2021-01-01,276812
2020,2020-12,2020-12-31,233325
2020,2020-12,2020-12-30,318428
2020,2020-12,2020-12-29,337144
2020,2020-12,2020-12-28,211531
2020,2020-12,2020-12-27,255681
2020,2020-12,2020-12-26,165508
2020,2020-12,2020-12-25,194529
2020,2020-12,2020-12-24,317427
2020,2020-12,2020-12-23,312800
2020,2020-12,2020-12-22,302423
2020,2020-12,2020-12-21,374732
2020,2020-12,2020-12-20,408404
2020,2020-12,2020-12-19,266627
2020,2020-12,2020-12-18,390389
2020,2020-12,2020-12-17,411199
2020,2020-12,2020-12-16,458319
2020,2020-12,2020-12-15,977243
2020,2020-12,2020-12-14,682706
2020,2020-12,2020-12-13,352800
2020,2020-12,2020-12-12,441227
2020,2020-12,2020-12-11,578214
2020,2020-12,2020-12-10,477602
2020,2020-12,2020-12-09,448241
2020,2020-12,2020-12-08,328403
2020,2020-12,2020-12-07,333967
2020,2020-12,2020-12-06,363125
2020,2020-12,2020-12-05,400706
2020,2020-12,2020-12-04,433628
2020,2020-12,2020-12-03,293010
2020,2020-12,2020-12-02,370360
2020,2020-12,2020-12-01,495598
2020,2020-11,2020-11-30,561602
2020,2020-11,2020-11-29,460863
2020,2020-11,2020-11-28,504640
2020,2020-11,2020-11-27,400000
2020,2020-11,2020-11-26,530239
2020,2020-11,2020-11-25,828370
2020,2020-11,2020-11-24,1058125
2020,2020-11,2020-11-23,630985
2020,2020-11,2020-11-22,426105
2020,2020-11,2020-11-21,712468
2020,2020-11,2020-11-20,997574
2020,2020-11,2020-11-19,574593
2020,2020-11,2020-11-18,512191
2020,2020-11,2020-11-17,631248
2020,2020-11,2020-11-16,726510
2020,2020-11,2020-11-15,814553
2020,2020-11,2020-11-14,747700
2020,2020-11,2020-11-13,1041008
2020,2020-11,2020-11-12,1109636
2020,2020-11,2020-11-11,1247017
2020,2020-11,2020-11-10,1704448
2020,2020-11,2020-11-09,1891642
2020,2020-11,2020-11-08,4205521
2020,2020-11,2020-11-07,7837727
2020,2020-11,2020-11-06,2107543
2020,2020-11,2020-11-05,1979838
2020,2020-11,2020-11-04,3081501
2020,2020-11,2020-11-03,2161762
2020,2020-11,2020-11-02,1699917
2020,2020-11,2020-11-01,1354514
2020,2020-10,2020-10-31,1167592
2020,2020-10,2020-10-30,1090834
2020,2020-10,2020-10-29,1119257
2020,2020-10,2020-10-28,1478276
2020,2020-10,2020-10-27,1204893
2020,2020-10,2020-10-26,1097779
2020,2020-10,2020-10-25,1271838
2020,2020-10,2020-10-24,1087913
2020,2020-10,2020-10-23,3028049
