year,month_year,date,day_count
2022,2022-11,2022-11-04,2011
2022,2022-11,2022-11-03,8044
2022,2022-11,2022-11-02,6619
2022,2022-11,2022-11-01,702
2022,2022-10,2022-10-31,572
2022,2022-10,2022-10-30,573
2022,2022-10,2022-10-29,601
2022,2022-10,2022-10-28,1244
2022,2022-10,2022-10-27,998
2022,2022-10,2022-10-26,1823
2022,2022-10,2022-10-25,1540
2022,2022-10,2022-10-24,2272
2022,2022-10,2022-10-23,2152
2022,2022-10,2022-10-22,1606
2022,2022-10,2022-10-21,1984
2022,2022-10,2022-10-20,1787
2022,2022-10,2022-10-19,4965
2022,2022-10,2022-10-18,4429
2022,2022-10,2022-10-17,1413
2022,2022-10,2022-10-16,1501
2022,2022-10,2022-10-15,896
2022,2022-10,2022-10-14,1783
2022,2022-10,2022-10-13,3413
2022,2022-10,2022-10-12,2559
2022,2022-10,2022-10-11,3465
2022,2022-10,2022-10-10,4597
2022,2022-10,2022-10-09,2810
2022,2022-10,2022-10-08,1270
2022,2022-10,2022-10-07,2445
2022,2022-10,2022-10-06,1877
2022,2022-10,2022-10-05,2715
2022,2022-10,2022-10-04,4966
2022,2022-10,2022-10-03,2907
2022,2022-10,2022-10-02,736
2022,2022-10,2022-10-01,911
2022,2022-09,2022-09-30,1837
2022,2022-09,2022-09-29,1858
2022,2022-09,2022-09-28,845
2022,2022-09,2022-09-27,1374
2022,2022-09,2022-09-26,1645
2022,2022-09,2022-09-25,1328
2022,2022-09,2022-09-24,1607
2022,2022-09,2022-09-23,810
2022,2022-09,2022-09-22,1000
2022,2022-09,2022-09-21,542
2022,2022-09,2022-09-20,704
2022,2022-09,2022-09-19,1041
2022,2022-09,2022-09-18,3510
2022,2022-09,2022-09-17,1158
2022,2022-09,2022-09-16,612
2022,2022-09,2022-09-15,658
2022,2022-09,2022-09-14,1042
2022,2022-09,2022-09-13,973
2022,2022-09,2022-09-12,1060
2022,2022-09,2022-09-11,1662
2022,2022-09,2022-09-10,2293
2022,2022-09,2022-09-09,5891
2022,2022-09,2022-09-08,1761
2022,2022-09,2022-09-07,1437
2022,2022-09,2022-09-06,961
2022,2022-09,2022-09-05,546
2022,2022-09,2022-09-04,827
2022,2022-09,2022-09-03,1097
2022,2022-09,2022-09-02,815
2022,2022-09,2022-09-01,613
2022,2022-08,2022-08-31,1045
2022,2022-08,2022-08-30,838
2022,2022-08,2022-08-29,1530
2022,2022-08,2022-08-28,2346
2022,2022-08,2022-08-27,1832
2022,2022-08,2022-08-26,972
2022,2022-08,2022-08-25,1635
2022,2022-08,2022-08-24,905
2022,2022-08,2022-08-23,1085
2022,2022-08,2022-08-22,1078
2022,2022-08,2022-08-21,1449
2022,2022-08,2022-08-20,1731
2022,2022-08,2022-08-19,2737
2022,2022-08,2022-08-18,1441
2022,2022-08,2022-08-17,901
2022,2022-08,2022-08-16,1002
2022,2022-08,2022-08-15,2648
2022,2022-08,2022-08-14,1427
2022,2022-08,2022-08-13,1559
2022,2022-08,2022-08-12,4858
2022,2022-08,2022-08-11,7720
2022,2022-08,2022-08-10,2144
2022,2022-08,2022-08-09,2149
2022,2022-08,2022-08-08,1315
2022,2022-08,2022-08-07,676
2022,2022-08,2022-08-06,678
2022,2022-08,2022-08-05,807
2022,2022-08,2022-08-04,658
2022,2022-08,2022-08-03,724
2022,2022-08,2022-08-02,1015
2022,2022-08,2022-08-01,614
2022,2022-07,2022-07-31,702
2022,2022-07,2022-07-30,1108
2022,2022-07,2022-07-29,2672
2022,2022-07,2022-07-28,8392
2022,2022-07,2022-07-27,473
2022,2022-07,2022-07-26,390
2022,2022-07,2022-07-25,430
2022,2022-07,2022-07-24,393
2022,2022-07,2022-07-23,295
2022,2022-07,2022-07-22,422
2022,2022-07,2022-07-21,313
2022,2022-07,2022-07-20,396
2022,2022-07,2022-07-19,584
2022,2022-07,2022-07-18,535
2022,2022-07,2022-07-17,592
