year,month_year,date,day_count
2022,2022-11,2022-11-04,18585
2022,2022-11,2022-11-03,38151
2022,2022-11,2022-11-02,60683
2022,2022-11,2022-11-01,10324
2022,2022-10,2022-10-31,9680
2022,2022-10,2022-10-30,5645
2022,2022-10,2022-10-29,7929
2022,2022-10,2022-10-28,27688
2022,2022-10,2022-10-27,7947
2022,2022-10,2022-10-26,9664
2022,2022-10,2022-10-25,7199
2022,2022-10,2022-10-24,12948
2022,2022-10,2022-10-23,10318
2022,2022-10,2022-10-22,6284
2022,2022-10,2022-10-21,5930
2022,2022-10,2022-10-20,7050
2022,2022-10,2022-10-19,14344
2022,2022-10,2022-10-18,10774
2022,2022-10,2022-10-17,9030
2022,2022-10,2022-10-16,9284
2022,2022-10,2022-10-15,7710
2022,2022-10,2022-10-14,15548
2022,2022-10,2022-10-13,24142
2022,2022-10,2022-10-12,12755
2022,2022-10,2022-10-11,10933
2022,2022-10,2022-10-10,15826
2022,2022-10,2022-10-09,14581
2022,2022-10,2022-10-08,19728
2022,2022-10,2022-10-07,21315
2022,2022-10,2022-10-06,29385
2022,2022-10,2022-10-05,33303
2022,2022-10,2022-10-04,74313
2022,2022-10,2022-10-03,38525
2022,2022-10,2022-10-02,11476
2022,2022-10,2022-10-01,15936
2022,2022-09,2022-09-30,44293
2022,2022-09,2022-09-29,57259
2022,2022-09,2022-09-28,12357
2022,2022-09,2022-09-27,8161
2022,2022-09,2022-09-26,8532
2022,2022-09,2022-09-25,13387
2022,2022-09,2022-09-24,9670
2022,2022-09,2022-09-23,11719
2022,2022-09,2022-09-22,14963
2022,2022-09,2022-09-21,6781
2022,2022-09,2022-09-20,6687
2022,2022-09,2022-09-19,9799
2022,2022-09,2022-09-18,8078
2022,2022-09,2022-09-17,8579
2022,2022-09,2022-09-16,12595
2022,2022-09,2022-09-15,25411
2022,2022-09,2022-09-14,9603
2022,2022-09,2022-09-13,12236
2022,2022-09,2022-09-12,12275
2022,2022-09,2022-09-11,19339
2022,2022-09,2022-09-10,32568
2022,2022-09,2022-09-09,21530
2022,2022-09,2022-09-08,14410
2022,2022-09,2022-09-07,32952
2022,2022-09,2022-09-06,38051
2022,2022-09,2022-09-05,11474
2022,2022-09,2022-09-04,8518
2022,2022-09,2022-09-03,6237
2022,2022-09,2022-09-02,7302
2022,2022-09,2022-09-01,6513
2022,2022-08,2022-08-31,5480
2022,2022-08,2022-08-30,5344
2022,2022-08,2022-08-29,4583
2022,2022-08,2022-08-28,5557
2022,2022-08,2022-08-27,5117
2022,2022-08,2022-08-26,5388
2022,2022-08,2022-08-25,7168
2022,2022-08,2022-08-24,4613
2022,2022-08,2022-08-23,9025
2022,2022-08,2022-08-22,10922
2022,2022-08,2022-08-21,5337
2022,2022-08,2022-08-20,5103
2022,2022-08,2022-08-19,8646
2022,2022-08,2022-08-18,7868
2022,2022-08,2022-08-17,11377
2022,2022-08,2022-08-16,6731
2022,2022-08,2022-08-15,13091
2022,2022-08,2022-08-14,8199
2022,2022-08,2022-08-13,5697
2022,2022-08,2022-08-12,9806
2022,2022-08,2022-08-11,8939
2022,2022-08,2022-08-10,6224
2022,2022-08,2022-08-09,8908
2022,2022-08,2022-08-08,8820
