conversation_id,text,edit_history_tweet_ids,id,source,in_reply_to_user_id,geo,retweet_count,reply_count,like_count,quote_count,media_keys,date
1583673493010272256,"RT @krinstine: and i'm still on the job hunt! if anyone is looking for a reporter with strong investigative and health reporting skills 👀,…",['1583673493010272256'],1583673493010272256,Twitter for Android,,,10,0,0,0,,2022-10-22
1583527276301365248,RT @dillonliam: THREAD: Los Angeles is known for sunshine and sprawl. But for the past three decades L.A. has been the most housing overcro…,['1583527276301365248'],1583527276301365248,Twitter for Android,,,154,0,0,0,,2022-10-21
1583489660025569281,"RT @alex_leedsmatts: In 2021, some countries' life expectancies bounced back from the damage done by covid-19, but most didn't--the U.S. wa…",['1583489660025569281'],1583489660025569281,Twitter Web App,,,5,0,0,0,,2022-10-21
1583445663110422530,"@DanielleAlberti Which canal is this, do you remember? It looks like the Herengracht.",['1583489313181868032'],1583489313181868032,Twitter Web App,250287517,,0,1,0,0,,2022-10-21
1583204755806961664,"Sir Robert Walpole, a Whig who started as Prime Minister in 1721, lasted the most Scaramuccis: 692. 

The mean for all PMs is 178 Scaramuccis. 

Others: Thatcher (383), Blair (336), Churchill (287), Johnson (103) https://t.co/MhPSsDULu5 https://t.co/9W1IQNm06R https://t.co/NKdiL7z6Yq","['1583202733196070913', '1583204755806961664']",1583204755806961664,Twitter Web App,,,4,2,3,0,['3_1583204732398555138'],2022-10-20
1583202733196070913,"Sir Robert Walpole, a Whig who started as Prime Minister in 1721, lasted the most Scaramuccis: 692. 

The mean for all PMs is 178 Scaramuccis. 

Others: Thatcher (383), Blair (336), Churchill (287), Johnson (103) https://t.co/lhjYEqmqHS https://t.co/AhslfVqnlk https://t.co/NKdiL7z6Yq","['1583202733196070913', '1583204755806961664']",1583202733196070913,Twitter Web App,,,0,0,0,1,['3_1583201209527128065'],2022-10-20
1582954645378342912,"“They’re trying to f–ing kill me!” @GOPLeader screamed, as the mob of his party's supporters stormed the Capitol, according to @DraperRobert's new book. https://t.co/vJoXDWHzEw",['1582954645378342912'],1582954645378342912,Twitter for Android,,{'place_id': '3b77caf94bfc81fe'},76,10,257,3,,2022-10-20
1582762518463684608,RT @latimes: Colin Farrell and Brendan Gleeson sit down for a joint interview about their real-life friendship and “deeply organic” onscree…,['1582762518463684608'],1582762518463684608,Twitter Web App,,,33,0,0,0,,2022-10-19
1582745945686450176,"""Black Americans are more than one-and-one-half times more likely than white Americans to expect 'displays of violence,' including violent threats, at polling places in their area this November...."" — @BySteveReilly cc @HarrisPoll 

https://t.co/21q65SSAWm",['1582745945686450176'],1582745945686450176,Twitter Web App,,,8,0,4,0,,2022-10-19
1582745488251531264,"""The partisan split in flu vaccine uptake has widened as the United States braces for what could be its worst flu season since the covid pandemic began."" — @evolambert 

cc @HarrisPoll 
 https://t.co/t2oFxrX0aR",['1582745488251531264'],1582745488251531264,Twitter Web App,,,1,0,1,1,,2022-10-19
1582586456580554753,cc @michaelgwaltz,['1582587770739965952'],1582587770739965952,Twitter for Android,14790314,{'place_id': '3b77caf94bfc81fe'},0,0,0,0,,2022-10-19
1582586456580554753,💯 https://t.co/c9YfiwU1T3,['1582586456580554753'],1582586456580554753,Twitter for Android,,{'place_id': '3b77caf94bfc81fe'},0,1,1,0,,2022-10-19
1582585957726855169,"RT @chrisalbon: Marketing Dept: We want the visual to be like “data, but evil!”

Data Scientist who wanted an excuse to learn ggplot2: I’m…",['1582585957726855169'],1582585957726855169,Twitter for Android,,,4,0,0,0,,2022-10-19
1582365015599816704,"Read this, y'all. 

https://t.co/5kAZG8pxUt",['1582365015599816704'],1582365015599816704,Twitter Web App,,,0,0,5,1,,2022-10-18
1582200001773518849,"How many times today have you deadpanned in a bad Wisconsin accent, ""Relax. I just wanna tate some pitchers""? 

Me? Like 50.

Thanks, #TikTok
 https://t.co/Tqj0vHr2qK",['1582200001773518849'],1582200001773518849,Twitter for Android,,{'place_id': '3b77caf94bfc81fe'},0,0,1,0,,2022-10-18
1582104343460737025,"RT @realmadriden: 🌟 IT HAD TO BE. 🌟
🏆 @Benzema: #ballondor 2022 https://t.co/roM6pqr5A3",['1582104343460737025'],1582104343460737025,Twitter Web App,,,8286,0,0,0,['3_1582103189242904597'],2022-10-17
1582103807298674688,"""[I]f every pitching change Roberts makes is an opportunity to create favorable matchups, it’s also a chance for something to go wrong. Every call to the bullpen could be a landmine."" — @dylanohernandez  https://t.co/Ide5g0WCWJ",['1582103807298674688'],1582103807298674688,Twitter Web App,,,0,0,0,0,,2022-10-17
1582084043629158401,"RT @AdamRy_n: Today's media operations fail:

Parler sent an email to all users with 300+ of their verified users CC'd instead of BCC'd

No…",['1582084043629158401'],1582084043629158401,Twitter Web App,,,1702,0,0,0,,2022-10-17
1580712762476331008,"@dataviz_szuyu @datagraphics @sandhya__k I was just using it yesterday. So helpful. Thanks, @sandhya__k!",['1581690874735443968'],1581690874735443968,Twitter for Android,1164228294839025666,{'place_id': 'a75bc1fb166cd594'},0,1,1,0,,2022-10-16
1581517204104675328,"I know it was you, @palewire. The drone caused this collapse.",['1581517204104675328'],1581517204104675328,Twitter for Android,,{'place_id': '3b77caf94bfc81fe'},0,1,1,0,,2022-10-16
1581268615545749504,"""Declining trust in the executive branch since 2006 is largely attributable to a drop among independents during George W. Bush's second term in office and an ongoing decline in trust among those who identify with the opposition party to the president."" https://t.co/JgfZqEy7UX",['1581268615545749504'],1581268615545749504,Twitter for Android,,{'place_id': '3b77caf94bfc81fe'},1,0,0,0,,2022-10-15
1580975425135992832,@_alastair ship it,['1581013940552667136'],1581013940552667136,Twitter Web App,18059424,,0,0,1,0,,2022-10-14
1580712709741772800,"@TheBrianPark Did you save that starchy water, tho?",['1581009490823901184'],1581009490823901184,Twitter Web App,1072207332359041024,,0,0,0,0,,2022-10-14
1580961345737850886,"RT @TomNagorski: Well-done ""report card"" on a decade of #XiJinping rule - how the man has changed #China for better and worse. @lili_pike @…",['1580961345737850886'],1580961345737850886,Twitter Web App,,,4,0,0,0,,2022-10-14
1580903739812024321,RT @GallupNews: 78% of Americans are in favor of allowing voters to cast their ballots prior to Election day. https://t.co/5YfWxzSs2y,['1580903739812024321'],1580903739812024321,Twitter for Android,,,26,0,0,0,,2022-10-14
1580589524878434304,"@eyeseast @dannydb This bigger piece still (kinda) holds up, too: https://t.co/qtZH7qYWzT",['1580592483037171712'],1580592483037171712,Twitter Web App,3315611,,0,0,2,0,,2022-10-13
1580287368044498945,RT @ProjectLincoln: @KatiePhang Looks like someone f'd around &amp; found out today.,['1580287368044498945'],1580287368044498945,Twitter for Android,,,32,0,0,0,,2022-10-12
1580285010254254080,"RT @hugolowell: WATERBURY, Conn. (AP) — Jury says Alex Jones should pay $965 million to people who suffered from his lies about the Sandy H…",['1580285010254254080'],1580285010254254080,Twitter for Android,,,2323,0,0,0,,2022-10-12
1579525887661584384,@_alastair Same.,['1579526031752704002'],1579526031752704002,Twitter Web App,18059424,,0,0,1,0,,2022-10-10
1579518709542289410,"RT @boreskes: NEWS: ""I am resigning as President of the Los Angeles City Council,"" @CD6Nury. https://t.co/3EGYquZDH0 https://t.co/Sm11uj9jIw",['1579518709542289410'],1579518709542289410,Twitter Web App,,,949,0,0,0,['3_1579517159289430030'],2022-10-10
1579294937233133568,RT @stoolpresidente: What a visual https://t.co/v9AEZumyAn,['1579294937233133568'],1579294937233133568,Twitter for Android,,,223,0,0,0,['3_1579256101006188550'],2022-10-10
1579287283219726336,"RT @laura_nelson: “When you’re now the majority, you’re not supposed to act like those who previously oppressed you.” ⁦@GustavoArellano⁩ on…",['1579287283219726336'],1579287283219726336,Twitter Web App,,,4,0,0,0,,2022-10-10
1579287206945955840,RT @KarenBassLA: My statement regarding the recording released today. https://t.co/WEkTusf70D,['1579287206945955840'],1579287206945955840,Twitter Web App,,,954,0,0,0,['3_1579284985038577664'],2022-10-10
1579283512418762754,@TerrenceDoyle Anfield is like an extra man on the field in Europe.,['1579286169916825600'],1579286169916825600,Twitter Web App,162088329,,0,0,1,0,,2022-10-10
1579283844066594817,"RT @brittny_mejia: Read this @GustavoArellano column:

“Already, people are defending Martinez’s use of them, saying she used the former in…",['1579283844066594817'],1579283844066594817,Twitter Web App,,,4,0,0,0,,2022-10-10
1579283282658619392,"RT @WestsideDarling: Los Angeles needs new leadership:

Nury Martinez must resign and I join the calls for an investigation. https://t.co/R…",['1579283282658619392'],1579283282658619392,Twitter Web App,,,247,0,0,0,,2022-10-10
1579217615624368128,"RT @laura_nelson: In leaked audio, Los Angeles city council members mocked their colleagues and made racially charged remarks, including ab…",['1579217615624368128'],1579217615624368128,Twitter for Android,,,71,0,0,0,,2022-10-09
1579093040945590272,@ChefReactions @tiktok_us People love powdered salt and mild paprika!,['1579140199325437953'],1579140199325437953,Twitter Web App,1545028992679518209,,0,0,1,0,,2022-10-09
1579125420079058949,@miyashay No way,['1579137351476858880'],1579137351476858880,Twitter for Android,15711069,,0,0,0,0,,2022-10-09
1578784433305317377,"RT @AP: The COVID-19 baby boom appears to be a baby bust. Births have fallen dramatically in many states, according to an @AP analysis of p…",['1578784433305317377'],1578784433305317377,Twitter Web App,,,70,0,0,0,,2022-10-08
1578419703533273089,"RT @meredithshiner: Today in @newrepublic, I take on Herschel Walker, declare hypocrisy dead and democracy dying with it. The problem with…",['1578419703533273089'],1578419703533273089,Twitter Web App,,,123,0,0,0,,2022-10-07
1578395732779810816,😂 https://t.co/FYrg2YaGJU,['1578395732779810816'],1578395732779810816,Twitter Web App,,,4,0,7,1,,2022-10-07
1578361764433252353,@EROHealthComms @charlesornstein @AdrianBlancoR @AmyEGardner https://t.co/XCC71VTLy4,['1578375836016594944'],1578375836016594944,Twitter Web App,28660795,,0,3,0,0,['16_1578375808359374848'],2022-10-07
1578361764433252353,"How many election deniers are on the ballot this fall in your state? Find out with this handy database. 

Excellent (and probably tedious) work by @AdrianBlancoR &amp; @AmyEGardner. 

Check it out: 
https://t.co/IQ9OK7py4i https://t.co/XZF6ibRqnz",['1578361764433252353'],1578361764433252353,Twitter Web App,,,38,11,42,5,['3_1578360457265438721'],2022-10-07
1578070266244042752,@YingZhao0521 Ginger tabbies are fearless.,['1578072337018019841'],1578072337018019841,Twitter Web App,1068678960777711616,,0,1,2,0,,2022-10-06
1578070259692498944,"RT @TwitterBlue: the Edit Tweet test is expanding and now rolling out to Twitter Blue members in the US

go ahead, try it out!",['1578070259692498944'],1578070259692498944,Twitter Web App,,,260,0,0,0,,2022-10-06
1578069911884091393,I do not.,['1578069987343769600'],1578069987343769600,Twitter Web App,14790314,,0,0,2,0,,2022-10-06
1578069911884091393,Do I have the edit button yet?,['1578069911884091393'],1578069911884091393,Twitter Web App,,,0,1,1,0,,2022-10-06
1578008171741794305,RT @AshleyRParker: Great convo by two of the greats (@maggieNYT @Olivianuzzi). https://t.co/CxckrZj7Nv,['1578008171741794305'],1578008171741794305,Twitter Web App,,,25,0,0,0,,2022-10-06
1578007969085632512,"""Most players had to deal with the real possibility that reporting abuse may rob them of playing time or the career they’ve been building since youth soccer."" — @alex_leedsmatts 

 https://t.co/zJvyUZUwxI",['1578007969085632512'],1578007969085632512,Twitter Web App,,,1,0,1,0,,2022-10-06
1577742960866705408,💪 https://t.co/tRBm6BpfAk,['1577753475722596352'],1577753475722596352,Twitter Web App,14790314,,0,0,2,0,['3_1577753106598678528'],2022-10-05
1577742960866705408,"@JessicaHuseman I'm writing a script and making too many requests, I guess. They think I'm a robot!",['1577743911677665280'],1577743911677665280,Twitter Web App,51781119,,0,0,1,0,,2022-10-05
1577742960866705408,"We shall see, RCP. https://t.co/meZHeTZrwX",['1577742960866705408'],1577742960866705408,Twitter Web App,,,0,4,4,0,['3_1577742849327566848'],2022-10-05
1577687492425154560,"RT @palewire: This morning I published a new version of an old class. 

""First Django Admin"" will teach you how to create a simple web app…",['1577687492425154560'],1577687492425154560,Twitter Web App,,,4,0,0,0,,2022-10-05
1577662863757299715,@DannyDougherty @emilyaheil https://t.co/X1G1Bszqel,['1577665917831368704'],1577665917831368704,Twitter Web App,6325812,,0,2,2,0,['3_1577665885531054080'],2022-10-05
1577662863757299715,"""The superiority of a diagonal slice is undisputed."" — @emilyaheil 
https://t.co/bFMb5RIXY0",['1577662863757299715'],1577662863757299715,Twitter Web App,,,1,1,12,0,,2022-10-05
1577317021703753728,RT @chrisgeidner: Subscribe to @lawdorknews now — the newsletter I launched in June that’s a new iteration of that old blog and already has…,['1577317021703753728'],1577317021703753728,Twitter Web App,,,16,0,0,0,,2022-10-04
1577065028301164545,RT @JessicaHuseman: It’s amazing how absolutely full of it he is https://t.co/PKB75T3Yfj,['1577065028301164545'],1577065028301164545,Twitter for Android,,,10,0,0,0,['3_1577027815765049367'],2022-10-03
1577064965197815808,RT @JustinRood: Every so often I wonder to myself how this effort is going: https://t.co/E8iHdA43dv,['1577064965197815808'],1577064965197815808,Twitter for Android,,,3,0,0,0,,2022-10-03
1576980670508777476,"RT @TwitterBlue: test went well, Edit Tweet is now rolling out to Twitter Blue members in Canada, Australia, and New Zealand! 

US coming s…",['1576980670508777476'],1576980670508777476,Twitter for Android,,,567,0,0,0,,2022-10-03
1576976544349552643,"RT @datagraphics: How much have candidates running in California  elections raised? A lot. We’ve compiled 42 thousand records. In total, ca…",['1576976544349552643'],1576976544349552643,Twitter Web App,,,8,0,0,0,,2022-10-03
1576952187694944256,RT @laura_nelson: A new poll from the ⁦@latimes⁩ and ⁦@BerkeleyIGS⁩ finds that Sheriff Alex Villanueva is trailing challenger Robert Luna b…,['1576952187694944256'],1576952187694944256,Twitter Web App,,,10,0,0,0,,2022-10-03
1576624197916205057,@JessicaHuseman Area code 903. My childhood.,['1576665229911478272'],1576665229911478272,Twitter Web App,51781119,,0,0,1,0,,2022-10-02
1576282165548941312,Some @Instacart shoppers are better than others. This one seems solid. https://t.co/h03dT49KUc,['1576282165548941312'],1576282165548941312,Twitter for Android,,{'place_id': '3b77caf94bfc81fe'},0,0,2,0,['3_1576282162789171200'],2022-10-01
1575592646877204480,"RT @TwitterBlue: hello

this is a test to make sure the edit button works, we’ll let you know how it goes",['1575592646877204480'],1575592646877204480,Twitter for Android,,,5988,0,0,0,,2022-09-29
1575195954231226370,"MacKenzie Scott May No Longer Have a Partner in Philanthropy: The billionaire’s second husband, a teacher, does not appear on her public profile anymore. https://t.co/iLXfglR6xc https://t.co/fAl0t0lxy5",['1575195954231226370'],1575195954231226370,Twitter Web App,,,0,2,2,0,"['3_1575195782470242304', '3_1575195782478585856']",2022-09-28
1574945701028515845,🎻🎻🎻 https://t.co/zO0Yq9gZPe,['1574945701028515845'],1574945701028515845,Twitter Web App,,,0,1,1,0,,2022-09-28
1573855202997784577,"Tonight I got a couple of nugget packs for the girls @CarlsJr, and I responded ""no sauce"" when asked. 

This is what I got -- basically two of EVERY condiment they put in bags. 

Joke or abundance of caution? 

Either way, my packet drawer is so, so stocked right now. THX! https://t.co/ScVf4ZdcWa",['1573855202997784577'],1573855202997784577,Twitter for Android,,{'place_id': '3b77caf94bfc81fe'},0,1,6,0,['3_1573855200753766400'],2022-09-25
1573757968759238658,Fathering. I got this. https://t.co/i9Q3OMJr1r,['1573757968759238658'],1573757968759238658,Twitter for Android,,{'place_id': '3b77caf94bfc81fe'},0,0,10,0,['3_1573757966519390208'],2022-09-24
1573431028072472586,"RT @PerryStein: Rep. Matt Gaetz  is unlikely to face charges in a long-running sex-trafficking investigation, with career prosecutors telli…",['1573431028072472586'],1573431028072472586,Twitter for Android,,,11,0,0,0,,2022-09-23
1573396678962544649,RT @davidfolkenflik: News: NPR SVP News Nancy Barnes announces that she will leave the network in Nov after NPR CEO John Lansing decides to…,['1573396678962544649'],1573396678962544649,Twitter Web App,,,7,0,0,0,,2022-09-23
1573360180225462272,@davelevitan https://t.co/rmTteAdfYW,['1573394800220729344'],1573394800220729344,Twitter Web App,21495286,,0,0,1,0,['16_1573394712173506561'],2022-09-23
1573392138595074048,"Love this 2009 book review line from Christopher Benfey: 

“‘Wolf Hall’ has epic scale but lyric texture. Its 500-plus pages turn quickly, winged and falconlike.""

https://t.co/zO3EWecXM2",['1573392138595074048'],1573392138595074048,Twitter Web App,,,0,0,1,0,,2022-09-23
1573300948474396674,"""The idea of a magic-wand process by which a president can both exercise power and absolve himself of legal liability holds deep appeal to Mr. Trump...."" https://t.co/Kakxx5WYVr",['1573300948474396674'],1573300948474396674,Twitter Web App,,,0,0,1,0,,2022-09-23
1572760345265176576,RT @WhiteHouse: Senator Cruz voted against this.,['1572760345265176576'],1572760345265176576,Twitter for Android,,,54278,0,0,0,,2022-09-22
1572666486900297734,RT @stoolpresidente: Not all heroes wear capes  @franciscellis https://t.co/3rE0gAV1Yd,['1572666486900297734'],1572666486900297734,Twitter Web App,,,181,0,0,0,['7_1572417553112219648'],2022-09-21
1572347397438844931,"RT @datagraphics: Who is raising the most $$$ for California state races? Find out here 👇
https://t.co/uVnN5kGf7a",['1572347397438844931'],1572347397438844931,Twitter for Android,,,14,0,0,0,,2022-09-20
1571918401580453889,"RT @DeaBankova: ✨Open-source alert from @ReutersGraphics ✨ 

Examples and templates for Svelte in common graphics scenarios: D3 + Svelte, s…",['1571918401580453889'],1571918401580453889,Twitter Web App,,,110,0,0,0,,2022-09-19
1571906449609203713,"RT @palewire: 🚨 #ONA22 #ALERT 🚨

The @ONA conference arrives this week downtown L.A.

To amplify the event, I'm offering a Saturday stream…",['1571906449609203713'],1571906449609203713,Twitter for Android,,,27,0,0,0,,2022-09-19
1571899466223063042,RT @sandhya__k: I’m excited to share this piece I wrote about long covid and mental health. I never thought my painting would be in the @la…,['1571899466223063042'],1571899466223063042,Twitter Web App,,,57,0,0,0,,2022-09-19
1571881482519711744,"RT @stevenportnoy: NEW: Asked on @60Minutes if US would defend Taiwan if it came under attack, Biden -- again -- says yes.

PELLEY: ""To be…",['1571881482519711744'],1571881482519711744,Twitter Web App,,,369,0,0,0,,2022-09-19
1571530282930667526,"Daughter: ""Maybe they're making some supernatural energy source that's opening the gate to the Upside Down?""

 https://t.co/Z4IrzfjYJw",['1571530282930667526'],1571530282930667526,Twitter Web App,,,0,0,0,0,,2022-09-18
1571507097292144646,"Greg. 

This is a good tweet. https://t.co/1KOme0toXx",['1571507097292144646'],1571507097292144646,Twitter for Android,,{'place_id': '3b77caf94bfc81fe'},0,0,2,0,,2022-09-18
1571339199164600320,🎩 Son Heung-min 🎩 https://t.co/fkr7javlVy,['1571339199164600320'],1571339199164600320,Twitter for Android,,{'place_id': '3b77caf94bfc81fe'},0,0,5,0,['3_1571339196593471490'],2022-09-18
1571300311704424448,"""The residents of small states, granted extra influence by the Constitution, are disproportionately white, while large states are home to many more Asian American, Black and Latino voters."" 

1 voter in Wyoming ≈ 59 in California
https://t.co/qXM8AoarF2 https://t.co/zO1LRFQKtQ",['1571300311704424448'],1571300311704424448,Twitter Web App,,,20,3,34,1,['3_1571299679828320258'],2022-09-18
1571238877423357953,"""We are far and away the most countermajoritarian democracy in the world,"" said Steven Levitsky, a professor of government at Harvard University and co-author of the book 'How Democracies Die'. 
https://t.co/96mDqIsJ7A",['1571238877423357953'],1571238877423357953,Twitter Web App,,,2,0,1,0,,2022-09-17
1571153160743571457,"""My contention is that while the polls could have another bad year, it’s hard to know right now whether that bias will benefit Democrats or Republicans."" — @NateSilver538 https://t.co/KPoWdjyiCv",['1571153160743571457'],1571153160743571457,Twitter Web App,,,0,0,0,0,,2022-09-17
1570886656307396609,"RT @kyledcheney: JUST IN: Dearie, the special master, has summoned DOJ and Trump lawyers to Brooklyn for their first conference. https://t.…",['1570886656307396609'],1570886656307396609,Twitter Web App,,,1374,0,0,0,,2022-09-16
1570840787231047681,RT @alex_leedsmatts: My latest on why gestational limits in other countries =/= abortion bans,['1570840787231047681'],1570840787231047681,Twitter Web App,,,3,0,0,0,,2022-09-16
1570763514473775106,@franciscellis Classic. https://t.co/zYYl8L2yTW,['1570840501557039105'],1570840501557039105,Twitter Web App,2834382015,,0,0,5,0,['3_1570840437455482888'],2022-09-16
1570838942337101836,"RT @cameronghood: Why do Russian executives, including 4 connected with Gazprom, keep dying in strange ways?

@stiles, @jason_paladino and…",['1570838942337101836'],1570838942337101836,Twitter Web App,,,5,0,0,0,,2022-09-16
1570835286644629504,We're trying to help keep track with these little cards for each of these cases. https://t.co/dZYVYWP0CG,['1570838899379019777'],1570838899379019777,Twitter Web App,14790314,,0,0,1,0,['3_1570838851673006086'],2022-09-16
1570835286644629504,"Why do Russian executives, including 4 connected with Gazprom, keep dying in strange ways? 

@TomNagorski @jason_paladino and I explore why ""It’s getting hard to keep track."" 

 https://t.co/Z4IrzfjYJw",['1570835286644629504'],1570835286644629504,Twitter Web App,,,4,2,6,0,,2022-09-16
1570812424172998656,I'm fascinated by this huge heist. Today there's a nice update from @LAcrimes and @DanielNMiller: https://t.co/bFIecVAe4s,['1570812424172998656'],1570812424172998656,Twitter Web App,,,8,3,47,1,,2022-09-16
1570539183240015872,RT @projectnebraska: &lt;nods&gt;,['1570539183240015872'],1570539183240015872,Twitter Web App,,,1,0,0,0,,2022-09-15
1570534665328668672,"@brianboyer The sheer niceness of some Nebraskans, and the enduring peace they find solely because of their decency is just galling.",['1570536581647446017'],1570536581647446017,Twitter Web App,14570738,,0,0,4,1,,2022-09-15
1570529796257640448,"It's been one of them days, amirite @annadeen2? https://t.co/bK6aYO8ACd",['1570529796257640448'],1570529796257640448,Twitter Web App,,,0,0,3,0,['3_1570529669010817024'],2022-09-15
1570513510639239169,"@DanielleAlberti He's like, ""What? This is the face you make when I wake you up.""",['1570522481131417600'],1570522481131417600,Twitter Web App,250287517,,0,0,1,0,,2022-09-15
1570439154089226240,"RT @evanasmith: #breaking from @alexazura: Per @uscensusbureau, Hispanics have finally passed whites to become the largest demographic grou…",['1570439154089226240'],1570439154089226240,Twitter Web App,,,244,0,0,0,,2022-09-15
1569822869819097088,"RT @MonicaLewinsky: as i’m sure many can understand, my thoughts about ken starr bring up complicated feelings… but of more importance, is…",['1569822869819097088'],1569822869819097088,Twitter for Android,,,3191,0,0,0,,2022-09-13
1569779338022916098,"@jlease717 @SarahKSilverman @saralasure @bluntmom Oh man, I forgot that one. There's always an outlier.",['1569810754035138560'],1569810754035138560,Twitter for Android,169681561,{'place_id': '3b77caf94bfc81fe'},0,0,1,0,,2022-09-13
1569779338022916098,cc @SarahKSilverman @saralasure @bluntmom https://t.co/6dbozphwfq,['1569779338022916098'],1569779338022916098,Twitter Web App,,,0,1,0,0,,2022-09-13
1569478818624335872,BTW @racheluranga: Is there a database of stop locations that also shows a yes/no on which have shade? That could make a decent map.,['1569479773671559169'],1569479773671559169,Twitter Web App,14790314,,0,0,1,0,,2022-09-13
