month_year,day_count
2022-10,85405
2022-09,45377
2022-08,68019
2022-07,46154
2022-06,43028
2022-05,35054
2022-04,59885
2022-03,24228
2022-02,49227
2022-01,26507
2021-12,36158
2021-11,35194
2021-10,27783
2021-09,30331
2021-08,34420
2021-07,42479
2021-06,32513
2021-05,38365
2021-04,41138
2021-03,48805
2021-02,43518
2021-01,54228
2020-12,49550
2020-11,45559
2020-10,82010
2020-09,60733
2020-08,80726
2020-07,128720
2020-06,391935
2020-05,133999
2020-04,112110
2020-03,111224
2020-02,230257
2020-01,125342
2019-12,115826
2019-11,98259
2019-10,175483
2019-09,109628
2019-08,247699
2019-07,140139
2019-06,98122
2019-05,88376
2019-04,102562
2019-03,93890
2019-02,73931
2019-01,86309
2018-12,146420
2018-11,66126
2018-10,124424
2018-09,70570
2018-08,138121
2018-07,83093
2018-06,78989
2018-05,119235
2018-04,86327
2018-03,51157
2018-02,45324
2018-01,55053
2017-12,124871
2017-11,54550
2017-10,109806
2017-09,155280
2017-08,138600
2017-07,45974
2017-06,52017
2017-05,98614
2017-04,45133
2017-03,40799
2017-02,53956
2017-01,121878
2016-12,46890
2016-11,53667
2016-10,38278
2016-09,45890
2016-08,42835
2016-07,51051
2016-06,50904
2016-05,43383
2016-04,51011
2016-03,43215
2016-02,40744
2016-01,52808
2015-12,49621
2015-11,45266
2015-10,34085
2015-09,33706
2015-08,42797
2015-07,54021
2015-06,79007
2015-05,49943
2015-04,50674
2015-03,73074
2015-02,49937
2015-01,59175
