month_year,day_count
2022-05,36898
2022-04,3092202
2022-03,3355153
2022-02,3554939
2022-01,2940664
2021-12,2559695
2021-11,1868008
2021-10,2034049
2021-09,2172404
2021-08,3038945
2021-07,3022357
2021-06,2866371
2021-05,2706840
2021-04,1797275
2021-03,2633993
2021-02,5959790
2021-01,31539081
2020-12,35468313
2020-11,67230966
2020-10,62296281
2020-09,49705254
2020-08,45510254
2020-07,43389096
2020-06,57200810
2020-05,42776804
2020-04,34813726
2020-03,36731293
2020-02,28183575
2020-01,32269539
2019-12,26563521
2019-11,25621860
2019-10,32471267
2019-09,23606065
2019-08,25222834
2019-07,27106775
2019-06,19944949
2019-05,18430131
2019-04,17897378
2019-03,18350677
2019-02,19044206
2019-01,29027409
2018-12,22809390
2018-11,20704667
2018-10,19799795
2018-09,19217419
2018-08,24450491
2018-07,24434985
2018-06,23700436
2018-05,18977900
2018-04,17607116
2018-03,16440560
2018-02,19653382
2018-01,23968506
2017-12,19800993
2017-11,20039849
2017-10,22400204
2017-09,20043688
2017-08,23405740
2017-07,22727993
2017-06,18097672
2017-05,15387659
2017-04,12122266
2017-03,15183131
2017-02,22966328
2017-01,26675270
2016-12,11878090
2016-11,24916937
2016-10,21211683
2016-09,13755457
2016-08,11224132
2016-07,10449569
2016-06,8161487
2016-05,7184545
2016-04,5101583
2016-03,10738096
2016-02,6064781
2016-01,4190735
2015-12,4621058
2015-11,2429821
2015-10,2079195
2015-09,2927050
2015-08,3718102
2015-07,2640821
2015-06,1315046
2015-05,98511
2015-04,145073
2015-03,91094
2015-02,131078
2015-01,157502
