year,month_year,date,day_count
2022,2022-11,2022-11-05,337
2022,2022-11,2022-11-04,3573
2022,2022-11,2022-11-03,1496
2022,2022-11,2022-11-02,2854
2022,2022-11,2022-11-01,5158
2022,2022-10,2022-10-31,7934
2022,2022-10,2022-10-30,15870
2022,2022-10,2022-10-29,6645
2022,2022-10,2022-10-28,5276
2022,2022-10,2022-10-27,957
2022,2022-10,2022-10-26,1092
2022,2022-10,2022-10-25,963
2022,2022-10,2022-10-24,979
2022,2022-10,2022-10-23,887
2022,2022-10,2022-10-22,771
2022,2022-10,2022-10-21,933
2022,2022-10,2022-10-20,1648
2022,2022-10,2022-10-19,5194
2022,2022-10,2022-10-18,829
2022,2022-10,2022-10-17,933
2022,2022-10,2022-10-16,2593
2022,2022-10,2022-10-15,6742
2022,2022-10,2022-10-14,4078
2022,2022-10,2022-10-13,777
2022,2022-10,2022-10-12,965
2022,2022-10,2022-10-11,1550
2022,2022-10,2022-10-10,989
2022,2022-10,2022-10-09,1236
2022,2022-10,2022-10-08,2378
2022,2022-10,2022-10-07,10139
2022,2022-10,2022-10-06,3143
2022,2022-10,2022-10-05,1039
2022,2022-10,2022-10-04,1126
2022,2022-10,2022-10-03,977
2022,2022-10,2022-10-02,827
2022,2022-10,2022-10-01,804
2022,2022-09,2022-09-30,708
2022,2022-09,2022-09-29,785
2022,2022-09,2022-09-28,783
2022,2022-09,2022-09-27,1276
2022,2022-09,2022-09-26,1426
2022,2022-09,2022-09-25,847
2022,2022-09,2022-09-24,834
2022,2022-09,2022-09-23,788
2022,2022-09,2022-09-22,790
2022,2022-09,2022-09-21,931
2022,2022-09,2022-09-20,922
2022,2022-09,2022-09-19,956
2022,2022-09,2022-09-18,934
2022,2022-09,2022-09-17,832
2022,2022-09,2022-09-16,1026
2022,2022-09,2022-09-15,1209
2022,2022-09,2022-09-14,858
2022,2022-09,2022-09-13,2361
2022,2022-09,2022-09-12,8839
2022,2022-09,2022-09-11,6010
2022,2022-09,2022-09-10,2190
2022,2022-09,2022-09-09,1378
2022,2022-09,2022-09-08,1867
2022,2022-09,2022-09-07,1242
2022,2022-09,2022-09-06,759
2022,2022-09,2022-09-05,768
2022,2022-09,2022-09-04,771
2022,2022-09,2022-09-03,1314
2022,2022-09,2022-09-02,855
2022,2022-09,2022-09-01,838
2022,2022-08,2022-08-31,857
2022,2022-08,2022-08-30,880
2022,2022-08,2022-08-29,1613
2022,2022-08,2022-08-28,23995
2022,2022-08,2022-08-27,16482
2022,2022-08,2022-08-26,765
2022,2022-08,2022-08-25,740
2022,2022-08,2022-08-24,749
2022,2022-08,2022-08-23,772
2022,2022-08,2022-08-22,898
2022,2022-08,2022-08-21,641
2022,2022-08,2022-08-20,616
2022,2022-08,2022-08-19,1000
2022,2022-08,2022-08-18,1099
2022,2022-08,2022-08-17,1005
2022,2022-08,2022-08-16,629
2022,2022-08,2022-08-15,787
2022,2022-08,2022-08-14,670
2022,2022-08,2022-08-13,781
2022,2022-08,2022-08-12,787
2022,2022-08,2022-08-11,758
2022,2022-08,2022-08-10,1078
2022,2022-08,2022-08-09,942
2022,2022-08,2022-08-08,618
2022,2022-08,2022-08-07,777
2022,2022-08,2022-08-06,1150
2022,2022-08,2022-08-05,942
2022,2022-08,2022-08-04,586
2022,2022-08,2022-08-03,1055
2022,2022-08,2022-08-02,2604
2022,2022-08,2022-08-01,1271
2022,2022-07,2022-07-31,714
2022,2022-07,2022-07-30,714
2022,2022-07,2022-07-29,852
2022,2022-07,2022-07-28,885
2022,2022-07,2022-07-27,685
2022,2022-07,2022-07-26,680
2022,2022-07,2022-07-25,823
2022,2022-07,2022-07-24,675
2022,2022-07,2022-07-23,750
2022,2022-07,2022-07-22,728
2022,2022-07,2022-07-21,1102
2022,2022-07,2022-07-20,1039
2022,2022-07,2022-07-19,1051
2022,2022-07,2022-07-18,5391
2022,2022-07,2022-07-17,4966
2022,2022-07,2022-07-16,655
2022,2022-07,2022-07-15,626
2022,2022-07,2022-07-14,639
2022,2022-07,2022-07-13,676
2022,2022-07,2022-07-12,760
2022,2022-07,2022-07-11,2131
2022,2022-07,2022-07-10,4981
2022,2022-07,2022-07-09,2773
2022,2022-07,2022-07-08,2886
2022,2022-07,2022-07-07,3132
2022,2022-07,2022-07-06,867
2022,2022-07,2022-07-05,1272
