year,month_year,date,day_count
2022,2022-05,2022-05-01,36898
2022,2022-04,2022-04-30,63128
2022,2022-04,2022-04-29,92798
2022,2022-04,2022-04-28,105474
2022,2022-04,2022-04-27,107611
2022,2022-04,2022-04-26,227577
2022,2022-04,2022-04-25,281276
2022,2022-04,2022-04-24,93823
2022,2022-04,2022-04-23,88153
2022,2022-04,2022-04-22,93348
2022,2022-04,2022-04-21,100094
2022,2022-04,2022-04-20,56079
2022,2022-04,2022-04-19,55102
2022,2022-04,2022-04-18,61452
2022,2022-04,2022-04-17,69368
2022,2022-04,2022-04-16,60105
2022,2022-04,2022-04-15,68091
2022,2022-04,2022-04-14,98633
2022,2022-04,2022-04-13,89405
2022,2022-04,2022-04-12,76819
2022,2022-04,2022-04-11,93781
2022,2022-04,2022-04-10,104469
2022,2022-04,2022-04-09,177419
2022,2022-04,2022-04-08,177416
2022,2022-04,2022-04-07,128295
2022,2022-04,2022-04-06,100760
2022,2022-04,2022-04-05,106931
2022,2022-04,2022-04-04,89308
2022,2022-04,2022-04-03,108383
2022,2022-04,2022-04-02,53615
2022,2022-04,2022-04-01,63489
2022,2022-03,2022-03-31,115727
2022,2022-03,2022-03-30,169181
2022,2022-03,2022-03-29,180615
2022,2022-03,2022-03-28,103174
2022,2022-03,2022-03-27,115446
2022,2022-03,2022-03-26,93547
2022,2022-03,2022-03-25,136387
2022,2022-03,2022-03-24,184261
2022,2022-03,2022-03-23,95400
2022,2022-03,2022-03-22,83385
2022,2022-03,2022-03-21,80220
2022,2022-03,2022-03-20,82577
2022,2022-03,2022-03-19,77920
2022,2022-03,2022-03-18,105634
2022,2022-03,2022-03-17,98069
2022,2022-03,2022-03-16,89178
2022,2022-03,2022-03-15,112071
2022,2022-03,2022-03-14,72581
2022,2022-03,2022-03-13,96360
2022,2022-03,2022-03-12,114857
2022,2022-03,2022-03-11,121135
2022,2022-03,2022-03-10,129652
2022,2022-03,2022-03-09,88661
2022,2022-03,2022-03-08,98404
2022,2022-03,2022-03-07,87411
2022,2022-03,2022-03-06,92545
2022,2022-03,2022-03-05,81864
2022,2022-03,2022-03-04,87878
2022,2022-03,2022-03-03,146625
2022,2022-03,2022-03-02,92365
2022,2022-03,2022-03-01,122023
2022,2022-02,2022-02-28,148405
2022,2022-02,2022-02-27,244459
2022,2022-02,2022-02-26,199470
2022,2022-02,2022-02-25,167086
2022,2022-02,2022-02-24,240890
2022,2022-02,2022-02-23,158894
2022,2022-02,2022-02-22,126894
2022,2022-02,2022-02-21,95809
2022,2022-02,2022-02-20,78388
2022,2022-02,2022-02-19,112378
2022,2022-02,2022-02-18,147313
2022,2022-02,2022-02-17,157715
2022,2022-02,2022-02-16,137434
2022,2022-02,2022-02-15,148784
2022,2022-02,2022-02-14,111614
2022,2022-02,2022-02-13,142420
2022,2022-02,2022-02-12,85291
2022,2022-02,2022-02-11,111892
2022,2022-02,2022-02-10,113303
2022,2022-02,2022-02-09,68826
