,id,total,year
1360,6930,2,2012
1361,6929,2,2010
1362,6929,1,2017
1363,6935,1,2014
1364,6934,1,2017
1365,6934,1,2013
1366,6933,17,2016
1367,6933,5,2018
1368,6933,2,2019
1369,6932,6,2018
1370,6932,4,2014
1371,6932,2,2012
1372,6939,54,2016
1373,6939,24,2017
1374,6939,16,2012
1375,6939,12,2015
1376,6939,11,2013
1377,6939,11,2019
1378,6939,9,2018
1379,6939,4,2014
1380,6939,2,2011
1381,6938,22,2014
1382,6938,18,2013
1383,6938,13,2017
1384,6938,12,2016
1385,6938,11,2012
1386,6938,6,2015
1387,6938,4,2019
1388,6938,2,2018
1389,6937,61,2016
1390,6937,31,2015
1391,6937,22,2014
1392,6937,11,2017
1393,6937,5,2013
1394,6937,1,2012
1395,6937,1,2016
1396,6937,1,2018
1397,6937,1,2019
1398,6937,1,2017
1399,6936,3,2017
1400,6936,2,2013
1401,6936,2,2018
1402,6943,6,2012
1403,6943,4,2015
1404,6943,1,2011
1405,6943,1,2019
1406,6943,1,2014
1407,6942,8,2012
1408,6942,5,2013
1409,6942,3,2015
1410,6942,1,2011
1411,6942,1,2014
1412,6941,35,2017
1413,6941,27,2018
1414,6941,13,2013
1415,6941,2,2012
1416,6941,2,2015
1417,6941,2,2015
1418,6941,2,2016
1419,6941,1,2013
1420,6941,1,2014
1421,6940,59,2017
1422,6940,40,2018
1423,6940,13,2016
1424,6940,10,2014
1425,6940,9,2013
1426,6940,6,2015
1427,6940,5,2012
1428,6940,2,2019
1429,6940,1,2010
1430,6947,6,2013
1431,6947,4,2012
1432,6947,3,2011
1433,6947,2,2010
1434,6947,2,2014
1435,6946,8,2012
1436,6946,5,2013
1437,6946,2,2015
1438,6945,4,2012
1439,6945,3,2017
1440,6944,2,2013
1441,6944,2,2012
1442,6944,1,2015
1443,6944,1,2014
1444,6948,6,2012
1445,6948,2,2013
1446,6948,2,2014
1447,6948,1,2011
1448,6955,2,2013
1449,6954,3,2011
1450,6954,1,2010
1451,6954,1,2018
1452,6956,2,2011
1453,2875,3,2018
1454,2877,1,2011
1455,2876,1,2017
1456,6983,1,2011
1457,6984,3,2017
1458,2892,2,2012
1459,6989,2,2016
1460,7034,1,2010
1461,7033,1,2016
1462,7043,46,2014
1463,7043,41,2013
1464,7043,9,2015
1465,7043,7,2017
1466,7043,3,2013
1467,7043,3,2016
1468,7043,2,2012
1469,7043,2,2014
1470,7043,1,2011
1471,7043,1,2018
1472,7043,1,2014
1473,7042,8,2016
1474,7042,4,2011
1475,7042,4,2018
1476,7042,3,2013
1477,7042,2,2017
1478,7042,2,2019
1479,7041,3,2013
1480,7047,95,2012
1481,7047,66,2013
1482,7047,28,2011
1483,7047,25,2014
1484,7047,15,2015
1485,7047,11,2010
1486,7047,9,2017
1487,7047,8,2012
1488,7047,8,2011
1489,7047,8,2013
1490,7047,2,2019
1491,7047,1,2018
1492,7047,1,2014
1493,7046,192,2016
1494,7046,184,2017
1495,7046,120,2018
1496,7046,78,2012
1497,7046,51,2013
1498,7046,42,2015
1499,7046,34,2014
1500,7046,24,2019
1501,7046,13,2011
1502,7046,6,2013
1503,7046,2,2011
1504,7046,2,2012
1505,7046,1,2010
1506,7046,1,2018
1507,7046,1,2015
1508,7046,1,2014
1509,7045,139,2016
1510,7045,128,2013
1511,7045,102,2015
1512,7045,88,2014
1513,7045,73,2012
1514,7045,70,2017
1515,7045,55,2018
1516,7045,17,2019
1517,7045,8,2011
1518,7044,100,2016
1519,7044,65,2014
1520,7044,55,2013
1521,7044,50,2015
1522,7044,27,2012
1523,7044,10,2017
1524,7044,7,2018
1525,7044,5,2011
1526,7044,1,2019
1527,7044,1,2014
1528,7050,6,2011
1529,7050,3,2012
1530,7050,1,2013
1531,7049,12,2015
1532,7049,11,2014
1533,7049,8,2013
1534,7049,5,2012
1535,7049,1,2011
1536,7048,26,2015
1537,7048,16,2013
1538,7048,12,2010
1539,7048,10,2014
1540,7048,5,2012
1541,7048,3,2011
1542,7048,1,2018
1543,7054,6,2012
1544,7054,3,2011
1545,7054,1,2013
1546,7054,1,2015
1547,7053,1,2010
1548,7053,1,2013
1549,2971,1,2017
1550,7062,1,2016
1551,7065,1,2010
1552,7064,1,2016
1553,2994,1,2012
1554,2993,1,2011
1555,7138,2,2010
1556,7147,12,2015
1557,7147,4,2016
1558,7147,2,2017
1559,7151,1783,2017
1560,7151,1381,2016
1561,7151,1336,2013
1562,7151,1104,2014
1563,7151,1099,2015
1564,7151,963,2012
1565,7151,560,2018
1566,7151,126,2011
1567,7151,77,2019
1568,7151,16,2010
1569,7150,82,2015
1570,7150,70,2014
1571,7150,52,2016
1572,7150,46,2013
1573,7150,38,2012
1574,7150,30,2017
1575,7150,27,2018
1576,7150,12,2011
1577,7150,10,2019
1578,7149,335,2016
1579,7149,317,2017
1580,7149,185,2015
1581,7149,55,2014
1582,7149,54,2018
1583,7149,28,2013
1584,7149,12,2012
1585,7149,2,2019
1586,7148,38,2016
1587,7148,22,2017
1588,7148,20,2015
1589,7148,8,2014
1590,7148,7,2018
1591,7148,3,2012
1592,7148,2,2013
1593,7148,1,2019
1594,7155,6,2012
1595,7155,1,2011
1596,7154,29,2012
1597,7154,15,2015
1598,7154,3,2014
1599,7154,2,2010
1600,7154,2,2013
1601,7154,1,2016
1602,7153,50,2013
1603,7153,33,2012
1604,7153,17,2014
1605,7153,14,2015
1606,7153,12,2011
1607,7153,4,2010
1608,7153,3,2016
1609,7153,1,2018
1610,7153,1,2019
1611,7153,1,2017
1612,7152,358,2014
1613,7152,302,2012
1614,7152,300,2017
1615,7152,293,2013
1616,7152,264,2016
1617,7152,208,2015
1618,7152,124,2013
1619,7152,61,2012
1620,7152,56,2018
1621,7152,36,2014
1622,7152,29,2011
1623,7152,29,2011
1624,7152,27,2015
1625,7152,25,2010
1626,7152,18,2017
1627,7152,17,2018
1628,7152,15,2016
1629,7152,14,2019
1630,7152,8,2010
1631,7152,7,2019
1632,7158,7,2010
1633,7158,3,2011
1634,7158,1,2012
1635,7158,1,2013
1636,7156,7,2013
1637,7156,2,2012
1638,7156,1,2011
1639,6675,1,2016
1640,6693,1,2012
1641,6715,7,2013
1642,6723,18,2018
1643,6723,7,2016
1644,6723,2,2017
1645,6723,1,2019
1646,6723,1,2014
1647,6722,4,2012
1648,6722,3,2014
1649,6722,2,2017
1650,6722,1,2016
1651,6721,1,2010
1652,6727,56,2017
1653,6727,37,2018
1654,6727,26,2016
1655,6727,11,2015
1656,6727,8,2019
1657,6727,3,2019
1658,6727,2,2014
1659,6727,1,2013
1660,6726,7,2018
1661,6726,6,2017
1662,6726,4,2016
1663,6726,3,2013
1664,6726,3,2014
1665,6726,1,2019
1666,6726,1,2015
1667,6725,5,2019
1668,6725,4,2017
1669,6725,1,2010
1670,6725,1,2018
1671,6725,1,2013
1672,6724,2,2017
1673,6724,1,2013
1674,6731,2,2013
1675,6731,1,2012
1676,6731,1,2018
1677,6731,1,2017
1678,6730,5,2013
1679,6730,5,2012
1680,6730,5,2014
1681,6730,2,2011
1682,6729,123,2013
1683,6729,119,2014
1684,6729,114,2015
1685,6729,44,2012
1686,6729,28,2016
1687,6729,13,2017
1688,6729,5,2018
1689,6729,3,2015
1690,6729,2,2011
1691,6729,1,2017
1692,6728,43,2018
1693,6728,24,2017
1694,6728,23,2015
1695,6728,9,2016
1696,6735,4,2015
1697,6734,18,2015
1698,6734,5,2013
1699,6734,5,2012
1700,6734,4,2014
1701,6734,2,2011
1702,6734,1,2016
1703,6733,4,2010
1704,6732,2,2013
1705,6732,1,2012
1706,6732,1,2011
1707,6738,1,2012
1708,6737,11,2013
1709,6737,9,2014
1710,6737,4,2011
1711,6737,1,2012
1712,6737,1,2015
1713,6736,7,2012
1714,6736,3,2013
1715,6736,1,2015
1716,6742,1,2011
1717,2664,1,2013
1718,6771,1,2018
1719,6772,1,2010
1720,6772,1,2017
1721,6822,1,2010
1722,6822,1,2016
1723,6827,3,2019
1724,6827,1,2010
1725,6831,2,2012
1726,6831,1,2016
1727,6831,1,2013
1728,6831,1,2014
1729,6830,3,2018
1730,6830,1,2012
1731,6830,1,2013
1732,6829,7,2014
1733,6829,2,2016
1734,6829,1,2011
1735,6829,1,2017
1736,6828,3,2018
1737,6828,2,2017
1738,6828,2,2016
1739,6828,1,2019
1740,6828,1,2017
1741,6828,1,2013
1742,6835,42,2015
1743,6835,34,2018
1744,6835,13,2017
1745,6835,11,2016
1746,6835,10,2012
1747,6835,10,2013
1748,6835,10,2011
1749,6835,8,2014
1750,6835,3,2019
1751,6835,1,2013
1752,6834,16,2017
1753,6834,10,2013
1754,6834,6,2016
1755,6834,6,2018
1756,6834,5,2015
1757,6834,3,2012
1758,6834,3,2019
1759,6834,3,2014
1760,6833,99,2016
1761,6833,39,2017
1762,6833,23,2018
1763,6833,7,2019
1764,6833,5,2013
1765,6833,4,2014
1766,6833,3,2012
1767,6833,1,2010
1768,6833,1,2011
1769,6833,1,2015
1770,6839,3,2010
1771,6839,3,2011
1772,6839,1,2015
1773,6839,1,2014
1774,6838,1,2013
1775,6838,1,2014
1776,6837,12,2013
1777,6837,5,2011
1778,6837,3,2012
1779,6837,2,2015
1780,6837,2,2014
1781,6837,1,2010
1782,6836,70,2017
1783,6836,42,2018
1784,6836,8,2013
1785,6836,3,2012
1786,6836,3,2015
1787,6836,2,2015
1788,6836,2,2011
1789,6836,2,2012
1790,6836,1,2016
1791,6836,1,2019
1792,6836,1,2013
1793,6843,3,2013
1794,6843,2,2011
1795,6841,5,2010
1796,6841,5,2012
1797,6841,1,2013
1798,6841,1,2015
1799,6841,1,2014
1800,6840,76,2014
1801,6840,11,2013
1802,6840,2,2012
1803,6846,1,2016
1804,6845,1,2011
1805,6844,1,2014
1806,6851,1,2011
1807,2761,1,2017
1808,6852,10,2015
1809,6852,1,2010
1810,2770,2,2018
1811,2770,1,2013
1812,2769,1,2018
1813,2773,1,2016
1814,2776,1,2015
1815,6878,8,2018
1816,6878,3,2010
1817,6878,1,2016
1818,6876,1,2010
1819,1287,1,2012
1820,1295,2,2014
1821,1295,1,2013
1822,1298,1,2012
1823,1296,1,2010
1824,1301,2,2013
1825,5442,1,2014
1826,5441,2,2014
1827,5441,2,2015
1828,5447,16,2012
1829,5447,7,2011
1830,5447,3,2018
1831,5447,2,2015
1832,5447,1,2010
1833,5447,1,2017
1834,5446,99,2013
1835,5446,73,2012
1836,5446,53,2016
1837,5446,53,2018
1838,5446,47,2014
1839,5446,46,2015
1840,5446,39,2017
1841,5446,37,2011
1842,5446,26,2010
1843,5446,20,2019
1844,5445,14,2013
1845,5445,12,2016
1846,5445,6,2017
1847,5445,5,2012
1848,5445,3,2011
1849,5445,3,2010
1850,5445,3,2018
1851,5445,3,2015
1852,5445,1,2014
1853,5450,2,2011
1854,5450,1,2010
1855,5448,26,2012
1856,5448,23,2011
1857,5448,19,2013
1858,5448,4,2018
1859,5448,3,2010
1860,5448,3,2012
1861,5448,3,2015
1862,5448,2,2014
1863,5448,2,2013
1864,5448,2,2016
1865,5448,1,2017
1866,5448,1,2018
1867,5448,1,2014
1868,5448,1,2015
1869,5455,2,2017
1870,5455,2,2010
1871,5455,2,2011
1872,5455,1,2013
1873,5454,1,2012
1874,5454,1,2011
1875,5452,2,2017
1876,5452,1,2018
1877,5458,4,2011
1878,5458,1,2012
1879,5457,1,2011
1880,5456,1,2011
1881,5456,1,2016
1882,5460,1,2012
1883,5460,1,2016
1884,1393,3,2018
1885,1402,1,2013
1886,5551,18,2011
1887,5551,5,2010
1888,5551,4,2013
1889,5551,2,2015
1890,5551,2,2012
1891,5551,1,2016
1892,5551,1,2019
1893,5551,1,2018
1894,5550,4,2018
1895,5550,2,2015
1896,5550,1,2011
1897,5549,3,2013
1898,5549,1,2012
1899,5555,1,2013
1900,5554,87,2010
1901,5554,37,2011
1902,5554,19,2015
1903,5554,19,2012
1904,5554,14,2018
1905,5554,12,2013
1906,5554,11,2019
1907,5554,11,2017
1908,5554,5,2016
1909,5554,5,2014
1910,5553,42,2013
1911,5553,42,2015
1912,5553,42,2012
1913,5553,29,2014
1914,5553,27,2017
1915,5553,20,2016
1916,5553,19,2011
1917,5553,12,2018
1918,5553,10,2010
1919,5553,1,2019
1920,5552,220,2012
1921,5552,216,2010
1922,5552,200,2013
1923,5552,142,2011
1924,5552,118,2017
1925,5552,103,2018
1926,5552,83,2016
1927,5552,71,2014
1928,5552,60,2015
1929,5552,16,2019
1930,5563,6,2011
1931,5563,1,2012
1932,5562,2,2013
1933,5566,1,2011
1934,5566,1,2016
1935,5566,1,2019
1936,5565,1,2012
1937,1498,1,2010
1938,1504,1,2012
1939,1504,1,2018
1940,5122,6,2018
1941,5122,3,2013
1942,5122,2,2011
1943,5122,1,2017
1944,5121,2,2011
1945,5121,1,2016
1946,5120,1,2018
1947,5120,1,2015
1948,5129,2,2015
1949,5129,2,2010
1950,5134,2,2013
1951,5134,1,2012
1952,5132,1,2013
1953,5139,1,2011
1954,1078,1,2017
1955,1076,1,2017
1956,1076,1,2016
1957,1080,17,2015
1958,1080,1,2017
1959,1089,7,2019
1960,1089,4,2018
1961,1089,1,2012
1962,1089,1,2017
1963,1089,1,2016
1964,5222,1,2015
1965,5225,1,2015
1966,5229,1,2015
1967,5234,12,2015
1968,5234,3,2017
1969,5234,3,2016
1970,5234,1,2010
1971,5234,1,2011
1972,5234,1,2012
1973,5234,1,2018
1974,5234,1,2014
1975,5243,1,2017
1976,5242,1,2011
1977,5242,1,2013
1978,5241,1,2012
1979,1183,1,2012
1980,1186,8,2010
1981,1186,6,2011
1982,1186,4,2013
1983,1186,4,2012
1984,1186,4,2014
1985,1185,1,2010
1986,1191,3,2019
1987,1191,1,2010
1988,1190,1,2016
1989,1189,6,2015
1990,1189,5,2017
1991,1189,4,2014
1992,1194,1,2013
1993,5335,1,2015
1994,5336,1,2014
1995,5343,3,2012
1996,5343,1,2013
1997,5342,5,2018
1998,5342,1,2011
1999,5341,15,2017
2000,5341,10,2015
2001,5341,10,2018
2002,5341,9,2016
2003,5341,5,2012
2004,5341,4,2013
2005,5341,3,2010
2006,5341,3,2011
2007,5341,2,2014
2008,5341,2,2019
2009,5340,4,2015
2010,5340,2,2012
2011,5340,2,2019
2012,5340,1,2016
2013,5340,1,2018
2014,5340,1,2014
2015,5340,1,2013
2016,5351,1,2010
2017,5351,1,2017
2018,5351,1,2013
2019,5354,2,2013
2020,5354,1,2012
2021,5354,1,2011
2022,5353,1,2012
2023,5353,1,2018
2024,1825,2,2017
2025,1852,3,2017
2026,1852,3,2016
2027,1852,2,2014
2028,5949,1,2013
2029,5975,1,2014
2030,5975,1,2015
2031,5973,1,2012
2032,5979,1,2011
2033,5979,1,2014
2034,5978,2,2018
2035,5978,2,2017
2036,5978,1,2012
2037,5977,23,2010
2038,5977,15,2016
2039,5977,12,2011
2040,5977,8,2018
2041,5977,6,2017
2042,5977,4,2015
2043,5977,3,2019
2044,5977,3,2014
2045,5977,2,2012
2046,5977,1,2013
2047,5976,24,2014
2048,5976,19,2013
2049,5976,19,2018
2050,5976,15,2015
2051,5976,13,2012
2052,5976,12,2016
2053,5976,5,2011
2054,5976,4,2017
2055,5976,3,2010
2056,5976,2,2019
2057,5986,1,2014
2058,5985,1,2012
2059,5985,1,2017
2060,5984,3,2016
2061,5984,2,2017
2062,5990,2,2018
2063,5990,1,2012
2064,5995,5,2013
2065,1926,3,2011
2066,1933,1,2012
2067,1936,3,2018
2068,1936,1,2016
2069,6039,1,2010
2070,6038,1,2018
2071,1958,1,2011
2072,1958,1,2015
2073,1956,2,2017
2074,6083,13,2016
2075,6083,10,2010
2076,6083,7,2019
2077,6083,5,2018
2078,6083,4,2011
2079,6083,4,2017
2080,6083,3,2013
2081,6083,2,2014
2082,6083,2,2015
2083,6083,1,2012
2084,6082,32,2016
2085,6082,16,2012
2086,6082,15,2010
2087,6082,10,2013
2088,6082,7,2017
2089,6082,7,2011
2090,6082,5,2014
2091,6082,3,2019
2092,6082,3,2018
2093,6082,1,2015
2094,6081,9,2012
2095,6081,5,2015
2096,6081,4,2013
2097,6081,4,2011
2098,6081,2,2017
2099,6081,2,2010
2100,6081,1,2016
2101,6081,1,2018
2102,6084,8,2018
2103,6084,4,2010
2104,6084,2,2012
2105,6084,2,2011
2106,6084,1,2011
2107,6084,1,2019
2108,6084,1,2014
2109,6084,1,2015
2110,6091,2,2011
2111,6090,1,2010
2112,6089,2,2017
2113,6089,1,2011
2114,6089,1,2018
2115,6088,3,2016
2116,6088,1,2010
2117,6088,1,2012
2118,6088,1,2013
2119,6088,1,2014
2120,6095,1,2011
2121,6094,2,2012
2122,6094,1,2010
2123,6093,1,2010
2124,6093,1,2012
2125,6092,1,2010
2126,6092,1,2016
2127,6099,5,2014
2128,6096,6,2011
2129,6096,1,2010
2130,6103,1,2014
2131,6102,4,2010
2132,6102,2,2014
2133,6102,1,2016
2134,6102,1,2013
2135,6102,1,2015
2136,6100,3,2014
2137,6100,1,2010
2138,6100,1,2016
2139,6100,1,2013
2140,6107,1,2016
2141,6105,8,2016
2142,6126,46,2010
2143,2034,4,2014
2144,6130,1,2019
2145,6139,1,2010
2146,2045,1,2013
2147,5653,4,2018
2148,5659,21,2017
2149,5659,9,2011
2150,5659,6,2012
2151,5659,5,2010
2152,5659,4,2014
2153,5659,4,2018
2154,5659,2,2015
2155,5659,2,2013
2156,5659,2,2016
2157,5658,91,2017
2158,5658,83,2018
2159,5658,70,2016
2160,5658,60,2012
2161,5658,52,2011
2162,5658,44,2010
2163,5658,44,2015
2164,5658,39,2013
2165,5658,31,2014
2166,5658,2,2019
2167,5657,153,2013
2168,5657,141,2012
2169,5657,92,2011
2170,5657,73,2016
2171,5657,66,2018
2172,5657,58,2017
2173,5657,58,2010
2174,5657,52,2014
2175,5657,34,2015
2176,5657,3,2019
2177,5656,30,2014
2178,5656,30,2018
2179,5656,12,2013
2180,5656,12,2012
2181,5656,10,2015
2182,5656,9,2016
2183,5656,2,2017
2184,5656,2,2010
2185,5656,1,2011
2186,5656,1,2019
2187,5660,23,2018
2188,5660,6,2017
2189,5660,5,2016
2190,5660,5,2011
2191,5660,4,2015
2192,5660,1,2012
2193,5660,1,2019
2194,5660,1,2014
2195,5671,1,2016
2196,5670,4,2011
2197,5670,1,2012
2198,5669,11,2011
2199,5669,8,2013
2200,5669,3,2015
2201,5669,1,2012
2202,5668,1,2013
2203,5673,1,2011
2204,5673,1,2012
2205,5673,1,2010
2206,5673,1,2016
2207,5672,1,2012
2208,5672,1,2016
2209,5678,1,2014
2210,5677,1,2016
2211,5676,1,2013
2212,1611,1,2011
2213,1610,1,2012
2214,1618,2,2019
2215,1618,1,2017
2216,1618,1,2016
2217,1631,1,2018
2218,5737,1,2011
2219,5763,17,2012
2220,5763,11,2011
2221,5763,9,2013
2222,5763,8,2018
2223,5763,8,2010
2224,5763,7,2016
2225,5763,5,2017
2226,5763,3,2014
2227,5763,1,2015
2228,5762,8,2018
2229,5762,4,2015
2230,5762,4,2014
2231,5762,1,2017
2232,5767,18,2018
2233,5767,6,2019
2234,5767,3,2012
2235,5767,3,2015
2236,5767,2,2011
2237,5767,1,2010
2238,5767,1,2017
2239,5767,1,2016
2240,5767,1,2013
2241,5767,1,2013
2242,5766,50,2018
2243,5766,19,2011
2244,5766,15,2012
2245,5766,15,2015
2246,5766,14,2017
2247,5766,9,2010
2248,5766,4,2019
2249,5766,4,2014
2250,5766,3,2016
2251,5766,2,2013
2252,5765,200,2017
2253,5765,161,2016
2254,5765,124,2015
2255,5765,98,2018
2256,5765,62,2014
2257,5765,27,2012
2258,5765,20,2011
2259,5765,17,2013
2260,5765,13,2010
2261,5765,5,2019
2262,5764,122,2013
2263,5764,112,2012
2264,5764,94,2014
2265,5764,66,2010
2266,5764,61,2011
2267,5764,59,2015
2268,5764,53,2016
2269,5764,50,2017
2270,5764,33,2018
2271,5764,1,2019
2272,5773,1,2013
2273,5780,1,2018
2274,1716,2,2012
2275,1724,2,2014
2276,1724,1,2011
2277,1724,1,2017
2278,1724,1,2019
2279,1746,1,2012
2280,1746,1,2016
2281,5866,1,2018
2282,5871,7,2015
2283,5871,4,2016
2284,5871,4,2018
2285,5871,3,2011
2286,5871,3,2010
2287,5871,2,2019
2288,5871,1,2014
2289,5870,36,2017
2290,5870,23,2015
2291,5870,18,2018
2292,5870,12,2014
2293,5870,12,2013
2294,5870,11,2016
2295,5870,7,2012
2296,5870,5,2010
2297,5870,4,2019
2298,5870,3,2011
2299,5869,83,2018
2300,5869,49,2013
2301,5869,35,2012
2302,5869,25,2015
2303,5869,25,2011
2304,5869,17,2016
2305,5869,15,2017
2306,5869,13,2014
2307,5869,11,2010
2308,5869,11,2019
2309,5868,1,2018
2310,5875,1,2018
2311,5872,13,2018
2312,5878,1,2010
2313,5876,2,2018
2314,5881,1,2011
2315,5880,1,2019
2316,5886,1,2018
2317,4363,1,2013
2318,4370,1,2017
2319,4369,6,2014
2320,4369,3,2013
2321,4369,1,2012
2322,4369,1,2017
2323,4369,1,2016
2324,4369,1,2018
2325,4369,1,2015
2326,4368,4,2013
2327,4368,1,2018
2328,4368,1,2014
2329,4375,2,2016
2330,4375,1,2015
2331,4378,1,2017
2332,4378,1,2018
2333,4394,1,2011
2334,4399,1,2010
2335,4399,1,2014
2336,4397,1,2018
2337,4410,1,2017
2338,8522,1,2014
2339,342,2,2011
2340,4465,2,2012
2341,4464,1,2012
2342,4475,1,2015
2343,4479,1,2018
2344,4478,2,2012
2345,4478,1,2015
2346,4477,1,2015
2347,4481,1,2012
2348,4485,9,2015
2349,4485,1,2012
2350,4485,1,2018
2351,4485,1,2013
2352,4504,2,2018
2353,4569,1,2013
2354,4582,7,2015
2355,4582,3,2014
2356,4582,2,2016
2357,4582,1,2013
2358,4581,2,2015
2359,4580,1,2014
2360,4587,2,2017
2361,4587,1,2012
2362,4587,1,2016
2363,4586,2,2012
2364,4585,1,2018
2365,4584,4,2018
2366,4584,1,2017
2367,4584,1,2015
2368,4590,7,2013
2369,4590,4,2018
2370,4590,3,2012
2371,4590,2,2015
2372,4590,1,2014
2373,4588,1,2014
2374,4592,4,2018
2375,4592,1,2015
2376,8194,1,2017
2377,4602,1,2012
2378,8199,1,2010
2379,8199,1,2019
2380,4607,1,2017
2381,4607,1,2016
2382,4605,3,2018
