fips,place,state,active_voters,mail_ballots_sent,mail_ballots_returned,mail_ballots_counted,non_match_sig,mail_ballots_rejected,total_votes_cast,mail_rejected_rate,mail_rejected_sig_pct_all,mail_rejected_sig_pct,mail_pct_all_votes
06001,ALAMEDA COUNTY,CA,881491.0,657976.0,431215.0,423189.0,,8026.0,587501.0,1.86125250744988,,,72.03204760502535
06003,ALPINE COUNTY,CA,758.0,811.0,636.0,621.0,4.0,15.0,626.0,2.358490566037736,0.628930817610063,26.666666666666668,99.20127795527156
06005,AMADOR COUNTY,CA,22305.0,16431.0,12800.0,12731.0,0.0,69.0,17784.0,0.5390625,0.0,0.0,71.5868196131354
06007,BUTTE COUNTY,CA,122741.0,93818.0,66178.0,66652.0,362.0,735.0,90118.0,1.1106409985191454,0.5470095802230348,49.25170068027211,73.96080694200936
06009,CALAVERAS COUNTY,CA,29591.0,22501.0,16452.0,16409.0,16.0,877.0,21922.0,5.330658886457574,0.09725261366399222,1.8244013683010263,74.85174710336648
06011,COLUSA COUNTY,CA,8761.0,5953.0,3930.0,3903.0,15.0,29.0,5815.0,0.7379134860050891,0.38167938931297707,51.724137931034484,67.1195184866724
06013,CONTRA COSTA COUNTY,CA,621309.0,436871.0,290510.0,413090.0,768.0,1749.0,423348.0,0.6020446800454373,0.26436267254139273,43.910806174957116,97.57693434243222
06015,DEL NORTE COUNTY,CA,14150.0,9098.0,5640.0,5525.0,7.0,115.0,8439.0,2.039007092198582,0.12411347517730498,6.086956521739131,65.46984239838844
06017,EL DORADO COUNTY,CA,121192.0,95706.0,72832.0,71488.0,226.0,1344.0,90730.0,1.845342706502636,0.3103031634446397,16.815476190476193,78.7920202799515
06019,FRESNO COUNTY,CA,456891.0,289112.0,163391.0,161151.0,370.0,9148.0,256972.0,5.598839593368056,0.22645066129713384,4.044599912549192,62.71150164220226
06021,GLENN COUNTY,CA,12816.0,19517.0,7578.0,6838.0,50.0,1181.0,8441.0,15.584586962259174,0.6598046978094484,4.233700254022015,81.00935908067764
06023,HUMBOLDT COUNTY,CA,78518.0,51510.0,33034.0,32794.0,104.0,240.0,53310.0,0.7265241872010656,0.3148271477871284,43.333333333333336,61.51566310260739
06025,IMPERIAL COUNTY,CA,69728.0,45016.0,21407.0,21037.0,129.0,370.0,33895.0,1.7284065959732797,0.6026066240014948,34.86486486486486,62.06520135713232
06027,INYO COUNTY,CA,10028.0,7219.0,5220.0,5185.0,5.0,35.0,7371.0,0.6704980842911877,0.09578544061302681,14.285714285714285,70.34323700990367
06029,KERN COUNTY,CA,375759.0,252121.0,136408.0,134054.0,1214.0,10471.0,205816.0,7.6762359978886865,0.8899771274412058,11.59392608155859,65.13293427138804
06031,KINGS COUNTY,CA,52631.0,43039.0,25188.0,23375.0,112.0,1813.0,30606.0,7.197872002540892,0.4446561854851517,6.177606177606178,76.37391361171012
06033,LAKE COUNTY,CA,32653.0,23820.0,15453.0,15213.0,107.0,240.0,21463.0,1.5530964861192,0.6924221833948101,44.583333333333336,70.88011927503145
06035,LASSEN COUNTY,CA,14332.0,11972.0,8065.0,7082.0,3.0,983.0,9154.0,12.188468691878487,0.03719776813391197,0.3051881993896236,77.36508630107058
06037,LOS ANGELES COUNTY,CA,5280658.0,2723457.0,1346022.0,1330611.0,0.0,15412.0,3023417.0,1.1450035734928552,0.0,0.0,44.01017127309928
06039,MADERA COUNTY,CA,57418.0,58537.0,36457.0,34489.0,255.0,1968.0,38890.0,5.398140274844337,0.6994541514661108,12.957317073170731,88.68346618668038
06041,MARIN COUNTY,CA,160944.0,126299.0,96187.0,95685.0,396.0,502.0,132434.0,0.521900048863152,0.4116980465135621,78.88446215139442,72.25108355860279
06043,MARIPOSA COUNTY,CA,10853.0,8210.0,6430.0,6153.0,34.0,277.0,8331.0,4.307931570762054,0.5287713841368584,12.274368231046932,73.8566798703637
06045,MENDOCINO COUNTY,CA,49411.0,43104.0,28782.0,28321.0,,461.0,33966.0,1.6016955041345284,,,83.38043926279221
06047,MERCED COUNTY,CA,97584.0,73874.0,43601.0,40108.0,658.0,3493.0,57491.0,8.011284144859063,1.5091396986307655,18.837675350701403,69.76396305508689
06049,MODOC COUNTY,CA,5118.0,3869.0,2833.0,2623.0,6.0,210.0,3497.0,7.41263678079774,0.2117896223085069,2.857142857142857,75.00714898484415
06051,MONO COUNTY,CA,6628.0,4303.0,3015.0,2979.0,0.0,36.0,4922.0,1.1940298507462688,0.0,0.0,60.524177163754565
06053,MONTEREY COUNTY,CA,187350.0,148897.0,88428.0,87381.0,57.0,1047.0,117631.0,1.1840141131768218,0.06445922106120233,5.444126074498568,74.28398976460286
06055,NAPA COUNTY,CA,78135.0,81901.0,57288.0,56865.0,54.0,423.0,57132.0,0.7383745286971093,0.09426057813154587,12.76595744680851,99.53266120562907
06057,NEVADA COUNTY,CA,68954.0,71145.0,51217.0,50361.0,21.0,856.0,54996.0,1.6713200695081711,0.041002011051018215,2.453271028037383,91.57211433558804
06059,ORANGE COUNTY,CA,1560111.0,1094375.0,685854.0,680772.0,550.0,5082.0,1106729.0,0.740974026542092,0.08019199421451212,10.822510822510822,61.512077482382765
06061,PLACER COUNTY,CA,234732.0,176986.0,135481.0,129740.0,316.0,5741.0,177465.0,4.237494556432267,0.2332430377691337,5.504267549207455,73.10737328487308
06063,PLUMAS COUNTY,CA,12480.0,12945.0,9338.0,9338.0,,,9390.0,,,,99.44621938232162
06065,RIVERSIDE COUNTY,CA,1035957.0,768359.0,477610.0,450782.0,,11046.0,650545.0,2.312765645610435,,,69.29297742661922
06067,SACRAMENTO COUNTY,CA,765965.0,801465.0,477153.0,473316.0,1605.0,3837.0,523083.0,0.804144582555281,0.3363700951267204,41.8295543393276,90.48583112049138
06069,SAN BENITO COUNTY,CA,30064.0,25589.0,18099.0,17277.0,57.0,822.0,20592.0,4.541687386043428,0.3149345267694348,6.934306569343065,83.90151515151516
06071,SAN BERNARDINO COUNTY,CA,937316.0,615676.0,334180.0,325268.0,3028.0,5029.0,546041.0,1.5048776108683943,0.9060985097851457,60.210777490554776,59.568420686358714
06073,SAN DIEGO COUNTY,CA,1767300.0,1274842.0,803546.0,799859.0,1310.0,3687.0,1173924.0,0.45884118644109984,0.1630273811331274,35.53024138866287,68.13550110569338
06075,SAN FRANCISCO COUNTY,CA,500051.0,356577.0,231833.0,242149.0,175.0,7231.0,370439.0,3.11905552703886,0.07548537093511277,2.420135527589545,65.36811728786655
06077,SAN JOAQUIN COUNTY,CA,344891.0,264244.0,146750.0,139733.0,262.0,7017.0,196698.0,4.781601362862011,0.17853492333901191,3.733789368676072,71.03935983080662
06079,SAN LUIS OBISPO COUNTY,CA,172544.0,133333.0,96939.0,95909.0,482.0,1030.0,128353.0,1.0625238552079144,0.4972199011749657,46.79611650485437,74.72283468247724
06081,SAN MATEO COUNTY,CA,399351.0,409709.0,257242.0,254342.0,121.0,2900.0,290058.0,1.1273431243731584,0.04703742001694902,4.172413793103448,87.68660061091231
06083,SANTA BARBARA COUNTY,CA,217417.0,163824.0,111632.0,110645.0,353.0,987.0,157697.0,0.8841550809803641,0.3162175720223592,35.76494427558257,70.16303417312947
06085,SANTA CLARA COUNTY,CA,885764.0,749418.0,479190.0,475506.0,346.0,25785.0,625462.0,5.380955362173668,0.07220517957386423,1.3418654256350593,76.02476249556328
06087,SANTA CRUZ COUNTY,CA,159499.0,113268.0,80844.0,80173.0,158.0,2649.0,120913.0,3.2766810152887045,0.19543812775221414,5.964514911287278,66.30635250138529
06089,SHASTA COUNTY,CA,101782.0,75978.0,53725.0,51779.0,93.0,1946.0,70851.0,3.6221498371335503,0.1731037691949744,4.779033915724564,73.08153731069427
06091,SIERRA COUNTY,CA,2190.0,2252.0,1722.0,1683.0,4.0,39.0,1698.0,2.264808362369338,0.23228803716608595,10.256410256410255,99.1166077738516
06093,SISKIYOU COUNTY,CA,27570.0,20023.0,13468.0,13228.0,28.0,240.0,18571.0,1.7820017820017822,0.2079002079002079,11.666666666666666,71.22933606160143
06095,SOLANO COUNTY,CA,231510.0,167170.0,103460.0,102523.0,159.0,818.0,47089.0,0.7906437270442682,0.15368258264063406,19.43765281173594,217.72176092080952
06097,SONOMA COUNTY,CA,275290.0,231224.0,171810.0,169480.0,458.0,1426.0,213801.0,0.8299866131191432,0.2665735405389675,32.117812061711085,79.26997535091043
06099,STANISLAUS COUNTY,CA,248466.0,181908.0,116672.0,115152.0,476.0,1657.0,159226.0,1.4202207899067472,0.4079813494240263,28.726614363307178,72.31984726112569
06101,SUTTER COUNTY,CA,46087.0,34931.0,23973.0,23646.0,189.0,327.0,30755.0,1.3640345388562132,0.7883869353022149,57.798165137614674,76.88505933994473
06103,TEHAMA COUNTY,CA,33286.0,23110.0,15726.0,15547.0,98.0,790.0,21147.0,5.02352791555386,0.6231718173725042,12.40506329113924,73.5187024164184
06105,TRINITY COUNTY,CA,7656.0,5647.0,4136.0,3969.0,0.0,167.0,5424.0,4.037717601547389,0.0,0.0,73.17477876106194
06107,TULARE COUNTY,CA,169367.0,122369.0,75394.0,70652.0,337.0,4742.0,101066.0,6.289625169111599,0.4469851712337851,7.106706031210459,69.90679358043259
06109,TUOLUMNE COUNTY,CA,31999.0,27039.0,19221.0,19106.0,27.0,115.0,24191.0,0.5983039384007075,0.1404713594506009,23.47826086956522,78.97978587077839
06111,VENTURA COUNTY,CA,449549.0,304467.0,197733.0,195994.0,342.0,2966.0,313167.0,1.5000025286623881,0.17296050735082155,11.53068105192178,62.58449964395994
06113,YOLO COUNTY,CA,113642.0,81292.0,52596.0,52159.0,0.0,437.0,75012.0,0.8308616624838391,0.0,0.0,69.53420786007572
06115,YUBA COUNTY,CA,33754.0,23084.0,14704.0,13682.0,169.0,1022.0,19643.0,6.950489662676823,1.1493471164309033,16.53620352250489,69.65331161227918
