name,club,position,height_cm,foot,age,rating,position_second,height_inches
Gonçalo Ramos,SL Benfica,AM,184,Right,21,83,F(C),72.44
Young-Gwon Kim,Ulsan Hyundai,D(C),184,Left,32,83,,72.44
Jessy Moulin,ES Troyes AC,Gk,184,Right,36,83,,72.44
Peter Zulj,Changchun Yatai,DM,185,Left,29,83,"M,AM(C)",72.83
Nenad Tomović,AEK Larnaca,D(RC),184,Right,35,83,DM(R),72.44
Kévin N'Doram,FC Metz,D,184,Right,26,83,"DM,M(C)",72.44
Magnus Eikrem,Molde FK,M(C),184,Right,32,83,AM(RLC),72.44
El Bilal Touré,UD Almería,F(C),184,Both,21,83,,72.44
Pavel Maslov,Spartak Moskva,D(RC),184,Right,22,83,,72.44
Souza André,Cuiabá EC,F(C),184,Right,32,83,,72.44
Nehuén Pérez,Udinese Calcio,D(RC),184,Right,22,83,,72.44
Aleš Matějů,Palermo FC,D(RLC),184,Right,26,83,DM(RL),72.44
Alexandre Coeff,AJ Auxerre,D(RC),184,Right,30,83,DM(C),72.44
Emanuel Aiwu,US Cremonese,D,184,Right,21,83,DM(C),72.44
Danovis Banguero,Atlético Nacional,D,183,Left,33,83,"DM,M(L),AM(LC)",72.05
Slobodan Urošević,FK Partizan,D,183,Left,28,83,"DM,M(L)",72.05
Marko Gobeljić,Crvena Zvezda,D,183,Right,30,83,"DM(RL),M(RLC)",72.05
Majid Hosseini,Kayserispor,D,183,Right,26,83,DM(C),72.05
Leonardo Jara,Vélez Sársfield,D,183,Right,31,83,"DM(R),M(RC)",72.05
Bruno Martella,Ternana Calcio,D,183,Left,30,83,"DM,M,AM(L)",72.05
José Esquivel,Necaxa,D,177,Right,24,83,"DM,M(C)",69.69
José Machín,AC Monza,DM,184,Right,26,83,"M,AM(C)",72.44
Lima Moisés,Shandong Taishan,DM,184,Right,34,83,"M,AM(C)",72.44
Uros Matić,Abha Club,DM,184,Right,32,83,"M,AM(C)",72.44
Hugo Rodríguez,Santos Laguna,D(C),184,Right,32,83,,72.44
Josema Sánchez,CD Leganés,D(LC),184,Left,26,83,,72.44
Enzo Crivelli,Servette FC,F(C),184,Right,27,83,,72.44
Sven van Beek,SC Heerenveen,D(C),184,Right,28,83,,72.44
Daniel Congré,Dijon FCO,D(RLC),184,Right,37,83,,72.44
Lys Mousset,VfL Bochum,F(C),184,Right,26,83,,72.44
Alexandre Mendy,SM Caen,F(C),184,Right,28,83,,72.44
Ramón Miérez,NK Osijek,F(C),184,Right,25,83,,72.44
Mark Mckenzie,KRC Genk,D(C),184,Left,23,83,,72.44
Sergio Flores,Guadalajara,D,184,Left,27,83,"DM,M(C)",72.44
Leonardo Morales,Gimnasia La Plata,D(RC),184,Right,31,83,,72.44
Vakoun Bayo,Watford,F(C),184,Right,25,83,,72.44
Alexander Callens,New York City FC,D(C),184,Left,30,83,,72.44
Kenneth Omeruo,CD Leganés,D(C),184,Right,29,83,,72.44
Francesco di Tacchio,Ternana Calcio,DM,184,Left,32,83,M(C),72.44
David Costas,Real Oviedo,D(RC),184,Right,27,83,,72.44
Tom Lawrence,Rangers,AM,184,Left,28,83,F(RLC),72.44
Mikael Ishak,Lech Poznań,F(C),185,Both,29,83,,72.83
Derrick Luckassen,Maccabi Tel Aviv,D(RC),185,Right,27,83,DM(C),72.83
Leo Östigard,SSC Napoli,D(C),185,Right,22,83,,72.83
Mauricio Martínez,Racing Club,D,185,Right,29,83,"DM,M(C)",72.83
Anthony Briancon,AS Saint-Etienne,D(C),185,Right,27,83,,72.83
Artem Biesiedin,Dynamo Kyiv,F(C),185,Right,26,83,,72.83
Mads Bech Sorensen,Brentford,D(LC),185,Left,23,83,DM(L),72.83
Mihai Balasa,Sepsi Sfântu Gheorghe,D(RC),185,Right,27,83,,72.83
Francisco Montero,Beşiktaş JK,D(LC),185,Left,23,83,,72.83
Franco Russo,RCD Mallorca,D(C),185,Right,28,83,,72.83
Robert Berič,Tianjin Jinmen Tiger,F(C),185,Right,31,83,,72.83
Xabier Etxeita,SD Amorebieta,D(C),185,Right,35,83,,72.83
Tolga Cigerci,MKE Ankaragücü,DM,185,Right,30,83,M(C),72.83
Kévin Cabral,Los Angeles Galaxy,AM(RL),185,Right,23,83,F(RLC),72.83
Roberto Massimo,VfB Stuttgart,D,185,Right,22,83,"DM,M(R),AM(RL)",72.83
Andrei Ivan,CS Universitatea Craiova,AM(RL),185,Right,25,83,F(RLC),72.83
Sokol Cikalleshi,Konyaspor,AM(RL),185,Left,32,83,F(RLC),72.83
Alexis Martín Arias,O'Higgins FC,Gk,185,Right,30,83,,72.83
Matteo Gabbia,AC Milan,D,185,Right,23,83,DM(C),72.83
Marco Pereira,CD Santa Clara,Gk,185,Right,35,83,,72.83
Radovan Pankov,Crvena Zvezda,D(RC),185,Right,27,83,,72.83
Carl Starfelt,Celtic,D(C),185,Right,27,83,,72.83
Dimitar Iliev,Lokomotiv Plovdiv,AM,185,Both,34,83,F(C),72.83
Marius Lode,FK Bodø/Glimt,D(C),185,Right,29,83,,72.83
Baptiste Reynet,Dijon FCO,Gk,185,Right,32,83,,72.83
Tijjani Reijnders,AZ Alkmaar,DM,185,Right,24,83,"M,AM(C)",72.83
Davide Adorni,Brescia Calcio,D(C),185,Right,30,83,,72.83
Lucas Gourna-Douath,FC RB Salzburg,DM,185,Right,19,83,M(C),72.83
Nenad Lukić,Budapest Honvéd,AM,185,Left,30,83,F(RLC),72.83
Ross Mccrorie,Aberdeen,D,185,Right,24,83,"DM,M(RC)",72.83
Amir Abedzadeh,SD Ponferradina,Gk,185,Right,29,83,,72.83
Clemente Dener,Al Tai,M,185,Right,30,83,AM(C),72.83
Fernando Martínez,UD Almería,Gk,185,Right,32,83,,72.83
Elio Capradossi,Cagliari,D(C),185,Both,26,83,,72.83
Ryan Babel,Eyüpspor,AM(RL),185,Right,35,83,F(RLC),72.83
Carlos Benavidez,Deportivo Alavés,DM,185,Right,24,83,M(C),72.83
Dale Stephens,Burnley,DM,185,Right,33,83,M(C),72.83
Yannik Keitel,SC Freiburg,DM,185,Both,22,83,M(C),72.83
Sebastián Viera,Junior FC,Gk,185,Right,39,83,,72.83
David Timor,SD Huesca,D,185,Left,33,83,"DM,M(C)",72.83
Christian Gytkjaer,AC Monza,F(C),185,Right,32,83,,72.83
Giannis Michailidis,PAOK,D(LC),185,Left,22,83,,72.83
Victor Renan,Shabab Al Ahli Dubai,D(LC),185,Left,20,83,DM(L),72.83
Milos Pantović,1. FC Union Berlin,M(C),185,Right,26,83,AM(RLC),72.83
Jeffrey Bruma,Kasimpaşa SK,D(C),185,Right,31,83,,72.83
Pablo Santos,Al Raed,D(C),185,Right,30,83,,72.83
Hannes Delcroix,RSC Anderlecht,D(C),185,Left,23,83,,72.83
Léo Bonatini,Wolverhampton Wanderers,F(C),185,Right,28,83,,72.83
Hayato Araki,Sanfrecce Hiroshima,D(C),185,Right,26,83,,72.83
Matt Clarke,Middlesbrough,D(C),185,Left,26,83,,72.83
Moritz Heyer,Hamburger SV,D,185,Both,27,83,DM(C),72.83
Graça Joãozinho,GD Estoril Praia,D,185,Left,33,83,"DM,M(L)",72.83
Fernando Zampedri,Universidad Católica,F(C),185,Right,34,83,,72.83
Nikita Haikin,FK Bodø/Glimt,Gk,185,Right,27,83,,72.83
Benjamín Kuscevic,Palmeiras,D(C),185,Right,26,83,,72.83
Dani Cárdenas,Levante UD,Gk,185,Right,25,83,,72.83
Marko Pajač,Genoa CFC,D,185,Left,29,83,"DM,M,AM(L)",72.83
Tom Lees,Huddersfield Town,D(C),185,Right,31,83,,72.83
Ivelin Popov,Levski Sofia,M,185,Right,35,83,"AM,F(C)",72.83
Pablo Chavarría,Málaga CF,AM(RL),185,Right,34,83,F(RLC),72.83
John Boye,Al Fayha,D(C),185,Right,35,83,,72.83
Eiji Kawashima,RC Strasbourg Alsace,Gk,185,Right,39,83,,72.83
Samuel di Carmine,AC Perugia,F(C),185,Right,34,83,,72.83
Borja Sánchez,Real Oviedo,M(C),185,Right,26,83,AM(RLC),72.83
Jozy Altidore,New England Revolution,F(C),185,Right,33,83,,72.83
Jonas Knudsen,Malmö FF,D(LC),185,Left,30,83,"DM,M(L)",72.83
Dennis Man,Parma,AM,185,Left,24,83,F(RC),72.83
Dieumerci Mbokani,SK Beveren,F(C),185,Right,36,83,,72.83
Alessio da Cruz,KV Mechelen,AM(RL),185,Right,25,83,F(RLC),72.83
Ben Davies,Rangers,D(C),185,Left,27,83,,72.83
Amr el Solia,Al Ahly,DM,185,Right,32,83,M(C),72.83
Domingues Claudemir,FC Vizela,DM,185,Right,34,83,M(C),72.83
Ljubomir Fejsa,FK Partizan,DM,185,Right,34,83,M(C),72.83
Artem Kravets,Sakaryaspor,F(C),185,Right,33,83,,72.83
Alan Kardec,Atlético Mineiro,F(C),185,Right,33,83,,72.83
Zsolt Kalmár,FK DAC 1904,M(C),185,Right,27,83,AM(RLC),72.83
Mateusz Wieteska,Clermont Foot 63,D(RC),187,Right,25,83,,73.62
Murray Wallace,Millwall,D(LC),188,Left,29,83,DM(L),74.02
Jesús Murillo,Los Angeles FC,D(C),183,Right,28,83,,72.05
Kara Mbodji,Al Sailiya,D,192,Right,33,83,DM(C),75.59
Jorge Sáenz,Valencia CF,D(C),192,Right,26,83,,75.59
Nivaldo Jardel,SL Benfica,D(C),192,Right,36,83,,75.59
Gastón Guruceaga,Montevideo City Torque,Gk,192,Right,27,83,,75.59
Rodrigo Rey,Gimnasia La Plata,Gk,192,Right,31,83,,75.59
Jean-David Beauguel,Al Wehda,F(C),192,Right,30,83,,75.59
Dimitris Siovas,Fortuna Sittard,D(C),192,Left,34,83,,75.59
Eric Botteghin,Ascoli Calcio,D(C),192,Right,35,83,,75.59
Lucas João,Reading,F(C),192,Right,29,83,,75.59
Fortuna Wallace,Wuhan Three Towns,D(C),191,Right,28,83,,75.2
Marcus Bettinelli,Chelsea,Gk,192,Right,30,83,,75.59
Radoslaw Majecki,AS Monaco,Gk,192,Right,23,83,,75.59
Hueglo Neris,Al Wasl,D(C),192,Right,30,83,,75.59
Oumar Solet,FC RB Salzburg,D(C),192,Right,22,83,,75.59
Ryan Donk,Kasimpaşa SK,D,192,Right,36,83,DM(C),75.59
Jindrich Stanek,Viktoria Plzeň,Gk,192,Right,26,83,,75.59
Emmanuel Agbadou,Stade de Reims,D,192,Right,25,83,DM(C),75.59
Unai Bilbao,Atlético San Luis,D(C),192,Left,28,83,,75.59
Milan Heča,Sparta Praha,Gk,192,Right,31,83,,75.59
Francisco Sierralta,Watford,D(C),192,Right,25,83,,75.59
Toni Borevković,Vitória de Guimarães,D(C),192,Right,25,83,,75.59
Seny Dieng,Queens Park Rangers,Gk,193,Right,27,83,,75.98
Jorge Fernandes,Vitória de Guimarães,D(C),193,Right,25,83,,75.98
Peter Vindahl Jensen,AZ Alkmaar,Gk,193,Right,24,83,,75.98
Daniel Iversen,Leicester City,Gk,193,Right,25,83,,75.98
Vid Belec,APOEL,Gk,193,Right,32,83,,75.98
Lucas Merolla,Huracán,D(C),193,Left,27,83,,75.98
Óscar Cardozo,Club Libertad,F(C),193,Left,39,83,,75.98
Brad Guzan,Atlanta United,Gk,193,Left,38,83,,75.98
Nemanja Milunović,Crvena Zvezda,D(C),193,Right,33,83,,75.98
Franco di Santo,Club Tijuana,F(C),193,Right,33,83,,75.98
Jin-Hyeon Kim,Cerezo Osaka,Gk,192,Right,35,83,,75.59
Giedrius Arlauskis,CS Universitatea Craiova,Gk,192,Left,34,83,,75.59
Henrik Dalsgaard,FC Midtjylland,D,192,Right,33,83,"DM,M(R)",75.59
Rodrigues Messias,Ceará SC,D(C),192,Right,28,83,,75.59
Volkan Babacan,Istanbul Başakşehir,Gk,192,Right,34,83,,75.59
Jack O'Connell,Sheffield United,D(C),191,Left,28,83,,75.2
Mark Travers,AFC Bournemouth,Gk,191,Right,23,83,,75.2
Bingourou Kamara,Montpellier HSC,Gk,193,Right,26,83,,75.98
Andrade Nícolas,Pisa SC,Gk,190,Right,34,83,,74.8
Dennis Hadzikadunic,FC Rostov,D(C),191,Right,24,83,,75.2
Stian Gregersen,Girondins Bordeaux,D,191,Right,27,83,DM(C),75.2
Darren Randolph,West Ham United,Gk,191,Right,35,83,,75.2
Stefan Frei,Seattle Sounders,Gk,191,Right,36,83,,75.2
Cédric Zesiger,BSC Young Boys,D(LC),191,Left,24,83,DM(L),75.2
Fabian Bredlow,VfB Stuttgart,Gk,190,Right,27,83,,74.8
Sung-Ryong Jung,Kawasaki Frontale,Gk,190,Right,37,83,,74.8
Antony Silva,Club Puebla,Gk,190,Right,38,83,,74.8
Andriy Lunin,Real Madrid,Gk,191,Right,23,83,,75.2
Marcos Mauro,FC Juárez,D(C),190,Both,31,83,,74.8
Mohand Munir,Al Wehda,Gk,190,Right,33,83,,74.8
Mikel Villanueva,Vitória de Guimarães,D(LC),190,Left,29,83,,74.8
Fabrício Bruno,Flamengo,D(C),190,Right,26,83,,74.8
Lazar Rosić,Khor Fakkan Club,D(C),190,Right,29,83,,74.8
David Marshall,Hibernian,Gk,190,Right,37,83,,74.8
Jacob Rasmussen,ACF Fiorentina,D(C),190,Left,25,83,,74.8
Alessandro Buongiorno,Torino,D(C),191,Left,23,83,,75.2
Jack Price,Colorado Rapids,DM,191,Right,29,83,"M,AM(C)",75.2
Daniele Padelli,Udinese Calcio,Gk,191,Right,37,83,,75.2
Steven Caulker,Fatih Karagümrük,D(C),191,Right,30,83,,75.2
Panagiotis Tachtsidis,Khor Fakkan Club,DM,191,Left,31,83,"M,AM(C)",75.2
Raúl Silva,CS Universitatea Craiova,D(C),191,Right,33,83,,75.2
Florian Hübner,1. FC Nürnberg,D(C),191,Right,31,83,,75.2
Matheus Babi,Athletico Paranaense,F(C),191,Right,25,83,,75.2
Danny Ward,Leicester City,Gk,191,Right,29,83,,75.2
Molla Wagué,RFC Seraing,D(C),191,Right,31,83,,75.2
Junling Yan,Shanghai Port,Gk,191,Right,31,83,,75.2
Fernando Miguel,Fortaleza EC,Gk,191,Left,37,83,,75.2
Marc-Aurèle Caillard,FC Metz,Gk,191,Right,28,83,,75.2
Miloš Kosanović,Al Jazira,D(LC),191,Left,32,83,,75.2
Nicolás Orsini,Boca Juniors,F(RLC),191,Right,28,83,,75.2
Guedes Marcelo,Western Sydney Wanderers,D(C),191,Right,35,83,,75.2
Mathias Zanka,Brentford,D(C),191,Right,32,83,,75.2
Lee Nicholls,Huddersfield Town,Gk,191,Right,30,83,,75.2
Mauro Quiroga,Pachuca,F(C),191,Right,32,83,,75.2
Tim Krul,Norwich City,Gk,193,Left,34,83,,75.98
John Ruddy,Birmingham City,Gk,193,Right,36,83,,75.98
Ivaylo Chochev,CSKA 1948 Sofia,DM,188,Left,29,83,"M,AM(C)",74.02
Salif Sané,FC Schalke 04,D,195,Right,32,83,DM(C),76.77
Sonny Bradley,Luton Town,D(C),196,Left,31,83,,77.17
Christian Burgess,Union Saint-Gilloise,D(C),196,Right,31,83,,77.17
Mateo Pavlović,HNK Rijeka,D(C),196,Right,32,83,,77.17
Patric Pfeiffer,SV Darmstadt 98,D(RC),196,Left,23,83,DM(C),77.17
Andreas Linde,SpVgg Greuther Fürth,Gk,196,Right,29,83,,77.17
Arthur Desmas,Le Havre AC,Gk,196,Right,28,83,,77.17
Angus Gunn,Norwich City,Gk,196,Right,26,83,,77.17
Nir Bitton,Maccabi Tel Aviv,D,195,Right,31,83,DM(C),76.77
Ivan Nevistić,Dinamo Zagreb,Gk,195,Right,24,83,,76.77
Sergey Pesyakov,FC Rostov,Gk,195,Right,33,83,,76.77
Raúl Gudiño,Atlanta United,Gk,195,Right,26,83,,76.77
Jonas Lössl,FC Midtjylland,Gk,195,Right,33,83,,76.77
Wladimiro Falcone,Sampdoria,Gk,195,Right,27,83,,76.77
Dion Drena Beljo,NK Osijek,F(C),195,Right,20,83,,76.77
Alexander Domínguez,Liga de Quito,Gk,195,Right,35,83,,76.77
Ivo Grbić,Atlético Madrid,Gk,195,Right,26,83,,76.77
Mohamed Abou Gabal,Bank Al Ahly,Gk,196,Right,33,83,,77.17
Stefanos Kapino,Arminia Bielefeld,Gk,196,Right,28,83,,77.17
Spyros Risvanis,FK DAC 1904,D(C),196,Right,28,83,,77.17
Álvaro Montero,Millonarios,Gk,196,Right,27,83,,77.17
Asmir Begović,Everton,Gk,199,Right,35,83,,78.35
Giorgi Mamardashvili,Valencia CF,Gk,199,Right,22,83,,78.35
Milan Djurić,Hellas Verona,F(C),199,Right,32,83,,78.35
Arijanet Murić,Burnley,Gk,198,Right,24,83,,77.95
Harry Souttar,Stoke City,D(C),198,Right,24,83,,77.95
Wayne Hennessey,Nottingham Forest,Gk,198,Right,35,83,,77.95
Warner Hahn,IFK Göteborg,Gk,198,Right,30,83,,77.95
Jhon Mosquera,Viktoria Plzeň,AM(RLC),198,Right,32,83,F(RL),77.95
Jhon Chancellor,Coritiba,D(C),198,Right,31,83,,77.95
Dino Perić,Dinamo Zagreb,D(C),197,Left,28,83,,77.56
Sergio Padt,Ludogorets Razgrad,Gk,197,Right,32,83,,77.56
Tomás Koubek,FC Augsburg,Gk,197,Right,30,83,,77.56
Giorgi Loria,Anorthosis Famagusta,Gk,197,Right,36,83,,77.56
Ribeiro Fabiano,AC Omonoia Nicosia,Gk,197,Right,34,83,,77.56
Iago Maidana,América Mineiro,D(C),196,Right,26,83,,77.17
Srdjan Babić,UD Almería,D(C),195,Left,26,83,,76.77
Jack Elliott,Philadelphia Union,D(C),195,Right,27,83,,76.77
Nicola Leali,Ascoli Calcio,Gk,193,Right,29,83,,75.98
Thomas Didillon,Cercle Brugge,Gk,193,Right,26,83,,75.98
Zinho Gano,Zulte Waregem,F(C),193,Right,29,83,,75.98
Mitchell Langerak,Nagoya Grampus,Gk,193,Right,34,83,,75.98
Waleed Abdullah,Al Nassr,Gk,193,Right,36,83,,75.98
Omar al Somah,Al Ahli Jeddah,F(C),193,Right,33,83,,75.98
Ignasi Miquel,Granada CF,D(C),193,Left,30,83,,75.98
Elijah Adebayo,Luton Town,F(C),193,Right,24,83,,75.98
Jorgen Strand Larsen,Celta Vigo,F(C),193,Right,22,83,,75.98
Henry Kessler,New England Revolution,D(C),193,Right,24,83,,75.98
Kamil Grabara,FC København,Gk,195,Right,23,83,,76.77
Papy Djilobodji,Gaziantep FK,D(C),193,Left,33,83,,75.98
Alexandros Paschalakis,Olympiacos,Gk,193,Right,33,83,,75.98
Janni Serra,Arminia Bielefeld,F(C),193,Left,24,83,,75.98
Michael Hector,Fulham,D(C),193,Right,30,83,,75.98
Keaton Parks,New York City FC,DM,193,Right,25,83,M(C),75.98
Fabian Klos,Arminia Bielefeld,F(C),193,Both,34,83,,75.98
Aleksandar Šćekić,Dibba Al Fujairah,DM,193,Right,30,83,M(C),75.98
Robert Glatzel,Hamburger SV,F(C),193,Right,28,83,,75.98
Oleksandr Syrota,Dynamo Kyiv,D(C),193,Left,22,83,,75.98
Filip Benković,Udinese Calcio,D(C),194,Right,25,83,,76.38
Mads Juel Andersen,Barnsley,D(C),194,Right,24,83,,76.38
Dino Arslanagić,Göztepe SK,D(C),194,Right,29,83,,76.38
Patrick Mainka,1. FC Heidenheim 1846,D,194,Right,28,83,"DM,M(C)",76.38
Sam Gallagher,Blackburn Rovers,AM(RL),194,Right,27,83,F(RLC),76.38
Ethan Horvath,Nottingham Forest,Gk,194,Right,27,83,,76.38
Tomáš Pekhart,Gaziantep FK,F(C),194,Right,33,83,,76.38
Marko Jevtović,Gaziantep FK,D,194,Right,29,83,"DM,M(C)",76.38
Alireza Beiranvand,Persepolis,Gk,194,Right,30,83,,76.38
Julian Chabot,Sampdoria,D,194,Left,24,83,DM(C),76.38
Etrit Berisha,Torino,Gk,194,Left,33,83,,76.38
Douglas Friedrich,Al Khaleej Club,Gk,194,Right,33,83,,76.38
Kastriot Dermaku,US Lecce,D(C),194,Right,30,83,,76.38
Philipp Hofmann,VfL Bochum,F(C),194,Right,29,83,,76.38
Bartosz Salamon,Lech Poznań,D,194,Right,31,83,DM(C),76.38
Bum-Keun Song,Jeonbuk Motors,Gk,194,Right,25,83,,76.38
Djordje Petrović,New England Revolution,Gk,194,Right,23,83,,76.38
Jon Stanković,SK Sturm Graz,D,190,Right,26,83,DM(C),74.8
Mohamed Konaté,Akhmat Grozny,F(C),190,Right,24,83,,74.8
Tiago Bebé,Rayo Vallecano,AM(RL),190,Right,32,83,F(RLC),74.8
Hiroki Ito,VfB Stuttgart,D,188,Left,23,83,"DM,M(C)",74.02
Moisés Ramírez,Independiente del Valle,Gk,188,Right,22,83,,74.02
Ben Wilmot,Stoke City,D(C),188,Right,23,83,,74.02
Samuel Portugal,FC Porto,Gk,188,Right,28,83,,74.02
Terence Kongolo,Fulham,D(LC),188,Left,28,83,,74.02
Abdallah Sima,Brighton and Hove Albion,AM(RL),188,Right,21,83,F(RLC),74.02
Ibrahima Mbaye,CFR Cluj,D,188,Right,28,83,"DM,M(RL)",74.02
Dinis Almeida,Royal Antwerp,D(C),188,Right,27,83,,74.02
Abdul Mumin,Rayo Vallecano,D(C),188,Right,24,83,,74.02
Jake Clarke-Salter,Queens Park Rangers,D(C),188,Left,25,83,,74.02
Andrei Burcă,CFR Cluj,D(C),188,Right,29,83,,74.02
Aderllan Santos,Rio Ave,D(C),188,Right,33,83,,74.02
Sascha Burchert,FC St. Pauli,Gk,188,Right,33,83,,74.02
Leo Väisänen,IF Elfsborg,D(RC),188,Right,25,83,,74.02
Gökhan Akkan,Caykur Rizespor,Gk,188,Right,27,83,,74.02
Flavius Daniliuc,US Salernitana,D(RLC),188,Both,21,83,,74.02
Scott Malone,Millwall,D,188,Left,31,83,"DM,M(L)",74.02
Caoimhin Kelleher,Liverpool,Gk,188,Right,23,83,,74.02
Elias Cobbaut,Parma,D(LC),188,Left,24,83,,74.02
Cyrus Christie,Hull City,D,188,Right,30,83,"DM,M(R)",74.02
Douglas Tanque,Samsunspor,F(C),188,Left,29,83,,74.02
Matteo Bianchetti,US Cremonese,D(RC),189,Right,29,83,,74.41
Alexander Mühling,Holstein Kiel,M,189,Right,30,83,AM(C),74.41
Jonathan Kodjia,Umm Salal,AM(RL),189,Right,33,83,F(RLC),74.41
Dimitris Goutas,Sivasspor,D(C),189,Right,28,83,,74.41
Darko Velkovski,Al Ettifaq,D,188,Both,27,83,DM(C),74.02
Mario Suárez,Rayo Vallecano,D,188,Right,35,83,"DM,M(C)",74.02
Fernando Aristeguieta,Club Puebla,F(C),188,Right,30,83,,74.02
André Hoffmann,Fortuna Düsseldorf,D,188,Right,29,83,DM(C),74.02
Jonathan Mensah,Columbus Crew,D(C),188,Right,32,83,,74.02
Leonardo Sernicola,US Cremonese,D(RLC),188,Right,25,83,"DM,M(RL)",74.02
Tanguy Nianzou,Sevilla,D,188,Right,20,83,DM(C),74.02
Léo Jardim,Lille OSC,Gk,188,Right,27,83,,74.02
Andrés Andrade,Arminia Bielefeld,D(LC),188,Left,24,83,,74.02
Tarouco Títi,Fortaleza EC,D(C),188,Left,34,83,,74.02
Maxime Leverbe,Pisa SC,D(C),188,Right,25,83,,74.02
Alfie Mawson,Wycombe Wanderers,D(C),188,Right,28,83,,74.02
Vojislav Stanković,Neftçi,D(LC),188,Left,35,83,,74.02
Andrea Favilli,Genoa CFC,F(C),190,Right,25,83,,74.8
Jonathan Copete,Avaí FC,AM(RL),188,Left,34,83,F(RLC),74.02
Alex Muralha,Coritiba,Gk,188,Right,33,83,,74.02
Ciaran Clark,Newcastle United,D(C),188,Left,33,83,,74.02
Oli Mcburnie,Sheffield United,F(C),188,Right,26,83,,74.02
Rodrigo Moledo,SC Internacional,D(C),188,Right,35,83,,74.02
Gabriel Ávalos,Argentinos Juniors,F(C),188,Right,32,83,,74.02
Daniel Heuer Fernandes,Hamburger SV,Gk,188,Right,30,83,,74.02
Josh Laurent,Stoke City,DM,188,Right,27,83,"M,AM(C)",74.02
Ron-Robert Zieler,Hannover 96,Gk,188,Both,33,83,,74.02
Sebastian Dewaest,KRC Genk,D(C),188,Right,31,83,,74.02
Dario Župarić,Portland Timbers,D(C),188,Right,30,83,,74.02
Lucas Mineiro,Sporting de Braga,DM,188,Right,26,83,M(C),74.02
Capeloza Walter,Cuiabá EC,Gk,188,Right,35,83,,74.02
Kevin Müller,1. FC Heidenheim 1846,Gk,188,Right,31,83,,74.02
Lubomir Satka,Lech Poznań,D(RC),188,Right,26,83,,74.02
Francesco Bardi,Bologna FC,Gk,188,Right,30,83,,74.02
Oussama Haddadi,SpVgg Greuther Fürth,D(LC),188,Left,30,83,,74.02
Bartol Franjić,VfL Wolfsburg,D(LC),188,Left,22,83,DM(C),74.02
Mikael Uhre,Philadelphia Union,F(C),188,Right,28,83,,74.02
Mirko Marić,AC Monza,AM,188,Both,27,83,F(C),74.02
Jens Cajuste,Stade de Reims,DM,188,Right,23,83,M(C),74.02
Luiz Phellype,Sporting CP,F(C),188,Right,29,83,,74.02
Anis Ben Slimane,Brondby IF,DM,188,Both,21,83,"M,AM(C)",74.02
Oli Burke,Werder Bremen,AM(RL),188,Right,25,83,F(RLC),74.02
Havard Nordtveit,TSG 1899 Hoffenheim,D,188,Right,32,83,DM(C),74.02
Jurgen Ekkelenkamp,Royal Antwerp,M(C),188,Right,22,83,AM(RLC),74.02
Sergio Córdova,FC Augsburg,AM(RL),188,Right,25,83,F(RLC),74.02
Jens Odgaard,AZ Alkmaar,AM(RL),188,Left,23,83,F(RLC),74.02
Assan Ceesay,US Lecce,F(C),188,Right,28,83,,74.02
Maxime Dupé,Toulouse FC,Gk,188,Right,29,83,,74.02
Nikita Chernov,Spartak Moskva,D(C),188,Right,26,83,,74.02
Stef Peeters,KAS Eupen,M,188,Left,30,83,AM(C),74.02
Adrian Grbic,FC Lorient,AM(RL),188,Both,26,83,F(RLC),74.02
Christopher Schindler,1. FC Nürnberg,D(C),188,Right,32,83,,74.02
Pereira Naldo,Al Taawon,D(C),188,Right,34,83,,74.02
Petar Musa,SL Benfica,F(C),188,Right,24,83,,74.02
Roque Santa Cruz,Club Libertad,F(C),189,Right,41,83,,74.41
Mikael Lustig,AIK,D(RC),189,Right,35,83,DM(R),74.41
Jakub Kiwior,Spezia Calcio,D(LC),189,Left,22,83,DM(C),74.41
Kasim Adams,TSG 1899 Hoffenheim,D(C),190,Right,27,83,,74.8
Toni Leistner,Sint-Truidense VV,D(C),190,Right,32,83,,74.8
Johan Dahlin,Malmö FF,Gk,190,Right,36,83,,74.8
Adolfo Gaich,CSKA Moskva,F(C),190,Right,23,83,,74.8
Matt Miazga,FC Cincinnati,D(C),190,Right,27,83,,74.8
Matty Pearson,Huddersfield Town,D(RC),190,Right,29,83,DM(R),74.8
Etienne Green,AS Saint-Etienne,Gk,190,Right,22,83,,74.8
Robin Pröpper,FC Twente,D(C),190,Right,29,83,,74.8
Batista Mendy,Angers SCO,D,190,Right,22,83,"DM,M(C)",74.8
Felipe Morato,SL Benfica,D(C),189,Left,21,83,,74.41
Olivier Verdon,Ludogorets Razgrad,D(C),190,Right,27,83,,74.8
Josip Posavec,Aalborg BK,Gk,190,Right,26,83,,74.8
Dani Calvo,Real Oviedo,D(C),190,Right,28,83,,74.8
Leon Balogun,Queens Park Rangers,D(RC),190,Right,34,83,,74.8
Valber Huerta,Deportivo Toluca,D(C),189,Left,29,83,,74.41
Hauke Wahl,Holstein Kiel,D,189,Right,28,83,DM(C),74.41
Jérémy le Douaron,Stade Brestois 29,AM(RL),189,Left,24,83,F(RLC),74.41
Nicolai Jorgensen,Kasimpaşa SK,AM,190,Right,31,83,F(C),74.8
Hjörtur Hermannsson,Pisa SC,D(C),190,Right,27,83,,74.8
Emil Riis,Preston North End,F(C),190,Right,24,83,,74.8
