date,club,views
2021-01-28,Newcastle United,2875
2021-01-29,Newcastle United,2765
2021-01-03,Newcastle United,6961
2021-01-31,Newcastle United,3719
2021-02-01,Newcastle United,4820
2021-02-02,Newcastle United,6836
2021-02-03,Newcastle United,4078
2021-02-04,Newcastle United,3814
2021-02-05,Newcastle United,2896
2021-02-06,Newcastle United,6582
2021-02-07,Newcastle United,3889
2021-02-08,Newcastle United,2659
2021-02-09,Newcastle United,2731
2021-02-01,Newcastle United,2329
2021-02-11,Newcastle United,2508
2021-02-12,Newcastle United,2318
2021-02-13,Newcastle United,2754
2021-02-14,Newcastle United,2896
2021-02-15,Newcastle United,5221
2021-02-16,Newcastle United,2948
2021-02-17,Newcastle United,2410
2021-02-18,Newcastle United,2395
2021-02-19,Newcastle United,2526
2021-02-02,Newcastle United,3320
2021-02-21,Newcastle United,7284
2021-02-22,Newcastle United,3790
2021-02-23,Newcastle United,2888
2021-02-24,Newcastle United,2708
2021-02-25,Newcastle United,2540
2021-02-26,Newcastle United,2495
2021-02-27,Newcastle United,5006
2021-02-28,Newcastle United,5179
2021-03-01,Newcastle United,3504
2021-03-02,Newcastle United,3188
2021-03-03,Newcastle United,3010
2021-03-04,Newcastle United,3166
2021-03-05,Newcastle United,2992
2021-03-06,Newcastle United,3050
2021-03-07,Newcastle United,5010
2021-03-08,Newcastle United,2861
2021-03-09,Newcastle United,2476
2021-03-01,Newcastle United,2381
2021-03-11,Newcastle United,2436
2021-03-12,Newcastle United,4627
2021-03-13,Newcastle United,3394
2021-03-14,Newcastle United,3612
2021-03-15,Newcastle United,2789
2021-03-16,Newcastle United,2427
2021-03-17,Newcastle United,2207
2021-03-18,Newcastle United,2207
2021-03-19,Newcastle United,2412
2021-03-02,Newcastle United,5191
2021-03-21,Newcastle United,4660
2021-03-22,Newcastle United,2976
2021-03-23,Newcastle United,3154
2021-03-24,Newcastle United,2764
2021-03-25,Newcastle United,2785
2021-03-26,Newcastle United,2375
2021-03-27,Newcastle United,2259
2021-03-28,Newcastle United,2141
2021-03-29,Newcastle United,2274
2021-03-03,Newcastle United,2280
2021-03-31,Newcastle United,2216
2021-04-01,Newcastle United,2168
2021-04-02,Newcastle United,2019
2021-04-03,Newcastle United,2684
2021-04-04,Newcastle United,6523
2021-04-05,Newcastle United,3205
2021-04-06,Newcastle United,2474
2021-04-07,Newcastle United,2067
2021-04-08,Newcastle United,2148
2021-04-09,Newcastle United,2062
2021-04-01,Newcastle United,2526
2021-04-11,Newcastle United,5616
2021-04-12,Newcastle United,3260
2021-04-13,Newcastle United,2566
2021-04-14,Newcastle United,2135
2021-04-15,Newcastle United,2373
2021-04-16,Newcastle United,2568
2021-04-17,Newcastle United,6145
2021-04-18,Newcastle United,3717
2021-04-19,Newcastle United,4998
2021-04-02,Newcastle United,4914
2021-04-21,Newcastle United,3773
2021-04-22,Newcastle United,3201
2021-04-23,Newcastle United,3040
2021-04-24,Newcastle United,7337
2021-04-25,Newcastle United,4358
2021-04-26,Newcastle United,4275
2021-04-27,Newcastle United,3343
2021-04-28,Newcastle United,2741
2021-04-29,Newcastle United,2872
2021-04-03,Newcastle United,2599
2021-05-01,Newcastle United,2847
2021-05-02,Newcastle United,5313
2021-05-03,Newcastle United,3178
2021-05-04,Newcastle United,2888
2021-05-05,Newcastle United,2749
2021-05-06,Newcastle United,2740
2021-05-07,Newcastle United,6287
2021-05-08,Newcastle United,5114
2021-05-09,Newcastle United,3768
2021-05-01,Newcastle United,3413
2021-05-11,Newcastle United,3733
2021-05-12,Newcastle United,2990
2021-05-13,Newcastle United,2989
2021-05-14,Newcastle United,5790
2021-05-15,Newcastle United,5077
2021-05-16,Newcastle United,3583
2021-05-17,Newcastle United,3205
2021-05-18,Newcastle United,3563
2021-05-19,Newcastle United,4255
2021-05-02,Newcastle United,3823
2021-05-21,Newcastle United,3240
2021-05-22,Newcastle United,3083
2021-05-23,Newcastle United,5628
2021-05-24,Newcastle United,4290
2021-05-25,Newcastle United,3526
2021-05-26,Newcastle United,3219
2021-05-27,Newcastle United,3117
2021-05-28,Newcastle United,2515
2021-05-29,Newcastle United,3826
2021-05-03,Newcastle United,3170
2021-05-31,Newcastle United,3181
2021-06-01,Newcastle United,2955
2021-06-02,Newcastle United,3037
2021-06-03,Newcastle United,2946
2021-06-04,Newcastle United,2881
2021-06-05,Newcastle United,2562
2020-09-12,Sheffield United,4799
2020-09-13,Sheffield United,3706
2020-09-14,Sheffield United,7351
2020-09-15,Sheffield United,3008
2020-09-16,Sheffield United,2466
2020-09-17,Sheffield United,2714
2020-09-18,Sheffield United,2238
2020-09-19,Sheffield United,2967
2020-09-02,Sheffield United,2619
2020-09-21,Sheffield United,5400
2020-09-22,Sheffield United,2614
2020-09-23,Sheffield United,2276
2020-09-24,Sheffield United,1888
2020-09-25,Sheffield United,1924
2020-09-26,Sheffield United,2714
2020-09-27,Sheffield United,7988
2020-09-28,Sheffield United,2563
2020-09-29,Sheffield United,2005
2020-09-03,Sheffield United,2057
2020-10-01,Sheffield United,1829
2020-10-02,Sheffield United,4788
2020-10-03,Sheffield United,4279
2020-10-04,Sheffield United,6692
2020-10-05,Sheffield United,2947
2020-10-06,Sheffield United,3075
2020-10-07,Sheffield United,2370
2020-10-08,Sheffield United,2833
2020-10-09,Sheffield United,2102
2020-10-01,Sheffield United,1884
2020-10-11,Sheffield United,1784
2020-10-12,Sheffield United,1697
2020-10-13,Sheffield United,1780
2020-10-14,Sheffield United,1742
2020-10-15,Sheffield United,2086
2020-10-16,Sheffield United,2074
2020-10-17,Sheffield United,2330
2020-10-18,Sheffield United,4241
2020-10-19,Sheffield United,2050
2020-10-02,Sheffield United,1625
2020-10-21,Sheffield United,1588
2020-10-22,Sheffield United,1431
2020-10-23,Sheffield United,1805
2020-10-24,Sheffield United,6204
2020-10-25,Sheffield United,3363
2020-10-26,Sheffield United,1834
2020-10-27,Sheffield United,1543
2020-10-28,Sheffield United,1477
2020-10-29,Sheffield United,1798
2020-10-03,Sheffield United,1572
2020-10-31,Sheffield United,4908
2020-11-01,Sheffield United,2011
2020-11-02,Sheffield United,1732
2020-11-03,Sheffield United,1428
2020-11-04,Sheffield United,1258
2020-11-05,Sheffield United,1764
2020-11-06,Sheffield United,1505
2020-11-07,Sheffield United,4953
2020-11-08,Sheffield United,2703
2020-11-09,Sheffield United,2210
2020-11-01,Sheffield United,1595
2020-11-11,Sheffield United,1295
2020-11-12,Sheffield United,1679
2020-11-13,Sheffield United,1423
2020-11-14,Sheffield United,1224
2020-11-15,Sheffield United,1505
2020-11-16,Sheffield United,1298
2020-11-17,Sheffield United,1168
2020-11-18,Sheffield United,1673
2020-11-19,Sheffield United,1056
2020-11-02,Sheffield United,1258
2020-11-21,Sheffield United,1831
2020-11-22,Sheffield United,4312
2020-11-23,Sheffield United,1990
2020-11-24,Sheffield United,1543
2020-11-25,Sheffield United,1391
2020-11-26,Sheffield United,1239
2020-11-27,Sheffield United,1497
2020-11-28,Sheffield United,4583
2020-11-29,Sheffield United,3177
2020-11-03,Sheffield United,2054
2020-12-01,Sheffield United,1502
2020-12-02,Sheffield United,1340
2020-12-03,Sheffield United,1230
2020-12-04,Sheffield United,1227
2020-12-05,Sheffield United,1935
2020-12-06,Sheffield United,5416
2020-12-07,Sheffield United,2399
2020-12-08,Sheffield United,1814
2020-12-09,Sheffield United,1580
2020-12-01,Sheffield United,1256
2020-12-11,Sheffield United,1282
2020-12-12,Sheffield United,1962
2020-12-13,Sheffield United,5576
2020-12-14,Sheffield United,2417
2020-12-15,Sheffield United,2021
2020-12-16,Sheffield United,2982
2020-12-17,Sheffield United,10116
2020-12-18,Sheffield United,3896
2020-12-19,Sheffield United,2551
2020-12-02,Sheffield United,5403
2020-12-21,Sheffield United,2249
2020-12-22,Sheffield United,1727
2020-12-23,Sheffield United,1585
2020-12-24,Sheffield United,1367
2020-12-25,Sheffield United,1289
2020-12-26,Sheffield United,4352
2020-12-27,Sheffield United,4240
2020-12-28,Sheffield United,2394
2020-12-29,Sheffield United,3879
2020-12-03,Sheffield United,2890
2020-12-31,Sheffield United,1894
2021-01-01,Sheffield United,2139
2021-01-02,Sheffield United,8826
2021-01-03,Sheffield United,3651
2021-01-04,Sheffield United,2599
2021-01-05,Sheffield United,2408
2021-01-06,Sheffield United,1849
2021-01-07,Sheffield United,1465
2021-01-08,Sheffield United,1702
2021-01-09,Sheffield United,2973
2021-01-01,Sheffield United,2148
2021-01-11,Sheffield United,1958
2021-01-12,Sheffield United,5433
2021-01-13,Sheffield United,2616
2021-01-14,Sheffield United,1671
2021-01-15,Sheffield United,1534
2021-01-16,Sheffield United,2318
2021-01-17,Sheffield United,7201
2021-01-18,Sheffield United,2011
2021-01-19,Sheffield United,1690
2021-01-02,Sheffield United,1586
2021-01-21,Sheffield United,1523
2021-01-22,Sheffield United,1743
2021-01-23,Sheffield United,3420
2021-01-24,Sheffield United,2194
2021-01-25,Sheffield United,1900
2021-01-26,Sheffield United,1986
2021-01-27,Sheffield United,8824
2021-01-28,Sheffield United,6774
2021-01-29,Sheffield United,2637
2021-01-03,Sheffield United,4151
2021-01-31,Sheffield United,2252
2021-02-01,Sheffield United,1992
2021-02-02,Sheffield United,3784
2021-02-03,Sheffield United,3100
2021-02-04,Sheffield United,2617
2021-02-05,Sheffield United,1810
2021-02-06,Sheffield United,2249
2021-02-07,Sheffield United,5340
2021-02-08,Sheffield United,2125
2021-02-09,Sheffield United,1744
2021-02-01,Sheffield United,2594
2021-02-11,Sheffield United,1991
2021-02-12,Sheffield United,1581
2021-02-13,Sheffield United,1612
2021-02-14,Sheffield United,1631
2021-02-15,Sheffield United,3689
2021-02-16,Sheffield United,1897
2021-02-17,Sheffield United,1649
2021-02-18,Sheffield United,1521
2021-02-19,Sheffield United,1430
2021-02-02,Sheffield United,3246
2021-02-21,Sheffield United,2154
2021-02-22,Sheffield United,1651
2021-02-23,Sheffield United,1443
2021-02-24,Sheffield United,1476
2021-02-25,Sheffield United,1373
2021-02-26,Sheffield United,1453
2021-02-27,Sheffield United,1633
2021-02-28,Sheffield United,6776
2021-03-01,Sheffield United,2372
2021-03-02,Sheffield United,1811
2021-03-03,Sheffield United,3029
2021-03-04,Sheffield United,2157
2021-03-05,Sheffield United,1772
2021-03-06,Sheffield United,4130
2021-03-07,Sheffield United,2453
2021-03-08,Sheffield United,1801
2021-03-09,Sheffield United,1568
2021-03-01,Sheffield United,1469
2021-03-11,Sheffield United,1275
2021-03-12,Sheffield United,8916
2021-03-13,Sheffield United,7962
2021-03-14,Sheffield United,13657
2021-03-15,Sheffield United,4322
2021-03-16,Sheffield United,3119
2021-03-17,Sheffield United,2541
2021-03-18,Sheffield United,2268
2021-03-19,Sheffield United,1976
2021-03-02,Sheffield United,2263
2021-03-21,Sheffield United,7935
2021-03-22,Sheffield United,2187
2021-03-23,Sheffield United,1776
2021-03-24,Sheffield United,1544
2021-03-25,Sheffield United,3837
2021-03-26,Sheffield United,2279
2021-03-27,Sheffield United,2040
2021-03-28,Sheffield United,1854
2021-03-29,Sheffield United,1620
2021-03-03,Sheffield United,1467
2021-03-31,Sheffield United,1569
2021-04-01,Sheffield United,1526
2021-04-02,Sheffield United,1442
2021-04-03,Sheffield United,4513
2021-04-04,Sheffield United,2315
2021-04-05,Sheffield United,1857
2021-04-06,Sheffield United,1472
2021-04-07,Sheffield United,1324
2021-04-08,Sheffield United,1169
2021-04-09,Sheffield United,1178
2021-04-01,Sheffield United,2075
2021-04-11,Sheffield United,5418
2021-04-12,Sheffield United,2493
2021-04-13,Sheffield United,1825
2021-04-14,Sheffield United,1557
2021-04-15,Sheffield United,1466
2021-04-16,Sheffield United,1682
2021-04-17,Sheffield United,6316
2021-04-18,Sheffield United,6355
2021-04-19,Sheffield United,3174
2021-04-02,Sheffield United,3067
2021-04-21,Sheffield United,2616
2021-04-22,Sheffield United,2294
2021-04-23,Sheffield United,2005
2021-04-24,Sheffield United,4202
2021-04-25,Sheffield United,3050
2021-04-26,Sheffield United,1981
2021-04-27,Sheffield United,1842
2021-04-28,Sheffield United,1439
2021-04-29,Sheffield United,1436
2021-04-03,Sheffield United,1366
2021-05-01,Sheffield United,1922
2021-05-02,Sheffield United,4258
2021-05-03,Sheffield United,2165
2021-05-04,Sheffield United,1692
2021-05-05,Sheffield United,1670
2021-05-06,Sheffield United,2623
2021-05-07,Sheffield United,1673
2021-05-08,Sheffield United,4368
2021-05-09,Sheffield United,2714
2021-05-01,Sheffield United,2895
2021-05-11,Sheffield United,2961
2021-05-12,Sheffield United,1942
2021-05-13,Sheffield United,1785
2021-05-14,Sheffield United,1638
2021-05-15,Sheffield United,2195
2021-05-16,Sheffield United,5846
2021-05-17,Sheffield United,3436
2021-05-18,Sheffield United,2651
2021-05-19,Sheffield United,2831
2021-05-02,Sheffield United,2207
2021-05-21,Sheffield United,2045
2021-05-22,Sheffield United,1868
2021-05-23,Sheffield United,3293
2021-05-24,Sheffield United,3245
2021-05-25,Sheffield United,2261
2021-05-26,Sheffield United,1809
2021-05-27,Sheffield United,4026
2021-05-28,Sheffield United,2292
2021-05-29,Sheffield United,2758
2021-05-03,Sheffield United,2358
2021-05-31,Sheffield United,2063
2021-06-01,Sheffield United,2064
2021-06-02,Sheffield United,1879
2021-06-03,Sheffield United,2175
2021-06-04,Sheffield United,1483
2021-06-05,Sheffield United,1318
2020-09-12,Southampton,8399
2020-09-13,Southampton,3286
2020-09-14,Southampton,2845
2020-09-15,Southampton,2457
2020-09-16,Southampton,2722
2020-09-17,Southampton,2675
2020-09-18,Southampton,2512
2020-09-19,Southampton,2965
2020-09-02,Southampton,7742
2020-09-21,Southampton,2902
2020-09-22,Southampton,2318
2020-09-23,Southampton,2205
2020-09-24,Southampton,1942
2020-09-25,Southampton,1839
2020-09-26,Southampton,4190
2020-09-27,Southampton,2601
2020-09-28,Southampton,1985
2020-09-29,Southampton,2136
2020-09-03,Southampton,1869
2020-10-01,Southampton,1628
2020-10-02,Southampton,1719
2020-10-03,Southampton,2137
2020-10-04,Southampton,4156
2020-10-05,Southampton,7051
2020-10-06,Southampton,7031
2020-10-07,Southampton,3320
2020-10-08,Southampton,2939
2020-10-09,Southampton,2382
2020-10-01,Southampton,2060
2020-10-11,Southampton,2317
2020-10-12,Southampton,2430
2020-10-13,Southampton,2045
2020-10-14,Southampton,2030
2020-10-15,Southampton,1862
2020-10-16,Southampton,2273
2020-10-17,Southampton,7684
2020-10-18,Southampton,3744
2020-10-19,Southampton,2666
2020-10-02,Southampton,2031
2020-10-21,Southampton,1916
2020-10-22,Southampton,1722
2020-10-23,Southampton,1746
2020-10-24,Southampton,1995
2020-10-25,Southampton,8271
2020-10-26,Southampton,3032
2020-10-27,Southampton,2113
2020-10-28,Southampton,1782
2020-10-29,Southampton,1706
2020-10-03,Southampton,1614
2020-10-31,Southampton,1675
2020-11-01,Southampton,6492
2020-11-02,Southampton,3771
2020-11-03,Southampton,2570
2020-11-04,Southampton,1801
2020-11-05,Southampton,2254
2020-11-06,Southampton,8493
2020-11-07,Southampton,10090
2020-11-08,Southampton,4335
2020-11-09,Southampton,2993
2020-11-01,Southampton,2150
2020-11-11,Southampton,1930
2020-11-12,Southampton,2037
2020-11-13,Southampton,1541
2020-11-14,Southampton,1619
2020-11-15,Southampton,1746
2020-11-16,Southampton,1531
2020-11-17,Southampton,1417
2020-11-18,Southampton,1741
2020-11-19,Southampton,1574
2020-11-02,Southampton,1544
2020-11-21,Southampton,2007
2020-11-22,Southampton,2156
2020-11-23,Southampton,5278
2020-11-24,Southampton,2738
2020-11-25,Southampton,1736
2020-11-26,Southampton,1721
2020-11-27,Southampton,1747
2020-11-28,Southampton,2145
2020-11-29,Southampton,8921
2020-11-03,Southampton,3012
2020-12-01,Southampton,1824
2020-12-02,Southampton,1487
2020-12-03,Southampton,1468
2020-12-04,Southampton,1723
2020-12-05,Southampton,1700
2020-12-06,Southampton,1955
2020-12-07,Southampton,4588
2020-12-08,Southampton,2715
2020-12-09,Southampton,1613
2020-12-01,Southampton,1401
2020-12-11,Southampton,1726
2020-12-12,Southampton,1843
2020-12-13,Southampton,7209
2020-12-14,Southampton,3192
2020-12-15,Southampton,2758
2020-12-16,Southampton,6863
2020-12-17,Southampton,3524
2020-12-18,Southampton,2310
2020-12-19,Southampton,6386
2020-12-02,Southampton,2546
2020-12-21,Southampton,1918
2020-12-22,Southampton,1837
2020-12-23,Southampton,1858
2020-12-24,Southampton,1734
2020-12-25,Southampton,1741
2020-12-26,Southampton,3559
2020-12-27,Southampton,2469
2020-12-28,Southampton,2056
2020-12-29,Southampton,3811
2020-12-03,Southampton,2252
2020-12-31,Southampton,1648
2021-01-01,Southampton,1988
2021-01-02,Southampton,2782
2021-01-03,Southampton,3187
2021-01-04,Southampton,16189
2021-01-05,Southampton,10564
2021-01-06,Southampton,3236
2021-01-07,Southampton,2202
2021-01-08,Southampton,2086
2021-01-09,Southampton,2196
2021-01-01,Southampton,2365
2021-01-11,Southampton,1925
2021-01-12,Southampton,1828
2021-01-13,Southampton,1768
2021-01-14,Southampton,1797
2021-01-15,Southampton,1679
2021-01-16,Southampton,5024
2021-01-17,Southampton,3231
2021-01-18,Southampton,2126
2021-01-19,Southampton,3007
2021-01-02,Southampton,2827
2021-01-21,Southampton,1917
2021-01-22,Southampton,2125
2021-01-23,Southampton,6553
2021-01-24,Southampton,2486
2021-01-25,Southampton,2427
2021-01-26,Southampton,4307
2021-01-27,Southampton,2679
2021-01-28,Southampton,1852
2021-01-29,Southampton,1864
2021-01-03,Southampton,3896
2021-01-31,Southampton,2326
2021-02-01,Southampton,2944
2021-02-02,Southampton,20919
2021-02-03,Southampton,15804
2021-02-04,Southampton,5581
2021-02-05,Southampton,3360
2021-02-06,Southampton,6164
2021-02-07,Southampton,3162
2021-02-08,Southampton,2031
2021-02-09,Southampton,2102
2021-02-01,Southampton,1991
2021-02-11,Southampton,3483
2021-02-12,Southampton,2155
2021-02-13,Southampton,2046
2021-02-14,Southampton,3937
2021-02-15,Southampton,1901
2021-02-16,Southampton,2076
2021-02-17,Southampton,2034
2021-02-18,Southampton,1664
2021-02-19,Southampton,1701
2021-02-02,Southampton,6819
2021-02-21,Southampton,2469
2021-02-22,Southampton,2022
2021-02-23,Southampton,3857
2021-02-24,Southampton,2076
2021-02-25,Southampton,1738
2021-02-26,Southampton,1722
2021-02-27,Southampton,1776
2021-02-28,Southampton,2146
2021-03-01,Southampton,4846
2021-03-02,Southampton,2454
2021-03-03,Southampton,1835
2021-03-04,Southampton,1955
2021-03-05,Southampton,1829
2021-03-06,Southampton,4475
2021-03-07,Southampton,2910
2021-03-08,Southampton,2315
2021-03-09,Southampton,1907
2021-03-01,Southampton,3493
2021-03-11,Southampton,2035
2021-03-12,Southampton,1752
2021-03-13,Southampton,1876
2021-03-14,Southampton,5406
2021-03-15,Southampton,1923
2021-03-16,Southampton,2351
2021-03-17,Southampton,2071
2021-03-18,Southampton,2022
2021-03-19,Southampton,1699
2021-03-02,Southampton,4204
2021-03-21,Southampton,3037
2021-03-22,Southampton,2194
2021-03-23,Southampton,2349
2021-03-24,Southampton,1853
2021-03-25,Southampton,2095
2021-03-26,Southampton,1608
2021-03-27,Southampton,1444
2021-03-28,Southampton,1665
2021-03-29,Southampton,1423
2021-03-03,Southampton,1471
2021-03-31,Southampton,1650
2021-04-01,Southampton,1431
2021-04-02,Southampton,1339
2021-04-03,Southampton,1648
2021-04-04,Southampton,4055
2021-04-05,Southampton,1939
2021-04-06,Southampton,1595
2021-04-07,Southampton,1554
2021-04-08,Southampton,1509
2021-04-09,Southampton,1312
2021-04-01,Southampton,1635
2021-04-11,Southampton,1915
2021-04-12,Southampton,2763
2021-04-13,Southampton,1941
2021-04-14,Southampton,1396
2021-04-15,Southampton,1424
2021-04-16,Southampton,1757
2021-04-17,Southampton,2538
2021-04-18,Southampton,5444
2021-04-19,Southampton,2916
2021-04-02,Southampton,2576
2021-04-21,Southampton,3907
2021-04-22,Southampton,2130
2021-04-23,Southampton,1825
2021-04-24,Southampton,1759
2021-04-25,Southampton,1842
2021-04-26,Southampton,1999
2021-04-27,Southampton,1846
2021-04-28,Southampton,1631
2021-04-29,Southampton,1753
2021-04-03,Southampton,3233
2021-05-01,Southampton,2076
2021-05-02,Southampton,1889
2021-05-03,Southampton,1769
2021-05-04,Southampton,1898
2021-05-05,Southampton,1671
2021-05-06,Southampton,1599
2021-05-07,Southampton,1723
2021-05-08,Southampton,4196
2021-05-09,Southampton,2417
2021-05-01,Southampton,2268
2021-05-11,Southampton,4232
2021-05-12,Southampton,2711
2021-05-13,Southampton,1982
2021-05-14,Southampton,1796
2021-05-15,Southampton,4289
2021-05-16,Southampton,2749
2021-05-17,Southampton,2219
2021-05-18,Southampton,3243
2021-05-19,Southampton,2316
2021-05-02,Southampton,2114
2021-05-21,Southampton,1843
2021-05-22,Southampton,1622
2021-05-23,Southampton,2786
2021-05-24,Southampton,2724
2021-05-25,Southampton,2480
2021-05-26,Southampton,2099
2021-05-27,Southampton,2132
2021-05-28,Southampton,1916
2021-05-29,Southampton,2260
2021-05-03,Southampton,2079
2021-05-31,Southampton,1802
2021-06-01,Southampton,1874
2021-06-02,Southampton,1943
2021-06-03,Southampton,1801
2021-06-04,Southampton,1887
2021-06-05,Southampton,1557
2020-09-12,Tottenham Hotspur,17533
2020-09-13,Tottenham Hotspur,23632
2020-09-14,Tottenham Hotspur,19013
2020-09-15,Tottenham Hotspur,18662
2020-09-16,Tottenham Hotspur,23142
2020-09-17,Tottenham Hotspur,28509
2020-09-18,Tottenham Hotspur,28918
2020-09-19,Tottenham Hotspur,48625
2020-09-02,Tottenham Hotspur,45083
2020-09-21,Tottenham Hotspur,20704
2020-09-22,Tottenham Hotspur,16008
2020-09-23,Tottenham Hotspur,13971
2020-09-24,Tottenham Hotspur,14690
2020-09-25,Tottenham Hotspur,12882
2020-09-26,Tottenham Hotspur,11598
2020-09-27,Tottenham Hotspur,17105
2020-09-28,Tottenham Hotspur,9964
2020-09-29,Tottenham Hotspur,16853
2020-09-03,Tottenham Hotspur,12809
2020-10-01,Tottenham Hotspur,12493
2020-10-02,Tottenham Hotspur,16460
2020-10-03,Tottenham Hotspur,14522
2020-10-04,Tottenham Hotspur,25445
2020-10-05,Tottenham Hotspur,20926
2020-10-06,Tottenham Hotspur,16784
2020-10-07,Tottenham Hotspur,11443
2020-10-08,Tottenham Hotspur,10257
2020-10-09,Tottenham Hotspur,8519
2020-10-01,Tottenham Hotspur,8338
2020-10-11,Tottenham Hotspur,8625
2020-10-12,Tottenham Hotspur,8002
2020-10-13,Tottenham Hotspur,7324
2020-10-14,Tottenham Hotspur,7089
2020-10-15,Tottenham Hotspur,6717
2020-10-16,Tottenham Hotspur,10916
2020-10-17,Tottenham Hotspur,11304
2020-10-18,Tottenham Hotspur,21843
2020-10-19,Tottenham Hotspur,10356
2020-10-02,Tottenham Hotspur,7917
2020-10-21,Tottenham Hotspur,7263
2020-10-22,Tottenham Hotspur,12730
2020-10-23,Tottenham Hotspur,11019
2020-10-24,Tottenham Hotspur,7641
2020-10-25,Tottenham Hotspur,7399
2020-10-26,Tottenham Hotspur,12115
2020-10-27,Tottenham Hotspur,10901
2020-10-28,Tottenham Hotspur,7771
2020-10-29,Tottenham Hotspur,9986
2020-10-03,Tottenham Hotspur,6701
2020-10-31,Tottenham Hotspur,5709
2020-11-01,Tottenham Hotspur,10603
2020-11-02,Tottenham Hotspur,10078
2020-11-03,Tottenham Hotspur,7113
2020-11-04,Tottenham Hotspur,5575
2020-11-05,Tottenham Hotspur,9634
2020-11-06,Tottenham Hotspur,7641
2020-11-07,Tottenham Hotspur,6397
2020-11-08,Tottenham Hotspur,12108
2020-11-09,Tottenham Hotspur,8056
2020-11-01,Tottenham Hotspur,6321
2020-11-11,Tottenham Hotspur,5821
2020-11-12,Tottenham Hotspur,5407
2020-11-13,Tottenham Hotspur,4918
2020-11-14,Tottenham Hotspur,5446
2020-11-15,Tottenham Hotspur,6361
2020-11-16,Tottenham Hotspur,5508
2020-11-17,Tottenham Hotspur,5245
2020-11-18,Tottenham Hotspur,5165
2020-11-19,Tottenham Hotspur,5053
2020-11-02,Tottenham Hotspur,5459
2020-11-21,Tottenham Hotspur,17686
2020-11-22,Tottenham Hotspur,14582
2020-11-23,Tottenham Hotspur,10139
2020-11-24,Tottenham Hotspur,8243
2020-11-25,Tottenham Hotspur,7711
2020-11-26,Tottenham Hotspur,11930
2020-11-27,Tottenham Hotspur,11019
2020-11-28,Tottenham Hotspur,9147
2020-11-29,Tottenham Hotspur,17816
2020-11-03,Tottenham Hotspur,9847
2020-12-01,Tottenham Hotspur,7700
2020-12-02,Tottenham Hotspur,6478
2020-12-03,Tottenham Hotspur,8619
2020-12-04,Tottenham Hotspur,7392
2020-12-05,Tottenham Hotspur,8030
2020-12-06,Tottenham Hotspur,22812
2020-12-07,Tottenham Hotspur,15462
2020-12-08,Tottenham Hotspur,9593
2020-12-09,Tottenham Hotspur,8178
2020-12-01,Tottenham Hotspur,10347
2020-12-11,Tottenham Hotspur,9036
2020-12-12,Tottenham Hotspur,8234
2020-12-13,Tottenham Hotspur,13999
2020-12-14,Tottenham Hotspur,8638
2020-12-15,Tottenham Hotspur,8581
2020-12-16,Tottenham Hotspur,15005
2020-12-17,Tottenham Hotspur,9041
2020-12-18,Tottenham Hotspur,6527
2020-12-19,Tottenham Hotspur,7266
2020-12-02,Tottenham Hotspur,11515
2020-12-21,Tottenham Hotspur,6156
2020-12-22,Tottenham Hotspur,6045
2020-12-23,Tottenham Hotspur,9982
2020-12-24,Tottenham Hotspur,8535
2020-12-25,Tottenham Hotspur,5784
2020-12-26,Tottenham Hotspur,7537
2020-12-27,Tottenham Hotspur,11720
2020-12-28,Tottenham Hotspur,7126
2020-12-29,Tottenham Hotspur,6933
2020-12-03,Tottenham Hotspur,7225
2020-12-31,Tottenham Hotspur,5536
2021-01-01,Tottenham Hotspur,5720
2021-01-02,Tottenham Hotspur,15871
2021-01-03,Tottenham Hotspur,9666
2021-01-04,Tottenham Hotspur,7683
2021-01-05,Tottenham Hotspur,17160
2021-01-06,Tottenham Hotspur,15117
2021-01-07,Tottenham Hotspur,7784
2021-01-08,Tottenham Hotspur,6658
2021-01-09,Tottenham Hotspur,7278
2021-01-01,Tottenham Hotspur,21195
2021-01-11,Tottenham Hotspur,9244
2021-01-12,Tottenham Hotspur,6882
2021-01-13,Tottenham Hotspur,9702
2021-01-14,Tottenham Hotspur,6704
2021-01-15,Tottenham Hotspur,5200
2021-01-16,Tottenham Hotspur,6244
2021-01-17,Tottenham Hotspur,10704
2021-01-18,Tottenham Hotspur,6219
2021-01-19,Tottenham Hotspur,5538
2021-01-02,Tottenham Hotspur,5344
2021-01-21,Tottenham Hotspur,5255
2021-01-22,Tottenham Hotspur,5545
2021-01-23,Tottenham Hotspur,6309
2021-01-24,Tottenham Hotspur,5945
2021-01-25,Tottenham Hotspur,9862
2021-01-26,Tottenham Hotspur,7738
2021-01-27,Tottenham Hotspur,6150
2021-01-28,Tottenham Hotspur,12408
2021-01-29,Tottenham Hotspur,7174
2021-01-03,Tottenham Hotspur,6335
2021-01-31,Tottenham Hotspur,10291
2021-02-01,Tottenham Hotspur,8563
2021-02-02,Tottenham Hotspur,7525
2021-02-03,Tottenham Hotspur,6595
2021-02-04,Tottenham Hotspur,11669
2021-02-05,Tottenham Hotspur,7575
2021-02-06,Tottenham Hotspur,6387
2021-02-07,Tottenham Hotspur,11540
2021-02-08,Tottenham Hotspur,5811
2021-02-09,Tottenham Hotspur,5440
2021-02-01,Tottenham Hotspur,9729
2021-02-11,Tottenham Hotspur,8484
2021-02-12,Tottenham Hotspur,5753
2021-02-13,Tottenham Hotspur,11074
