Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,Matches,squad_id,season,xG,npxG,xAG,npxG+xAG,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1
Adel Taarabt,ma MAR,"FW,MF",18.0,6,0,129.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,361ca564,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicky Butt,eng ENG,"DF,MF",32.0,35,35,2998.0,33.3,3.0,1.0,3.0,0.0,0.0,13.0,0.0,0.09,0.03,0.12,0.09,0.12,Matches,b2b47a98,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steven Taylor,eng ENG,DF,21.0,31,29,2632.0,29.2,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.03,0.03,0.07,0.03,0.07,Matches,b2b47a98,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Habib Beye,sn SEN,DF,29.0,29,27,2472.0,27.5,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.04,0.07,0.11,0.04,0.11,Matches,b2b47a98,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charles N'Zogbia,fr FRA,"DF,FW",21.0,32,27,2441.0,27.1,3.0,2.0,3.0,0.0,0.0,5.0,0.0,0.11,0.07,0.18,0.11,0.18,Matches,b2b47a98,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alan Smith,eng ENG,"FW,MF",26.0,33,26,2396.0,26.6,0.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,0.04,0.04,0.0,0.04,Matches,b2b47a98,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Milner,eng ENG,"DF,MF",21.0,29,25,2227.0,24.7,2.0,2.0,2.0,0.0,0.0,3.0,0.0,0.08,0.08,0.16,0.08,0.16,Matches,b2b47a98,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Owen,eng ENG,FW,27.0,29,24,2175.0,24.2,11.0,0.0,9.0,2.0,2.0,2.0,0.0,0.46,0.0,0.46,0.37,0.37,Matches,b2b47a98,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geremi,cm CMR,"DF,MF",28.0,27,24,2056.0,22.8,2.0,7.0,2.0,0.0,0.0,3.0,0.0,0.09,0.31,0.39,0.09,0.39,Matches,b2b47a98,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Obafemi Martins,ng NGA,FW,22.0,31,23,2050.0,22.8,9.0,2.0,8.0,1.0,1.0,1.0,0.0,0.4,0.09,0.48,0.35,0.44,Matches,b2b47a98,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joey Barton,eng ENG,MF,24.0,23,20,1831.0,20.3,1.0,3.0,0.0,1.0,1.0,4.0,0.0,0.05,0.15,0.2,0.0,0.15,Matches,b2b47a98,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdoulaye Faye,sn SEN,"DF,MF",29.0,22,20,1651.0,18.3,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,b2b47a98,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve Harper,eng ENG,GK,32.0,21,19,1792.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,b2b47a98,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Viduka,au AUS,FW,31.0,26,19,1658.0,18.4,7.0,1.0,7.0,0.0,0.0,0.0,0.0,0.38,0.05,0.43,0.38,0.43,Matches,b2b47a98,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shay Given,ie IRL,GK,31.0,19,19,1628.0,18.1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,b2b47a98,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
José Enrique,es ESP,DF,21.0,23,18,1617.0,18.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,b2b47a98,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Rozehnal,cz CZE,DF,27.0,21,16,1491.0,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,b2b47a98,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caçapa,br BRA,"DF,MF",31.0,19,16,1433.0,15.9,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,b2b47a98,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damien Duff,ie IRL,"FW,MF",28.0,16,12,1062.0,11.8,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,b2b47a98,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephen Carr,ie IRL,DF,30.0,10,8,696.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,b2b47a98,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emre Belözoğlu,tr TUR,MF,26.0,14,6,595.0,6.6,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.15,0.61,0.76,0.15,0.76,Matches,b2b47a98,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shola Ameobi,ng NGA,FW,25.0,6,2,276.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,b2b47a98,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Edgar,ca CAN,DF,20.0,5,2,188.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,b2b47a98,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andy Carroll,eng ENG,FW,18.0,4,1,141.0,1.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,0.0,0.64,Matches,b2b47a98,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peter Ramage,eng ENG,DF,23.0,3,0,58.0,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,1.55,0.0,1.55,Matches,b2b47a98,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kazenga LuaLua,cd COD,"FW,MF",16.0,2,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,b2b47a98,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lamine Diatta,sn SEN,DF,32.0,2,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,b2b47a98,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stewart Downing,eng ENG,"FW,MF",23.0,38,38,3415.0,37.9,9.0,6.0,7.0,2.0,2.0,3.0,0.0,0.24,0.16,0.4,0.18,0.34,Matches,7f59c601,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke Young,eng ENG,DF,28.0,35,35,3108.0,34.5,1.0,1.0,1.0,0.0,0.0,8.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches,7f59c601,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Schwarzer,au AUS,GK,34.0,34,34,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,7f59c601,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Wheater,eng ENG,DF,20.0,34,34,3015.0,33.5,3.0,0.0,3.0,0.0,0.0,8.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,7f59c601,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George Boateng,nl NED,MF,31.0,33,29,2607.0,29.0,1.0,3.0,1.0,0.0,0.0,9.0,0.0,0.03,0.1,0.14,0.03,0.14,Matches,7f59c601,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tuncay Şanlı,tr TUR,"FW,MF",25.0,34,27,2212.0,24.6,8.0,2.0,8.0,0.0,0.0,5.0,0.0,0.33,0.08,0.41,0.33,0.41,Matches,7f59c601,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jérémie Aliadière,fr FRA,"FW,MF",24.0,29,26,2152.0,23.9,5.0,6.0,5.0,0.0,0.0,3.0,1.0,0.21,0.25,0.46,0.21,0.46,Matches,7f59c601,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gary O'Neil,eng ENG,MF,24.0,26,25,2189.0,24.3,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches,7f59c601,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emanuel Pogatetz,at AUT,DF,24.0,24,23,2131.0,23.7,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,7f59c601,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julio Arca,ar ARG,"DF,MF",26.0,24,23,1862.0,20.7,2.0,4.0,2.0,0.0,0.0,6.0,0.0,0.1,0.19,0.29,0.1,0.29,Matches,7f59c601,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fábio Rochemback,br BRA,"DF,MF",25.0,26,21,1984.0,22.0,1.0,4.0,1.0,0.0,0.0,7.0,0.0,0.05,0.18,0.23,0.05,0.23,Matches,7f59c601,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Taylor,eng ENG,"DF,MF",20.0,19,18,1557.0,17.3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,7f59c601,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Woodgate,eng ENG,DF,27.0,16,16,1372.0,15.2,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,7f59c601,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee Cattermole,eng ENG,MF,19.0,24,10,1000.0,11.1,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,7f59c601,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Huth,de GER,DF,22.0,13,9,923.0,10.3,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches,7f59c601,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Riggott,eng ENG,DF,26.0,10,9,829.0,9.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,7f59c601,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mido,eg EGY,FW,24.0,12,8,746.0,8.3,2.0,0.0,2.0,0.0,0.0,4.0,1.0,0.24,0.0,0.24,0.24,0.24,Matches,7f59c601,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afonso Alves,br BRA,"FW,MF",26.0,11,7,651.0,7.2,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.83,0.14,0.97,0.83,0.97,Matches,7f59c601,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee Dong-gook,kr KOR,FW,28.0,14,5,554.0,6.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,7f59c601,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Grounds,eng ENG,DF,19.0,5,5,423.0,4.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,7f59c601,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Johnson,eng ENG,MF,20.0,19,3,475.0,5.3,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.19,0.0,0.19,0.19,0.19,Matches,7f59c601,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Davies,eng ENG,DF,22.0,4,3,278.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,7f59c601,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ross Turnbull,eng ENG,GK,22.0,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,7f59c601,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohamed Shawky,eg EGY,MF,25.0,5,3,253.0,2.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,7f59c601,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Craddock,eng ENG,FW,20.0,3,1,94.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,7f59c601,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brad Jones,au AUS,GK,25.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,7f59c601,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Hutchinson,eng ENG,FW,19.0,8,0,191.0,2.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.47,0.0,0.47,0.47,0.47,Matches,7f59c601,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tony McMahon,eng ENG,"DF,MF",21.0,1,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,7f59c601,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seb Hines,eng ENG,"DF,MF",19.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,7f59c601,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Kirkland,eng ENG,GK,26.0,37,37,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,e59ddc76,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul Scharner,at AUT,"DF,MF",27.0,37,37,3312.0,36.8,4.0,1.0,4.0,0.0,0.0,6.0,0.0,0.11,0.03,0.14,0.11,0.14,Matches,e59ddc76,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Kilbane,ie IRL,"DF,MF",30.0,35,33,2962.0,32.9,1.0,1.0,1.0,0.0,0.0,4.0,1.0,0.03,0.03,0.06,0.03,0.06,Matches,e59ddc76,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario Melchiot,nl NED,DF,30.0,31,31,2633.0,29.3,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.03,0.03,0.0,0.03,Matches,e59ddc76,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Valencia,ec ECU,"DF,MF",21.0,31,30,2711.0,30.1,3.0,2.0,3.0,0.0,0.0,5.0,0.0,0.1,0.07,0.17,0.1,0.17,Matches,e59ddc76,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Brown,eng ENG,MF,30.0,31,27,2473.0,27.5,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,e59ddc76,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emile Heskey,eng ENG,FW,29.0,28,27,2072.0,23.0,4.0,2.0,4.0,0.0,0.0,6.0,0.0,0.17,0.09,0.26,0.17,0.26,Matches,e59ddc76,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Titus Bramble,eng ENG,DF,26.0,26,26,2340.0,26.0,2.0,1.0,2.0,0.0,0.0,5.0,0.0,0.08,0.04,0.12,0.08,0.12,Matches,e59ddc76,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Bent,eng ENG,FW,29.0,31,25,2330.0,25.9,7.0,2.0,7.0,0.0,0.0,1.0,0.0,0.27,0.08,0.35,0.27,0.35,Matches,e59ddc76,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emmerson Boyce,bb BRB,DF,27.0,25,24,2203.0,24.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,e59ddc76,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Koumas,wls WAL,MF,27.0,30,21,1986.0,22.1,1.0,4.0,0.0,1.0,1.0,1.0,1.0,0.05,0.18,0.23,0.0,0.18,Matches,e59ddc76,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denny Landzaat,nl NED,MF,31.0,19,19,1579.0,17.5,3.0,0.0,2.0,1.0,1.0,2.0,0.0,0.17,0.0,0.17,0.11,0.11,Matches,e59ddc76,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wilson Palacios,hn HON,MF,23.0,16,16,1390.0,15.4,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,e59ddc76,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andreas Granqvist,se SWE,"DF,MF",22.0,14,13,1171.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,e59ddc76,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Taylor,eng ENG,"DF,MF",22.0,17,12,1113.0,12.4,3.0,3.0,3.0,0.0,1.0,4.0,0.0,0.24,0.24,0.49,0.24,0.49,Matches,e59ddc76,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antoine Sibierski,fr FRA,"FW,MF",32.0,30,10,1023.0,11.4,4.0,0.0,3.0,1.0,1.0,1.0,0.0,0.35,0.0,0.35,0.26,0.26,Matches,e59ddc76,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marlon King,jm JAM,FW,27.0,15,8,668.0,7.4,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.13,0.0,0.13,0.0,0.0,Matches,e59ddc76,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josip Skoko,au AUS,MF,31.0,12,7,668.0,7.4,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,e59ddc76,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erik Edman,se SWE,DF,28.0,5,5,399.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,e59ddc76,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julius Aghahowa,ng NGA,FW,25.0,14,2,432.0,4.8,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.21,0.21,0.0,0.21,Matches,e59ddc76,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salomon Olembé,cm CMR,MF,26.0,8,2,203.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,e59ddc76,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Cotterill,wls WAL,"FW,MF",19.0,2,2,97.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,e59ddc76,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maynor Figueroa,hn HON,DF,24.0,2,1,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,e59ddc76,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Pollitt,eng ENG,GK,35.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,e59ddc76,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caleb Folan,ie IRL,FW,24.0,2,1,78.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,e59ddc76,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erik Hagen,no NOR,DF,32.0,1,1,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,e59ddc76,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fitz Hall,eng ENG,"DF,FW",26.0,1,0,41.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,e59ddc76,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig Gordon,sct SCO,GK,24.0,34,34,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,8ef52968,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenwyne Jones,tt TRI,FW,22.0,33,33,2818.0,31.3,7.0,6.0,7.0,0.0,0.0,2.0,0.0,0.22,0.19,0.42,0.22,0.42,Matches,8ef52968,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Collins,wls WAL,DF,26.0,36,32,3044.0,33.8,1.0,1.0,1.0,0.0,0.0,6.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches,8ef52968,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nyron Nosworthy,jm JAM,DF,26.0,29,29,2514.0,27.9,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,8ef52968,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dean Whitehead,eng ENG,"DF,MF",25.0,27,27,2397.0,26.6,1.0,2.0,1.0,0.0,1.0,7.0,0.0,0.04,0.08,0.11,0.04,0.11,Matches,8ef52968,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Chopra,eng ENG,FW,23.0,33,21,2008.0,22.3,6.0,1.0,5.0,1.0,1.0,7.0,0.0,0.27,0.04,0.31,0.22,0.27,Matches,8ef52968,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Higginbotham,gi GIB,DF,28.0,21,21,1890.0,21.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.14,0.0,0.14,0.14,0.14,Matches,8ef52968,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daryl Murphy,ie IRL,"FW,MF",24.0,28,20,1804.0,20.0,4.0,3.0,4.0,0.0,0.0,2.0,0.0,0.2,0.15,0.35,0.2,0.35,Matches,8ef52968,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul McShane,ie IRL,DF,21.0,21,20,1764.0,19.6,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,8ef52968,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dickson Etuhu,ng NGA,MF,25.0,20,18,1504.0,16.7,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.06,0.06,0.12,0.06,0.12,Matches,8ef52968,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ross Wallace,sct SCO,"FW,MF",22.0,21,18,1490.0,16.6,2.0,2.0,2.0,0.0,0.0,3.0,0.0,0.12,0.12,0.24,0.12,0.24,Matches,8ef52968,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grant Leadbitter,eng ENG,MF,21.0,31,17,1896.0,21.1,2.0,4.0,2.0,0.0,0.0,5.0,0.0,0.09,0.19,0.28,0.09,0.28,Matches,8ef52968,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dwight Yorke,tt TRI,"FW,MF",35.0,20,17,1249.0,13.9,1.0,0.0,1.0,0.0,0.0,6.0,1.0,0.07,0.0,0.07,0.07,0.07,Matches,8ef52968,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liam Miller,ie IRL,MF,26.0,24,16,1605.0,17.8,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.06,0.11,0.17,0.06,0.17,Matches,8ef52968,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonny Evans,nir NIR,DF,19.0,15,15,1336.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,8ef52968,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kieran Richardson,eng ENG,"DF,MF",22.0,17,15,1109.0,12.3,3.0,2.0,3.0,0.0,0.0,3.0,0.0,0.24,0.16,0.41,0.24,0.41,Matches,8ef52968,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phil Bardsley,sct SCO,DF,22.0,11,11,990.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,8ef52968,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andy Reid,ie IRL,MF,25.0,13,11,985.0,10.9,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.09,0.18,0.27,0.09,0.27,Matches,8ef52968,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Edwards,tt TRI,"DF,MF",28.0,13,11,845.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,8ef52968,2007-2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
