,zipCode,waitTime,time
0,90001,8.0,2020-11-03 10:24:49.027520
1,90002,6.666666666666667,2020-11-03 10:24:49.027520
2,90003,8.0,2020-11-03 10:24:49.027520
3,90004,6.75,2020-11-03 10:24:49.027520
4,90005,8.0,2020-11-03 10:24:49.027520
5,90006,8.0,2020-11-03 10:24:49.027520
6,90007,6.666666666666667,2020-11-03 10:24:49.027520
7,90008,6.0,2020-11-03 10:24:49.027520
8,90010,6.5,2020-11-03 10:24:49.027520
9,90011,10.333333333333334,2020-11-03 10:24:49.027520
10,90012,8.0,2020-11-03 10:24:49.027520
11,90013,8.0,2020-11-03 10:24:49.027520
12,90015,7.0,2020-11-03 10:24:49.027520
13,90016,5.25,2020-11-03 10:24:49.027520
14,90017,7.333333333333333,2020-11-03 10:24:49.027520
15,90018,7.0,2020-11-03 10:24:49.027520
16,90019,7.0,2020-11-03 10:24:49.027520
17,90020,8.0,2020-11-03 10:24:49.027520
18,90022,8.0,2020-11-03 10:24:49.027520
19,90023,6.0,2020-11-03 10:24:49.027520
20,90024,6.0,2020-11-03 10:24:49.027520
21,90025,5.333333333333333,2020-11-03 10:24:49.027520
22,90026,1.0,2020-11-03 10:24:49.027520
23,90027,8.0,2020-11-03 10:24:49.027520
24,90028,4.666666666666667,2020-11-03 10:24:49.027520
25,90029,6.0,2020-11-03 10:24:49.027520
26,90031,8.0,2020-11-03 10:24:49.027520
27,90032,8.0,2020-11-03 10:24:49.027520
28,90033,6.0,2020-11-03 10:24:49.027520
29,90034,8.0,2020-11-03 10:24:49.027520
30,90035,6.0,2020-11-03 10:24:49.027520
31,90036,8.0,2020-11-03 10:24:49.027520
32,90037,7.166666666666667,2020-11-03 10:24:49.027520
33,90038,6.5,2020-11-03 10:24:49.027520
34,90039,8.0,2020-11-03 10:24:49.027520
35,90040,4.0,2020-11-03 10:24:49.027520
36,90041,5.6,2020-11-03 10:24:49.027520
37,90042,4.0,2020-11-03 10:24:49.027520
38,90043,7.0,2020-11-03 10:24:49.027520
39,90044,7.5,2020-11-03 10:24:49.027520
40,90045,6.0,2020-11-03 10:24:49.027520
41,90046,6.2,2020-11-03 10:24:49.027520
42,90047,8.0,2020-11-03 10:24:49.027520
