,city,avg_wait_minutes,centers_count,time
0,Acton,7.2,5,2020-11-03 17:05:31.434049
1,Agoura Hills,8.0,4,2020-11-03 17:05:31.434049
2,Alhambra,8.0,2,2020-11-03 17:05:31.434049
3,Altadena,6.0,2,2020-11-03 17:05:31.434049
4,Arcadia,6.4,5,2020-11-03 17:05:31.434049
5,Arleta,0.0,1,2020-11-03 17:05:31.434049
6,Artesia,8.0,2,2020-11-03 17:05:31.434049
7,Avalon,8.0,1,2020-11-03 17:05:31.434049
8,Azusa,6.666666666666667,3,2020-11-03 17:05:31.434049
9,Baldwin Park,18.666666666666668,3,2020-11-03 17:05:31.434049
10,Bell,6.666666666666667,3,2020-11-03 17:05:31.434049
11,Bell Gardens,13.0,3,2020-11-03 17:05:31.434049
12,Bellflower,7.0,3,2020-11-03 17:05:31.434049
13,Beverly Hills,5.555555555555555,9,2020-11-03 17:05:31.434049
14,Burbank,6.0,8,2020-11-03 17:05:31.434049
15,Calabasas,8.0,3,2020-11-03 17:05:31.434049
16,Canoga Park,7.0,4,2020-11-03 17:05:31.434049
17,Canyon Country,8.0,1,2020-11-03 17:05:31.434049
18,Carson,7.2,10,2020-11-03 17:05:31.434049
19,Castaic,8.0,2,2020-11-03 17:05:31.434049
20,Cerritos,5.0,8,2020-11-03 17:05:31.434049
21,Chatsworth,5.0,2,2020-11-03 17:05:31.434049
22,City of Industry,2.5,2,2020-11-03 17:05:31.434049
23,Claremont,6.25,4,2020-11-03 17:05:31.434049
24,Commerce,8.0,1,2020-11-03 17:05:31.434049
25,Compton,6.545454545454546,11,2020-11-03 17:05:31.434049
26,Covina,10.0,4,2020-11-03 17:05:31.434049
27,Cudahy,31.0,1,2020-11-03 17:05:31.434049
28,Culver City,7.4,5,2020-11-03 17:05:31.434049
29,Diamond Bar,5.714285714285714,7,2020-11-03 17:05:31.434049
30,Downey,12.5,4,2020-11-03 17:05:31.434049
31,Duarte,8.0,2,2020-11-03 17:05:31.434049
32,El Monte,6.153846153846154,13,2020-11-03 17:05:31.434049
33,El Segundo,8.0,4,2020-11-03 17:05:31.434049
34,Gardena,6.666666666666667,6,2020-11-03 17:05:31.434049
35,Glendale,5.0,14,2020-11-03 17:05:31.434049
36,Glendora,6.5,4,2020-11-03 17:05:31.434049
37,Granada Hills,8.0,6,2020-11-03 17:05:31.434049
38,Hacienda Heights,8.0,6,2020-11-03 17:05:31.434049
39,Hawaiian Gardens,0.0,1,2020-11-03 17:05:31.434049
40,Hawthorne,7.625,8,2020-11-03 17:05:31.434049
41,Hermosa Beach,8.0,4,2020-11-03 17:05:31.434049
42,Hollywood,8.0,1,2020-11-03 17:05:31.434049
43,Huntington Park,4.75,4,2020-11-03 17:05:31.434049
44,Inglewood,5.6923076923076925,13,2020-11-03 17:05:31.434049
45,Irwindale,8.0,1,2020-11-03 17:05:31.434049
46,La Canada Flintridge,8.0,1,2020-11-03 17:05:31.434049
47,La Crescenta,5.0,1,2020-11-03 17:05:31.434049
48,La Habra Heights,8.0,1,2020-11-03 17:05:31.434049
49,La Mirada,6.4,5,2020-11-03 17:05:31.434049
50,La Puente,9.272727272727273,11,2020-11-03 17:05:31.434049
51,La Verne,10.0,1,2020-11-03 17:05:31.434049
52,Lake Los Angeles,8.0,1,2020-11-03 17:05:31.434049
53,Lakeview Terrace,8.0,1,2020-11-03 17:05:31.434049
54,Lakewood,7.0,5,2020-11-03 17:05:31.434049
55,Lancaster,6.785714285714286,14,2020-11-03 17:05:31.434049
56,Lawndale,4.0,1,2020-11-03 17:05:31.434049
57,Lennox,8.0,3,2020-11-03 17:05:31.434049
58,Littlerock,6.666666666666667,3,2020-11-03 17:05:31.434049
59,Lomita,7.5,2,2020-11-03 17:05:31.434049
60,Long Beach,7.9411764705882355,34,2020-11-03 17:05:31.434049
61,Los Angeles,7.747252747252747,182,2020-11-03 17:05:31.434049
62,Los Angleles,8.0,1,2020-11-03 17:05:31.434049
63,Los Nietos,8.0,1,2020-11-03 17:05:31.434049
64,Lynwood,6.5,4,2020-11-03 17:05:31.434049
65,Malibu,4.0,3,2020-11-03 17:05:31.434049
66,Manhattan Beach,8.0,2,2020-11-03 17:05:31.434049
67,Marina Del Rey,11.0,1,2020-11-03 17:05:31.434049
68,Maywood,8.0,2,2020-11-03 17:05:31.434049
69,Mission Hills,5.0,2,2020-11-03 17:05:31.434049
70,Monrovia,8.0,3,2020-11-03 17:05:31.434049
71,Montebello,6.833333333333333,6,2020-11-03 17:05:31.434049
72,Monterey Park,7.2,5,2020-11-03 17:05:31.434049
73,Newhall,8.0,2,2020-11-03 17:05:31.434049
74,North Hills,6.333333333333333,3,2020-11-03 17:05:31.434049
75,North Hollywood,9.625,8,2020-11-03 17:05:31.434049
76,Northridge,8.0,5,2020-11-03 17:05:31.434049
77,Norwalk,7.363636363636363,11,2020-11-03 17:05:31.434049
78,Pacific Palisades,0.0,1,2020-11-03 17:05:31.434049
79,Pacoima,8.0,2,2020-11-03 17:05:31.434049
80,Palmdale,6.777777777777778,9,2020-11-03 17:05:31.434049
81,Palos Verdes Estates,8.0,2,2020-11-03 17:05:31.434049
82,Panorama City,8.5,2,2020-11-03 17:05:31.434049
83,Paramount,5.333333333333333,3,2020-11-03 17:05:31.434049
84,Pasadena,8.0,13,2020-11-03 17:05:31.434049
85,Pico Rivera,4.8,5,2020-11-03 17:05:31.434049
86,Playa Del Rey,8.0,1,2020-11-03 17:05:31.434049
87,Pomona,7.928571428571429,14,2020-11-03 17:05:31.434049
88,Porter Ranch,4.0,1,2020-11-03 17:05:31.434049
89,Quartz Hill,0.0,1,2020-11-03 17:05:31.434049
90,Rancho Palos Verdes,7.0,3,2020-11-03 17:05:31.434049
91,Redondo Beach,8.0,7,2020-11-03 17:05:31.434049
92,Reseda,5.0,1,2020-11-03 17:05:31.434049
93,Rolling Hills Estates,6.666666666666667,3,2020-11-03 17:05:31.434049
94,Rosemead,8.6,5,2020-11-03 17:05:31.434049
95,Rowland Heights,7.0,7,2020-11-03 17:05:31.434049
96,San Dimas,8.0,1,2020-11-03 17:05:31.434049
