,city,avg_wait_minutes,centers_count,time
0,Acton,7.2,5,2020-11-03 13:26:45.745809
1,Agoura Hills,7.0,4,2020-11-03 13:26:45.745809
2,Alhambra,6.0,2,2020-11-03 13:26:45.745809
3,Altadena,6.0,2,2020-11-03 13:26:45.745809
4,Arcadia,4.8,5,2020-11-03 13:26:45.745809
5,Arleta,8.0,1,2020-11-03 13:26:45.745809
6,Artesia,6.0,2,2020-11-03 13:26:45.745809
7,Avalon,8.0,1,2020-11-03 13:26:45.745809
8,Azusa,6.666666666666667,3,2020-11-03 13:26:45.745809
9,Baldwin Park,7.333333333333333,3,2020-11-03 13:26:45.745809
10,Bell,8.333333333333334,3,2020-11-03 13:26:45.745809
11,Bell Gardens,8.0,3,2020-11-03 13:26:45.745809
12,Bellflower,5.333333333333333,3,2020-11-03 13:26:45.745809
13,Beverly Hills,5.0,9,2020-11-03 13:26:45.745809
14,Burbank,7.5,8,2020-11-03 13:26:45.745809
15,Calabasas,7.0,3,2020-11-03 13:26:45.745809
16,Canoga Park,5.0,4,2020-11-03 13:26:45.745809
17,Canyon Country,23.0,1,2020-11-03 13:26:45.745809
18,Carson,7.2,10,2020-11-03 13:26:45.745809
19,Castaic,6.5,2,2020-11-03 13:26:45.745809
20,Cerritos,6.625,8,2020-11-03 13:26:45.745809
21,Chatsworth,8.0,2,2020-11-03 13:26:45.745809
22,City of Industry,5.0,2,2020-11-03 13:26:45.745809
23,Claremont,7.25,4,2020-11-03 13:26:45.745809
24,Commerce,0.0,1,2020-11-03 13:26:45.745809
25,Compton,6.2727272727272725,11,2020-11-03 13:26:45.745809
26,Covina,5.75,4,2020-11-03 13:26:45.745809
27,Cudahy,8.0,1,2020-11-03 13:26:45.745809
28,Culver City,7.2,5,2020-11-03 13:26:45.745809
29,Diamond Bar,7.428571428571429,7,2020-11-03 13:26:45.745809
30,Downey,12.0,4,2020-11-03 13:26:45.745809
31,Duarte,8.0,2,2020-11-03 13:26:45.745809
32,El Monte,5.230769230769231,13,2020-11-03 13:26:45.745809
33,El Segundo,8.0,4,2020-11-03 13:26:45.745809
34,Gardena,8.0,6,2020-11-03 13:26:45.745809
35,Glendale,6.428571428571429,14,2020-11-03 13:26:45.745809
36,Glendora,5.5,4,2020-11-03 13:26:45.745809
37,Granada Hills,8.0,6,2020-11-03 13:26:45.745809
38,Hacienda Heights,8.0,6,2020-11-03 13:26:45.745809
39,Hawaiian Gardens,8.0,1,2020-11-03 13:26:45.745809
40,Hawthorne,7.625,8,2020-11-03 13:26:45.745809
