,city,avg_wait_minutes,centers_count,time
0,Acton,4.8,5,2020-11-03 20:00:08.199128
1,Agoura Hills,8.0,4,2020-11-03 20:00:08.199128
2,Alhambra,8.0,2,2020-11-03 20:00:08.199128
3,Altadena,8.0,2,2020-11-03 20:00:08.199128
4,Arcadia,6.4,5,2020-11-03 20:00:08.199128
5,Arleta,0.0,1,2020-11-03 20:00:08.199128
6,Artesia,8.0,2,2020-11-03 20:00:08.199128
7,Avalon,8.0,1,2020-11-03 20:00:08.199128
8,Azusa,5.333333333333333,3,2020-11-03 20:00:08.199128
9,Baldwin Park,23.333333333333332,3,2020-11-03 20:00:08.199128
10,Bell,6.0,3,2020-11-03 20:00:08.199128
11,Bell Gardens,11.333333333333334,3,2020-11-03 20:00:08.199128
12,Bellflower,8.0,3,2020-11-03 20:00:08.199128
13,Beverly Hills,6.222222222222222,9,2020-11-03 20:00:08.199128
14,Burbank,7.625,8,2020-11-03 20:00:08.199128
15,Calabasas,8.0,3,2020-11-03 20:00:08.199128
16,Canoga Park,6.25,4,2020-11-03 20:00:08.199128
17,Canyon Country,8.0,1,2020-11-03 20:00:08.199128
18,Carson,8.0,10,2020-11-03 20:00:08.199128
19,Castaic,8.0,2,2020-11-03 20:00:08.199128
20,Cerritos,6.875,8,2020-11-03 20:00:08.199128
21,Chatsworth,4.5,2,2020-11-03 20:00:08.199128
22,City of Industry,6.0,2,2020-11-03 20:00:08.199128
23,Claremont,6.0,4,2020-11-03 20:00:08.199128
24,Commerce,8.0,1,2020-11-03 20:00:08.199128
25,Compton,7.0,11,2020-11-03 20:00:08.199128
26,Covina,9.0,4,2020-11-03 20:00:08.199128
27,Cudahy,23.0,1,2020-11-03 20:00:08.199128
28,Culver City,7.4,5,2020-11-03 20:00:08.199128
29,Diamond Bar,6.857142857142857,7,2020-11-03 20:00:08.199128
30,Downey,10.25,4,2020-11-03 20:00:08.199128
31,Duarte,4.0,2,2020-11-03 20:00:08.199128
32,El Monte,6.153846153846154,13,2020-11-03 20:00:08.199128
33,El Segundo,8.0,4,2020-11-03 20:00:08.199128
34,Gardena,8.166666666666666,6,2020-11-03 20:00:08.199128
35,Glendale,6.571428571428571,14,2020-11-03 20:00:08.199128
36,Glendora,8.0,4,2020-11-03 20:00:08.199128
37,Granada Hills,7.0,6,2020-11-03 20:00:08.199128
38,Hacienda Heights,7.166666666666667,6,2020-11-03 20:00:08.199128
39,Hawaiian Gardens,0.0,1,2020-11-03 20:00:08.199128
40,Hawthorne,7.125,8,2020-11-03 20:00:08.199128
41,Hermosa Beach,6.0,4,2020-11-03 20:00:08.199128
42,Hollywood,8.0,1,2020-11-03 20:00:08.199128
43,Huntington Park,3.25,4,2020-11-03 20:00:08.199128
44,Inglewood,5.6923076923076925,13,2020-11-03 20:00:08.199128
45,Irwindale,4.0,1,2020-11-03 20:00:08.199128
46,La Canada Flintridge,8.0,1,2020-11-03 20:00:08.199128
47,La Crescenta,4.0,1,2020-11-03 20:00:08.199128
48,La Habra Heights,8.0,1,2020-11-03 20:00:08.199128
49,La Mirada,7.2,5,2020-11-03 20:00:08.199128
50,La Puente,8.272727272727273,11,2020-11-03 20:00:08.199128
51,La Verne,4.0,1,2020-11-03 20:00:08.199128
52,Lake Los Angeles,8.0,1,2020-11-03 20:00:08.199128
53,Lakeview Terrace,8.0,1,2020-11-03 20:00:08.199128
54,Lakewood,11.6,5,2020-11-03 20:00:08.199128
55,Lancaster,7.428571428571429,14,2020-11-03 20:00:08.199128
56,Lawndale,5.0,1,2020-11-03 20:00:08.199128
57,Lennox,8.0,3,2020-11-03 20:00:08.199128
58,Littlerock,7.0,3,2020-11-03 20:00:08.199128
59,Lomita,8.0,2,2020-11-03 20:00:08.199128
60,Long Beach,7.411764705882353,34,2020-11-03 20:00:08.199128
61,Los Angeles,6.8076923076923075,182,2020-11-03 20:00:08.199128
62,Los Angleles,8.0,1,2020-11-03 20:00:08.199128
63,Los Nietos,8.0,1,2020-11-03 20:00:08.199128
64,Lynwood,6.25,4,2020-11-03 20:00:08.199128
65,Malibu,8.0,3,2020-11-03 20:00:08.199128
66,Manhattan Beach,8.0,2,2020-11-03 20:00:08.199128
67,Marina Del Rey,8.0,1,2020-11-03 20:00:08.199128
68,Maywood,9.5,2,2020-11-03 20:00:08.199128
69,Mission Hills,15.0,2,2020-11-03 20:00:08.199128
70,Monrovia,8.0,3,2020-11-03 20:00:08.199128
71,Montebello,9.666666666666666,6,2020-11-03 20:00:08.199128
72,Monterey Park,8.0,5,2020-11-03 20:00:08.199128
73,Newhall,8.0,2,2020-11-03 20:00:08.199128
74,North Hills,7.666666666666667,3,2020-11-03 20:00:08.199128
75,North Hollywood,13.25,8,2020-11-03 20:00:08.199128
76,Northridge,6.0,5,2020-11-03 20:00:08.199128
77,Norwalk,7.818181818181818,11,2020-11-03 20:00:08.199128
78,Pacific Palisades,0.0,1,2020-11-03 20:00:08.199128
79,Pacoima,8.0,2,2020-11-03 20:00:08.199128
80,Palmdale,10.88888888888889,9,2020-11-03 20:00:08.199128
81,Palos Verdes Estates,8.0,2,2020-11-03 20:00:08.199128
82,Panorama City,15.0,2,2020-11-03 20:00:08.199128
83,Paramount,6.666666666666667,3,2020-11-03 20:00:08.199128
84,Pasadena,6.923076923076923,13,2020-11-03 20:00:08.199128
85,Pico Rivera,7.2,5,2020-11-03 20:00:08.199128
86,Playa Del Rey,8.0,1,2020-11-03 20:00:08.199128
87,Pomona,7.571428571428571,14,2020-11-03 20:00:08.199128
88,Porter Ranch,5.0,1,2020-11-03 20:00:08.199128
89,Quartz Hill,8.0,1,2020-11-03 20:00:08.199128
90,Rancho Palos Verdes,1.6666666666666667,3,2020-11-03 20:00:08.199128
91,Redondo Beach,7.571428571428571,7,2020-11-03 20:00:08.199128
92,Reseda,7.0,1,2020-11-03 20:00:08.199128
93,Rolling Hills Estates,9.333333333333334,3,2020-11-03 20:00:08.199128
94,Rosemead,7.6,5,2020-11-03 20:00:08.199128
95,Rowland Heights,6.857142857142857,7,2020-11-03 20:00:08.199128
96,San Dimas,8.0,1,2020-11-03 20:00:08.199128
97,San Fernando,8.0,5,2020-11-03 20:00:08.199128
98,San Gabriel,5.5,4,2020-11-03 20:00:08.199128
