,city,avg_wait_minutes,centers_count,time
0,Acton,8.0,5,2020-11-03 13:55:54.198906
1,Agoura Hills,6.25,4,2020-11-03 13:55:54.198906
2,Alhambra,6.5,2,2020-11-03 13:55:54.198906
3,Altadena,5.0,2,2020-11-03 13:55:54.198906
4,Arcadia,6.6,5,2020-11-03 13:55:54.198906
5,Arleta,8.0,1,2020-11-03 13:55:54.198906
6,Artesia,6.5,2,2020-11-03 13:55:54.198906
7,Avalon,8.0,1,2020-11-03 13:55:54.198906
8,Azusa,6.0,3,2020-11-03 13:55:54.198906
9,Baldwin Park,7.333333333333333,3,2020-11-03 13:55:54.198906
10,Bell,8.0,3,2020-11-03 13:55:54.198906
11,Bell Gardens,8.0,3,2020-11-03 13:55:54.198906
12,Bellflower,6.666666666666667,3,2020-11-03 13:55:54.198906
13,Beverly Hills,6.222222222222222,9,2020-11-03 13:55:54.198906
14,Burbank,7.25,8,2020-11-03 13:55:54.198906
15,Calabasas,7.0,3,2020-11-03 13:55:54.198906
16,Canoga Park,1.0,4,2020-11-03 13:55:54.198906
17,Canyon Country,8.0,1,2020-11-03 13:55:54.198906
18,Carson,7.2,10,2020-11-03 13:55:54.198906
19,Castaic,8.0,2,2020-11-03 13:55:54.198906
20,Cerritos,7.0,8,2020-11-03 13:55:54.198906
21,Chatsworth,8.0,2,2020-11-03 13:55:54.198906
22,City of Industry,2.0,2,2020-11-03 13:55:54.198906
23,Claremont,8.0,4,2020-11-03 13:55:54.198906
24,Commerce,8.0,1,2020-11-03 13:55:54.198906
25,Compton,5.363636363636363,11,2020-11-03 13:55:54.198906
26,Covina,6.75,4,2020-11-03 13:55:54.198906
27,Cudahy,18.0,1,2020-11-03 13:55:54.198906
28,Culver City,8.4,5,2020-11-03 13:55:54.198906
29,Diamond Bar,7.428571428571429,7,2020-11-03 13:55:54.198906
30,Downey,12.75,4,2020-11-03 13:55:54.198906
31,Duarte,8.0,2,2020-11-03 13:55:54.198906
32,El Monte,5.615384615384615,13,2020-11-03 13:55:54.198906
33,El Segundo,7.0,4,2020-11-03 13:55:54.198906
34,Gardena,8.0,6,2020-11-03 13:55:54.198906
35,Glendale,7.071428571428571,14,2020-11-03 13:55:54.198906
36,Glendora,5.75,4,2020-11-03 13:55:54.198906
37,Granada Hills,6.666666666666667,6,2020-11-03 13:55:54.198906
38,Hacienda Heights,8.0,6,2020-11-03 13:55:54.198906
39,Hawaiian Gardens,8.0,1,2020-11-03 13:55:54.198906
40,Hawthorne,5.875,8,2020-11-03 13:55:54.198906
41,Hermosa Beach,8.0,4,2020-11-03 13:55:54.198906
42,Hollywood,8.0,1,2020-11-03 13:55:54.198906
43,Huntington Park,3.0,4,2020-11-03 13:55:54.198906
44,Inglewood,5.846153846153846,13,2020-11-03 13:55:54.198906
45,Irwindale,8.0,1,2020-11-03 13:55:54.198906
46,La Canada Flintridge,8.0,1,2020-11-03 13:55:54.198906
47,La Crescenta,6.0,1,2020-11-03 13:55:54.198906
48,La Habra Heights,8.0,1,2020-11-03 13:55:54.198906
49,La Mirada,7.0,5,2020-11-03 13:55:54.198906
50,La Puente,7.2727272727272725,11,2020-11-03 13:55:54.198906
51,La Verne,2.0,1,2020-11-03 13:55:54.198906
52,Lake Los Angeles,8.0,1,2020-11-03 13:55:54.198906
53,Lakeview Terrace,8.0,1,2020-11-03 13:55:54.198906
54,Lakewood,7.8,5,2020-11-03 13:55:54.198906
55,Lancaster,6.071428571428571,14,2020-11-03 13:55:54.198906
56,Lawndale,8.0,1,2020-11-03 13:55:54.198906
57,Lennox,8.0,3,2020-11-03 13:55:54.198906
58,Littlerock,7.333333333333333,3,2020-11-03 13:55:54.198906
59,Lomita,6.0,2,2020-11-03 13:55:54.198906
60,Long Beach,6.088235294117647,34,2020-11-03 13:55:54.198906
61,Los Angeles,7.791208791208791,182,2020-11-03 13:55:54.198906
62,Los Angleles,8.0,1,2020-11-03 13:55:54.198906
63,Los Nietos,8.0,1,2020-11-03 13:55:54.198906
64,Lynwood,7.75,4,2020-11-03 13:55:54.198906
65,Malibu,5.333333333333333,3,2020-11-03 13:55:54.198906
66,Manhattan Beach,8.0,2,2020-11-03 13:55:54.198906
67,Marina Del Rey,8.0,1,2020-11-03 13:55:54.198906
68,Maywood,4.0,2,2020-11-03 13:55:54.198906
69,Mission Hills,5.5,2,2020-11-03 13:55:54.198906
70,Monrovia,4.0,3,2020-11-03 13:55:54.198906
71,Montebello,6.666666666666667,6,2020-11-03 13:55:54.198906
72,Monterey Park,6.4,5,2020-11-03 13:55:54.198906
73,Newhall,4.0,2,2020-11-03 13:55:54.198906
74,North Hills,7.333333333333333,3,2020-11-03 13:55:54.198906
75,North Hollywood,6.0,8,2020-11-03 13:55:54.198906
76,Northridge,5.8,5,2020-11-03 13:55:54.198906
77,Norwalk,7.545454545454546,11,2020-11-03 13:55:54.198906
78,Pacific Palisades,8.0,1,2020-11-03 13:55:54.198906
79,Pacoima,8.0,2,2020-11-03 13:55:54.198906
80,Palmdale,6.555555555555555,9,2020-11-03 13:55:54.198906
81,Palos Verdes Estates,8.0,2,2020-11-03 13:55:54.198906
82,Panorama City,12.0,2,2020-11-03 13:55:54.198906
83,Paramount,8.0,3,2020-11-03 13:55:54.198906
84,Pasadena,5.846153846153846,13,2020-11-03 13:55:54.198906
85,Pico Rivera,9.6,5,2020-11-03 13:55:54.198906
86,Playa Del Rey,8.0,1,2020-11-03 13:55:54.198906
87,Pomona,7.0,14,2020-11-03 13:55:54.198906
88,Porter Ranch,4.0,1,2020-11-03 13:55:54.198906
89,Quartz Hill,8.0,1,2020-11-03 13:55:54.198906
90,Rancho Palos Verdes,6.0,3,2020-11-03 13:55:54.198906
91,Redondo Beach,7.0,7,2020-11-03 13:55:54.198906
92,Reseda,11.0,1,2020-11-03 13:55:54.198906
93,Rolling Hills Estates,6.666666666666667,3,2020-11-03 13:55:54.198906
94,Rosemead,8.2,5,2020-11-03 13:55:54.198906
95,Rowland Heights,8.0,7,2020-11-03 13:55:54.198906
96,San Dimas,8.0,1,2020-11-03 13:55:54.198906
97,San Fernando,7.8,5,2020-11-03 13:55:54.198906
98,San Gabriel,7.5,4,2020-11-03 13:55:54.198906
99,San Marino,8.0,1,2020-11-03 13:55:54.198906
100,San Pedro,5.7272727272727275,11,2020-11-03 13:55:54.198906
101,Santa Clarita,6.6,10,2020-11-03 13:55:54.198906
102,Santa Fe Springs,5.0,2,2020-11-03 13:55:54.198906
103,Santa Monica,5.8,10,2020-11-03 13:55:54.198906
104,Saugus,4.0,1,2020-11-03 13:55:54.198906
105,Sherman Oaks,5.666666666666667,3,2020-11-03 13:55:54.198906
106,Sierra Madre,3.0,1,2020-11-03 13:55:54.198906
107,Signal Hill,0.0,1,2020-11-03 13:55:54.198906
108,South El Monte,8.0,1,2020-11-03 13:55:54.198906
109,South Gate,6.4,5,2020-11-03 13:55:54.198906
110,South Pasadena,8.0,2,2020-11-03 13:55:54.198906
111,Stevenson Ranch,4.0,1,2020-11-03 13:55:54.198906
112,Studio City,0.0,1,2020-11-03 13:55:54.198906
113,Sun Valley,5.333333333333333,3,2020-11-03 13:55:54.198906
114,Sun Village,8.0,1,2020-11-03 13:55:54.198906
115,Sunland,8.0,1,2020-11-03 13:55:54.198906
116,Sunland-Tujunga,8.0,1,2020-11-03 13:55:54.198906
117,Sylmar,7.0,3,2020-11-03 13:55:54.198906
118,Tarzana,7.666666666666667,3,2020-11-03 13:55:54.198906
119,Temple City,2.0,2,2020-11-03 13:55:54.198906
120,Topanga,5.333333333333333,3,2020-11-03 13:55:54.198906
121,Torrance,6.454545454545454,11,2020-11-03 13:55:54.198906
122,Tujunga,8.0,1,2020-11-03 13:55:54.198906
123,Universal City,8.0,1,2020-11-03 13:55:54.198906
124,Valencia,5.333333333333333,3,2020-11-03 13:55:54.198906
125,Valley Glen,8.0,1,2020-11-03 13:55:54.198906
126,Valley Village,8.0,2,2020-11-03 13:55:54.198906
