,city,avg_wait_minutes,centers_count,time
0,Acton,8.0,5,2020-11-03 13:40:31.424934
1,Agoura Hills,6.0,4,2020-11-03 13:40:31.424934
2,Alhambra,6.0,2,2020-11-03 13:40:31.424934
3,Altadena,6.0,2,2020-11-03 13:40:31.424934
4,Arcadia,4.4,5,2020-11-03 13:40:31.424934
5,Arleta,8.0,1,2020-11-03 13:40:31.424934
6,Artesia,6.0,2,2020-11-03 13:40:31.424934
7,Avalon,8.0,1,2020-11-03 13:40:31.424934
8,Azusa,6.666666666666667,3,2020-11-03 13:40:31.424934
9,Baldwin Park,6.666666666666667,3,2020-11-03 13:40:31.424934
10,Bell,8.0,3,2020-11-03 13:40:31.424934
11,Bell Gardens,8.333333333333334,3,2020-11-03 13:40:31.424934
12,Bellflower,5.0,3,2020-11-03 13:40:31.424934
13,Beverly Hills,5.0,9,2020-11-03 13:40:31.424934
14,Burbank,7.25,8,2020-11-03 13:40:31.424934
15,Calabasas,7.0,3,2020-11-03 13:40:31.424934
16,Canoga Park,1.25,4,2020-11-03 13:40:31.424934
17,Canyon Country,8.0,1,2020-11-03 13:40:31.424934
18,Carson,7.2,10,2020-11-03 13:40:31.424934
19,Castaic,6.5,2,2020-11-03 13:40:31.424934
20,Cerritos,7.0,8,2020-11-03 13:40:31.424934
21,Chatsworth,8.0,2,2020-11-03 13:40:31.424934
22,City of Industry,2.0,2,2020-11-03 13:40:31.424934
23,Claremont,8.0,4,2020-11-03 13:40:31.424934
24,Commerce,8.0,1,2020-11-03 13:40:31.424934
25,Compton,6.0,11,2020-11-03 13:40:31.424934
26,Covina,6.0,4,2020-11-03 13:40:31.424934
27,Cudahy,8.0,1,2020-11-03 13:40:31.424934
28,Culver City,7.4,5,2020-11-03 13:40:31.424934
29,Diamond Bar,8.0,7,2020-11-03 13:40:31.424934
30,Downey,11.0,4,2020-11-03 13:40:31.424934
31,Duarte,8.0,2,2020-11-03 13:40:31.424934
32,El Monte,5.846153846153846,13,2020-11-03 13:40:31.424934
33,El Segundo,6.0,4,2020-11-03 13:40:31.424934
34,Gardena,8.0,6,2020-11-03 13:40:31.424934
35,Glendale,6.357142857142857,14,2020-11-03 13:40:31.424934
36,Glendora,5.5,4,2020-11-03 13:40:31.424934
37,Granada Hills,8.0,6,2020-11-03 13:40:31.424934
38,Hacienda Heights,8.0,6,2020-11-03 13:40:31.424934
39,Hawaiian Gardens,8.0,1,2020-11-03 13:40:31.424934
40,Hawthorne,7.625,8,2020-11-03 13:40:31.424934
41,Hermosa Beach,8.0,4,2020-11-03 13:40:31.424934
42,Hollywood,8.0,1,2020-11-03 13:40:31.424934
43,Huntington Park,1.75,4,2020-11-03 13:40:31.424934
