,locationID,locationTypeCode,electionID,name,address,city,state,zipCode,hours,parkingArea,isActive,isCancelled,additionalInformation,votingPeriod,latitude,longitude,waitTime,waitTimeTS,earlyVotingOpenTimeInPT,earlyVotingCloseTimeInPT,electionDayOpenTimeInPT,electionDayCloseTimeInPT,isInEarlyVotingRange,isInElectionDayRange,isWaitTimeUpdated,isOpenButNotReported,showLocationClosed,electionDate,earlyVotingStartDate,earlyVotingEndtDate,fiveDayStartDate
137,7831,3,4193,Columbus Middle School,22250 Elkwood St,Canoga Park,CA,91304,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Library,5,34.211901,-118.611955,6,2020-11-03T09:00:04.497,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
138,14660,3,4193,Community Christian Church,10193 Tujunga Canyon Blvd,Tujunga,CA,91042,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Coffee House and Sanctuary,5,34.251043,-118.290791,8,2020-11-03T09:00:04.823,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
139,12880,3,4193,Community Church of Los Angeles,10611 S Hoover St,Los Angeles,CA,90044,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Fellowship Hall,5,33.939497,-118.287206,7,2020-11-03T09:00:04.59,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
140,14060,3,4193,Compton College,1111 E Artesia Blvd,Compton,CA,90221,"10/24 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Gymnasium,11,33.877393,-118.209863,8,2020-11-03T09:00:04.653,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
141,14653,3,4193,Coolidge Elementary School,421 N Mission Dr,San Gabriel,CA,91775,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Cafeteria,5,34.109038,-118.111637,8,2020-11-03T09:00:04.823,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
142,3577,3,4193,Cortada Elementary School,3111 Potrero Ave,El Monte,CA,91733,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Multi-Purpose Room,5,34.065369,-118.056769,8,2020-11-03T09:00:04.433,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
143,5340,3,4193,Cortez Park Community and Senior Center,2501 E Cortez St,West Covina,CA,91791,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,North Wing,5,34.064628,-117.892099,8,2020-11-03T09:00:04.467,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
144,14301,3,4193,Corvallis Middle School,11032 Leffingwell Rd,Norwalk,CA,90650,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Multi-Purpose Room,5,33.90688,-118.097858,8,2020-11-03T09:00:04.73,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
145,14592,3,4193,Courtyard by Marriott LA West Side,6333 Bristol Pkwy,Culver City,CA,90230,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Palisades Room,5,33.981736,-118.392394,0,2020-11-03T09:00:04.81,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
146,14235,3,4193,Courtyard Thousand Oaks - Agoura Hills,29505 Agoura Rd,Agoura Hills,CA,91301,"10/24 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Ocaso Ballroom and Sierra Ballroom,11,34.145214,-118.769285,8,2020-11-03T09:00:04.73,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
147,10995,3,4193,Covina Senior and Community Center,815 N Barranca Ave,Covina,CA,91723,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,"California Rooms 1, 2 and 3",5,34.094244,-117.88233,4,2020-11-03T09:00:04.56,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
148,10993,3,4193,Covina Woman's Club,128 S San Jose Ave,Covina,CA,91723,"10/24 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Hall,11,34.085136,-117.883164,5,2020-11-03T09:00:04.543,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
149,11729,3,4193,Crenshaw High School,5010 11th Ave,Los Angeles,CA,90043,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,South Side Gymnasium,5,33.996948,-118.328985,8,2020-11-03T09:00:04.56,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
150,14556,3,4193,Crescenta Valley High School,2900 Community Ave,La Crescenta,CA,91214,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Varsity Gymnasium,5,34.223659,-118.24221,4,2020-11-03T09:00:04.79,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
151,395,3,4193,Crowther Teen and Family Center,241 W Dawson Ave,Glendora,CA,91741,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Gymnasium,5,34.117628,-117.866698,8,2020-11-03T09:00:04.37,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
152,14159,3,4193,Crozier Middle School,120 W Regent St,Inglewood,CA,90301,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Gymnasium,5,33.963881,-118.356303,0,2020-11-03T09:00:04.697,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
153,14198,3,4193,Culver City Julian Dixon Library,4975 Overland Ave,Culver City,CA,90230,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Homework Center and Meeting Room,5,34.007504,-118.39715,8,2020-11-03T09:00:04.713,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
154,14528,3,4193,Curtiss Middle School,1254 E Helmick St,Carson,CA,90746,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Gymnasium,5,33.851154,-118.250718,0,2020-11-03T09:00:04.777,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
155,11742,3,4193,Cyrus J Morris Elementary School,19875 E Calle Baja Dr,Walnut,CA,91789,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Multi-Purpose Room,5,34.012429,-117.867932,8,2020-11-03T09:00:04.56,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
156,7153,3,4193,D D Johnston Elementary School,13421 Fairford Ave,Norwalk,CA,90650,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Multi-Purpose Room,5,33.909011,-118.096216,8,2020-11-03T09:00:04.497,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
157,3747,3,4193,Dae Hueng Korean Presbyterian Church,15411 S Figueroa St,Gardena,CA,90248,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Garage Warehouse,5,33.891393,-118.283168,8,2020-11-03T09:00:04.433,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
158,14160,3,4193,Dan Diaz Recreation Center,16053 Calle De Paseo,Irwindale,CA,91706,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Gymnasium,5,34.103816,-117.932654,3,2020-11-03T09:00:04.697,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
159,4484,3,4193,Dana Middle School,5504 W 135th St,Hawthorne,CA,90250,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Multi-Purpose Room,5,33.909387,-118.376674,4,2020-11-03T09:00:04.45,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
160,1855,3,4193,Daniel Webster Middle School,11330 Graham Pl,Los Angeles,CA,90064,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Multi-Purpose Room,5,34.029775,-118.435319,8,2020-11-03T09:00:04.387,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
161,14305,3,4193,Dapple Gray Elementary School,3011 Palos Verdes Dr N,Rolling Hills Estates,CA,90274,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Multi-Purpose Room,5,33.772964,-118.33878,7,2020-11-03T09:00:04.73,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
162,13845,3,4193,Darby Park,3400 W Arbor Vitae St,Inglewood,CA,90305,"10/24 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Gymnasium,11,33.953131,-118.329541,0,2020-11-03T09:00:04.623,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
163,2328,3,4193,Del Aire Park,12601 Isis Ave,Hawthorne,CA,90250,"10/24 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Gymnasium,11,33.91821,-118.374868,8,2020-11-03T09:00:04.4,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
164,14309,3,4193,DEL Records and Sony Music Latin,6400 Garfield Ave,Bell Gardens,CA,90201,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Main Building,5,33.973147,-118.146866,8,2020-11-03T09:00:04.73,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
165,14064,3,4193,Destiny Christian Center International,44628 10th Street West,Lancaster,CA,93534,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Admen Room,5,34.695066,-118.148013,8,2020-11-03T09:00:04.653,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
166,13903,3,4193,Diamond Bar Center,1600 Grand Ave,Diamond Bar,CA,91765,"10/24 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Grand Ballroom,11,33.99869,-117.797691,8,2020-11-03T09:00:04.64,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
167,3968,3,4193,Diamond Bar City Hall,21810 Copley Dr,Diamond Bar,CA,91765,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Windmill Room,5,33.999104,-117.830657,8,2020-11-03T09:00:04.433,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
168,14546,3,4193,Diamond Bar High School,21400 Pathfinder Rd,Diamond Bar,CA,91765,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Gymnasium,5,33.982514,-117.839035,8,2020-11-03T09:00:04.79,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
169,1926,3,4193,Disabled American Veterans #73,6543 Corbin Ave,Woodland Hills,CA,91367,"10/24 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Meeting Room,11,34.189851,-118.563984,8,2020-11-03T09:00:04.387,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
170,11055,3,4193,Dockweiler Youth Center,12505 Vista del Mar,Playa Del Rey,CA,90293,"10/24 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,"Community Rooms A, B and C",11,33.922277,-118.431725,8,2020-11-03T09:00:04.56,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
171,14161,3,4193,Dodger Stadium,1000 Vin Scully Ave,Los Angeles,CA,90012,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Outdoor - Upper Deck,5,34.072511,-118.246737,8,2020-11-03T09:00:04.697,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
172,14061,3,4193,Dollarhide Health Center,1108 N Oleander Ave,Compton,CA,90222,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Compton Youthbuild,5,33.903467,-118.230026,8,2020-11-03T09:00:04.653,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
173,14529,3,4193,Dominguez Elementary School,21250 S Santa Fe Ave,Carson,CA,90810,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Multi-Purpose Room,5,33.836293,-118.214931,8,2020-11-03T09:00:04.777,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
174,14164,3,4193,DoubleTree by Hilton LA Downtown,120 S Los Angeles St,Los Angeles,CA,90012,"10/24 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Golden Ballroom and California Ballroom,11,34.05092,-118.242624,8,2020-11-03T09:00:04.697,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
175,14163,3,4193,DoubleTree by Hilton LAX - El Segundo,1985 East Grand Ave,El Segundo,CA,90245,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Pacific Ballroom,5,33.919761,-118.3918,8,2020-11-03T09:00:04.697,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
176,14515,3,4193,DoubleTree San Pedro Port of LA,2800 Via Cabrillo-Marina,San Pedro,CA,90731,"10/24 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Madeo Ballroom,11,33.718616,-118.2821,5,2020-11-03T09:00:04.777,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
177,14165,3,4193,Dr Ronald E McNair Elementary School,1450 W El Segundo Blvd,Compton,CA,90221,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Multi-Purpose Room,5,33.916161,-118.246984,8,2020-11-03T09:00:04.7,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
178,6503,3,4193,Drake Park,951 Maine Ave,Long Beach,CA,90813,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Social Hall,5,33.778192,-118.201363,8,2020-11-03T09:00:04.48,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
179,13811,3,4193,Duarte High School,1565 E Central Ave,Duarte,CA,91010,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Gymnasium,5,34.136514,-117.971666,8,2020-11-03T09:00:04.607,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
180,4374,3,4193,Durfee Elementary School,4220 Durfee Ave,Pico Rivera,CA,90660,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Cafe/Auditorium and Staff Room,5,34.01226,-118.075315,0,2020-11-03T09:00:04.45,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
181,3155,3,4193,E Whittier United Methodist Church,10005 Cole Rd,Whittier,CA,90603,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Greer Hall,5,33.946072,-118.006312,8,2020-11-03T09:00:04.42,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
182,14578,3,4193,Eagle Rock Elementary School,2057 Fair Park Ave,Los Angeles,CA,90041,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Multi-Purpose Room,5,34.135935,-118.21284,8,2020-11-03T09:00:04.79,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
183,1478,3,4193,Eagle Rock Plaza,2700 Colorado Blvd,Los Angeles,CA,90041,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Room 108,5,34.141415,-118.226737,3,2020-11-03T09:00:04.387,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
184,379,3,4193,Eagle Rock Recreation Center,1100 Eagle Vista Dr,Los Angeles,CA,90041,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Gymnasium,5,34.142936,-118.188069,8,2020-11-03T09:00:04.37,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
185,8782,3,4193,East LA Rising Youth Club,324 N McDonnell Ave,Los Angeles,CA,90022,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Gymnasium,5,34.039391,-118.166795,8,2020-11-03T09:00:04.513,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
186,11770,3,4193,East Los Angeles College,1301 Avenida Cesar Chavez,Monterey Park,CA,91754,"10/24 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Music Bldg - Room 121,11,34.040569,-118.149812,8,2020-11-03T09:00:04.56,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
187,14315,3,4193,East Los Angeles Library,4837 E 3rd St,Los Angeles,CA,90022,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Meeting Room and Childrens Area/Lobby,5,34.034019,-118.159911,8,2020-11-03T09:00:04.743,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
188,9389,3,4193,East Rancho Dominguez Park,15116 S Atlantic Ave,Compton,CA,90221,"10/24 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Gymnasium,11,33.895482,-118.192912,8,2020-11-03T09:00:04.53,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
189,12986,3,4193,East Whittier Middle School,14421 Whittier Blvd,Whittier,CA,90605,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Gymnasium,5,33.954927,-118.016393,0,2020-11-03T09:00:04.59,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
190,14770,3,4193,Eastmont Community Center,701 Hoefner Ave,Los Angeles,CA,90022,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,"Room A, B, and C",5,34.021179,-118.150134,8,2020-11-03T09:00:04.823,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
191,13991,3,4193,Eastside High School,3200 East Avenue J 8,Lancaster,CA,93535,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Gymnasium,5,34.68249,-118.070953,4,2020-11-03T09:00:04.64,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
192,13957,3,4193,Echo Community Center,313 Patton St,Los Angeles,CA,90026,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Gymnasium,5,34.065605,-118.259064,7,2020-11-03T09:00:04.64,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
193,10862,3,4193,Edgewood Academy Elementary School,14135 Fairgrove Ave,La Puente,CA,91746,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Cafeteria,5,34.055778,-117.967983,8,2020-11-03T09:00:04.543,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
194,1377,3,4193,El Camino Community College,16007 Crenshaw Blvd,Torrance,CA,90506,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,East Dining Room,5,33.885546,-118.32736,8,2020-11-03T09:00:04.387,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
195,2636,3,4193,El Camino High School,14625 Keese Dr,Whittier,CA,90604,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Multi-Purpose Room,5,33.919889,-118.019313,8,2020-11-03T09:00:04.42,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
196,14316,3,4193,El Camino Real Charter High School,5440 Valley Circle Blvd,Woodland Hills,CA,91367,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Anderson Hall,5,34.169537,-118.643069,4,2020-11-03T09:00:04.743,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
197,11791,3,4193,El Hussein Community Center,4313 Gage Ave,Bell,CA,90201,"10/24 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Youth Center,11,33.97875,-118.190961,8,2020-11-03T09:00:04.577,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
198,423,3,4193,El Monte Community Center,3130 Tyler Ave,El Monte,CA,91731,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Grace T Black Auditorium,5,34.06572,-118.035218,8,2020-11-03T09:00:04.37,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
199,13395,3,4193,El Monte Station (LA Metro),3501 Santa Anita Ave,El Monte,CA,91731,"10/24 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Retail Space,11,34.071523,-118.044612,8,2020-11-03T09:00:04.607,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
200,12476,3,4193,El Roble Intermediate School,665 N Mountain Ave,Claremont,CA,91711,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Multi-Purpose Room,5,34.099528,-117.729833,8,2020-11-03T09:00:04.577,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
201,14481,3,4193,El Segundo Teen Center,405 East Grand Ave,El Segundo,CA,90245,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Recreation Room,5,33.91977,-118.412049,8,2020-11-03T09:00:04.76,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
202,1732,3,4193,Elizabeth Learning Center,4811 Elizabeth St,Cudahy,CA,90201,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Multi-Purpose Room,5,33.963156,-118.182956,8,2020-11-03T09:00:04.387,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
203,14318,3,4193,Elks Lodge 2190,20925 Osborne St,Canoga Park,CA,91304,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Main Hall,5,34.233451,-118.589497,8,2020-11-03T09:00:04.743,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
204,9291,3,4193,Elysian Masonic Lodge,1900 N Vermont Ave,Los Angeles,CA,90027,"10/30 - 11/02: 10:00 AM to 7:00 PM, 11/03: 7:00 AM to 8:00 PM ",,,,Dining Room,5,34.105615,-118.29161,8,2020-11-03T09:00:04.53,,,,,False,True,True,False,False,2020-11-03T00:00:00,2020-10-24T00:00:00,2020-11-02T00:00:00,2020-10-30T00:00:00
