,city,avg_wait_minutes,centers_count,time
0,Acton,8.0,5,2020-11-03 13:48:34.991877
1,Agoura Hills,6.25,4,2020-11-03 13:48:34.991877
2,Alhambra,6.5,2,2020-11-03 13:48:34.991877
3,Altadena,5.0,2,2020-11-03 13:48:34.991877
4,Arcadia,6.6,5,2020-11-03 13:48:34.991877
5,Arleta,8.0,1,2020-11-03 13:48:34.991877
6,Artesia,6.5,2,2020-11-03 13:48:34.991877
7,Avalon,8.0,1,2020-11-03 13:48:34.991877
8,Azusa,6.0,3,2020-11-03 13:48:34.991877
9,Baldwin Park,7.333333333333333,3,2020-11-03 13:48:34.991877
10,Bell,8.0,3,2020-11-03 13:48:34.991877
11,Bell Gardens,8.0,3,2020-11-03 13:48:34.991877
12,Bellflower,6.666666666666667,3,2020-11-03 13:48:34.991877
13,Beverly Hills,6.222222222222222,9,2020-11-03 13:48:34.991877
14,Burbank,7.25,8,2020-11-03 13:48:34.991877
15,Calabasas,7.0,3,2020-11-03 13:48:34.991877
16,Canoga Park,1.0,4,2020-11-03 13:48:34.991877
17,Canyon Country,8.0,1,2020-11-03 13:48:34.991877
18,Carson,7.2,10,2020-11-03 13:48:34.991877
19,Castaic,8.0,2,2020-11-03 13:48:34.991877
20,Cerritos,7.0,8,2020-11-03 13:48:34.991877
21,Chatsworth,8.0,2,2020-11-03 13:48:34.991877
22,City of Industry,2.0,2,2020-11-03 13:48:34.991877
23,Claremont,8.0,4,2020-11-03 13:48:34.991877
24,Commerce,8.0,1,2020-11-03 13:48:34.991877
25,Compton,5.363636363636363,11,2020-11-03 13:48:34.991877
26,Covina,6.75,4,2020-11-03 13:48:34.991877
27,Cudahy,18.0,1,2020-11-03 13:48:34.991877
28,Culver City,8.4,5,2020-11-03 13:48:34.991877
29,Diamond Bar,7.428571428571429,7,2020-11-03 13:48:34.991877
30,Downey,12.75,4,2020-11-03 13:48:34.991877
31,Duarte,8.0,2,2020-11-03 13:48:34.991877
32,El Monte,5.615384615384615,13,2020-11-03 13:48:34.991877
33,El Segundo,7.0,4,2020-11-03 13:48:34.991877
34,Gardena,8.0,6,2020-11-03 13:48:34.991877
35,Glendale,7.071428571428571,14,2020-11-03 13:48:34.991877
36,Glendora,5.75,4,2020-11-03 13:48:34.991877
37,Granada Hills,6.666666666666667,6,2020-11-03 13:48:34.991877
38,Hacienda Heights,8.0,6,2020-11-03 13:48:34.991877
39,Hawaiian Gardens,8.0,1,2020-11-03 13:48:34.991877
40,Hawthorne,5.875,8,2020-11-03 13:48:34.991877
41,Hermosa Beach,8.0,4,2020-11-03 13:48:34.991877
42,Hollywood,8.0,1,2020-11-03 13:48:34.991877
43,Huntington Park,3.0,4,2020-11-03 13:48:34.991877
44,Inglewood,5.846153846153846,13,2020-11-03 13:48:34.991877
45,Irwindale,8.0,1,2020-11-03 13:48:34.991877
46,La Canada Flintridge,8.0,1,2020-11-03 13:48:34.991877
47,La Crescenta,6.0,1,2020-11-03 13:48:34.991877
48,La Habra Heights,8.0,1,2020-11-03 13:48:34.991877
49,La Mirada,7.0,5,2020-11-03 13:48:34.991877
50,La Puente,7.2727272727272725,11,2020-11-03 13:48:34.991877
51,La Verne,2.0,1,2020-11-03 13:48:34.991877
52,Lake Los Angeles,8.0,1,2020-11-03 13:48:34.991877
53,Lakeview Terrace,8.0,1,2020-11-03 13:48:34.991877
54,Lakewood,7.8,5,2020-11-03 13:48:34.991877
55,Lancaster,6.071428571428571,14,2020-11-03 13:48:34.991877
56,Lawndale,8.0,1,2020-11-03 13:48:34.991877
57,Lennox,8.0,3,2020-11-03 13:48:34.991877
58,Littlerock,7.333333333333333,3,2020-11-03 13:48:34.991877
59,Lomita,6.0,2,2020-11-03 13:48:34.991877
60,Long Beach,6.088235294117647,34,2020-11-03 13:48:34.991877
61,Los Angeles,7.791208791208791,182,2020-11-03 13:48:34.991877
62,Los Angleles,8.0,1,2020-11-03 13:48:34.991877
63,Los Nietos,8.0,1,2020-11-03 13:48:34.991877
64,Lynwood,7.75,4,2020-11-03 13:48:34.991877
65,Malibu,5.333333333333333,3,2020-11-03 13:48:34.991877
66,Manhattan Beach,8.0,2,2020-11-03 13:48:34.991877
67,Marina Del Rey,8.0,1,2020-11-03 13:48:34.991877
68,Maywood,4.0,2,2020-11-03 13:48:34.991877
69,Mission Hills,5.5,2,2020-11-03 13:48:34.991877
70,Monrovia,4.0,3,2020-11-03 13:48:34.991877
71,Montebello,6.666666666666667,6,2020-11-03 13:48:34.991877
72,Monterey Park,6.4,5,2020-11-03 13:48:34.991877
73,Newhall,4.0,2,2020-11-03 13:48:34.991877
74,North Hills,7.333333333333333,3,2020-11-03 13:48:34.991877
75,North Hollywood,6.0,8,2020-11-03 13:48:34.991877
76,Northridge,5.8,5,2020-11-03 13:48:34.991877
77,Norwalk,7.545454545454546,11,2020-11-03 13:48:34.991877
78,Pacific Palisades,8.0,1,2020-11-03 13:48:34.991877
79,Pacoima,8.0,2,2020-11-03 13:48:34.991877
80,Palmdale,6.555555555555555,9,2020-11-03 13:48:34.991877
81,Palos Verdes Estates,8.0,2,2020-11-03 13:48:34.991877
82,Panorama City,12.0,2,2020-11-03 13:48:34.991877
83,Paramount,8.0,3,2020-11-03 13:48:34.991877
84,Pasadena,5.846153846153846,13,2020-11-03 13:48:34.991877
85,Pico Rivera,9.6,5,2020-11-03 13:48:34.991877
86,Playa Del Rey,8.0,1,2020-11-03 13:48:34.991877
87,Pomona,7.0,14,2020-11-03 13:48:34.991877
88,Porter Ranch,4.0,1,2020-11-03 13:48:34.991877
89,Quartz Hill,8.0,1,2020-11-03 13:48:34.991877
90,Rancho Palos Verdes,6.0,3,2020-11-03 13:48:34.991877
91,Redondo Beach,7.0,7,2020-11-03 13:48:34.991877
92,Reseda,11.0,1,2020-11-03 13:48:34.991877
93,Rolling Hills Estates,6.666666666666667,3,2020-11-03 13:48:34.991877
94,Rosemead,8.2,5,2020-11-03 13:48:34.991877
95,Rowland Heights,8.0,7,2020-11-03 13:48:34.991877
96,San Dimas,8.0,1,2020-11-03 13:48:34.991877
97,San Fernando,7.8,5,2020-11-03 13:48:34.991877
98,San Gabriel,7.5,4,2020-11-03 13:48:34.991877
99,San Marino,8.0,1,2020-11-03 13:48:34.991877
100,San Pedro,5.7272727272727275,11,2020-11-03 13:48:34.991877
101,Santa Clarita,6.6,10,2020-11-03 13:48:34.991877
102,Santa Fe Springs,5.0,2,2020-11-03 13:48:34.991877
103,Santa Monica,5.8,10,2020-11-03 13:48:34.991877
104,Saugus,4.0,1,2020-11-03 13:48:34.991877
105,Sherman Oaks,5.666666666666667,3,2020-11-03 13:48:34.991877
106,Sierra Madre,3.0,1,2020-11-03 13:48:34.991877
107,Signal Hill,0.0,1,2020-11-03 13:48:34.991877
108,South El Monte,8.0,1,2020-11-03 13:48:34.991877
109,South Gate,6.4,5,2020-11-03 13:48:34.991877
110,South Pasadena,8.0,2,2020-11-03 13:48:34.991877
111,Stevenson Ranch,4.0,1,2020-11-03 13:48:34.991877
112,Studio City,0.0,1,2020-11-03 13:48:34.991877
113,Sun Valley,5.333333333333333,3,2020-11-03 13:48:34.991877
114,Sun Village,8.0,1,2020-11-03 13:48:34.991877
115,Sunland,8.0,1,2020-11-03 13:48:34.991877
116,Sunland-Tujunga,8.0,1,2020-11-03 13:48:34.991877
117,Sylmar,7.0,3,2020-11-03 13:48:34.991877
118,Tarzana,7.666666666666667,3,2020-11-03 13:48:34.991877
119,Temple City,2.0,2,2020-11-03 13:48:34.991877
120,Topanga,5.333333333333333,3,2020-11-03 13:48:34.991877
121,Torrance,6.454545454545454,11,2020-11-03 13:48:34.991877
122,Tujunga,8.0,1,2020-11-03 13:48:34.991877
123,Universal City,8.0,1,2020-11-03 13:48:34.991877
124,Valencia,5.333333333333333,3,2020-11-03 13:48:34.991877
125,Valley Glen,8.0,1,2020-11-03 13:48:34.991877
126,Valley Village,8.0,2,2020-11-03 13:48:34.991877
127,Van Nuys,6.5,8,2020-11-03 13:48:34.991877
