,city,avg_wait_minutes,centers_count,time
0,Acton,8.0,5,2020-11-03 13:52:15.878875
1,Agoura Hills,6.25,4,2020-11-03 13:52:15.878875
2,Alhambra,6.5,2,2020-11-03 13:52:15.878875
3,Altadena,5.0,2,2020-11-03 13:52:15.878875
4,Arcadia,6.6,5,2020-11-03 13:52:15.878875
5,Arleta,8.0,1,2020-11-03 13:52:15.878875
6,Artesia,6.5,2,2020-11-03 13:52:15.878875
7,Avalon,8.0,1,2020-11-03 13:52:15.878875
8,Azusa,6.0,3,2020-11-03 13:52:15.878875
9,Baldwin Park,7.333333333333333,3,2020-11-03 13:52:15.878875
10,Bell,8.0,3,2020-11-03 13:52:15.878875
11,Bell Gardens,8.0,3,2020-11-03 13:52:15.878875
12,Bellflower,6.666666666666667,3,2020-11-03 13:52:15.878875
13,Beverly Hills,6.222222222222222,9,2020-11-03 13:52:15.878875
14,Burbank,7.25,8,2020-11-03 13:52:15.878875
15,Calabasas,7.0,3,2020-11-03 13:52:15.878875
16,Canoga Park,1.0,4,2020-11-03 13:52:15.878875
17,Canyon Country,8.0,1,2020-11-03 13:52:15.878875
18,Carson,7.2,10,2020-11-03 13:52:15.878875
19,Castaic,8.0,2,2020-11-03 13:52:15.878875
20,Cerritos,7.0,8,2020-11-03 13:52:15.878875
21,Chatsworth,8.0,2,2020-11-03 13:52:15.878875
22,City of Industry,2.0,2,2020-11-03 13:52:15.878875
23,Claremont,8.0,4,2020-11-03 13:52:15.878875
24,Commerce,8.0,1,2020-11-03 13:52:15.878875
25,Compton,5.363636363636363,11,2020-11-03 13:52:15.878875
26,Covina,6.75,4,2020-11-03 13:52:15.878875
27,Cudahy,18.0,1,2020-11-03 13:52:15.878875
28,Culver City,8.4,5,2020-11-03 13:52:15.878875
29,Diamond Bar,7.428571428571429,7,2020-11-03 13:52:15.878875
30,Downey,12.75,4,2020-11-03 13:52:15.878875
31,Duarte,8.0,2,2020-11-03 13:52:15.878875
32,El Monte,5.615384615384615,13,2020-11-03 13:52:15.878875
33,El Segundo,7.0,4,2020-11-03 13:52:15.878875
34,Gardena,8.0,6,2020-11-03 13:52:15.878875
35,Glendale,7.071428571428571,14,2020-11-03 13:52:15.878875
36,Glendora,5.75,4,2020-11-03 13:52:15.878875
37,Granada Hills,6.666666666666667,6,2020-11-03 13:52:15.878875
38,Hacienda Heights,8.0,6,2020-11-03 13:52:15.878875
39,Hawaiian Gardens,8.0,1,2020-11-03 13:52:15.878875
40,Hawthorne,5.875,8,2020-11-03 13:52:15.878875
41,Hermosa Beach,8.0,4,2020-11-03 13:52:15.878875
42,Hollywood,8.0,1,2020-11-03 13:52:15.878875
43,Huntington Park,3.0,4,2020-11-03 13:52:15.878875
44,Inglewood,5.846153846153846,13,2020-11-03 13:52:15.878875
45,Irwindale,8.0,1,2020-11-03 13:52:15.878875
46,La Canada Flintridge,8.0,1,2020-11-03 13:52:15.878875
47,La Crescenta,6.0,1,2020-11-03 13:52:15.878875
48,La Habra Heights,8.0,1,2020-11-03 13:52:15.878875
49,La Mirada,7.0,5,2020-11-03 13:52:15.878875
50,La Puente,7.2727272727272725,11,2020-11-03 13:52:15.878875
51,La Verne,2.0,1,2020-11-03 13:52:15.878875
52,Lake Los Angeles,8.0,1,2020-11-03 13:52:15.878875
53,Lakeview Terrace,8.0,1,2020-11-03 13:52:15.878875
54,Lakewood,7.8,5,2020-11-03 13:52:15.878875
55,Lancaster,6.071428571428571,14,2020-11-03 13:52:15.878875
56,Lawndale,8.0,1,2020-11-03 13:52:15.878875
57,Lennox,8.0,3,2020-11-03 13:52:15.878875
58,Littlerock,7.333333333333333,3,2020-11-03 13:52:15.878875
59,Lomita,6.0,2,2020-11-03 13:52:15.878875
60,Long Beach,6.088235294117647,34,2020-11-03 13:52:15.878875
61,Los Angeles,7.791208791208791,182,2020-11-03 13:52:15.878875
62,Los Angleles,8.0,1,2020-11-03 13:52:15.878875
63,Los Nietos,8.0,1,2020-11-03 13:52:15.878875
64,Lynwood,7.75,4,2020-11-03 13:52:15.878875
65,Malibu,5.333333333333333,3,2020-11-03 13:52:15.878875
66,Manhattan Beach,8.0,2,2020-11-03 13:52:15.878875
67,Marina Del Rey,8.0,1,2020-11-03 13:52:15.878875
68,Maywood,4.0,2,2020-11-03 13:52:15.878875
69,Mission Hills,5.5,2,2020-11-03 13:52:15.878875
70,Monrovia,4.0,3,2020-11-03 13:52:15.878875
71,Montebello,6.666666666666667,6,2020-11-03 13:52:15.878875
72,Monterey Park,6.4,5,2020-11-03 13:52:15.878875
73,Newhall,4.0,2,2020-11-03 13:52:15.878875
74,North Hills,7.333333333333333,3,2020-11-03 13:52:15.878875
75,North Hollywood,6.0,8,2020-11-03 13:52:15.878875
76,Northridge,5.8,5,2020-11-03 13:52:15.878875
77,Norwalk,7.545454545454546,11,2020-11-03 13:52:15.878875
78,Pacific Palisades,8.0,1,2020-11-03 13:52:15.878875
79,Pacoima,8.0,2,2020-11-03 13:52:15.878875
80,Palmdale,6.555555555555555,9,2020-11-03 13:52:15.878875
81,Palos Verdes Estates,8.0,2,2020-11-03 13:52:15.878875
82,Panorama City,12.0,2,2020-11-03 13:52:15.878875
83,Paramount,8.0,3,2020-11-03 13:52:15.878875
84,Pasadena,5.846153846153846,13,2020-11-03 13:52:15.878875
85,Pico Rivera,9.6,5,2020-11-03 13:52:15.878875
86,Playa Del Rey,8.0,1,2020-11-03 13:52:15.878875
87,Pomona,7.0,14,2020-11-03 13:52:15.878875
88,Porter Ranch,4.0,1,2020-11-03 13:52:15.878875
89,Quartz Hill,8.0,1,2020-11-03 13:52:15.878875
