,zipCode,waitTime,time
0,90001,8.0,2020-11-03 10:39:38.626698
1,90002,6.666666666666667,2020-11-03 10:39:38.626698
2,90003,8.0,2020-11-03 10:39:38.626698
3,90004,6.75,2020-11-03 10:39:38.626698
4,90005,8.0,2020-11-03 10:39:38.626698
5,90006,8.0,2020-11-03 10:39:38.626698
6,90007,6.666666666666667,2020-11-03 10:39:38.626698
7,90008,6.0,2020-11-03 10:39:38.626698
8,90010,6.5,2020-11-03 10:39:38.626698
9,90011,13.0,2020-11-03 10:39:38.626698
10,90012,8.0,2020-11-03 10:39:38.626698
11,90013,8.0,2020-11-03 10:39:38.626698
12,90015,7.0,2020-11-03 10:39:38.626698
13,90016,6.0,2020-11-03 10:39:38.626698
14,90017,8.0,2020-11-03 10:39:38.626698
15,90018,6.666666666666667,2020-11-03 10:39:38.626698
16,90019,8.0,2020-11-03 10:39:38.626698
17,90020,8.0,2020-11-03 10:39:38.626698
18,90022,8.0,2020-11-03 10:39:38.626698
19,90023,5.0,2020-11-03 10:39:38.626698
20,90024,7.0,2020-11-03 10:39:38.626698
21,90025,5.333333333333333,2020-11-03 10:39:38.626698
22,90026,1.0,2020-11-03 10:39:38.626698
23,90027,8.0,2020-11-03 10:39:38.626698
24,90028,4.666666666666667,2020-11-03 10:39:38.626698
25,90029,5.25,2020-11-03 10:39:38.626698
26,90031,8.0,2020-11-03 10:39:38.626698
27,90032,8.0,2020-11-03 10:39:38.626698
28,90033,5.75,2020-11-03 10:39:38.626698
29,90034,5.5,2020-11-03 10:39:38.626698
30,90035,6.0,2020-11-03 10:39:38.626698
31,90036,8.0,2020-11-03 10:39:38.626698
32,90037,5.5,2020-11-03 10:39:38.626698
33,90038,8.0,2020-11-03 10:39:38.626698
34,90039,8.0,2020-11-03 10:39:38.626698
35,90040,8.0,2020-11-03 10:39:38.626698
36,90041,5.6,2020-11-03 10:39:38.626698
37,90042,4.0,2020-11-03 10:39:38.626698
38,90043,7.0,2020-11-03 10:39:38.626698
39,90044,7.25,2020-11-03 10:39:38.626698
40,90045,4.333333333333333,2020-11-03 10:39:38.626698
41,90046,6.8,2020-11-03 10:39:38.626698
42,90047,8.0,2020-11-03 10:39:38.626698
43,90049,1.5,2020-11-03 10:39:38.626698
44,90057,6.5,2020-11-03 10:39:38.626698
45,90058,8.0,2020-11-03 10:39:38.626698
46,90059,7.375,2020-11-03 10:39:38.626698
47,90061,8.0,2020-11-03 10:39:38.626698
48,90062,2.0,2020-11-03 10:39:38.626698
49,90063,8.0,2020-11-03 10:39:38.626698
50,90064,8.0,2020-11-03 10:39:38.626698
51,90065,5.333333333333333,2020-11-03 10:39:38.626698
52,90066,6.0,2020-11-03 10:39:38.626698
53,90067,8.0,2020-11-03 10:39:38.626698
54,90068,4.0,2020-11-03 10:39:38.626698
55,90069,8.0,2020-11-03 10:39:38.626698
56,90071,8.0,2020-11-03 10:39:38.626698
57,90089,6.0,2020-11-03 10:39:38.626698
58,90095,8.0,2020-11-03 10:39:38.626698
59,90201,11.857142857142858,2020-11-03 10:39:38.626698
60,90210,7.2,2020-11-03 10:39:38.626698
61,90211,5.333333333333333,2020-11-03 10:39:38.626698
62,90212,5.0,2020-11-03 10:39:38.626698
63,90220,8.0,2020-11-03 10:39:38.626698
64,90221,8.0,2020-11-03 10:39:38.626698
65,90222,6.0,2020-11-03 10:39:38.626698
66,90230,6.0,2020-11-03 10:39:38.626698
67,90232-3510,8.0,2020-11-03 10:39:38.626698
68,90241,22.0,2020-11-03 10:39:38.626698
69,90242,5.0,2020-11-03 10:39:38.626698
70,90245,8.0,2020-11-03 10:39:38.626698
71,90247,4.0,2020-11-03 10:39:38.626698
72,90248,8.0,2020-11-03 10:39:38.626698
73,90249,8.0,2020-11-03 10:39:38.626698
74,90250,6.125,2020-11-03 10:39:38.626698
75,90254,8.0,2020-11-03 10:39:38.626698
76,90255,3.0,2020-11-03 10:39:38.626698
77,90260,6.5,2020-11-03 10:39:38.626698
78,90262,7.5,2020-11-03 10:39:38.626698
79,90265,5.333333333333333,2020-11-03 10:39:38.626698
80,90266,8.0,2020-11-03 10:39:38.626698
81,90270,8.0,2020-11-03 10:39:38.626698
82,90272,0.0,2020-11-03 10:39:38.626698
83,90274,7.2,2020-11-03 10:39:38.626698
84,90275,7.0,2020-11-03 10:39:38.626698
85,90277,8.0,2020-11-03 10:39:38.626698
86,90278,6.0,2020-11-03 10:39:38.626698
87,90280,7.8,2020-11-03 10:39:38.626698
88,90290,5.333333333333333,2020-11-03 10:39:38.626698
89,90291,6.0,2020-11-03 10:39:38.626698
