,zipCode,waitTime,time
0,90001,8.0,2020-11-03 10:35:47.399942
1,90002,6.666666666666667,2020-11-03 10:35:47.399942
2,90003,8.0,2020-11-03 10:35:47.399942
3,90004,6.75,2020-11-03 10:35:47.399942
4,90005,8.0,2020-11-03 10:35:47.399942
5,90006,8.0,2020-11-03 10:35:47.399942
6,90007,6.666666666666667,2020-11-03 10:35:47.399942
7,90008,6.0,2020-11-03 10:35:47.399942
8,90010,6.5,2020-11-03 10:35:47.399942
9,90011,13.0,2020-11-03 10:35:47.399942
10,90012,8.0,2020-11-03 10:35:47.399942
11,90013,8.0,2020-11-03 10:35:47.399942
12,90015,7.0,2020-11-03 10:35:47.399942
13,90016,6.0,2020-11-03 10:35:47.399942
14,90017,8.0,2020-11-03 10:35:47.399942
15,90018,6.666666666666667,2020-11-03 10:35:47.399942
16,90019,8.0,2020-11-03 10:35:47.399942
17,90020,8.0,2020-11-03 10:35:47.399942
18,90022,8.0,2020-11-03 10:35:47.399942
19,90023,5.0,2020-11-03 10:35:47.399942
20,90024,7.0,2020-11-03 10:35:47.399942
21,90025,5.333333333333333,2020-11-03 10:35:47.399942
22,90026,1.0,2020-11-03 10:35:47.399942
23,90027,8.0,2020-11-03 10:35:47.399942
24,90028,4.666666666666667,2020-11-03 10:35:47.399942
25,90029,5.25,2020-11-03 10:35:47.399942
26,90031,8.0,2020-11-03 10:35:47.399942
27,90032,8.0,2020-11-03 10:35:47.399942
28,90033,5.75,2020-11-03 10:35:47.399942
29,90034,5.5,2020-11-03 10:35:47.399942
30,90035,6.0,2020-11-03 10:35:47.399942
31,90036,8.0,2020-11-03 10:35:47.399942
32,90037,5.5,2020-11-03 10:35:47.399942
33,90038,8.0,2020-11-03 10:35:47.399942
34,90039,8.0,2020-11-03 10:35:47.399942
35,90040,8.0,2020-11-03 10:35:47.399942
36,90041,5.6,2020-11-03 10:35:47.399942
37,90042,4.0,2020-11-03 10:35:47.399942
38,90043,7.0,2020-11-03 10:35:47.399942
39,90044,7.25,2020-11-03 10:35:47.399942
40,90045,4.333333333333333,2020-11-03 10:35:47.399942
41,90046,6.8,2020-11-03 10:35:47.399942
42,90047,8.0,2020-11-03 10:35:47.399942
43,90049,1.5,2020-11-03 10:35:47.399942
44,90057,6.5,2020-11-03 10:35:47.399942
45,90058,8.0,2020-11-03 10:35:47.399942
46,90059,7.375,2020-11-03 10:35:47.399942
47,90061,8.0,2020-11-03 10:35:47.399942
48,90062,2.0,2020-11-03 10:35:47.399942
49,90063,8.0,2020-11-03 10:35:47.399942
50,90064,8.0,2020-11-03 10:35:47.399942
51,90065,5.333333333333333,2020-11-03 10:35:47.399942
52,90066,6.0,2020-11-03 10:35:47.399942
53,90067,8.0,2020-11-03 10:35:47.399942
54,90068,4.0,2020-11-03 10:35:47.399942
55,90069,8.0,2020-11-03 10:35:47.399942
56,90071,8.0,2020-11-03 10:35:47.399942
57,90089,6.0,2020-11-03 10:35:47.399942
58,90095,8.0,2020-11-03 10:35:47.399942
59,90201,11.857142857142858,2020-11-03 10:35:47.399942
60,90210,7.2,2020-11-03 10:35:47.399942
61,90211,5.333333333333333,2020-11-03 10:35:47.399942
62,90212,5.0,2020-11-03 10:35:47.399942
63,90220,8.0,2020-11-03 10:35:47.399942
64,90221,8.0,2020-11-03 10:35:47.399942
65,90222,6.0,2020-11-03 10:35:47.399942
66,90230,6.0,2020-11-03 10:35:47.399942
67,90232-3510,8.0,2020-11-03 10:35:47.399942
68,90241,22.0,2020-11-03 10:35:47.399942
69,90242,5.0,2020-11-03 10:35:47.399942
70,90245,8.0,2020-11-03 10:35:47.399942
71,90247,4.0,2020-11-03 10:35:47.399942
72,90248,8.0,2020-11-03 10:35:47.399942
73,90249,8.0,2020-11-03 10:35:47.399942
74,90250,6.125,2020-11-03 10:35:47.399942
75,90254,8.0,2020-11-03 10:35:47.399942
76,90255,3.0,2020-11-03 10:35:47.399942
77,90260,6.5,2020-11-03 10:35:47.399942
78,90262,7.5,2020-11-03 10:35:47.399942
79,90265,5.333333333333333,2020-11-03 10:35:47.399942
80,90266,8.0,2020-11-03 10:35:47.399942
81,90270,8.0,2020-11-03 10:35:47.399942
82,90272,0.0,2020-11-03 10:35:47.399942
83,90274,7.2,2020-11-03 10:35:47.399942
84,90275,7.0,2020-11-03 10:35:47.399942
85,90277,8.0,2020-11-03 10:35:47.399942
86,90278,6.0,2020-11-03 10:35:47.399942
87,90280,7.8,2020-11-03 10:35:47.399942
88,90290,5.333333333333333,2020-11-03 10:35:47.399942
89,90291,6.0,2020-11-03 10:35:47.399942
90,90292,20.0,2020-11-03 10:35:47.399942
91,90293,8.0,2020-11-03 10:35:47.399942
92,90301,5.6,2020-11-03 10:35:47.399942
93,90302,8.0,2020-11-03 10:35:47.399942
94,90303,8.0,2020-11-03 10:35:47.399942
95,90304,5.333333333333333,2020-11-03 10:35:47.399942
96,90305,5.333333333333333,2020-11-03 10:35:47.399942
97,90401,8.0,2020-11-03 10:35:47.399942
98,90403,4.0,2020-11-03 10:35:47.399942
99,90404,8.0,2020-11-03 10:35:47.399942
100,90405,5.333333333333333,2020-11-03 10:35:47.399942
101,90501,4.0,2020-11-03 10:35:47.399942
102,90502,8.0,2020-11-03 10:35:47.399942
103,90503,8.333333333333334,2020-11-03 10:35:47.399942
104,90504,8.0,2020-11-03 10:35:47.399942
105,90505,8.0,2020-11-03 10:35:47.399942
106,90506,8.0,2020-11-03 10:35:47.399942
107,90601,6.5,2020-11-03 10:35:47.399942
108,90603,4.0,2020-11-03 10:35:47.399942
109,90604,8.0,2020-11-03 10:35:47.399942
110,90605,5.0,2020-11-03 10:35:47.399942
111,90606,4.0,2020-11-03 10:35:47.399942
112,90631,8.0,2020-11-03 10:35:47.399942
113,90638,6.6,2020-11-03 10:35:47.399942
114,90640,7.166666666666667,2020-11-03 10:35:47.399942
115,90650,8.0,2020-11-03 10:35:47.399942
116,90660,9.4,2020-11-03 10:35:47.399942
117,90670,6.0,2020-11-03 10:35:47.399942
118,90701,8.0,2020-11-03 10:35:47.399942
119,90703,7.125,2020-11-03 10:35:47.399942
120,90704,8.0,2020-11-03 10:35:47.399942
121,90706,6.0,2020-11-03 10:35:47.399942
122,90712,7.5,2020-11-03 10:35:47.399942
123,90713,8.0,2020-11-03 10:35:47.399942
124,90715,8.0,2020-11-03 10:35:47.399942
125,90716,0.0,2020-11-03 10:35:47.399942
126,90717,8.0,2020-11-03 10:35:47.399942
127,90723,6.666666666666667,2020-11-03 10:35:47.399942
128,90731,5.333333333333333,2020-11-03 10:35:47.399942
129,90732,8.0,2020-11-03 10:35:47.399942
130,90744,5.833333333333333,2020-11-03 10:35:47.399942
131,90745,8.0,2020-11-03 10:35:47.399942
132,90746,4.0,2020-11-03 10:35:47.399942
133,90747,8.0,2020-11-03 10:35:47.399942
134,90755,8.0,2020-11-03 10:35:47.399942
135,90802,7.2,2020-11-03 10:35:47.399942
136,90803,7.5,2020-11-03 10:35:47.399942
137,90804,6.666666666666667,2020-11-03 10:35:47.399942
138,90805,9.666666666666666,2020-11-03 10:35:47.399942
139,90806,6.5,2020-11-03 10:35:47.399942
140,90807,8.0,2020-11-03 10:35:47.399942
141,90808,8.0,2020-11-03 10:35:47.399942
142,90810,8.0,2020-11-03 10:35:47.399942
143,90813,5.333333333333333,2020-11-03 10:35:47.399942
144,90815,3.6,2020-11-03 10:35:47.399942
145,91001,6.0,2020-11-03 10:35:47.399942
146,91006,3.0,2020-11-03 10:35:47.399942
147,91007,8.0,2020-11-03 10:35:47.399942
148,91010,8.0,2020-11-03 10:35:47.399942
149,91011,8.0,2020-11-03 10:35:47.399942
150,91016,7.0,2020-11-03 10:35:47.399942
151,91024,4.0,2020-11-03 10:35:47.399942
152,91030,8.0,2020-11-03 10:35:47.399942
153,91040,8.0,2020-11-03 10:35:47.399942
154,91042,8.0,2020-11-03 10:35:47.399942
155,91101,5.333333333333333,2020-11-03 10:35:47.399942
156,91103,5.333333333333333,2020-11-03 10:35:47.399942
157,91104,8.0,2020-11-03 10:35:47.399942
158,91106,8.0,2020-11-03 10:35:47.399942
159,91107,8.0,2020-11-03 10:35:47.399942
160,91108,8.0,2020-11-03 10:35:47.399942
161,91201,8.0,2020-11-03 10:35:47.399942
162,91202,8.0,2020-11-03 10:35:47.399942
163,91203,6.0,2020-11-03 10:35:47.399942
164,91204,8.0,2020-11-03 10:35:47.399942
165,91205,6.0,2020-11-03 10:35:47.399942
166,91206,5.333333333333333,2020-11-03 10:35:47.399942
167,91214,6.333333333333333,2020-11-03 10:35:47.399942
168,91301,7.4,2020-11-03 10:35:47.399942
169,91302,6.5,2020-11-03 10:35:47.399942
170,91303,5.0,2020-11-03 10:35:47.399942
171,91304,6.5,2020-11-03 10:35:47.399942
172,91306,6.0,2020-11-03 10:35:47.399942
173,91311,7.0,2020-11-03 10:35:47.399942
174,91321,8.0,2020-11-03 10:35:47.399942
175,91324,8.0,2020-11-03 10:35:47.399942
176,91325,8.0,2020-11-03 10:35:47.399942
177,91326,3.5,2020-11-03 10:35:47.399942
178,91330,4.0,2020-11-03 10:35:47.399942
179,91331,5.333333333333333,2020-11-03 10:35:47.399942
180,91335,5.333333333333333,2020-11-03 10:35:47.399942
181,91340,8.0,2020-11-03 10:35:47.399942
182,91342,7.0,2020-11-03 10:35:47.399942
183,91343,5.333333333333333,2020-11-03 10:35:47.399942
184,91344,8.0,2020-11-03 10:35:47.399942
185,91345,4.0,2020-11-03 10:35:47.399942
186,91350,4.6,2020-11-03 10:35:47.399942
187,91351,7.0,2020-11-03 10:35:47.399942
188,91352,6.333333333333333,2020-11-03 10:35:47.399942
189,91354,4.0,2020-11-03 10:35:47.399942
190,91355,5.857142857142857,2020-11-03 10:35:47.399942
191,91356,9.5,2020-11-03 10:35:47.399942
192,91362,8.0,2020-11-03 10:35:47.399942
193,91367,8.0,2020-11-03 10:35:47.399942
194,91371,5.0,2020-11-03 10:35:47.399942
195,91381,8.0,2020-11-03 10:35:47.399942
196,91384,8.0,2020-11-03 10:35:47.399942
197,91390,0.0,2020-11-03 10:35:47.399942
198,91401,8.0,2020-11-03 10:35:47.399942
199,91402,11.5,2020-11-03 10:35:47.399942
200,91403,5.0,2020-11-03 10:35:47.399942
201,91405,0.0,2020-11-03 10:35:47.399942
202,91406,8.5,2020-11-03 10:35:47.399942
203,91411,8.0,2020-11-03 10:35:47.399942
204,91423,5.5,2020-11-03 10:35:47.399942
205,91502,8.0,2020-11-03 10:35:47.399942
206,91504,8.0,2020-11-03 10:35:47.399942
207,91505,7.333333333333333,2020-11-03 10:35:47.399942
208,91601,8.0,2020-11-03 10:35:47.399942
209,91602,8.0,2020-11-03 10:35:47.399942
210,91604,0.0,2020-11-03 10:35:47.399942
211,91605,8.0,2020-11-03 10:35:47.399942
212,91606,8.0,2020-11-03 10:35:47.399942
213,91607,8.0,2020-11-03 10:35:47.399942
214,91608,2.0,2020-11-03 10:35:47.399942
215,91702,5.333333333333333,2020-11-03 10:35:47.399942
216,91706,6.25,2020-11-03 10:35:47.399942
217,91711,4.5,2020-11-03 10:35:47.399942
218,91722,8.0,2020-11-03 10:35:47.399942
219,91723,4.5,2020-11-03 10:35:47.399942
220,91724,8.0,2020-11-03 10:35:47.399942
221,91731,5.0,2020-11-03 10:35:47.399942
222,91732,4.0,2020-11-03 10:35:47.399942
223,91733,6.4,2020-11-03 10:35:47.399942
224,91741,4.5,2020-11-03 10:35:47.399942
225,91744,6.857142857142857,2020-11-03 10:35:47.399942
226,91745,5.714285714285714,2020-11-03 10:35:47.399942
227,91746,7.2,2020-11-03 10:35:47.399942
228,91748,8.0,2020-11-03 10:35:47.399942
229,91750,4.0,2020-11-03 10:35:47.399942
230,91754,8.0,2020-11-03 10:35:47.399942
231,91755,8.0,2020-11-03 10:35:47.399942
232,91765,5.571428571428571,2020-11-03 10:35:47.399942
233,91766,6.166666666666667,2020-11-03 10:35:47.399942
234,91767,6.0,2020-11-03 10:35:47.399942
235,91768,7.5,2020-11-03 10:35:47.399942
236,91770,5.8,2020-11-03 10:35:47.399942
237,91773,8.0,2020-11-03 10:35:47.399942
238,91775,4.0,2020-11-03 10:35:47.399942
239,91776,8.0,2020-11-03 10:35:47.399942
240,91780,3.0,2020-11-03 10:35:47.399942
241,91789,6.0,2020-11-03 10:35:47.399942
242,91790,5.666666666666667,2020-11-03 10:35:47.399942
243,91791,8.0,2020-11-03 10:35:47.399942
244,91792,8.0,2020-11-03 10:35:47.399942
245,91801,4.0,2020-11-03 10:35:47.399942
246,91803,6.5,2020-11-03 10:35:47.399942
247,93510,5.333333333333333,2020-11-03 10:35:47.399942
248,93534,7.2,2020-11-03 10:35:47.399942
249,93535,7.0,2020-11-03 10:35:47.399942
250,93536,4.833333333333333,2020-11-03 10:35:47.399942
251,93543,8.0,2020-11-03 10:35:47.399942
252,93550,8.0,2020-11-03 10:35:47.399942
253,93551,8.0,2020-11-03 10:35:47.399942
254,93552,4.0,2020-11-03 10:35:47.399942
255,93591,8.0,2020-11-03 10:35:47.399942
