,zipCode,waitTime,time
0,90001,8.0,2020-11-03 13:26:45.745809
1,90002,7.0,2020-11-03 13:26:45.745809
2,90003,23.0,2020-11-03 13:26:45.745809
3,90004,6.0,2020-11-03 13:26:45.745809
4,90005,8.0,2020-11-03 13:26:45.745809
5,90006,23.0,2020-11-03 13:26:45.745809
6,90007,5.333333333333333,2020-11-03 13:26:45.745809
7,90008,4.0,2020-11-03 13:26:45.745809
8,90010,13.5,2020-11-03 13:26:45.745809
9,90011,8.666666666666666,2020-11-03 13:26:45.745809
10,90012,8.0,2020-11-03 13:26:45.745809
11,90013,7.5,2020-11-03 13:26:45.745809
12,90015,7.0,2020-11-03 13:26:45.745809
13,90016,6.25,2020-11-03 13:26:45.745809
14,90017,7.333333333333333,2020-11-03 13:26:45.745809
15,90018,8.0,2020-11-03 13:26:45.745809
16,90019,5.666666666666667,2020-11-03 13:26:45.745809
17,90020,7.333333333333333,2020-11-03 13:26:45.745809
18,90022,7.4,2020-11-03 13:26:45.745809
19,90023,10.333333333333334,2020-11-03 13:26:45.745809
20,90024,5.333333333333333,2020-11-03 13:26:45.745809
21,90025,8.0,2020-11-03 13:26:45.745809
22,90026,8.0,2020-11-03 13:26:45.745809
23,90027,8.0,2020-11-03 13:26:45.745809
24,90028,6.666666666666667,2020-11-03 13:26:45.745809
25,90029,6.0,2020-11-03 13:26:45.745809
26,90031,5.6,2020-11-03 13:26:45.745809
27,90032,7.25,2020-11-03 13:26:45.745809
28,90033,6.25,2020-11-03 13:26:45.745809
29,90034,6.0,2020-11-03 13:26:45.745809
30,90035,8.0,2020-11-03 13:26:45.745809
31,90036,8.0,2020-11-03 13:26:45.745809
32,90037,5.333333333333333,2020-11-03 13:26:45.745809
33,90038,8.0,2020-11-03 13:26:45.745809
34,90039,8.0,2020-11-03 13:26:45.745809
35,90040,0.0,2020-11-03 13:26:45.745809
36,90041,6.0,2020-11-03 13:26:45.745809
37,90042,8.0,2020-11-03 13:26:45.745809
38,90043,9.0,2020-11-03 13:26:45.745809
39,90044,7.75,2020-11-03 13:26:45.745809
40,90045,6.666666666666667,2020-11-03 13:26:45.745809
41,90046,6.4,2020-11-03 13:26:45.745809
42,90047,8.0,2020-11-03 13:26:45.745809
43,90049,4.5,2020-11-03 13:26:45.745809
44,90057,8.0,2020-11-03 13:26:45.745809
45,90058,8.0,2020-11-03 13:26:45.745809
46,90059,4.125,2020-11-03 13:26:45.745809
47,90061,14.0,2020-11-03 13:26:45.745809
48,90062,4.0,2020-11-03 13:26:45.745809
49,90063,8.0,2020-11-03 13:26:45.745809
50,90064,8.0,2020-11-03 13:26:45.745809
51,90065,6.666666666666667,2020-11-03 13:26:45.745809
52,90066,6.0,2020-11-03 13:26:45.745809
53,90067,8.0,2020-11-03 13:26:45.745809
54,90068,8.0,2020-11-03 13:26:45.745809
55,90069,8.0,2020-11-03 13:26:45.745809
56,90071,8.0,2020-11-03 13:26:45.745809
57,90089,3.0,2020-11-03 13:26:45.745809
58,90095,8.0,2020-11-03 13:26:45.745809
59,90201,8.142857142857142,2020-11-03 13:26:45.745809
60,90210,5.8,2020-11-03 13:26:45.745809
61,90211,5.333333333333333,2020-11-03 13:26:45.745809
62,90212,0.0,2020-11-03 13:26:45.745809
63,90220,6.5,2020-11-03 13:26:45.745809
64,90221,6.4,2020-11-03 13:26:45.745809
65,90222,6.0,2020-11-03 13:26:45.745809
66,90230,7.0,2020-11-03 13:26:45.745809
67,90232-3510,8.0,2020-11-03 13:26:45.745809
68,90241,20.0,2020-11-03 13:26:45.745809
69,90242,9.333333333333334,2020-11-03 13:26:45.745809
70,90245,8.0,2020-11-03 13:26:45.745809
71,90247,8.0,2020-11-03 13:26:45.745809
72,90248,8.0,2020-11-03 13:26:45.745809
73,90249,8.0,2020-11-03 13:26:45.745809
74,90250,7.625,2020-11-03 13:26:45.745809
75,90254,8.0,2020-11-03 13:26:45.745809
76,90255,3.4,2020-11-03 13:26:45.745809
77,90260,6.0,2020-11-03 13:26:45.745809
78,90262,6.25,2020-11-03 13:26:45.745809
79,90265,5.333333333333333,2020-11-03 13:26:45.745809
80,90266,8.0,2020-11-03 13:26:45.745809
81,90270,4.0,2020-11-03 13:26:45.745809
82,90272,8.0,2020-11-03 13:26:45.745809
83,90274,8.0,2020-11-03 13:26:45.745809
84,90275,5.333333333333333,2020-11-03 13:26:45.745809
85,90277,8.0,2020-11-03 13:26:45.745809
86,90278,6.25,2020-11-03 13:26:45.745809
87,90280,4.4,2020-11-03 13:26:45.745809
88,90290,5.333333333333333,2020-11-03 13:26:45.745809
89,90291,4.0,2020-11-03 13:26:45.745809
90,90292,6.0,2020-11-03 13:26:45.745809
91,90293,8.0,2020-11-03 13:26:45.745809
92,90301,5.8,2020-11-03 13:26:45.745809
93,90302,8.0,2020-11-03 13:26:45.745809
94,90303,8.0,2020-11-03 13:26:45.745809
95,90304,8.0,2020-11-03 13:26:45.745809
96,90305,2.3333333333333335,2020-11-03 13:26:45.745809
97,90401,8.0,2020-11-03 13:26:45.745809
98,90403,2.0,2020-11-03 13:26:45.745809
99,90404,8.0,2020-11-03 13:26:45.745809
100,90405,5.333333333333333,2020-11-03 13:26:45.745809
101,90501,8.0,2020-11-03 13:26:45.745809
102,90502,0.0,2020-11-03 13:26:45.745809
103,90503,7.333333333333333,2020-11-03 13:26:45.745809
104,90504,8.0,2020-11-03 13:26:45.745809
105,90505,8.0,2020-11-03 13:26:45.745809
106,90506,8.0,2020-11-03 13:26:45.745809
107,90601,6.25,2020-11-03 13:26:45.745809
108,90603,4.0,2020-11-03 13:26:45.745809
109,90604,4.0,2020-11-03 13:26:45.745809
110,90605,8.5,2020-11-03 13:26:45.745809
111,90606,6.666666666666667,2020-11-03 13:26:45.745809
112,90631,8.0,2020-11-03 13:26:45.745809
113,90638,6.8,2020-11-03 13:26:45.745809
114,90640,8.0,2020-11-03 13:26:45.745809
115,90650,7.909090909090909,2020-11-03 13:26:45.745809
116,90660,9.8,2020-11-03 13:26:45.745809
117,90670,5.0,2020-11-03 13:26:45.745809
118,90701,6.0,2020-11-03 13:26:45.745809
119,90703,6.625,2020-11-03 13:26:45.745809
120,90704,8.0,2020-11-03 13:26:45.745809
121,90706,5.333333333333333,2020-11-03 13:26:45.745809
122,90712,6.5,2020-11-03 13:26:45.745809
123,90713,8.0,2020-11-03 13:26:45.745809
124,90715,8.0,2020-11-03 13:26:45.745809
125,90716,8.0,2020-11-03 13:26:45.745809
126,90717,4.0,2020-11-03 13:26:45.745809
