,city,avg_wait_minutes,centers_count,time
0,Acton,6.8,5,2020-11-03 18:36:10.602410
1,Agoura Hills,8.0,4,2020-11-03 18:36:10.602410
2,Alhambra,6.0,2,2020-11-03 18:36:10.602410
3,Altadena,6.0,2,2020-11-03 18:36:10.602410
4,Arcadia,6.4,5,2020-11-03 18:36:10.602410
5,Arleta,8.0,1,2020-11-03 18:36:10.602410
6,Artesia,8.0,2,2020-11-03 18:36:10.602410
7,Avalon,8.0,1,2020-11-03 18:36:10.602410
8,Azusa,4.666666666666667,3,2020-11-03 18:36:10.602410
9,Baldwin Park,22.666666666666668,3,2020-11-03 18:36:10.602410
10,Bell,7.0,3,2020-11-03 18:36:10.602410
11,Bell Gardens,11.0,3,2020-11-03 18:36:10.602410
12,Bellflower,8.0,3,2020-11-03 18:36:10.602410
13,Beverly Hills,6.777777777777778,9,2020-11-03 18:36:10.602410
14,Burbank,9.5,8,2020-11-03 18:36:10.602410
15,Calabasas,8.0,3,2020-11-03 18:36:10.602410
16,Canoga Park,8.5,4,2020-11-03 18:36:10.602410
17,Canyon Country,18.0,1,2020-11-03 18:36:10.602410
18,Carson,7.2,10,2020-11-03 18:36:10.602410
19,Castaic,8.0,2,2020-11-03 18:36:10.602410
20,Cerritos,6.625,8,2020-11-03 18:36:10.602410
21,Chatsworth,4.0,2,2020-11-03 18:36:10.602410
22,City of Industry,6.0,2,2020-11-03 18:36:10.602410
23,Claremont,6.25,4,2020-11-03 18:36:10.602410
24,Commerce,5.0,1,2020-11-03 18:36:10.602410
25,Compton,6.363636363636363,11,2020-11-03 18:36:10.602410
26,Covina,13.5,4,2020-11-03 18:36:10.602410
27,Cudahy,23.0,1,2020-11-03 18:36:10.602410
28,Culver City,7.4,5,2020-11-03 18:36:10.602410
29,Diamond Bar,8.0,7,2020-11-03 18:36:10.602410
30,Downey,6.25,4,2020-11-03 18:36:10.602410
31,Duarte,8.0,2,2020-11-03 18:36:10.602410
32,El Monte,7.6923076923076925,13,2020-11-03 18:36:10.602410
33,El Segundo,6.0,4,2020-11-03 18:36:10.602410
34,Gardena,8.0,6,2020-11-03 18:36:10.602410
35,Glendale,6.642857142857143,14,2020-11-03 18:36:10.602410
36,Glendora,8.0,4,2020-11-03 18:36:10.602410
37,Granada Hills,5.666666666666667,6,2020-11-03 18:36:10.602410
38,Hacienda Heights,7.333333333333333,6,2020-11-03 18:36:10.602410
39,Hawaiian Gardens,8.0,1,2020-11-03 18:36:10.602410
40,Hawthorne,7.125,8,2020-11-03 18:36:10.602410
41,Hermosa Beach,8.0,4,2020-11-03 18:36:10.602410
42,Hollywood,8.0,1,2020-11-03 18:36:10.602410
43,Huntington Park,3.75,4,2020-11-03 18:36:10.602410
44,Inglewood,6.230769230769231,13,2020-11-03 18:36:10.602410
45,Irwindale,4.0,1,2020-11-03 18:36:10.602410
46,La Canada Flintridge,8.0,1,2020-11-03 18:36:10.602410
47,La Crescenta,4.0,1,2020-11-03 18:36:10.602410
48,La Habra Heights,8.0,1,2020-11-03 18:36:10.602410
49,La Mirada,5.8,5,2020-11-03 18:36:10.602410
50,La Puente,6.636363636363637,11,2020-11-03 18:36:10.602410
51,La Verne,4.0,1,2020-11-03 18:36:10.602410
52,Lake Los Angeles,8.0,1,2020-11-03 18:36:10.602410
53,Lakeview Terrace,8.0,1,2020-11-03 18:36:10.602410
54,Lakewood,4.8,5,2020-11-03 18:36:10.602410
55,Lancaster,6.5,14,2020-11-03 18:36:10.602410
56,Lawndale,8.0,1,2020-11-03 18:36:10.602410
57,Lennox,8.0,3,2020-11-03 18:36:10.602410
58,Littlerock,8.333333333333334,3,2020-11-03 18:36:10.602410
59,Lomita,6.5,2,2020-11-03 18:36:10.602410
60,Long Beach,8.441176470588236,34,2020-11-03 18:36:10.602410
61,Los Angeles,7.521978021978022,182,2020-11-03 18:36:10.602410
62,Los Angleles,8.0,1,2020-11-03 18:36:10.602410
63,Los Nietos,8.0,1,2020-11-03 18:36:10.602410
64,Lynwood,14.5,4,2020-11-03 18:36:10.602410
65,Malibu,6.666666666666667,3,2020-11-03 18:36:10.602410
66,Manhattan Beach,8.0,2,2020-11-03 18:36:10.602410
67,Marina Del Rey,8.0,1,2020-11-03 18:36:10.602410
68,Maywood,7.5,2,2020-11-03 18:36:10.602410
69,Mission Hills,10.0,2,2020-11-03 18:36:10.602410
70,Monrovia,8.0,3,2020-11-03 18:36:10.602410
71,Montebello,10.333333333333334,6,2020-11-03 18:36:10.602410
72,Monterey Park,7.0,5,2020-11-03 18:36:10.602410
73,Newhall,8.0,2,2020-11-03 18:36:10.602410
74,North Hills,9.0,3,2020-11-03 18:36:10.602410
75,North Hollywood,12.625,8,2020-11-03 18:36:10.602410
76,Northridge,7.2,5,2020-11-03 18:36:10.602410
77,Norwalk,7.2727272727272725,11,2020-11-03 18:36:10.602410
78,Pacific Palisades,8.0,1,2020-11-03 18:36:10.602410
79,Pacoima,14.5,2,2020-11-03 18:36:10.602410
80,Palmdale,10.444444444444445,9,2020-11-03 18:36:10.602410
81,Palos Verdes Estates,8.0,2,2020-11-03 18:36:10.602410
82,Panorama City,19.0,2,2020-11-03 18:36:10.602410
83,Paramount,3.3333333333333335,3,2020-11-03 18:36:10.602410
84,Pasadena,7.6923076923076925,13,2020-11-03 18:36:10.602410
85,Pico Rivera,11.0,5,2020-11-03 18:36:10.602410
86,Playa Del Rey,8.0,1,2020-11-03 18:36:10.602410
87,Pomona,6.857142857142857,14,2020-11-03 18:36:10.602410
88,Porter Ranch,8.0,1,2020-11-03 18:36:10.602410
89,Quartz Hill,8.0,1,2020-11-03 18:36:10.602410
