,city,avg_wait_minutes,centers_count,time
0,Acton,5.6,5,2020-11-03 14:57:35.586958
1,Agoura Hills,6.5,4,2020-11-03 14:57:35.586958
2,Alhambra,6.5,2,2020-11-03 14:57:35.586958
3,Altadena,6.0,2,2020-11-03 14:57:35.586958
4,Arcadia,6.2,5,2020-11-03 14:57:35.586958
5,Arleta,8.0,1,2020-11-03 14:57:35.586958
6,Artesia,8.0,2,2020-11-03 14:57:35.586958
7,Avalon,8.0,1,2020-11-03 14:57:35.586958
8,Azusa,3.3333333333333335,3,2020-11-03 14:57:35.586958
9,Baldwin Park,9.333333333333334,3,2020-11-03 14:57:35.586958
10,Bell,8.0,3,2020-11-03 14:57:35.586958
11,Bell Gardens,8.0,3,2020-11-03 14:57:35.586958
12,Bellflower,6.0,3,2020-11-03 14:57:35.586958
13,Beverly Hills,6.222222222222222,9,2020-11-03 14:57:35.586958
14,Burbank,7.5,8,2020-11-03 14:57:35.586958
15,Calabasas,5.333333333333333,3,2020-11-03 14:57:35.586958
16,Canoga Park,2.0,4,2020-11-03 14:57:35.586958
17,Canyon Country,8.0,1,2020-11-03 14:57:35.586958
18,Carson,7.2,10,2020-11-03 14:57:35.586958
19,Castaic,8.0,2,2020-11-03 14:57:35.586958
20,Cerritos,6.625,8,2020-11-03 14:57:35.586958
21,Chatsworth,8.0,2,2020-11-03 14:57:35.586958
22,City of Industry,6.0,2,2020-11-03 14:57:35.586958
23,Claremont,6.0,4,2020-11-03 14:57:35.586958
24,Commerce,5.0,1,2020-11-03 14:57:35.586958
25,Compton,5.818181818181818,11,2020-11-03 14:57:35.586958
26,Covina,5.75,4,2020-11-03 14:57:35.586958
27,Cudahy,7.0,1,2020-11-03 14:57:35.586958
28,Culver City,5.2,5,2020-11-03 14:57:35.586958
29,Diamond Bar,6.142857142857143,7,2020-11-03 14:57:35.586958
30,Downey,12.5,4,2020-11-03 14:57:35.586958
31,Duarte,8.0,2,2020-11-03 14:57:35.586958
32,El Monte,5.615384615384615,13,2020-11-03 14:57:35.586958
33,El Segundo,5.5,4,2020-11-03 14:57:35.586958
34,Gardena,8.0,6,2020-11-03 14:57:35.586958
35,Glendale,7.428571428571429,14,2020-11-03 14:57:35.586958
36,Glendora,8.0,4,2020-11-03 14:57:35.586958
37,Granada Hills,6.666666666666667,6,2020-11-03 14:57:35.586958
38,Hacienda Heights,8.0,6,2020-11-03 14:57:35.586958
39,Hawaiian Gardens,0.0,1,2020-11-03 14:57:35.586958
40,Hawthorne,7.0,8,2020-11-03 14:57:35.586958
41,Hermosa Beach,6.0,4,2020-11-03 14:57:35.586958
42,Hollywood,8.0,1,2020-11-03 14:57:35.586958
43,Huntington Park,3.5,4,2020-11-03 14:57:35.586958
