player_id,name,country_name,stat,value,player
368973,Deandre Yedlin,USA,Yellow cards,0.0,368973
368973,Deandre Yedlin,USA,Headed attempt at goal,0.0,368973
368973,Deandre Yedlin,USA,Attempt at goal outside the penalty area,0.0,368973
368973,Deandre Yedlin,USA,Goals,0.0,368973
368973,Deandre Yedlin,USA,Clean sheets,0.0,368973
368973,Deandre Yedlin,USA,Crosses,3.0,368973
368973,Deandre Yedlin,USA,Attempt at goal,0.0,368973
368973,Deandre Yedlin,USA,Attempt at goal blocked,0.0,368973
368973,Deandre Yedlin,USA,Red cards,0.0,368973
368973,Deandre Yedlin,USA,Corners,0.0,368973
368973,Deandre Yedlin,USA,Attempt at goal off target,0.0,368973
368973,Deandre Yedlin,USA,Attempt at goal on target,0.0,368973
368973,Deandre Yedlin,USA,Passes completed,20.0,368973
368973,Deandre Yedlin,USA,Passes,24.0,368973
368973,Deandre Yedlin,USA,Goals inside the penalty area,0.0,368973
368973,Deandre Yedlin,USA,Goal kicks,0.0,368973
368973,Deandre Yedlin,USA,Attempt at goal outside the penalty area on target,0.0,368973
368973,Deandre Yedlin,USA,Crosses completed,0.0,368973
368973,Deandre Yedlin,USA,Assists,0.0,368973
368973,Deandre Yedlin,USA,Offsides,0.0,368973
368973,Deandre Yedlin,USA,Matches played,2.0,368973
368973,Deandre Yedlin,USA,Goals outside the penalty area,0.0,368973
368973,Deandre Yedlin,USA,Attempt at goal inside the penalty area,0.0,368973
368973,Deandre Yedlin,USA,Fouls against,2.0,368973
368973,Deandre Yedlin,USA,Attempt at goal inside the penalty area on target,0.0,368973
368973,Deandre Yedlin,USA,Substitutions in,2.0,368973
368973,Deandre Yedlin,USA,Distance jogging,2378.0,368973
368973,Deandre Yedlin,USA,Linebreaks attempted,14.0,368973
368973,Deandre Yedlin,USA,Throw ins,5.0,368973
368973,Deandre Yedlin,USA,Goals conceded from attempt at goal against,0.0,368973
368973,Deandre Yedlin,USA,Offers to receive total,27.0,368973
368973,Deandre Yedlin,USA,Linebreaks attempted midfield line completed,5.0,368973
368973,Deandre Yedlin,USA,Offers to receive outside,23.0,368973
368973,Deandre Yedlin,USA,Distance high speed running,855.0,368973
368973,Deandre Yedlin,USA,Goalkeeper goal preventions,0.0,368973
368973,Deandre Yedlin,USA,Offers to receive in front,4.0,368973
368973,Deandre Yedlin,USA,Top speed,33.0,368973
