place,decade,month,day,mean
Paris,1970s,04,14,48.1
Paris,1970s,04,15,48.5
Paris,1970s,04,16,47.8
Paris,1970s,04,17,49.8
Paris,1970s,04,18,49.9
Paris,1970s,04,19,50.0
Paris,1970s,04,20,50.1
Paris,1970s,04,21,50.4
Paris,1970s,04,22,50.9
Paris,1970s,04,23,50.4
Paris,1970s,04,24,49.6
Paris,1970s,04,25,49.7
Paris,1970s,04,26,51.6
Paris,1970s,04,27,50.0
Paris,1970s,04,28,50.6
Paris,1970s,04,29,51.7
Paris,1970s,04,30,51.9
Paris,1970s,05,01,50.7
Paris,1970s,05,02,50.8
Paris,1970s,05,03,52.0
Paris,1970s,05,04,52.5
Paris,1970s,05,05,52.5
Paris,1970s,05,06,51.6
Paris,1970s,05,07,51.7
Paris,1970s,05,08,51.9
Paris,1970s,05,09,55.1
Paris,1970s,05,10,55.4
Paris,1970s,05,11,54.4
Paris,1970s,05,12,54.2
Paris,1970s,05,13,53.9
Paris,1970s,05,14,54.5
Paris,1970s,05,15,56.1
Paris,1970s,05,16,57.6
Paris,1970s,05,17,58.6
Paris,1970s,05,18,60.5
Paris,1970s,05,19,59.6
Paris,1970s,05,20,58.2
Paris,1970s,05,21,56.4
Paris,1970s,05,22,55.8
Paris,1970s,05,23,55.1
Paris,1970s,05,24,55.6
Paris,1970s,05,25,56.3
Paris,1970s,05,26,58.7
Paris,1970s,05,27,59.4
Paris,1970s,05,28,60.6
Paris,1970s,05,29,60.6
Paris,1970s,05,30,60.1
Paris,1970s,05,31,59.1
Paris,1970s,06,01,58.2
Paris,1970s,06,02,58.2
Paris,1970s,06,03,58.9
Paris,1970s,06,04,59.1
Paris,1970s,06,05,60.1
Paris,1970s,06,06,61.0
Paris,1970s,06,07,60.5
Paris,1970s,06,08,61.7
Paris,1970s,06,09,63.2
Paris,1970s,06,10,61.4
Paris,1970s,06,11,62.2
Paris,1970s,06,12,64.8
Paris,1970s,06,13,63.0
Paris,1970s,06,14,62.5
Paris,1970s,06,15,62.8
Paris,1970s,06,16,61.8
Paris,1970s,06,17,61.1
Paris,1970s,06,18,62.3
Paris,1970s,06,19,62.7
Paris,1970s,06,20,63.4
Paris,1970s,06,21,63.0
Paris,1970s,06,22,63.6
Paris,1970s,06,23,64.5
Paris,1970s,06,24,64.5
Paris,1970s,06,25,66.1
Paris,1970s,06,26,67.3
Paris,1970s,06,27,66.6
Paris,1970s,06,28,65.2
Paris,1970s,06,29,65.1
Paris,1970s,06,30,64.8
Paris,1970s,07,01,66.4
Paris,1970s,07,02,67.4
Paris,1970s,07,03,67.9
Paris,1970s,07,04,68.1
Paris,1970s,07,05,68.7
Paris,1970s,07,06,67.1
Paris,1970s,07,07,67.9
Paris,1970s,07,08,67.6
Paris,1970s,07,09,66.2
Paris,1970s,07,10,66.9
Paris,1970s,07,11,67.4
Paris,1970s,07,12,67.0
Paris,1970s,07,13,67.6
Paris,1970s,07,14,66.5
Paris,1970s,07,15,64.5
Paris,1970s,07,16,64.5
Paris,1970s,07,17,64.2
Paris,1970s,07,18,64.1
Paris,1970s,07,19,62.7
Paris,1970s,07,20,64.1
Paris,1970s,07,21,61.9
Paris,1970s,07,22,62.2
Paris,1970s,07,23,62.2
Paris,1970s,07,24,62.8
Paris,1970s,07,25,62.5
Paris,1970s,07,26,63.4
Paris,1970s,07,27,64.2
Paris,1970s,07,28,66.4
Paris,1970s,07,29,67.8
Paris,1970s,07,30,67.9
Paris,1970s,07,31,66.8
Paris,1970s,08,01,66.3
Paris,1970s,08,02,67.2
Paris,1970s,08,03,66.1
Paris,1970s,08,04,67.1
Paris,1970s,08,05,67.0
Paris,1970s,08,06,69.6
Paris,1970s,08,07,66.8
Paris,1970s,08,08,66.3
Paris,1970s,08,09,65.5
Paris,1970s,08,10,65.8
Paris,1970s,08,11,67.2
Paris,1970s,08,12,68.0
Paris,1970s,08,13,70.9
Paris,1970s,08,14,71.6
Paris,1970s,08,15,70.5
Paris,1970s,08,16,70.6
Paris,1970s,08,17,68.7
Paris,1970s,08,18,66.5
Paris,1970s,08,19,67.3
Paris,1970s,08,20,68.1
Paris,1970s,08,21,66.5
Paris,1970s,08,22,65.4
Paris,1970s,08,23,64.7
Paris,1970s,08,24,65.9
Paris,1970s,08,25,64.6
Paris,1970s,08,26,65.5
Paris,1970s,08,27,63.3
Paris,1970s,08,28,62.7
Paris,1970s,08,29,63.6
Paris,1970s,08,30,63.8
Paris,1970s,08,31,61.7
Paris,1970s,09,01,64.1
Paris,1970s,09,02,63.4
Paris,1970s,09,03,63.4
Paris,1970s,09,04,62.4
Paris,1970s,09,05,65.2
Paris,1970s,09,06,65.0
Paris,1970s,09,07,66.0
Paris,1970s,09,08,65.5
Paris,1970s,09,09,63.0
Paris,1970s,09,10,61.5
Paris,1970s,09,11,60.6
Paris,1970s,09,12,61.4
Paris,1970s,09,13,60.8
Paris,1970s,09,14,61.0
Paris,1970s,09,15,62.2
Paris,1970s,09,16,60.0
Paris,1970s,09,17,59.7
Paris,1970s,09,18,58.6
Paris,1970s,09,19,58.2
Paris,1970s,09,20,56.9
Paris,1970s,09,21,56.0
Paris,1970s,09,22,55.5
Paris,1970s,09,23,55.6
Paris,1970s,09,24,56.3
Paris,1970s,09,25,57.2
Paris,1970s,09,26,57.6
Paris,1970s,09,27,59.3
Paris,1970s,09,28,57.2
Paris,1970s,09,29,56.6
Paris,1970s,09,30,53.6
Paris,1970s,10,01,53.3
Paris,1970s,10,02,53.5
Paris,1970s,10,03,53.7
Paris,1970s,10,04,55.1
Paris,1970s,10,05,55.0
Paris,1970s,10,06,55.8
Paris,1970s,10,07,55.6
Paris,1970s,10,08,56.8
Paris,1970s,10,09,56.3
Paris,1970s,10,10,55.7
Paris,1970s,10,11,52.9
Paris,1970s,10,12,50.4
Paris,1970s,10,13,50.8
Paris,1970s,10,14,51.2
Paris,1970s,10,15,52.8
Paris,1970s,10,16,52.0
Paris,1970s,10,17,49.4
Paris,1970s,10,18,49.1
Paris,1970s,10,19,48.9
Paris,1970s,10,20,51.4
Paris,1970s,10,21,51.0
Paris,1970s,10,22,49.2
Paris,1970s,10,23,50.2
Paris,1970s,10,24,49.6
Paris,1970s,10,25,51.4
Paris,1970s,10,26,49.2
Paris,1970s,10,27,48.3
Paris,1970s,10,28,47.3
Paris,1970s,10,29,47.6
Paris,1970s,10,30,47.5
Paris,1970s,10,31,49.3
Paris,1970s,11,01,48.2
Paris,1970s,11,02,48.4
Paris,1970s,11,03,47.6
Paris,1970s,11,04,48.4
Paris,1970s,11,05,48.8
Paris,1970s,11,06,46.5
Paris,1970s,11,07,44.6
Paris,1970s,11,08,46.2
Paris,1970s,11,09,47.3
Paris,1970s,11,10,46.6
Paris,1970s,11,11,43.7
Paris,1970s,11,12,43.2
Paris,1970s,11,13,43.7
Paris,1970s,11,14,47.2
Paris,1970s,11,15,47.8
Paris,1970s,11,16,46.3
Paris,1970s,11,17,43.9
Paris,1970s,11,18,41.8
Paris,1970s,11,19,41.7
Paris,1970s,11,20,43.2
Paris,1970s,11,21,41.9
Paris,1970s,11,22,40.8
Paris,1970s,11,23,40.2
Paris,1970s,11,24,43.5
Paris,1970s,11,25,40.2
Paris,1970s,11,26,39.0
Paris,1970s,11,27,38.5
Paris,1970s,11,28,37.7
Paris,1970s,11,29,38.9
Paris,1970s,11,30,36.8
Paris,1970s,12,01,36.4
Paris,1970s,12,02,37.7
Paris,1970s,12,03,38.2
Paris,1970s,12,04,39.8
Paris,1970s,12,05,40.1
Paris,1970s,12,06,43.1
Paris,1970s,12,07,43.7
Paris,1970s,12,08,46.4
Paris,1970s,12,09,44.6
Paris,1970s,12,10,41.2
Paris,1970s,12,11,40.1
Paris,1970s,12,12,40.3
Paris,1970s,12,13,41.8
Paris,1970s,12,14,40.3
Paris,1970s,12,15,39.5
Paris,1970s,12,16,38.4
Paris,1970s,12,17,39.2
Paris,1970s,12,18,38.0
Paris,1970s,12,19,37.1
Paris,1970s,12,20,39.4
Paris,1970s,12,21,39.1
Paris,1970s,12,22,40.0
Paris,1970s,12,23,40.4
Paris,1970s,12,24,40.2
Paris,1970s,12,25,40.4
Paris,1970s,12,26,39.3
Paris,1970s,12,27,40.8
Paris,1970s,12,28,40.3
Paris,1970s,12,29,38.2
Paris,1970s,12,30,36.6
Paris,1970s,12,31,35.7
Paris,1980s,01,01,39.2
Paris,1980s,01,02,40.0
Paris,1980s,01,03,39.7
Paris,1980s,01,04,39.8
Paris,1980s,01,05,40.7
Paris,1980s,01,06,39.7
Paris,1980s,01,07,37.0
Paris,1980s,01,08,34.4
Paris,1980s,01,09,35.1
Paris,1980s,01,10,36.0
Paris,1980s,01,11,35.1
Paris,1980s,01,12,32.7
Paris,1980s,01,13,32.4
Paris,1980s,01,14,32.7
Paris,1980s,01,15,33.4
Paris,1980s,01,16,33.0
Paris,1980s,01,17,35.0
Paris,1980s,01,18,36.0
Paris,1980s,01,19,38.0
Paris,1980s,01,20,36.9
Paris,1980s,01,21,38.2
Paris,1980s,01,22,39.4
Paris,1980s,01,23,38.0
Paris,1980s,01,24,36.8
Paris,1980s,01,25,37.9
Paris,1980s,01,26,39.4
Paris,1980s,01,27,38.8
Paris,1980s,01,28,39.6
Paris,1980s,01,29,40.6
Paris,1980s,01,30,40.5
Paris,1980s,01,31,40.3
Paris,1980s,02,01,40.2
Paris,1980s,02,02,40.0
Paris,1980s,02,03,40.6
Paris,1980s,02,04,40.2
Paris,1980s,02,05,41.0
Paris,1980s,02,06,42.6
Paris,1980s,02,07,42.8
Paris,1980s,02,08,41.9
Paris,1980s,02,09,41.3
Paris,1980s,02,10,38.4
Paris,1980s,02,11,37.3
Paris,1980s,02,12,36.6
Paris,1980s,02,13,35.1
Paris,1980s,02,14,36.2
Paris,1980s,02,15,35.7
Paris,1980s,02,16,35.4
Paris,1980s,02,17,35.6
Paris,1980s,02,18,33.8
Paris,1980s,02,19,33.9
Paris,1980s,02,20,34.3
Paris,1980s,02,21,35.7
Paris,1980s,02,22,36.1
Paris,1980s,02,23,36.8
Paris,1980s,02,24,36.4
Paris,1980s,02,25,36.9
Paris,1980s,02,26,37.1
Paris,1980s,02,27,39.1
Paris,1980s,02,28,40.4
Paris,1980s,02,29,37.4
Paris,1980s,03,01,42.2
Paris,1980s,03,02,41.8
Paris,1980s,03,03,40.7
Paris,1980s,03,04,39.8
Paris,1980s,03,05,40.3
Paris,1980s,03,06,42.4
Paris,1980s,03,07,41.9
Paris,1980s,03,08,42.3
Paris,1980s,03,09,42.8
Paris,1980s,03,10,43.2
Paris,1980s,03,11,43.4
Paris,1980s,03,12,44.2
Paris,1980s,03,13,42.7
Paris,1980s,03,14,42.9
Paris,1980s,03,15,42.8
Paris,1980s,03,16,43.3
Paris,1980s,03,17,42.1
Paris,1980s,03,18,43.2
Paris,1980s,03,19,43.6
Paris,1980s,03,20,43.0
Paris,1980s,03,21,43.2
Paris,1980s,03,22,43.9
Paris,1980s,03,23,45.3
Paris,1980s,03,24,47.1
Paris,1980s,03,25,47.6
Paris,1980s,03,26,46.6
Paris,1980s,03,27,48.6
Paris,1980s,03,28,49.0
Paris,1980s,03,29,47.4
Paris,1980s,03,30,46.6
Paris,1980s,03,31,47.6
Paris,1980s,04,01,48.0
Paris,1980s,04,02,46.8
Paris,1980s,04,03,47.2
Paris,1980s,04,04,45.9
Paris,1980s,04,05,45.8
Paris,1980s,04,06,46.9
Paris,1980s,04,07,48.6
Paris,1980s,04,08,48.6
Paris,1980s,04,09,47.4
Paris,1980s,04,10,48.3
Paris,1980s,04,11,47.7
Paris,1980s,04,12,47.1
Paris,1980s,04,13,47.4
Paris,1980s,04,14,50.1
Paris,1980s,04,15,52.1
Paris,1980s,04,16,52.9
Paris,1980s,04,17,53.0
Paris,1980s,04,18,51.2
Paris,1980s,04,19,50.7
Paris,1980s,04,20,50.4
Paris,1980s,04,21,49.6
Paris,1980s,04,22,51.5
Paris,1980s,04,23,51.3
Paris,1980s,04,24,51.6
Paris,1980s,04,25,51.4
Paris,1980s,04,26,49.4
Paris,1980s,04,27,49.4
Paris,1980s,04,28,49.7
Paris,1980s,04,29,50.5
Paris,1980s,04,30,51.7
Paris,1980s,05,01,54.0
Paris,1980s,05,02,52.4
Paris,1980s,05,03,51.0
Paris,1980s,05,04,52.2
Paris,1980s,05,05,53.4
Paris,1980s,05,06,54.6
Paris,1980s,05,07,53.8
Paris,1980s,05,08,53.2
Paris,1980s,05,09,54.0
Paris,1980s,05,10,54.0
Paris,1980s,05,11,53.7
Paris,1980s,05,12,55.4
Paris,1980s,05,13,55.8
Paris,1980s,05,14,54.5
Paris,1980s,05,15,56.8
Paris,1980s,05,16,56.8
Paris,1980s,05,17,57.1
Paris,1980s,05,18,58.0
Paris,1980s,05,19,58.7
Paris,1980s,05,20,58.8
Paris,1980s,05,21,56.6
Paris,1980s,05,22,56.9
Paris,1980s,05,23,56.9
Paris,1980s,05,24,57.3
Paris,1980s,05,25,59.6
Paris,1980s,05,26,60.8
Paris,1980s,05,27,58.4
Paris,1980s,05,28,56.4
Paris,1980s,05,29,57.6
Paris,1980s,05,30,58.5
Paris,1980s,05,31,58.6
Paris,1980s,06,01,60.2
Paris,1980s,06,02,60.9
Paris,1980s,06,03,62.8
Paris,1980s,06,04,61.8
Paris,1980s,06,05,61.4
Paris,1980s,06,06,60.6
Paris,1980s,06,07,59.1
Paris,1980s,06,08,60.0
Paris,1980s,06,09,60.9
Paris,1980s,06,10,60.9
Paris,1980s,06,11,61.0
Paris,1980s,06,12,61.4
Paris,1980s,06,13,60.7
Paris,1980s,06,14,62.3
Paris,1980s,06,15,61.5
Paris,1980s,06,16,60.6
Paris,1980s,06,17,60.0
Paris,1980s,06,18,61.5
Paris,1980s,06,19,62.2
Paris,1980s,06,20,63.2
Paris,1980s,06,21,63.6
Paris,1980s,06,22,63.2
Paris,1980s,06,23,61.8
Paris,1980s,06,24,60.7
Paris,1980s,06,25,61.0
Paris,1980s,06,26,61.7
Paris,1980s,06,27,62.4
Paris,1980s,06,28,62.1
Paris,1980s,06,29,63.6
Paris,1980s,06,30,64.0
Paris,1980s,07,01,62.6
Paris,1980s,07,02,65.4
Paris,1980s,07,03,65.0
Paris,1980s,07,04,64.5
Paris,1980s,07,05,68.1
Paris,1980s,07,06,67.2
Paris,1980s,07,07,66.2
Paris,1980s,07,08,66.9
Paris,1980s,07,09,68.3
Paris,1980s,07,10,66.7
Paris,1980s,07,11,67.5
Paris,1980s,07,12,67.5
Paris,1980s,07,13,66.6
Paris,1980s,07,14,66.7
Paris,1980s,07,15,65.6
Paris,1980s,07,16,65.6
Paris,1980s,07,17,65.2
Paris,1980s,07,18,64.8
Paris,1980s,07,19,64.4
Paris,1980s,07,20,65.8
Paris,1980s,07,21,66.0
Paris,1980s,07,22,68.0
Paris,1980s,07,23,68.2
Paris,1980s,07,24,66.7
Paris,1980s,07,25,67.2
Paris,1980s,07,26,66.6
Paris,1980s,07,27,65.8
Paris,1980s,07,28,67.9
Paris,1980s,07,29,68.3
Paris,1980s,07,30,67.6
Paris,1980s,07,31,67.9
Paris,1980s,08,01,67.0
Paris,1980s,08,02,67.0
Paris,1980s,08,03,66.4
Paris,1980s,08,04,65.4
Paris,1980s,08,05,65.5
Paris,1980s,08,06,65.8
Paris,1980s,08,07,65.0
Paris,1980s,08,08,66.8
Paris,1980s,08,09,67.3
Paris,1980s,08,10,66.9
Paris,1980s,08,11,65.6
Paris,1980s,08,12,65.5
Paris,1980s,08,13,66.1
Paris,1980s,08,14,68.1
Paris,1980s,08,15,67.8
Paris,1980s,08,16,67.7
Paris,1980s,08,17,66.8
Paris,1980s,08,18,67.3
Paris,1980s,08,19,67.6
Paris,1980s,08,20,65.5
Paris,1980s,08,21,66.3
Paris,1980s,08,22,66.0
Paris,1980s,08,23,63.3
Paris,1980s,08,24,61.9
Paris,1980s,08,25,62.0
Paris,1980s,08,26,63.2
Paris,1980s,08,27,63.7
Paris,1980s,08,28,63.7
Paris,1980s,08,29,63.1
Paris,1980s,08,30,63.7
Paris,1980s,08,31,63.6
Paris,1980s,09,01,62.2
Paris,1980s,09,02,62.9
Paris,1980s,09,03,63.0
Paris,1980s,09,04,60.8
Paris,1980s,09,05,62.2
Paris,1980s,09,06,60.9
Paris,1980s,09,07,60.6
Paris,1980s,09,08,61.7
Paris,1980s,09,09,61.8
Paris,1980s,09,10,61.9
Paris,1980s,09,11,62.8
Paris,1980s,09,12,63.1
Paris,1980s,09,13,61.0
Paris,1980s,09,14,60.5
Paris,1980s,09,15,62.4
Paris,1980s,09,16,61.7
Paris,1980s,09,17,62.4
Paris,1980s,09,18,63.5
Paris,1980s,09,19,62.4
Paris,1980s,09,20,63.7
Paris,1980s,09,21,63.0
Paris,1980s,09,22,61.2
Paris,1980s,09,23,58.5
Paris,1980s,09,24,59.0
Paris,1980s,09,25,58.7
Paris,1980s,09,26,59.1
Paris,1980s,09,27,59.1
Paris,1980s,09,28,59.1
Paris,1980s,09,29,58.8
Paris,1980s,09,30,58.0
Paris,1980s,10,01,58.1
Paris,1980s,10,02,58.5
Paris,1980s,10,03,59.1
Paris,1980s,10,04,58.5
Paris,1980s,10,05,57.5
Paris,1980s,10,06,55.7
Paris,1980s,10,07,55.0
Paris,1980s,10,08,53.7
Paris,1980s,10,09,55.3
Paris,1980s,10,10,54.3
Paris,1980s,10,11,53.6
Paris,1980s,10,12,54.0
Paris,1980s,10,13,53.5
Paris,1980s,10,14,52.5
Paris,1980s,10,15,52.9
Paris,1980s,10,16,53.2
Paris,1980s,10,17,54.3
Paris,1980s,10,18,54.2
Paris,1980s,10,19,53.7
Paris,1980s,10,20,53.0
Paris,1980s,10,21,52.4
Paris,1980s,10,22,51.3
Paris,1980s,10,23,50.4
Paris,1980s,10,24,49.8
Paris,1980s,10,25,50.0
Paris,1980s,10,26,50.2
Paris,1980s,10,27,51.3
Paris,1980s,10,28,50.7
Paris,1980s,10,29,49.0
Paris,1980s,10,30,48.7
Paris,1980s,10,31,48.6
Paris,1980s,11,01,50.0
Paris,1980s,11,02,48.8
Paris,1980s,11,03,45.4
Paris,1980s,11,04,44.4
Paris,1980s,11,05,44.0
Paris,1980s,11,06,44.5
Paris,1980s,11,07,45.0
Paris,1980s,11,08,46.9
Paris,1980s,11,09,47.2
Paris,1980s,11,10,47.3
Paris,1980s,11,11,46.3
Paris,1980s,11,12,46.6
Paris,1980s,11,13,45.7
Paris,1980s,11,14,43.3
Paris,1980s,11,15,41.5
Paris,1980s,11,16,43.3
Paris,1980s,11,17,43.6
Paris,1980s,11,18,45.6
Paris,1980s,11,19,45.1
Paris,1980s,11,20,44.8
Paris,1980s,11,21,43.4
Paris,1980s,11,22,43.6
Paris,1980s,11,23,43.4
Paris,1980s,11,24,42.4
Paris,1980s,11,25,42.3
Paris,1980s,11,26,40.7
Paris,1980s,11,27,40.0
Paris,1980s,11,28,39.2
Paris,1980s,11,29,39.6
Paris,1980s,11,30,39.6
Paris,1980s,12,01,39.1
Paris,1980s,12,02,39.6
Paris,1980s,12,03,38.5
Paris,1980s,12,04,41.5
Paris,1980s,12,05,41.5
Paris,1980s,12,06,41.3
Paris,1980s,12,07,41.4
Paris,1980s,12,08,39.4
Paris,1980s,12,09,38.8
Paris,1980s,12,10,38.8
Paris,1980s,12,11,38.1
Paris,1980s,12,12,36.4
Paris,1980s,12,13,38.2
Paris,1980s,12,14,40.2
Paris,1980s,12,15,43.0
Paris,1980s,12,16,43.6
Paris,1980s,12,17,42.9
Paris,1980s,12,18,42.5
Paris,1980s,12,19,42.1
Paris,1980s,12,20,42.0
Paris,1980s,12,21,41.4
Paris,1980s,12,22,40.2
Paris,1980s,12,23,40.9
Paris,1980s,12,24,42.9
Paris,1980s,12,25,43.7
Paris,1980s,12,26,42.7
Paris,1980s,12,27,41.3
Paris,1980s,12,28,39.5
Paris,1980s,12,29,37.9
Paris,1980s,12,30,38.0
Paris,1980s,12,31,36.3
Paris,1990s,01,01,36.1
Paris,1990s,01,02,37.6
Paris,1990s,01,03,37.8
Paris,1990s,01,04,37.8
Paris,1990s,01,05,39.5
Paris,1990s,01,06,41.7
Paris,1990s,01,07,42.5
Paris,1990s,01,08,42.6
Paris,1990s,01,09,43.7
Paris,1990s,01,10,44.4
Paris,1990s,01,11,41.4
Paris,1990s,01,12,40.8
Paris,1990s,01,13,41.5
Paris,1990s,01,14,41.7
Paris,1990s,01,15,42.0
Paris,1990s,01,16,42.7
Paris,1990s,01,17,40.9
Paris,1990s,01,18,39.5
Paris,1990s,01,19,40.2
Paris,1990s,01,20,41.4
Paris,1990s,01,21,40.8
Paris,1990s,01,22,41.8
Paris,1990s,01,23,41.2
Paris,1990s,01,24,41.9
Paris,1990s,01,25,42.4
Paris,1990s,01,26,37.7
Paris,1990s,01,27,37.8
Paris,1990s,01,28,38.8
Paris,1990s,01,29,38.3
Paris,1990s,01,30,37.2
Paris,1990s,01,31,37.2
Paris,1990s,02,01,37.5
Paris,1990s,02,02,37.2
Paris,1990s,02,03,37.7
Paris,1990s,02,04,39.5
Paris,1990s,02,05,39.9
Paris,1990s,02,06,38.9
Paris,1990s,02,07,38.0
Paris,1990s,02,08,37.4
Paris,1990s,02,09,38.7
Paris,1990s,02,10,40.1
Paris,1990s,02,11,41.1
Paris,1990s,02,12,42.4
Paris,1990s,02,13,40.1
Paris,1990s,02,14,40.0
Paris,1990s,02,15,42.4
Paris,1990s,02,16,41.4
Paris,1990s,02,17,42.3
Paris,1990s,02,18,42.4
Paris,1990s,02,19,43.0
Paris,1990s,02,20,43.2
Paris,1990s,02,21,42.7
Paris,1990s,02,22,40.9
Paris,1990s,02,23,42.5
Paris,1990s,02,24,45.7
Paris,1990s,02,25,46.0
Paris,1990s,02,26,46.1
Paris,1990s,02,27,43.9
Paris,1990s,02,28,45.2
Paris,1990s,02,29,46.4
Paris,1990s,03,01,44.3
Paris,1990s,03,02,44.6
Paris,1990s,03,03,44.8
Paris,1990s,03,04,44.6
Paris,1990s,03,05,45.2
Paris,1990s,03,06,45.9
Paris,1990s,03,07,46.6
Paris,1990s,03,08,48.1
Paris,1990s,03,09,46.8
Paris,1990s,03,10,46.8
Paris,1990s,03,11,48.0
Paris,1990s,03,12,47.9
Paris,1990s,03,13,47.5
Paris,1990s,03,14,48.5
Paris,1990s,03,15,49.0
Paris,1990s,03,16,50.0
Paris,1990s,03,17,50.8
Paris,1990s,03,18,49.9
Paris,1990s,03,19,49.6
Paris,1990s,03,20,48.4
Paris,1990s,03,21,49.7
Paris,1990s,03,22,46.6
Paris,1990s,03,23,46.9
Paris,1990s,03,24,48.3
Paris,1990s,03,25,47.6
Paris,1990s,03,26,45.6
Paris,1990s,03,27,45.2
Paris,1990s,03,28,45.1
Paris,1990s,03,29,46.5
Paris,1990s,03,30,48.6
Paris,1990s,03,31,49.8
Paris,1990s,04,01,50.9
Paris,1990s,04,02,50.0
Paris,1990s,04,03,48.1
Paris,1990s,04,04,46.7
Paris,1990s,04,05,47.2
Paris,1990s,04,06,48.3
Paris,1990s,04,07,49.0
Paris,1990s,04,08,50.3
Paris,1990s,04,09,49.6
Paris,1990s,04,10,50.1
Paris,1990s,04,11,51.8
Paris,1990s,04,12,49.8
Paris,1990s,04,13,47.6
Paris,1990s,04,14,46.6
Paris,1990s,04,15,47.4
Paris,1990s,04,16,46.3
Paris,1990s,04,17,47.5
Paris,1990s,04,18,47.7
Paris,1990s,04,19,48.1
Paris,1990s,04,20,49.9
Paris,1990s,04,21,51.7
Paris,1990s,04,22,54.2
Paris,1990s,04,23,52.5
Paris,1990s,04,24,51.9
Paris,1990s,04,25,52.4
Paris,1990s,04,26,55.6
Paris,1990s,04,27,55.7
Paris,1990s,04,28,55.6
Paris,1990s,04,29,54.9
Paris,1990s,04,30,57.3
Paris,1990s,05,01,56.6
Paris,1990s,05,02,56.3
Paris,1990s,05,03,56.6
Paris,1990s,05,04,56.5
Paris,1990s,05,05,55.9
Paris,1990s,05,06,56.6
Paris,1990s,05,07,57.3
Paris,1990s,05,08,56.6
Paris,1990s,05,09,56.5
Paris,1990s,05,10,57.7
Paris,1990s,05,11,57.5
Paris,1990s,05,12,57.0
Paris,1990s,05,13,57.8
Paris,1990s,05,14,59.0
Paris,1990s,05,15,59.6
Paris,1990s,05,16,59.0
Paris,1990s,05,17,59.5
Paris,1990s,05,18,59.4
Paris,1990s,05,19,59.3
Paris,1990s,05,20,58.3
Paris,1990s,05,21,58.1
Paris,1990s,05,22,58.5
Paris,1990s,05,23,60.7
Paris,1990s,05,24,61.6
Paris,1990s,05,25,61.1
Paris,1990s,05,26,60.5
Paris,1990s,05,27,60.5
Paris,1990s,05,28,60.0
Paris,1990s,05,29,61.3
Paris,1990s,05,30,63.6
Paris,1990s,05,31,62.8
Paris,1990s,06,01,63.0
Paris,1990s,06,02,62.0
Paris,1990s,06,03,59.4
Paris,1990s,06,04,59.0
Paris,1990s,06,05,60.6
Paris,1990s,06,06,63.7
Paris,1990s,06,07,64.1
Paris,1990s,06,08,61.9
Paris,1990s,06,09,62.5
Paris,1990s,06,10,62.5
Paris,1990s,06,11,60.4
Paris,1990s,06,12,59.8
Paris,1990s,06,13,59.3
Paris,1990s,06,14,61.0
Paris,1990s,06,15,62.3
Paris,1990s,06,16,63.4
Paris,1990s,06,17,63.4
Paris,1990s,06,18,63.5
Paris,1990s,06,19,63.4
Paris,1990s,06,20,63.6
Paris,1990s,06,21,62.5
Paris,1990s,06,22,61.0
Paris,1990s,06,23,61.8
Paris,1990s,06,24,64.2
Paris,1990s,06,25,64.7
Paris,1990s,06,26,66.4
Paris,1990s,06,27,65.4
Paris,1990s,06,28,65.8
Paris,1990s,06,29,66.8
Paris,1990s,06,30,65.4
Paris,1990s,07,01,66.7
Paris,1990s,07,02,64.7
Paris,1990s,07,03,65.6
Paris,1990s,07,04,65.9
Paris,1990s,07,05,64.1
Paris,1990s,07,06,63.5
Paris,1990s,07,07,64.0
Paris,1990s,07,08,67.0
Paris,1990s,07,09,66.3
Paris,1990s,07,10,67.4
Paris,1990s,07,11,69.0
Paris,1990s,07,12,69.3
Paris,1990s,07,13,68.6
Paris,1990s,07,14,67.3
Paris,1990s,07,15,68.2
Paris,1990s,07,16,68.7
Paris,1990s,07,17,67.9
Paris,1990s,07,18,69.1
Paris,1990s,07,19,68.8
Paris,1990s,07,20,71.2
Paris,1990s,07,21,70.4
Paris,1990s,07,22,69.7
Paris,1990s,07,23,70.9
Paris,1990s,07,24,69.6
Paris,1990s,07,25,66.8
Paris,1990s,07,26,69.2
Paris,1990s,07,27,69.0
Paris,1990s,07,28,73.6
Paris,1990s,07,29,71.9
Paris,1990s,07,30,71.4
Paris,1990s,07,31,69.8
Paris,1990s,08,01,71.4
Paris,1990s,08,02,71.7
Paris,1990s,08,03,72.6
Paris,1990s,08,04,73.6
Paris,1990s,08,05,73.2
Paris,1990s,08,06,71.5
Paris,1990s,08,07,70.1
Paris,1990s,08,08,70.5
Paris,1990s,08,09,70.4
Paris,1990s,08,10,70.8
Paris,1990s,08,11,71.0
Paris,1990s,08,12,70.0
Paris,1990s,08,13,67.2
Paris,1990s,08,14,67.9
Paris,1990s,08,15,67.7
Paris,1990s,08,16,68.1
Paris,1990s,08,17,66.5
Paris,1990s,08,18,69.0
Paris,1990s,08,19,69.8
Paris,1990s,08,20,69.3
Paris,1990s,08,21,69.0
Paris,1990s,08,22,68.4
Paris,1990s,08,23,67.8
Paris,1990s,08,24,68.3
Paris,1990s,08,25,67.6
Paris,1990s,08,26,66.7
Paris,1990s,08,27,66.3
Paris,1990s,08,28,64.3
Paris,1990s,08,29,62.6
Paris,1990s,08,30,64.3
Paris,1990s,08,31,63.6
Paris,1990s,09,01,63.9
Paris,1990s,09,02,64.2
