stat,value,team_name,team_id
Matches played,3.0,Costa Rica,43901
Linebreaks attempted all lines,15.0,Costa Rica,43901
Attempt at goal on target,7.0,Costa Rica,43901
Crosses completed,3.0,Costa Rica,43901
Linebreaks attempted attacking line,178.0,Costa Rica,43901
Offers to receive in between,437.0,Costa Rica,43901
Assists,1.0,Costa Rica,43901
Linebreaks attempted completed,246.0,Costa Rica,43901
Attempt at goal outside the penalty area,5.0,Costa Rica,43901
Attempt at goal from free kicks,0.0,Costa Rica,43901
Distance walking,123609.0,Costa Rica,43901
Attempt at goal inside the penalty area,7.0,Costa Rica,43901
Offers to receive total,1023.0,Costa Rica,43901
Goal kicks,31.0,Costa Rica,43901
Goals,3.0,Costa Rica,43901
Linebreaks attempted attacking and midfield line,83.0,Costa Rica,43901
Yellow cards,6.0,Costa Rica,43901
Corners,1.0,Costa Rica,43901
Goalkeeper defensive actions inside penalty area,97.0,Costa Rica,43901
Linebreaks attempted midfield line,221.0,Costa Rica,43901
Distributions under pressure,600.0,Costa Rica,43901
Linebreaks attempted midfield and defensive line,18.0,Costa Rica,43901
Offers to receive in behind,229.0,Costa Rica,43901
Linebreaks attempted under pressure,219.0,Costa Rica,43901
Receptions under no pressure,594.0,Costa Rica,43901
Passes completed,810.0,Costa Rica,43901
Goals outside the penalty area,0.0,Costa Rica,43901
Penalties scored,0.0,Costa Rica,43901
Attempt at goal off target,2.0,Costa Rica,43901
Goals inside the penalty area,3.0,Costa Rica,43901
Offers to receive inside,2184.0,Croatia,43938
Penalties,0.0,Croatia,43938
Attempt at goal inside the penalty area on target,21.0,Croatia,43938
Red cards,0.0,Croatia,43938
Attempt at goal outside the penalty area on target,7.0,Croatia,43938
Receptions under pressure,1508.0,Croatia,43938
Goals from direct free kicks,0.0,Croatia,43938
Indirect free kicks,11.0,Croatia,43938
Crosses,163.0,Croatia,43938
Offers to receive in between,1777.0,Croatia,43938
Final third entries reception left channel,117.0,Croatia,43938
Attempted ball progressions,166.0,Croatia,43938
Receptions between midfield and defensive line,806.0,Croatia,43938
Goalkeeper defensive actions inside penalty area,148.0,Croatia,43938
Headed attempt at goal,13.0,Croatia,43938
Substitutions out,32.0,Croatia,43938
Linebreaks attempted midfield line completed,483.0,Croatia,43938
Attempt at goal off target,36.0,Croatia,43938
Linebreaks completed attacking and midfield line,206.0,Croatia,43938
Offsides,11.0,Croatia,43938
Linebreaks attempted attacking and midfield line,206.0,Croatia,43938
Fouls for,90.0,Croatia,43938
Yellow cards,8.0,Croatia,43938
Final third entries reception central channel,33.0,Croatia,43938
Linebreaks attempted defensive line completed,70.0,Croatia,43938
Linebreaks attempted attacking line completed,401.0,Croatia,43938
Goalkeeper goal preventions,82.0,Croatia,43938
Attempt at goal against,81.0,Croatia,43938
Goals inside the penalty area,7.0,Croatia,43938
Receptions in behind,83.0,Croatia,43938
Receptions under direct pressure,179.0,Croatia,43938
Receptions under no pressure,2899.0,Croatia,43938
Assists,8.0,Croatia,43938
Linebreaks completed midfield and defensive line,35.0,Croatia,43938
Linebreaks completed all lines,28.0,Croatia,43938
Distance high speed running,116061.0,Croatia,43938
Offers to receive total,4402.0,Croatia,43938
Goals outside the penalty area,1.0,Croatia,43938
Linebreaks attempted,1384.0,Croatia,43938
Passes completed,3724.0,Croatia,43938
Crosses completed,36.0,Croatia,43938
Own goals,0.0,Croatia,43938
Time played,736.0,Croatia,43938
Final third entries reception right channel,92.0,Croatia,43938
Penalties scored,0.0,Croatia,43938
Total distance,856148.0,Croatia,43938
Final third entries reception inside right channel,27.0,Croatia,43938
Defensive pressures applied,2113.0,Croatia,43938
Linebreaks attempted under pressure,736.0,Croatia,43938
Linebreaks attempted defensive line,133.0,Croatia,43938
Attempt at goal,81.0,Croatia,43938
Direct free kicks,95.0,Croatia,43938
Matches played,7.0,Croatia,43938
Linebreaks attempted attacking line,539.0,Croatia,43938
Distributions completed under pressure,1759.0,Croatia,43938
Linebreaks attempted midfield and defensive line,74.0,Croatia,43938
Forced turnovers,548.0,Croatia,43938
Goal kicks,50.0,Croatia,43938
Throw ins,161.0,Croatia,43938
Completed switches of play,66.0,Croatia,43938
Receptions under indirect pressure,1329.0,Croatia,43938
Offers to receive outside,2218.0,Croatia,43938
Offers to receive in behind,920.0,Croatia,43938
Attempted switches of play,74.0,Croatia,43938
Attempt at goal outside the penalty area,34.0,Croatia,43938
Substitutions in,32.0,Croatia,43938
Linebreaks attempted midfield line,712.0,Croatia,43938
Attempt at goal from free kicks,1.0,Croatia,43938
Goals conceded,7.0,Croatia,43938
Free kicks,106.0,Croatia,43938
Corners,30.0,Croatia,43938
Distributions under pressure,2414.0,Croatia,43938
Fouls against,90.0,Croatia,43938
Take ons completed,17.0,Croatia,43938
Goals conceded from attempt at goal against,0.0,Croatia,43938
Completed ball progressions,138.0,Croatia,43938
Attempt at goal blocked,12.0,Croatia,43938
Passes,4272.0,Croatia,43938
Direct defensive pressures applied,358.0,Croatia,43938
Attempt at goal on target,28.0,Croatia,43938
Goalkeeper defensive actions outside penalty area,1.0,Croatia,43938
Final third entries reception inside left channel,38.0,Croatia,43938
Distance low speed sprinting,51645.0,Croatia,43938
Distance walking,310898.0,Croatia,43938
Clean sheets,2.0,Croatia,43938
Distance high speed sprinting,16869.0,Croatia,43938
Received offers to receive,1684.0,Croatia,43938
Attempt at goal inside the penalty area,47.0,Croatia,43938
Linebreaks attempted all lines,63.0,Croatia,43938
Distance jogging,360672.0,Croatia,43938
Linebreaks completed under pressure,483.0,Croatia,43938
Linebreaks attempted completed,954.0,Croatia,43938
Offers to receive in front,1705.0,Croatia,43938
Goals,8.0,Croatia,43938
Receptions between midfield and defensive line,349.0,Denmark,43941
Final third entries reception inside left channel,14.0,Denmark,43941
Offers to receive in front,664.0,Denmark,43941
Attempt at goal from free kicks,1.0,Denmark,43941
Linebreaks completed under pressure,205.0,Denmark,43941
Defensive pressures applied,669.0,Denmark,43941
Final third entries reception right channel,62.0,Denmark,43941
Matches played,3.0,Denmark,43941
Passes completed,1563.0,Denmark,43941
Linebreaks attempted attacking line completed,190.0,Denmark,43941
Distance walking,124400.0,Denmark,43941
Attempt at goal off target,17.0,Denmark,43941
Offsides,5.0,Denmark,43941
Linebreaks attempted all lines,35.0,Denmark,43941
Attempt at goal outside the penalty area on target,3.0,Denmark,43941
Offers to receive inside,921.0,Denmark,43941
Corners,21.0,Denmark,43941
Penalties scored,0.0,Denmark,43941
Goals from direct free kicks,0.0,Denmark,43941
Receptions under no pressure,1239.0,Denmark,43941
Received offers to receive,675.0,Denmark,43941
Attempted switches of play,40.0,Denmark,43941
Offers to receive in between,803.0,Denmark,43941
Forced turnovers,211.0,Denmark,43941
Substitutions in,13.0,Denmark,43941
Distance low speed sprinting,20114.0,Denmark,43941
Completed ball progressions,30.0,Denmark,43941
Goalkeeper goal preventions,40.0,Denmark,43941
Attempt at goal outside the penalty area,12.0,Denmark,43941
Yellow cards,5.0,Denmark,43941
Free kicks,28.0,Denmark,43941
Linebreaks attempted defensive line completed,44.0,Denmark,43941
Goal kicks,16.0,Denmark,43941
Assists,1.0,Denmark,43941
Linebreaks completed midfield and defensive line,27.0,Denmark,43941
Attempt at goal inside the penalty area,23.0,Denmark,43941
Linebreaks attempted midfield line completed,206.0,Denmark,43941
Offers to receive total,1936.0,Denmark,43941
Final third entries reception central channel,14.0,Denmark,43941
Offers to receive in behind,469.0,Denmark,43941
Linebreaks completed attacking and midfield line,106.0,Denmark,43941
Goalkeeper defensive actions inside penalty area,61.0,Denmark,43941
Fouls for,22.0,Denmark,43941
Receptions under indirect pressure,554.0,Denmark,43941
Goals inside the penalty area,1.0,Denmark,43941
Red cards,0.0,Denmark,43941
Goals outside the penalty area,0.0,Denmark,43941
Linebreaks attempted midfield line,289.0,Denmark,43941
Crosses,77.0,Denmark,43941
Attempt at goal on target,9.0,Denmark,43941
Total distance,342613.0,Denmark,43941
Linebreaks attempted under pressure,299.0,Denmark,43941
Direct free kicks,24.0,Denmark,43941
Linebreaks attempted defensive line,65.0,Denmark,43941
Linebreaks attempted attacking and midfield line,106.0,Denmark,43941
Linebreaks attempted attacking line,250.0,Denmark,43941
Distributions completed under pressure,732.0,Denmark,43941
Passes,1781.0,Denmark,43941
Distance high speed running,45271.0,Denmark,43941
Attempt at goal against,40.0,Denmark,43941
Attempt at goal blocked,6.0,Denmark,43941
Offers to receive outside,1015.0,Denmark,43941
Attempted ball progressions,50.0,Denmark,43941
Substitutions out,13.0,Denmark,43941
Distance jogging,146492.0,Denmark,43941
Linebreaks completed all lines,23.0,Denmark,43941
Goals,1.0,Denmark,43941
Distance high speed sprinting,6313.0,Denmark,43941
Headed attempt at goal,9.0,Denmark,43941
Own goals,0.0,Denmark,43941
Clean sheets,1.0,Denmark,43941
Linebreaks attempted midfield and defensive line,40.0,Denmark,43941
Goals conceded from attempt at goal against,0.0,Denmark,43941
Fouls against,28.0,Denmark,43941
Crosses completed,19.0,Denmark,43941
Receptions in behind,48.0,Denmark,43941
Take ons completed,15.0,Denmark,43941
Receptions under pressure,618.0,Denmark,43941
Indirect free kicks,4.0,Denmark,43941
Distributions under pressure,982.0,Denmark,43941
Time played,288.0,Denmark,43941
Linebreaks attempted completed,440.0,Denmark,43941
Penalties,0.0,Denmark,43941
Completed switches of play,34.0,Denmark,43941
Throw ins,73.0,Denmark,43941
Goals conceded,3.0,Denmark,43941
Direct defensive pressures applied,115.0,Denmark,43941
Final third entries reception inside right channel,16.0,Denmark,43941
Receptions under direct pressure,64.0,Denmark,43941
Attempt at goal,35.0,Denmark,43941
Final third entries reception left channel,57.0,Denmark,43941
Linebreaks attempted,604.0,Denmark,43941
Attempt at goal inside the penalty area on target,6.0,Denmark,43941
Goalkeeper defensive actions outside penalty area,0.0,Denmark,43941
Fouls against,50.0,Ecuador,43927
Final third entries reception inside right channel,15.0,Ecuador,43927
Attempt at goal from free kicks,1.0,Ecuador,43927
Penalties scored,1.0,Ecuador,43927
Goalkeeper defensive actions inside penalty area,45.0,Ecuador,43927
Passes,1337.0,Ecuador,43927
Receptions between midfield and defensive line,229.0,Ecuador,43927
Red cards,0.0,Ecuador,43927
Substitutions in,11.0,Ecuador,43927
Defensive pressures applied,748.0,Ecuador,43927
Corners,11.0,Ecuador,43927
Substitutions out,11.0,Ecuador,43927
Distance high speed running,39882.0,Ecuador,43927
Direct free kicks,40.0,Ecuador,43927
Attempt at goal outside the penalty area on target,3.0,Ecuador,43927
Final third entries reception inside left channel,15.0,Ecuador,43927
Goals outside the penalty area,0.0,Ecuador,43927
Yellow cards,3.0,Ecuador,43927
Offsides,8.0,Ecuador,43927
Throw ins,69.0,Ecuador,43927
Total distance,316393.0,Ecuador,43927
Matches played,3.0,Ecuador,43927
Offers to receive outside,786.0,Ecuador,43927
Direct defensive pressures applied,149.0,Ecuador,43927
Linebreaks attempted midfield line completed,116.0,Ecuador,43927
Attempt at goal on target,12.0,Ecuador,43927
Goalkeeper defensive actions outside penalty area,0.0,Ecuador,43927
Completed switches of play,12.0,Ecuador,43927
Final third entries reception left channel,31.0,Ecuador,43927
Distance high speed sprinting,6464.0,Ecuador,43927
Linebreaks attempted midfield and defensive line,24.0,Ecuador,43927
Headed attempt at goal,6.0,Ecuador,43927
Free kicks,47.0,Ecuador,43927
Receptions under direct pressure,66.0,Ecuador,43927
Goals inside the penalty area,4.0,Ecuador,43927
Linebreaks attempted midfield line,213.0,Ecuador,43927
Own goals,0.0,Ecuador,43927
Linebreaks attempted,456.0,Ecuador,43927
Receptions under no pressure,812.0,Ecuador,43927
Goals,4.0,Ecuador,43927
Offers to receive in between,637.0,Ecuador,43927
Goalkeeper goal preventions,22.0,Ecuador,43927
Linebreaks attempted attacking line completed,125.0,Ecuador,43927
Attempt at goal blocked,6.0,Ecuador,43927
Attempt at goal outside the penalty area,10.0,Ecuador,43927
Linebreaks attempted under pressure,238.0,Ecuador,43927
Passes completed,1107.0,Ecuador,43927
Penalties,1.0,Ecuador,43927
Attempted switches of play,14.0,Ecuador,43927
Offers to receive inside,740.0,Ecuador,43927
Attempt at goal against,22.0,Ecuador,43927
Distance low speed sprinting,17964.0,Ecuador,43927
Distributions completed under pressure,515.0,Ecuador,43927
Linebreaks attempted attacking and midfield line,79.0,Ecuador,43927
Final third entries reception right channel,16.0,Ecuador,43927
Linebreaks completed under pressure,142.0,Ecuador,43927
Linebreaks attempted all lines,20.0,Ecuador,43927
Attempted ball progressions,49.0,Ecuador,43927
Offers to receive in front,593.0,Ecuador,43927
Completed ball progressions,33.0,Ecuador,43927
Linebreaks attempted completed,260.0,Ecuador,43927
Indirect free kicks,7.0,Ecuador,43927
Take ons completed,5.0,Ecuador,43927
Linebreaks completed all lines,7.0,Ecuador,43927
Assists,2.0,Ecuador,43927
Offers to receive in behind,296.0,Ecuador,43927
Offers to receive total,1526.0,Ecuador,43927
Linebreaks attempted defensive line completed,19.0,Ecuador,43927
Linebreaks attempted attacking line,198.0,Ecuador,43927
Receptions under pressure,568.0,Ecuador,43927
Attempt at goal inside the penalty area on target,9.0,Ecuador,43927
Linebreaks completed midfield and defensive line,8.0,Ecuador,43927
Distributions under pressure,736.0,Ecuador,43927
Attempt at goal,27.0,Ecuador,43927
Final third entries reception central channel,9.0,Ecuador,43927
Distance walking,119679.0,Ecuador,43927
Linebreaks completed attacking and midfield line,79.0,Ecuador,43927
Clean sheets,1.0,Ecuador,43927
Goals conceded from attempt at goal against,0.0,Ecuador,43927
Attempt at goal off target,9.0,Ecuador,43927
Goals conceded,3.0,Ecuador,43927
Goal kicks,21.0,Ecuador,43927
Fouls for,37.0,Ecuador,43927
Linebreaks attempted defensive line,45.0,Ecuador,43927
Received offers to receive,500.0,Ecuador,43927
Receptions under indirect pressure,502.0,Ecuador,43927
Distance jogging,132414.0,Ecuador,43927
Time played,298.0,Ecuador,43927
Forced turnovers,183.0,Ecuador,43927
Goals from direct free kicks,0.0,Ecuador,43927
Receptions in behind,22.0,Ecuador,43927
Attempt at goal inside the penalty area,17.0,Ecuador,43927
Crosses,55.0,Ecuador,43927
Crosses completed,14.0,Ecuador,43927
Distributions completed under pressure,1356.0,England,43942
Defensive pressures applied,995.0,England,43942
Goals conceded from attempt at goal against,0.0,England,43942
Red cards,0.0,England,43942
Fouls for,65.0,England,43942
Goals inside the penalty area,12.0,England,43942
Attempt at goal outside the penalty area,18.0,England,43942
Crosses completed,30.0,England,43942
Goals from direct free kicks,1.0,England,43942
Final third entries reception inside left channel,23.0,England,43942
Passes,3052.0,England,43942
Attempt at goal blocked,9.0,England,43942
Direct defensive pressures applied,193.0,England,43942
Linebreaks completed attacking and midfield line,141.0,England,43942
Goalkeeper defensive actions inside penalty area,56.0,England,43942
Goalkeeper goal preventions,45.0,England,43942
Matches played,5.0,England,43942
Attempted switches of play,47.0,England,43942
Attempt at goal,60.0,England,43942
Linebreaks attempted all lines,41.0,England,43942
Received offers to receive,1445.0,England,43942
Crosses,94.0,England,43942
Linebreaks attempted attacking line,422.0,England,43942
Clean sheets,3.0,England,43942
Penalties,2.0,England,43942
Completed switches of play,43.0,England,43942
Offers to receive in front,1665.0,England,43942
Attempt at goal against,44.0,England,43942
Headed attempt at goal,9.0,England,43942
Linebreaks attempted midfield line,432.0,England,43942
Receptions in behind,54.0,England,43942
Attempt at goal from free kicks,4.0,England,43942
Goalkeeper defensive actions outside penalty area,1.0,England,43942
Direct free kicks,69.0,England,43942
Substitutions out,22.0,England,43942
Time played,502.0,England,43942
Free kicks,74.0,England,43942
Goal kicks,36.0,England,43942
Final third entries reception central channel,22.0,England,43942
Attempt at goal on target,27.0,England,43942
Receptions under no pressure,2121.0,England,43942
Passes completed,2723.0,England,43942
Offsides,5.0,England,43942
Linebreaks attempted midfield and defensive line,50.0,England,43942
Linebreaks completed under pressure,337.0,England,43942
Distributions under pressure,1749.0,England,43942
Goals conceded,4.0,England,43942
Receptions under pressure,1013.0,England,43942
Distance jogging,231194.0,England,43942
Final third entries reception inside right channel,24.0,England,43942
Attempt at goal inside the penalty area,42.0,England,43942
Offers to receive in between,1574.0,England,43942
Total distance,563819.0,England,43942
Linebreaks completed midfield and defensive line,28.0,England,43942
Linebreaks attempted,944.0,England,43942
Offers to receive inside,1896.0,England,43942
Final third entries reception left channel,66.0,England,43942
Penalties scored,1.0,England,43942
Distance low speed sprinting,34583.0,England,43942
Take ons completed,13.0,England,43942
Offers to receive outside,2073.0,England,43942
Final third entries reception right channel,54.0,England,43942
Attempted ball progressions,115.0,England,43942
Distance high speed running,73174.0,England,43942
Offers to receive in behind,730.0,England,43942
Fouls against,53.0,England,43942
Linebreaks attempted defensive line completed,56.0,England,43942
Corners,25.0,England,43942
Substitutions in,22.0,England,43942
Receptions between midfield and defensive line,521.0,England,43942
Offers to receive total,3969.0,England,43942
Attempt at goal inside the penalty area on target,19.0,England,43942
Goals outside the penalty area,1.0,England,43942
Assists,11.0,England,43942
Linebreaks attempted attacking and midfield line,141.0,England,43942
Forced turnovers,280.0,England,43942
Indirect free kicks,5.0,England,43942
Linebreaks attempted completed,693.0,England,43942
Goals,13.0,England,43942
Receptions under indirect pressure,914.0,England,43942
Linebreaks completed all lines,20.0,England,43942
Throw ins,86.0,England,43942
Linebreaks attempted defensive line,90.0,England,43942
Linebreaks attempted midfield line completed,302.0,England,43942
Distance high speed sprinting,12376.0,England,43942
Receptions under direct pressure,99.0,England,43942
Linebreaks attempted attacking line completed,335.0,England,43942
Attempt at goal outside the penalty area on target,8.0,England,43942
Distance walking,212493.0,England,43942
Attempt at goal off target,21.0,England,43942
Own goals,0.0,England,43942
Linebreaks attempted under pressure,469.0,England,43942
Yellow cards,1.0,England,43942
Completed ball progressions,97.0,England,43942
Attempt at goal outside the penalty area,28.0,France,43946
Final third entries reception central channel,29.0,France,43946
Indirect free kicks,14.0,France,43946
Offers to receive in behind,739.0,France,43946
Total distance,802876.0,France,43946
Attempt at goal inside the penalty area on target,26.0,France,43946
Linebreaks attempted,1081.0,France,43946
Linebreaks completed under pressure,346.0,France,43946
Linebreaks completed midfield and defensive line,47.0,France,43946
Linebreaks attempted attacking line,354.0,France,43946
Attempt at goal from free kicks,2.0,France,43946
Attempt at goal off target,42.0,France,43946
Linebreaks attempted under pressure,506.0,France,43946
Assists,12.0,France,43946
Goals inside the penalty area,15.0,France,43946
Linebreaks attempted midfield and defensive line,72.0,France,43946
Offers to receive in between,1279.0,France,43946
Defensive pressures applied,1986.0,France,43946
Attempt at goal blocked,19.0,France,43946
Completed switches of play,28.0,France,43946
Penalties,2.0,France,43946
Direct free kicks,84.0,France,43946
Penalties scored,2.0,France,43946
Linebreaks attempted all lines,33.0,France,43946
Goals from direct free kicks,0.0,France,43946
Receptions between midfield and defensive line,640.0,France,43946
Completed ball progressions,150.0,France,43946
Distance low speed sprinting,44044.0,France,43946
Goalkeeper defensive actions outside penalty area,1.0,France,43946
Linebreaks attempted defensive line completed,82.0,France,43946
Receptions in behind,86.0,France,43946
Passes completed,3192.0,France,43946
Final third entries reception inside right channel,29.0,France,43946
Goalkeeper goal preventions,80.0,France,43946
Headed attempt at goal,22.0,France,43946
Substitutions out,28.0,France,43946
Goals conceded from attempt at goal against,0.0,France,43946
Distance walking,328254.0,France,43946
Matches played,7.0,France,43946
Linebreaks attempted defensive line,124.0,France,43946
Goals outside the penalty area,1.0,France,43946
Direct defensive pressures applied,383.0,France,43946
Fouls against,69.0,France,43946
Crosses completed,49.0,France,43946
Goal kicks,65.0,France,43946
Distributions under pressure,1933.0,France,43946
Receptions under no pressure,2570.0,France,43946
Linebreaks attempted midfield line,603.0,France,43946
Linebreaks completed all lines,14.0,France,43946
Final third entries reception left channel,113.0,France,43946
Receptions under direct pressure,167.0,France,43946
Throw ins,135.0,France,43946
Offers to receive total,3757.0,France,43946
Goals conceded,8.0,France,43946
Receptions under pressure,1271.0,France,43946
Attempted ball progressions,183.0,France,43946
Distributions completed under pressure,1398.0,France,43946
Linebreaks attempted midfield line completed,411.0,France,43946
Received offers to receive,1465.0,France,43946
Yellow cards,8.0,France,43946
Passes,3656.0,France,43946
Linebreaks attempted attacking line completed,236.0,France,43946
Offsides,16.0,France,43946
Attempt at goal on target,35.0,France,43946
Take ons completed,24.0,France,43946
Attempt at goal outside the penalty area on target,9.0,France,43946
Attempt at goal,101.0,France,43946
Free kicks,98.0,France,43946
Distance jogging,314479.0,France,43946
Goals,16.0,France,43946
Offers to receive in front,1739.0,France,43946
Clean sheets,1.0,France,43946
Goalkeeper defensive actions inside penalty area,137.0,France,43946
Final third entries reception inside left channel,41.0,France,43946
Substitutions in,28.0,France,43946
Offers to receive outside,1955.0,France,43946
Own goals,0.0,France,43946
Receptions under indirect pressure,1104.0,France,43946
Linebreaks completed attacking and midfield line,137.0,France,43946
Attempt at goal inside the penalty area,73.0,France,43946
Distance high speed running,98839.0,France,43946
Linebreaks attempted attacking and midfield line,137.0,France,43946
Corners,38.0,France,43946
Attempt at goal against,78.0,France,43946
Red cards,0.0,France,43946
Forced turnovers,524.0,France,43946
Fouls for,85.0,France,43946
Offers to receive inside,1802.0,France,43946
Distance high speed sprinting,17271.0,France,43946
Linebreaks attempted completed,729.0,France,43946
Crosses,146.0,France,43946
Attempted switches of play,32.0,France,43946
Time played,718.0,France,43946
Final third entries reception right channel,103.0,France,43946
Attempted ball progressions,87.0,Germany,43948
Attempt at goal blocked,8.0,Germany,43948
Substitutions in,14.0,Germany,43948
Attempt at goal off target,33.0,Germany,43948
Headed attempt at goal,11.0,Germany,43948
Offers to receive total,2052.0,Germany,43948
Attempt at goal on target,24.0,Germany,43948
Attempt at goal from free kicks,1.0,Germany,43948
Received offers to receive,703.0,Germany,43948
Defensive pressures applied,781.0,Germany,43948
Linebreaks completed all lines,17.0,Germany,43948
Distance high speed sprinting,8058.0,Germany,43948
Substitutions out,14.0,Germany,43948
Fouls for,27.0,Germany,43948
Attempt at goal outside the penalty area,21.0,Germany,43948
Clean sheets,0.0,Germany,43948
Receptions in behind,56.0,Germany,43948
Final third entries reception inside right channel,20.0,Germany,43948
Take ons completed,12.0,Germany,43948
Receptions between midfield and defensive line,426.0,Germany,43948
Indirect free kicks,9.0,Germany,43948
Throw ins,66.0,Germany,43948
Goals,6.0,Germany,43948
Goal kicks,15.0,Germany,43948
Assists,5.0,Germany,43948
Linebreaks completed under pressure,219.0,Germany,43948
Direct free kicks,30.0,Germany,43948
Attempt at goal against,25.0,Germany,43948
Linebreaks attempted midfield line completed,229.0,Germany,43948
Distance low speed sprinting,22917.0,Germany,43948
Linebreaks completed midfield and defensive line,28.0,Germany,43948
Total distance,351407.0,Germany,43948
Penalties,1.0,Germany,43948
Final third entries reception central channel,31.0,Germany,43948
Passes completed,1685.0,Germany,43948
Passes,1899.0,Germany,43948
Linebreaks attempted,577.0,Germany,43948
Matches played,3.0,Germany,43948
Offers to receive in front,713.0,Germany,43948
Goalkeeper defensive actions inside penalty area,55.0,Germany,43948
Receptions under direct pressure,78.0,Germany,43948
Completed switches of play,11.0,Germany,43948
Goals conceded,5.0,Germany,43948
Offsides,12.0,Germany,43948
Goals inside the penalty area,6.0,Germany,43948
Attempt at goal inside the penalty area on target,18.0,Germany,43948
Distributions completed under pressure,773.0,Germany,43948
Final third entries reception left channel,56.0,Germany,43948
Linebreaks attempted completed,427.0,Germany,43948
Linebreaks attempted attacking and midfield line,74.0,Germany,43948
Distributions under pressure,1070.0,Germany,43948
Attempt at goal outside the penalty area on target,6.0,Germany,43948
Receptions under indirect pressure,551.0,Germany,43948
Linebreaks attempted defensive line,74.0,Germany,43948
Distance walking,122995.0,Germany,43948
Distance high speed running,49918.0,Germany,43948
Goalkeeper defensive actions outside penalty area,0.0,Germany,43948
Linebreaks completed attacking and midfield line,74.0,Germany,43948
Crosses completed,22.0,Germany,43948
Receptions under pressure,629.0,Germany,43948
Linebreaks attempted attacking line completed,146.0,Germany,43948
Linebreaks attempted midfield and defensive line,41.0,Germany,43948
Fouls against,26.0,Germany,43948
Linebreaks attempted defensive line completed,52.0,Germany,43948
Attempt at goal,67.0,Germany,43948
Goalkeeper goal preventions,27.0,Germany,43948
Yellow cards,3.0,Germany,43948
Offers to receive inside,1120.0,Germany,43948
Goals conceded from attempt at goal against,0.0,Germany,43948
Final third entries reception inside left channel,25.0,Germany,43948
Completed ball progressions,70.0,Germany,43948
Distance jogging,147531.0,Germany,43948
Time played,284.0,Germany,43948
Linebreaks attempted all lines,27.0,Germany,43948
Corners,25.0,Germany,43948
Receptions under no pressure,1379.0,Germany,43948
Penalties scored,1.0,Germany,43948
Free kicks,39.0,Germany,43948
Red cards,0.0,Germany,43948
Linebreaks attempted under pressure,316.0,Germany,43948
Offers to receive in behind,524.0,Germany,43948
Final third entries reception right channel,44.0,Germany,43948
Goals from direct free kicks,0.0,Germany,43948
Attempted switches of play,13.0,Germany,43948
Goals outside the penalty area,0.0,Germany,43948
Linebreaks attempted attacking line,189.0,Germany,43948
Offers to receive outside,932.0,Germany,43948
Attempt at goal inside the penalty area,46.0,Germany,43948
Linebreaks attempted midfield line,314.0,Germany,43948
Direct defensive pressures applied,129.0,Germany,43948
Forced turnovers,233.0,Germany,43948
Crosses,79.0,Germany,43948
Own goals,0.0,Germany,43948
Offers to receive in between,815.0,Germany,43948
Goals inside the penalty area,5.0,Ghana,43860
Take ons completed,17.0,Ghana,43860
Offers to receive in between,591.0,Ghana,43860
Receptions between midfield and defensive line,218.0,Ghana,43860
Indirect free kicks,3.0,Ghana,43860
Penalties,1.0,Ghana,43860
Distance jogging,142024.0,Ghana,43860
Final third entries reception inside left channel,17.0,Ghana,43860
Linebreaks completed midfield and defensive line,10.0,Ghana,43860
Attempt at goal inside the penalty area,13.0,Ghana,43860
Yellow cards,8.0,Ghana,43860
Goals from direct free kicks,0.0,Ghana,43860
Defensive pressures applied,898.0,Ghana,43860
Attempt at goal on target,10.0,Ghana,43860
Distance high speed running,43226.0,Ghana,43860
Attempt at goal off target,12.0,Ghana,43860
Distributions completed under pressure,518.0,Ghana,43860
Direct defensive pressures applied,144.0,Ghana,43860
Final third entries reception right channel,22.0,Ghana,43860
Linebreaks completed all lines,8.0,Ghana,43860
Linebreaks completed under pressure,143.0,Ghana,43860
Distance low speed sprinting,19492.0,Ghana,43860
Goalkeeper defensive actions inside penalty area,68.0,Ghana,43860
Offers to receive inside,733.0,Ghana,43860
Linebreaks attempted completed,265.0,Ghana,43860
Receptions in behind,18.0,Ghana,43860
Substitutions in,15.0,Ghana,43860
Headed attempt at goal,4.0,Ghana,43860
Receptions under pressure,523.0,Ghana,43860
Offers to receive total,1445.0,Ghana,43860
Offsides,4.0,Ghana,43860
Linebreaks attempted attacking and midfield line,81.0,Ghana,43860
Attempt at goal from free kicks,0.0,Ghana,43860
Passes,1173.0,Ghana,43860
Fouls against,46.0,Ghana,43860
Goalkeeper goal preventions,44.0,Ghana,43860
Offers to receive in front,541.0,Ghana,43860
Linebreaks attempted all lines,25.0,Ghana,43860
Attempted switches of play,10.0,Ghana,43860
Free kicks,41.0,Ghana,43860
Distance high speed sprinting,7649.0,Ghana,43860
Receptions under indirect pressure,479.0,Ghana,43860
Own goals,0.0,Ghana,43860
Linebreaks attempted midfield and defensive line,28.0,Ghana,43860
Goalkeeper defensive actions outside penalty area,0.0,Ghana,43860
Goals conceded,7.0,Ghana,43860
Direct free kicks,38.0,Ghana,43860
Goals outside the penalty area,0.0,Ghana,43860
Substitutions out,15.0,Ghana,43860
Throw ins,56.0,Ghana,43860
Penalties scored,0.0,Ghana,43860
Time played,300.0,Ghana,43860
Offers to receive outside,712.0,Ghana,43860
Linebreaks attempted defensive line completed,14.0,Ghana,43860
Linebreaks completed attacking and midfield line,81.0,Ghana,43860
Completed ball progressions,64.0,Ghana,43860
