player_id,name,country_name,stat,value,player
433710,Ilias Chair,Morocco,Attempt at goal on target,0.0,433710
433710,Ilias Chair,Morocco,Yellow cards,0.0,433710
433710,Ilias Chair,Morocco,Attempt at goal,0.0,433710
433710,Ilias Chair,Morocco,Passes completed,13.0,433710
433710,Ilias Chair,Morocco,Goals,0.0,433710
433710,Ilias Chair,Morocco,Goal kicks,0.0,433710
433710,Ilias Chair,Morocco,Passes,14.0,433710
433710,Ilias Chair,Morocco,Attempt at goal inside the penalty area,0.0,433710
433710,Ilias Chair,Morocco,Attempt at goal outside the penalty area,0.0,433710
433710,Ilias Chair,Morocco,Corners,0.0,433710
433710,Ilias Chair,Morocco,Attempt at goal off target,0.0,433710
433710,Ilias Chair,Morocco,Attempt at goal outside the penalty area on target,0.0,433710
433710,Ilias Chair,Morocco,Red cards,0.0,433710
433710,Ilias Chair,Morocco,Crosses completed,0.0,433710
433710,Ilias Chair,Morocco,Offsides,0.0,433710
433710,Ilias Chair,Morocco,Fouls against,0.0,433710
433710,Ilias Chair,Morocco,Attempt at goal inside the penalty area on target,0.0,433710
433710,Ilias Chair,Morocco,Goals inside the penalty area,0.0,433710
433710,Ilias Chair,Morocco,Headed attempt at goal,0.0,433710
433710,Ilias Chair,Morocco,Attempt at goal blocked,0.0,433710
433710,Ilias Chair,Morocco,Crosses,2.0,433710
433710,Ilias Chair,Morocco,Matches played,1.0,433710
433710,Ilias Chair,Morocco,Goals outside the penalty area,0.0,433710
433710,Ilias Chair,Morocco,Assists,0.0,433710
433710,Ilias Chair,Morocco,Clean sheets,0.0,433710
433710,Ilias Chair,Morocco,Defensive pressures applied,19.0,433710
433710,Ilias Chair,Morocco,Sprints,36.0,433710
433710,Ilias Chair,Morocco,Receptions under no pressure,13.0,433710
433710,Ilias Chair,Morocco,Receptions under pressure,5.0,433710
433710,Ilias Chair,Morocco,Linebreaks completed all lines,1.0,433710
433710,Ilias Chair,Morocco,Direct defensive pressures applied,3.0,433710
433710,Ilias Chair,Morocco,Linebreaks attempted,4.0,433710
433710,Ilias Chair,Morocco,Linebreaks attempted midfield line completed,1.0,433710
433710,Ilias Chair,Morocco,Distance high speed running,926.0,433710
433710,Ilias Chair,Morocco,Penalties,0.0,433710
433710,Ilias Chair,Morocco,Linebreaks attempted midfield and defensive line,1.0,433710
433710,Ilias Chair,Morocco,Receptions under indirect pressure,5.0,433710
433710,Ilias Chair,Morocco,Free kicks,0.0,433710
433710,Ilias Chair,Morocco,Distance jogging,2536.0,433710
433710,Ilias Chair,Morocco,Offers to receive in front,6.0,433710
433710,Ilias Chair,Morocco,Speed runs,86.0,433710
433710,Ilias Chair,Morocco,Substitutions in,1.0,433710
433710,Ilias Chair,Morocco,Attempted ball progressions,1.0,433710
433710,Ilias Chair,Morocco,Offers to receive in behind,10.0,433710
433710,Ilias Chair,Morocco,Linebreaks attempted defensive line completed,1.0,433710
433710,Ilias Chair,Morocco,Completed ball progressions,0.0,433710
433710,Ilias Chair,Morocco,Attempted switches of play,0.0,433710
433710,Ilias Chair,Morocco,Linebreaks attempted completed,3.0,433710
433710,Ilias Chair,Morocco,Linebreaks attempted attacking line completed,1.0,433710
433710,Ilias Chair,Morocco,Goals from direct free kicks,0.0,433710
433710,Ilias Chair,Morocco,Distance low speed sprinting,453.0,433710
433710,Ilias Chair,Morocco,Linebreaks attempted attacking line,1.0,433710
433710,Ilias Chair,Morocco,Receptions between midfield and defensive line,5.0,433710
