name,population,code
ZCTA5 53807,4742,53807
ZCTA5 53821,7962,53821
ZCTA5 53910,3468,53910
ZCTA5 53916,22485,53916
ZCTA5 53928,92,53928
ZCTA5 53937,1121,53937
ZCTA5 53946,4243,53946
ZCTA5 43406,1869,43406
ZCTA5 43410,9681,43410
ZCTA5 43420,29761,43420
ZCTA5 43435,1196,43435
ZCTA5 43440,4309,43440
ZCTA5 43443,1778,43443
ZCTA5 43445,959,43445
ZCTA5 43452,13966,43452
ZCTA5 43468,426,43468
ZCTA5 43515,7374,43515
ZCTA5 43518,2976,43518
ZCTA5 43525,1079,43525
ZCTA5 43532,4110,43532
ZCTA5 43565,406,43565
ZCTA5 43567,13105,43567
ZCTA5 43610,4277,43610
ZCTA5 43727,1054,43727
ZCTA5 43725,20002,43725
ZCTA5 43738,181,43738
ZCTA5 43747,961,43747
ZCTA5 43771,2248,43771
ZCTA5 43777,5369,43777
ZCTA5 43782,714,43782
ZCTA5 43783,5358,43783
ZCTA5 43787,3123,43787
ZCTA5 43802,1334,43802
ZCTA5 43804,3840,43804
ZCTA5 43903,1873,43903
ZCTA5 43555,194,43555
ZCTA5 43557,3239,43557
ZCTA5 43611,19018,43611
ZCTA5 43619,7379,43619
ZCTA5 43227,24857,43227
ZCTA5 43326,13393,43326
ZCTA5 43340,2153,43340
ZCTA5 43016,38834,43016
ZCTA5 43023,14475,43023
ZCTA5 43025,5000,43025
ZCTA5 43029,521,43029
ZCTA5 43068,55498,43068
ZCTA5 11510,33949,11510
ZCTA5 11557,7950,11557
ZCTA5 11568,4470,11568
ZCTA5 11575,16799,11575
ZCTA5 11004,15297,11004
ZCTA5 11005,2249,11005
ZCTA5 11023,9479,11023
ZCTA5 11965,456,11965
ZCTA5 11934,7357,11934
ZCTA5 11211,104561,11211
ZCTA5 11372,63107,11372
ZCTA5 11980,5966,11980
ZCTA5 11596,10276,11596
ZCTA5 41723,1182,41723
ZCTA5 41776,1369,41776
ZCTA5 41810,365,41810
ZCTA5 41812,245,41812
ZCTA5 15428,1880,15428
ZCTA5 15445,2690,15445
ZCTA5 15460,166,15460
ZCTA5 15472,142,15472
ZCTA5 15476,54,15476
ZCTA5 15522,11196,15522
ZCTA5 15530,5167,15530
ZCTA5 15534,901,15534
ZCTA5 45251,21098,45251
ZCTA5 45252,4975,45252
ZCTA5 45303,2200,45303
ZCTA5 45304,7073,45304
ZCTA5 45320,15304,45320
ZCTA5 45336,129,45336
ZCTA5 45341,3403,45341
ZCTA5 45342,35630,45342
ZCTA5 45353,171,45353
ZCTA5 45365,30024,45365
ZCTA5 45382,1187,45382
ZCTA5 45403,13275,45403
ZCTA5 45415,12653,45415
ZCTA5 45424,51344,45424
ZCTA5 45431,27145,45431
ZCTA5 45433,2519,45433
ZCTA5 45434,12059,45434
ZCTA5 45439,10496,45439
ZCTA5 45502,15291,45502
ZCTA5 45503,32250,45503
ZCTA5 45623,3357,45623
ZCTA5 01608,4910,01608
ZCTA5 51557,828,51557
ZCTA5 01523,7809,01523
ZCTA5 01541,3466,01541
ZCTA5 01560,4467,01560
ZCTA5 01570,16934,01570
ZCTA5 01966,7269,01966
ZCTA5 01970,43120,01970
ZCTA5 01985,4688,01985
ZCTA5 01754,10900,01754
ZCTA5 01745,600,01745
ZCTA5 01746,14792,01746
ZCTA5 01749,19863,01749
ZCTA5 01827,3374,01827
ZCTA5 01833,8733,01833
ZCTA5 01844,50517,01844
ZCTA5 01845,31262,01845
ZCTA5 01850,15950,01850
ZCTA5 01915,42062,01915
ZCTA5 01944,5400,01944
ZCTA5 42022,131,42022
ZCTA5 42024,1059,42024
ZCTA5 42020,1669,42020
ZCTA5 42047,281,42047
ZCTA5 42049,1499,42049
ZCTA5 42032,237,42032
ZCTA5 42038,5433,42038
ZCTA5 47564,1169,47564
ZCTA5 47577,1105,47577
ZCTA5 47585,871,47585
ZCTA5 47597,799,47597
ZCTA5 47649,1607,47649
ZCTA5 47714,34514,47714
ZCTA5 47715,25827,47715
ZCTA5 47804,11418,47804
ZCTA5 47838,3744,47838
ZCTA5 47842,9693,47842
ZCTA5 47876,340,47876
ZCTA5 47909,43328,47909
ZCTA5 47922,1551,47922
ZCTA5 47924,257,47924
ZCTA5 27890,2686,27890
ZCTA5 27958,12364,27958
ZCTA5 27101,19888,27101
ZCTA5 27283,3007,27283
ZCTA5 27834,59049,27834
ZCTA5 27873,370,27873
ZCTA5 27925,3902,27925
ZCTA5 27973,1178,27973
ZCTA5 27110,2754,27110
ZCTA5 27201,82,27201
ZCTA5 27205,36294,27205
ZCTA5 27332,33465,27332
ZCTA5 27340,15,27340
ZCTA5 27517,24928,27517
ZCTA5 27518,18397,27518
ZCTA5 27519,58178,27519
ZCTA5 27523,14946,27523
ZCTA5 27527,27711,27527
ZCTA5 27531,750,27531
ZCTA5 27537,23894,27537
ZCTA5 27539,23488,27539
ZCTA5 27556,287,27556
ZCTA5 27574,14527,27574
ZCTA5 27617,19048,27617
ZCTA5 27709,1115,27709
ZCTA5 27825,87,27825
ZCTA5 27861,94,27861
ZCTA5 27879,347,27879
ZCTA5 27881,55,27881
ZCTA5 27978,268,27978
ZCTA5 41602,983,41602
ZCTA5 41642,740,41642
ZCTA5 41763,702,41763
ZCTA5 41833,442,41833
ZCTA5 41010,3203,41010
ZCTA5 41063,3100,41063
ZCTA5 41056,14087,41056
ZCTA5 41076,16926,41076
ZCTA5 41092,3336,41092
ZCTA5 41203,556,41203
ZCTA5 41204,651,41204
ZCTA5 41332,843,41332
ZCTA5 41514,2599,41514
ZCTA5 41531,938,41531
ZCTA5 57469,3281,57469
ZCTA5 57520,93,57520
ZCTA5 57533,1848,57533
ZCTA5 57552,537,57552
ZCTA5 57560,503,57560
ZCTA5 57002,1234,57002
ZCTA5 57003,1730,57003
ZCTA5 57004,4040,57004
ZCTA5 57015,728,57015
ZCTA5 57022,5417,57022
ZCTA5 57052,263,57052
ZCTA5 57058,1841,57058
ZCTA5 57063,818,57063
ZCTA5 57065,378,57065
ZCTA5 57248,1101,57248
ZCTA5 57257,739,57257
ZCTA5 57261,320,57261
ZCTA5 57268,488,57268
ZCTA5 57301,18719,57301
ZCTA5 29826,321,29826
ZCTA5 29850,48,29850
ZCTA5 29856,3607,29856
ZCTA5 29906,28205,29906
ZCTA5 29916,2257,29916
ZCTA5 29928,15553,29928
ZCTA5 29929,872,29929
ZCTA5 29160,6628,29160
ZCTA5 29070,17208,29070
ZCTA5 29113,1687,29113
ZCTA5 29133,919,29133
ZCTA5 29164,4979,29164
ZCTA5 29205,23970,29205
ZCTA5 29301,35585,29301
ZCTA5 29335,6028,29335
ZCTA5 29360,21044,29360
ZCTA5 29431,7700,29431
ZCTA5 29451,4463,29451
ZCTA5 29493,194,29493
ZCTA5 29505,24763,29505
ZCTA5 29543,674,29543
ZCTA5 29563,2039,29563
ZCTA5 29564,1106,29564
ZCTA5 29624,14926,29624
ZCTA5 29627,17445,29627
ZCTA5 29650,35053,29650
ZCTA5 29653,4310,29653
ZCTA5 22639,526,22639
ZCTA5 22663,690,22663
ZCTA5 22546,16553,22546
ZCTA5 22567,3336,22567
ZCTA5 22572,7378,22572
ZCTA5 22579,69,22579
ZCTA5 22611,9059,22611
ZCTA5 22641,470,22641
ZCTA5 22656,4052,22656
ZCTA5 22709,1425,22709
ZCTA5 22724,2342,22724
ZCTA5 22738,1394,22738
ZCTA5 71485,2654,71485
ZCTA5 71643,1023,71643
ZCTA5 71646,5915,71646
ZCTA5 71654,4302,71654
ZCTA5 71663,560,71663
ZCTA5 71666,58,71666
ZCTA5 71675,1722,71675
ZCTA5 71677,152,71677
ZCTA5 71701,18626,71701
ZCTA5 71766,786,71766
ZCTA5 71801,17268,71801
ZCTA5 71937,2199,71937
ZCTA5 71969,252,71969
ZCTA5 71108,18943,71108
ZCTA5 71241,9862,71241
ZCTA5 71652,1236,71652
ZCTA5 71069,670,71069
ZCTA5 71235,4198,71235
ZCTA5 71016,1792,71016
ZCTA5 71763,1642,71763
ZCTA5 71209,179,71209
ZCTA5 71233,277,71233
ZCTA5 71272,1272,71272
ZCTA5 71279,47,71279
ZCTA5 71405,6184,71405
ZCTA5 71662,89,71662
ZCTA5 71711,50,71711
ZCTA5 71772,0,71772
ZCTA5 71998,522,71998
ZCTA5 71999,589,71999
ZCTA5 26575,767,26575
ZCTA5 26582,4171,26582
ZCTA5 26610,851,26610
ZCTA5 26615,237,26615
ZCTA5 26617,87,26617
ZCTA5 26691,554,26691
ZCTA5 26763,1507,26763
ZCTA5 81125,3669,81125
ZCTA5 81141,1315,81141
ZCTA5 81212,31129,81212
ZCTA5 81230,10110,81230
ZCTA5 81235,740,81235
ZCTA5 81236,1207,81236
ZCTA5 81240,3659,81240
ZCTA5 81243,65,81243
ZCTA5 81301,30307,81301
ZCTA5 81321,15389,81321
ZCTA5 81435,5243,81435
ZCTA5 81501,23717,81501
ZCTA5 49644,2104,49644
ZCTA5 49660,14295,49660
ZCTA5 49668,3190,49668
ZCTA5 49670,2060,49670
ZCTA5 49677,6999,49677
ZCTA5 49657,3562,49657
ZCTA5 49664,1798,49664
ZCTA5 49676,3742,49676
ZCTA5 45369,3709,45369
ZCTA5 45620,792,45620
ZCTA5 45653,3928,45653
ZCTA5 45693,9041,45693
ZCTA5 45770,656,45770
ZCTA5 45873,1547,45873
ZCTA5 45619,7468,45619
ZCTA5 45732,4328,45732
ZCTA5 45817,6668,45817
ZCTA5 45870,552,45870
ZCTA5 45836,1410,45836
ZCTA5 45384,2252,45384
ZCTA5 45011,72320,45011
ZCTA5 45032,458,45032
ZCTA5 45070,116,45070
ZCTA5 45101,2145,45101
ZCTA5 45123,8717,45123
ZCTA5 45130,4013,45130
ZCTA5 32256,47883,32256
ZCTA5 32304,50298,32304
ZCTA5 32308,21870,32308
ZCTA5 32901,26014,32901
ZCTA5 32926,22862,32926
ZCTA5 32940,43046,32940
ZCTA5 32950,4422,32950
ZCTA5 32968,14705,32968
ZCTA5 32780,35908,32780
ZCTA5 32934,18298,32934
ZCTA5 32033,4771,32033
ZCTA5 32003,30582,32003
ZCTA5 32026,2026,32026
ZCTA5 32064,6929,32064
ZCTA5 32080,22237,32080
ZCTA5 32081,16914,32081
ZCTA5 32128,22046,32128
ZCTA5 32129,23383,32129
ZCTA5 32133,0,32133
ZCTA5 32162,55828,32162
ZCTA5 32228,509,32228
ZCTA5 32305,21533,32305
ZCTA5 32309,33359,32309
ZCTA5 32317,14636,32317
ZCTA5 32348,12980,32348
ZCTA5 32352,6030,32352
ZCTA5 32435,7039,32435
ZCTA5 32461,16,32461
ZCTA5 32502,3483,32502
ZCTA5 32509,642,32509
ZCTA5 32511,1080,32511
ZCTA5 32530,39,32530
ZCTA5 32550,8310,32550
ZCTA5 32563,27807,32563
ZCTA5 32612,6517,32612
ZCTA5 32631,298,32631
ZCTA5 32814,8405,32814
ZCTA5 32830,0,32830
ZCTA5 32405,31875,32405
ZCTA5 32131,4558,32131
ZCTA5 11952,5031,11952
ZCTA5 11717,62888,11717
ZCTA5 11718,3070,11718
ZCTA5 11733,17000,11733
ZCTA5 11742,11968,11742
ZCTA5 11753,13092,11753
ZCTA5 11756,42856,11756
ZCTA5 11763,28769,11763
ZCTA5 11766,11018,11766
ZCTA5 11771,9517,11771
ZCTA5 11778,11855,11778
ZCTA5 11222,36710,11222
ZCTA5 11233,79796,11233
ZCTA5 11235,76921,11235
ZCTA5 11426,20222,11426
ZCTA5 11427,25096,11427
ZCTA5 11042,475,11042
ZCTA5 11101,32537,11101
ZCTA5 11205,47866,11205
ZCTA5 11215,69995,11215
ZCTA5 11219,87812,11219
ZCTA5 11226,96332,11226
ZCTA5 11228,43878,11228
ZCTA5 11236,98821,11236
ZCTA5 04217,3425,04217
ZCTA5 04105,11968,04105
ZCTA5 04110,1532,04110
ZCTA5 50147,354,50147
ZCTA5 50148,419,50148
ZCTA5 50162,1246,50162
ZCTA5 50168,990,50168
ZCTA5 50171,2585,50171
ZCTA5 50252,146,50252
ZCTA5 50273,8444,50273
ZCTA5 50276,2724,50276
ZCTA5 50277,429,50277
ZCTA5 50421,2790,50421
ZCTA5 50423,2428,50423
ZCTA5 50001,749,50001
ZCTA5 50007,557,50007
ZCTA5 50010,33616,50010
ZCTA5 50014,31246,50014
ZCTA5 04057,92,04057
ZCTA5 04090,10530,04090
ZCTA5 04289,2206,04289
ZCTA5 04429,4615,04429
ZCTA5 04495,361,04495
ZCTA5 04627,1640,04627
ZCTA5 04673,152,04673
ZCTA5 04063,431,04063
ZCTA5 04109,80,04109
ZCTA5 04227,83,04227
ZCTA5 04234,61,04234
ZCTA5 04267,46,04267
ZCTA5 04271,0,04271
ZCTA5 04286,0,04286
ZCTA5 04343,0,04343
ZCTA5 64858,419,64858
ZCTA5 64863,1641,64863
ZCTA5 64865,5679,64865
ZCTA5 64639,157,64639
ZCTA5 64641,571,64641
ZCTA5 64648,2372,64648
ZCTA5 64649,619,64649
ZCTA5 64657,491,64657
ZCTA5 64659,1100,64659
ZCTA5 64682,424,64682
ZCTA5 64728,501,64728
ZCTA5 64740,1670,64740
ZCTA5 64771,428,64771
ZCTA5 64029,19054,64029
ZCTA5 80019,3696,80019
ZCTA5 80020,51801,80020
ZCTA5 80112,34714,80112
ZCTA5 80127,44866,80127
ZCTA5 80132,21422,80132
ZCTA5 80202,15813,80202
ZCTA5 80003,36914,80003
ZCTA5 80012,53862,80012
ZCTA5 80216,14687,80216
ZCTA5 80222,24682,80222
ZCTA5 80223,20888,80223
ZCTA5 80234,29310,80234
ZCTA5 80235,8565,80235
ZCTA5 80239,48835,80239
ZCTA5 80294,0,80294
ZCTA5 80435,8176,80435
ZCTA5 80467,2193,80467
ZCTA5 80469,365,80469
ZCTA5 80510,363,80510
ZCTA5 80516,31063,80516
ZCTA5 80929,58,80929
ZCTA5 80643,4471,80643
ZCTA5 80532,25,80532
ZCTA5 80631,55748,80631
ZCTA5 80640,12850,80640
ZCTA5 80650,2270,80650
ZCTA5 80705,1078,80705
ZCTA5 80737,1631,80737
ZCTA5 80741,1101,80741
ZCTA5 80759,4806,80759
ZCTA5 80813,1621,80813
ZCTA5 80823,222,80823
ZCTA5 80833,1042,80833
ZCTA5 80836,1168,80836
ZCTA5 80840,6368,80840
ZCTA5 80015,70215,80015
ZCTA5 80016,58948,80016
ZCTA5 80024,209,80024
ZCTA5 80025,47,80025
ZCTA5 80030,16386,80030
ZCTA5 80104,32427,80104
ZCTA5 80136,5369,80136
ZCTA5 24701,18517,24701
ZCTA5 24719,25,24719
ZCTA5 24815,633,24815
ZCTA5 24827,1334,24827
ZCTA5 24828,643,24828
ZCTA5 24830,108,24830
ZCTA5 24836,649,24836
ZCTA5 24848,227,24848
ZCTA5 24874,2919,24874
ZCTA5 24880,428,24880
ZCTA5 24938,1511,24938
ZCTA5 24970,4566,24970
ZCTA5 24984,114,24984
ZCTA5 24012,30055,24012
ZCTA5 24831,209,24831
ZCTA5 24646,765,24646
ZCTA5 24740,30721,24740
ZCTA5 24801,4403,24801
ZCTA5 24845,351,24845
ZCTA5 24857,917,24857
ZCTA5 24860,170,24860
ZCTA5 24868,1176,24868
ZCTA5 24920,199,24920
ZCTA5 24954,4209,24954
ZCTA5 24015,15478,24015
ZCTA5 24020,612,24020
ZCTA5 24092,3578,24092
ZCTA5 24101,6118,24101
ZCTA5 24134,5166,24134
ZCTA5 24141,23080,24141
ZCTA5 24161,402,24161
ZCTA5 24279,5400,24279
ZCTA5 24079,1929,24079
ZCTA5 24066,5177,24066
ZCTA5 24067,2293,24067
ZCTA5 24076,1292,24076
ZCTA5 24082,549,24082
ZCTA5 24120,1569,24120
ZCTA5 24122,1519,24122
ZCTA5 24132,301,24132
ZCTA5 24147,1347,24147
ZCTA5 24150,788,24150
ZCTA5 24176,1197,24176
ZCTA5 73005,9368,73005
ZCTA5 73008,20064,73008
ZCTA5 23304,0,23304
ZCTA5 23306,913,23306
ZCTA5 23316,652,23316
ZCTA5 23320,59248,23320
ZCTA5 23324,23232,23324
ZCTA5 23354,237,23354
ZCTA5 23359,1192,23359
ZCTA5 23416,160,23416
ZCTA5 23418,771,23418
ZCTA5 23420,3610,23420
ZCTA5 23432,1451,23432
ZCTA5 15905,19676,15905
ZCTA5 15924,1068,15924
ZCTA5 15927,857,15927
ZCTA5 15930,201,15930
ZCTA5 15938,2340,15938
ZCTA5 15949,409,15949
ZCTA5 15857,12433,15857
ZCTA5 15863,184,15863
ZCTA5 15864,1489,15864
ZCTA5 15929,41,15929
ZCTA5 15931,9257,15931
ZCTA5 15673,1186,15673
ZCTA5 15086,422,15086
ZCTA5 15090,23970,15090
ZCTA5 15104,8492,15104
ZCTA5 15110,5534,15110
ZCTA5 81638,19,81638
ZCTA5 81641,3862,81641
ZCTA5 81646,182,81646
ZCTA5 81649,318,81649
ZCTA5 81006,12120,81006
ZCTA5 81036,1082,81036
ZCTA5 81058,1261,81058
ZCTA5 81073,1885,81073
ZCTA5 81084,106,81084
ZCTA5 81090,918,81090
ZCTA5 81123,880,81123
ZCTA5 81126,346,81126
ZCTA5 81132,3231,81132
ZCTA5 81143,719,81143
ZCTA5 81147,12794,81147
ZCTA5 81211,9017,81211
ZCTA5 81008,11659,81008
ZCTA5 81024,170,81024
ZCTA5 81025,685,81025
ZCTA5 81027,163,81027
ZCTA5 81033,153,81033
ZCTA5 81044,193,81044
ZCTA5 81049,233,81049
ZCTA5 81005,32062,81005
ZCTA5 81023,1268,81023
ZCTA5 81524,2519,81524
ZCTA5 81640,112,81640
ZCTA5 81643,430,81643
ZCTA5 81082,11540,81082
ZCTA5 81226,9110,81226
ZCTA5 81327,384,81327
ZCTA5 81432,3130,81432
ZCTA5 81077,653,81077
ZCTA5 81241,208,81241
ZCTA5 81043,50,81043
ZCTA5 81064,290,81064
ZCTA5 81133,1276,81133
ZCTA5 81140,2150,81140
ZCTA5 81144,6837,81144
ZCTA5 81221,304,81221
ZCTA5 81326,2663,81326
ZCTA5 78355,7222,78355
ZCTA5 78380,23610,78380
ZCTA5 78390,5299,78390
ZCTA5 78402,159,78402
ZCTA5 78405,14224,78405
ZCTA5 78411,25548,78411
ZCTA5 78418,29789,78418
ZCTA5 78576,10262,78576
ZCTA5 78578,11509,78578
ZCTA5 78586,59360,78586
ZCTA5 78614,547,78614
ZCTA5 78617,28376,78617
ZCTA5 78631,3157,78631
ZCTA5 78635,609,78635
ZCTA5 78656,2590,78656
ZCTA5 78663,782,78663
ZCTA5 78722,6713,78722
ZCTA5 78664,63661,78664
ZCTA5 78232,39638,78232
ZCTA5 78235,1471,78235
ZCTA5 78238,27027,78238
ZCTA5 78245,76392,78245
ZCTA5 78247,53597,78247
ZCTA5 78253,41900,78253
ZCTA5 78256,11435,78256
ZCTA5 78259,26591,78259
ZCTA5 78260,26164,78260
ZCTA5 78339,476,78339
ZCTA5 78359,2218,78359
ZCTA5 78361,5273,78361
ZCTA5 78369,378,78369
ZCTA5 78370,4458,78370
ZCTA5 78373,4407,78373
ZCTA5 78377,3510,78377
ZCTA5 78382,19313,78382
ZCTA5 78385,391,78385
ZCTA5 78002,5758,78002
ZCTA5 78017,6120,78017
ZCTA5 78001,0,78001
ZCTA5 78007,198,78007
ZCTA5 78011,1574,78011
ZCTA5 78016,10940,78016
ZCTA5 78076,13279,78076
ZCTA5 78947,4679,78947
ZCTA5 78948,320,78948
ZCTA5 78957,9218,78957
ZCTA5 78962,5290,78962
ZCTA5 74560,482,74560
ZCTA5 74561,1853,74561
ZCTA5 74601,18837,74601
ZCTA5 74631,7352,74631
ZCTA5 74632,502,74632
ZCTA5 74644,498,74644
ZCTA5 74646,137,74646
ZCTA5 74647,3398,74647
ZCTA5 74651,816,74651
ZCTA5 74653,3854,74653
ZCTA5 74630,563,74630
ZCTA5 59845,1355,59845
ZCTA5 59864,6757,59864
ZCTA5 59870,11305,59870
ZCTA5 59223,362,59223
ZCTA5 59081,82,59081
ZCTA5 59201,5745,59201
ZCTA5 59242,77,59242
ZCTA5 59257,82,59257
ZCTA5 59919,650,59919
ZCTA5 59922,2128,59922
ZCTA5 59851,99,59851
ZCTA5 59858,1640,59858
ZCTA5 59867,53,59867
ZCTA5 59912,15673,59912
ZCTA5 59927,270,59927
ZCTA5 29568,17153,29568
ZCTA5 29615,37349,29615
ZCTA5 29640,29766,29640
ZCTA5 29643,2327,29643
ZCTA5 29649,26440,29649
ZCTA5 29661,5684,29661
ZCTA5 29664,2162,29664
ZCTA5 29666,6436,29666
ZCTA5 29673,30704,29673
ZCTA5 29676,5748,29676
ZCTA5 29682,3644,29682
ZCTA5 29687,41098,29687
ZCTA5 29693,13747,29693
ZCTA5 29710,37269,29710
ZCTA5 29714,3178,29714
ZCTA5 29717,1662,29717
ZCTA5 29439,2391,29439
ZCTA5 29373,355,29373
ZCTA5 29404,2150,29404
ZCTA5 29435,4429,29435
ZCTA5 29449,8005,29449
ZCTA5 29458,2860,29458
ZCTA5 29461,40696,29461
ZCTA5 29464,53119,29464
ZCTA5 29470,4840,29470
ZCTA5 29474,2210,29474
ZCTA5 29203,40638,29203
ZCTA5 29209,35206,29209
ZCTA5 29302,16727,29302
ZCTA5 29307,18583,29307
ZCTA5 29316,27315,29316
ZCTA5 29321,2821,29321
ZCTA5 29014,1446,29014
ZCTA5 29038,2280,29038
ZCTA5 29053,20028,29053
ZCTA5 29055,3761,29055
ZCTA5 29072,64143,29072
ZCTA5 29074,201,29074
ZCTA5 29114,1840,29114
ZCTA5 29123,7195,29123
ZCTA5 25902,191,25902
ZCTA5 25916,314,25916
ZCTA5 25313,11611,25313
ZCTA5 31645,4904,31645
ZCTA5 31648,816,31648
ZCTA5 31711,751,31711
ZCTA5 31730,7836,31730
ZCTA5 31735,581,31735
ZCTA5 31738,2232,31738
ZCTA5 31750,17959,31750
ZCTA5 31765,2577,31765
ZCTA5 31791,11485,31791
ZCTA5 31794,27918,31794
ZCTA5 31801,3068,31801
ZCTA5 31814,55,31814
ZCTA5 31011,753,31011
ZCTA5 31721,20924,31721
ZCTA5 31788,9954,31788
ZCTA5 31793,9029,31793
ZCTA5 31091,4347,31091
ZCTA5 31331,8079,31331
ZCTA5 31554,7803,31554
ZCTA5 31787,1418,31787
ZCTA5 31054,1294,31054
ZCTA5 31220,15230,31220
ZCTA5 31025,1312,31025
ZCTA5 31060,2056,31060
ZCTA5 31032,15324,31032
ZCTA5 31042,1445,31042
ZCTA5 31078,3203,31078
ZCTA5 31309,614,31309
ZCTA5 31535,11257,31535
ZCTA5 31544,597,31544
ZCTA5 31629,1070,31629
ZCTA5 31720,285,31720
ZCTA5 31804,6151,31804
ZCTA5 31907,58615,31907
ZCTA5 31805,2790,31805
ZCTA5 47383,2953,47383
ZCTA5 47393,1828,47393
ZCTA5 47406,3404,47406
ZCTA5 47427,812,47427
ZCTA5 47436,1376,47436
ZCTA5 47456,1477,47456
ZCTA5 47459,3935,47459
ZCTA5 47512,3970,47512
ZCTA5 47532,4171,47532
ZCTA5 47541,1109,47541
ZCTA5 47579,2471,47579
ZCTA5 47591,25091,47591
ZCTA5 47613,3136,47613
ZCTA5 64151,26451,64151
ZCTA5 64455,361,64455
ZCTA5 64467,186,64467
ZCTA5 64475,309,64475
ZCTA5 64479,1014,64479
ZCTA5 64480,238,64480
ZCTA5 64486,327,64486
ZCTA5 64102,0,64102
ZCTA5 24290,2127,24290
ZCTA5 24328,1621,24328
ZCTA5 24374,793,24374
ZCTA5 24375,1670,24375
ZCTA5 24430,4025,24430
ZCTA5 24433,77,24433
ZCTA5 24437,1520,24437
ZCTA5 24445,2773,24445
ZCTA5 24450,17385,24450
ZCTA5 24457,333,24457
ZCTA5 24486,3269,24486
ZCTA5 68732,187,68732
ZCTA5 68760,1335,68760
ZCTA5 68766,497,68766
ZCTA5 68767,3436,68767
ZCTA5 68771,1502,68771
ZCTA5 68792,398,68792
ZCTA5 68841,636,68841
ZCTA5 68855,396,68855
ZCTA5 68856,698,68856
ZCTA5 68864,1061,68864
ZCTA5 68879,486,68879
ZCTA5 68929,193,68929
ZCTA5 68932,432,68932
ZCTA5 68654,564,68654
ZCTA5 68018,569,68018
ZCTA5 68031,1589,68031
ZCTA5 68046,29091,68046
ZCTA5 68058,246,68058
ZCTA5 68070,860,68070
ZCTA5 57640,184,57640
ZCTA5 57648,312,57648
ZCTA5 57702,34973,57702
ZCTA5 57750,115,57750
ZCTA5 57763,323,57763
ZCTA5 57767,158,57767
ZCTA5 57769,3984,57769
ZCTA5 57770,6349,57770
ZCTA5 57772,2060,57772
ZCTA5 57030,2953,57030
ZCTA5 57032,8536,57032
ZCTA5 57053,1813,57053
ZCTA5 57057,324,57057
ZCTA5 57061,144,57061
ZCTA5 57064,7233,57064
ZCTA5 57103,36761,57103
ZCTA5 57106,47855,57106
ZCTA5 57220,843,57220
ZCTA5 57227,428,57227
ZCTA5 24887,52,24887
ZCTA5 24924,314,24924
ZCTA5 24935,417,24935
ZCTA5 24941,1124,24941
ZCTA5 24951,1732,24951
ZCTA5 24974,352,24974
ZCTA5 24983,2212,24983
ZCTA5 24165,1251,24165
ZCTA5 24225,2557,24225
ZCTA5 24236,3060,24236
ZCTA5 24245,912,24245
ZCTA5 24266,9301,24266
ZCTA5 24272,639,24272
ZCTA5 24277,6731,24277
ZCTA5 24311,1613,24311
ZCTA5 72935,495,72935
ZCTA5 51648,215,51648
ZCTA5 72846,4125,72846
ZCTA5 72904,21949,72904
ZCTA5 72926,724,72926
ZCTA5 72946,3518,72946
ZCTA5 72948,200,72948
ZCTA5 72322,128,72322
ZCTA5 72329,170,72329
ZCTA5 72355,2155,72355
ZCTA5 72370,7302,72370
ZCTA5 72373,949,72373
ZCTA5 72386,1724,72386
ZCTA5 72538,858,72538
ZCTA5 72007,8259,72007
ZCTA5 72002,18352,72002
ZCTA5 72058,17511,72058
ZCTA5 72067,2335,72067
ZCTA5 72070,1736,72070
ZCTA5 72074,119,72074
ZCTA5 72086,11372,72086
ZCTA5 72099,685,72099
ZCTA5 72129,1146,72129
ZCTA5 72553,25,72553
ZCTA5 72561,686,72561
ZCTA5 72565,781,72565
ZCTA5 72579,1404,72579
ZCTA5 72617,356,72617
ZCTA5 72060,629,72060
ZCTA5 72134,423,72134
ZCTA5 72205,21946,72205
ZCTA5 72374,609,72374
ZCTA5 72454,4642,72454
ZCTA5 72140,399,72140
ZCTA5 72204,30204,72204
ZCTA5 72013,2142,72013
ZCTA5 72863,2042,72863
ZCTA5 72843,2481,72843
ZCTA5 48628,2062,48628
ZCTA5 48657,7904,48657
ZCTA5 48727,1045,48727
ZCTA5 45102,22869,45102
ZCTA5 45697,5375,45697
ZCTA5 83442,22415,83442
ZCTA5 83122,875,83122
ZCTA5 07080,23961,07080
ZCTA5 07502,15762,07502
ZCTA5 07522,21301,07522
ZCTA5 07457,4179,07457
ZCTA5 83420,2435,83420
ZCTA5 83523,804,83523
ZCTA5 83204,20699,83204
ZCTA5 83101,3043,83101
ZCTA5 83115,917,83115
ZCTA5 85041,64657,85041
ZCTA5 85050,31864,85050
ZCTA5 85048,36867,85048
ZCTA5 85253,18873,85253
ZCTA5 85205,44079,85205
ZCTA5 67042,17457,67042
ZCTA5 67101,5228,67101
ZCTA5 67482,129,67482
ZCTA5 45042,28475,45042
ZCTA5 45066,25245,45066
ZCTA5 45409,15993,45409
ZCTA5 45418,1974,45418
ZCTA5 45440,21667,45440
ZCTA5 45459,26397,45459
ZCTA5 45682,2082,45682
ZCTA5 45750,26710,45750
ZCTA5 86040,10599,86040
ZCTA5 29702,10209,29702
ZCTA5 45701,36351,45701
ZCTA5 83445,7799,83445
ZCTA5 83450,960,83450
ZCTA5 83127,4060,83127
ZCTA5 83128,1081,83128
ZCTA5 83402,25947,83402
ZCTA5 07508,22562,07508
