name,url,letter,height,height_display,height_cm,height_inches,name_gender,rank_for_gender
Edele Lynch,https://www.celebheights.com/s/Edele-Lynch-52797.html,L,5ft 6 (168cm),5ft 6 ,168.0,66.14,unknown,695.0
Evanna Lynch,https://www.celebheights.com/s/Evanna-Lynch-2566.html,L,5ft 2 ¼ (158cm),5ft 2 ¼ ,158.0,62.2,female,828.0
Jane Lynch,https://www.celebheights.com/s/Jane-Lynch-47002.html,L,6ft 0 (183cm),6ft 0 ,183.0,72.05,female,5549.0
John Lynch,https://www.celebheights.com/s/John-Lynch-7016.html,L,5ft 9 ¾ (177cm),5ft 9 ¾ ,177.0,69.69,male,2107.0
John Carroll Lynch,https://www.celebheights.com/s/John-Carroll-Lynch-4814.html,L,6ft 3 ¼ (191cm),6ft 3 ¼ ,191.0,75.2,male,5094.0
Kelly Lynch,https://www.celebheights.com/s/Kelly-Lynch-1129.html,L,5ft 9 (175cm),5ft 9 ,175.0,68.9,mostly_female,498.0
Lashana Lynch,https://www.celebheights.com/s/Lashana-Lynch-51639.html,L,5ft 8 ½ (174cm),5ft 8 ½ ,174.0,68.5,unknown,1012.0
Ross Lynch,https://www.celebheights.com/s/Ross-Lynch-49430.html,L,5ft 11 ¼ (181cm),5ft 11 ¼ ,181.0,71.26,male,3128.0
Rydel Lynch,https://www.celebheights.com/s/Rydel-Lynch-48488.html,L,5ft 8 (173cm),5ft 8 ,173.0,68.11,unknown,977.0
Shane Lynch,https://www.celebheights.com/s/Shane-Lynch-52766.html,L,6ft 0 (183cm),6ft 0 ,183.0,72.05,male,3729.0
Susan Lynch,https://www.celebheights.com/s/Susan-Lynch-2749.html,L,5ft 4 ½ (164cm),5ft 4 ½ ,164.0,64.57,female,2254.0
Nicholas Lyndhurst,https://www.celebheights.com/s/Nicholas-Lyndhurst-48705.html,L,6ft 1 ½ (187cm),6ft 1 ½ ,187.0,73.62,male,4473.0
Genesis Lynea,https://www.celebheights.com/s/Genesis-Lynea-51953.html,L,5ft 8 (173cm),5ft 8 ,173.0,68.11,female,4873.0
Carol Lynley,https://www.celebheights.com/s/Carol-Lynley-50872.html,L,5ft 4 (163cm),5ft 4 ,163.0,64.17,mostly_female,201.0
Diana Lynn,https://www.celebheights.com/s/Diana-Lynn-7904.html,L,5ft 5 (165cm),5ft 5 ,165.0,64.96,female,2784.0
Loretta Lynn,https://www.celebheights.com/s/Loretta-Lynn-4289.html,L,5ft 1 (155cm),5ft 1 ,155.0,61.02,female,373.0
Jeff Lynne,https://www.celebheights.com/s/Jeff-Lynne-6789.html,L,5ft 10 ½ (179cm),5ft 10 ½ ,179.0,70.47,male,2668.0
Phil Lynott,https://www.celebheights.com/s/Phil-Lynott-49446.html,L,6ft 1 (185cm),6ft 1 ,185.0,72.83,male,4265.0
Melanie Lynskey,https://www.celebheights.com/s/Melanie-Lynskey-4088.html,L,5ft 6 ¼ (168cm),5ft 6 ¼ ,168.0,66.14,female,3683.0
Jenn Lyon,https://www.celebheights.com/s/Jenn-Lyon-6690.html,L,5ft 6 ½ (169cm),5ft 6 ½ ,169.0,66.54,female,3894.0
Natasha Lyonne,https://www.celebheights.com/s/Natasha-Lyonne-2341.html,L,5ft 1 ½ (156cm),5ft 1 ½ ,156.0,61.42,female,484.0
Brooke Lyons,https://www.celebheights.com/s/Brooke-Lyons-6352.html,L,5ft 3 (160cm),5ft 3 ,160.0,62.99,female,1322.0
David Lyons,https://www.celebheights.com/s/David-Lyons-48675.html,L,5ft 10 (178cm),5ft 10 ,178.0,70.08,male,2475.0
Trace Lysette,https://www.celebheights.com/s/Trace-Lysette-50501.html,L,5ft 7 ½ (171cm),5ft 7 ½ ,171.0,67.32,male,1015.0
Kevin Lyttle,https://www.celebheights.com/s/Kevin-Lyttle-1344.html,L,5ft 9 ½ (177cm),5ft 9 ½ ,177.0,69.69,male,2107.0
Louisa Lytton,https://www.celebheights.com/s/Louisa-Lytton-5030.html,L,5ft  ½ in (154cm),5ft  ½ in ,154.0,60.63,female,223.0
Adetokumboh M'Cormack,https://www.celebheights.com/s/Adetokumboh-MCormack-47160.html,M,5ft 10 ½ (179cm),5ft 10 ½ ,179.0,70.47,unknown,1229.0
Dong-seok Ma,https://www.celebheights.com/s/Dong-seok-Ma-51934.html,M,5ft 8 ¾ (175cm),5ft 8 ¾ ,175.0,68.9,unknown,1085.0
Tzi Ma,https://www.celebheights.com/s/Tzi-Ma-3990.html,M,5ft 4 ¾ (164cm),5ft 4 ¾ ,164.0,64.57,unknown,415.0
Kate Maberly,https://www.celebheights.com/s/Kate-Maberly-50309.html,M,5ft 5 (165cm),5ft 5 ,165.0,64.96,female,2784.0
Eric Mabius,https://www.celebheights.com/s/Eric-Mabius-4769.html,M,5ft 10 (178cm),5ft 10 ,178.0,70.08,male,2475.0
Sunny Mabrey,https://www.celebheights.com/s/Sunny-Mabrey-2028.html,M,5ft 7 (170cm),5ft 7 ,170.0,66.93,male,867.0
Oti Mabuse,https://www.celebheights.com/s/Oti-Mabuse-6080.html,M,5ft 4 (163cm),5ft 4 ,163.0,64.17,unknown,367.0
Annie Mac,https://www.celebheights.com/s/Annie-Mac-6277.html,M,5ft 5 (165cm),5ft 5 ,165.0,64.96,female,2784.0
Bernie Mac,https://www.celebheights.com/s/Bernie-Mac-446.html,M,6ft 2 ½ (189cm),6ft 2 ½ ,189.0,74.41,mostly_female,576.0
Danny Mac,https://www.celebheights.com/s/Danny-Mac-49739.html,M,5ft 8 ¼ (173cm),5ft 8 ¼ ,173.0,68.11,male,1343.0
Jes Macallan,https://www.celebheights.com/s/Jes-Macallan-5296.html,M,5ft 8 (173cm),5ft 8 ,173.0,68.11,male,1343.0
Hayes MacArthur,https://www.celebheights.com/s/Hayes-MacArthur-49406.html,M,6ft 3 ¼ (191cm),6ft 3 ¼ ,191.0,75.2,unknown,1515.0
Ralph Macchio,https://www.celebheights.com/s/Ralph-Macchio-2003.html,M,5ft 8 ¾ (175cm),5ft 8 ¾ ,175.0,68.9,male,1812.0
Catriona MacColl,https://www.celebheights.com/s/Catriona-MacColl-50398.html,M,5ft 5 ¼ (166cm),5ft 5 ¼ ,166.0,65.35,female,3063.0
Simon Maccorkindale,https://www.celebheights.com/s/Simon-Maccorkindale-2642.html,M,5ft 11 ½ (182cm),5ft 11 ½ ,182.0,71.65,male,3373.0
Emily MacDonagh,https://www.celebheights.com/s/Emily-MacDonagh-6984.html,M,5ft 9 (175cm),5ft 9 ,175.0,68.9,female,5184.0
Amy MacDonald,https://www.celebheights.com/s/Amy-MacDonald-5058.html,M,5ft 6 (168cm),5ft 6 ,168.0,66.14,female,3683.0
Danielle MacDonald,https://www.celebheights.com/s/Danielle-MacDonald-50279.html,M,5ft 5 (165cm),5ft 5 ,165.0,64.96,female,2784.0
Kelly MacDonald,https://www.celebheights.com/s/Kelly-MacDonald-3081.html,M,5ft 2 ½ (159cm),5ft 2 ½ ,159.0,62.6,mostly_female,102.0
Norm Macdonald,https://www.celebheights.com/s/Norm-Macdonald-48672.html,M,6ft 1 ½ (187cm),6ft 1 ½ ,187.0,73.62,unknown,1438.0
Scott MacDonald,https://www.celebheights.com/s/Scott-MacDonald-5527.html,M,5ft 10 ¼ (178cm),5ft 10 ¼ ,178.0,70.08,male,2475.0
Shauna Macdonald,https://www.celebheights.com/s/Shauna-Macdonald-2193.html,M,5ft 5 ¾ (167cm),5ft 5 ¾ ,167.0,65.75,female,3123.0
Andie Macdowell,https://www.celebheights.com/s/Andie-Macdowell-421.html,M,5ft 8 (173cm),5ft 8 ,173.0,68.11,female,4873.0
Megan Mace,https://www.celebheights.com/s/Megan-Mace-5484.html,M,5ft 1 ½ (156cm),5ft 1 ½ ,156.0,61.42,female,484.0
Angus MacFadyen,https://www.celebheights.com/s/Angus-MacFadyen-2000.html,M,5ft 10 (178cm),5ft 10 ,178.0,70.08,male,2475.0
Matthew MacFadyen,https://www.celebheights.com/s/Matthew-MacFadyen-1920.html,M,6ft 2 ½ (189cm),6ft 2 ½ ,189.0,74.41,male,4871.0
Seth MacFarlane,https://www.celebheights.com/s/Seth-MacFarlane-3127.html,M,5ft 10 ½ (179cm),5ft 10 ½ ,179.0,70.47,male,2668.0
Niall MacGinnis,https://www.celebheights.com/s/Niall-MacGinnis-53207.html,M,5ft 11 ¾ (182cm),5ft 11 ¾ ,182.0,71.65,male,3373.0
Ali MacGraw,https://www.celebheights.com/s/Ali-MacGraw-2323.html,M,5ft 8 (173cm),5ft 8 ,173.0,68.11,male,1343.0
Justina Machado,https://www.celebheights.com/s/Justina-Machado-2953.html,M,5ft 0 (152cm),5ft 0 ,152.0,59.84,female,164.0
Machine Gun Kelly,https://www.celebheights.com/s/-Machine-Gun-Kelly-48998.html,M,6ft 3 ½ (192cm),6ft 3 ½ ,192.0,75.59,unknown,1528.0
Gabriel Macht,https://www.celebheights.com/s/Gabriel-Macht-2281.html,M,6ft  ¼ in (184cm),6ft  ¼ in ,184.0,72.44,male,3911.0
Angus MacInnes,https://www.celebheights.com/s/Angus-MacInnes-5583.html,M,6ft 1 (185cm),6ft 1 ,185.0,72.83,male,4265.0
Jacqueline MacInnes Wood,https://www.celebheights.com/s/Jacqueline-MacInnes-Wood-7194.html,M,5ft 7 (170cm),5ft 7 ,170.0,66.93,female,4377.0
Alison MacInnis,https://www.celebheights.com/s/Alison-MacInnis-3058.html,M,5ft 7 (170cm),5ft 7 ,170.0,66.93,female,4377.0
Tammy Macintosh,https://www.celebheights.com/s/Tammy-Macintosh-49994.html,M,5ft 3 ¼ (161cm),5ft 3 ¼ ,161.0,63.39,female,1490.0
Marguerite MacIntyre,https://www.celebheights.com/s/Marguerite-MacIntyre-47011.html,M,5ft 8 (173cm),5ft 8 ,173.0,68.11,female,4873.0
Martha MacIsaac,https://www.celebheights.com/s/Martha-MacIsaac-4985.html,M,5ft 2 ½ (159cm),5ft 2 ½ ,159.0,62.6,female,994.0
Allison Mack,https://www.celebheights.com/s/Allison-Mack-1799.html,M,5ft 4 (163cm),5ft 4 ,163.0,64.17,female,2007.0
Lee Mack,https://www.celebheights.com/s/Lee-Mack-48621.html,M,5ft 11 ¾ (182cm),5ft 11 ¾ ,182.0,71.65,mostly_male,408.0
Mirren Mack,https://www.celebheights.com/s/Mirren-Mack-53371.html,M,5ft 6 (168cm),5ft 6 ,168.0,66.14,unknown,695.0
Fulton Mackay,https://www.celebheights.com/s/Fulton-Mackay-2099.html,M,5ft 8 (173cm),5ft 8 ,173.0,68.11,unknown,977.0
George MacKay,https://www.celebheights.com/s/George-MacKay-5518.html,M,6ft 0 (183cm),6ft 0 ,183.0,72.05,male,3729.0
Eoin Macken,https://www.celebheights.com/s/Eoin-Macken-48137.html,M,5ft 10 ½ (179cm),5ft 10 ½ ,179.0,70.47,male,2668.0
Mackenyu,https://www.celebheights.com/s/-Mackenyu-53343.html,M,5ft 10 (178cm),5ft 10 ,178.0,70.08,unknown,1187.0
Alistair Mackenzie,https://www.celebheights.com/s/Alistair-Mackenzie-48286.html,M,5ft 9 ¼ (176cm),5ft 9 ¼ ,176.0,69.29,male,1878.0
Billy MacKenzie,https://www.celebheights.com/s/Billy-MacKenzie-2514.html,M,5ft 7 (170cm),5ft 7 ,170.0,66.93,male,867.0
Emma Mackey,https://www.celebheights.com/s/Emma-Mackey-51500.html,M,5ft 7 (170cm),5ft 7 ,170.0,66.93,female,4377.0
Doon Mackichan,https://www.celebheights.com/s/Doon-Mackichan-50105.html,M,5ft 9 (175cm),5ft 9 ,175.0,68.9,unknown,1085.0
Anthony Mackie,https://www.celebheights.com/s/Anthony-Mackie-1330.html,M,5ft 10 (178cm),5ft 10 ,178.0,70.08,male,2475.0
Pearl Mackie,https://www.celebheights.com/s/Pearl-Mackie-49397.html,M,5ft 6 (168cm),5ft 6 ,168.0,66.14,female,3683.0
Simmone Jade Mackinnon,https://www.celebheights.com/s/Simmone-Jade-Mackinnon-7208.html,M,5ft 6 ½ (169cm),5ft 6 ½ ,169.0,66.54,unknown,744.0
Millie Mackintosh,https://www.celebheights.com/s/Millie-Mackintosh-5062.html,M,5ft 7 ½ (171cm),5ft 7 ½ ,171.0,67.32,female,4529.0
Steven Mackintosh,https://www.celebheights.com/s/Steven-Mackintosh-50369.html,M,5ft 7 ½ (171cm),5ft 7 ½ ,171.0,67.32,male,1015.0
Macklemore,https://www.celebheights.com/s/-Macklemore-48090.html,M,5ft 10 ½ (179cm),5ft 10 ½ ,179.0,70.47,unknown,1229.0
Kyle MacLachlan,https://www.celebheights.com/s/Kyle-MacLachlan-1196.html,M,6ft 0 (183cm),6ft 0 ,183.0,72.05,mostly_female,557.0
Shirley MacLaine,https://www.celebheights.com/s/Shirley-MacLaine-1961.html,M,5ft 6 ½ (169cm),5ft 6 ½ ,169.0,66.54,female,3894.0
Fred MacMurray,https://www.celebheights.com/s/Fred-MacMurray-48327.html,M,6ft 2 ¾ (190cm),6ft 2 ¾ ,190.0,74.8,male,4902.0
Patrick MacNee,https://www.celebheights.com/s/Patrick-MacNee-3865.html,M,5ft 11 ½ (182cm),5ft 11 ½ ,182.0,71.65,male,3373.0
Conor MacNeill,https://www.celebheights.com/s/Conor-MacNeill-52369.html,M,5ft 1 ½ (156cm),5ft 1 ½ ,156.0,61.42,male,59.0
Peter MacNicol,https://www.celebheights.com/s/Peter-MacNicol-1301.html,M,5ft 6 ½ (169cm),5ft 6 ½ ,169.0,66.54,male,652.0
Peter Macon,https://www.celebheights.com/s/Peter-Macon-51450.html,M,5ft 11 ½ (182cm),5ft 11 ½ ,182.0,71.65,male,3373.0
Daniel MacPherson,https://www.celebheights.com/s/Daniel-MacPherson-49265.html,M,5ft 8 (173cm),5ft 8 ,173.0,68.11,male,1343.0
Elle Macpherson,https://www.celebheights.com/s/Elle-Macpherson-83.html,M,5ft 11 ½ (182cm),5ft 11 ½ ,182.0,71.65,female,5524.0
Spencer MacPherson,https://www.celebheights.com/s/Spencer-MacPherson-6565.html,M,5ft 9 (175cm),5ft 9 ,175.0,68.9,male,1812.0
Emmanuel Macron,https://www.celebheights.com/s/Emmanuel-Macron-50108.html,M,5ft 8 (173cm),5ft 8 ,173.0,68.11,male,1343.0
William H Macy,https://www.celebheights.com/s/William-H-Macy-271.html,M,5ft 8 ½ (174cm),5ft 8 ½ ,174.0,68.5,male,1501.0
Madchild,https://www.celebheights.com/s/-Madchild-49323.html,M,5ft 6 (168cm),5ft 6 ,168.0,66.14,unknown,695.0
Benji Madden,https://www.celebheights.com/s/Benji-Madden-47035.html,M,5ft 5 ¾ (167cm),5ft 5 ¾ ,167.0,65.75,male,434.0
Joel Madden,https://www.celebheights.com/s/Joel-Madden-2258.html,M,5ft 7 (170cm),5ft 7 ,170.0,66.93,male,867.0
Madeleine Madden,https://www.celebheights.com/s/Madeleine-Madden-7304.html,M,5ft 6 (168cm),5ft 6 ,168.0,66.14,female,3683.0
Richard Madden,https://www.celebheights.com/s/Richard-Madden-5066.html,M,5ft 9 ¼ (176cm),5ft 9 ¼ ,176.0,69.29,male,1878.0
Rachel Maddow,https://www.celebheights.com/s/Rachel-Maddow-52861.html,M,5ft 10 ½ (179cm),5ft 10 ½ ,179.0,70.47,female,5440.0
Kiana Madeira,https://www.celebheights.com/s/Kiana-Madeira-51801.html,M,5ft 4 (163cm),5ft 4 ,163.0,64.17,female,2007.0
Archie Madekwe,https://www.celebheights.com/s/Archie-Madekwe-7371.html,M,6ft 5 (196cm),6ft 5 ,196.0,77.17,male,5386.0
Ashley Madekwe,https://www.celebheights.com/s/Ashley-Madekwe-4908.html,M,5ft 7 (170cm),5ft 7 ,170.0,66.93,mostly_female,407.0
Anna Madeley,https://www.celebheights.com/s/Anna-Madeley-52496.html,M,5ft 7 ½ (171cm),5ft 7 ½ ,171.0,67.32,female,4529.0
Chloe Madeley,https://www.celebheights.com/s/Chloe-Madeley-5919.html,M,5ft 6 ½ (169cm),5ft 6 ½ ,169.0,66.54,female,3894.0
Richard Madeley,https://www.celebheights.com/s/Richard-Madeley-2921.html,M,6ft 2 ¼ (189cm),6ft 2 ¼ ,189.0,74.41,male,4871.0
Rebecca Mader,https://www.celebheights.com/s/Rebecca-Mader-46931.html,M,5ft 7 ½ (171cm),5ft 7 ½ ,171.0,67.32,female,4529.0
Kasia Madera,https://www.celebheights.com/s/Kasia-Madera-52588.html,M,5ft 4 (163cm),5ft 4 ,163.0,64.17,andy,57.0
Amy Madigan,https://www.celebheights.com/s/Amy-Madigan-2237.html,M,5ft 5 ½ (166cm),5ft 5 ½ ,166.0,65.35,female,3063.0
Kathleen Madigan,https://www.celebheights.com/s/Kathleen-Madigan-3386.html,M,5ft 1 ½ (156cm),5ft 1 ½ ,156.0,61.42,female,484.0
James Madio,https://www.celebheights.com/s/James-Madio-2327.html,M,5ft 3 (160cm),5ft 3 ,160.0,62.99,male,131.0
Bailee Madison,https://www.celebheights.com/s/Bailee-Madison-48489.html,M,5ft 5 ¼ (166cm),5ft 5 ¼ ,166.0,65.35,female,3063.0
Dora Madison,https://www.celebheights.com/s/Dora-Madison-51746.html,M,5ft 6 (168cm),5ft 6 ,168.0,66.14,female,3683.0
Elina Madison,https://www.celebheights.com/s/Elina-Madison-5196.html,M,5ft 8 (173cm),5ft 8 ,173.0,68.11,female,4873.0
Holly Madison,https://www.celebheights.com/s/Holly-Madison-6348.html,M,5ft 5 (165cm),5ft 5 ,165.0,64.96,female,2784.0
Martha Madison,https://www.celebheights.com/s/Martha-Madison-2159.html,M,5ft 5 (165cm),5ft 5 ,165.0,64.96,female,2784.0
Mikey Madison,https://www.celebheights.com/s/Mikey-Madison-49766.html,M,5ft 3 (160cm),5ft 3 ,160.0,62.99,unknown,234.0
Summer Madison,https://www.celebheights.com/s/Summer-Madison-7928.html,M,5ft 1 (155cm),5ft 1 ,155.0,61.02,andy,10.0
Ariana Madix,https://www.celebheights.com/s/Ariana-Madix-48362.html,M,5ft 4 ¾ (164cm),5ft 4 ¾ ,164.0,64.57,female,2254.0
Madonna,https://www.celebheights.com/s/-Madonna-372.html,M,5ft 4 (163cm),5ft 4 ,163.0,64.17,female,2007.0
Jessica Madsen,https://www.celebheights.com/s/Jessica-Madsen-52423.html,M,5ft 8 (173cm),5ft 8 ,173.0,68.11,female,4873.0
Michael Madsen,https://www.celebheights.com/s/Michael-Madsen-1152.html,M,6ft 2 (188cm),6ft 2 ,188.0,74.02,male,4729.0
Virginia Madsen,https://www.celebheights.com/s/Virginia-Madsen-1048.html,M,5ft 4 ½ (164cm),5ft 4 ½ ,164.0,64.57,female,2254.0
Vanessa Mae,https://www.celebheights.com/s/Vanessa-Mae-3273.html,M,5ft 3 (160cm),5ft 3 ,160.0,62.99,female,1322.0
Mia Maestro,https://www.celebheights.com/s/Mia-Maestro-2207.html,M,5ft 3 ½ (161cm),5ft 3 ½ ,161.0,63.39,female,1490.0
Stella Maeve,https://www.celebheights.com/s/Stella-Maeve-6060.html,M,5ft 1 ½ (156cm),5ft 1 ½ ,156.0,61.42,female,484.0
Roma Maffia,https://www.celebheights.com/s/Roma-Maffia-2619.html,M,5ft 10 (178cm),5ft 10 ,178.0,70.08,female,5410.0
John Magaro,https://www.celebheights.com/s/John-Magaro-49847.html,M,5ft 5 (165cm),5ft 5 ,165.0,64.96,male,344.0
Pua Magasiva,https://www.celebheights.com/s/Pua-Magasiva-49767.html,M,5ft 10 ½ (179cm),5ft 10 ½ ,179.0,70.47,unknown,1229.0
Robbie Magasiva,https://www.celebheights.com/s/Robbie-Magasiva-49747.html,M,6ft  ¾ in (185cm),6ft  ¾ in ,185.0,72.83,male,4265.0
Christian Magby,https://www.celebheights.com/s/Christian-Magby-53076.html,M,5ft 7 (170cm),5ft 7 ,170.0,66.93,male,867.0
Garrett Maggart,https://www.celebheights.com/s/Garrett-Maggart-3795.html,M,5ft 7 ½ (171cm),5ft 7 ½ ,171.0,67.32,male,1015.0
Amrit Maghera,https://www.celebheights.com/s/Amrit-Maghera-50226.html,M,5ft 6 (168cm),5ft 6 ,168.0,66.14,andy,97.0
Anna Magnani,https://www.celebheights.com/s/Anna-Magnani-5834.html,M,5ft 3 (160cm),5ft 3 ,160.0,62.99,female,1322.0
Ann Magnuson,https://www.celebheights.com/s/Ann-Magnuson-2973.html,M,5ft 4 (163cm),5ft 4 ,163.0,64.17,female,2007.0
Billy Magnussen,https://www.celebheights.com/s/Billy-Magnussen-51448.html,M,5ft 10 ½ (179cm),5ft 10 ½ ,179.0,70.47,male,2668.0
Kate Magowan,https://www.celebheights.com/s/Kate-Magowan-5478.html,M,5ft 6 ½ (169cm),5ft 6 ½ ,169.0,66.54,female,3894.0
Harry Maguire,https://www.celebheights.com/s/Harry-Maguire-51174.html,M,6ft 4 (193cm),6ft 4 ,193.0,75.98,male,5270.0
Sean Maguire,https://www.celebheights.com/s/Sean-Maguire-4033.html,M,5ft 9 (175cm),5ft 9 ,175.0,68.9,male,1812.0
Tobey Maguire,https://www.celebheights.com/s/Tobey-Maguire-327.html,M,5ft 7 ¾ (172cm),5ft 7 ¾ ,172.0,67.72,unknown,896.0
Valerie Mahaffey,https://www.celebheights.com/s/Valerie-Mahaffey-51457.html,M,5ft 5 ½ (166cm),5ft 5 ½ ,166.0,65.35,female,3063.0
Jinder Mahal,https://www.celebheights.com/s/Jinder-Mahal-51272.html,M,6ft 4 ¼ (194cm),6ft 4 ¼ ,194.0,76.38,unknown,1551.0
George Maharis,https://www.celebheights.com/s/George-Maharis-50855.html,M,5ft 11 (180cm),5ft 11 ,180.0,70.87,male,3053.0
Annet Mahendru,https://www.celebheights.com/s/Annet-Mahendru-5802.html,M,5ft 7 (170cm),5ft 7 ,170.0,66.93,female,4377.0
Bill Maher,https://www.celebheights.com/s/Bill-Maher-3719.html,M,5ft 8 (173cm),5ft 8 ,173.0,68.11,male,1343.0
Sean Maher,https://www.celebheights.com/s/Sean-Maher-48863.html,M,5ft 8 ¾ (175cm),5ft 8 ¾ ,175.0,68.9,male,1812.0
Austin Mahone,https://www.celebheights.com/s/Austin-Mahone-5675.html,M,5ft 9 ½ (177cm),5ft 9 ½ ,177.0,69.69,male,2107.0
Jock Mahoney,https://www.celebheights.com/s/Jock-Mahoney-3613.html,M,6ft 4 (193cm),6ft 4 ,193.0,75.98,male,5270.0
John Mahoney,https://www.celebheights.com/s/John-Mahoney-4310.html,M,5ft 8 (173cm),5ft 8 ,173.0,68.11,male,1343.0
Ella Mai,https://www.celebheights.com/s/Ella-Mai-51999.html,M,5ft 8 (173cm),5ft 8 ,173.0,68.11,female,4873.0
Jeannie Mai,https://www.celebheights.com/s/Jeannie-Mai-51491.html,M,5ft 3 (160cm),5ft 3 ,160.0,62.99,female,1322.0
Laci J. Mailey,https://www.celebheights.com/s/Laci-J-Mailey-6637.html,M,5ft 2 (157cm),5ft 2 ,157.0,61.81,male,88.0
Robert Maillet,https://www.celebheights.com/s/Robert-Maillet-5282.html,M,6ft 9 (206cm),6ft 9 ,206.0,81.1,male,5502.0
Laura Main,https://www.celebheights.com/s/Laura-Main-5422.html,M,5ft 1 ¾ (157cm),5ft 1 ¾ ,157.0,61.81,female,813.0
Nicole Maines,https://www.celebheights.com/s/Nicole-Maines-51367.html,M,5ft 7 (170cm),5ft 7 ,170.0,66.93,female,4377.0
Kayla Maisonet,https://www.celebheights.com/s/Kayla-Maisonet-7187.html,M,5ft 1 (155cm),5ft 1 ,155.0,61.02,female,373.0
Emily Maitlis,https://www.celebheights.com/s/Emily-Maitlis-5201.html,M,5ft 7 (170cm),5ft 7 ,170.0,66.93,female,4377.0
Michael Maize,https://www.celebheights.com/s/Michael-Maize-6823.html,M,6ft 4 (193cm),6ft 4 ,193.0,75.98,male,5270.0
Scott Major,https://www.celebheights.com/s/Scott-Major-6229.html,M,5ft 11 (180cm),5ft 11 ,180.0,70.87,male,3053.0
Tina Majorino,https://www.celebheights.com/s/Tina-Majorino-3686.html,M,5ft 3 (160cm),5ft 3 ,160.0,62.99,female,1322.0
Jonathan Majors,https://www.celebheights.com/s/Jonathan-Majors-52334.html,M,5ft 11 ¼ (181cm),5ft 11 ¼ ,181.0,71.26,male,3128.0
Lee Majors,https://www.celebheights.com/s/Lee-Majors-1200.html,M,5ft 11 (180cm),5ft 11 ,180.0,70.87,mostly_male,378.0
Daniel Majstorovic,https://www.celebheights.com/s/Daniel-Majstorovic-47551.html,M,6ft 2 (188cm),6ft 2 ,188.0,74.02,male,4729.0
Heike Makatsch,https://www.celebheights.com/s/Heike-Makatsch-48533.html,M,5ft 6 (168cm),5ft 6 ,168.0,66.14,female,3683.0
Ally Maki,https://www.celebheights.com/s/Ally-Maki-5541.html,M,4ft 11 (150cm),4ft 11 ,150.0,59.06,female,56.0
Titus Makin Jr.,https://www.celebheights.com/s/Titus-Makin-Jr-7291.html,M,5ft 11 (180cm),5ft 11 ,180.0,70.87,male,3053.0
Mouzam Makkar,https://www.celebheights.com/s/Mouzam-Makkar-51452.html,M,5ft 3 (160cm),5ft 3 ,160.0,62.99,unknown,234.0
Wendy Makkena,https://www.celebheights.com/s/Wendy-Makkena-7196.html,M,5ft 4 ½ (164cm),5ft 4 ½ ,164.0,64.57,female,2254.0
Lawrence Makoare,https://www.celebheights.com/s/Lawrence-Makoare-2101.html,M,6ft 2 ¾ (190cm),6ft 2 ¾ ,190.0,74.8,male,4902.0
Patrick Malahide,https://www.celebheights.com/s/Patrick-Malahide-51871.html,M,6ft  ¼ in (184cm),6ft  ¼ in ,184.0,72.44,male,3911.0
Rick Malambri,https://www.celebheights.com/s/Rick-Malambri-49577.html,M,6ft 2 (188cm),6ft 2 ,188.0,74.02,male,4729.0
Michael Malarkey,https://www.celebheights.com/s/Michael-Malarkey-52180.html,M,5ft 8 ¾ (175cm),5ft 8 ¾ ,175.0,68.9,male,1812.0
Romany Malco,https://www.celebheights.com/s/Romany-Malco-5854.html,M,5ft 8 (173cm),5ft 8 ,173.0,68.11,unknown,977.0
Robyn Malcolm,https://www.celebheights.com/s/Robyn-Malcolm-51081.html,M,5ft 3 ¾ (162cm),5ft 3 ¾ ,162.0,63.78,female,1536.0
Paula Malcomson,https://www.celebheights.com/s/Paula-Malcomson-5232.html,M,5ft 5 (165cm),5ft 5 ,165.0,64.96,female,2784.0
Karl Malden,https://www.celebheights.com/s/Karl-Malden-3762.html,M,6ft 1 (185cm),6ft 1 ,185.0,72.83,male,4265.0
Kirstin Maldonado,https://www.celebheights.com/s/Kirstin-Maldonado-49314.html,M,5ft 2 (157cm),5ft 2 ,157.0,61.81,female,813.0
Rami Malek,https://www.celebheights.com/s/Rami-Malek-48185.html,M,5ft 7 (170cm),5ft 7 ,170.0,66.93,male,867.0
Wendie Malick,https://www.celebheights.com/s/Wendie-Malick-50745.html,M,5ft 10 (178cm),5ft 10 ,178.0,70.08,unknown,1187.0
Art Malik,https://www.celebheights.com/s/Art-Malik-3059.html,M,6ft 0 (183cm),6ft 0 ,183.0,72.05,male,3729.0
Zayn Malik,https://www.celebheights.com/s/Zayn-Malik-48113.html,M,5ft 7 ¾ (172cm),5ft 7 ¾ ,172.0,67.72,male,1070.0
Joshua Malina,https://www.celebheights.com/s/Joshua-Malina-50119.html,M,5ft 8 ½ (174cm),5ft 8 ½ ,174.0,68.5,male,1501.0
Michelle Malkin,https://www.celebheights.com/s/Michelle-Malkin-50665.html,M,5ft 1 (155cm),5ft 1 ,155.0,61.02,female,373.0
John Malkovich,https://www.celebheights.com/s/John-Malkovich-765.html,M,6ft 0 (183cm),6ft 0 ,183.0,72.05,male,3729.0
Julia Mallam,https://www.celebheights.com/s/Julia-Mallam-6087.html,M,5ft 8 (173cm),5ft 8 ,173.0,68.11,female,4873.0
Felix Mallard,https://www.celebheights.com/s/Felix-Mallard-7888.html,M,5ft 10 (178cm),5ft 10 ,178.0,70.08,male,2475.0
