short_title,quality,price,description,url,type
GLOCK 43 CUSTOM LETTERS 9MM,Brand New,$699.99,"PISTOL: GLOCK MODEL 43 IMPORTED BY GLOCK, INC., BLUE, YES - INCLUDES ORIGINAL BOX AND PAPERS, 3.30, SEMI - AUTOMATIC, 9MM",/Item/Details/GLOCK-43-CUSTOM-LETTERS-9MM/5e720e9798374078bf361b9e1807fbb5,pistol
GLOCK 43 NIB,Brand New,$489.99,"PISTOL: GLOCK MODEL 43, BLUE, YES - INCLUDES ORIGINAL BOX AND PAPERS, 2IN, SEMI - AUTOMATIC, 9MM PARABELLUM",/Item/Details/GLOCK-43-NIB/705ce69e557647f98681e065dc8069e5,pistol
GLOCK 43 NIB,Brand New,$489.99,"PISTOL: GLOCK MODEL 43, BLUE, YES - INCLUDES ORIGINAL BOX AND PAPERS, 2IN, SEMI - AUTOMATIC, 9MM PARABELLUM",/Item/Details/GLOCK-43-NIB/d4a66bb8caa04e1f90f35500a6358460,pistol
GLOCK 43 PISTOL,Very Good,$449.99,"PISTOL: GLOCK MODEL 43, MATTE BLACK, NOT INCLUDED, 2INCH, SEMI - AUTOMATIC, 9X19MM",/Item/Details/GLOCK-43-PISTOL/d042437996cf46a6923b20d8ac6fc31a,pistol
GLOCK 43X,Brand New,$448.00,"PISTOL: GLOCK MODEL 43X, MATTE BLACK, YES - INCLUDES ORIGINAL BOX AND PAPERS, 3.3, 9X19MM, SEMI - AUTOMATIC",/Item/Details/GLOCK-43X/41a1cbb40140439e85508fddbdf8f5dd,pistol
GLOCK 43X,Very Good,$449.99,"PISTOL: GLOCK MODEL 43X IMPORTED BY GLOCK, INC., SEMI - AUTOMATIC, 9X19MM, BLUE, NOT INCLUDED, 3.5",/Item/Details/GLOCK-43X/7037303e1c6f4351a60b980e58b4358c,pistol
GLOCK 43X,Very Good,$449.99,"PISTOL: GLOCK MODEL 43X IMPORTED BY GLOCK, INC, SEMI - AUTOMATIC, 9X19, BLUE, NOT INCLUDED, 4",/Item/Details/GLOCK-43X/d9739369837e445299ae417cb5db17ab,pistol
GLOCK 43X,Good,$449.99,"PISTOL: GLOCK MODEL 43X IMPORTED BY GLOCK, INC., SEMI - AUTOMATIC, 9X19MM, BLUE, NOT INCLUDED, 3.5",/Item/Details/GLOCK-43X/4f9d7e4beadf4590bc8942fb504e2d91,pistol
GLOCK 43X,Like New,$449.99,"PISTOL: GLOCK MODEL 43X IMPORTED BY GLOCK, INC., SEMI - AUTOMATIC, 9MM PARABELLUM, BLUE, YES - INCLUDES ORIGINAL BOX AND PAPERS, 3",/Item/Details/GLOCK-43X/9f9301ed2afb411d897de1406553505d,pistol
GLOCK 43X,Good,$499.99,"PISTOL: GLOCK MODEL 43X IMPORTED BY GLOCK, INC., SEMI - AUTOMATIC, 9X19, FLAT DARK EARTH, YES - INCLUDES ORIGINAL BOX, 3.5",/Item/Details/GLOCK-43X/af4bb6f0ffdd4d7eaada0ae0695a4487,pistol
GLOCK 43X,Brand New,$499.99,"PISTOL: GLOCK MODEL 43X, SEMI - AUTOMATIC, 9MM PARABELLUM, MATTE BLACK, YES - INCLUDES ORIGINAL BOX AND PAPERS, NA",/Item/Details/GLOCK-43X/b7dd945e141040bd93129bdf75fc6792,pistol
GLOCK 43X,Brand New,$499.99,"PISTOL: GLOCK MODEL 43X, SEMI - AUTOMATIC, 9MM PARABELLUM, MATTE BLACK, YES - INCLUDES ORIGINAL BOX AND PAPERS, NA",/Item/Details/GLOCK-43X/d49d0668cbcc434c89fecd615c117577,pistol
GLOCK 43X,Brand New,$549.98,"PISTOL: GLOCK MODEL 43X, 2- TONE, YES - INCLUDES ORIGINAL BOX AND PAPERS, 3.41, SEMI - AUTOMATIC, 9X19MM",/Item/Details/GLOCK-43X/9d884be07f7b493ba4813cbe9898e988,pistol
GLOCK 43X,Brand New,$549.98,"PISTOL: GLOCK MODEL 43X, 2- TONE, YES - INCLUDES ORIGINAL BOX AND PAPERS, 3.41, SEMI - AUTOMATIC, 9X19MM",/Item/Details/GLOCK-43X/d7ad1d463fcd47bb9ab76bd184cba0c6,pistol
GLOCK 43X,Brand New,$549.99,"PISTOL: GLOCK MODEL 43X, MATTE BLACK, YES - INCLUDES ORIGINAL BOX, NA, 9MM, SEMI - AUTOMATIC",/Item/Details/GLOCK-43X/f7e2ea84417848b6a3ab3c054dc70996,pistol
GLOCK 43X,Brand New,$549.99,"PISTOL: GLOCK MODEL 43X, OTHER, YES - INCLUDES ORIGINAL BOX AND PAPERS, N/A, SEMI - AUTOMATIC, 9MM PARABELLUM",/Item/Details/GLOCK-43X/c5139adb578645f9b085068a8397b1a1,pistol
GLOCK 43X,Brand New,$549.99,"PISTOL: GLOCK MODEL 43X, BLUE, YES - INCLUDES ORIGINAL BOX AND PAPERS, N/A, SEMI - AUTOMATIC, 9MM PARABELLUM",/Item/Details/GLOCK-43X/1f9ae7c2ac3b410a81ebc04ac2b7d5a1,pistol
GLOCK 43X *NIB*,Brand New,$484.99,"PISTOL: GLOCK MODEL 43X, BLUE, YES - INCLUDES ORIGINAL BOX AND PAPERS, 3.5, SEMI - AUTOMATIC, 9X19MM",/Item/Details/GLOCK-43X-NIB/c9c4722574854923b58d76c087fee98e,pistol
"GLOCK 43X 9mm USED W/Holster, Nightsights, 5Mags, rubber grip, metal mag release",Very Good,$599.99,"PISTOL: GLOCK MODEL 43X, MATTE BLACK, YES - INCLUDES ORIGINAL BOX, 3, 9MM PARABELLUM, SEMI - AUTOMATIC, W/ 1 EXTRA GLOCK MAG, 3 SHIELD MAGS",/Item/Details/GLOCK-43X-9mm-USED-W-Holster-Nightsights-5Mags-rubber-grip-metal-mag-release/9c8dfdc46c6646d08013e0d8fe904a79,pistol
"GLOCK 43X 9MM USED W/NS, TLR-6, 4 MAGS, AFTER MARKET TRIGGER, & SOFT CASE",Good,$575.00,"PISTOL: GLOCK MODEL 43X, TITANIUM, NOT INCLUDED, 3, SEMI - AUTOMATIC, 9MM PARABELLUM, W/ 2 OEM MAGS W/AFTERMARKET BUTTPLATES, 2 SHIELD ARMS MAGS, NIGHT SIGHTS, AFTER MARKET TRIGGER, SOFT CASE",/Item/Details/GLOCK-43X-9MM-USED-W-NS-TLR-6-4-MAGS-AFTER-MARKET-TRIGGER-SOFT-CASE/f762a2c48a864f0e8d3c22ab60e8cfbc,pistol
"GLOCK 43X 9mm w/truglo NS & Comp, USED 9X19",Very Good,$699.99,"PISTOL: GLOCK MODEL 43X IMPORTED BY GLOCK INC, OTHER, 3.5"", SEMI - AUTOMATIC, 9MM PARABELLUM",/Item/Details/GLOCK-43X-9mm-w-truglo-NS-Comp-USED-9X19/de7f11a473fa4268a301bc698119ea80,pistol
GLOCK 43X USED W/ CASE 9X19,Like New,$449.99,"PISTOL: GLOCK MODEL 43X, MATTE BLACK, YES - INCLUDES ORIGINAL BOX, 3, 9X19MM, SEMI - AUTOMATIC",/Item/Details/GLOCK-43X-USED-W-CASE-9X19/18f53f478a664cfd9bdfba68155730bb,pistol
"GLOCK 43X, 9MM",Brand New,$499.95,"PISTOL: GLOCK MODEL 43X, MATTE BLACK, YES - INCLUDES ORIGINAL BOX AND PAPERS, 3.39"", 9MM PARABELLUM, SEMI - AUTOMATIC, W/ BOX, TWO 10 RND MAGS",/Item/Details/GLOCK-43X-9MM/ef3000639a704606863427e8462c5881,pistol
GLOCK 43X (PX4350201),Brand New,$448.00,"PISTOL: GLOCK MODEL 43X (PX4350201), MATTE BLACK, YES - INCLUDES ORIGINAL BOX AND PAPERS, 3.41"", SEMI - AUTOMATIC, 9MM PARABELLUM",/Item/Details/GLOCK-43X-PX4350201/0b977019a92b4cb5b5f06698866dc4f8,pistol
GLOCK 43X (PX4350201),Brand New,$449.99,"PISTOL: GLOCK MODEL 43X (PX4350201) IMPORTED BY GLOCK INC, MATTE BLACK, YES - INCLUDES ORIGINAL BOX AND PAPERS, 3.4, 9MM, SEMI - AUTOMATIC",/Item/Details/GLOCK-43X-PX4350201/aa7bdb3d57c549b39458df4577a90a8b,pistol
GLOCK 43X (PX4350201),Brand New,$469.99,"PISTOL: GLOCK MODEL 43X (PX4350201), MATTE BLACK, YES - INCLUDES ORIGINAL BOX AND PAPERS, 3.41, SEMI - AUTOMATIC, 9X19MM",/Item/Details/GLOCK-43X-PX4350201/c95d9e8dcc7f40ca820b899f52aa7284,pistol
GLOCK 43X (PX4350201),Brand New,$469.99,"PISTOL: GLOCK MODEL 43X (PX4350201), MATTE BLACK, YES - INCLUDES ORIGINAL BOX AND PAPERS, 3.41, SEMI - AUTOMATIC, 9X19MM",/Item/Details/GLOCK-43X-PX4350201/85634f0fea034b8a8016d0a46aad18e7,pistol
GLOCK 43X (PX4350201) 9MM WITH CASE AND 2 MAGS,Brand New,$489.99,"PISTOL: GLOCK MODEL 43X (PX4350201), BLUE, YES - INCLUDES ORIGINAL BOX AND PAPERS, 3.4"", SEMI - AUTOMATIC, 9MM",/Item/Details/GLOCK-43X-PX4350201-9MM-WITH-CASE-AND-2-MAGS/2ddd4181f6704f38a4060202e85e7c41,pistol
"GLOCK 43X (PX4350201) PISTOL, 9MM, 2 MAGS, SPEEDLOADER, BOX, PAPERS",Very Good,$429.99,"PISTOL: GLOCK MODEL 43X (PX4350201), SEMI - AUTOMATIC, 9X19MM, BLUED, INCLUDES ORGINAL BOX & PROTECTIVE CASE, 3""BARREL, 2 MAGAZINES, SPEEDLOADER",/Item/Details/GLOCK-43X-PX4350201-PISTOL-9MM-2-MAGS-SPEEDLOADER-BOX-PAPERS/d4660ac5248c41e3b6d0ca4e7e00d628,pistol
"GLOCK 43X SUBCOMPACT 9MM 3.41"" BARREL 10-ROUNDS (PX4350201)",Brand New,$469.99,"PISTOL: GLOCK MODEL 43X (PX4350201) IMPORTED BY GLOCK INC, MATTE BLACK, YES - INCLUDES ORIGINAL BOX AND PAPERS, 3.39, 9X19MM, SEMI - AUTOMATIC",/Item/Details/GLOCK-43X-SUBCOMPACT-9MM-3-41-BARREL-10-ROUNDS-PX4350201/81316decc2d94e2e860cbdb7663cbe66,pistol
"GLOCK 43X SUBCOMPACT 9MM 3.41"" BARREL 10-ROUNDS (PX4350201)",Brand New,$469.99,"PISTOL: GLOCK MODEL 43X (PX4350201) IMPORTED BY GLOCK INC, MATTE BLACK, YES - INCLUDES ORIGINAL BOX AND PAPERS, 3.39, 9X19MM, SEMI - AUTOMATIC",/Item/Details/GLOCK-43X-SUBCOMPACT-9MM-3-41-BARREL-10-ROUNDS-PX4350201/87df85d919e644a497a1fe3653d5d156,pistol
TAURUS FIREARMS G2C (1-G2C931-12),Brand New,$230.00,"PISTOL: TAURUS FIREARMS MODEL G2C (1-G2C931-12), MATTE BLACK, YES - INCLUDES ORIGINAL BOX AND PAPERS, 3.5, 9MM PARABELLUM, SEMI - AUTOMATIC",/Item/Details/TAURUS-FIREARMS-G2C-1-G2C931-12/1ad46f5069404021b10e48b9fafeab79,pistol
TAURUS FIREARMS G2C (1-G2C931-12),Brand New,$230.00,"PISTOL: TAURUS FIREARMS MODEL G2C (1-G2C931-12), MATTE BLACK, YES - INCLUDES ORIGINAL BOX AND PAPERS, 3.5, 9MM PARABELLUM, SEMI - AUTOMATIC",/Item/Details/TAURUS-FIREARMS-G2C-1-G2C931-12/3e3b8c17a00546b2af29a3b9092eba8d,pistol
TAURUS FIREARMS G2C (1-G2C931-12),Brand New,$249.99,"PISTOL: TAURUS FIREARMS MODEL G2C (1-G2C931-12) IMPORTED BY TAURUS BAINBRIDGE ,GA, MATTE BLACK, YES - INCLUDES ORIGINAL BOX AND PAPERS, 3.26, SEMI - AUTOMATIC, 9MM",/Item/Details/TAURUS-FIREARMS-G2C-1-G2C931-12/107a9045b5294f8cb7d75bffb6bbe2a8,pistol
TAURUS FIREARMS G2C (1-G2C931-12),Brand New,$249.99,"PISTOL: TAURUS FIREARMS MODEL G2C (1-G2C931-12) IMPORTED BY TAURUS BAINBRIDGE ,GA, MATTE BLACK, YES - INCLUDES ORIGINAL BOX AND PAPERS, 3.26, SEMI - AUTOMATIC, 9MM",/Item/Details/TAURUS-FIREARMS-G2C-1-G2C931-12/26fc28b58fbc4750b21657de3c827e6b,pistol
TAURUS FIREARMS G2C (1-G2C931-12),Brand New,$249.99,"PISTOL: TAURUS FIREARMS MODEL G2C (1-G2C931-12) IMPORTED BY TAURUS BAINBRIDGE ,GA, MATTE BLACK, YES - INCLUDES ORIGINAL BOX AND PAPERS, 3.26, SEMI - AUTOMATIC, 9MM",/Item/Details/TAURUS-FIREARMS-G2C-1-G2C931-12/a95bc55c242e4b65bdfa9d1738dae351,pistol
TAURUS FIREARMS G2C (1-G2C931-12),Brand New,$249.99,"PISTOL: TAURUS FIREARMS MODEL G2C (1-G2C931-12) IMPORTED BY TAURUS BAINBRIDGE ,GA, MATTE BLACK, YES - INCLUDES ORIGINAL BOX AND PAPERS, 3.26, SEMI - AUTOMATIC, 9MM",/Item/Details/TAURUS-FIREARMS-G2C-1-G2C931-12/8ee6e9e81fbc4ef79bcad8831844f2df,pistol
TAURUS FIREARMS G2C (1-G2C931-12),Brand New,$289.99,"PISTOL: TAURUS FIREARMS MODEL G2C (1-G2C931-12) IMPORTED BY TAURUS INT, MATTE BLACK, YES - INCLUDES ORIGINAL BOX AND PAPERS, 3.26, 9MM, SEMI - AUTOMATIC",/Item/Details/TAURUS-FIREARMS-G2C-1-G2C931-12/71b07064ecd84aab855477f3d2ee15e1,pistol
TAURUS FIREARMS G2C (1-G2C931-12),Brand New,$289.99,"PISTOL: TAURUS FIREARMS MODEL G2C (1-G2C931-12) IMPORTED BY TAURUS INT, MATTE BLACK, YES - INCLUDES ORIGINAL BOX AND PAPERS, 3.26, 9MM, SEMI - AUTOMATIC",/Item/Details/TAURUS-FIREARMS-G2C-1-G2C931-12/895220608c1344e0b1a38e0ede4f372c,pistol
TAURUS G2C (1-G2C931-12),Brand New,$219.00,"PISTOL: TAURUS MODEL G2C (1-G2C931-12), SEMI - AUTOMATIC, 9MM, MATTE BLACK, 3.2",/Item/Details/TAURUS-G2C-1-G2C931-12/9bf8f88bb9a44557be55ff3f90a3f79c,pistol
"TAURUS G2C PISTOL 9MM 3.25"" BARREL 12-ROUNDS ADJUSTABLE SIGHTS (1-G2C931-12)",Brand New,$259.99,"PISTOL: TAURUS FIREARMS MODEL G2C (1-G2C931-12) IMPORTED BY TAURUS, MATTE BLACK, YES - INCLUDES ORIGINAL BOX AND PAPERS, 3.2, 9MM PARABELLUM, SEMI - AUTOMATIC",/Item/Details/TAURUS-G2C-PISTOL-9MM-3-25-BARREL-12-ROUNDS-ADJUSTABLE-SIGHTS-1-G2C931-12/326b03188c724734bd2164f49401ad7e,pistol
"TAURUS G2C PISTOL 9MM 3.25"" BARREL 12-ROUNDS ADJUSTABLE SIGHTS (1-G2C931-12)",Brand New,$259.99,"PISTOL: TAURUS FIREARMS MODEL G2C (1-G2C931-12) IMPORTED BY TAURUS, MATTE BLACK, YES - INCLUDES ORIGINAL BOX AND PAPERS, 3.2, 9MM PARABELLUM, SEMI - AUTOMATIC",/Item/Details/TAURUS-G2C-PISTOL-9MM-3-25-BARREL-12-ROUNDS-ADJUSTABLE-SIGHTS-1-G2C931-12/ca4f74cfa02f4cbfaf52fd29a25fd9b5,pistol
GLOCK 19 GEN 5 (PA195S302),Brand New,$539.00,"PISTOL: GLOCK MODEL 19 GEN 5 (PA195S302), MATTE BLACK, YES - INCLUDES ORIGINAL BOX AND PAPERS, 4.02, 9MM, SEMI - AUTOMATIC",/Item/Details/GLOCK-19-GEN-5-PA195S302/fc3e3d579d974af998418c0d9c7f1b3d,pistol
GLOCK 19 GEN 5 (PA195S302),Brand New,$539.00,"PISTOL: GLOCK MODEL 19 GEN 5 (PA195S302), MATTE BLACK, YES - INCLUDES ORIGINAL BOX AND PAPERS, 4.02, 9MM, SEMI - AUTOMATIC",/Item/Details/GLOCK-19-GEN-5-PA195S302/8b0bdc9a87124705b18fc820270f96d6,pistol
GLOCK 19 GEN 5 (PA195S302),Very Good,$549.99,"PISTOL: GLOCK MODEL 19 GEN 5 (PA195S302), SEMI - AUTOMATIC, 9MM PARABELLUM, OTHER, YES - INCLUDES ORIGINAL BOX AND PAPERS, N/A",/Item/Details/GLOCK-19-GEN-5-PA195S302/7e076bdb96154e20afdedf7c3328c3a5,pistol
GLOCK 19 GEN 5 (PA195S302),Brand New,$599.99,"PISTOL: GLOCK MODEL 19 GEN 5 (PA195S302), MATTE BLACK, YES - INCLUDES ORIGINAL BOX AND PAPERS, 4"", SEMI - AUTOMATIC, 9MM PARABELLUM",/Item/Details/GLOCK-19-GEN-5-PA195S302/40c228a41be64e29bc550f134bf36aa5,pistol
"GLOCK 19 GEN 5 (PA195S302) - NIB WITH 3 MAGS AND LOADER - 9MM 3.875"" BARREL",Brand New,$599.99,"PISTOL: GLOCK MODEL 19 GEN 5 (PA195S302), MATTE BLACK, YES - INCLUDES ORIGINAL BOX AND PAPERS, 3.875"", SEMI - AUTOMATIC, 9X19MM",/Item/Details/GLOCK-19-GEN-5-PA195S302-NIB-WITH-3-MAGS-AND-LOADER-9MM-3-875-BARREL/b38587a605c84ae18c8a52742af59515,pistol
GLOCK 19 GEN 5 G19 CUSTOM LETTERS,Brand New,$799.99,"PISTOL: GLOCK MODEL 19 GEN 5 (PA195S302) IMPORTED BY GLOCK, INC., BLUE, YES - INCLUDES ORIGINAL BOX AND PAPERS, 4, SEMI - AUTOMATIC, 9MM",/Item/Details/GLOCK-19-GEN-5-G19-CUSTOM-LETTERS/2017f7cecc7542beab8b50f401e2471c,pistol
GLOCK PISTOL 19 GEN 5,Brand New,$699.99,"PISTOL: GLOCK MODEL 19 GEN 5 (PA195S302) IMPORTED BY GLOCK, INC., BLUE, YES - INCLUDES ORIGINAL BOX AND PAPERS, 4, SEMI - AUTOMATIC, 9MM",/Item/Details/GLOCK-PISTOL-19-GEN-5/404650fb57484d93bf76ea75bb874413,pistol
GLOCK 44,Acceptable,$375.00,"PISTOL: GLOCK MODEL 44, SEMI - AUTOMATIC, 22 LONG RIFLE (22LR), MATTE BLACK, YES - INCLUDES ORIGINAL BOX AND PAPERS, 4, COMES WITH 4 BACK STRAPS GUN LOCK AND CLEANING TOOLS",/Item/Details/GLOCK-44/91fa78af61534c60bd8e043627a3de95,rifle
GLOCK 44,Very Good,$379.99,"PISTOL: GLOCK MODEL 44, BLUE, YES - INCLUDES ORIGINAL BOX AND PAPERS, 4 INCH, SEMI - AUTOMATIC, 22 LONG RIFLE (22LR)",/Item/Details/GLOCK-44/b860104d67794ba9889bc1ffe9ec980b,rifle
GLOCK 44,Brand New,$419.99,"PISTOL: GLOCK MODEL 44, BLUE, YES - INCLUDES ORIGINAL BOX AND PAPERS, 4, SEMI - AUTOMATIC, 22LR",/Item/Details/GLOCK-44/c32ff3c2be214749aa0915b6a0e83862,pistol
GLOCK 44,Very Good,$424.95,"PISTOL: GLOCK MODEL 44, SEMI - AUTOMATIC, 22 LONG RIFLE (22LR), MATTE BLACK, YES - INCLUDES ORIGINAL BOX AND PAPERS, 4"", W/ ORIG. BOX, TWO 10 RND MAGS, CRIMSON TRACE CMR-201 RED LASER",/Item/Details/GLOCK-44/02bfe2ee988d4bc9ab380819d8c10e26,rifle
GLOCK 44 .22LR Caliber Pistol 10 ROUND BLUE BRAND NEW,Brand New,$389.99,"PISTOL: GLOCK MODEL 44, BLUE, YES - INCLUDES ORIGINAL BOX AND PAPERS, 4.02, 22 LONG RIFLE (22LR), SEMI - AUTOMATIC",/Item/Details/GLOCK-44-22LR-Caliber-Pistol-10-ROUND-BLUE-BRAND-NEW/133d636f0c544d539a1c9a0d088e1a97,rifle
GLOCK 44 .22LR Caliber Pistol 10 ROUND BLUE BRAND NEW,Brand New,$389.99,"PISTOL: GLOCK MODEL 44, BLUE, YES - INCLUDES ORIGINAL BOX AND PAPERS, 4.02, 22 LONG RIFLE (22LR), SEMI - AUTOMATIC",/Item/Details/GLOCK-44-22LR-Caliber-Pistol-10-ROUND-BLUE-BRAND-NEW/e981a15a88b945dd8065b1dfc1bab67a,rifle
GLOCK 48,Like New,$399.99,"PISTOL: GLOCK MODEL 48 IMPORTED BY GLOCK INC, SEMI - AUTOMATIC, 9X19MM, BLUE, YES - INCLUDES ORIGINAL BOX, 4",/Item/Details/GLOCK-48/0c6504a620964352a94062771c9a9c57,pistol
GLOCK 48,Very Good,$449.99,"PISTOL: GLOCK MODEL 48, BLUE, NOT INCLUDED, 3.5 INCH, SEMI - AUTOMATIC, 9X19MM",/Item/Details/GLOCK-48/a22508e61c6b458b801f8451dcac3ff6,pistol
GLOCK 48,Good,$499.99,"PISTOL: GLOCK MODEL 48 IMPORTED BY GLOCK, INC., SEMI - AUTOMATIC, 9X19MM, 2- TONE, NOT INCLUDED, 4",/Item/Details/GLOCK-48/32d60d4c41f14e66b9dbd75965f7ca2e,pistol
GLOCK 48,Brand New,$569.00,"PISTOL: GLOCK MODEL 48, BLUE, YES - INCLUDES ORIGINAL BOX, 4"", SEMI - AUTOMATIC, 9MM PARABELLUM",/Item/Details/GLOCK-48/679c993f8aa64a058aee3fa58cd1c297,pistol
GLOCK 48,Brand New,$599.99,"PISTOL: GLOCK MODEL 48 IMPORTED BY GLOCK, INC, BLUE, YES - INCLUDES ORIGINAL BOX AND PAPERS, 3.5, 9X19MM, SEMI - AUTOMATIC",/Item/Details/GLOCK-48/6677508ca733473bbc13f8999f96fc88,pistol
SIG SAUER P365 XL,Brand New,$599.99,"PISTOL: SIG SAUER MODEL P365 XL, MATTE BLACK, 3.7"", SEMI - AUTOMATIC, 9MM PARABELLUM",/Item/Details/SIG-SAUER-P365-XL/ea55734b7166407e8f608483c4c7dad5,pistol
SIG SAUER P365 XL,Very Good,$649.00,"PISTOL: SIG SAUER MODEL P365 XL, MATTE BLACK, 3, SEMI - AUTOMATIC, 9MM PARABELLUM",/Item/Details/SIG-SAUER-P365-XL/c06c2d81b1f84b38b1ee666940304887,pistol
SIG SAUER P365 XL,Brand New,$679.99,"PISTOL: SIG SAUER MODEL P365 XL, MATTE BLACK, 3.7"", SEMI - AUTOMATIC, 9MM PARABELLUM",/Item/Details/SIG-SAUER-P365-XL/401a40b73dbd4cd1ab805ad480208f2f,pistol
Henry Pump Action Octagon 22 Mag Rimfire Rifle,Brand New,$599.99,"RIFLE: HENRY REPEATING ARMS MODEL H003TM IMPORTED BY N/A, BLUE, YES - INCLUDES ORIGINAL BOX AND PAPERS, 20.5"", 22 WINCHESTER MAGNUM, PUMP",/Item/Details/Henry-Pump-Action-Octagon-22-Mag-Rimfire-Rifle/0b895f90a701468d9ec630391a87f09d,rifle
HENRY REPEATING ARMS H003TM,Brand New,$699.00,"RIFLE: HENRY REPEATING ARMS MODEL H003TM, NEW: NOT PREVIOUSLY SOLD AT RETAIL, IN SAME CONDITION AS CURRENT FACTORY PRODUCTION., BLUE, YES - INCLUDES ORIGINAL BOX AND PAPERS, 20.5, 22 WINCHESTER MAGNUM, PUMP",/Item/Details/HENRY-REPEATING-ARMS-H003TM/b2c0075a41a14b37b2e0b3c431150b83,rifle
ROCK RIVER ARMS LAR-15M,Very Good,$749.00,"RIFLE: ROCK RIVER ARMS MODEL LAR-15M, MATTE BLACK, YES - INCLUDES ORIGINAL BOX, SEMI - AUTOMATIC, 5.56MM, 16, BARREL STAMPED ""RRA 5.56 NATO 1/9 CM""",/Item/Details/ROCK-RIVER-ARMS-LAR-15M/6b2d6eaa4b2b4ce4bb9088640af07de9,rifle
"HENRY REPEATING ARMS PUMP .22 LR 20"" BARREL 16-ROUNDS WALNUT STOCK",Brand New,$529.99,"RIFLE: HENRY REPEATING ARMS MODEL H003T IMPORTED BY N/A, BLUE, YES - INCLUDES ORIGINAL BOX AND PAPERS, 20"", 22 S/L/LR, PUMP",/Item/Details/HENRY-REPEATING-ARMS-PUMP-22-LR-20-BARREL-16-ROUNDS-WALNUT-STOCK/9edb980e01d746b9b14f76a5ae1234a9,rifle
HENRY REPEATING ARMS PUMP ACTION .22LR OCTAGONAL BBL,Brand New,$529.00,"RIFLE: HENRY REPEATING ARMS MODEL H003T IMPORTED BY N/A, BLUE, YES - INCLUDES ORIGINAL BOX AND PAPERS, 20"", 22 S/L/LR, PUMP",/Item/Details/HENRY-REPEATING-ARMS-PUMP-ACTION-22LR-OCTAGONAL-BBL/393140f4e30243788ad206464e439f94,rifle
MOSSBERG INTERNATIONAL 715T .22lr,Good,$329.99,"RIFLE: MOSSBERG MODEL INTERNATIONAL 715T, BLUE, NOT INCLUDED, ., 22 LONG (22L), SEMI - AUTOMATIC",/Item/Details/MOSSBERG-INTERNATIONAL-715T-22lr/d82360ea764c4c45af1a8fea4dfa7a4b,rifle
"HENRY REPEATING ARMS CLASSIC WALNUT .22 LR 18.5"" BARREL - ADJUSTABLE REAR SIGHT",Brand New,$359.99,"RIFLE: HENRY REPEATING ARMS MODEL LEVER ACTION .22 (H001) IMPORTED BY N/A, BLUE, YES - INCLUDES ORIGINAL BOX AND PAPERS, 18.5"", 22 S/L/LR, LEVER",/Item/Details/HENRY-REPEATING-ARMS-CLASSIC-WALNUT-22-LR-18-5-BARREL-ADJUSTABLE-REAR-SIGHT/39692a6e16c74d10bd0414bc2135437c,rifle
MOSSBERG 4X4,Like New,$299.99,"RIFLE: MOSSBERG MODEL 4X4 IMPORTED BY N/A, MATTE BLACK, 24, 270 WINCHESTER, BOLT",/Item/Details/MOSSBERG-4X4/b4cbe5afc8f14856bba60e579f81eae2,rifle
SAVAGE ARMS 57095 AXIS II XP 308 WITH SCOPE,Brand New,$599.00,"RIFLE: SAVAGE ARMS MODEL 57095 AXIS II XP 308 WITH SCOPE, MATTE BLACK, YES - INCLUDES ORIGINAL BOX AND PAPERS, 22, 308 WINCHESTER, BOLT",/Item/Details/SAVAGE-ARMS-57095-AXIS-II-XP-308-WITH-SCOPE/8d454e34f56f4011b57b78d88be5b69c,rifle
HENRY REPEATING ARMS SILVER EAGLE,Like New,$649.99,"RIFLE: HENRY REPEATING ARMS MODEL SILVER EAGLE, STAINLESS, NOT INCLUDED, 20"", 22 LONG RIFLE (22LR), LEVER",/Item/Details/HENRY-REPEATING-ARMS-SILVER-EAGLE/1fd3a5557a0d42e4a12e3fe8b4b4a0d7,rifle
SMITH & WESSON M&P15 SPORT II (12939),Brand New,$999.00,"RIFLE: SMITH & WESSON MODEL M&P15 SPORT II (12939), BLUE, 16, 5.56MM, SEMI - AUTOMATIC",/Item/Details/SMITH-WESSON-M-P15-SPORT-II-12939/f9963760fa024987915fb00611d40c88,rifle
COLT FIREARMS M4 CARBINE (CR6920),Brand New,"$1,039.00","RIFLE: COLT FIREARMS MODEL M4 CARBINE (CR6920), MATTE BLACK, 16.1"", 5.56MM, SEMI - AUTOMATIC",/Item/Details/COLT-FIREARMS-M4-CARBINE-CR6920/bc876b413ead4217a76f863c3194ff33,rifle
COLT FIREARMS M4 CARBINE (CR6920),Brand New,"$1,039.00","RIFLE: COLT FIREARMS MODEL M4 CARBINE (CR6920), BLUE / CCH, 16.1, 223, SEMI - AUTOMATIC",/Item/Details/COLT-FIREARMS-M4-CARBINE-CR6920/495e1b38797c43fc9b58376274b2c63e,rifle
COLT FIREARMS M4 CARBINE (CR6920),Brand New,"$1,049.99","RIFLE: COLT FIREARMS MODEL M4 CARBINE (CR6920), BLUE, SEMI - AUTOMATIC, 5.56MM, 16""",/Item/Details/COLT-FIREARMS-M4-CARBINE-CR6920/20d340a3875f4661965196de61a80db0,rifle
