,stock_number,item,quantity,value,year
4,2355-01-623-0967,MINE RESISTANT VEHICLE,1,767360.0,2019
2,2310-01-111-2274,"TRUCK,AMBULANCE",2,192932.0,4039
6,6115-01-275-5061,"GENERATOR SET,DIESEL ENGINE",2,21400.0,4038
3,2330-DS-TRA-ILE1,TRAILER,1,20000.0,2019
7,6720-01-537-4472,"CAMERA,RECONNAISSANCE SYSTEM",1,3177.0,2017
1,1240-01-411-1265,"SIGHT,REFLEX",18,642.0,4035
0,1005-01-562-7393,"CLEANING KIT,GUN",13,220.0,2019
5,5360-00-992-7301,"SPRING,HELICAL,COMPRESSION",10,0.0,2018
