,stock_number,item,quantity,value,year
3,2355-01-623-0967,MINE RESISTANT VEHICLE,2,1534720.0,4038
1,2355-01-553-4634,MINE RESISTANT VEHICLE,2,1316000.0,4035
2,2355-01-582-6466,MINE RESISTANT VEHICLE,1,689000.0,2019
4,2530-01-576-5896,"WHEEL,PNEUMATIC TIRE",4,3225.0,2019
0,1240-01-492-5264,"SIGHT,HOLOGRAPHIC",19,1175.0,4036
