Timestamp,Temperature/High/Mean (°F),Temperature/High/Percentile10th (°F),Temperature/High/Percentile25th (°F),Temperature/High/Percentile75th (°F),Temperature/High/Percentile90th (°F),Temperature/Low/Mean (°F),Temperature/Low/Percentile10th (°F),Temperature/Low/Percentile25th (°F),Temperature/Low/Percentile75th (°F),Temperature/Low/Percentile90th (°F),Temperature/Mean (°F),PerceivedTemperature/High (°F),PerceivedTemperature/Low (°F),CloudCover/Clear (%),CloudCover/MostlyClear (%),CloudCover/PartlyCloudy (%),CloudCover/MostlyCloudy (%),CloudCover/Overcast (%),Precipitation/Total (%),Precipitation/Rain (%),Precipitation/Mixed (%),Precipitation/Snow (%),Precipitation/Quantity/Mean (in),Rainfall/Mean (in),Rainfall/Percentile10th (in),Rainfall/Percentile25th (in),Rainfall/Percentile75th (in),Rainfall/Percentile90th (in),Snowfall/Mean (in),Snowfall/Percentile10th (in),Snowfall/Percentile25th (in),Snowfall/Percentile75th (in),Snowfall/Percentile90th (in),Snowfall/LiquidEquivalent/Mean (in),Snowfall/LiquidEquivalent/Percentile10th (in),Snowfall/LiquidEquivalent/Percentile25th (in),Snowfall/LiquidEquivalent/Percentile75th (in),Snowfall/LiquidEquivalent/Percentile90th (in),Sun/2022/PreviousSolarMidnight (hr),Sun/2022/AstronomicalRise (hr),Sun/2022/NauticalRise (hr),Sun/2022/CivilRise (hr),Sun/2022/Rise (hr),Sun/2022/Noon (hr),Sun/2022/Set (hr),Sun/2022/CivilSet (hr),Sun/2022/NauticalSet (hr),Sun/2022/AstronomicalSet (hr),Sun/2022/NextSolarMidnight (hr),Daylight/2022/Day (hr),Daylight/2022/CivilDay (hr),Daylight/2022/NauticalDay (hr),Daylight/2022/AstronomicalDay (hr),Humidity/Dry (%),Humidity/Comfortable (%),Humidity/Humid (%),Humidity/Muggy (%),Humidity/Oppressive (%),Humidity/Miserable (%),Wind/Speed/Mean (mph),Wind/Speed/Percentile10th (mph),Wind/Speed/Percentile25th (mph),Wind/Speed/Percentile75th (mph),Wind/Speed/Percentile90th (mph),Wind/Direction/Cardinal/Calm (%),Wind/Direction/Cardinal/N (%),Wind/Direction/Cardinal/E (%),Wind/Direction/Cardinal/S (%),Wind/Direction/Cardinal/W (%),Wind/Direction/Ordinal/Calm (%),Wind/Direction/Ordinal/N (%),Wind/Direction/Ordinal/NE (%),Wind/Direction/Ordinal/E (%),Wind/Direction/Ordinal/SE (%),Wind/Direction/Ordinal/S (%),Wind/Direction/Ordinal/SW (%),Wind/Direction/Ordinal/W (%),Wind/Direction/Ordinal/NW (%),Wind/Direction/Display/Calm (%),Wind/Direction/Display/N8 (%),Wind/Direction/Display/NE8PartOfN4 (%),Wind/Direction/Display/NE8PartOfE4 (%),Wind/Direction/Display/E8 (%),Wind/Direction/Display/SE8PartOfE4 (%),Wind/Direction/Display/SE8PartOfS4 (%),Wind/Direction/Display/S8 (%),Wind/Direction/Display/SW8PartOfS4 (%),Wind/Direction/Display/SW8PartOfW4 (%),Wind/Direction/Display/W8 (%),Wind/Direction/Display/NW8PartOfW4 (%),Wind/Direction/Display/NW8PartOfN4 (%),WaterTemperature/Mean (°F),WaterTemperature/Percentile10th (°F),WaterTemperature/Percentile25th (°F),WaterTemperature/Percentile75th (°F),WaterTemperature/Percentile90th (°F),BestTime/TemperatureTourismScore (),BestTime/TemperatureBeachScore (),BestTime/CloudScore (),BestTime/PrecipitationScore (),BestTime/TourismScore (),BestTime/BeachScore (),GrowingSeasonProbability (%),Temperature/Frigid (%),Temperature/Freezing (%),Temperature/Chilly (%),Temperature/Cold (%),Temperature/Cool (%),Temperature/Comfortable (%),Temperature/Warm (%),Temperature/Hot (%),Temperature/Sweltering (%),GrowingDegreeDays/Mean (°F),GrowingDegreeDays/Percentile10th (°F),GrowingDegreeDays/Percentile25th (°F),GrowingDegreeDays/Percentile75th (°F),GrowingDegreeDays/Percentile90th (°F),SolarEnergy/Mean (kWh),SolarEnergy/Percentile10th (kWh),SolarEnergy/Percentile25th (kWh),SolarEnergy/Percentile75th (kWh),SolarEnergy/Percentile90th (kWh)
2022-10-20,93.26,88.98,90.72,95.56,98.32,78.04,73.37,75.96,80.35,82.32,85.28,97.87,80.60,78.56,5.08,4.06,3.91,8.39,0.26,0.26,0.00,0.00,0.03,0.03,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.69,4.30,4.74,5.19,5.57,11.31,17.04,17.42,17.87,18.31,23.31,11.46,12.24,13.13,14.02,3.72,6.31,14.14,25.88,32.25,17.69,7.66,3.19,4.93,9.71,12.91,0.00,49.19,30.72,11.43,8.66,0.00,27.88,14.07,16.63,11.21,5.47,2.96,3.03,18.77,0.00,27.88,6.86,7.21,16.63,6.88,4.32,5.47,1.64,1.32,3.03,4.32,14.45,86.70,84.51,85.77,87.83,88.47,2.51,6.40,9.00,9.99,4.30,7.22,100.00,0.00,0.00,0.00,-0.00,-0.00,3.38,46.81,44.47,5.37,8467.20,8035.20,8323.20,8654.40,8798.40,5.65,5.18,5.59,5.87,5.96
2022-10-21,92.97,88.73,90.50,95.22,97.98,77.84,73.15,75.82,80.15,82.09,85.04,97.36,80.32,77.94,5.14,4.16,4.01,8.76,0.35,0.35,0.00,0.00,0.04,0.04,0.00,0.00,0.01,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.69,4.31,4.75,5.20,5.58,11.30,17.02,17.41,17.86,18.30,23.31,11.44,12.21,13.11,13.99,3.75,6.45,14.40,26.36,32.38,16.67,7.69,3.20,4.95,9.78,12.99,0.00,49.13,30.59,11.73,8.56,0.00,27.59,14.05,16.59,11.29,5.65,3.00,2.99,18.84,0.00,27.59,6.93,7.12,16.59,6.88,4.41,5.65,1.66,1.33,2.99,4.24,14.59,86.53,84.34,85.61,87.66,88.31,2.61,6.57,8.96,9.98,4.38,7.32,100.00,0.00,0.00,0.00,-0.00,-0.00,3.73,47.97,43.41,4.89,8503.20,8064.00,8359.20,8683.20,8834.40,5.60,5.13,5.55,5.83,5.93
2022-10-22,92.69,88.47,90.27,94.89,97.59,77.65,72.92,75.68,79.93,81.87,84.80,96.97,80.04,77.31,5.19,4.20,4.15,9.12,0.26,0.26,0.00,0.00,0.04,0.04,0.00,0.00,0.01,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.69,4.31,4.76,5.21,5.59,11.30,17.01,17.40,17.84,18.29,23.30,11.42,12.19,13.09,13.97,3.74,6.67,14.77,26.77,32.16,15.90,7.75,3.21,4.99,9.85,13.09,0.00,49.41,30.39,11.89,8.31,0.00,27.89,13.95,16.39,11.45,5.69,3.04,2.98,18.62,0.00,27.89,6.87,7.07,16.39,6.93,4.52,5.69,1.68,1.36,2.98,3.97,14.65,86.37,84.17,85.44,87.49,88.14,2.74,6.73,8.93,9.98,4.46,7.41,100.00,0.00,0.00,0.00,-0.00,-0.00,4.06,49.16,42.31,4.46,8532.00,8100.00,8388.00,8719.20,8870.40,5.56,5.06,5.50,5.79,5.89
2022-10-23,92.41,88.22,89.99,94.61,97.31,77.45,72.72,75.45,79.73,81.64,84.56,96.52,79.73,76.81,5.21,4.28,4.23,9.49,0.35,0.35,0.00,0.00,0.04,0.04,0.00,0.00,0.01,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.70,4.32,4.77,5.21,5.60,11.30,17.00,17.38,17.83,18.28,23.30,11.39,12.17,13.06,13.95,3.85,6.97,15.25,27.20,31.72,15.02,7.79,3.21,5.01,9.92,13.18,0.00,49.88,29.89,12.05,8.19,0.00,28.06,13.73,15.99,11.57,5.79,3.04,2.96,18.84,0.00,28.06,6.82,6.91,15.99,6.98,4.59,5.79,1.67,1.37,2.96,3.85,14.98,86.20,84.00,85.24,87.32,87.97,2.88,6.88,8.89,9.98,4.56,7.50,100.00,0.00,0.00,0.00,-0.00,-0.00,4.43,50.31,41.13,4.13,8568.00,8128.80,8416.80,8755.20,8906.40,5.51,4.99,5.46,5.75,5.85
2022-10-24,92.07,87.83,89.66,94.27,96.97,77.22,72.47,75.23,79.50,81.44,84.29,96.07,79.42,76.13,5.27,4.36,4.36,9.90,0.44,0.44,0.00,0.00,0.05,0.05,0.00,0.00,0.01,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.70,4.33,4.77,5.22,5.61,11.30,16.98,17.37,17.82,18.26,23.30,11.37,12.15,13.04,13.93,3.93,7.28,15.61,27.44,31.58,14.17,7.82,3.23,5.02,9.97,13.26,0.00,49.97,29.80,12.09,8.13,0.00,28.06,13.50,15.91,11.80,5.79,3.08,2.96,18.90,0.00,28.06,6.78,6.72,15.91,7.17,4.63,5.79,1.68,1.40,2.96,3.77,15.13,86.03,83.81,85.10,87.15,87.77,3.03,7.02,8.86,9.98,4.66,7.57,100.00,0.00,0.00,0.00,-0.00,0.00,5.09,51.16,40.00,3.75,8604.00,8157.60,8452.80,8791.20,8935.20,5.46,4.92,5.41,5.71,5.81
2022-10-25,91.74,87.52,89.38,93.99,96.69,77.00,72.30,75.03,79.25,81.22,84.03,95.62,79.11,75.63,5.29,4.41,4.43,10.24,0.52,0.52,0.00,0.00,0.05,0.05,0.00,0.00,0.01,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.70,4.34,4.78,5.23,5.62,11.29,16.97,17.36,17.81,18.25,23.30,11.35,12.13,13.02,13.91,3.97,7.48,16.28,27.58,31.19,13.50,7.87,3.24,5.05,10.05,13.36,0.00,50.00,29.84,12.30,7.85,0.00,27.91,13.23,16.03,11.95,5.87,3.13,2.83,19.06,0.00,27.91,6.65,6.58,16.03,7.23,4.71,5.87,1.72,1.40,2.83,3.62,15.45,85.86,83.64,84.93,86.96,87.60,3.17,7.15,8.83,9.98,4.76,7.64,100.00,0.00,0.00,0.00,-0.00,0.01,5.73,52.00,38.88,3.37,8632.80,8193.60,8481.60,8820.00,8971.20,5.43,4.87,5.37,5.68,5.78
2022-10-26,91.40,87.27,89.09,93.59,96.24,76.77,71.99,74.83,79.05,80.99,83.76,95.17,78.77,75.19,5.29,4.40,4.52,10.60,0.61,0.61,0.00,0.00,0.05,0.05,0.00,0.00,0.01,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.70,4.35,4.79,5.24,5.63,11.29,16.96,17.35,17.79,18.24,23.30,11.33,12.11,13.00,13.89,4.04,7.79,16.80,28.00,30.72,12.68,7.94,3.27,5.09,10.18,13.48,0.00,50.34,29.81,12.30,7.54,0.00,27.89,13.11,15.99,12.13,5.80,3.03,2.73,19.33,0.00,27.89,6.61,6.50,15.99,7.32,4.80,5.80,1.69,1.34,2.73,3.47,15.86,85.66,83.47,84.76,86.76,87.41,3.33,7.30,8.80,9.98,4.88,7.72,100.00,0.00,0.00,0.00,-0.00,0.01,6.33,53.00,37.69,2.96,8668.80,8222.40,8510.40,8856.00,9007.20,5.38,4.81,5.32,5.64,5.74
2022-10-27,91.12,86.96,88.81,93.26,96.01,76.52,71.77,74.52,78.80,80.77,83.49,94.66,78.43,74.81,5.28,4.47,4.57,10.88,0.87,0.87,0.00,0.00,0.06,0.06,0.00,0.00,0.02,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.70,4.35,4.80,5.25,5.64,11.29,16.94,17.33,17.78,18.23,23.29,11.30,12.08,12.98,13.88,4.20,8.08,17.31,28.63,30.16,11.62,8.01,3.30,5.14,10.30,13.56,0.00,50.69,29.27,12.57,7.48,0.00,27.89,12.79,15.51,12.39,5.91,3.06,2.72,19.74,0.00,27.89,6.46,6.32,15.51,7.43,4.95,5.91,1.70,1.35,2.72,3.41,16.33,85.49,83.27,84.62,86.56,87.21,3.49,7.44,8.77,9.98,4.99,7.80,100.00,0.00,0.00,0.00,-0.00,0.02,7.07,53.78,36.41,2.71,8697.60,8251.20,8546.40,8884.80,9036.00,5.34,4.77,5.28,5.60,5.71
2022-10-28,90.78,86.62,88.50,92.92,95.62,76.27,71.46,74.30,78.55,80.49,83.21,94.21,78.07,74.25,5.36,4.53,4.70,11.14,1.13,1.13,0.00,0.00,0.07,0.07,0.00,0.00,0.02,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.71,4.36,4.81,5.26,5.65,11.29,16.93,17.32,17.77,18.22,23.29,11.28,12.06,12.96,13.86,4.35,8.31,17.73,29.20,29.67,10.73,8.09,3.33,5.17,10.41,13.72,0.00,50.78,28.97,12.83,7.41,0.00,27.67,12.61,15.23,12.65,5.95,3.14,2.68,20.09,0.00,27.67,6.41,6.20,15.23,7.54,5.11,5.95,1.77,1.37,2.68,3.37,16.72,85.30,83.07,84.45,86.37,87.01,3.65,7.57,8.75,9.97,5.10,7.88,100.00,0.00,0.00,0.00,-0.00,0.04,7.92,54.53,35.03,2.46,8726.40,8280.00,8575.20,8920.80,9072.00,5.30,4.73,5.24,5.57,5.67
2022-10-29,90.44,86.28,88.22,92.58,95.22,76.02,71.26,74.02,78.29,80.23,82.93,93.71,77.73,74.00,5.35,4.53,4.75,11.38,1.31,1.31,0.00,0.00,0.07,0.07,0.00,0.00,0.03,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.71,4.37,4.82,5.27,5.66,11.29,16.92,17.31,17.76,18.21,23.29,11.26,12.04,12.94,13.84,4.44,8.79,18.30,29.58,28.92,9.98,8.17,3.34,5.21,10.54,13.90,0.00,51.06,28.47,13.10,7.35,0.00,27.78,12.36,14.84,12.66,6.14,3.17,2.66,20.39,0.00,27.78,6.23,6.13,14.84,7.50,5.16,6.14,1.81,1.36,2.66,3.33,17.06,85.13,82.88,84.26,86.17,86.82,3.82,7.69,8.73,9.97,5.23,7.95,100.00,0.00,0.00,0.00,-0.00,0.05,8.79,55.25,33.75,2.16,8762.40,8316.00,8604.00,8949.60,9100.80,5.27,4.65,5.20,5.54,5.63
2022-10-30,90.16,85.94,87.91,92.24,94.89,75.76,70.95,73.74,78.04,79.98,82.64,93.26,77.37,74.06,5.34,4.53,4.77,11.32,1.39,1.39,0.00,0.00,0.08,0.08,0.00,0.00,0.04,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.71,4.38,4.83,5.28,5.67,11.29,16.91,17.30,17.75,18.20,23.29,11.24,12.02,12.92,13.82,4.59,9.27,18.88,30.08,28.16,9.03,8.21,3.34,5.23,10.64,13.99,0.00,51.66,27.91,13.23,7.21,0.00,27.86,12.19,14.45,12.64,6.26,3.17,2.60,20.84,0.00,27.86,6.17,6.02,14.45,7.44,5.20,6.26,1.78,1.39,2.60,3.22,17.63,84.93,82.65,84.09,85.97,86.62,4.00,7.82,8.70,9.96,5.35,8.03,100.00,0.00,0.00,0.00,-0.00,0.07,9.71,55.81,32.50,1.91,8791.20,8344.80,8632.80,8985.60,9136.80,5.23,4.60,5.17,5.50,5.60
2022-10-31,89.82,85.55,87.57,91.96,94.55,75.48,70.56,73.46,77.79,79.78,82.34,92.75,77.00,73.63,5.43,4.65,4.85,11.46,1.39,1.39,0.00,0.00,0.08,0.08,0.00,0.00,0.04,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.71,4.39,4.83,5.29,5.68,11.29,16.90,17.29,17.74,18.19,23.29,11.22,12.00,12.90,13.80,4.88,9.73,19.53,30.44,27.47,7.96,8.28,3.36,5.26,10.76,14.11,0.00,52.34,27.19,13.33,7.15,0.00,28.11,11.91,14.00,12.71,6.29,3.11,2.61,21.25,0.00,28.11,6.15,5.76,14.00,7.42,5.29,6.29,1.75,1.37,2.61,3.17,18.08,84.71,82.43,83.89,85.77,86.42,4.19,7.93,8.69,9.96,5.48,8.09,100.00,0.00,0.00,0.00,-0.00,0.16,10.71,56.38,31.00,1.76,8827.20,8373.60,8668.80,9014.40,9172.80,5.19,4.55,5.13,5.46,5.57
2022-11-01,89.49,85.18,87.27,91.68,94.21,75.20,70.22,73.15,77.53,79.56,82.04,92.24,76.61,72.88,5.60,4.70,4.95,11.88,1.39,1.39,0.00,0.00,0.09,0.09,0.00,0.00,0.05,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.71,4.40,4.84,5.30,5.69,11.29,16.88,17.28,17.73,18.18,23.29,11.20,11.98,12.89,13.78,5.11,10.38,20.23,30.39,26.78,7.13,8.34,3.37,5.27,10.86,14.22,0.00,52.81,26.63,13.37,7.20,0.00,28.34,11.60,13.77,12.60,6.27,3.13,2.63,21.65,0.00,28.34,6.01,5.59,13.77,7.27,5.33,6.27,1.77,1.36,2.63,3.20,18.45,84.51,82.20,83.69,85.55,86.22,4.37,8.04,8.66,9.96,5.62,8.15,100.00,0.00,0.00,0.00,-0.00,0.24,11.71,56.88,29.56,1.60,8856.00,8402.40,8697.60,9050.40,9201.60,5.16,4.52,5.09,5.43,5.53
2022-11-02,89.15,84.73,86.96,91.34,93.82,74.92,69.88,72.87,77.31,79.31,81.73,91.74,76.21,72.44,5.68,4.79,5.00,12.09,1.48,1.48,0.00,0.00,0.10,0.10,0.00,0.00,0.06,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.71,4.40,4.85,5.30,5.70,11.29,16.87,17.27,17.72,18.17,23.29,11.17,11.96,12.87,13.76,5.30,10.89,20.91,30.53,26.03,6.34,8.42,3.38,5.33,11.00,14.39,0.00,53.66,25.83,13.38,7.14,0.00,28.83,11.30,13.30,12.43,6.31,3.12,2.64,22.06,0.00,28.83,5.93,5.37,13.30,7.15,5.29,6.31,1.78,1.33,2.64,3.17,18.89,84.31,82.01,83.47,85.35,86.00,4.56,8.14,8.64,9.96,5.75,8.20,100.00,0.00,0.00,0.00,-0.00,0.33,12.75,57.31,28.22,1.38,8884.80,8431.20,8726.40,9079.20,9237.60,5.11,4.46,5.05,5.39,5.50
2022-11-03,88.81,84.37,86.62,90.95,93.48,74.64,69.55,72.56,77.06,79.00,81.42,91.23,75.85,72.13,5.66,4.79,5.10,12.36,1.48,1.48,0.00,0.00,0.10,0.10,0.00,0.00,0.07,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.71,4.41,4.86,5.31,5.71,11.29,16.86,17.26,17.71,18.16,23.29,11.15,11.94,12.85,13.75,5.68,11.64,21.50,30.58,25.13,5.47,8.53,3.42,5.38,11.19,14.59,0.00,54.44,25.20,13.43,6.95,0.00,29.06,11.16,12.84,12.29,6.49,3.02,2.65,22.49,0.00,29.06,5.87,5.29,12.84,7.05,5.23,6.49,1.70,1.32,2.65,2.99,19.50,84.09,81.78,83.27,85.13,85.80,4.76,8.23,8.61,9.95,5.88,8.24,100.00,0.00,0.00,0.00,-0.00,0.40,13.99,57.56,26.80,1.25,8920.80,8460.00,8755.20,9115.20,9266.40,5.08,4.43,5.02,5.36,5.46
2022-11-04,88.45,84.03,86.28,90.56,93.03,74.36,69.29,72.30,76.77,78.72,81.11,90.72,75.48,71.50,5.77,4.86,5.15,12.70,1.57,1.57,0.00,0.00,0.11,0.11,0.00,0.00,0.08,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.71,4.42,4.87,5.32,5.72,11.29,16.85,17.25,17.70,18.15,23.29,11.13,11.92,12.83,13.73,5.89,12.27,21.97,30.84,24.25,4.79,8.65,3.48,5.45,11.35,14.75,0.00,54.97,24.75,13.69,6.61,0.00,28.98,10.89,12.59,12.32,6.68,2.96,2.52,23.06,0.00,28.98,5.77,5.12,12.59,7.03,5.29,6.68,1.71,1.25,2.52,2.84,20.22,83.86,81.53,83.05,84.93,85.58,4.96,8.32,8.58,9.95,6.01,8.28,100.00,0.00,0.00,0.00,-0.00,0.44,15.22,57.94,25.31,1.08,8949.60,8496.00,8784.00,9144.00,9302.40,5.04,4.39,4.98,5.32,5.43
2022-11-05,88.11,83.67,85.94,90.22,92.69,74.10,69.01,72.08,76.49,78.46,80.81,90.27,75.14,70.94,5.86,4.91,5.20,13.08,1.66,1.66,0.00,0.00,0.12,0.12,0.00,0.00,0.10,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.71,4.43,4.88,5.33,5.73,11.29,16.84,17.24,17.69,18.14,23.29,11.11,11.90,12.81,13.71,6.06,12.81,22.50,31.16,23.25,4.22,8.73,3.53,5.53,11.46,14.88,0.00,55.56,24.27,13.77,6.39,0.00,29.30,10.70,12.31,12.21,6.77,2.99,2.43,23.29,0.00,29.30,5.71,4.99,12.31,6.96,5.25,6.77,1.75,1.24,2.43,2.71,20.58,83.61,81.30,82.82,84.68,85.32,5.16,8.39,8.55,9.95,6.14,8.31,100.00,0.00,0.00,0.00,-0.00,0.48,16.48,58.16,23.92,0.95,8978.40,8524.80,8812.80,9172.80,9331.20,5.00,4.34,4.94,5.29,5.39
2022-11-06,87.72,83.27,85.58,89.77,92.30,73.82,68.68,71.77,76.21,78.21,80.48,89.77,74.81,70.50,6.00,4.92,5.31,13.25,1.83,1.83,0.00,0.00,0.13,0.13,0.00,0.00,0.11,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.71,4.44,4.89,5.34,5.74,11.29,16.83,17.23,17.68,18.13,23.29,11.09,11.88,12.79,13.70,6.37,13.17,23.05,31.31,22.08,4.01,8.78,3.55,5.58,11.53,14.92,0.00,56.03,24.06,13.70,6.20,0.00,29.50,10.53,12.19,12.25,6.75,2.90,2.26,23.63,0.00,29.50,5.64,4.88,12.19,6.99,5.25,6.75,1.70,1.20,2.26,2.74,20.89,83.38,81.05,82.57,84.45,85.07,5.36,8.45,8.54,9.95,6.28,8.34,100.00,0.00,0.00,0.00,-0.00,0.57,17.80,58.25,22.72,0.69,9007.20,8553.60,8841.60,9208.80,9367.20,4.96,4.29,4.90,5.25,5.36
2022-11-07,87.35,82.88,85.24,89.43,91.91,73.54,68.37,71.46,75.93,78.01,80.16,89.35,74.47,70.44,6.03,5.00,5.32,13.25,1.92,1.92,0.00,0.00,0.13,0.13,0.00,0.00,0.12,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.71,4.45,4.90,5.35,5.75,11.29,16.82,17.22,17.68,18.13,23.29,11.07,11.87,12.78,13.68,6.71,13.55,23.72,31.19,21.00,3.82,8.79,3.51,5.57,11.59,14.92,0.00,56.16,23.91,13.65,6.30,0.00,29.47,10.45,11.93,12.38,6.75,2.86,2.22,23.95,0.00,29.47,5.59,4.86,11.93,7.12,5.26,6.75,1.64,1.22,2.22,2.86,21.09,83.13,80.82,82.32,84.20,84.82,5.56,8.50,8.52,9.95,6.41,8.35,100.00,0.00,0.00,0.00,-0.00,0.66,19.17,58.22,21.44,0.54,9036.00,8582.40,8863.20,9237.60,9396.00,4.93,4.25,4.88,5.22,5.32
2022-11-08,87.04,82.57,84.96,89.12,91.63,73.23,68.06,71.15,75.62,77.73,79.85,88.93,74.10,69.94,6.22,5.14,5.39,13.30,2.01,2.01,0.00,0.00,0.14,0.14,0.00,0.00,0.14,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.71,4.46,4.91,5.37,5.76,11.29,16.81,17.21,17.67,18.12,23.29,11.05,11.85,12.76,13.66,6.94,14.16,24.55,30.86,20.02,3.47,8.79,3.50,5.57,11.62,14.88,0.00,56.16,23.47,13.73,6.64,0.00,29.58,10.18,11.69,12.41,6.79,2.89,2.32,24.16,0.00,29.58,5.48,4.70,11.69,7.08,5.33,6.79,1.61,1.28,2.32,3.05,21.11,82.88,80.60,82.06,83.95,84.57,5.74,8.53,8.50,9.94,6.52,8.37,100.00,0.00,0.00,0.00,-0.00,0.77,20.61,57.94,20.23,0.44,9064.80,8611.20,8892.00,9266.40,9432.00,4.91,4.25,4.84,5.19,5.29
2022-11-09,86.73,82.23,84.65,88.84,91.29,72.92,67.69,70.84,75.31,77.45,79.54,88.47,73.74,69.56,6.40,5.29,5.48,13.25,2.09,2.09,0.00,0.00,0.15,0.15,0.00,0.00,0.15,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.71,4.47,4.92,5.38,5.77,11.29,16.81,17.20,17.66,18.11,23.29,11.03,11.83,12.74,13.65,7.51,14.68,24.92,30.50,19.14,3.23,8.83,3.54,5.61,11.65,14.93,0.00,56.19,23.00,14.09,6.73,0.00,29.20,9.98,11.30,12.48,7.08,2.94,2.32,24.71,0.00,29.20,5.40,4.57,11.30,7.13,5.35,7.08,1.66,1.28,2.32,3.13,21.58,82.65,80.38,81.81,83.69,84.31,5.92,8.55,8.48,9.93,6.63,8.36,100.00,0.00,0.00,0.00,-0.00,0.90,22.09,57.53,19.08,0.40,9100.80,8640.00,8920.80,9295.20,9460.80,4.88,4.22,4.81,5.16,5.26
2022-11-10,86.42,81.84,84.28,88.53,91.01,72.61,67.38,70.47,75.03,77.20,79.23,88.05,73.37,68.75,6.56,5.48,5.59,13.64,2.27,2.27,0.00,0.00,0.16,0.16,0.00,0.00,0.16,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.71,4.48,4.93,5.39,5.79,11.29,16.80,17.20,17.66,18.11,23.30,11.01,11.81,12.73,13.63,8.02,15.27,25.41,30.20,18.13,2.98,8.89,3.52,5.65,11.75,15.06,0.00,56.06,22.58,14.41,6.94,0.00,28.78,9.54,11.05,12.69,7.20,2.96,2.37,25.42,0.00,28.78,5.16,4.38,11.05,7.15,5.54,7.20,1.68,1.28,2.37,3.29,22.13,82.40,80.15,81.58,83.44,84.09,6.10,8.55,8.46,9.93,6.75,8.35,100.00,0.00,0.00,0.00,-0.00,1.05,23.58,57.06,17.95,0.36,9129.60,8668.80,8949.60,9324.00,9489.60,4.84,4.16,4.77,5.13,5.23
2022-11-11,86.08,81.47,83.89,88.22,90.78,72.33,67.16,70.14,74.75,76.94,78.93,87.63,73.03,68.19,6.78,5.57,5.62,13.85,2.35,2.35,0.00,0.00,0.17,0.17,0.00,0.00,0.18,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.70,4.49,4.94,5.40,5.80,11.29,16.79,17.19,17.65,18.10,23.30,10.99,11.79,12.71,13.62,8.59,15.66,25.86,30.05,17.14,2.70,8.98,3.55,5.69,11.85,15.20,0.00,56.22,22.11,14.55,7.11,0.00,28.52,9.10,10.87,12.79,7.23,2.97,2.46,26.07,0.00,28.52,4.99,4.11,10.87,7.13,5.65,7.23,1.67,1.30,2.46,3.35,22.72,82.15,79.93,81.33,83.16,83.83,6.29,8.55,8.45,9.92,6.86,8.34,100.00,0.00,0.00,0.00,-0.00,1.23,25.05,56.56,16.83,0.33,9158.40,8697.60,8978.40,9360.00,9518.40,4.80,4.10,4.72,5.09,5.20
