player_id,name,weight,height,country,country_id,number,picture,dob,age,country_name
385917,Ethan Horvath,84.0,193.0,USA,43921,12,https://digitalhub.fifa.com/transform/f3b199e6-d641-4089-9815-9ab1aee4b3f8/1441720667,1995-06-09,27.47,USA
390276,Haji Wright,79.0,191.0,USA,43921,19,https://digitalhub.fifa.com/transform/f1ee9fad-2204-4c6c-beb1-0c03cf3d3c0b/1441723126,1998-03-27,24.67,USA
448217,Matt Turner,79.0,190.0,USA,43921,1,https://digitalhub.fifa.com/transform/402cd2c6-92e6-4dd6-8e1d-b5ecc10fd8c2/1441720646,1994-06-24,28.42,USA
369097,Walker Zimmerman,84.0,190.0,USA,43921,3,https://digitalhub.fifa.com/transform/388db833-d561-413d-810f-3a165c70bb49/1441723317,1993-05-19,29.52,USA
305832,Sean Johnson,91.0,190.0,USA,43921,25,https://digitalhub.fifa.com/transform/61a88ddb-edc6-4f86-a0a7-5e862bd04c3d/1441720740,1989-05-31,33.49,USA
441271,Aaron Long,79.0,188.0,USA,43921,15,https://digitalhub.fifa.com/transform/703fcadf-fb30-4ac2-b960-e479d0fd84f4/1441721745,1992-10-12,30.12,USA
403565,Josh Sargent,80.0,185.0,USA,43921,24,https://digitalhub.fifa.com/transform/5e0172af-7985-4dcc-9c50-243382734509/1441732346,2000-02-20,22.77,USA
419068,Giovanni Reyna,81.0,185.0,USA,43921,7,https://digitalhub.fifa.com/transform/acf97fce-4833-4853-94e9-e4e3ec167ec2/1441723620,2002-11-13,20.04,USA
390259,Weston Mckennie,84.0,185.0,USA,43921,8,https://digitalhub.fifa.com/transform/da55bf89-5fe5-49b0-b228-fa159a0a1dfe/1441722790,1998-08-28,24.25,USA
385941,Cameron Carter-Vickers,86.0,185.0,USA,43921,20,https://digitalhub.fifa.com/transform/880ba7a7-2578-471c-b42b-bb7e7f447682/1441722845,1997-12-31,24.9,USA
339510,Tim Ream,80.0,185.0,USA,43921,13,https://digitalhub.fifa.com/transform/89ffe6a1-f061-4c5d-8673-e602b35f3c4b/1441722139,1987-10-05,35.14,USA
423700,Joe Scally,80.0,184.0,USA,43921,26,https://digitalhub.fifa.com/transform/d544c8aa-caf9-497c-b5bb-01beee7c8ab2/1441723462,2002-12-31,19.9,USA
368991,Jordan Morris,83.0,183.0,USA,43921,16,https://digitalhub.fifa.com/transform/fea56c7c-6c2f-46af-a2ad-946f749fcbde/1441722238,1994-10-26,28.08,USA
441251,Antonee Robinson,70.0,182.0,USA,43921,5,https://digitalhub.fifa.com/transform/1b0b40a8-f849-4a2b-908f-daf12f825be8/1441732497,1997-08-08,25.3,USA
406304,Tim Weah,68.0,182.0,USA,43921,21,https://digitalhub.fifa.com/transform/dc9bfe1c-ea16-487c-8036-e55649afbf58/1441723369,2000-02-22,22.76,USA
385937,Shaquell Moore,75.0,180.0,USA,43921,18,https://digitalhub.fifa.com/transform/50a00648-7df0-4eaa-b520-4dd5da35e285/1441722964,1996-11-02,26.06,USA
390267,Christian  Pulisic,72.0,179.0,USA,43921,10,https://digitalhub.fifa.com/transform/4c947748-ad14-4972-ae99-b78ddbf6cba4/1441721640,1998-09-18,24.19,USA
390247,Luca De La Torre,70.0,178.0,USA,43921,14,https://digitalhub.fifa.com/transform/23e4879b-af63-45bf-bcdc-6c741dcf8401/1441723161,1998-05-23,24.51,USA
436598,Yunus Musah,79.0,177.0,USA,43921,6,https://digitalhub.fifa.com/transform/03b3237a-ffdd-4b7b-8945-4f4b6bb4ecfc/1441721484,2002-11-29,19.99,USA
331871,Kellyn Perry-Acosta,69.0,177.0,USA,43921,23,https://digitalhub.fifa.com/transform/3a4dde02-8f71-46c3-95e1-5940df4dae82/1441721412,1995-07-24,27.34,USA
419055,Brenden Aaronson,70.0,177.0,USA,43921,11,https://digitalhub.fifa.com/transform/134ec80f-a492-4f93-8993-1bcd9bf4cf6e/1441723033,2000-10-22,22.09,USA
405759,Jesus Ferreira,68.0,175.0,USA,43921,9,https://digitalhub.fifa.com/transform/49be053d-9d02-494e-93b6-8c1804623763/1441723343,2000-12-24,21.92,USA
390238,Tyler  Adams,72.0,175.0,USA,43921,4,https://digitalhub.fifa.com/transform/82b773ca-eebb-490c-a40b-23c535446160/1441722078,1999-02-14,23.78,USA
406280,Sergino Dest,73.0,173.0,USA,43921,2,https://digitalhub.fifa.com/transform/fcccbd03-ba84-4ddc-8c53-f1fe7eb2ffe4/1441732428,2000-11-03,22.06,USA
385994,Cristian Roldan,75.0,172.0,USA,43921,17,https://digitalhub.fifa.com/transform/b8a9e595-8b85-40dc-b13b-5f8987d905f1/1441723283,1995-06-03,27.48,USA
368973,Deandre Yedlin,68.0,171.0,USA,43921,22,https://digitalhub.fifa.com/transform/59d99c4c-a86e-4e00-b99e-9c6852d75b78/1441723406,1993-07-09,29.38,USA
