date,Los Angeles County,Playa Del Rey
2020-11-15,154.9957338884493,250.3128911138924
2020-11-16,166.21510327410732,281.6020025031289
2020-11-17,169.03632597358356,219.0237797246558
2020-11-18,187.64047635179978,187.7346683354193
2020-11-19,208.29233702623398,156.44555694618273
2020-11-20,186.5872779259697,156.44555694618273
2020-11-21,229.99153797124288,93.86733416770964
2020-11-22,225.66111820165244,31.289111389236545
2020-11-23,255.489879941079,31.289111389236545
2020-11-24,263.8137419516728,31.289111389236545
2020-11-25,262.5534956545564,31.289111389236545
2020-11-26,265.2398437322374,62.57822277847309
2020-11-27,308.4307261995243,125.15644555694618
2020-11-28,260.35592322156157,125.15644555694618
2020-11-29,278.57968035530234,125.15644555694618
2020-11-30,270.9736709584812,125.15644555694618
2020-12-01,305.8752455569767,156.44555694618273
2020-12-02,320.12278498372257,156.44555694618273
2020-12-03,344.78258996091876,156.44555694618273
2020-12-04,381.2407032083334,93.86733416770964
2020-12-05,433.69549519918684,125.15644555694618
2020-12-06,483.2827030180094,125.15644555694618
2020-12-07,506.6440000855222,125.15644555694618
2020-12-08,515.340833853612,156.44555694618273
2020-12-09,540.5595704275992,156.44555694618273
2020-12-10,584.1397146736256,125.15644555694618
2020-12-11,627.3331304997209,125.15644555694618
2020-12-12,650.6966715428947,125.15644555694618
2020-12-13,668.0098071260632,125.15644555694618
2020-12-14,659.6070401073449,156.44555694618273
2020-12-15,686.1279191972034,93.86733416770964
2020-12-16,806.8100272881126,125.15644555694618
2020-12-17,814.1178617443171,125.15644555694618
2020-12-18,831.678740471225,125.15644555694618
2020-12-19,846.5275529540928,125.15644555694618
2020-12-20,856.055395055195,125.15644555694618
2020-12-21,901.0376189745363,93.86733416770964
2020-12-22,903.8779247730695,93.86733416770964
2020-12-23,848.2847946362584,93.86733416770964
2020-12-24,843.6794891377283,93.86733416770964
2020-12-25,703.2761988700229,93.86733416770964
2020-12-26,850.0650358127618,125.15644555694618
2020-12-27,847.9567788946987,125.15644555694618
2020-12-28,862.1218807680757,93.86733416770964
2020-12-29,861.0467089695779,93.86733416770964
2020-12-30,809.172454244778,62.57822277847309
2020-12-31,824.7010619496937,187.7346683354193
2021-01-01,1035.4686736382919,281.6020025031289
2021-01-02,911.2667764697242,219.0237797246558
2021-01-03,902.9577748898432,281.6020025031289
2021-01-04,865.3528436855709,281.6020025031289
2021-01-05,865.1136943935253,344.180225281602
2021-01-06,881.0460145000951,344.180225281602
2021-01-07,915.6531396919983,344.180225281602
2021-01-08,865.1487701969036,250.3128911138924
2021-01-09,874.9411004878903,281.6020025031289
2021-01-10,890.7324090879067,219.0237797246558
2021-01-11,923.5973699743305,250.3128911138924
2021-01-12,928.3637508055178,187.7346683354193
2021-01-13,930.7855674062357,219.0237797246558
2021-01-14,913.6998781742786,156.44555694618273
2021-01-15,881.0700503958354,187.7346683354193
