president,subgroup,modeldate,approve_estimate,approve_hi,approve_lo,disapprove_estimate,disapprove_hi,disapprove_lo,timestamp
Joe Biden,Adults,12/30/2021,43.383627,48.227697,38.539558,50.112877,54.598622,45.627132,09:43:17 30 Dec 2021
Joe Biden,Adults,12/29/2021,43.184901,47.972546,38.397256,50.172934,54.764086,45.581782,09:33:18 29 Dec 2021
Joe Biden,Adults,12/28/2021,43.184901,47.972546,38.397256,50.172934,54.764086,45.581782,09:38:18 28 Dec 2021
Joe Biden,Adults,12/27/2021,43.184901,47.972557,38.397244,50.172934,54.764098,45.58177,09:34:17 27 Dec 2021
Joe Biden,Adults,12/26/2021,43.184901,47.972546,38.397256,50.172934,54.764086,45.581782,08:50:49 27 Dec 2021
Joe Biden,Adults,12/25/2021,43.184901,47.972557,38.397244,50.172934,54.764098,45.58177,08:50:53 27 Dec 2021
Joe Biden,Adults,12/24/2021,43.184901,47.972546,38.397256,50.172934,54.764086,45.581782,08:50:56 27 Dec 2021
Joe Biden,Adults,12/23/2021,43.184901,47.972546,38.397256,50.172934,54.764086,45.581782,15:05:18 23 Dec 2021
Joe Biden,Adults,12/22/2021,43.196296,48.023481,38.369112,50.168691,54.772466,45.564916,12:21:18 22 Dec 2021
Joe Biden,Adults,12/21/2021,43.714489,48.332894,39.096084,50.444127,55.175257,45.712997,20:53:17 21 Dec 2021
Joe Biden,Adults,12/20/2021,43.600238,48.3066,38.893876,50.483631,55.319031,45.648231,13:22:17 20 Dec 2021
Joe Biden,Adults,12/19/2021,43.833703,48.662197,39.00521,49.394971,53.826126,44.963815,09:28:38 20 Dec 2021
Joe Biden,Adults,12/18/2021,43.833703,48.662169,39.005238,49.394971,53.826096,44.963845,09:28:42 20 Dec 2021
Joe Biden,Adults,12/17/2021,43.833703,48.662197,39.00521,49.394971,53.826126,44.963815,16:48:16 17 Dec 2021
Joe Biden,Adults,12/16/2021,43.484489,48.15934,38.809639,49.786371,54.107291,45.46545,15:07:17 16 Dec 2021
Joe Biden,Adults,12/15/2021,43.575227,48.405819,38.744634,49.700019,54.124321,45.275716,20:27:17 15 Dec 2021
Joe Biden,Adults,12/14/2021,43.297438,47.921243,38.673633,49.645842,54.286784,45.004899,14:02:18 14 Dec 2021
Joe Biden,Adults,12/13/2021,43.297438,47.921215,38.673661,49.645842,54.286754,45.004929,09:38:33 13 Dec 2021
Joe Biden,Adults,12/12/2021,43.297438,47.921243,38.673633,49.645842,54.286784,45.004899,09:38:37 13 Dec 2021
Joe Biden,Adults,12/11/2021,43.297438,47.921243,38.673633,49.645842,54.286784,45.004899,09:38:40 13 Dec 2021
Joe Biden,Adults,12/10/2021,43.297438,47.921215,38.673661,49.645842,54.286754,45.004929,21:00:21 10 Dec 2021
Joe Biden,Adults,12/9/2021,42.748122,47.05754,38.438705,49.988991,54.696564,45.281418,13:02:17  9 Dec 2021
Joe Biden,Adults,12/8/2021,42.615505,46.903693,38.327317,49.677367,54.823783,44.530952,11:56:16  8 Dec 2021
Joe Biden,Adults,12/7/2021,43.467297,47.47884,39.455754,49.586968,55.02998,44.143956,20:13:16  7 Dec 2021
Joe Biden,Adults,12/6/2021,43.245792,47.233211,39.258374,49.229187,54.31195,44.146424,20:29:21  6 Dec 2021
Joe Biden,Adults,12/5/2021,43.162734,47.528712,38.796755,50.365936,54.332623,46.399249,09:39:35  6 Dec 2021
Joe Biden,Adults,12/4/2021,43.162734,47.528683,38.796784,50.365936,54.332591,46.39928,09:39:39  6 Dec 2021
Joe Biden,Adults,12/3/2021,43.162734,47.528712,38.796755,50.365936,54.332623,46.399249,09:31:16  3 Dec 2021
Joe Biden,Adults,12/2/2021,43.162734,47.528712,38.796755,50.365936,54.332623,46.399249,21:34:16  2 Dec 2021
Joe Biden,Adults,12/1/2021,43.032374,47.529308,38.535439,50.472225,54.598804,46.345647,13:15:16  1 Dec 2021
Joe Biden,Adults,11/30/2021,43.1669,47.788477,38.545324,50.758877,55.047606,46.470149,20:29:31 30 Nov 2021
Joe Biden,Adults,11/29/2021,43.08552,47.506291,38.664749,50.787681,54.931036,46.644326,20:51:16 29 Nov 2021
Joe Biden,Adults,11/28/2021,42.993773,47.322284,38.665263,50.725729,54.791611,46.659848,09:17:50 29 Nov 2021
Joe Biden,Adults,11/27/2021,42.993773,47.322313,38.665234,50.725729,54.791642,46.659816,09:17:53 29 Nov 2021
Joe Biden,Adults,11/26/2021,42.993773,47.322284,38.665263,50.725729,54.791611,46.659848,09:17:56 29 Nov 2021
Joe Biden,Adults,11/25/2021,42.993773,47.322284,38.665263,50.725729,54.791611,46.659848,09:18:00 29 Nov 2021
Joe Biden,Adults,11/24/2021,42.993773,47.322313,38.665234,50.725729,54.791642,46.659816,11:41:16 24 Nov 2021
Joe Biden,Adults,11/23/2021,43.116502,47.687779,38.545224,51.494934,55.712429,47.27744,20:21:15 23 Nov 2021
Joe Biden,Adults,11/22/2021,42.953373,47.697802,38.208945,51.413071,55.813885,47.012256,14:23:15 22 Nov 2021
Joe Biden,Adults,11/21/2021,42.959872,47.765607,38.154136,51.582813,56.002576,47.163051,13:25:23 21 Nov 2021
Joe Biden,Adults,11/20/2021,42.595914,47.521686,37.670142,50.739851,54.867069,46.612632,13:25:27 21 Nov 2021
Joe Biden,Adults,11/19/2021,42.595914,47.521686,37.670142,50.739851,54.867069,46.612632,14:55:16 19 Nov 2021
Joe Biden,Adults,11/18/2021,42.574866,47.497593,37.652139,50.732029,54.865547,46.59851,21:20:17 18 Nov 2021
Joe Biden,Adults,11/17/2021,43.501597,47.642289,39.360904,50.42273,54.569763,46.275697,09:39:16 17 Nov 2021
Joe Biden,Adults,11/16/2021,43.383405,47.659551,39.107258,50.776687,54.992847,46.560527,09:42:15 16 Nov 2021
Joe Biden,Adults,11/15/2021,43.351164,47.641352,39.060976,50.720887,54.955779,46.485995,20:17:15 15 Nov 2021
Joe Biden,Adults,11/14/2021,43.219414,47.537795,38.901033,50.461675,54.658254,46.265095,13:13:22 14 Nov 2021
Joe Biden,Adults,11/13/2021,43.616808,48.009714,39.223902,49.97182,54.116964,45.826675,13:13:25 14 Nov 2021
Joe Biden,Adults,11/12/2021,43.616808,48.009714,39.223902,49.97182,54.116964,45.826675,16:09:14 12 Nov 2021
Joe Biden,Adults,11/11/2021,43.616808,48.009714,39.223902,49.97182,54.116964,45.826675,12:28:15 11 Nov 2021
Joe Biden,Adults,11/10/2021,43.693352,48.206804,39.1799,49.835779,54.079967,45.591591,20:20:16 10 Nov 2021
Joe Biden,Adults,11/9/2021,43.769982,48.634066,38.905898,50.207787,54.784489,45.631084,09:39:15  9 Nov 2021
Joe Biden,Adults,11/8/2021,43.651774,48.645132,38.658416,49.694273,54.077745,45.3108,12:50:15  8 Nov 2021
Joe Biden,Adults,11/7/2021,43.226649,48.179146,38.274151,49.510919,53.890469,45.131368,13:54:25  7 Nov 2021
Joe Biden,Adults,11/6/2021,43.226649,48.179146,38.274151,49.510919,53.890469,45.131368,13:54:28  7 Nov 2021
Joe Biden,Adults,11/5/2021,43.226649,48.179146,38.274151,49.510919,53.890469,45.131368,13:00:20  5 Nov 2021
Joe Biden,Adults,11/4/2021,43.226649,48.17918,38.274118,49.510919,53.890508,45.13133,20:33:28  4 Nov 2021
Joe Biden,Adults,11/3/2021,42.918492,47.829437,38.007546,49.785446,54.228242,45.342651,11:58:14  3 Nov 2021
Joe Biden,Adults,11/2/2021,43.08031,48.05767,38.10294,49.7364,54.30236,45.17045,11:58:15  2 Nov 2021
Joe Biden,Adults,11/1/2021,42.95705,47.84579,38.0683,49.6978,54.19978,45.19582,13:58:14  1 Nov 2021
Joe Biden,Adults,10/31/2021,43.38726,48.19471,38.57981,50.36876,54.67816,46.05935,12:39:14 31 Oct 2021
Joe Biden,Adults,10/30/2021,43.36324,48.2936,38.43287,49.92866,54.10301,45.75431,10:46:14 30 Oct 2021
Joe Biden,Adults,10/29/2021,43.36324,48.29357,38.4329,49.92866,54.10297,45.75436,13:50:14 29 Oct 2021
Joe Biden,Adults,10/28/2021,43.36324,48.2936,38.43287,49.92866,54.10301,45.75431,21:13:14 28 Oct 2021
Joe Biden,Adults,10/27/2021,43.0937,48.17592,38.01147,49.50715,53.91731,45.09698,18:12:03 27 Oct 2021
Joseph R. Biden Jr.,Adults,10/26/2021,42.927352,48.138978,37.715725,49.516316,54.027718,45.004914,09:40:13 26 Oct 2021
Joseph R. Biden Jr.,Adults,10/25/2021,42.955612,48.264141,37.647083,48.921911,53.252033,44.59179,15:38:12 25 Oct 2021
Joseph R. Biden Jr.,Adults,10/24/2021,42.723847,48.167347,37.280347,48.945049,53.39369,44.496407,09:47:28 25 Oct 2021
Joseph R. Biden Jr.,Adults,10/23/2021,42.723847,48.167347,37.280347,48.945049,53.39369,44.496407,09:47:30 25 Oct 2021
Joseph R. Biden Jr.,Adults,10/22/2021,42.723847,48.167383,37.280311,48.945049,53.393731,44.496366,20:48:12 22 Oct 2021
Joseph R. Biden Jr.,Adults,10/21/2021,42.711753,48.233176,37.19033,48.989493,53.560886,44.4181,17:15:15 21 Oct 2021
Joseph R. Biden Jr.,Adults,10/20/2021,42.817878,48.592388,37.043368,48.925494,53.717564,44.133423,20:39:12 20 Oct 2021
Joseph R. Biden Jr.,Adults,10/19/2021,43.845824,49.715136,37.976513,49.291506,54.396375,44.186638,16:01:13 19 Oct 2021
Joseph R. Biden Jr.,Adults,10/18/2021,45.012218,50.095451,39.928986,48.825704,53.966556,43.684852,09:38:12 18 Oct 2021
Joseph R. Biden Jr.,Adults,10/17/2021,45.011961,50.094582,39.92934,48.827389,53.96742,43.687357,09:16:28 18 Oct 2021
Joseph R. Biden Jr.,Adults,10/16/2021,45.011961,50.09462,39.929302,48.827389,53.967463,43.687314,09:16:30 18 Oct 2021
Joseph R. Biden Jr.,Adults,10/15/2021,45.011961,50.094582,39.92934,48.827389,53.96742,43.687357,13:12:13 15 Oct 2021
Joseph R. Biden Jr.,Adults,10/14/2021,44.973587,50.0619,39.885275,48.822184,53.981062,43.663305,21:09:13 14 Oct 2021
Joseph R. Biden Jr.,Adults,10/13/2021,44.93376,50.201202,39.666319,48.766537,54.11574,43.417333,12:47:12 13 Oct 2021
Joseph R. Biden Jr.,Adults,10/12/2021,45.013077,50.069433,39.95672,48.178649,53.712793,42.644506,09:33:13 12 Oct 2021
Joseph R. Biden Jr.,Adults,10/11/2021,45.013077,50.069396,39.956758,48.178649,53.712749,42.644549,14:30:16 11 Oct 2021
Joseph R. Biden Jr.,Adults,10/10/2021,44.939463,49.992715,39.886211,48.173267,53.734818,42.611716,12:59:18 10 Oct 2021
Joseph R. Biden Jr.,Adults,10/9/2021,43.733019,48.572824,38.893213,48.002349,53.674144,42.330554,12:59:20 10 Oct 2021
Joseph R. Biden Jr.,Adults,10/8/2021,43.733019,48.572824,38.893213,48.002349,53.674144,42.330554,14:03:13  8 Oct 2021
Joseph R. Biden Jr.,Adults,10/7/2021,43.733019,48.572786,38.893251,48.002349,53.674101,42.330597,21:01:12  7 Oct 2021
Joseph R. Biden Jr.,Adults,10/6/2021,43.378398,48.137254,38.619542,48.181657,53.99141,42.371904,20:00:13  6 Oct 2021
Joseph R. Biden Jr.,Adults,10/5/2021,44.590246,48.822188,40.358303,46.885929,52.829,40.942859,20:25:12  5 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,44.654368,48.869899,40.438837,46.639512,52.528847,40.750177,13:15:11  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/3/2021,44.872265,49.258332,40.486198,48.060846,53.324118,42.797574,20:34:17  3 Oct 2021
Joseph R. Biden Jr.,Adults,10/2/2021,44.80372,49.267677,40.339763,47.752363,53.030839,42.473887,20:34:20  3 Oct 2021
Joseph R. Biden Jr.,Adults,10/1/2021,44.80372,49.267677,40.339763,47.752363,53.030839,42.473887,10:23:11  1 Oct 2021
Joseph R. Biden Jr.,Adults,9/30/2021,44.544281,48.779503,40.30906,47.710384,53.190446,42.230321,23:12:12 30 Sep 2021
Joseph R. Biden Jr.,Adults,9/29/2021,44.424598,48.950277,39.89892,48.197918,54.086808,42.309027,09:51:10 29 Sep 2021
Joseph R. Biden Jr.,Adults,9/28/2021,44.921096,48.988322,40.853871,48.082448,54.045708,42.119189,09:39:12 28 Sep 2021
Joseph R. Biden Jr.,Adults,9/27/2021,44.919215,48.988716,40.849714,48.084911,54.04703,42.122792,21:03:11 27 Sep 2021
Joseph R. Biden Jr.,Adults,9/26/2021,44.870707,48.923501,40.817912,48.122234,54.091483,42.152985,09:35:49 27 Sep 2021
Joseph R. Biden Jr.,Adults,9/25/2021,44.870707,48.923542,40.817871,48.122234,54.091534,42.152934,09:35:51 27 Sep 2021
Joseph R. Biden Jr.,Adults,9/24/2021,44.870707,48.923501,40.817912,48.122234,54.091483,42.152985,14:49:10 24 Sep 2021
Joseph R. Biden Jr.,Adults,9/23/2021,45.220102,49.251772,41.188433,47.475192,53.365515,41.58487,14:35:10 23 Sep 2021
Joseph R. Biden Jr.,Adults,9/22/2021,45.936061,50.319715,41.552406,47.753533,52.544759,42.962307,17:27:10 22 Sep 2021
Joseph R. Biden Jr.,Adults,9/21/2021,46.175496,50.751326,41.599666,47.566502,52.44096,42.692043,16:18:11 21 Sep 2021
Joseph R. Biden Jr.,Adults,9/20/2021,45.627401,49.943857,41.310945,47.772752,52.719239,42.826264,13:32:11 20 Sep 2021
Joseph R. Biden Jr.,Adults,9/19/2021,45.521082,49.816773,41.225391,47.812862,52.754627,42.871096,13:37:14 19 Sep 2021
Joseph R. Biden Jr.,Adults,9/18/2021,45.521082,49.816727,41.225437,47.812862,52.754575,42.871149,13:37:16 19 Sep 2021
Joseph R. Biden Jr.,Adults,9/17/2021,45.521082,49.816727,41.225437,47.812862,52.754575,42.871149,13:01:56 17 Sep 2021
Joseph R. Biden Jr.,Adults,9/16/2021,45.452362,49.752337,41.152388,47.751831,52.716586,42.787076,19:01:10 16 Sep 2021
Joseph R. Biden Jr.,Adults,9/15/2021,45.493377,50.078693,40.90806,47.613614,52.853442,42.373786,14:20:10 15 Sep 2021
Joseph R. Biden Jr.,Adults,9/14/2021,45.557735,50.268778,40.846693,47.686603,53.049536,42.32367,14:59:10 14 Sep 2021
Joseph R. Biden Jr.,Adults,9/13/2021,45.883096,50.526732,41.23946,47.23798,52.748627,41.727334,19:23:11 13 Sep 2021
Joseph R. Biden Jr.,Adults,9/12/2021,45.581974,50.289612,40.874337,46.947145,52.500586,41.393705,08:56:21 13 Sep 2021
Joseph R. Biden Jr.,Adults,9/11/2021,45.581974,50.289658,40.874291,46.947145,52.500638,41.393652,08:56:22 13 Sep 2021
Joseph R. Biden Jr.,Adults,9/10/2021,45.579404,50.286749,40.87206,46.946917,52.500158,41.393676,18:35:10 10 Sep 2021
Joseph R. Biden Jr.,Adults,9/9/2021,44.381327,48.973546,39.789109,46.608291,52.229658,40.986924,21:02:11  9 Sep 2021
Joseph R. Biden Jr.,Adults,9/8/2021,44.268008,49.143973,39.392043,48.077247,52.91223,43.242263,09:25:10  8 Sep 2021
Joseph R. Biden Jr.,Adults,9/7/2021,44.973436,49.41532,40.531551,47.697535,52.454049,42.94102,18:34:11  7 Sep 2021
Joseph R. Biden Jr.,Adults,9/6/2021,45.625495,50.218188,41.032803,48.07213,52.740562,43.403697,09:56:18  6 Sep 2021
Joseph R. Biden Jr.,Adults,9/5/2021,45.625495,50.218142,41.032849,48.07213,52.740509,43.40375,09:56:20  6 Sep 2021
Joseph R. Biden Jr.,Adults,9/4/2021,45.625495,50.218188,41.032803,48.07213,52.740562,43.403697,09:56:22  6 Sep 2021
Joseph R. Biden Jr.,Adults,9/3/2021,45.617768,50.214395,41.021141,48.078107,52.749302,43.406912,10:34:10  3 Sep 2021
Joseph R. Biden Jr.,Adults,9/2/2021,46.622713,51.366796,41.878631,47.022521,51.658482,42.38656,20:05:10  2 Sep 2021
Joseph R. Biden Jr.,Adults,9/1/2021,48.171658,52.632635,43.710681,45.531026,49.788347,41.273706,21:04:10  1 Sep 2021
Joseph R. Biden Jr.,Adults,8/31/2021,48.522109,52.795961,44.248257,45.941915,50.328984,41.554847,21:06:10 31 Aug 2021
Joseph R. Biden Jr.,Adults,8/30/2021,48.570928,52.847994,44.293861,45.495537,49.890332,41.100742,17:17:09 30 Aug 2021
Joseph R. Biden Jr.,Adults,8/29/2021,48.47553,52.796939,44.15412,45.633266,50.070613,41.195919,08:13:19 30 Aug 2021
Joseph R. Biden Jr.,Adults,8/28/2021,48.47553,52.796987,44.154072,45.633266,50.070669,41.195863,08:13:21 30 Aug 2021
Joseph R. Biden Jr.,Adults,8/27/2021,48.47553,52.796987,44.154072,45.633266,50.070669,41.195863,09:39:10 27 Aug 2021
Joseph R. Biden Jr.,Adults,8/26/2021,48.47553,52.796987,44.154072,45.633266,50.070669,41.195863,20:26:09 26 Aug 2021
Joseph R. Biden Jr.,Adults,8/25/2021,48.778812,53.233469,44.324154,45.558889,50.165136,40.952642,10:29:09 25 Aug 2021
Joseph R. Biden Jr.,Adults,8/24/2021,49.020172,53.462607,44.577737,45.924307,50.672888,41.175726,19:09:09 24 Aug 2021
Joseph R. Biden Jr.,Adults,8/23/2021,48.920992,53.301931,44.540054,46.012348,50.718091,41.306606,15:00:11 23 Aug 2021
Joseph R. Biden Jr.,Adults,8/22/2021,49.191498,53.673316,44.70968,45.772533,50.584668,40.960399,09:28:09 22 Aug 2021
Joseph R. Biden Jr.,Adults,8/21/2021,48.598953,53.377856,43.82005,44.629292,49.19826,40.060325,14:36:09 21 Aug 2021
Joseph R. Biden Jr.,Adults,8/20/2021,48.435165,53.081122,43.789207,44.333082,49.015796,39.650369,17:28:09 20 Aug 2021
Joseph R. Biden Jr.,Adults,8/19/2021,48.84903,53.594693,44.103366,43.590377,48.039494,39.141259,16:39:09 19 Aug 2021
Joseph R. Biden Jr.,Adults,8/18/2021,49.161565,54.038793,44.284336,43.566021,48.070596,39.061447,18:34:08 18 Aug 2021
Joseph R. Biden Jr.,Adults,8/17/2021,49.936123,54.567788,45.304458,43.020171,47.636585,38.403757,20:18:08 17 Aug 2021
Joseph R. Biden Jr.,Adults,8/16/2021,50.012792,54.756919,45.268666,42.809271,47.601032,38.017511,20:32:10 16 Aug 2021
Joseph R. Biden Jr.,Adults,8/15/2021,49.77982,54.551021,45.00862,42.341002,46.922956,37.759048,09:37:19 16 Aug 2021
Joseph R. Biden Jr.,Adults,8/14/2021,49.77982,54.55097,45.00867,42.341002,46.922895,37.75911,09:37:20 16 Aug 2021
Joseph R. Biden Jr.,Adults,8/13/2021,49.77982,54.55097,45.00867,42.341002,46.922895,37.75911,19:08:08 13 Aug 2021
Joseph R. Biden Jr.,Adults,8/12/2021,49.638722,54.341096,44.936347,42.42845,47.001292,37.855609,19:50:10 12 Aug 2021
Joseph R. Biden Jr.,Adults,8/11/2021,49.70184,54.671373,44.732307,42.116658,46.785044,37.448271,18:36:09 11 Aug 2021
Joseph R. Biden Jr.,Adults,8/10/2021,50.108872,54.889776,45.327967,42.070845,46.823863,37.317827,20:19:09 10 Aug 2021
Joseph R. Biden Jr.,Adults,8/9/2021,50.108872,54.889776,45.327967,42.070845,46.823863,37.317827,16:13:08  9 Aug 2021
Joseph R. Biden Jr.,Adults,8/8/2021,50.108872,54.889724,45.32802,42.070845,46.8238,37.31789,09:34:17  9 Aug 2021
Joseph R. Biden Jr.,Adults,8/7/2021,50.108872,54.889776,45.327967,42.070845,46.823863,37.317827,09:34:19  9 Aug 2021
Joseph R. Biden Jr.,Adults,8/6/2021,50.108872,54.889724,45.32802,42.070845,46.8238,37.31789,21:05:08  6 Aug 2021
Joseph R. Biden Jr.,Adults,8/5/2021,50.108872,54.889724,45.32802,42.070845,46.8238,37.31789,21:00:10  5 Aug 2021
Joseph R. Biden Jr.,Adults,8/4/2021,50.564669,55.605028,45.524311,41.780234,46.673054,36.887414,14:15:09  4 Aug 2021
Joseph R. Biden Jr.,Adults,8/3/2021,50.978204,55.724988,46.23142,41.481685,46.780942,36.182429,12:30:11  3 Aug 2021
Joseph R. Biden Jr.,Adults,8/2/2021,51.114372,55.891252,46.337493,40.797719,45.966852,35.628585,14:47:08  2 Aug 2021
Joseph R. Biden Jr.,Adults,8/1/2021,50.91296,56.108889,45.717032,42.402889,46.290596,38.515183,09:30:19  2 Aug 2021
Joseph R. Biden Jr.,Adults,7/31/2021,50.91296,56.108835,45.717086,42.402889,46.29053,38.515249,09:30:20  2 Aug 2021
Joseph R. Biden Jr.,Adults,7/30/2021,50.91296,56.108835,45.717086,42.402889,46.29053,38.515249,09:30:10 30 Jul 2021
Joseph R. Biden Jr.,Adults,7/29/2021,50.906454,56.095367,45.717542,42.402767,46.287033,38.5185,21:40:09 29 Jul 2021
Joseph R. Biden Jr.,Adults,7/28/2021,51.536065,56.969152,46.102978,42.263349,46.251921,38.274777,11:46:09 28 Jul 2021
Joseph R. Biden Jr.,Adults,7/27/2021,52.357853,57.362013,47.353693,41.98583,45.936109,38.035551,10:19:08 27 Jul 2021
Joseph R. Biden Jr.,Adults,7/26/2021,52.351372,57.354017,47.348727,41.973967,45.928648,38.019286,17:34:08 26 Jul 2021
Joseph R. Biden Jr.,Adults,7/25/2021,52.334254,57.28608,47.382428,41.873739,45.777544,37.969934,09:01:16 26 Jul 2021
Joseph R. Biden Jr.,Adults,7/24/2021,52.334254,57.28608,47.382428,41.873739,45.777544,37.969934,09:01:17 26 Jul 2021
Joseph R. Biden Jr.,Adults,7/23/2021,52.334254,57.28608,47.382428,41.873739,45.777544,37.969934,13:35:09 23 Jul 2021
Joseph R. Biden Jr.,Adults,7/22/2021,52.043813,56.635119,47.452506,41.838671,45.755623,37.921719,22:31:09 22 Jul 2021
Joseph R. Biden Jr.,Adults,7/21/2021,51.666947,56.511785,46.82211,41.652041,45.54522,37.758862,15:36:08 21 Jul 2021
Joseph R. Biden Jr.,Adults,7/20/2021,52.368498,57.275416,47.46158,41.484082,45.419821,37.548343,10:44:08 20 Jul 2021
Joseph R. Biden Jr.,Adults,7/19/2021,52.614851,57.735254,47.494448,41.471176,45.463383,37.478969,09:43:07 19 Jul 2021
