"STATION","NAME","DATE","TMAX","TMIN"
"MXN00009002","AJUSCO, MX","1965-12-02","60","39"
"MXN00009002","AJUSCO, MX","1965-12-03","58","43"
"MXN00009002","AJUSCO, MX","1965-12-04","62","40"
"MXN00009002","AJUSCO, MX","1965-12-05","66","40"
"MXN00009002","AJUSCO, MX","1965-12-06","64","41"
"MXN00009002","AJUSCO, MX","1965-12-07","53","39"
"MXN00009002","AJUSCO, MX","1965-12-08","52","35"
"MXN00009002","AJUSCO, MX","1965-12-09","58","41"
"MXN00009002","AJUSCO, MX","1965-12-10","59","41"
"MXN00009002","AJUSCO, MX","1965-12-11","64","41"
"MXN00009002","AJUSCO, MX","1965-12-12","66","42"
"MXN00009002","AJUSCO, MX","1965-12-13","65","44"
"MXN00009002","AJUSCO, MX","1965-12-14","67","41"
"MXN00009002","AJUSCO, MX","1965-12-15","59","42"
"MXN00009002","AJUSCO, MX","1965-12-16","66","42"
"MXN00009002","AJUSCO, MX","1965-12-17","68","43"
"MXN00009002","AJUSCO, MX","1965-12-18","66","42"
"MXN00009002","AJUSCO, MX","1965-12-19","61","41"
"MXN00009002","AJUSCO, MX","1965-12-20","61","41"
"MXN00009002","AJUSCO, MX","1965-12-21","62","38"
"MXN00009002","AJUSCO, MX","1965-12-22","63","37"
"MXN00009002","AJUSCO, MX","1965-12-23","66","41"
"MXN00009002","AJUSCO, MX","1965-12-24","65","41"
"MXN00009002","AJUSCO, MX","1965-12-25","59","40"
"MXN00009002","AJUSCO, MX","1965-12-26","59","39"
"MXN00009002","AJUSCO, MX","1965-12-27","63","37"
"MXN00009002","AJUSCO, MX","1965-12-28","55","32"
"MXN00009002","AJUSCO, MX","1965-12-29","60","39"
"MXN00009002","AJUSCO, MX","1965-12-30","59","40"
"MXN00009002","AJUSCO, MX","1965-12-31","59","36"
"MXN00009002","AJUSCO, MX","1966-01-01","61","39"
"MXN00009002","AJUSCO, MX","1966-01-02","58","39"
"MXN00009002","AJUSCO, MX","1966-01-03","59","37"
"MXN00009002","AJUSCO, MX","1966-01-04","58","39"
"MXN00009002","AJUSCO, MX","1966-01-05","59","40"
"MXN00009002","AJUSCO, MX","1966-01-06","56","39"
"MXN00009002","AJUSCO, MX","1966-01-07","64","35"
"MXN00009002","AJUSCO, MX","1966-01-08","63","34"
"MXN00009002","AJUSCO, MX","1966-01-09","50","28"
"MXN00009002","AJUSCO, MX","1966-01-10","50","34"
"MXN00009002","AJUSCO, MX","1966-01-11","50","36"
"MXN00009002","AJUSCO, MX","1966-01-12","56","34"
"MXN00009002","AJUSCO, MX","1966-01-13","57","36"
"MXN00009002","AJUSCO, MX","1966-01-14","56","39"
"MXN00009002","AJUSCO, MX","1966-01-15","62","33"
"MXN00009002","AJUSCO, MX","1966-01-16","64","33"
"MXN00009002","AJUSCO, MX","1966-01-17","58","41"
"MXN00009002","AJUSCO, MX","1966-01-18","63","41"
"MXN00009002","AJUSCO, MX","1966-01-19","61","39"
"MXN00009002","AJUSCO, MX","1966-01-20","63","41"
"MXN00009002","AJUSCO, MX","1966-01-21","56","46"
"MXN00009002","AJUSCO, MX","1966-01-22","62","44"
"MXN00009002","AJUSCO, MX","1966-01-23","53","43"
"MXN00009002","AJUSCO, MX","1966-01-24","58","43"
"MXN00009002","AJUSCO, MX","1966-01-25","57","44"
"MXN00009002","AJUSCO, MX","1966-01-26","60","37"
"MXN00009002","AJUSCO, MX","1966-01-27","59","35"
"MXN00009002","AJUSCO, MX","1966-01-28","56","40"
"MXN00009002","AJUSCO, MX","1966-01-29","58","33"
"MXN00009002","AJUSCO, MX","1966-01-30","55","33"
"MXN00009002","AJUSCO, MX","1966-01-31","68","39"
"MXN00009002","AJUSCO, MX","1966-02-01","59","38"
"MXN00009002","AJUSCO, MX","1966-02-02","52","40"
"MXN00009002","AJUSCO, MX","1966-02-03","55","39"
"MXN00009002","AJUSCO, MX","1966-02-04","50","32"
"MXN00009002","AJUSCO, MX","1966-02-05","52","29"
"MXN00009002","AJUSCO, MX","1966-02-06","59","36"
"MXN00009002","AJUSCO, MX","1966-02-07","59","38"
"MXN00009002","AJUSCO, MX","1966-02-08","58","38"
"MXN00009002","AJUSCO, MX","1966-02-09","59","41"
"MXN00009002","AJUSCO, MX","1966-02-10","60","46"
"MXN00009002","AJUSCO, MX","1966-02-11","61","45"
"MXN00009002","AJUSCO, MX","1966-02-12","59","45"
"MXN00009002","AJUSCO, MX","1966-02-13","61","43"
"MXN00009002","AJUSCO, MX","1966-02-14","68","41"
"MXN00009002","AJUSCO, MX","1966-02-15","67","43"
"MXN00009002","AJUSCO, MX","1966-02-16","66","41"
"MXN00009002","AJUSCO, MX","1966-02-17","59","32"
"MXN00009002","AJUSCO, MX","1966-02-18","58","39"
"MXN00009002","AJUSCO, MX","1966-02-19","52","29"
"MXN00009002","AJUSCO, MX","1966-02-20","56","40"
"MXN00009002","AJUSCO, MX","1966-02-21","54","37"
"MXN00009002","AJUSCO, MX","1966-02-22","50","35"
"MXN00009002","AJUSCO, MX","1966-02-23","57","36"
"MXN00009002","AJUSCO, MX","1966-02-24","57","39"
"MXN00009002","AJUSCO, MX","1966-02-25","65","36"
"MXN00009002","AJUSCO, MX","1966-02-26","63","41"
"MXN00009002","AJUSCO, MX","1966-02-27","68","41"
"MXN00009002","AJUSCO, MX","1966-02-28","70","44"
"MXN00009002","AJUSCO, MX","1966-03-01","68","42"
"MXN00009002","AJUSCO, MX","1966-03-02","69","41"
"MXN00009002","AJUSCO, MX","1966-03-03","70","39"
"MXN00009002","AJUSCO, MX","1966-03-04","70","40"
"MXN00009002","AJUSCO, MX","1966-03-05","55","42"
"MXN00009002","AJUSCO, MX","1966-03-06","64","41"
"MXN00009002","AJUSCO, MX","1966-03-07","65","41"
"MXN00009002","AJUSCO, MX","1966-03-08","59","42"
"MXN00009002","AJUSCO, MX","1966-03-09","50","39"
"MXN00009002","AJUSCO, MX","1966-03-10","50","33"
"MXN00009002","AJUSCO, MX","1966-03-11","51","36"
"MXN00009002","AJUSCO, MX","1966-03-12","65","37"
"MXN00009002","AJUSCO, MX","1966-03-13","66","35"
"MXN00009002","AJUSCO, MX","1966-03-14","55","35"
"MXN00009002","AJUSCO, MX","1966-03-15","55","37"
"MXN00009002","AJUSCO, MX","1966-03-16","54","39"
"MXN00009002","AJUSCO, MX","1966-03-17","59","40"
"MXN00009002","AJUSCO, MX","1966-03-18","59","41"
"MXN00009002","AJUSCO, MX","1966-03-19","59","37"
"MXN00009002","AJUSCO, MX","1966-03-20","60","36"
"MXN00009002","AJUSCO, MX","1966-03-21","64","37"
"MXN00009002","AJUSCO, MX","1966-03-22","62","41"
"MXN00009002","AJUSCO, MX","1966-03-23","64","43"
"MXN00009002","AJUSCO, MX","1966-03-24","56","42"
"MXN00009002","AJUSCO, MX","1966-03-25","59","43"
"MXN00009002","AJUSCO, MX","1966-03-26","61","43"
"MXN00009002","AJUSCO, MX","1966-03-27","63","43"
"MXN00009002","AJUSCO, MX","1966-03-28","64","36"
"MXN00009002","AJUSCO, MX","1966-03-29","67","46"
"MXN00009002","AJUSCO, MX","1966-03-30","62","44"
"MXN00009002","AJUSCO, MX","1966-03-31","64","43"
"MXN00009002","AJUSCO, MX","1966-04-01","65","44"
"MXN00009002","AJUSCO, MX","1966-04-02","62","44"
"MXN00009002","AJUSCO, MX","1966-04-03","51","46"
"MXN00009002","AJUSCO, MX","1966-04-04","60","40"
"MXN00009002","AJUSCO, MX","1966-04-05","59","39"
"MXN00009002","AJUSCO, MX","1966-04-06","60","40"
"MXN00009002","AJUSCO, MX","1966-04-07","63","41"
"MXN00009002","AJUSCO, MX","1966-04-08","65","44"
"MXN00009002","AJUSCO, MX","1966-04-09","65","43"
"MXN00009002","AJUSCO, MX","1966-04-10","60","44"
"MXN00009002","AJUSCO, MX","1966-04-11","65","46"
"MXN00009002","AJUSCO, MX","1966-04-12","66","44"
"MXN00009002","AJUSCO, MX","1966-04-13","68","45"
"MXN00009002","AJUSCO, MX","1966-04-14","68","48"
"MXN00009002","AJUSCO, MX","1966-04-15","59","44"
"MXN00009002","AJUSCO, MX","1966-04-16","60","42"
"MXN00009002","AJUSCO, MX","1966-04-17","63","43"
"MXN00009002","AJUSCO, MX","1966-04-18","62","45"
"MXN00009002","AJUSCO, MX","1966-04-19","62","45"
"MXN00009002","AJUSCO, MX","1966-04-20","66","45"
"MXN00009002","AJUSCO, MX","1966-04-21","66","44"
"MXN00009002","AJUSCO, MX","1966-04-22","64","45"
"MXN00009002","AJUSCO, MX","1966-04-23","68","46"
"MXN00009002","AJUSCO, MX","1966-04-24","67","46"
"MXN00009002","AJUSCO, MX","1966-04-25","67","46"
"MXN00009002","AJUSCO, MX","1966-04-26","65","45"
"MXN00009002","AJUSCO, MX","1966-04-27","68","48"
"MXN00009002","AJUSCO, MX","1966-04-28","68","49"
"MXN00009002","AJUSCO, MX","1966-04-29","68","49"
"MXN00009002","AJUSCO, MX","1966-04-30","69","46"
"MXN00009002","AJUSCO, MX","1966-05-01","64","44"
"MXN00009002","AJUSCO, MX","1966-05-02","55","45"
"MXN00009002","AJUSCO, MX","1966-05-03","53","41"
"MXN00009002","AJUSCO, MX","1966-05-04","53","40"
"MXN00009002","AJUSCO, MX","1966-05-05","55","40"
"MXN00009002","AJUSCO, MX","1966-05-06","63","41"
"MXN00009002","AJUSCO, MX","1966-05-07","64","44"
"MXN00009002","AJUSCO, MX","1966-05-08","61","41"
"MXN00009002","AJUSCO, MX","1966-05-09","66","44"
"MXN00009002","AJUSCO, MX","1966-05-10","68","44"
"MXN00009002","AJUSCO, MX","1966-05-11","71","46"
"MXN00009002","AJUSCO, MX","1966-05-12","73","49"
"MXN00009002","AJUSCO, MX","1966-05-13","73","50"
"MXN00009002","AJUSCO, MX","1966-05-14","72","49"
"MXN00009002","AJUSCO, MX","1966-05-15","73","48"
"MXN00009002","AJUSCO, MX","1966-05-16","75","49"
"MXN00009002","AJUSCO, MX","1966-05-17","74","50"
"MXN00009002","AJUSCO, MX","1966-05-18","74","46"
"MXN00009002","AJUSCO, MX","1966-05-19","72","50"
"MXN00009002","AJUSCO, MX","1966-05-20","70","47"
"MXN00009002","AJUSCO, MX","1966-05-21","74","46"
"MXN00009002","AJUSCO, MX","1966-05-22","72","44"
"MXN00009002","AJUSCO, MX","1966-05-23","72","46"
"MXN00009002","AJUSCO, MX","1966-05-24","71","45"
"MXN00009002","AJUSCO, MX","1966-05-25","72","44"
"MXN00009002","AJUSCO, MX","1966-05-26","67","47"
"MXN00009002","AJUSCO, MX","1966-05-27","64","48"
"MXN00009002","AJUSCO, MX","1966-05-28","66","48"
"MXN00009002","AJUSCO, MX","1966-05-29","68","46"
"MXN00009002","AJUSCO, MX","1966-05-30","66","48"
"MXN00009002","AJUSCO, MX","1966-05-31","65","41"
"MXN00009002","AJUSCO, MX","1966-06-01","65","44"
"MXN00009002","AJUSCO, MX","1966-06-02","67","44"
"MXN00009002","AJUSCO, MX","1966-06-03","68","41"
"MXN00009002","AJUSCO, MX","1966-06-04","70","43"
"MXN00009002","AJUSCO, MX","1966-06-05","71","44"
"MXN00009002","AJUSCO, MX","1966-06-06","72","44"
"MXN00009002","AJUSCO, MX","1966-06-07","69","43"
"MXN00009002","AJUSCO, MX","1966-06-08","70","45"
"MXN00009002","AJUSCO, MX","1966-06-09","71","45"
"MXN00009002","AJUSCO, MX","1966-06-10","70","50"
"MXN00009002","AJUSCO, MX","1966-06-11","62","50"
"MXN00009002","AJUSCO, MX","1966-06-12","66","48"
"MXN00009002","AJUSCO, MX","1966-06-13","66","49"
"MXN00009002","AJUSCO, MX","1966-06-14","67","48"
"MXN00009002","AJUSCO, MX","1966-06-15","62","47"
"MXN00009002","AJUSCO, MX","1966-06-16","67","46"
"MXN00009002","AJUSCO, MX","1966-06-17","66","50"
"MXN00009002","AJUSCO, MX","1966-06-18","59","49"
"MXN00009002","AJUSCO, MX","1966-06-19","61","48"
"MXN00009002","AJUSCO, MX","1966-06-20","63","46"
"MXN00009002","AJUSCO, MX","1966-06-21","63","50"
"MXN00009002","AJUSCO, MX","1966-06-22","59","49"
"MXN00009002","AJUSCO, MX","1966-06-23","56","39"
"MXN00009002","AJUSCO, MX","1966-06-24","63","49"
"MXN00009002","AJUSCO, MX","1966-06-25","64","47"
"MXN00009002","AJUSCO, MX","1966-06-26","58","47"
"MXN00009002","AJUSCO, MX","1966-06-27","58","50"
"MXN00009002","AJUSCO, MX","1966-06-28","60","45"
"MXN00009002","AJUSCO, MX","1966-06-29","64","45"
"MXN00009002","AJUSCO, MX","1966-06-30","64","44"
"MXN00009002","AJUSCO, MX","1966-07-01","64","47"
"MXN00009002","AJUSCO, MX","1966-07-02","66","48"
"MXN00009002","AJUSCO, MX","1966-07-03","60","48"
"MXN00009002","AJUSCO, MX","1966-07-04","63","47"
"MXN00009002","AJUSCO, MX","1966-07-05","59","46"
"MXN00009002","AJUSCO, MX","1966-07-06","65","47"
"MXN00009002","AJUSCO, MX","1966-07-07","64","48"
"MXN00009002","AJUSCO, MX","1966-07-08","65","45"
"MXN00009002","AJUSCO, MX","1966-07-09","63","44"
"MXN00009002","AJUSCO, MX","1966-07-10","63","42"
"MXN00009002","AJUSCO, MX","1966-07-11","60","45"
"MXN00009002","AJUSCO, MX","1966-07-12","64","48"
"MXN00009002","AJUSCO, MX","1966-07-13","63","48"
"MXN00009002","AJUSCO, MX","1966-07-14","62","49"
"MXN00009002","AJUSCO, MX","1966-07-15","64","46"
"MXN00009002","AJUSCO, MX","1966-07-16","61","42"
"MXN00009002","AJUSCO, MX","1966-07-17","61","44"
"MXN00009002","AJUSCO, MX","1966-07-18","64","43"
"MXN00009002","AJUSCO, MX","1966-07-19","67","46"
"MXN00009002","AJUSCO, MX","1966-07-20","62","47"
"MXN00009002","AJUSCO, MX","1966-07-21","61","45"
"MXN00009002","AJUSCO, MX","1966-07-22","61","44"
"MXN00009002","AJUSCO, MX","1966-07-23","60","45"
"MXN00009002","AJUSCO, MX","1966-07-24","61","48"
"MXN00009002","AJUSCO, MX","1966-07-25","59","45"
"MXN00009002","AJUSCO, MX","1966-07-26","63","45"
"MXN00009002","AJUSCO, MX","1966-07-27","62","44"
"MXN00009002","AJUSCO, MX","1966-07-28","66","45"
"MXN00009002","AJUSCO, MX","1966-07-29","60","46"
"MXN00009002","AJUSCO, MX","1966-07-30","64","47"
"MXN00009002","AJUSCO, MX","1966-07-31","62","48"
"MXN00009002","AJUSCO, MX","1966-08-01","63","45"
"MXN00009002","AJUSCO, MX","1966-08-02","62","45"
"MXN00009002","AJUSCO, MX","1966-08-03","63","44"
"MXN00009002","AJUSCO, MX","1966-08-04","63","46"
"MXN00009002","AJUSCO, MX","1966-08-05","63","44"
"MXN00009002","AJUSCO, MX","1966-08-06","63","49"
"MXN00009002","AJUSCO, MX","1966-08-07","66","47"
"MXN00009002","AJUSCO, MX","1966-08-08","64","47"
"MXN00009002","AJUSCO, MX","1966-08-09","62","46"
"MXN00009002","AJUSCO, MX","1966-08-10","60","50"
"MXN00009002","AJUSCO, MX","1966-08-11","61","48"
"MXN00009002","AJUSCO, MX","1966-08-12","62","45"
"MXN00009002","AJUSCO, MX","1966-08-13","63","47"
"MXN00009002","AJUSCO, MX","1966-08-14","63","50"
"MXN00009002","AJUSCO, MX","1966-08-15","62","48"
"MXN00009002","AJUSCO, MX","1966-08-16","59","44"
"MXN00009002","AJUSCO, MX","1966-08-17","61","43"
"MXN00009002","AJUSCO, MX","1966-08-18","65","43"
"MXN00009002","AJUSCO, MX","1966-08-19","63","43"
"MXN00009002","AJUSCO, MX","1966-08-20","61","47"
"MXN00009002","AJUSCO, MX","1966-08-21","59","48"
"MXN00009002","AJUSCO, MX","1966-08-22","61","44"
"MXN00009002","AJUSCO, MX","1966-08-23","61","47"
"MXN00009002","AJUSCO, MX","1966-08-24","59","48"
"MXN00009002","AJUSCO, MX","1966-08-25","56","48"
"MXN00009002","AJUSCO, MX","1966-08-26","59","48"
"MXN00009002","AJUSCO, MX","1966-08-27","60","45"
"MXN00009002","AJUSCO, MX","1966-08-28","61","47"
"MXN00009002","AJUSCO, MX","1966-08-29","61","46"
"MXN00009002","AJUSCO, MX","1966-08-30","63","43"
"MXN00009002","AJUSCO, MX","1966-08-31","64","43"
"MXN00009002","AJUSCO, MX","1966-09-01","64","43"
"MXN00009002","AJUSCO, MX","1966-09-02","63","44"
"MXN00009002","AJUSCO, MX","1966-09-03","62","48"
"MXN00009002","AJUSCO, MX","1966-09-04","63","46"
"MXN00009002","AJUSCO, MX","1966-09-05","62","48"
"MXN00009002","AJUSCO, MX","1966-09-06","65","46"
"MXN00009002","AJUSCO, MX","1966-09-07","63","48"
"MXN00009002","AJUSCO, MX","1966-09-08","57","48"
"MXN00009002","AJUSCO, MX","1966-09-09","59","44"
"MXN00009002","AJUSCO, MX","1966-09-10","61","44"
"MXN00009002","AJUSCO, MX","1966-09-11","62","48"
"MXN00009002","AJUSCO, MX","1966-09-12","63","47"
"MXN00009002","AJUSCO, MX","1966-09-13","62","47"
"MXN00009002","AJUSCO, MX","1966-09-14","64","49"
"MXN00009002","AJUSCO, MX","1966-09-15","66","41"
"MXN00009002","AJUSCO, MX","1966-09-16","65","49"
"MXN00009002","AJUSCO, MX","1966-09-17","61","46"
"MXN00009002","AJUSCO, MX","1966-09-18","59","48"
"MXN00009002","AJUSCO, MX","1966-09-19","59","41"
"MXN00009002","AJUSCO, MX","1966-09-20","58","41"
"MXN00009002","AJUSCO, MX","1966-09-21","53","43"
"MXN00009002","AJUSCO, MX","1966-09-22","64","44"
"MXN00009002","AJUSCO, MX","1966-09-23","54","45"
"MXN00009002","AJUSCO, MX","1966-09-24","57","44"
"MXN00009002","AJUSCO, MX","1966-09-25","62","45"
"MXN00009002","AJUSCO, MX","1966-09-26","63","44"
"MXN00009002","AJUSCO, MX","1966-09-27","65","42"
"MXN00009002","AJUSCO, MX","1966-09-28","64","47"
"MXN00009002","AJUSCO, MX","1966-09-29","65","41"
"MXN00009002","AJUSCO, MX","1966-09-30","64","42"
"MXN00009002","AJUSCO, MX","1966-10-01","64","46"
"MXN00009002","AJUSCO, MX","1966-10-02","63","47"
"MXN00009002","AJUSCO, MX","1966-10-03","63","46"
"MXN00009002","AJUSCO, MX","1966-10-04","65","51"
"MXN00009002","AJUSCO, MX","1966-10-05","65","46"
"MXN00009002","AJUSCO, MX","1966-10-06","64","44"
"MXN00009002","AJUSCO, MX","1966-10-07","63","42"
"MXN00009002","AJUSCO, MX","1966-10-08","67","39"
"MXN00009002","AJUSCO, MX","1966-10-09","61","45"
"MXN00009002","AJUSCO, MX","1966-10-10","62","47"
"MXN00009002","AJUSCO, MX","1966-10-11","65","47"
"MXN00009002","AJUSCO, MX","1966-10-12","63","50"
"MXN00009002","AJUSCO, MX","1966-10-13","65","45"
"MXN00009002","AJUSCO, MX","1966-10-14","68","46"
"MXN00009002","AJUSCO, MX","1966-10-15","66","46"
"MXN00009002","AJUSCO, MX","1966-10-16","58","44"
"MXN00009002","AJUSCO, MX","1966-10-17","65","45"
"MXN00009002","AJUSCO, MX","1966-10-18","63","47"
"MXN00009002","AJUSCO, MX","1966-10-19","65","47"
"MXN00009002","AJUSCO, MX","1966-10-20","67","39"
"MXN00009002","AJUSCO, MX","1966-10-21","56","41"
"MXN00009002","AJUSCO, MX","1966-10-22","59","39"
"MXN00009002","AJUSCO, MX","1966-10-23","64","40"
"MXN00009002","AJUSCO, MX","1966-10-24","59","42"
"MXN00009002","AJUSCO, MX","1966-10-25","50","41"
"MXN00009002","AJUSCO, MX","1966-10-26","66","40"
"MXN00009002","AJUSCO, MX","1966-10-27","51","36"
"MXN00009002","AJUSCO, MX","1966-10-28","56","37"
"MXN00009002","AJUSCO, MX","1966-10-29","57","44"
"MXN00009002","AJUSCO, MX","1966-10-30","53","41"
"MXN00009002","AJUSCO, MX","1966-10-31","54","41"
"MXN00009002","AJUSCO, MX","1966-11-01","55","38"
"MXN00009002","AJUSCO, MX","1966-11-02","59","33"
"MXN00009002","AJUSCO, MX","1966-11-03","55","35"
"MXN00009002","AJUSCO, MX","1966-11-04","60","33"
"MXN00009002","AJUSCO, MX","1966-11-05","61","36"
"MXN00009002","AJUSCO, MX","1966-11-06","59","37"
"MXN00009002","AJUSCO, MX","1966-11-07","60","36"
"MXN00009002","AJUSCO, MX","1966-11-08","64","39"
"MXN00009002","AJUSCO, MX","1966-11-09","68","42"
"MXN00009002","AJUSCO, MX","1966-11-10","65","44"
"MXN00009002","AJUSCO, MX","1966-11-11","66","43"
"MXN00009002","AJUSCO, MX","1966-11-12","64","44"
"MXN00009002","AJUSCO, MX","1966-11-13","60","38"
"MXN00009002","AJUSCO, MX","1966-11-14","59","37"
"MXN00009002","AJUSCO, MX","1966-11-15","60","38"
"MXN00009002","AJUSCO, MX","1966-11-16","55","38"
"MXN00009002","AJUSCO, MX","1966-11-17","64","33"
"MXN00009002","AJUSCO, MX","1966-11-18","59","35"
"MXN00009002","AJUSCO, MX","1966-11-19","51","41"
"MXN00009002","AJUSCO, MX","1966-11-20","51","33"
"MXN00009002","AJUSCO, MX","1966-11-21","52","35"
"MXN00009002","AJUSCO, MX","1966-11-22","59","37"
"MXN00009002","AJUSCO, MX","1966-11-23","59","35"
"MXN00009002","AJUSCO, MX","1966-11-24","56","36"
"MXN00009002","AJUSCO, MX","1966-11-25","66","30"
"MXN00009002","AJUSCO, MX","1966-11-26","62","35"
"MXN00009002","AJUSCO, MX","1966-11-27","59","42"
"MXN00009002","AJUSCO, MX","1966-11-28","57","33"
"MXN00009002","AJUSCO, MX","1966-11-29","56","30"
"MXN00009002","AJUSCO, MX","1966-11-30","54","35"
"MXN00009002","AJUSCO, MX","1966-12-01","56","33"
"MXN00009002","AJUSCO, MX","1966-12-02","58","33"
"MXN00009002","AJUSCO, MX","1966-12-03","56","33"
"MXN00009002","AJUSCO, MX","1966-12-04","59","41"
"MXN00009002","AJUSCO, MX","1966-12-05","63","34"
"MXN00009002","AJUSCO, MX","1966-12-06","59","36"
"MXN00009002","AJUSCO, MX","1966-12-07","62","37"
"MXN00009002","AJUSCO, MX","1966-12-08","61","40"
"MXN00009002","AJUSCO, MX","1966-12-09","65","38"
"MXN00009002","AJUSCO, MX","1966-12-10","58","37"
"MXN00009002","AJUSCO, MX","1966-12-11","57","34"
"MXN00009002","AJUSCO, MX","1966-12-12","53","34"
"MXN00009002","AJUSCO, MX","1966-12-13","58","33"
"MXN00009002","AJUSCO, MX","1966-12-14","54","35"
"MXN00009002","AJUSCO, MX","1966-12-15","58","37"
"MXN00009002","AJUSCO, MX","1966-12-16","63","38"
"MXN00009002","AJUSCO, MX","1966-12-17","62","39"
"MXN00009002","AJUSCO, MX","1966-12-18","58","22"
"MXN00009002","AJUSCO, MX","1966-12-19","55","34"
"MXN00009002","AJUSCO, MX","1966-12-20","61","34"
"MXN00009002","AJUSCO, MX","1966-12-21","59","38"
"MXN00009002","AJUSCO, MX","1966-12-22","60","40"
"MXN00009002","AJUSCO, MX","1966-12-23","55","41"
"MXN00009002","AJUSCO, MX","1966-12-24","59","42"
"MXN00009002","AJUSCO, MX","1966-12-25","56","41"
"MXN00009002","AJUSCO, MX","1966-12-26","58","39"
"MXN00009002","AJUSCO, MX","1966-12-27","62","39"
"MXN00009002","AJUSCO, MX","1966-12-28","63","40"
"MXN00009002","AJUSCO, MX","1966-12-29","61","41"
"MXN00009002","AJUSCO, MX","1966-12-30","57","41"
"MXN00009002","AJUSCO, MX","1966-12-31","63","39"
"MXN00009002","AJUSCO, MX","1967-01-01","64","33"
"MXN00009002","AJUSCO, MX","1967-01-02","65","39"
"MXN00009002","AJUSCO, MX","1967-01-03","62","27"
"MXN00009002","AJUSCO, MX","1967-01-04","60","30"
"MXN00009002","AJUSCO, MX","1967-01-05","59","22"
"MXN00009002","AJUSCO, MX","1967-01-06","60","35"
"MXN00009002","AJUSCO, MX","1967-01-07","60","37"
"MXN00009002","AJUSCO, MX","1967-01-08","57","29"
"MXN00009002","AJUSCO, MX","1967-01-09","48","35"
"MXN00009002","AJUSCO, MX","1967-01-10","42","35"
"MXN00009002","AJUSCO, MX","1967-01-11","48","30"
"MXN00009002","AJUSCO, MX","1967-01-12","55","29"
"MXN00009002","AJUSCO, MX","1967-01-13","67","38"
"MXN00009002","AJUSCO, MX","1967-01-14","50","30"
"MXN00009002","AJUSCO, MX","1967-01-15","59","29"
"MXN00009002","AJUSCO, MX","1967-01-16","56","33"
"MXN00009002","AJUSCO, MX","1967-01-17","59","29"
"MXN00009002","AJUSCO, MX","1967-01-18","64","35"
"MXN00009002","AJUSCO, MX","1967-01-19","57","36"
"MXN00009002","AJUSCO, MX","1967-01-20","56","38"
"MXN00009002","AJUSCO, MX","1967-01-21","59","30"
"MXN00009002","AJUSCO, MX","1967-01-22","60","38"
"MXN00009002","AJUSCO, MX","1967-01-23","59","39"
"MXN00009002","AJUSCO, MX","1967-01-24","61","41"
"MXN00009002","AJUSCO, MX","1967-01-25","59","41"
"MXN00009002","AJUSCO, MX","1967-01-26","59","40"
"MXN00009002","AJUSCO, MX","1967-01-27","63","36"
"MXN00009002","AJUSCO, MX","1967-01-28","62","35"
"MXN00009002","AJUSCO, MX","1967-01-29","59","37"
"MXN00009002","AJUSCO, MX","1967-01-30","60","38"
"MXN00009002","AJUSCO, MX","1967-01-31","61","41"
"MXN00009002","AJUSCO, MX","1967-02-01","58","42"
"MXN00009002","AJUSCO, MX","1967-02-02","65","38"
"MXN00009002","AJUSCO, MX","1967-02-03","61","36"
"MXN00009002","AJUSCO, MX","1967-02-04","61","38"
"MXN00009002","AJUSCO, MX","1967-02-05","59","39"
"MXN00009002","AJUSCO, MX","1967-02-06","60","33"
"MXN00009002","AJUSCO, MX","1967-02-07","56","41"
"MXN00009002","AJUSCO, MX","1967-02-08","59","40"
"MXN00009002","AJUSCO, MX","1967-02-09","58","36"
"MXN00009002","AJUSCO, MX","1967-02-10","61","41"
"MXN00009002","AJUSCO, MX","1967-02-11","60","28"
"MXN00009002","AJUSCO, MX","1967-02-12","50","32"
"MXN00009002","AJUSCO, MX","1967-02-13","60","41"
"MXN00009002","AJUSCO, MX","1967-02-14","61","34"
"MXN00009002","AJUSCO, MX","1967-02-15","62","40"
"MXN00009002","AJUSCO, MX","1967-02-16","63","39"
"MXN00009002","AJUSCO, MX","1967-02-17","68","41"
"MXN00009002","AJUSCO, MX","1967-02-18","59","40"
"MXN00009002","AJUSCO, MX","1967-02-19","63","41"
"MXN00009002","AJUSCO, MX","1967-02-20","59","42"
"MXN00009002","AJUSCO, MX","1967-02-21","59","41"
"MXN00009002","AJUSCO, MX","1967-02-22","62","41"
"MXN00009002","AJUSCO, MX","1967-02-23","59","33"
"MXN00009002","AJUSCO, MX","1967-02-24","62","42"
"MXN00009002","AJUSCO, MX","1967-02-25","56","37"
"MXN00009002","AJUSCO, MX","1967-02-26","60","32"
"MXN00009002","AJUSCO, MX","1967-02-27","64","40"
"MXN00009002","AJUSCO, MX","1967-02-28","58","38"
"MXN00009002","AJUSCO, MX","1967-03-01","61","38"
"MXN00009002","AJUSCO, MX","1967-03-02","58","39"
"MXN00009002","AJUSCO, MX","1967-03-03","62","40"
"MXN00009002","AJUSCO, MX","1967-03-04","65","42"
"MXN00009002","AJUSCO, MX","1967-03-05","67","38"
"MXN00009002","AJUSCO, MX","1967-03-06","67","41"
"MXN00009002","AJUSCO, MX","1967-03-07","66","41"
"MXN00009002","AJUSCO, MX","1967-03-08","65","44"
"MXN00009002","AJUSCO, MX","1967-03-09","67","42"
"MXN00009002","AJUSCO, MX","1967-03-10","68","41"
"MXN00009002","AJUSCO, MX","1967-03-11","67","41"
