start,end,day_count
2022-06-03T00:00:00.000Z,2022-06-04T00:00:00.000Z,185
2022-06-04T00:00:00.000Z,2022-06-05T00:00:00.000Z,88
2022-06-05T00:00:00.000Z,2022-06-06T00:00:00.000Z,92
2022-06-06T00:00:00.000Z,2022-06-07T00:00:00.000Z,33
2022-06-07T00:00:00.000Z,2022-06-08T00:00:00.000Z,33
2022-06-08T00:00:00.000Z,2022-06-09T00:00:00.000Z,64
2022-06-09T00:00:00.000Z,2022-06-10T00:00:00.000Z,167
2022-06-10T00:00:00.000Z,2022-06-11T00:00:00.000Z,56
2022-06-11T00:00:00.000Z,2022-06-12T00:00:00.000Z,77
2022-06-12T00:00:00.000Z,2022-06-13T00:00:00.000Z,261
2022-06-13T00:00:00.000Z,2022-06-14T00:00:00.000Z,464
2022-06-14T00:00:00.000Z,2022-06-15T00:00:00.000Z,3869
2022-06-15T00:00:00.000Z,2022-06-16T00:00:00.000Z,6840
2022-06-16T00:00:00.000Z,2022-06-17T00:00:00.000Z,2340
2022-06-17T00:00:00.000Z,2022-06-18T00:00:00.000Z,5804
2022-06-18T00:00:00.000Z,2022-06-19T00:00:00.000Z,7466
2022-06-19T00:00:00.000Z,2022-06-20T00:00:00.000Z,358
2022-06-20T00:00:00.000Z,2022-06-21T00:00:00.000Z,369
2022-06-21T00:00:00.000Z,2022-06-22T00:00:00.000Z,146
2022-06-22T00:00:00.000Z,2022-06-23T00:00:00.000Z,2096
2022-06-23T00:00:00.000Z,2022-06-24T00:00:00.000Z,1931
2022-06-24T00:00:00.000Z,2022-06-25T00:00:00.000Z,1601
2022-06-25T00:00:00.000Z,2022-06-26T00:00:00.000Z,1457
2022-06-26T00:00:00.000Z,2022-06-27T00:00:00.000Z,861
2022-06-27T00:00:00.000Z,2022-06-28T00:00:00.000Z,630
2022-06-28T00:00:00.000Z,2022-06-29T00:00:00.000Z,903
2022-06-29T00:00:00.000Z,2022-06-30T00:00:00.000Z,23851
2022-06-30T00:00:00.000Z,2022-07-01T00:00:00.000Z,49739
2022-07-01T00:00:00.000Z,2022-07-02T00:00:00.000Z,16518
2022-07-02T00:00:00.000Z,2022-07-03T00:00:00.000Z,15490
2022-07-03T00:00:00.000Z,2022-07-03T17:40:58.000Z,9106
