start,end,day_count
2022-05-28T00:00:00.000Z,2022-05-29T00:00:00.000Z,19093
2022-05-29T00:00:00.000Z,2022-05-30T00:00:00.000Z,15150
2022-05-30T00:00:00.000Z,2022-05-31T00:00:00.000Z,11828
2022-05-31T00:00:00.000Z,2022-06-01T00:00:00.000Z,28510
2022-06-01T00:00:00.000Z,2022-06-02T00:00:00.000Z,27001
2022-06-02T00:00:00.000Z,2022-06-03T00:00:00.000Z,27887
2022-06-03T00:00:00.000Z,2022-06-04T00:00:00.000Z,65709
2022-06-04T00:00:00.000Z,2022-06-05T00:00:00.000Z,53627
2022-06-05T00:00:00.000Z,2022-06-06T00:00:00.000Z,46204
2022-06-06T00:00:00.000Z,2022-06-07T00:00:00.000Z,97245
2022-06-07T00:00:00.000Z,2022-06-08T00:00:00.000Z,159587
2022-06-08T00:00:00.000Z,2022-06-09T00:00:00.000Z,150182
2022-06-09T00:00:00.000Z,2022-06-10T00:00:00.000Z,260990
2022-06-10T00:00:00.000Z,2022-06-11T00:00:00.000Z,614170
2022-06-11T00:00:00.000Z,2022-06-12T00:00:00.000Z,268073
2022-06-12T00:00:00.000Z,2022-06-13T00:00:00.000Z,159863
2022-06-13T00:00:00.000Z,2022-06-14T00:00:00.000Z,304561
2022-06-14T00:00:00.000Z,2022-06-15T00:00:00.000Z,214291
2022-06-15T00:00:00.000Z,2022-06-16T00:00:00.000Z,182654
2022-06-16T00:00:00.000Z,2022-06-17T00:00:00.000Z,284893
2022-06-17T00:00:00.000Z,2022-06-18T00:00:00.000Z,197641
2022-06-18T00:00:00.000Z,2022-06-19T00:00:00.000Z,139821
2022-06-19T00:00:00.000Z,2022-06-20T00:00:00.000Z,115925
2022-06-20T00:00:00.000Z,2022-06-21T00:00:00.000Z,126191
2022-06-21T00:00:00.000Z,2022-06-22T00:00:00.000Z,197251
2022-06-22T00:00:00.000Z,2022-06-23T00:00:00.000Z,162389
2022-06-23T00:00:00.000Z,2022-06-24T00:00:00.000Z,157949
2022-06-24T00:00:00.000Z,2022-06-25T00:00:00.000Z,110816
2022-06-25T00:00:00.000Z,2022-06-26T00:00:00.000Z,41648
2022-06-26T00:00:00.000Z,2022-06-27T00:00:00.000Z,31322
2022-06-27T00:00:00.000Z,2022-06-27T18:09:08.000Z,40661
2022-04-27T00:00:00.000Z,2022-04-28T00:00:00.000Z,43271
2022-04-28T00:00:00.000Z,2022-04-29T00:00:00.000Z,31660
2022-04-29T00:00:00.000Z,2022-04-30T00:00:00.000Z,29829
2022-04-30T00:00:00.000Z,2022-05-01T00:00:00.000Z,23531
2022-05-01T00:00:00.000Z,2022-05-02T00:00:00.000Z,20162
2022-05-02T00:00:00.000Z,2022-05-03T00:00:00.000Z,64541
2022-05-03T00:00:00.000Z,2022-05-04T00:00:00.000Z,39280
2022-05-04T00:00:00.000Z,2022-05-05T00:00:00.000Z,34497
2022-05-05T00:00:00.000Z,2022-05-06T00:00:00.000Z,29756
2022-05-06T00:00:00.000Z,2022-05-07T00:00:00.000Z,32133
