start,end,day_count
2022-05-28T00:00:00.000Z,2022-05-29T00:00:00.000Z,8808
2022-05-29T00:00:00.000Z,2022-05-30T00:00:00.000Z,8929
2022-05-30T00:00:00.000Z,2022-05-31T00:00:00.000Z,10142
2022-05-31T00:00:00.000Z,2022-06-01T00:00:00.000Z,14341
2022-06-01T00:00:00.000Z,2022-06-02T00:00:00.000Z,15147
2022-06-02T00:00:00.000Z,2022-06-03T00:00:00.000Z,23897
2022-06-03T00:00:00.000Z,2022-06-04T00:00:00.000Z,32647
2022-06-04T00:00:00.000Z,2022-06-05T00:00:00.000Z,23672
2022-06-05T00:00:00.000Z,2022-06-06T00:00:00.000Z,31321
2022-06-06T00:00:00.000Z,2022-06-07T00:00:00.000Z,71394
2022-06-07T00:00:00.000Z,2022-06-08T00:00:00.000Z,99593
2022-06-08T00:00:00.000Z,2022-06-09T00:00:00.000Z,86503
2022-06-09T00:00:00.000Z,2022-06-10T00:00:00.000Z,134227
2022-06-10T00:00:00.000Z,2022-06-11T00:00:00.000Z,407824
2022-06-11T00:00:00.000Z,2022-06-12T00:00:00.000Z,162455
2022-06-12T00:00:00.000Z,2022-06-13T00:00:00.000Z,71906
2022-06-13T00:00:00.000Z,2022-06-14T00:00:00.000Z,148283
2022-06-14T00:00:00.000Z,2022-06-15T00:00:00.000Z,129137
2022-06-15T00:00:00.000Z,2022-06-16T00:00:00.000Z,94646
2022-06-16T00:00:00.000Z,2022-06-17T00:00:00.000Z,160318
2022-06-17T00:00:00.000Z,2022-06-18T00:00:00.000Z,125432
2022-06-18T00:00:00.000Z,2022-06-19T00:00:00.000Z,55144
2022-06-19T00:00:00.000Z,2022-06-20T00:00:00.000Z,41534
2022-06-20T00:00:00.000Z,2022-06-21T00:00:00.000Z,69730
2022-06-21T00:00:00.000Z,2022-06-22T00:00:00.000Z,90211
2022-06-22T00:00:00.000Z,2022-06-23T00:00:00.000Z,77215
2022-06-23T00:00:00.000Z,2022-06-24T00:00:00.000Z,113355
2022-06-24T00:00:00.000Z,2022-06-25T00:00:00.000Z,115479
2022-06-25T00:00:00.000Z,2022-06-26T00:00:00.000Z,36733
2022-06-26T00:00:00.000Z,2022-06-27T00:00:00.000Z,35219
2022-06-27T00:00:00.000Z,2022-06-27T18:09:33.000Z,24420
2022-04-27T00:00:00.000Z,2022-04-28T00:00:00.000Z,16928
2022-04-28T00:00:00.000Z,2022-04-29T00:00:00.000Z,33444
2022-04-29T00:00:00.000Z,2022-04-30T00:00:00.000Z,41640
2022-04-30T00:00:00.000Z,2022-05-01T00:00:00.000Z,16412
2022-05-01T00:00:00.000Z,2022-05-02T00:00:00.000Z,17154
2022-05-02T00:00:00.000Z,2022-05-03T00:00:00.000Z,43460
2022-05-03T00:00:00.000Z,2022-05-04T00:00:00.000Z,16476
