start,end,day_count
2022-10-06T00:00:00.000Z,2022-10-07T00:00:00.000Z,222722
2022-10-07T00:00:00.000Z,2022-10-08T00:00:00.000Z,144808
2022-10-08T00:00:00.000Z,2022-10-09T00:00:00.000Z,125658
2022-10-09T00:00:00.000Z,2022-10-10T00:00:00.000Z,115151
2022-10-10T00:00:00.000Z,2022-10-11T00:00:00.000Z,124895
2022-10-11T00:00:00.000Z,2022-10-12T00:00:00.000Z,207887
2022-10-12T00:00:00.000Z,2022-10-13T00:00:00.000Z,162078
2022-10-13T00:00:00.000Z,2022-10-14T00:00:00.000Z,103257
2022-10-14T00:00:00.000Z,2022-10-15T00:00:00.000Z,271005
2022-10-15T00:00:00.000Z,2022-10-16T00:00:00.000Z,178979
2022-10-16T00:00:00.000Z,2022-10-17T00:00:00.000Z,130852
2022-10-17T00:00:00.000Z,2022-10-18T00:00:00.000Z,89880
2022-10-18T00:00:00.000Z,2022-10-19T00:00:00.000Z,91188
2022-10-19T00:00:00.000Z,2022-10-20T00:00:00.000Z,86011
2022-10-20T00:00:00.000Z,2022-10-21T00:00:00.000Z,114266
2022-10-21T00:00:00.000Z,2022-10-22T00:00:00.000Z,206770
2022-10-22T00:00:00.000Z,2022-10-23T00:00:00.000Z,108236
2022-10-23T00:00:00.000Z,2022-10-24T00:00:00.000Z,84970
2022-10-24T00:00:00.000Z,2022-10-25T00:00:00.000Z,94140
2022-10-25T00:00:00.000Z,2022-10-26T00:00:00.000Z,84880
2022-10-26T00:00:00.000Z,2022-10-27T00:00:00.000Z,164430
2022-10-27T00:00:00.000Z,2022-10-28T00:00:00.000Z,387205
2022-10-28T00:00:00.000Z,2022-10-29T00:00:00.000Z,2111335
2022-10-29T00:00:00.000Z,2022-10-30T00:00:00.000Z,1015749
2022-10-30T00:00:00.000Z,2022-10-31T00:00:00.000Z,766640
2022-10-31T00:00:00.000Z,2022-11-01T00:00:00.000Z,838529
2022-11-01T00:00:00.000Z,2022-11-02T00:00:00.000Z,725236
2022-11-02T00:00:00.000Z,2022-11-03T00:00:00.000Z,674155
2022-11-03T00:00:00.000Z,2022-11-04T00:00:00.000Z,610973
2022-11-04T00:00:00.000Z,2022-11-05T00:00:00.000Z,806234
2022-11-05T00:00:00.000Z,2022-11-05T16:45:34.000Z,657438
2022-09-05T00:00:00.000Z,2022-09-06T00:00:00.000Z,33900
2022-09-06T00:00:00.000Z,2022-09-07T00:00:00.000Z,67030
2022-09-07T00:00:00.000Z,2022-09-08T00:00:00.000Z,50310
2022-09-08T00:00:00.000Z,2022-09-09T00:00:00.000Z,50000
2022-09-09T00:00:00.000Z,2022-09-10T00:00:00.000Z,36451
2022-09-10T00:00:00.000Z,2022-09-11T00:00:00.000Z,27604
2022-09-11T00:00:00.000Z,2022-09-12T00:00:00.000Z,22435
2022-09-12T00:00:00.000Z,2022-09-13T00:00:00.000Z,28019
2022-09-13T00:00:00.000Z,2022-09-14T00:00:00.000Z,41692
2022-09-14T00:00:00.000Z,2022-09-15T00:00:00.000Z,33987
