OBJECTID,GbCity,City_CH,City_EN,A100008_00,A100008_10,A100009_00,A100009_10,A101001_00,A101001_10,A101002_00,A101002_10,A101003_00,A101003_10,A101004_00,A101004_10,A101005_00,A101005_10,A101006_00,A101006_10,A103001_00,A103001_10,A104001_00,A104001_10,A104004_00,A104004_10,A104007_00,A104007_10,A104010_00,A104010_10,A105004_00,A105004_10,A105007_00,A105007_10,GbProv,Prov_CH,Prov_EN,Shape_Leng,Shape_Area,count
"236","4602",三亚市,Sanya,309848,453819,172448,231589,106241,174512,101420,152524,4821,21988,482296,685408,254293,362796,228003,322612,406403,564001,92552,238489,7349,38302,23168,78859,42903,121328,299110,400969,177968,272301,46,海南省,Hainan,3.23907989308,0.15700812689,
"237","4690",模拟地区,Munidiqu,2007160,2337287,4239387,3602620,1459786,1669325,1430378,1629171,29408,40154,6246547,5939907,3316378,3169392,2930169,2770515,6067939,6461956,541376,703313,228913,384962,121896,155430,177273,162921,4554181,4137754,1631965,1682824,46,海南省,Hainan,15.279107658,2.73230230883,
"241","5103",自贡市,Zigong,860349,1098902,2173414,1579997,869440,847777,860526,836231,8914,11546,3033763,2678899,1554210,1339594,1479553,1339305,2978545,3254658,188386,274870,59988,142314,32171,119196,6503,13360,2323754,1883254,696732,781384,51,四川省,Sichuan,4.80970967581,0.4060671537,
"242","5104",攀枝花市,Panzhihua,610661,729740,480996,484381,333402,389955,318927,378764,14475,11191,1091657,1214121,571169,628899,520488,585222,973526,1117929,163386,320940,16306,77507,98676,200665,15386,42768,572910,670617,510499,531758,51,四川省,Sichuan,5.67103391216,0.67451312657,
"245","5107",绵阳市,Mianyang,1684709,1838667,3485432,2775204,1615859,1714149,1578380,1672203,37479,41946,5170141,4613871,2680950,2336711,2489191,2277160,5050490,5375401,387021,703375,108987,276204,151963,370773,21566,56398,4147285,3235002,998701,1353400,51,四川省,Sichuan,10.5141718505,1.92741587842,
"246","5108",广元市,Guangyuan,735489,819206,2327802,1664916,853089,844593,838963,831175,14126,13418,3063291,2484122,1589176,1251498,1474115,1232624,2950116,3094117,177928,274824,65012,150320,44876,97914,11934,26590,2504218,1864588,537931,609829,51,四川省,Sichuan,8.12222289556,1.55194981062,
"247","5109",遂宁市,Suining,892445,1199558,2584568,2053061,982551,1041338,960209,1027409,22342,13929,3477013,3252619,1785548,1642115,1691465,1610504,3510233,3786833,289685,258749,57683,188083,29516,59206,124067,11460,2963271,2423402,500701,813470,51,四川省,Sichuan,3.87099042055,0.5013740686,
"248","5110",内江市,Neijiang,1189181,1401041,2971124,2301806,1207492,1211653,1192546,1203038,14946,8615,4160305,3702847,2133828,1878205,2026477,1824642,4030775,4278501,313557,267857,169541,171739,54030,81157,11858,14961,3461011,2897317,688568,771848,51,四川省,Sichuan,4.82142135336,0.50415653878,
"249","5111",乐山市,Leshan,865753,1277315,2458386,1958444,1031318,1084807,1008939,1065594,22379,19213,3324139,3235759,1708354,1631205,1615785,1604554,3297313,3542882,256001,421473,87007,234604,77950,158271,11181,28598,2555563,2213560,756744,1000425,51,四川省,Sichuan,7.21635663831,1.19469805729,
"252","5115",宜宾市,Yibin,1202136,1500544,3685106,2971352,1366237,1436723,1343212,1419153,23025,17570,4887242,4471896,2555872,2299731,2331370,2172165,4862819,5406434,517492,462756,289519,250493,97867,180889,17127,31374,4082934,3480211,758777,872448,51,四川省,Sichuan,7.31348248052,1.22350156115,
"254","5117",达州市,Dazhou,895104,1788418,4898040,3679679,1647384,1694365,1619424,1674174,27960,20191,5793144,5468097,3024622,2795541,2768522,2672556,5943931,6827251,327895,530101,177256,355358,84183,140693,19051,34050,4919668,4240486,822532,1168802,51,四川省,Sichuan,8.91959108761,1.56835650935,
"255","5118",雅安市,Yaan,355171,521764,1167674,985494,450902,470139,444039,462031,6863,8108,1522845,1507258,789584,766602,733261,740656,1454159,1550002,125736,167198,56112,95584,35920,56490,5249,15124,1237436,1146331,275487,347418,51,四川省,Sichuan,7.68582004756,1.40565032825,
"257","5120",资阳市,Ziyang,780412,1126046,3917262,2539011,1405675,1322979,1393179,1308624,12496,14355,4697674,3665057,2430315,1846908,2267359,1818149,4818561,5027842,121752,278346,63326,219954,21396,43590,7554,14802,4163192,2935768,521984,702893,51,四川省,Sichuan,5.28453686275,0.74346056873,
"258","5132",阿坝藏族羌族自治州,Abacangzuqiangzu,152658,270473,694810,628235,202463,230550,197406,224083,5057,6467,847468,898708,437949,467224,409519,431484,804897,901679,54535,113925,22093,44013,28151,56126,4291,13786,701346,716505,141912,177711,51,四川省,Sichuan,20.8540839169,7.90015368499,
"259","5133",甘孜藏族自治州,Ganzicangzu,133691,209863,763548,882009,203927,263119,198990,251861,4937,11258,897239,1091872,456161,563642,441078,528230,872168,1057212,47961,138099,19792,50242,23322,65573,4847,22284,769871,924346,121528,151346,51,四川省,Sichuan,29.0888597456,13.9751001023,
"260","5134",凉山彝族自治州,Liangshanyizu,598019,1247552,3483678,3285257,1052724,1202425,1040347,1182922,12377,19503,4081697,4532809,2126003,2344030,1955694,2188779,3994691,4798037,176188,603881,85739,343730,76554,215405,13895,44746,3584957,3892155,449347,503076,51,四川省,Sichuan,20.2644404262,5.49568069593,
"262","5202",六盘水市,Liupanshui,633292,816603,2110793,2034729,719644,907963,711581,889146,8063,18817,2744085,2851332,1448013,1493973,1296072,1357359,2718237,3148301,179729,381630,26584,165746,73595,152801,33874,63083,2178909,2112150,512273,682045,52,贵州省,Guizhou,6.88839223325,0.89884804756,
"263","5203",遵义市,Zunyi,1502148,2145615,5041712,3981467,1781709,1972234,1767650,1944757,14059,27477,6543860,6127082,3396536,3116640,3147324,3010442,6805672,7659058,454542,879785,122520,451102,144673,317802,61241,110881,5609851,4822524,891864,1182422,52,贵州省,Guizhou,13.3417952541,2.82793327884,
"264","5204",安顺市,Anshun,603361,690665,1728380,1606947,602158,675915,597131,667159,5027,8756,2331741,2297612,1218376,1186013,1113365,1111599,2371610,2768651,164175,262660,29393,136400,47627,83601,22147,42659,1928286,1836889,348183,388756,52,贵州省,Guizhou,6.39062417925,0.84030695856,
"265","5222",铜仁地区,Tongrendiqu,531433,803990,2771192,2289214,919169,990072,915972,979494,3197,10578,3302625,3093204,1716957,1577421,1585668,1515783,3673914,4189425,68944,221238,39291,139129,13983,46137,13307,35972,2982410,2639012,315537,437940,52,贵州省,Guizhou,10.1461867257,1.64169286319,
"266","5223",黔西南布依族苗族自,Qianxinanbuyizumiaozu,598738,788833,2266182,2015779,710736,813932,705788,802666,4948,11266,2864920,2804612,1488175,1439828,1376745,1364784,2907078,3324274,120660,267118,65171,149185,30171,67768,21373,50165,2581870,2437892,252477,306208,52,贵州省,Guizhou,7.87583591325,1.50470819334,
"267","5224",毕节地区,Bijiediqu,796806,1710465,5530665,4827033,1593346,1873591,1589009,1854772,4337,18819,6327471,6537498,3337085,3387605,2990386,3149893,6615901,8337362,157246,454514,105089,301708,32241,82357,19916,70449,5853304,5811341,384777,519445,52,贵州省,Guizhou,11.144904101,2.43780441969,
"268","5226",黔东南苗族侗族自治,Qiandongnanmiaozudongzu,690525,918935,3154172,2562956,990753,1088418,983468,1072872,7285,15546,3844697,3481891,2035112,1817730,1809585,1664161,4072507,4457867,172841,358365,93435,182109,49005,111543,28989,64713,3414824,2965613,417449,483833,52,贵州省,Guizhou,12.558558521,2.7443030006,
"269","5227",黔南布依族苗族自治,Qiannanbuyizumiaozu,814467,930142,2755380,2302572,912027,989256,903907,977040,8120,12216,3569847,3232714,1869404,1664365,1700443,1568349,3670691,3980083,168912,290890,91754,163384,38674,74759,38484,52747,3096044,2670375,456276,501860,52,贵州省,Guizhou,13.0377033755,2.34879174677,
"271","5303",曲靖市,Qujing,1029608,2297938,4436481,3557117,1486109,1647261,1466866,1618821,19243,28440,5466089,5855055,2898018,3074983,2568071,2780072,5364208,6274370,259272,557858,79716,334612,86271,139640,76344,83606,4790180,5089583,604727,677378,53,云南省,Yunnan,10.8871339786,2.59761741487,
"273","5321",昭通地区,Zhaotongdiqu,513621,975284,4078767,4238237,1157315,1291599,1152447,1277565,4868,14034,4592388,5213521,2404737,2738001,2187651,2475520,4803807,5829505,94822,292061,49244,171812,16602,58556,28976,61693,4165397,4639872,333654,430014,53,云南省,Yunnan,10.5589903411,2.057791423,
"274","5323",楚雄彝族自治州,Chuxiongyizu,516632,857721,2025898,1826448,689470,738961,676837,721989,12633,16972,2542530,2684169,1313547,1374454,1228983,1309715,2451958,2638153,155710,280191,62706,127969,49326,103840,43678,48382,2205487,2275914,324303,393464,53,云南省,Yunnan,9.71541807735,2.55011902739,
"275","5325",红河哈尼族彝族自治州,Honghehanizuyizu,1056184,1380437,3074279,3120459,1061881,1191076,1040276,1168050,21605,23026,4130463,4500896,2164378,2341328,1966085,2159568,3908860,4460511,328717,494010,102952,183293,141446,216044,84319,94673,3410383,3731806,679349,731986,53,云南省,Yunnan,13.13733812,2.83441142514,
"276","5326",文山壮族苗族自治州,Wenshanzhuangzumiaozu,496968,808283,2771585,2709663,761865,825702,755436,815164,6429,10538,3268553,3517946,1727927,1838545,1540626,1679401,3236766,3697726,93129,254064,36128,132843,25008,71626,31993,49595,2991802,3130930,255322,332225,53,云南省,Yunnan,10.2664006801,2.78509799982,
"277","5327",思茅地区,Simaodiqu,453785,669340,2026561,1873558,613771,702778,594952,689342,18819,13436,2480346,2542898,1343491,1339502,1136855,1203396,2338935,2506730,212323,335998,72928,129485,89692,149755,49703,56758,2101926,2184047,280189,329833,53,云南省,Yunnan,14.1364307824,3.89031825432,
"278","5328",西双版纳傣族自治州,Xishuangbannadaizu,228862,385093,764535,748422,265688,323623,260464,314020,5224,9603,993397,1133515,515982,587386,477415,546129,846816,945259,174507,295347,19074,44083,104675,179863,50758,71401,729872,846606,253893,265843,53,云南省,Yunnan,7.98326101571,1.67576863298,
"279","5329",大理白族自治州,Dalibaizu,623606,1121395,2672946,2334928,856791,937768,845046,918419,11745,19349,3296552,3456323,1682926,1751987,1613626,1704336,3231557,3522611,161200,264869,61595,109098,55094,97068,44511,58703,2901871,3007101,380687,438336,53,云南省,Yunnan,10.9612992096,2.55384332251,
"280","5330",保山地区,Baoshandiqu,232569,572053,2115746,1934438,572461,626476,559571,616285,12890,10191,2348315,2506491,1209674,1285247,1138641,1221244,2320313,2549381,83131,170536,35878,96338,26605,41720,20648,32478,2104950,2213897,227272,272940,53,云南省,Yunnan,8.50038315011,1.70505508815,
"281","5331",德宏傣族景颇族自治州,Dehongdaizujingpozu,471393,413393,611206,798047,263311,326112,257191,315547,6120,10565,1082599,1211440,555066,624774,527533,586666,1010401,1150313,109425,212938,33860,68456,47348,97746,28217,46736,882253,960972,183817,215731,53,云南省,Yunnan,6.17935680861,0.99469220976,
"282","5332",丽江地区,Lijiangdiqu,184204,355750,942442,889019,283340,321846,275727,312668,7613,9178,1126646,1244769,578412,642374,548234,602395,1091547,1209381,60219,164902,22100,55721,14942,62502,23177,46679,988077,1068158,133753,171780,53,云南省,Yunnan,9.67237162573,1.8697843971,
"283","5333",怒江傈僳族自治州,Nujianglisuzu,72353,124965,419471,409372,119498,142290,116618,139018,2880,3272,491824,534337,267031,282900,224793,251437,471663,530974,29427,56619,5738,17812,13013,22813,10676,15994,410749,443650,62196,74846,53,云南省,Yunnan,10.6985456359,1.32727103063,
"284","5334",迪庆藏族自治州,Diqingcangzu,56357,99612,297161,300570,79808,95780,77852,91579,1956,4201,353518,400182,184451,213073,169067,187109,331434,358216,25601,63734,6706,14575,11053,28849,7842,20310,310588,346580,41312,48858,53,云南省,Yunnan,11.4249333089,2.12114109718,
"285","5335",临沧地区,Lincangdiqu,212635,591205,2119935,1838292,532600,606400,522256,596484,10344,9916,2332570,2429497,1249218,1274678,1083352,1154819,2230228,2377101,131586,193104,45250,91217,46631,63524,39705,38363,2031685,2144290,195170,263401,53,云南省,Yunnan,8.50894720218,2.09852034227,
"286","5401",拉萨市,Lasa,190532,240958,283967,318465,123392,162463,116705,153632,6687,8831,474499,559423,242442,287437,232057,271986,380191,472364,113302,128393,14685,428,27502,48450,51523,79515,323193,366911,147460,187471,54,西藏,Xizang,10.0215253992,2.76708657002,
"287","5421",昌都地区,Changdudiqu,53034,85263,533118,572242,99049,115908,97030,113833,2019,2075,586152,657505,297181,338097,288971,319408,578113,659480,26743,23598,8334,468,2391,5479,14430,17651,548844,592572,35170,41128,54,西藏,Xizang,27.0654844039,10.2416511566,
"288","5422",山南地区,Shannandiqu,99062,71957,219044,257033,75734,89276,74746,87998,988,1278,318106,328990,158783,166270,159323,162720,315422,327994,13494,18368,2801,34,3029,5358,6966,12976,286548,288835,26634,35377,54,西藏,Xizang,16.0924846655,7.30788445199,
"289","5423",日喀则地区,Rikazediqu,85950,123734,549012,579558,120574,147766,119268,145401,1306,2365,634962,703292,322123,361611,312839,341681,638987,721154,19356,25629,4199,56,4186,9400,9909,16173,576147,612304,58037,83150,54,西藏,Xizang,38.0535325469,16.8979985614,
"290","5424",那曲地区,Naqudiqu,25661,75284,341049,387097,70044,99074,69267,98035,777,1039,366710,462381,183380,239023,183330,223358,357688,457918,13658,21904,3686,67,2904,12189,6484,9648,337828,418165,27988,40238,54,西藏,Xizang,46.9421785379,37.8709025548,
"291","5425",阿里地区,Alidiqu,14687,21910,62566,73555,18210,23946,17835,22962,375,984,77253,95465,39641,49802,37612,45663,73246,89741,4892,7113,645,125,1446,2575,2697,4413,67794,80264,9236,14651,54,西藏,Xizang,39.6159334051,28.6113047451,
"292","5426",林芝地区,Linzhidiqu,39400,61483,119247,133626,37906,51088,36720,48977,1186,2111,158647,195109,81821,100412,76826,94697,140076,165255,22332,37000,1917,384,3039,11569,16660,25047,129645,158243,28074,34269,54,西藏,Xizang,25.4081971515,10.6341472251,
"294","6102",铜川市,Tongchuan,403956,483058,388644,351379,226811,257533,220401,253315,6410,4218,792600,834437,416829,432203,375771,402234,760045,843514,73223,95952,19193,46378,21954,39429,9124,10145,462836,450396,323577,380748,61,陕西省,Shaanxi,3.30525028727,0.38782661646,
"295","6103",宝鸡市,Baoji,1055647,1538015,2538568,2178722,996738,1046357,958455,1028578,38283,17779,3594215,3716737,1861050,1918290,1733165,1798447,3575950,3778039,178227,341252,66436,187661,40547,111159,23459,42432,2758017,2779780,775543,917875,61,陕西省,Shaanxi,8.00402440864,1.77944906582,
"297","6105",渭南市,Weinan,1143636,1669297,4148564,3616780,1380610,1469833,1338408,1445151,42202,24682,5292200,5286077,2704108,2682710,2588092,2603367,5238236,5522602,237573,407246,140121,321227,47612,56919,22537,29100,4414160,4274908,813276,983583,61,陕西省,Shaanxi,7.19200088501,1.29871361302,
"299","6107",汉中市,Hanzhong,923993,1266588,2487051,2149608,1045557,1108229,1028619,1093481,16938,14748,3411044,3416196,1776346,1756525,1634698,1659671,3588625,3800333,118712,341781,39530,221177,36914,79193,19512,41411,2783147,2704023,608627,695211,61,陕西省,Shaanxi,10.6835485981,2.61977546132,
"300","6108",榆林市,Yulin,691639,1588868,2446401,1762568,821957,1018826,805538,988769,16419,30057,3138040,3351436,1635150,1769701,1502890,1581735,2991938,3675349,302570,1027379,172169,590594,62562,320696,27169,116089,2670506,2690632,442031,626061,61,陕西省,Shaanxi,17.6064352886,4.43084413323,
"301","6109",安康市,Ankang,486940,909828,2126974,1720078,758418,779886,750126,773547,8292,6339,2613914,2629906,1392883,1389650,1221031,1240256,2805813,3022081,90587,182989,39059,132089,11037,26649,25999,24251,2266671,2199219,340685,403034,61,陕西省,Shaanxi,9.88136365872,2.25157123691,
"302","6125",商洛地区,Shangluodiqu,381587,640104,1963850,1701638,639350,639823,626243,631571,13107,8252,2345437,2341742,1246982,1231944,1098455,1109798,2382175,2425060,66804,146956,39658,114420,9084,20340,15805,12196,2116476,1989875,221844,335543,61,陕西省,Shaanxi,8.39743529031,1.90768251316,
"304","6202",嘉峪关市,Jiayuguan,136465,216362,23076,15491,53589,83474,51729,80320,1860,3154,159541,231853,85959,123806,73582,108047,135796,208279,33172,74719,23,30552,16262,29359,8474,14808,41615,55256,117304,174924,62,甘肃省,Gansu,1.88557926472,0.13676370173,
"305","6203",金昌市,Jinchang,244819,288171,206751,175879,136445,161708,131461,158043,4984,3665,451570,464050,235792,241691,215778,222359,399370,459182,67579,97532,13255,50674,25638,36676,9987,10182,261160,255647,187753,203158,62,甘肃省,Gansu,4.63294404024,0.76189054064,
"306","6204",白银市,Baiyin,458026,672846,1261709,1035906,406975,458994,396397,447600,10578,11394,1719735,1708752,888032,877941,831703,830811,1650554,1794877,105792,214634,29694,144153,36038,60760,9426,9721,1360187,1263936,345631,430091,62,甘肃省,Gansu,8.76258315132,2.01645080904,
"307","6205",天水市,Tianshui,572376,918237,2646947,2344312,739610,831775,728688,815229,10922,16546,3219323,3262549,1657849,1645317,1561474,1617232,3334382,3700247,40265,225545,16310,126956,6929,83911,7225,14678,2796465,2462354,411648,765455,62,甘肃省,Gansu,7.73424052545,1.39960621002,
"308","6221",酒泉地区,Jiuquandiqu,495481,555195,485011,540752,300127,352293,289218,342074,10909,10219,980492,1095947,511415,565860,469077,530087,858322,1008211,171211,242548,65625,81085,68904,85528,33312,75935,644109,705344,331406,374383,62,甘肃省,Gansu,24.5252851158,15.4790177256,
"309","6222",张掖地区,Zhangyediqu,348309,414113,903445,785402,345612,367272,334422,359228,11190,8044,1251754,1199515,642370,612594,609384,586921,1194610,1309491,103047,146702,68331,101166,24619,35398,8632,10138,1009542,882124,229758,308872,62,甘肃省,Gansu,17.0463312549,4.11125001659,
"310","6223",武威地区,Wuweidiqu,370008,499346,1466978,1315713,460909,473971,447111,467040,13798,6931,1836986,1815059,949051,933487,887935,881572,1847401,1914895,92640,122520,62242,79643,16163,33916,7398,8961,1553985,1494590,270738,305501,62,甘肃省,Gansu,13.3615412609,3.37030528729,
"311","6224",定西地区,Dingxidiqu,257184,625011,2563065,2073613,655733,711468,644532,702558,11201,8910,2820249,2698624,1460151,1373166,1360098,1325458,2866296,2984982,36909,131349,25186,79593,7695,39075,3683,12681,2578666,2372975,222096,304410,62,甘肃省,Gansu,10.9524931236,1.94669042138,
"312","6226",陇南地区,Longnandiqu,211164,490582,2374315,2077136,608531,668455,600326,660598,8205,7857,2585479,2567718,1362613,1336964,1222866,1230754,2605005,2811960,72447,123266,47402,77797,11923,21294,11452,24175,2371512,2218434,210104,327479,62,甘肃省,Gansu,11.7234624744,2.71981335337,
"313","6227",平凉地区,Pingliangdiqu,298121,597006,1768981,1471027,509921,568009,501166,549633,8755,18376,2067102,2068033,1064064,1040622,1003038,1027411,2128276,2318202,68952,152907,37903,103004,19911,38886,8367,11017,1778421,1671562,271266,378254,62,甘肃省,Gansu,8.8420367062,1.09909645585,
"315","6229",临夏回族自治州,Linxiahuizu,169677,466886,1658785,1479791,386078,454991,382212,446796,3866,8195,1828462,1946677,947729,985235,880733,961442,1843290,2115456,26183,154802,13639,84023,8329,58320,4021,12459,1639160,1575318,178419,326846,62,甘肃省,Gansu,5.14054129597,0.80431293816,
"316","6230",甘南藏族自治州,Gannancangzu,68915,166092,571191,523040,148064,169125,143304,163436,4760,5689,640106,689132,329222,355270,310884,333862,627419,726981,32619,46433,11781,18517,16934,22811,3836,5105,536865,551356,99493,131683,62,甘肃省,Gansu,17.8329540562,3.6121272349,
"317","6301",西宁市,Xining,1024750,1406894,824963,801814,506568,673472,493181,646837,13387,26635,1849713,2208708,957071,1136779,892642,1071929,1655070,1950197,273475,612385,29626,134906,81044,293172,67353,184307,1042838,1234027,783248,956710,63,青海省,Qinghai,4.93905476602,0.72891058404,
"318","6321",海东地区,Haidongdiqu,177673,318915,1213892,1077930,321777,352450,317067,346533,4710,5917,1391565,1396845,715998,717019,675567,679826,1414889,1626874,56118,104403,34503,66675,12571,18553,8767,19175,1235521,1207507,143803,172414,63,青海省,Qinghai,6.37016673418,1.30706084678,
"319","6322",海北藏族自治州,Haibeicangzu,55005,89597,203917,183707,60997,75892,59781,74354,1216,1538,258922,273304,134801,141316,124121,131988,249353,286469,20217,32214,7362,15564,9272,9915,3474,6735,202916,212165,53382,58697,63,青海省,Qinghai,14.8994008874,3.5665655921,
"320","6323",黄南藏族自治州,Huangnancangzu,30794,65960,183848,190756,47943,64764,46552,62950,1391,1814,214642,256716,108393,130194,106249,126522,206559,251534,14565,28898,5070,16196,5880,7258,3483,5444,179377,212811,33279,41284,63,青海省,Qinghai,9.6754054705,1.76123717348,
"321","6325",海南藏族自治州,Hainancangzu,37329,125742,338097,315949,84377,118817,82459,115358,1918,3459,375426,441691,191050,225965,184376,215726,362203,443955,28662,61747,12776,31533,11081,19860,4582,10354,304468,353663,67477,80895,63,青海省,Qinghai,11.5778320203,4.29687619895,
"322","6326",果洛藏族自治州,Guoluocangzu,12869,44918,125071,136764,31877,53545,31438,51383,439,2162,137940,181682,70863,95385,67077,86297,130829,178910,10942,27824,3835,12214,4258,9108,2753,6502,114979,156284,18993,22170,63,青海省,Qinghai,17.9692487051,7.50434756304,
"323","6327",玉树藏族自治州,Yushucangzu,25960,121522,236701,256917,52223,92941,51734,92091,489,850,262661,378439,131701,194762,130960,183677,248681,381205,19972,75876,12698,46792,4375,17331,2762,11753,227421,334098,28667,34350,63,青海省,Qinghai,31.7033296989,19.3329334035,
"324","6328",海西蒙古族藏族,Haiximengguzucangzu,195093,342706,137001,146632,96864,154754,91765,139533,5099,15221,332094,489338,179713,272373,152381,216965,249820,402121,98084,197607,7562,28108,55582,95334,31133,74165,178125,288569,147324,194982,63,青海省,Qinghai,41.1353133131,32.8651128745,
"326","6402",石嘴山市,Shizuishan,406841,497996,268537,227486,204810,254350,200676,248285,4134,6065,675378,725482,350597,374579,324781,350903,612910,742443,104759,196136,27867,93338,22742,49740,34763,53058,314156,329266,356465,393027,64,宁夏省,Ningxia,3.76269882799,0.45779596726,
"327","6403",吴忠市,Wuzhong,563199,799159,1342842,1555465,477561,680918,471943,670539,5618,10379,1906041,2354624,975958,1202872,930083,1151752,1791487,2518668,178505,416925,78736,239262,47223,126522,39083,51141,1472361,1733696,400681,588196,64,宁夏省,Ningxia,10.8469532282,2.76787397059,
"328","6422",固原地区,Guyuandiqu,155727,279462,1571634,948694,375653,328911,372878,322760,2775,6151,1727361,1228156,881585,619390,845776,608766,1759695,1501337,63801,158593,44136,109129,12708,36858,6957,12606,1543739,1026402,152516,180932,64,宁夏省,Ningxia,8.74367019387,1.68048372335,
"329","6501",乌鲁木齐市,Wulumuqi,1738876,2865395,342958,247164,681727,1206030,635874,1133835,45853,72195,2081834,3112559,1090387,1610775,991447,1501784,1389884,1977692,774336,1499122,10815,192936,227999,619798,374525,686388,614810,1021553,1446573,2055894,65,新疆,Xinjiang,7.45444246523,1.29550620999,
"330","6502",克拉玛依市,Kelamayi,270232,353299,0,37709,95937,151858,91353,144730,4584,7128,270232,391008,143500,203310,126732,187698,214137,322021,59767,125496,188,18170,19204,31012,37620,76314,47338,90059,221726,299100,65,新疆,Xinjiang,6.17086835669,0.8962153419,
"331","6521",吐鲁番地区,Tulufandiqu,208428,197213,342303,425690,130851,173607,127894,168699,2957,4908,550731,622903,283888,327854,266843,295049,489673,583982,69028,106784,24519,35695,9929,24219,33797,46870,423811,457796,122315,157962,65,新疆,Xinjiang,13.466068286,7.56710018121,
"332","6522",哈密地区,Hamidiqu,253349,344305,238747,228095,148177,203746,145257,196865,2920,6881,492096,572400,254129,300886,237967,271514,440286,542314,67287,150227,25479,57119,6428,24831,34965,68277,258704,249000,230873,321504,65,新疆,Xinjiang,16.5704742086,15.0773914715,
"333","6523",昌吉回族自治州,Changjihuizu,581464,705624,921633,722963,441036,558990,427580,543860,13456,15130,1503097,1428587,786932,757038,716165,671549,1259295,1461842,327477,357477,110309,139684,52450,77515,163572,140278,1030837,725259,461013,694839,65,新疆,Xinjiang,19.6183335405,8.75642760389,
"334","6527",博尔塔拉蒙古自治州,Boertalamenggu,121478,176260,302562,267420,117298,152454,115546,148886,1752,3568,424040,443680,219745,229399,204295,214281,343092,417062,97389,92356,32325,35036,10056,15547,54425,41773,319669,216347,99597,224798,65,新疆,Xinjiang,9.96153346187,2.85238367022,
"335","6528",巴音郭楞蒙古自治州,Bayinguolengmenggu,373977,623866,682993,654620,312547,432033,302848,420335,9699,11698,1056970,1278486,552524,664714,504446,613772,867442,1095875,224761,321958,56244,79615,32924,69906,133250,172437,690861,685328,355831,584998,65,新疆,Xinjiang,41.7377870418,49.4572780687,
"336","6529",阿克苏地区,Akesudiqu,479719,764978,1662026,1605831,538651,679818,529398,666921,9253,12897,2141745,2370809,1114422,1225608,1027323,1145201,1892798,2245274,283354,332087,76091,129577,26779,62916,176582,139594,1686616,1611776,440263,677324,65,新疆,Xinjiang,18.5529608443,14.0444209751,
"337","6530",克孜勒苏柯尔克孜自治州,Kezilesukeerkezi,74070,104454,365618,421116,95035,127213,94106,125540,929,1673,439688,525570,225067,267660,214621,257910,414211,544722,31553,28805,19927,13986,4466,7576,6565,7243,345617,391890,91061,121257,65,新疆,Xinjiang,22.588635299,7.46194876871,
"338","6531",喀什地区,Kashendiqu,560656,814239,2845057,3165082,783844,982144,776511,968587,7333,13557,3405713,3979321,1743674,2015637,1662039,1963684,3245718,3916265,198401,256556,78201,132400,31513,62166,85457,61990,2782655,3079672,597405,758829,65,新疆,Xinjiang,26.8176682129,11.666708132,
"339","6532",和田地区,Hetiandiqu,242402,255605,1438908,1758757,409704,543380,407675,540974,2029,2406,1681310,2014362,862793,1028276,818517,986086,1608579,2029878,84076,111899,58951,71531,12976,22318,11298,18050,1468279,1676217,201573,279594,65,新疆,Xinjiang,25.8552849043,25.2559770925,
"340","6540",伊犁哈萨克自治州,Yilihasake,585830,896875,1782046,1585717,589227,762163,578858,746283,10369,15880,2367876,2482592,1218411,1276240,1149465,1206352,2150250,2551682,294944,364533,117419,170005,43132,94693,129831,99835,1733766,1547649,606961,904349,65,新疆,Xinjiang,17.5040753658,6.26507298789,
"341","6542",塔城地区,Tachengdi,281137,515582,611260,703787,236864,463940,232699,455160,4165,8780,892397,1219369,463175,644316,429222,575053,786916,1257695,146901,212213,75467,101131,14843,29686,55803,81396,626113,585229,258107,628323,65,新疆,Xinjiang,24.8588535319,11.0633044001,
"342","6543",阿勒泰地区,Aletaidi,176970,229218,384697,374065,138157,200221,136171,197802,1986,2419,561667,603283,288281,313716,273386,289567,550874,643047,24814,66886,6220,32213,3428,14370,14471,20303,343332,326474,215888,275073,65,新疆,Xinjiang,19.4570226573,13.875692167,
"343","6590",直辖行政单位,Xinjiang (Direct Units),298885,488839,291230,282047,197592,265253,192056,247130,5536,18123,590115,770886,305253,404718,284862,366168,479276,666299,145611,250552,36350,56793,9768,62865,98925,130894,397223,164434,188719,590790,65,新疆,Xinjiang,1.08777200262,0.05527657884,
