year,month,commodity_code,commodity_chapter,commodity_chapter_desc,commodity_chapter_four,commodity_chapter_four_desc,first_unit_of_measure,second_quantity,second_unit_of_measure,us_dollar
2021,10,84223030,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",8422,"Dish washing machines; machinery for cleaning, drying, filling, closing, sealing, capsuling or labelling bottles, cans, boxes, bags, etc, machinery for aerating beverages",台,2072,千克,499208
2021,10,84224000,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",8422,"Dish washing machines; machinery for cleaning, drying, filling, closing, sealing, capsuling or labelling bottles, cans, boxes, bags, etc, machinery for aerating beverages",台,60,千克,1200
2021,10,84231000,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",8423,"Weighing machines; excluding balances of a sensitivity of 5cg or better, including weight operated counting or checking machines and weights of all kinds",台,5700,千克,599275
2021,10,84248999,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",8424,"Mechanical appliances for projecting, dispersing or spraying liquids or powders; fire extinguishers, spray guns, steam, sand blasting machines",台,3138,千克,292986
2021,10,84509010,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",8450,Household or laundry-type washing machines; including machines which both wash and dry,千克,0,?,279000
2021,10,84672910,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",8467,"Tools; for working in the hand, pneumatic, hydraulic or with self-contained electric or non-electric motor",台,310,千克,68200
2021,10,84672990,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",8467,"Tools; for working in the hand, pneumatic, hydraulic or with self-contained electric or non-electric motor",台,6080,千克,373750
2021,10,84716071,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",8471,"Automatic data processing machines and units thereof, magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included",个,5412,千克,512142
2021,10,84716072,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",8471,"Automatic data processing machines and units thereof, magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included",个,304,千克,134280
2021,10,84798920,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",8479,"Machinery and mechanical appliances; having individual functions, n.e.c. in this chapter",台,2828,千克,199584
2021,10,84818090,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",8481,"Taps, cocks, valves and similar appliances for pipes, boiler shells, tanks, vats or the like, including pressure-reducing valves and thermostatically controlled valves",套,2608,千克,483800
2021,10,84729090,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",8472,Office machines; not elsewhere classified,台,6350,千克,199390
2021,10,84748090,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",8474,"Machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading earth, stone, ores in solid form, shaping, moulding machinery for solid mineral fuels",台,607,千克,199503
2021,10,85011099,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8501,Electric motors and generators (excluding generating sets),台,660,千克,132000
2021,10,85030030,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8503,Electric motors and generators; parts suitable for use solely or principally with the machines of heading no. 8501 or 8502,千克,0,?,1741
2021,10,85044013,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8504,"Electric transformers, static converters (e.g. rectifiers) and inductors",个,1392,千克,270040
2021,10,85044014,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8504,"Electric transformers, static converters (e.g. rectifiers) and inductors",个,820,千克,210000
2021,10,85044099,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8504,"Electric transformers, static converters (e.g. rectifiers) and inductors",个,6393,千克,1696308
2021,10,85076000,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8507,"Electric accumulators, including separators therefor; whether or not rectangular (including square)",个,1120,千克,117200
2021,10,85081100,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8508,Vacuum cleaners,台,345,千克,59340
2021,10,85087010,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8508,Vacuum cleaners,千克,0,?,34300
2021,10,85094010,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8509,"Electro-mechanical domestic appliances; with self-contained electric motor, other than vacuum cleaners of heading 85.08.",台,81,千克,21875
2021,10,85094090,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8509,"Electro-mechanical domestic appliances; with self-contained electric motor, other than vacuum cleaners of heading 85.08.",台,70,千克,1050
2021,10,85098090,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8509,"Electro-mechanical domestic appliances; with self-contained electric motor, other than vacuum cleaners of heading 85.08.",台,9043,千克,1181487
2021,10,85099000,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8509,"Electro-mechanical domestic appliances; with self-contained electric motor, other than vacuum cleaners of heading 85.08.",千克,0,?,94080
2021,10,85122010,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8512,"Lighting or visual signalling equipment (excluding articles of heading no. 8539), windscreen wipers, defrosters and demisters; electrical, of a kind used for cycles or motor vehicles",个,3597,千克,548744
2021,10,85123090,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8512,"Lighting or visual signalling equipment (excluding articles of heading no. 8539), windscreen wipers, defrosters and demisters; electrical, of a kind used for cycles or motor vehicles",个,226,千克,122400
2021,10,85131010,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8513,"Lamps; portable, electric, designed to function by their own source of energy (e.g. dry batteries, accumulators, magnetos), excluding lighting equipment of heading no. 8512",个,1655,千克,205795
2021,10,85131090,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8513,"Lamps; portable, electric, designed to function by their own source of energy (e.g. dry batteries, accumulators, magnetos), excluding lighting equipment of heading no. 8512",个,806,千克,86688
2021,10,85162931,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8516,"Electric water, space, soil heaters; electro-thermic hair-dressing apparatus; hand dryers, irons; electro-thermic appliances for domestic purposes; electro heating resistors, not of heading no. 8545",个,572,千克,199680
2021,10,85163200,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8516,"Electric water, space, soil heaters; electro-thermic hair-dressing apparatus; hand dryers, irons; electro-thermic appliances for domestic purposes; electro heating resistors, not of heading no. 8545",个,926,千克,208728
2021,10,85164000,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8516,"Electric water, space, soil heaters; electro-thermic hair-dressing apparatus; hand dryers, irons; electro-thermic appliances for domestic purposes; electro heating resistors, not of heading no. 8545",个,364,千克,6750
2021,10,85166090,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8516,"Electric water, space, soil heaters; electro-thermic hair-dressing apparatus; hand dryers, irons; electro-thermic appliances for domestic purposes; electro heating resistors, not of heading no. 8545",个,1580,千克,131328
2021,10,85167190,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8516,"Electric water, space, soil heaters; electro-thermic hair-dressing apparatus; hand dryers, irons; electro-thermic appliances for domestic purposes; electro heating resistors, not of heading no. 8545",个,2800,千克,228000
2021,10,85167990,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8516,"Electric water, space, soil heaters; electro-thermic hair-dressing apparatus; hand dryers, irons; electro-thermic appliances for domestic purposes; electro heating resistors, not of heading no. 8545",个,690,千克,173372
2021,10,85168000,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8516,"Electric water, space, soil heaters; electro-thermic hair-dressing apparatus; hand dryers, irons; electro-thermic appliances for domestic purposes; electro heating resistors, not of heading no. 8545",个,410,千克,199200
2021,10,85169090,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8516,"Electric water, space, soil heaters; electro-thermic hair-dressing apparatus; hand dryers, irons; electro-thermic appliances for domestic purposes; electro heating resistors, not of heading no. 8545",千克,0,?,74800
2021,10,85171220,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8517,"Telephone sets, including telephones for cellular networks or for other wireless networks; other apparatus for the transmission or reception of voice, images or other data (including wired/wireless networks), excluding items of 8443, 8525, 8527, or 8528",台,200,千克,25200
2021,10,85176294,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8517,"Telephone sets, including telephones for cellular networks or for other wireless networks; other apparatus for the transmission or reception of voice, images or other data (including wired/wireless networks), excluding items of 8443, 8525, 8527, or 8528",个,902,千克,319680
2021,10,85176299,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8517,"Telephone sets, including telephones for cellular networks or for other wireless networks; other apparatus for the transmission or reception of voice, images or other data (including wired/wireless networks), excluding items of 8443, 8525, 8527, or 8528",台,224,千克,60000
2021,10,85181000,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8518,"Microphones and their stands; loudspeakers, mounted or not in their enclosures; headphones and earphones, combined or not with a microphone, and sets of a microphone and one or more loudspeakers; audio frequency and electric sound amplifiers and sets",个,2697,千克,303827
2021,10,85182100,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8518,"Microphones and their stands; loudspeakers, mounted or not in their enclosures; headphones and earphones, combined or not with a microphone, and sets of a microphone and one or more loudspeakers; audio frequency and electric sound amplifiers and sets",个,1592,千克,466212
2021,10,85183000,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8518,"Microphones and their stands; loudspeakers, mounted or not in their enclosures; headphones and earphones, combined or not with a microphone, and sets of a microphone and one or more loudspeakers; audio frequency and electric sound amplifiers and sets",个,242,千克,116672
2021,10,85219012,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8521,Video recording or reproducing apparatus,台,4166,千克,349089
2021,10,85235110,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8523,"Discs, tapes, solid-state non-volatile storage devices, smart cards and other media for the recording of sound or of other phenomena, whether or not recorded, including matrices and masters for the production of discs, excluding products of Chapter 37",个,247,千克,135300
2021,10,85258013,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8525,"Transmission apparatus for radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; television cameras, digital cameras and video camera recorders",台,640,千克,186444
2021,10,85279100,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8527,"Reception apparatus for radio-broadcasting, whether or not combined, in the same housing, with sound recording or reproducing apparatus or a clock.",台,1062,千克,17820
2021,10,85279200,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8527,"Reception apparatus for radio-broadcasting, whether or not combined, in the same housing, with sound recording or reproducing apparatus or a clock.",台,5038,千克,129528
2021,10,85279900,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8527,"Reception apparatus for radio-broadcasting, whether or not combined, in the same housing, with sound recording or reproducing apparatus or a clock.",台,778,千克,16000
2021,10,85285910,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",台,1280,千克,190680
2021,10,85299090,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8529,Transmission apparatus; parts suitable for use solely or principally with the apparatus of heading no. 8525 to 8528,千克,285548,个,39330
2021,10,85340090,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8534,Circuits; printed,块,884,千克,253280
2021,10,85366900,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8536,"Electrical apparatus for switching, protecting electrical circuits, for making connections to or in electrical circuits, for a voltage not exceeding 1000 volts; connectors for optical fibres, optical fibre bundles or cables",个,5795,千克,1348646
2021,10,85369011,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8536,"Electrical apparatus for switching, protecting electrical circuits, for making connections to or in electrical circuits, for a voltage not exceeding 1000 volts; connectors for optical fibres, optical fibre bundles or cables",千克,0,?,12800
2021,10,85394900,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8539,"Lamps; electric filament or discharge lamps, including sealed beam lamp units and ultra-violet or infra-red lamps, arc lamps, light-emitting diode (LED) lamps",只,656,千克,148656
2021,10,85414020,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",个,1810,千克,333760
2021,10,85437099,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8543,"Electrical machines and apparatus; having individual functions, not specified or included elsewhere in this chapter",台,2603,千克,525467
2021,10,85444219,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8544,"Insulated wire, cable and other electric conductors, connector fitted or not; optical fibre cables of individually sheathed fibres, whether or not assembled with electric conductors or fitted with connectors",千克,0,?,1167515
2021,10,87082951,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8708,"Motor vehicles; parts and accessories, of heading no. 8701 to 8705",千克,0,?,46920
2021,10,87082954,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8708,"Motor vehicles; parts and accessories, of heading no. 8701 to 8705",千克,0,?,58500
2021,10,87082956,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8708,"Motor vehicles; parts and accessories, of heading no. 8701 to 8705",千克,0,?,54050
2021,10,87082957,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8708,"Motor vehicles; parts and accessories, of heading no. 8701 to 8705",千克,0,?,2921
2021,10,87082990,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8708,"Motor vehicles; parts and accessories, of heading no. 8701 to 8705",千克,0,?,99283
2021,10,87089999,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8708,"Motor vehicles; parts and accessories, of heading no. 8701 to 8705",千克,0,?,37800
2021,10,87168000,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8716,"Trailers and semi-trailers; other vehicles, not mechanically propelled; parts thereof",辆,12135,千克,379200
2021,10,90139090,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9013,"Liquid crystal devices not constituting articles provided for more specifically in other headings; lasers, not laser diodes; other optical appliances and instruments n.e.c. in this chapter",千克,0,?,199800
2021,10,90171000,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9017,"Drawing, marking-out, mathematical calculating instruments (drafting machines, protractors, drawing sets etc); instruments for measuring length (e.g. measuring rods, tapes, micrometers, callipers) n.e.c.",台,60,千克,5
2021,10,90173000,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9017,"Drawing, marking-out, mathematical calculating instruments (drafting machines, protractors, drawing sets etc); instruments for measuring length (e.g. measuring rods, tapes, micrometers, callipers) n.e.c.",个,95,千克,10800
2021,10,90191010,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9019,"Mechano-therapy, massage appliances; psychological aptitude testing apparatus; ozone, oxygen, aerosol therapy, artificial respiration or other therapeutic respiration apparatus",台,2594,千克,61240
2021,10,90318090,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9031,"Measuring or checking instruments, appliances and machines, n.e.c. or included in this chapter; profile projectors",台,52,千克,4205
2021,10,91051100,91,Clocks and watches and parts thereof,9105,"Clocks, other, n.e.c.",只,1704,千克,109454
2021,10,91061000,91,Clocks and watches and parts thereof,9106,"Time of day recording apparatus and apparatus for measuring, recording or otherwise indicating intervals of time, with clock, watch movement or synchronous motor",只,98,千克,3000
2021,10,92071000,92,Musical instruments; parts and accessories of such articles,9207,"Musical instruments; the sound of which is produced or must be amplified, electrically (e.g. organs, guitars, accordions)",只,5300,千克,215859
2021,10,92099200,92,Musical instruments; parts and accessories of such articles,9209,"Musical instrument parts (for example, mechanisms for musical boxes) and accessories (for example, cards, discs and rolls for mechanical instruments); metronomes, tuning forks and pitch pipes",千克,0,?,54400
2021,10,94016190,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",9401,"Seats (not those of heading no. 9402), whether or not convertible into beds and parts thereof",个,3388,千克,399506
2021,10,94017190,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",9401,"Seats (not those of heading no. 9402), whether or not convertible into beds and parts thereof",个,978,千克,428
2021,10,94017900,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",9401,"Seats (not those of heading no. 9402), whether or not convertible into beds and parts thereof",个,6946,千克,13560
2021,10,94018090,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",9401,"Seats (not those of heading no. 9402), whether or not convertible into beds and parts thereof",个,640,千克,30720
2021,10,94019019,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",9401,"Seats (not those of heading no. 9402), whether or not convertible into beds and parts thereof",千克,0,?,2520
2021,10,94019090,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",9401,"Seats (not those of heading no. 9402), whether or not convertible into beds and parts thereof",千克,0,?,7776
2021,10,94031000,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",9403,"Furniture and parts thereof, n.e.c. in chapter 94",件,1400,千克,29760
2021,10,94032000,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",9403,"Furniture and parts thereof, n.e.c. in chapter 94",件,9358,千克,229275
2021,10,94035099,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",9403,"Furniture and parts thereof, n.e.c. in chapter 94",件,1663,千克,31597
2021,10,94036099,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",9403,"Furniture and parts thereof, n.e.c. in chapter 94",件,2434,千克,184716
2021,10,94039000,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",9403,"Furniture and parts thereof, n.e.c. in chapter 94",千克,0,?,96138
2021,10,94049090,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",9404,"Mattress supports; articles of bedding (e.g. mattresses, quilts, eiderdowns, cushions pouffes and pillows), fitted with springs or stuffed, whether or not covered",千克,0,?,25380
2021,10,94051000,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",9405,"Lamps, light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included",个,44216,千克,2517969
2021,10,94052000,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",9405,"Lamps, light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included",台,15921,千克,1021516
2021,10,94054090,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",9405,"Lamps, light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included",千克,0,?,1026425
2021,10,94056000,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",9405,"Lamps, light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included",千克,0,?,49112
2021,10,94059900,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",9405,"Lamps, light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included",千克,0,?,892631
2021,10,95030021,95,"Toys, games and sports requisites; parts and accessories thereof",9503,"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (scale) models and similar recreational models, working or not; puzzles of all kinds",个,90,千克,819
2021,10,95030029,95,"Toys, games and sports requisites; parts and accessories thereof",9503,"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (scale) models and similar recreational models, working or not; puzzles of all kinds",个,290,千克,60
2021,10,95030060,95,"Toys, games and sports requisites; parts and accessories thereof",9503,"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (scale) models and similar recreational models, working or not; puzzles of all kinds",套,35639,千克,1421014
2021,10,95030083,95,"Toys, games and sports requisites; parts and accessories thereof",9503,"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (scale) models and similar recreational models, working or not; puzzles of all kinds",个,9185,千克,250271
2021,10,95030089,95,"Toys, games and sports requisites; parts and accessories thereof",9503,"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (scale) models and similar recreational models, working or not; puzzles of all kinds",个,97117,千克,2791325
2021,10,95049030,95,"Toys, games and sports requisites; parts and accessories thereof",9504,"Video game consoles and machines, articles for funfair, table or parlour games, including pintables, billiards, special tables for casino games and automatic bowling alley equipment",副,183,千克,4680
2021,10,95051000,95,"Toys, games and sports requisites; parts and accessories thereof",9505,"Festive, carnival or other entertainment articles, including conjuring tricks and novelty jokes",千克,0,?,6542568
2021,10,95059000,95,"Toys, games and sports requisites; parts and accessories thereof",9505,"Festive, carnival or other entertainment articles, including conjuring tricks and novelty jokes",千克,0,?,25272
2021,10,95061900,95,"Toys, games and sports requisites; parts and accessories thereof",9506,"Gymnastics, athletics, other sports (including table tennis) or outdoor games equipment, n.e.c. in this chapter, swimming pools and paddling pools",千克,0,?,4800
2021,10,95067010,95,"Toys, games and sports requisites; parts and accessories thereof",9506,"Gymnastics, athletics, other sports (including table tennis) or outdoor games equipment, n.e.c. in this chapter, swimming pools and paddling pools",双,6226,千克,139204
2021,10,95069119,95,"Toys, games and sports requisites; parts and accessories thereof",9506,"Gymnastics, athletics, other sports (including table tennis) or outdoor games equipment, n.e.c. in this chapter, swimming pools and paddling pools",千克,0,?,6424
2021,10,95069190,95,"Toys, games and sports requisites; parts and accessories thereof",9506,"Gymnastics, athletics, other sports (including table tennis) or outdoor games equipment, n.e.c. in this chapter, swimming pools and paddling pools",千克,0,?,33706
2021,10,95069990,95,"Toys, games and sports requisites; parts and accessories thereof",9506,"Gymnastics, athletics, other sports (including table tennis) or outdoor games equipment, n.e.c. in this chapter, swimming pools and paddling pools",个,400,千克,20400
2021,10,96039090,96,Miscellaneous manufactured articles,9603,"Brooms, brushes (including parts of machines), hand operated floor sweepers, mops and feather dusters; knots and tufts for broom or brush making; paint pads and rollers; squeegees",个,8215,千克,368992
2021,10,96170019,96,Miscellaneous manufactured articles,9617,"Vacuum flasks and other vacuum vessels, complete with cases; parts thereof other than glass inners",个,542,千克,24528
2021,10,96170090,96,Miscellaneous manufactured articles,9617,"Vacuum flasks and other vacuum vessels, complete with cases; parts thereof other than glass inners",千克,0,?,142094
2021,10,96190011,96,Miscellaneous manufactured articles,9619,"Sanitary towels (pads) and tampons, napkins and napkin liners for babies and similar articles, of any material",千克,0,?,10750
2021,10,97011020,97,Works of art; collectors' pieces and antiques,9701,"Paintings, drawings, pastels, executed entirely by hand; not drawings of heading no. 4906 and not hand-painted, hand-decorated manufactured articles; collages and similar decorative plaques",幅,200,千克,1264
2020,10,08083020,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0808,"Apples, pears and quinces; fresh",千克,0,?,114305
2020,10,09042200,09,"Coffee, tea, mate and spices",0904,Pepper of the genus piper; dried or crushed or ground fruits of the genus capsicum or of the genus pimenta,千克,0,?,88278
2020,10,20079910,20,"Preparations of vegetables, fruit, nuts or other parts of plants",2007,"Jams, fruit jellies, marmalades, fruit or nut puree and fruit or nut pastes, being cooked preparations; whether or not containing added sugar or other sweetening matter",千克,0,?,449178
2020,10,21069090,21,Miscellaneous edible preparations,2106,Food preparations not elsewhere specified or included,千克,0,?,1585026
2020,10,25301020,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",2530,Mineral substances not elsewhere specified or included,千克,0,?,38137
