commodity_code,commodity_chapter,commodity_chapter_desc,commodity_chapter_four,commodity_chapter_four_desc,first_unit_of_measure,second_quantity,second_unit_of_measure,us_dollar,exported_to
48041100,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4804,"Uncoated kraft paper and paperboard, in rolls or sheets, other than that of heading no. 4802 or 4803",千克,0,?,121292485,Russian Federation
48041900,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4804,"Uncoated kraft paper and paperboard, in rolls or sheets, other than that of heading no. 4802 or 4803",千克,0,?,3432793,Russian Federation
48042100,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4804,"Uncoated kraft paper and paperboard, in rolls or sheets, other than that of heading no. 4802 or 4803",千克,0,?,63679719,Russian Federation
48042900,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4804,"Uncoated kraft paper and paperboard, in rolls or sheets, other than that of heading no. 4802 or 4803",千克,0,?,7268361,Russian Federation
48043100,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4804,"Uncoated kraft paper and paperboard, in rolls or sheets, other than that of heading no. 4802 or 4803",千克,0,?,38591215,Russian Federation
48043900,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4804,"Uncoated kraft paper and paperboard, in rolls or sheets, other than that of heading no. 4802 or 4803",千克,0,?,1890376,Russian Federation
48044100,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4804,"Uncoated kraft paper and paperboard, in rolls or sheets, other than that of heading no. 4802 or 4803",千克,0,?,1689205,Russian Federation
48044900,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4804,"Uncoated kraft paper and paperboard, in rolls or sheets, other than that of heading no. 4802 or 4803",千克,0,?,98021,Russian Federation
48045100,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4804,"Uncoated kraft paper and paperboard, in rolls or sheets, other than that of heading no. 4802 or 4803",千克,0,?,246539,Russian Federation
48045200,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4804,"Uncoated kraft paper and paperboard, in rolls or sheets, other than that of heading no. 4802 or 4803",千克,0,?,1224140,Russian Federation
48051100,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4805,"Uncoated paper and paperboard n.e.c., in rolls or sheets",千克,0,?,443154,Russian Federation
48051900,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4805,"Uncoated paper and paperboard n.e.c., in rolls or sheets",千克,0,?,172738180,Russian Federation
48052400,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4805,"Uncoated paper and paperboard n.e.c., in rolls or sheets",千克,0,?,13186985,Russian Federation
48052500,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4805,"Uncoated paper and paperboard n.e.c., in rolls or sheets",千克,0,?,328551,Russian Federation
48059190,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4805,"Uncoated paper and paperboard n.e.c., in rolls or sheets",千克,0,?,1108987,Russian Federation
48059300,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4805,"Uncoated paper and paperboard n.e.c., in rolls or sheets",千克,0,?,2735371,Russian Federation
48061000,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4806,"Vegetable parchment, greaseproof papers, tracing papers, glassine and other glazed transparent or translucent papers, in rolls or sheets",千克,0,?,337078,Russian Federation
48062000,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4806,"Vegetable parchment, greaseproof papers, tracing papers, glassine and other glazed transparent or translucent papers, in rolls or sheets",千克,0,?,25276,Russian Federation
48081000,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4808,"Paper and paperboard, corrugated (with or without glued flat surface sheets), creped, crinkled, embossed or perforated, in rolls or sheets other than paper of the kind described in heading 4803",千克,0,?,1045284,Russian Federation
48103900,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4810,"Paper and paperboard, coated one or both sides with kaolin (china clay) or inorganic substances, with binder or not, no other coating, surface coloured or not, surface decorated or printed, in rolls or rectangular (including square) sheets, of any size",千克,0,?,8793,Russian Federation
48109200,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4810,"Paper and paperboard, coated one or both sides with kaolin (china clay) or inorganic substances, with binder or not, no other coating, surface coloured or not, surface decorated or printed, in rolls or rectangular (including square) sheets, of any size",千克,0,?,283790,Russian Federation
48114100,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4811,"Paper, paperboard, cellulose wadding and webs of cellulose fibres, coated, impregnated, covered, surface-coloured, decorated or printed, rolls or sheets, other than goods of heading no. 4803, 4809, or 4810",千克,0,?,494,Russian Federation
48115191,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4811,"Paper, paperboard, cellulose wadding and webs of cellulose fibres, coated, impregnated, covered, surface-coloured, decorated or printed, rolls or sheets, other than goods of heading no. 4803, 4809, or 4810",千克,0,?,37888,Russian Federation
48119000,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4811,"Paper, paperboard, cellulose wadding and webs of cellulose fibres, coated, impregnated, covered, surface-coloured, decorated or printed, rolls or sheets, other than goods of heading no. 4803, 4809, or 4810",千克,0,?,11566,Russian Federation
48120000,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4812,"Filter blocks, slabs and plates of paper pulp",千克,0,?,1510,Russian Federation
48142000,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4814,Wallpaper and similar wall coverings; window transparencies of paper,千克,0,?,83835,Russian Federation
48171000,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4817,"Envelopes, letter cards, plain postcards and correspondence cards, of paper, paperboard; boxes, pouches, wallets and writing compendiums, of paper or paperboard containing assortment of paper stationery",千克,0,?,78,Russian Federation
48173000,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4817,"Envelopes, letter cards, plain postcards and correspondence cards, of paper, paperboard; boxes, pouches, wallets and writing compendiums, of paper or paperboard containing assortment of paper stationery",千克,0,?,3577,Russian Federation
48183000,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4818,"Toilet paper, width 36cm or less or cut to size/shape; handkerchiefs, tissues, towels, serviettes, bed sheets and similar household or hospital articles, apparel and clothing accessories of paper pulp, paper, cellulose wadding or webs of cellulose fibres",千克,0,?,22364,Russian Federation
48191000,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4819,"Cartons, boxes, cases, bags and the like, of paper, paperboard, cellulose wadding or fibres; box files, letter trays and the like, of paper or paperboard, of a kind used in offices, shops or the like",千克,0,?,71,Russian Federation
48192000,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4819,"Cartons, boxes, cases, bags and the like, of paper, paperboard, cellulose wadding or fibres; box files, letter trays and the like, of paper or paperboard, of a kind used in offices, shops or the like",千克,0,?,4021,Russian Federation
48194000,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4819,"Cartons, boxes, cases, bags and the like, of paper, paperboard, cellulose wadding or fibres; box files, letter trays and the like, of paper or paperboard, of a kind used in offices, shops or the like",千克,0,?,785,Russian Federation
48201000,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4820,"Registers, account books, diaries and similar; albums for samples or collections, of paper or paperboard",千克,0,?,325,Russian Federation
48203000,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4820,"Registers, account books, diaries and similar; albums for samples or collections, of paper or paperboard",千克,0,?,1229,Russian Federation
48211000,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4821,"Paper or paperboard labels of all kinds, whether or not printed",千克,0,?,8851,Russian Federation
48219000,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4821,"Paper or paperboard labels of all kinds, whether or not printed",千克,0,?,794,Russian Federation
48232000,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4823,"Paper, paperboard, cellulose wadding and webs of cellulose fibres; cut to size or shape, articles of paper pulp, paper and paper-board, cellulose wadding or webs of cellulose fibres, n.e.c. in chapter 48",千克,0,?,245,Russian Federation
48236990,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4823,"Paper, paperboard, cellulose wadding and webs of cellulose fibres; cut to size or shape, articles of paper pulp, paper and paper-board, cellulose wadding or webs of cellulose fibres, n.e.c. in chapter 48",千克,0,?,619,Russian Federation
48239090,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4823,"Paper, paperboard, cellulose wadding and webs of cellulose fibres; cut to size or shape, articles of paper pulp, paper and paper-board, cellulose wadding or webs of cellulose fibres, n.e.c. in chapter 48",千克,0,?,440520,Russian Federation
49011000,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",4901,"Printed books, brochures, leaflets and similar printed matter, whether or not in single sheets",千克,0,?,234,Russian Federation
49019900,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",4901,"Printed books, brochures, leaflets and similar printed matter, whether or not in single sheets",千克,0,?,442907,Russian Federation
49021000,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",4902,"Newspapers, journals and periodicals, whether or not illustrated or containing advertising material",千克,0,?,15401,Russian Federation
49029000,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",4902,"Newspapers, journals and periodicals, whether or not illustrated or containing advertising material",千克,0,?,433062,Russian Federation
49060000,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",4906,"Plans and drawings; for architectural, engineering, industrial, commercial, topographical or similar, being originals drawn by hand; hand-written texts; photo- graphic reproductions; their carbon copies",千克,0,?,100000,Russian Federation
49070090,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",4907,"Unused postage, revenue or similar stamps of current or new issue in the country in which they have, or will have, a recognised face value; stamp-impressed paper; cheque forms; banknotes, stock, share or bond certificates and the like of similar title",千克,0,?,164284,Russian Federation
49090010,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",4909,"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, whether or not illustrated, with or without envelopes or trimmings",千克,0,?,117,Russian Federation
49100000,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",4910,"Calendars of any kind, printed, including calendar blocks",千克,0,?,1891,Russian Federation
49111010,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",4911,"Printed matter, n.e.c., including printed pictures and photographs",千克,0,?,27486,Russian Federation
49111090,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",4911,"Printed matter, n.e.c., including printed pictures and photographs",千克,0,?,13088,Russian Federation
49119100,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",4911,"Printed matter, n.e.c., including printed pictures and photographs",千克,0,?,2415,Russian Federation
49119910,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",4911,"Printed matter, n.e.c., including printed pictures and photographs",千克,0,?,3482599,Russian Federation
49119990,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",4911,"Printed matter, n.e.c., including printed pictures and photographs",千克,0,?,453,Russian Federation
52052300,52,Cotton,5205,"Cotton yarn (other than sewing thread), containing 85% or more by weight of cotton, not put up for retail sale",千克,0,?,174741,Russian Federation
52052400,52,Cotton,5205,"Cotton yarn (other than sewing thread), containing 85% or more by weight of cotton, not put up for retail sale",千克,0,?,300498,Russian Federation
52082100,52,Cotton,5208,"Woven fabrics of cotton, containing 85% or more by weight of cotton, weighing not more than 200 g/m2",米,3,千克,7,Russian Federation
52083200,52,Cotton,5208,"Woven fabrics of cotton, containing 85% or more by weight of cotton, weighing not more than 200 g/m2",米,2,千克,296,Russian Federation
52091100,52,Cotton,5209,"Woven fabrics of cotton, containing 85% or more by weight of cotton, weighing more than 200g/m2",米,2,千克,60,Russian Federation
52091900,52,Cotton,5209,"Woven fabrics of cotton, containing 85% or more by weight of cotton, weighing more than 200g/m2",米,0,千克,12,Russian Federation
52095200,52,Cotton,5209,"Woven fabrics of cotton, containing 85% or more by weight of cotton, weighing more than 200g/m2",米,3,千克,32,Russian Federation
53012100,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,5301,"Flax, raw or processed but not spun; flax tow and waste (including yarn waste and garnetted stock)",千克,0,?,2306001,Russian Federation
53012900,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,5301,"Flax, raw or processed but not spun; flax tow and waste (including yarn waste and garnetted stock)",千克,0,?,74,Russian Federation
53013000,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,5301,"Flax, raw or processed but not spun; flax tow and waste (including yarn waste and garnetted stock)",千克,0,?,1102768,Russian Federation
53021000,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,5302,"True hemp (cannabis sativa L.), raw or processed but not spun; tow and waste of true hemp (including yarn waste and garnetted stock)",千克,0,?,54407,Russian Federation
53091110,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,5309,Woven fabrics of flax,米,2580,千克,37405,Russian Federation
53091900,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,5309,Woven fabrics of flax,米,2983,千克,48484,Russian Federation
54024510,54,Man-made filaments; strip and the like of man-made textile materials,5402,"Synthetic filament yarn (other than sewing thread), not put up for retail sale, including synthetic monofilament of less than 67 decitex",千克,0,?,146690,Russian Federation
54025200,54,Man-made filaments; strip and the like of man-made textile materials,5402,"Synthetic filament yarn (other than sewing thread), not put up for retail sale, including synthetic monofilament of less than 67 decitex",千克,0,?,10400,Russian Federation
54072000,54,Man-made filaments; strip and the like of man-made textile materials,5407,"Woven fabrics of synthetic filament yarn, including woven fabrics obtained from materials of heading no. 5404",米,336,千克,809,Russian Federation
54074200,54,Man-made filaments; strip and the like of man-made textile materials,5407,"Woven fabrics of synthetic filament yarn, including woven fabrics obtained from materials of heading no. 5404",米,1,千克,72,Russian Federation
54075200,54,Man-made filaments; strip and the like of man-made textile materials,5407,"Woven fabrics of synthetic filament yarn, including woven fabrics obtained from materials of heading no. 5404",米,55,千克,12026,Russian Federation
55031120,55,Man-made staple fibres,5503,"Synthetic staple fibres, not carded, combed or otherwise processed for spinning",千克,0,?,223024,Russian Federation
55093100,55,Man-made staple fibres,5509,"Yarn (other than sewing thread) of synthetic staple fibres, not put up for retail sale",千克,0,?,378,Russian Federation
55121100,55,Man-made staple fibres,5512,"Woven fabrics of synthetic staple fibres, containing 85% or more by weight of synthetic staple fibres",米,0,千克,6,Russian Federation
55164200,55,Man-made staple fibres,5516,Woven fabrics of artificial staple fibres,米,15,千克,330,Russian Federation
56012100,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",5601,"Wadding of textile materials and articles thereof; textile fibres, not exceeding 5 mm in length (flock), textile dust and mill neps",千克,0,?,8,Russian Federation
56012290,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",5601,"Wadding of textile materials and articles thereof; textile fibres, not exceeding 5 mm in length (flock), textile dust and mill neps",千克,0,?,467,Russian Federation
56022900,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",5602,"Felt; whether or not impregnated, coated, covered or laminated",千克,0,?,9879,Russian Federation
56029000,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",5602,"Felt; whether or not impregnated, coated, covered or laminated",千克,0,?,8367,Russian Federation
56031110,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",千克,0,?,1760,Russian Federation
56031210,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",千克,0,?,1444,Russian Federation
56031290,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",千克,0,?,2468,Russian Federation
56031390,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",千克,0,?,326,Russian Federation
56039190,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",千克,0,?,4054,Russian Federation
56039290,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",千克,0,?,164192,Russian Federation
56039310,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",千克,0,?,1896,Russian Federation
56039390,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",千克,0,?,926,Russian Federation
56041000,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",5604,"Rubber thread and cord, textile covered; textile yarn and strip and the like of heading no. 5404, 5405; impregnated, coated, covered or sheathed with rubber or plastics",千克,0,?,34,Russian Federation
56074900,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",5607,"Twine, cordage, ropes and cables, whether or not plaited or braided; whether or not impregnated, coated, covered or sheathed with rubber or plastics",千克,0,?,731,Russian Federation
56075000,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",5607,"Twine, cordage, ropes and cables, whether or not plaited or braided; whether or not impregnated, coated, covered or sheathed with rubber or plastics",千克,0,?,802,Russian Federation
56079090,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",5607,"Twine, cordage, ropes and cables, whether or not plaited or braided; whether or not impregnated, coated, covered or sheathed with rubber or plastics",千克,0,?,2,Russian Federation
56090000,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",5609,"Articles of yarn, strip or the like of heading no. 5404 or 5405; twine, cordage, rope or cables n.e.c. or included",千克,0,?,5903,Russian Federation
57024200,57,Carpets and other textile floor coverings,5702,"Carpets and other textile floor coverings; woven, (not tufted or flocked), whether or not made up, including kelem, schumacks, karamanie and similar hand-woven rugs",千克,12,平方米,138,Russian Federation
57029200,57,Carpets and other textile floor coverings,5702,"Carpets and other textile floor coverings; woven, (not tufted or flocked), whether or not made up, including kelem, schumacks, karamanie and similar hand-woven rugs",千克,0,平方米,21,Russian Federation
57033000,57,Carpets and other textile floor coverings,5703,"Carpets and other textile floor coverings; tufted, whether or not made up",千克,16,平方米,176,Russian Federation
57050010,57,Carpets and other textile floor coverings,5705,"Carpets and other textile floor coverings; n.e.c. in chapter 57, whether or not made up",千克,86,平方米,9036,Russian Federation
57050020,57,Carpets and other textile floor coverings,5705,"Carpets and other textile floor coverings; n.e.c. in chapter 57, whether or not made up",千克,1999,平方米,5052,Russian Federation
57050090,57,Carpets and other textile floor coverings,5705,"Carpets and other textile floor coverings; n.e.c. in chapter 57, whether or not made up",千克,1360,平方米,4183,Russian Federation
58050010,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",5805,"Tapestries; hand-woven, (Gobelins, Flanders, Aubusson, Beauvais and the like) and needle-worked tapestries (e.g. petit point, cross-stitch) whether or not made up",平方米,79,千克,1369,Russian Federation
58063200,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",5806,"Fabrics; narrow woven, other than goods of heading no. 5807; narrow fabrics consisting of warp without weft assembled by means of an adhesive (bolducs)",千克,0,?,1532,Russian Federation
58071000,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",5807,"Labels, badges and similar articles; of textile materials, in the piece, in strips or cut to shape or size, not embroidered",千克,0,?,325,Russian Federation
58081000,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",5808,"Braids in the piece; ornamental trimmings in the piece, without embroidery, other than knitted or crocheted; tassels, pompons and similar articles",千克,0,?,2170,Russian Federation
58101000,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",5810,"Embroidery; in the piece, in strips or in motifs",千克,0,?,185,Russian Federation
58109200,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",5810,"Embroidery; in the piece, in strips or in motifs",千克,0,?,1960,Russian Federation
59021010,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",5902,Textile fabrics; tyrecord of high tenacity yarn of nylon or other polyamides polyesters or viscose rayon,千克,0,?,222646,Russian Federation
59031020,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",5903,"Textile fabrics impregnated, coated, covered or laminated with plastics, other than those of heading no. 5902",千克,137,米,542,Russian Federation
59032090,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",5903,"Textile fabrics impregnated, coated, covered or laminated with plastics, other than those of heading no. 5902",千克,0,?,1204,Russian Federation
59114000,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",5911,Textile products and articles for technical uses; specified in note 7 to this chapter,千克,0,?,62109,Russian Federation
59119000,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",5911,Textile products and articles for technical uses; specified in note 7 to this chapter,千克,0,?,32940,Russian Federation
61013000,61,Apparel and clothing accessories; knitted or crocheted,6101,"Coats; men's or boys' overcoats, car-coats, capes, cloaks, anoraks, ski-jackets, wind-cheaters, wind-jackets and similar articles; knitted or crocheted, other than those of heading no. 6103",件,21,千克,860,Russian Federation
61023000,61,Apparel and clothing accessories; knitted or crocheted,6102,"Coats; women's or girls' overcoats, car-coats, capes, cloaks, anoraks, ski-jackets, wind-cheaters, wind-jackets and similar articles, knitted or crocheted, other than those of heading no. 6104",件,259,千克,11074,Russian Federation
61029000,61,Apparel and clothing accessories; knitted or crocheted,6102,"Coats; women's or girls' overcoats, car-coats, capes, cloaks, anoraks, ski-jackets, wind-cheaters, wind-jackets and similar articles, knitted or crocheted, other than those of heading no. 6104",件,1,千克,171,Russian Federation
61032200,61,Apparel and clothing accessories; knitted or crocheted,6103,"Suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches, shorts (not swimwear); men's or boys', knitted or crocheted",套,1,千克,93,Russian Federation
61033200,61,Apparel and clothing accessories; knitted or crocheted,6103,"Suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches, shorts (not swimwear); men's or boys', knitted or crocheted",件,6,千克,355,Russian Federation
61034100,61,Apparel and clothing accessories; knitted or crocheted,6103,"Suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches, shorts (not swimwear); men's or boys', knitted or crocheted",条,48,千克,7865,Russian Federation
61034200,61,Apparel and clothing accessories; knitted or crocheted,6103,"Suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches, shorts (not swimwear); men's or boys', knitted or crocheted",条,1,千克,273,Russian Federation
61034300,61,Apparel and clothing accessories; knitted or crocheted,6103,"Suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches, shorts (not swimwear); men's or boys', knitted or crocheted",条,1,千克,60,Russian Federation
61043100,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",件,1816,千克,22606,Russian Federation
61043200,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",件,7825,千克,75558,Russian Federation
61043300,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",件,1,千克,138,Russian Federation
61044100,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",件,2,千克,210,Russian Federation
61044200,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",件,22,千克,5227,Russian Federation
61044300,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",件,63,千克,14121,Russian Federation
61044900,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",件,1,千克,70,Russian Federation
61045200,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",件,25,千克,2436,Russian Federation
61045300,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",件,227,千克,25378,Russian Federation
61046100,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",条,49,千克,7568,Russian Federation
61046200,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",条,46,千克,2696,Russian Federation
61046300,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",条,129,千克,14621,Russian Federation
61046900,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",条,71,千克,2357,Russian Federation
61051000,61,Apparel and clothing accessories; knitted or crocheted,6105,"Shirts; men's or boys', knitted or crocheted",件,1,千克,72,Russian Federation
61061000,61,Apparel and clothing accessories; knitted or crocheted,6106,"Blouses, shirts and shirt-blouses; women's or girls', knitted or crocheted",件,7,千克,951,Russian Federation
61062000,61,Apparel and clothing accessories; knitted or crocheted,6106,"Blouses, shirts and shirt-blouses; women's or girls', knitted or crocheted",件,2,千克,230,Russian Federation
61071200,61,Apparel and clothing accessories; knitted or crocheted,6107,"Underpants, briefs, nightshirts, pyjamas, bathrobes, dressing gowns and similar articles; men's or boys', knitted or crocheted",件,11,千克,1819,Russian Federation
61082200,61,Apparel and clothing accessories; knitted or crocheted,6108,"Slips, petticoats, briefs, panties, nightdresses, pyjamas, negligees, bathrobes, dressing gowns and similar articles; women's or girls', knitted or crocheted",件,0,千克,158,Russian Federation
61083200,61,Apparel and clothing accessories; knitted or crocheted,6108,"Slips, petticoats, briefs, panties, nightdresses, pyjamas, negligees, bathrobes, dressing gowns and similar articles; women's or girls', knitted or crocheted",件,1,千克,68,Russian Federation
61089200,61,Apparel and clothing accessories; knitted or crocheted,6108,"Slips, petticoats, briefs, panties, nightdresses, pyjamas, negligees, bathrobes, dressing gowns and similar articles; women's or girls', knitted or crocheted",件,6,千克,370,Russian Federation
61091000,61,Apparel and clothing accessories; knitted or crocheted,6109,"T-shirts, singlets and other vests; knitted or crocheted",件,61,千克,3512,Russian Federation
