OBJECTID,GbCity,City_CH,City_EN,GbProv,Prov_CH,Prov_EN,count,longitude,latitude
"313","6227",平凉地区,Pingliangdiqu,62.00000000000,甘肃省,Gansu,"0",,
"315","6229",临夏回族自治州,Linxiahuizu,62.00000000000,甘肃省,Gansu,"0",,
"316","6230",甘南藏族自治州,Gannancangzu,62.00000000000,甘肃省,Gansu,"0",,
"317","6301",西宁市,Xining,63.00000000000,青海省,Qinghai,"0",,
"318","6321",海东地区,Haidongdiqu,63.00000000000,青海省,Qinghai,"0",,
"319","6322",海北藏族自治州,Haibeicangzu,63.00000000000,青海省,Qinghai,"0",,
"320","6323",黄南藏族自治州,Huangnancangzu,63.00000000000,青海省,Qinghai,"0",,
"321","6325",海南藏族自治州,Hainancangzu,63.00000000000,青海省,Qinghai,"0",,
"322","6326",果洛藏族自治州,Guoluocangzu,63.00000000000,青海省,Qinghai,"0",,
"323","6327",玉树藏族自治州,Yushucangzu,63.00000000000,青海省,Qinghai,"0",,
"324","6328",海西蒙古族藏族,Haiximengguzucangzu,63.00000000000,青海省,Qinghai,"0",,
"326","6402",石嘴山市,Shizuishan,64.00000000000,宁夏省,Ningxia,"0",,
"327","6403",吴忠市,Wuzhong,64.00000000000,宁夏省,Ningxia,"0",,
"328","6422",固原地区,Guyuandiqu,64.00000000000,宁夏省,Ningxia,"0",,
"329","6501",乌鲁木齐市,Wulumuqi,65.00000000000,新疆,Xinjiang,"0",,
"330","6502",克拉玛依市,Kelamayi,65.00000000000,新疆,Xinjiang,"0",,
"331","6521",吐鲁番地区,Tulufandiqu,65.00000000000,新疆,Xinjiang,"0",,
"332","6522",哈密地区,Hamidiqu,65.00000000000,新疆,Xinjiang,"0",,
"333","6523",昌吉回族自治州,Changjihuizu,65.00000000000,新疆,Xinjiang,"0",,
"334","6527",博尔塔拉蒙古自治州,Boertalamenggu,65.00000000000,新疆,Xinjiang,"0",,
"335","6528",巴音郭楞蒙古自治州,Bayinguolengmenggu,65.00000000000,新疆,Xinjiang,"0",,
"336","6529",阿克苏地区,Akesudiqu,65.00000000000,新疆,Xinjiang,"0",,
"337","6530",克孜勒苏柯尔克孜自治州,Kezilesukeerkezi,65.00000000000,新疆,Xinjiang,"0",,
"338","6531",喀什地区,Kashendiqu,65.00000000000,新疆,Xinjiang,"0",,
"339","6532",和田地区,Hetiandiqu,65.00000000000,新疆,Xinjiang,"0",,
"340","6540",伊犁哈萨克自治州,Yilihasake,65.00000000000,新疆,Xinjiang,"0",,
"341","6542",塔城地区,Tachengdi,65.00000000000,新疆,Xinjiang,"0",,
"342","6543",阿勒泰地区,Aletaidi,65.00000000000,新疆,Xinjiang,"0",,
"343","6590",直辖行政单位,Xinjiang (Direct Units),65.00000000000,新疆,Xinjiang,"0",,
