id,title,format,address,date_time,tags,language,type,zip_code,day,time
6053,Men'S Stag,In Person,"11th Pl  Hermosa Beach, CA 90254",Friday @ 11:00AM - 12:00PM,Open,English,Men,90254,Friday,11:00AM - 12:00PM
6054,Participation,In Person,"Birch Ave  Hawthorne, CA 90250",Monday @ 8:00PM,Open,English,No Types Set,90250,Monday,8:00PM
6075,El Segundo Step Study,In Person,"Sheldon St  El Segundo, CA 90245",Tuesday @ 6:30PM - 7:30PM,Closed; Step Meeting,English,No Types Set,90245,Tuesday,6:30PM - 7:30PM
6089,Men'S Crosstalk Big Book Stdy,In Person,"Crest Rd  Rancho Palos Verdes, CA 90275",Wednesday @ 7:30PM,Closed,No Languages Set,Men,90275,Wednesday,7:30PM
6093,Women'S,In Person,"11th Pl  Hermosa Beach, CA 90254",Thursday @ 5:30PM,Closed,English,Women,90254,Thursday,5:30PM
6131,Happy Hour,In Person,"E Compton Blvd  Compton, CA 90221",Wednesday @ 5:20PM,Open,English,No Types Set,90221,Wednesday,5:20PM
6133,New York New York,In Person,"Melrose Ave  Los Angeles, CA 90038",Wednesday @ 7:30PM - 8:30PM,Open,English,No Types Set,90038,Wednesday,7:30PM - 8:30PM
6139,T N T Group,In Person,"Friends Ave  Whittier, CA 90601",Saturday @ 8:00AM,Big Book; Open,English,No Types Set,90601,Saturday,8:00AM
6164,Eye Opener Group,In Person,"W Windsor Rd  Glendale, CA 91204",Tuesday @ 7:00AM,Discussion; Open,English,No Types Set,91204,Tuesday,7:00AM
6212,Back To Basics,In Person,"N Bullis Rd  Compton, CA 90221",Monday @ 5:00PM,Open,English,No Types Set,90221,Monday,5:00PM
6227,Cover To Cover Big Book Study,In Person,"Hollywood Blvd  Los Angeles, CA 90046",Thursday @ 7:30AM - 8:30AM,Big Book; Discussion; Open; Speaker,English,LGBTQNewcomerYoung People,90046,Thursday,7:30AM - 8:30AM
6229,12&12 Tues Spkr Participation,In Person,"Hollywood Blvd  Los Angeles, CA 90046",Tuesday @ 7:30AM - 8:30AM,Big Book; Discussion; Open; Speaker,English,LGBTQNewcomer,90046,Tuesday,7:30AM - 8:30AM
6231,What It'S Like Now Speaker Participation,In Person,"Hollywood Blvd  Los Angeles, CA 90046",Monday @ 7:30AM - 8:30AM,Open; Speaker,English,LGBTQ,90046,Monday,7:30AM - 8:30AM
6234,Friday Night Big Book Cross Talk,In Person,"S Baldwin Ave Baldwin / Gate 7 Arcadia, CA 91007",Friday @ 6:00PM - 7:00PM,Big Book; Cross Talk Permitted; Open,English,No Types Set,91007,Friday,6:00PM - 7:00PM
6241,Round Table,In Person,"N Bullis Rd  Compton, CA 90221",Thursday @ 5:00PM,Open,English,No Types Set,90221,Thursday,5:00PM
6297,Thank God I'M Sober Speaker & Participation,In Person,"Hollywood Blvd  Los Angeles, CA 90046",Friday @ 7:30AM - 8:30AM,Discussion; Open; Speaker,English,LGBTQ,90046,Friday,7:30AM - 8:30AM
6300,Keep It Simple,In Person,"Downey Ave  Downey, CA 90241",Thursday @ 12:00PM - 1:00PM,Open,English,No Types Set,90241,Thursday,12:00PM - 1:00PM
6305,Decade Day Speaker Participation,In Person,"Hollywood Blvd  Los Angeles, CA 90046",Wednesday @ 7:30AM - 8:30AM,Discussion; Open; Speaker,English,LGBTQ,90046,Wednesday,7:30AM - 8:30AM
6309,Keep It Simple,In Person,"Downey Ave  Downey, CA 90241",Tuesday @ 12:00PM - 1:00PM,Open,English,No Types Set,90241,Tuesday,12:00PM - 1:00PM
6312,Pasadena Sunrise Aa,In Person,"E Colorado Blvd  Pasadena, CA 91101",Sunday @ 6:15AM - 7:15AM,Daily Reflections; Discussion; Open; Speaker,English,No Types Set,91101,Sunday,6:15AM - 7:15AM
6313,Pasadena Sunrise Aa,In Person,"E Colorado Blvd  Pasadena, CA 91101",Monday @ 6:15AM - 7:15AM,Daily Reflections; Discussion; Open; Speaker,English,No Types Set,91101,Monday,6:15AM - 7:15AM
6314,Pasadena Sunrise Aa,In Person,"E Colorado Blvd  Pasadena, CA 91101",Tuesday @ 6:15AM - 7:15AM,Daily Reflections; Discussion; Open; Speaker,English,No Types Set,91101,Tuesday,6:15AM - 7:15AM
6315,Pasadena Sunrise Aa,In Person,"E Colorado Blvd  Pasadena, CA 91101",Wednesday @ 6:15AM - 7:15AM,Daily Reflections; Discussion; Open; Speaker,English,No Types Set,91101,Wednesday,6:15AM - 7:15AM
6316,Pasadena Sunrise Aa,In Person,"E Colorado Blvd  Pasadena, CA 91101",Thursday @ 6:15AM - 7:15AM,Daily Reflections; Discussion; Open; Speaker,English,No Types Set,91101,Thursday,6:15AM - 7:15AM
6317,Pasadena Sunrise Aa,In Person,"E Colorado Blvd  Pasadena, CA 91101",Friday @ 6:15AM - 7:15AM,Daily Reflections; Discussion; Open; Speaker,English,No Types Set,91101,Friday,6:15AM - 7:15AM
6318,Pasadena Sunrise Aa,In Person,"E Colorado Blvd  Pasadena, CA 91101",Saturday @ 6:15AM - 7:15AM,Daily Reflections; Discussion; Open; Speaker,English,No Types Set,91101,Saturday,6:15AM - 7:15AM
6331, Tropical ,In Person,"N. Alvarado St  Los Angeles, CA 90026",Wednesday @ 8:30AM - 9:30AM,Discussion; Open; Speaker; Tag Participation,English,Newcomer,90026,Wednesday,8:30AM - 9:30AM
6339,From The Heart,In Person,"N Robertson Blvd  West Hollywood, CA 90069",Saturday @ 6:00PM,Closed; Discussion; Speaker,English,LGBTQ,90069,Saturday,6:00PM
6340,Keep It Simple,In Person,"Downey Ave  Downey, CA 90241",Monday @ 12:00PM - 1:00PM,Open,English,No Types Set,90241,Monday,12:00PM - 1:00PM
6342,Keep It Simple,In Person,"Downey Ave  Downey, CA 90241",Friday @ 12:00PM - 1:00PM,Open,English,No Types Set,90241,Friday,12:00PM - 1:00PM
6344,Hawthorne Speaker Discussion,In Person,"W El Segundo Blvd  Hawthorne, CA 90250",Monday @ 7:00PM - 8:00PM,Discussion; Open; Speaker,English,No Types Set,90250,Monday,7:00PM - 8:00PM
6380,Club Med,In Person,"N Robertson Blvd   West Hollywood, CA 90069",Sunday @ 5:00PM,No Formats Set,English,No Types Set,90069,Sunday,5:00PM
6416,Steps Of Sobriety,In Person,"Melrose Ave  Los Angeles, CA 90038",Wednesday @ 6:30PM - 7:30PM,Big Book; Discussion; Open; Speaker,English,No Types Set,90038,Wednesday,6:30PM - 7:30PM
6417,Shakers Participation,In Person,"Vine St  Glendale, CA 91204",Sunday @ 7:00AM - 8:30AM,Discussion; Open,English,No Types Set,91204,Sunday,7:00AM - 8:30AM
6447,Westside Friday Am Men'S Stag,In Person,"Washington Blvd  Los Angeles, CA 90066",Friday @ 6:45AM - 7:45AM,Open,English,Men,90066,Friday,6:45AM - 7:45AM
6448,Survivors Tune Up,In Person,"Glendale Blvd  Los Angeles, CA 90039",Sunday @ 11:00AM,Open,English,No Types Set,90039,Sunday,11:00AM
6454,Friday Night Women'S,In Person,"Dunsmore Ave  Glendale, CA 91214",Friday @ 6:00PM - 7:30PM,Closed,English,Women,91214,Friday,6:00PM - 7:30PM
6455,Saturday Morning Mixed,In Person,"Dunsmore Ave  Glendale, CA 91214",Saturday @ 11:00AM,Open,English,No Types Set,91214,Saturday,11:00AM
6482,Early Risers,In Person,"Main St  La Puente, CA 91744",Sunday @ 7:00AM,Open,English,No Types Set,91744,Sunday,7:00AM
6483,Early Risers,In Person,"Main St  La Puente, CA 91744",Monday @ 6:15AM,Open,English,No Types Set,91744,Monday,6:15AM
6486,Early Risers,In Person,"Main St  La Puente, CA 91744",Tuesday @ 6:15AM,Open,English,No Types Set,91744,Tuesday,6:15AM
6488,Early Risers,In Person,"Main St  La Puente, CA 91744",Wednesday @ 6:15AM,Open,English,No Types Set,91744,Wednesday,6:15AM
6490,Early Risers,In Person,"Main St  La Puente, CA 91744",Thursday @ 6:15AM,Open,English,No Types Set,91744,Thursday,6:15AM
6492,Early Risers,In Person,"Main St  La Puente, CA 91744",Friday @ 6:15AM,Open,English,No Types Set,91744,Friday,6:15AM
6493,Early Risers,In Person,"Main St  La Puente, CA 91744",Saturday @ 7:00AM,Open,English,No Types Set,91744,Saturday,7:00AM
6508,Cover To Cover Big Book Study,In Person,"Olympic Blvd  Santa Monica, CA 90404",Wednesday @ 8:00PM - 9:15PM,Big Book; Discussion; Open,English,No Types Set,90404,Wednesday,8:00PM - 9:15PM
6560,The Hut Speaker Participation,In Person,"S Encinitas Ave   Monrovia, CA 91016",Tuesday @ 7:00PM,Open; Speaker,English,No Types Set,91016,Tuesday,7:00PM
6569,Rush Hour Meeting,In Person,"Washington Blvd  Los Angeles, CA 90066",Friday @ 5:30PM,Discussion; Open; Speaker,English,Newcomer,90066,Friday,5:30PM
6573,Sunday Tropical 10Am,In Person,"Griffith Park Blvd  Los Angeles, CA 90026",Sunday @ 10:00AM - 11:30AM,Big Book; Birthday; Meditation; Open; Speaker; Tag Participation,English,No Types Set,90026,Sunday,10:00AM - 11:30AM
6629,Sobriety & Beyond,In Person,"W Beverly Blvd  Montebello, CA 90640",Thursday @ 6:30PM - 8:00PM,Discussion; Open,English,No Types Set,90640,Thursday,6:30PM - 8:00PM
6644,Solutions By The Sea,In Person,"Pacific Coast Hwy  Pacific Palisades, CA 90265",Saturday @ 7:20AM - 8:20AM,Closed; Discussion; Speaker,English,No Types Set,90265,Saturday,7:20AM - 8:20AM
6667,Venice Whole Book Study,In Person,"Wilshire Blvd  Santa Monica, CA 90403",Sunday @ 5:30PM - 6:30PM,Big Book; Discussion; Open; Speaker,English,Newcomer,90403,Sunday,5:30PM - 6:30PM
6681,Old Time Aa Speaker Participation,In Person,"Crenshaw Blvd  Los Angeles, CA 90043",Friday @ 7:00PM - 8:30PM,Open; Speaker,English,No Types Set,90043,Friday,7:00PM - 8:30PM
6709,Nadezhda Russian Speaking,In Person,"N Robertson Blvd  West Hollywood, CA 90069",Saturday @ 4:30PM - 6:00PM,Open,Russian,No Types Set,90069,Saturday,4:30PM - 6:00PM
6758,Malibu Bluffs Big Book Study,In Person,"CA-1 Malibu Bluffs Park Malibu, CA 90265",Sunday @ 9:30AM - 10:30AM,Big Book; Discussion; Open; Speaker,English,Newcomer,90265,Sunday,9:30AM - 10:30AM
6764,South Bay Trudgers,In Person,"Maricopa St.  Torrance, CA 90501",Thursday @ 7:30PM - 9:00PM,Closed; Discussion,English,No Types Set,90501,Thursday,7:30PM - 9:00PM
6766,Promptly Admitted,In Person,"Kensington Rd  Santa Monica, CA 90405",Friday @ 12:30PM - 1:30PM,Closed; Discussion,English,No Types Set,90405,Friday,12:30PM - 1:30PM
6795,Echo Park Aa,In Person,"N Alvarado St  Los Angeles, CA 90026",Monday @ 8:00PM - 9:00PM,Discussion; Open; Speaker,English,Newcomer,90026,Monday,8:00PM - 9:00PM
6828,B B Cover To Cover,In Person,"Russell St  Whittier, CA 90603",Friday @ 7:00PM - 8:00PM,Big Book; Open,English,No Types Set,90603,Friday,7:00PM - 8:00PM
6833,Rush Hour Meeting,In Person,"Washington Blvd  Los Angeles, CA 90066",Tuesday @ 5:30PM,Open,English,No Types Set,90066,Tuesday,5:30PM
6834,Rush Hour Meeting,In Person,"Washington Blvd  Los Angeles, CA 90066",Wednesday @ 5:30PM,Open,No Languages Set,No Types Set,90066,Wednesday,5:30PM
6835,Rush Hour Meeting,In Person,"Washington Blvd  Los Angeles, CA 90066",Thursday @ 5:30PM,Discussion; Open; Speaker,English,Newcomer,90066,Thursday,5:30PM
6867,9416 Discussion,In Person,"Live Oak Ave  Arcadia, CA 91006",Sunday @ 6:00PM - 7:00PM,Open; Tag Participation,English,No Types Set,91006,Sunday,6:00PM - 7:00PM
6886,Rag Tag 12&12,In Person,"N Alvarado Street  Los Angeles, CA 90026",Tuesday @ 7:30PM - 8:30PM,12 Steps & 12 Traditions; Discussion; Open; Speaker; Tag Participation,English,No Types Set,90026,Tuesday,7:30PM - 8:30PM
6896,Courage To Change,In Person,"S Oxford Ave  Los Angeles, CA 90020",Monday @ 7:30PM,Discussion; Open; Speaker,English,NewcomerYoung People,90020,Monday,7:30PM
6900,Attitude Adjustment,In Person,"N Bullis Rd  Compton, CA 90221",Thursday @ 7:00AM,Open,English,No Types Set,90221,Thursday,7:00AM
6901,Attitude Adjustment,In Person,"N Bullis Rd  Compton, CA 90221",Friday @ 7:00AM,Closed,No Languages Set,No Types Set,90221,Friday,7:00AM
6902,Monday Attitude Adjustment,In Person,"N Bullis Rd  Compton, CA 90221",Monday @ 7:00AM,Closed,English,No Types Set,90221,Monday,7:00AM
6903,Tuesday Morning Meeting,In Person,"N Bullis Rd  Compton, CA 90221",Tuesday @ 7:00AM,Closed,English,No Types Set,90221,Tuesday,7:00AM
6905,Attitude Adjustment,In Person,"N Bullis Rd  Compton, CA 90221",Wednesday @ 7:00AM,Open,English,No Types Set,90221,Wednesday,7:00AM
6910,Mount Washington Group,In Person,"W Ave 46  Los Angeles, CA 90065",Thursday @ 7:30PM - 8:30PM,Discussion; Open; Speaker,English,No Types Set,90065,Thursday,7:30PM - 8:30PM
6921,Friday Night Prime Time Speaker Mtg,In Person,"Wilshire Blvd  Santa Monica, CA 90403",Friday @ 7:30PM - 8:30PM,Open; Speaker,English,No Types Set,90403,Friday,7:30PM - 8:30PM
6924,Original Hole In The Ground Bilingual (English/Spanish),In Person,"Pine Ave  Bell, CA 90201",Tuesday @ 12:00PM - 1:00PM,Discussion; Open,EnglishSpanish,No Types Set,90201,Tuesday,12:00PM - 1:00PM
6925,Original Hole In The Ground Bilingual (English/Spanish),In Person,"Pine Ave  Bell, CA 90201",Wednesday @ 12:00PM - 1:00PM,Discussion; Open,EnglishSpanish,No Types Set,90201,Wednesday,12:00PM - 1:00PM
6926,Original Hole In The Ground Bilingual (English/Spanish),In Person,"Pine Ave  Bell, CA 90201",Thursday @ 12:00PM - 1:00PM,No Formats Set,EnglishSpanish,No Types Set,90201,Thursday,12:00PM - 1:00PM
6975,Depth And Weight Group,In Person,"Rosecrans Ave  Paramount, CA 90723",Tuesday @ 8:00PM - 9:15PM,Open; Speaker,English,No Types Set,90723,Tuesday,8:00PM - 9:15PM
7006,Diva Women'S Group,In Person,"Westwood Blvd  Los Angeles, CA 90025",Saturday @ 10:00AM - 11:05AM,Closed; Discussion; Speaker,English,Women,90025,Saturday,10:00AM - 11:05AM
7022,Join The Tribe Men'S Stag,In Person,"E Orange Grove Blvd  Pasadena, CA 91104",Friday @ 7:00PM - 8:00PM,Closed,English,Men,91104,Friday,7:00PM - 8:00PM
7033,El Sereno Speaker,In Person,"S Atlantic Blvd  Alhambra, CA 91801",Friday @ 6:30PM - 8:00PM,Open; Speaker,English,No Types Set,91801,Friday,6:30PM - 8:00PM
7036,Rainbow Room Wednesday Night,In Person,"E Walnut St  Pasadena, CA 91106",Wednesday @ 7:30PM - 8:30PM,Birthday; Discussion; Open; Speaker,English,GayLesbianLGBTQTransgender,91106,Wednesday,7:30PM - 8:30PM
7053,Host Of Friends,In Person,"W Olympic Blvd  Los Angeles, CA 90036",Thursday @ 7:30PM,Closed; Discussion; Speaker,English,No Types Set,90036,Thursday,7:30PM
7078,Courage To Change Women'S,In Person,"11th Pl  Hermosa Beach, CA 90254",Saturday @ 10:00AM,Open,English,Women,90254,Saturday,10:00AM
7125,Last Call,In Person,"W Beverly Blvd  Montebello, CA 90640",Sunday @ 4:00PM - 5:30PM,Discussion; Open,No Languages Set,No Types Set,90640,Sunday,4:00PM - 5:30PM
7134,Happy Retreads 12&12,In Person,"11th Pl  Hermosa Beach, CA 90254",Saturday @ 4:00PM,Open,English,No Types Set,90254,Saturday,4:00PM
7149,Sisters In Sobriety,In Person,"Tilden Ave  Culver City, CA 90232",Saturday @ 10:00AM - 11:00AM,Big Book; Closed; Digital Basket; Discussion; Speaker,English,Women,90232,Saturday,10:00AM - 11:00AM
7150,Road'S End Men'S Stag,In Person,"N Brand Blvd  Glendale, CA 91202",Monday @ 7:00PM - 8:00PM,Open,English,Men,91202,Monday,7:00PM - 8:00PM
7158,Happy Retreads,In Person,"11th Pl  Hermosa Beach, CA 90254",Monday @ 4:00PM,Open,English,No Types Set,90254,Monday,4:00PM
7159,Happy Retreads,In Person,"11th Pl  Hermosa Beach, CA 90254",Tuesday @ 4:00PM,Open,English,No Types Set,90254,Tuesday,4:00PM
7160,Happy Retreads,In Person,"11th Pl  Hermosa Beach, CA 90254",Wednesday @ 4:00PM,Open,English,No Types Set,90254,Wednesday,4:00PM
7161,Happy Retreads,In Person,"11th Pl  Hermosa Beach, CA 90254",Thursday @ 4:00PM,Open,English,No Types Set,90254,Thursday,4:00PM
7162,Happy Retreads,In Person,"11th Pl  Hermosa Beach, CA 90254",Friday @ 4:00PM,Open,English,No Types Set,90254,Friday,4:00PM
7164,Happy Retreads,In Person,"11th Pl  Hermosa Beach, CA 90254",Sunday @ 4:00PM,Open,No Languages Set,No Types Set,90254,Sunday,4:00PM
7167,Mixed Bag,In Person,"W Olympic Blvd  Los Angeles, CA 90036",Saturday @ 6:00PM,Open,English,No Types Set,90036,Saturday,6:00PM
7171,Easy Does It Book Study,In Person,"W Olympic Blvd  Los Angeles, CA 90036",Wednesday @ 7:30PM - 8:30PM,Big Book; Discussion; Open,English,No Types Set,90036,Wednesday,7:30PM - 8:30PM
7185,Cup Of Lava Men'S Stag,In Person,"Temescal Canyon Rd  Pacific Palisades, CA 90272",Saturday @ 7:30AM - 8:30AM,Closed; Discussion,English,Men,90272,Saturday,7:30AM - 8:30AM
7194,Speaker Questions & Answers,In Person,"Glendale Blvd  Los Angeles, CA 90039",Saturday @ 7:30PM - 8:30PM,Open; Speaker,English,No Types Set,90039,Saturday,7:30PM - 8:30PM
7198,Super Studs Mens Stag,In Person,"Prospect Ave  Los Angeles, CA 90027",Friday @ 8:00PM - 9:00PM,Big Book,English,Men,90027,Friday,8:00PM - 9:00PM
7250,City Solutions,In Person,"N Robertson Blvd  West Hollywood, CA 90069",Monday @ 7:45PM - 8:45PM,Discussion; Open; Speaker,English,LGBTQ,90069,Monday,7:45PM - 8:45PM
7265,Return To Sender,In Person,"Washington Blvd  Los Angeles, CA 90066",Thursday @ 10:00PM - 11:00PM,Open,No Languages Set,No Types Set,90066,Thursday,10:00PM - 11:00PM
7279,On Awakening,In Person,"N Robertson Blvd  West Hollywood, CA 90069",Sunday @ 9:00AM - 10:00AM,Discussion; Open; Speaker,English,LGBTQ,90069,Sunday,9:00AM - 10:00AM
7283,The Tonight Show,In Person,"Washington Blvd  Los Angeles, CA 90066",Saturday @ 10:00PM - 11:00PM,12 Steps & 12 Traditions; Birthday; Open; Speaker,English,NewcomerYoung People,90066,Saturday,10:00PM - 11:00PM
7284,We Are Not A Glum Lot,In Person,"N Robertson Blvd  West Hollywood, CA 90069",Thursday @ 10:00PM - 11:00PM,Cross Talk Permitted; Discussion; Open; Speaker,English,No Types Set,90069,Thursday,10:00PM - 11:00PM
7285,On Awakening Women'S,In Person,"N Robertson Blvd  West Hollywood, CA 90069",Monday @ 7:45AM,12 Steps & 12 Traditions; Open,English,Women,90069,Monday,7:45AM
7303,Third Tradition Group,In Person,"Green Valley Circle  Culver City, CA 90230",Monday @ 11:00PM - 12:00PM,Open,English,No Types Set,90230,Monday,11:00PM - 12:00PM
7314,Women'S Big Book Study Discussion,In Person,"Mission St  South Pasadena, CA 91030",Sunday @ 12:00PM - 1:30PM,Big Book; Discussion; Open,English,Women,91030,Sunday,12:00PM - 1:30PM
7316,Third Tradition Group,In Person,"Green Valley Circle  Culver City, CA 90230",Wednesday @ 11:00PM,Discussion; Open,English,Young People,90230,Wednesday,11:00PM
7321,Ladies Friday Night Out,In Person,"N Robertson Blvd  West Hollywood, CA 90069",Friday @ 7:00PM - 8:00PM,Speaker,No Languages Set,Women,90069,Friday,7:00PM - 8:00PM
7328,Attitude Adjustment,In Person,"Birch Ave  Hawthorne, CA 90250",Saturday @ 7:00AM,Open,English,No Types Set,90250,Saturday,7:00AM
7343,Westside We Agnostics,In Person,"Wilshire Blvd  Santa Monica, CA 90403",Tuesday @ 7:00PM - 8:00PM,Discussion; Open; Speaker,English,Atheist/AgnosticNewcomer,90403,Tuesday,7:00PM - 8:00PM
7346,Fast Break West Promises,In Person,"N Robertson Blvd  West Hollywood, CA 90069",Monday @ 6:30AM - 7:30AM,Discussion; Meditation; Open,English,No Types Set,90069,Monday,6:30AM - 7:30AM
7366,West Hollywood Young Peoples,In Person,"N Robertson Blvd  West Hollywood, CA 90069",Thursday @ 8:00PM,Discussion; Open; Speaker,English,LGBTQYoung People,90069,Thursday,8:00PM
7373,See You Next Tuesday,In Person,"N Robertson Blvd  West Hollywood, CA 90069",Tuesday @ 8:30PM - 9:30PM,Discussion; Open; Speaker,English,No Types Set,90069,Tuesday,8:30PM - 9:30PM
7386,Sunrise,In Person,"Dunsmore Ave  Glendale, CA 91214",Monday @ 6:00AM,Big Book; Discussion; Open,English,No Types Set,91214,Monday,6:00AM
7387,Sunrise,In Person,"Dunsmore Ave  Glendale, CA 91214",Friday @ 6:00AM,Discussion; Open; Speaker,English,No Types Set,91214,Friday,6:00AM
7388,Sunrise,In Person,"Dunsmore Ave  Glendale, CA 91214",Thursday @ 6:00AM,As Bill Sees It; Discussion; Open,English,No Types Set,91214,Thursday,6:00AM
7473,The Upper Room,In Person,"Manchester  Los Angeles, CA 90045",Tuesday @ 12:00PM,Discussion; Open; Speaker,English,No Types Set,90045,Tuesday,12:00PM
7484,On The Way Home,In Person,"Rosecrans Ave  Paramount, CA 90723",Friday @ 4:00PM - 5:30PM,Open,English,No Types Set,90723,Friday,4:00PM - 5:30PM
7541,Noon Discussion,In Person,"Chandler Blvd  Los Angeles, CA 91601",Thursday @ 12:00PM,Open,English,No Types Set,91601,Thursday,12:00PM
7542,Noon Discussion,In Person,"Chandler Blvd  Los Angeles, CA 91601",Friday @ 12:00PM,Open,English,No Types Set,91601,Friday,12:00PM
7544,Women'S Wake Up Call,In Person,"Chandler Blvd  Los Angeles, CA 91601",Sunday @ 11:00AM,Open,No Languages Set,No Types Set,91601,Sunday,11:00AM
7548,Tell It Like It Is,In Person,"S California Ave  Monrovia, CA 91016",Thursday @ 7:00PM - 8:30PM,Discussion; Open,English,No Types Set,91016,Thursday,7:00PM - 8:30PM
7641,Virginia Road Womens Step Study,In Person,"Virginia Rd  San Marino, CA 91108",Monday @ 6:30PM - 7:30PM,12 Steps & 12 Traditions; Closed,English,Women,91108,Monday,6:30PM - 7:30PM
7643,Good Morning Malibu,In Person,"Pacific Coast Hwy  Malibu, CA 90265",Tuesday @ 7:00AM - 8:00PM,Open,English,No Types Set,90265,Tuesday,7:00AM - 8:00PM
7655,Book Study Share,In Person,"N Robertson Blvd  West Hollywood, CA 90069",Tuesday @ 6:30AM - 7:30AM,Big Book; Discussion; Open,English,No Types Set,90069,Tuesday,6:30AM - 7:30AM
7659,Friday Morning,In Person,"N Robertson Blvd  West Hollywood, CA 90069",Friday @ 6:30AM - 7:30AM,Daily Reflections; Discussion; Open,No Languages Set,No Types Set,90069,Friday,6:30AM - 7:30AM
7674,As Bill Sees It,In Person,"N Robertson Blvd  West Hollywood, CA 90069",Wednesday @ 6:30AM - 7:30AM,Discussion; Open,English,No Types Set,90069,Wednesday,6:30AM - 7:30AM
7692,Brunswick Patio,In Person,"Hyperion Ave  Los Angeles, CA 90027",Friday @ 8:00PM - 9:00PM,Open; Speaker,English,No Types Set,90027,Friday,8:00PM - 9:00PM
7693,Candlelight Participation,In Person,"Downey Ave  Downey, CA 90241",Saturday @ 7:00PM - 8:30PM,Candlelight,English,No Types Set,90241,Saturday,7:00PM - 8:30PM
7722,Sunrise,In Person,"Dunsmore Ave  Glendale, CA 91214",Saturday @ 6:00AM,Daily Reflections; Discussion; Open,English,No Types Set,91214,Saturday,6:00AM
7723,Twelve And Twelve,In Person,"Dunsmore Ave  Glendale, CA 91214",Wednesday @ 6:00AM - 8:00AM,12 Steps & 12 Traditions; Discussion; Open,English,No Types Set,91214,Wednesday,6:00AM - 8:00AM
7724,Almost Friday,In Person,"N. Alvarado St   Los Angeles, CA 90026",Thursday @ 8:30AM - 9:30AM,Discussion; Open; Speaker,English,No Types Set,90026,Thursday,8:30AM - 9:30AM
7761,West Adams Group,In Person,"W 34th St Room 104 Los Angeles, CA 90089",Sunday @ 7:30PM - 9:00PM,Discussion; Open; Speaker,English,Newcomer,90089,Sunday,7:30PM - 9:00PM
7771,There Is A Solution Men'S Stag,In Person,"N Robertson Blvd  West Hollywood, CA 90069",Thursday @ 6:30PM - 7:30PM,Closed; Discussion; Speaker,English,LGBTQMen,90069,Thursday,6:30PM - 7:30PM
7774,The Week That Was Mens Stag,In Person,"Winter Canyon Rd  Malibu, CA 90265",Monday @ 8:00PM - 9:30PM,Birthday; Closed; Digital Basket; Discussion; Speaker,English,Men,90265,Monday,8:00PM - 9:30PM
7782,Language Of The Heart,In Person,"W Windsor Rd  Glendale, CA 91204",Sunday @ 2:30PM,Discussion; Open,English,Newcomer,91204,Sunday,2:30PM
7792,Moorpark 9Am Good Morning Participation,In Person,"Moorpark St  Studio City, CA 91604",Monday @ 9:00AM - 10:00AM,Discussion; Open,English,No Types Set,91604,Monday,9:00AM - 10:00AM
7794,Good Morning Participation,In Person,"Moorpark St  Studio City, CA 91604",Wednesday @ 9:00AM - 10:00AM,Discussion; Open,English,No Types Set,91604,Wednesday,9:00AM - 10:00AM
7795,Moorpark 9Am 12X12,In Person,"Moorpark St  Studio City, CA 91604",Thursday @ 9:00AM - 10:00AM,12 Steps & 12 Traditions; Discussion; Open,English,No Types Set,91604,Thursday,9:00AM - 10:00AM
7801,3Rd Of July,In Person,"N Robertson Blvd  West Hollywood, CA 90069",Monday @ 6:15PM - 7:15PM,Discussion; Open; Speaker,English,No Types Set,90069,Monday,6:15PM - 7:15PM
7823,Epiphany,In Person,"N Robertson Blvd  West Hollywood, CA 90069",Saturday @ 12:30PM - 1:30PM,Discussion; Open; Speaker,English,No Types Set,90069,Saturday,12:30PM - 1:30PM
7844,Rose City Speakers,In Person,"E Sierra Madre Blvd  Pasadena, CA 91107",Thursday @ 8:00PM - 9:00PM,Open; Speaker,English,No Types Set,91107,Thursday,8:00PM - 9:00PM
7858,Shivering Denizens,In Person,"N. Alvarado St  Los Angeles, CA 90026",Monday @ 7:00AM - 8:00AM,Open; Speaker,English,No Types Set,90026,Monday,7:00AM - 8:00AM
7864,Sunday Am Daily Reflections,In Person,"Santa Monica Blvd  Santa Monica, CA 90401",Sunday @ 10:15AM - 11:15AM,Discussion; Open; Speaker,English,No Types Set,90401,Sunday,10:15AM - 11:15AM
7887,Traditional Men'S Stag,In Person,"Knob Hill Ave  Redondo Beach, CA 90277",Monday @ 7:30PM,Closed,English,Men,90277,Monday,7:30PM
7902,Grounded At Grand Central,In Person,"W 3rd St  Los Angeles, CA 90013",Tuesday @ 7:15AM - 8:00AM,Discussion; Open,English,No Types Set,90013,Tuesday,7:15AM - 8:00AM
7903,Grounded At Grand Central,In Person,"W 3rd St  Los Angeles, CA 90013",Thursday @ 7:15AM - 8:00AM,Discussion; Open,English,No Types Set,90013,Thursday,7:15AM - 8:00AM
7920,Solution And Serenity,In Person,"2nd St  Santa Monica, CA 90401",Friday @ 6:00PM - 7:00PM,Discussion; Open; Speaker,English,No Types Set,90401,Friday,6:00PM - 7:00PM
7948,Moving Forward,In Person,"Wilshire Blvd Bldg 217, Room 26 Los Angeles, CA 90073",Tuesday @ 6:30PM - 7:30PM,Discussion; Open,English,No Types Set,90073,Tuesday,6:30PM - 7:30PM
7969,Valley Men'S Discussion,In Person,"Comercio Way  Woodland Hills, CA 91364",Friday @ 7:00PM - 8:00PM,Closed,English,Men,91364,Friday,7:00PM - 8:00PM
