id,address,city,state,zip,phone,url,latitude,longitude
1100253,3500 WILSHIRE BLVD.,LOS ANGELES,CA,90010,(213) 386-6902,https://order.carlsjr.com/location/-ca-3500-wilshire-blvd/menu,34.06143,-118.30077
1100087,501S WESTERN,LOS ANGELES,CA,90020,(213) 383-3401,https://order.carlsjr.com/location/-ca-los-angeles-501s-western/menu,34.06516,-118.30942
1100007,4966 FLORENCE AVE,BELL,CA,90201,(323) 771-1097,https://order.carlsjr.com/location/-ca-bell-4966-florence-ave/menu,33.96898,-118.1782
1101414,3215 N BROADWAY,LOS ANGELES,CA,90031,(323) 441-8878,https://order.carlsjr.com/location/-ca-los-angeles-3215-n-broadway/menu,34.07409,-118.20711
1100532,3300 W CENTURY BLVD,INGLEWOOD,CA,90303,(310) 672-2742,https://order.carlsjr.com/location/-ca-3300-w-century-blvd/menu,33.945161,-118.32878
1100337,5501 TELEGRAPH RD,CITY OF COMMERCE,CA,90040,(323) 725-1386,https://order.carlsjr.com/location/-ca-city-of-commerce-5501-telegraph-rd/menu,34.00799,-118.15621
1101133,11224 S WESTERN AVE,LOS ANGELES,CA,90047,(323) 242-0011,https://order.carlsjr.com/location/-ca-los-angeles-11224-s-western-ave/menu,33.931877,-118.30851
1100364,3621 E IMPERIAL HIGHWAY,LYNWOOD,CA,90262,(310) 631-4833,https://order.carlsjr.com/location/-ca-lynwood-3621-e-imperial-highway/menu,33.93156,-118.20382
1101487,5151 STATE UNIVERSITY DR,LOS ANGELES,CA,90032,(323) 343-6780,https://order.carlsjr.com/location/-ca-los-angeles-5151-state-university-dr/menu,34.06237,-118.17159
1102092,6709 US HWY 90,SEALY,TX,77474,(979) 732-2986,,29.742653,-96.330407
1102518,2301 FM 523,ANGLETON,TX,77515,(979) 849-5936,,29.196469,-95.456736
1100696,12940 IMPERIAL HWY,SANTA FE SPRINGS,CA,90670,(562) 863-4702,https://order.carlsjr.com/location/-ca-12940-imperial-hwy/menu,33.916901,-118.05577
1100329,10148 ROSECRANS AVE,BELLFLOWER,CA,90706,(562) 461-2906,https://order.carlsjr.com/location/-ca-bellflower-10148-rosecrans-ave/menu,33.90179,-118.11716
1100191,9110 IMPERIAL HIGHWAY,DOWNEY,CA,90242,(562) 923-7446,https://order.carlsjr.com/location/-ca-9110-imperial-highway/menu,33.916799,-118.13368
1100108,13157 TELEGRAPH RD,SANTA FE SPRINGS,CA,90670,(562) 941-0548,https://order.carlsjr.com/location/-ca-santa-fe-springs-13157-telegraph-rd/menu,33.9421,-118.0516
1100340,14555 LAKEWOOD BLVD,PARAMOUNT,CA,90723,(562) 408-2299,https://order.carlsjr.com/location/-ca-14555-lakewood-blvd/menu,33.901074,-118.14318
1100498,5601 WOODRUFF AVE,LAKEWOOD,CA,90713,(562) 867-6369,https://order.carlsjr.com/location/-ca-lakewood-5601-woodruff-ave/menu,33.85866,-118.11748
1100379,9400 SLAUSON AVENUE,PICO RIVERA,CA,90660,(562) 942-7681,https://order.carlsjr.com/location/-ca-9400-slauson-avenue/menu,33.968226,-118.09701
1100024,15226 E ROSECRANS,LA MIRADA,CA,90638,(714) 523-3373,http://carlsjr.olo.com/menu/ca-la-mirada-15226-e-rosecrans,33.898301,-118.00622
1100175,12358 WASHINGTON BLVD.,WHITTIER,CA,90606,(562) 789-8045,https://order.carlsjr.com/location/-ca-whittier-12358-washington-blvd/menu,33.96708,-118.04925
1100466,16229 PARAMOUNT BLVD,PARAMOUNT,CA,90723,(562) 531-8662,https://order.carlsjr.com/location/-ca-16229-paramount-blvd/menu,33.887045,-118.16054
1100050,5012 LA PALMA,LA PALMA,CA,90623,(562) 924-0988,https://order.carlsjr.com/location/-ca-la-palma-5012-la-palma/menu,33.84589,-118.04553
1100018,7200 FIRESTONE BLVD,DOWNEY,CA,90241,(562) 927-0129,http://carlsjr.olo.com/menu/ca-downey-7200-firestone-blvd,33.947296,-118.15433
1100398,5760 IMPERIAL HWY,SOUTH GATE,CA,90280,(562) 861-5435,https://order.carlsjr.com/location/-ca-5760-imperial-hwy/menu,33.929496,-118.16757
1100209,7201 CARSON ST,LONG BEACH,CA,90808,(562) 627-0979,https://order.carlsjr.com/location/-ca-long-beach-7201-carson-st/menu,33.83094,-118.0897
1100034,6002 BEACH BLVD,BUENA PARK,CA,90621,(714) 523-7240,https://order.carlsjr.com/location/-ca-6002-beach-blvd/menu,33.873275,-117.99793
1100669,15360 WHITTIER BLVD,WHITTIER,CA,90603,(562) 902-1974,https://order.carlsjr.com/location/-ca-whittier-15360-whittier-blvd/menu,33.94623,-117.99899
1100256,10409 WHITTIER BLVD.,WHITTIER,CA,90606,(562) 692-3114,https://order.carlsjr.com/location/-ca-whittier-10409-whittier-blvd/menu,33.99295,-118.06768
1100119,2710 DEL AMO,LAKEWOOD,CA,90712,(562) 422-1463,https://order.carlsjr.com/location/-ca-2710-del-amo/menu,33.846669,-118.15946
1100579,6601 ATLANTIC AVE,LONG BEACH,CA,90805,(562) 423-9539,https://order.carlsjr.com/location/-ca-6601-atlantic-ave/menu,33.874814,-118.18662
1100357,8991 KNOTT AVE,BUENA PARK,CA,90620,(714) 827-7210,https://order.carlsjr.com/location/-ca-8991-knott-ave/menu,33.83223,-118.01131
1100311,8401 LAUREL CANYON BLVD,SUN VALLEY,CA,91352,(818) 504-9167,https://order.carlsjr.com/location/-ca-sun-valley-8401-laurel-canyon-blvd/menu,34.22319,-118.39678
1100213,11509 LAUREL CANYON BLVD,SAN FERNANDO,CA,91340,(818) 365-5587,https://order.carlsjr.com/location/-ca-san-fernando-11509-laurel-canyon-blvd/menu,34.27902,-118.45406
1100042,14344 ROSCOE BLVD,PANORAMA CITY,CA,91402,(818) 892-2712,https://order.carlsjr.com/location/-ca-panorama-city-14344-roscoe-blvd/menu,34.22142,-118.44632
1100314,9505 SEPULVEDA BLVD,SEPULVEDA,CA,91343,(818) 894-4341,https://order.carlsjr.com/location/-ca-sepulveda-9505-sepulveda-blvd/menu,34.24324,-118.46802
1100510,8875 GLEN OAKS BLVD,SUN VALLEY,CA,91352,(818) 768-9227,https://order.carlsjr.com/location/-ca-sun-valley-8875-glen-oaks-blvd/menu,34.23005,-118.36718
1100517,7649 VAN NUYS BLVD,VAN NUYS,CA,91405,(818) 988-2312,https://order.carlsjr.com/location/-ca-van-nuys-7649-van-nuys-blvd/menu,34.20995,-118.44917
1100511,12653 SHERMAN WAY,NORTH HOLLYWOOD,CA,91605,(818) 764-5888,https://order.carlsjr.com/location/-ca-north-hollywood-12653-sherman-way/menu,34.20156,-118.40919
1100153,16815 DEVONSHIRE ST,GRANADA HILLS,CA,91344,(818) 368-5177,https://order.carlsjr.com/location/-ca-granada-hills-16815-devonshire-st/menu,34.25783,-118.49867
1101927,6601 LANKERSHIM BLVD,NORTH HOLLYWOOD,CA,91606,(818) 759-4708,https://order.carlsjr.com/location/-ca-north-hollywood-6601-lankershim-blvd/menu,34.19054,-118.38808
1100079,6202 LAUREL CANYON BLVD,NORTH HOLLYWOOD,CA,91606,(818) 762-3927,https://order.carlsjr.com/location/-ca-n-hollywood-6202-laurel-canyon-blvd/menu,34.18325,-118.39624
1100229,6457 SEPULVEDA BLVD,VAN NUYS,CA,91411,(818) 781-6101,https://order.carlsjr.com/location/-ca-van-nuys-6457-sepulveda-blvd/menu,34.18834,-118.46666
1100127,5575 WOODMAN AVE,VAN NUYS,CA,91401,(818) 994-2056,https://order.carlsjr.com/location/-ca-van-nuys-5575-woodman-ave/menu,34.17201,-118.43154
1100303,18090 W CHATSWORTH ST,GRANADA HILLS,CA,91344,(818) 360-6125,https://order.carlsjr.com/location/-ca-granada-hills-18090-w-chatsworth-st/menu,34.26449,-118.52534
1100641,5166 VINELAND AVE,NORTH HOLLYWOOD,CA,91601,(818) 763-5240,https://order.carlsjr.com/location/-ca-north-hollywood-5166-vineland-ave/menu,34.16465,-118.36981
1100172,1320 N. SAN FERNANDO ROAD,BURBANK,CA,91504,(818) 845-4390,https://order.carlsjr.com/location/-ca-burbank-1320-n-san-fernando-road/menu,34.1901,-118.32064
1100058,18756 SHERMAN WAY,RESEDA,CA,91335,(818) 881-8775,https://order.carlsjr.com/location/-ca-reseda-18756-sherman-way/menu,34.20072,-118.54242
1100171,3770 CAHUENGA BLVD,NORTH HOLLYWOOD,CA,91604,(818) 760-7669,https://order.carlsjr.com/location/-ca-north-hollywood-3770-cahuenga-blvd/menu,34.13659,-118.36245
1100487,20425 NEWHALL AVE,NEWHALL,CA,91321,(661) 259-9286,https://order.carlsjr.com/location/-ca-20425-newhall-ave/menu,34.366062,-118.50576
1100092,19305 VICTORY BLVD,RESEDA,CA,91335,(818) 996-1068,https://order.carlsjr.com/location/-ca-reseda-19305-victory-blvd/menu,34.18698,-118.554
1100262,20105 SATICOY,CANOGA PARK,CA,91306,(818) 709-0689,https://order.carlsjr.com/location/-ca-canoga-park-20105-saticoy/menu,34.20857,-118.57181
1101380,715 S CENTRAL EXPY,ANNA,TX,75409,(972) 924-3934,,33.345164,-96.584189
1101360,1990 E I30,ROCKWALL,TX,75087,(972) 722-3068,,32.918212,-96.419268
1101351,8800 S POLK ST,DALLAS,TX,75232,(972) 228-1840,,32.640968,-96.839305
1101566,2500 S INTERSTATE HIGHWAY 45 RD,HUTCHINS,TX,75141,(972) 225-3560,,32.624054,-96.693883
1101646,1306 MEMORIAL DR,MARIETTA,OK,73448,(580) 276-4979,https://order.carlsjr.com/location/-ok-marietta-1306-memorial-dr/menu,33.941009,-97.131978
1101645,1305 W MAIN ST,DURANT,OK,74701,(580) 924-7340,https://order.carlsjr.com/location/-ok-durant-1305-w-main-st/menu,33.99405,-96.390725
1102662,1201 S HILLCREST,SULPHUR SPRINGS,TX,75482,(903) 438-1803,,33.117431,-95.636768
1102389,1021 DALE EVANS DR,ITALY,TX,76651,(972) 483-1657,,32.194254,-96.898694
1101647,1608 N COMMERCE,ARDMORE,OK,73401,(580) 223-8822,,34.191867,-97.142506
1101219,1221 S OAK,VAN,TX,75790,(903) 963-3306,,32.508312,-95.642494
1101665,2104 W BROADWAY AVE,SULPHUR,OK,73086,(580) 622-3525,,34.506794,-96.993931
1100248,8924 SIERRA AVE,FONTANA,CA,92335,(909) 823-7200,https://order.carlsjr.com/location/-ca-fontana-8924-sierra-ave/menu,34.09173,-117.43621
1100048,14454 VALLEY BLVD,FONTANA,CA,92335,(909) 429-2226,https://order.carlsjr.com/location/-ca-fontana-14454-valley-blvd/menu,34.07051,-117.48999
1100226,16565 SIERRA LAKES PKWY,FONTANA,CA,92336,(909) 428-2704,https://order.carlsjr.com/location/-ca-16565-sierra-lakes-pkwy/menu,34.138468,-117.44215
1100200,11738 FOOTHILL BLVD,RANCHO CUCAMONGA,CA,91730,(909) 941-0041,https://order.carlsjr.com/location/-ca-11738-foothill-blvd/menu,34.10687,-117.54932
1100283,620 W FOOTHILL BLVD,RIALTO,CA,92376,(909) 875-2650,https://order.carlsjr.com/location/-ca-620-w-foothill-blvd/menu,34.107246,-117.38188
1100390,4453 MILLS CIRCLE,ONTARIO,CA,91764,(909) 476-0053,https://order.carlsjr.com/location/-ca-4453-mills-circle/menu,34.076798,-117.55483
1100541,10100 BEN NEVIS BLVD,RIVERSIDE,CA,92509,(951) 360-1249,https://order.carlsjr.com/location/-ca-10100-ben-nevis-blvd/menu,34.017929,-117.50463
1100428,1334 S RIVERSIDE AVE,RIALTO,CA,92376,(909) 562-0113,https://order.carlsjr.com/location/-ca-1334-s-riverside-ave/menu,34.07674,-117.3708
1100668,4555 E JURUPA ST,ONTARIO,CA,91761,(909) 605-0506,https://order.carlsjr.com/location/-ca-ontario-4555-e-jurupa-st/menu,34.04847,-117.55374
1100643,7359 MILLIKEN AVE,RANCHO CUCAMONGA,CA,91730,(909) 941-3795,https://order.carlsjr.com/location/-ca-7359-milliken-ave/menu,34.120316,-117.55808
1100582,2022 N RIVERSIDE AVE,RIALTO,CA,92377,(909) 873-4766,https://order.carlsjr.com/location/-ca-2022-n-riverside-ave/menu,34.138128,-117.37138
1101412,3610 S RIVERSIDE AVE,BLOOMINGTON,CA,92316,(951) 824-5199,https://order.carlsjr.com/location/-ca-bloomington-3610-s-riverside-ave/menu,34.037272,-117.36736
1101097,8919 LIMONITE AVE,RIVERSIDE,CA,92509,(951) 681-3970,https://order.carlsjr.com/location/-ca-riverside-8919-limonite-ave/menu,33.97594,-117.47816
1100236,9756 19TH ST,ALTA LOMA,CA,91737,(909) 987-6186,https://order.carlsjr.com/location/-ca-9756-19th-st/menu,34.133171,-117.59222
1102832,3440 E ONTARIO RANCH ROAD,ONTARIO,CA,91761,(909) 781-5981,https://order.carlsjr.com/location/-ca-3440-e-ontario-ranch-road/menu,34.000117,-117.57771
1100204,1625 E 4TH ST,ONTARIO,CA,91764,(909) 984-0949,https://order.carlsjr.com/location/-ca-1625-e-4th-st/menu,34.07812,-117.61953
1100126,8736 BASELINE RD,RANCHO CUCAMONGA,CA,91701,(909) 945-1383,https://order.carlsjr.com/location/-ca-8736-baseline-rd/menu,34.121996,-117.61522
1100268,6221 PATS RANCH RD,MIRA LOMA,CA,91752,(951) 739-0916,https://order.carlsjr.com/location/-ca-6221-pats-ranch-rd/menu,33.973952,-117.54426
1100202,4282 MARKET ST,RIVERSIDE,CA,92501,(951) 784-0521,https://order.carlsjr.com/location/-ca-riverside-4282-market-st/menu,33.97791,-117.37826
1100501,2421 SO VINEYARD AVE.,ONTARIO,CA,91761,(909) 947-2594,https://order.carlsjr.com/location/-ca-2421-so-vineyard-ave/menu,34.02966,-117.61049
1100007,4966 FLORENCE AVE,BELL,CA,90201,(323) 771-1097,https://order.carlsjr.com/location/-ca-bell-4966-florence-ave/menu,33.96898,-118.1782
1100018,7200 FIRESTONE BLVD,DOWNEY,CA,90241,(562) 927-0129,http://carlsjr.olo.com/menu/ca-downey-7200-firestone-blvd,33.947296,-118.15433
1100337,5501 TELEGRAPH RD,CITY OF COMMERCE,CA,90040,(323) 725-1386,https://order.carlsjr.com/location/-ca-city-of-commerce-5501-telegraph-rd/menu,34.00799,-118.15621
1100398,5760 IMPERIAL HWY,SOUTH GATE,CA,90280,(562) 861-5435,https://order.carlsjr.com/location/-ca-5760-imperial-hwy/menu,33.929496,-118.16757
1100364,3621 E IMPERIAL HIGHWAY,LYNWOOD,CA,90262,(310) 631-4833,https://order.carlsjr.com/location/-ca-lynwood-3621-e-imperial-highway/menu,33.93156,-118.20382
1100558,2401  E FLORENCE AVENUE,HUNTINGTON PARK,CA,90255,(323) 588-4718,https://order.carlsjr.com/location/-ca-huntington-park-2401-e-florence-avenue/menu,33.97502,-118.22997
1100163,5633 N. WHITTIER BLVD.,EAST LOS ANGELES,CA,90022,(323) 724-5488,https://order.carlsjr.com/location/-ca-los-angeles-5633-n-whittier-blvd/menu,34.01896,-118.14909
1100212,1751 S SOTO ST,LOS ANGELES,CA,90023,(323) 264-4232,https://order.carlsjr.com/location/-ca-los-angeles-1751-s-soto-st/menu,34.01708,-118.22036
1100379,9400 SLAUSON AVENUE,PICO RIVERA,CA,90660,(562) 942-7681,https://order.carlsjr.com/location/-ca-9400-slauson-avenue/menu,33.968226,-118.09701
1100191,9110 IMPERIAL HIGHWAY,DOWNEY,CA,90242,(562) 923-7446,https://order.carlsjr.com/location/-ca-9110-imperial-highway/menu,33.916799,-118.13368
1100440,1439 E GAGE AVE,LOS ANGELES,CA,90001,(323) 588-5324,https://order.carlsjr.com/location/-ca-los-angeles-1439-e-gage-ave/menu,33.98244,-118.24806
1100531,1231 W. AVENIDA CESAR CHAVEZ,MONTEREY PARK,CA,91754,(323) 264-1122,https://order.carlsjr.com/location/-ca-monterey-park-1231-w-avenida-cesar-chavez/menu,34.03831,-118.14677
1100340,14555 LAKEWOOD BLVD,PARAMOUNT,CA,90723,(562) 408-2299,https://order.carlsjr.com/location/-ca-14555-lakewood-blvd/menu,33.901074,-118.14318
1100049,1400 E ROSECRANS AVE,COMPTON,CA,90221,(310) 632-6359,http://carlsjr.olo.com/menu/ca-compton-1400-e-rosecrans-ave,33.90308,-118.20803
1100422,2320 E 4TH ST,LOS ANGELES,CA,90033,(323) 262-2603,https://order.carlsjr.com/location/-ca-los-angeles-2320-e-4th-st/menu,34.04055,-118.21244
1100329,10148 ROSECRANS AVE,BELLFLOWER,CA,90706,(562) 461-2906,https://order.carlsjr.com/location/-ca-bellflower-10148-rosecrans-ave/menu,33.90179,-118.11716
1100466,16229 PARAMOUNT BLVD,PARAMOUNT,CA,90723,(562) 531-8662,https://order.carlsjr.com/location/-ca-16229-paramount-blvd/menu,33.887045,-118.16054
1100256,10409 WHITTIER BLVD.,WHITTIER,CA,90606,(562) 692-3114,https://order.carlsjr.com/location/-ca-whittier-10409-whittier-blvd/menu,33.99295,-118.06768
1100637,1471 N. MONTEBELLO BLVD,MONTEBELLO,CA,90640,(323) 721-9989,https://order.carlsjr.com/location/-ca-montebello-1471-n-montebello-blvd/menu,34.03285,-118.09323
1101487,5151 STATE UNIVERSITY DR,LOS ANGELES,CA,90032,(323) 343-6780,https://order.carlsjr.com/location/-ca-los-angeles-5151-state-university-dr/menu,34.06237,-118.17159
1101757,1315 E WHITESTONE BLVD,CEDAR PARK,TX,78613,(512) 259-5159,https://order.carlsjr.com/location/-tx-cedar-park-1315-e-whitestone-blvd/menu,30.52627,-97.81495
1101854,1039 W UNIVERSITY AVE,GEORGETOWN,TX,78628,(512) 868-0200,https://order.carlsjr.com/location/-tx-georgetown-1039-w-university-ave/menu,30.63243,-97.69847
1102092,6709 US HWY 90,SEALY,TX,77474,(979) 732-2986,,29.742653,-96.330407
1101350,11361 IH 35 S,VON ORMY,TX,78073,(210) 623-5516,,29.310961,-98.617748
1100226,16565 SIERRA LAKES PKWY,FONTANA,CA,92336,(909) 428-2704,https://order.carlsjr.com/location/-ca-16565-sierra-lakes-pkwy/menu,34.138468,-117.44215
1100248,8924 SIERRA AVE,FONTANA,CA,92335,(909) 823-7200,https://order.carlsjr.com/location/-ca-fontana-8924-sierra-ave/menu,34.09173,-117.43621
1100283,620 W FOOTHILL BLVD,RIALTO,CA,92376,(909) 875-2650,https://order.carlsjr.com/location/-ca-620-w-foothill-blvd/menu,34.107246,-117.38188
1100582,2022 N RIVERSIDE AVE,RIALTO,CA,92377,(909) 873-4766,https://order.carlsjr.com/location/-ca-2022-n-riverside-ave/menu,34.138128,-117.37138
1100048,14454 VALLEY BLVD,FONTANA,CA,92335,(909) 429-2226,https://order.carlsjr.com/location/-ca-fontana-14454-valley-blvd/menu,34.07051,-117.48999
1100200,11738 FOOTHILL BLVD,RANCHO CUCAMONGA,CA,91730,(909) 941-0041,https://order.carlsjr.com/location/-ca-11738-foothill-blvd/menu,34.10687,-117.54932
1100643,7359 MILLIKEN AVE,RANCHO CUCAMONGA,CA,91730,(909) 941-3795,https://order.carlsjr.com/location/-ca-7359-milliken-ave/menu,34.120316,-117.55808
1100428,1334 S RIVERSIDE AVE,RIALTO,CA,92376,(909) 562-0113,https://order.carlsjr.com/location/-ca-1334-s-riverside-ave/menu,34.07674,-117.3708
1100390,4453 MILLS CIRCLE,ONTARIO,CA,91764,(909) 476-0053,https://order.carlsjr.com/location/-ca-4453-mills-circle/menu,34.076798,-117.55483
1100653,4424 UNIVERSITY PARKWAY,SAN BERNARDINO,CA,92407,(909) 473-1066,https://order.carlsjr.com/location/-ca-san-bernardino-4424-university-parkway/menu,34.16912,-117.33324
1100236,9756 19TH ST,ALTA LOMA,CA,91737,(909) 987-6186,https://order.carlsjr.com/location/-ca-9756-19th-st/menu,34.133171,-117.59222
1100668,4555 E JURUPA ST,ONTARIO,CA,91761,(909) 605-0506,https://order.carlsjr.com/location/-ca-ontario-4555-e-jurupa-st/menu,34.04847,-117.55374
1100541,10100 BEN NEVIS BLVD,RIVERSIDE,CA,92509,(951) 360-1249,https://order.carlsjr.com/location/-ca-10100-ben-nevis-blvd/menu,34.017929,-117.50463
1101412,3610 S RIVERSIDE AVE,BLOOMINGTON,CA,92316,(951) 824-5199,https://order.carlsjr.com/location/-ca-bloomington-3610-s-riverside-ave/menu,34.037272,-117.36736
1100126,8736 BASELINE RD,RANCHO CUCAMONGA,CA,91701,(909) 945-1383,https://order.carlsjr.com/location/-ca-8736-baseline-rd/menu,34.121996,-117.61522
1100081,524 INLAND CENTER DR,SAN BERNARDINO,CA,92408,(909) 884-5514,https://order.carlsjr.com/location/-ca-524-inland-center-dr/menu,34.091518,-117.29512
1100204,1625 E 4TH ST,ONTARIO,CA,91764,(909) 984-0949,https://order.carlsjr.com/location/-ca-1625-e-4th-st/menu,34.07812,-117.61953
1100116,1915 N CAMPUS AVE,UPLAND,CA,91784,(909) 920-5380,https://order.carlsjr.com/location/-ca-1915-n-campus-ave/menu,34.132993,-117.63805
1102773,293 E 40TH ST,SAN BERNARDINO,CA,92404,(909) 881-1775,https://order.carlsjr.com/location/-ca-san-bernardino-293-e-40th-st/menu,34.16466,-117.27951
1100134,688 E FOOTHILL BLVD,UPLAND,CA,91786,(909) 920-6641,https://order.carlsjr.com/location/-ca-688-e-foothill-blvd/menu,34.106519,-117.64287
1101351,8800 S POLK ST,DALLAS,TX,75232,(972) 228-1840,,32.640968,-96.839305
1101566,2500 S INTERSTATE HIGHWAY 45 RD,HUTCHINS,TX,75141,(972) 225-3560,,32.624054,-96.693883
1102389,1021 DALE EVANS DR,ITALY,TX,76651,(972) 483-1657,,32.194254,-96.898694
1101360,1990 E I30,ROCKWALL,TX,75087,(972) 722-3068,,32.918212,-96.419268
1101380,715 S CENTRAL EXPY,ANNA,TX,75409,(972) 924-3934,,33.345164,-96.584189
1101219,1221 S OAK,VAN,TX,75790,(903) 963-3306,,32.508312,-95.642494
1102662,1201 S HILLCREST,SULPHUR SPRINGS,TX,75482,(903) 438-1803,,33.117431,-95.636768
1101646,1306 MEMORIAL DR,MARIETTA,OK,73448,(580) 276-4979,,33.941009,-97.131978
1101645,1305 W MAIN ST,DURANT,OK,74701,(580) 924-7340,,33.99405,-96.390725
1100144,14208 HAWTHORNE BLVD,HAWTHORNE,CA,90250,(310) 675-2129,https://order.carlsjr.com/location/-ca-14208-hawthorne-blvd/menu,33.902664,-118.35202
1100599,5315 ROSECRANS,HAWTHORNE,CA,90250,(310) 643-6330,https://order.carlsjr.com/location/-ca-5315-reosecrans/menu,33.902155,-118.37251
1100532,3300 W CENTURY BLVD,INGLEWOOD,CA,90303,(310) 672-2742,https://order.carlsjr.com/location/-ca-3300-w-century-blvd/menu,33.945161,-118.32878
1101133,11224 S WESTERN AVE,LOS ANGELES,CA,90047,(323) 242-0011,https://order.carlsjr.com/location/-ca-los-angeles-11224-s-western-ave/menu,33.931877,-118.30851
1100066,2210 W REDONDO BEACH BLVD,TORRANCE,CA,90504,(310) 323-1472,https://order.carlsjr.com/location/-ca-2210-w-redondo-beach-blvd/menu,33.885355,-118.31822
1100408,5625 W CENTURY BLVD,LOS ANGELES,CA,90045,(310) 216-9306,https://order.carlsjr.com/location/-ca-los-angeles-5625-w-century-blvd/menu,33.94585,-118.37982
