county,city,lat,lon
El Dorado,"Diamond Springs, El Dorado",38.694722,-120.815
El Dorado,El Dorado Hills,38.685833,-121.082222
El Dorado,"El Dorado, Diamond Springs",38.694722,-120.815
El Dorado,Greater Placerville,38.729721999999995,-120.79861100000001
El Dorado,Greater Placerville Area,38.729721999999995,-120.79861100000001
El Dorado,Lake Tahoe Region,38.939926,-119.9771868
El Dorado,North County,38.9961405,-120.3060706
El Dorado,"Pollock Pines, Camino, Kyburz",38.761292299999994,-120.5865935
El Dorado,"Shingle Springs, Cameron Park, Rescue",38.668889,-120.987222
El Dorado,South County,38.5812956,-120.57326029999999
El Dorado,Tahoe Region,38.939926,-119.9771868
Fresno,Auberry,37.066111,-119.401944
Fresno,Biola,36.802306,-120.01717
Fresno,Cantua Creek,36.501389,-120.31638899999999
Fresno,Caruthers,36.542564,-119.834562
Fresno,Clovis,36.825278000000004,-119.703056
Fresno,Coalinga,36.139722,-120.36027800000001
Fresno,Del Rey,36.659187,-119.593694
Fresno,Dunlap,36.737991,-119.120898
Fresno,Firebaugh,36.858889000000005,-120.456111
Fresno,Five Points,36.428874,-120.10244099999998
Fresno,Fowler,36.633333,-119.683333
Fresno,Fresno,36.75,-119.766667
Fresno,Friant,36.987778000000006,-119.71194399999999
Fresno,Huron,36.202778,-120.10305600000001
Fresno,Kerman,36.723611,-120.06
Fresno,Kingsburg,36.513889,-119.55388899999998
Fresno,Laton,36.433282,-119.68668600000001
Fresno,Mendota,36.753611,-120.381667
Fresno,Orange Cove,36.624444,-119.31361100000001
Fresno,Other,,
Fresno,Parlier,36.611667,-119.526944
Fresno,Pinedale,36.842778,-119.79
Fresno,Prather,37.0375,-119.51388899999999
Fresno,Raisin City,36.6025,-119.90416699999999
Fresno,Reedley,36.596389,-119.450278
Fresno,Riverdale,36.431111,-119.859444
Fresno,San Joaquin,36.606667,-120.189167
Fresno,Sanger,36.708056,-119.555833
Fresno,Selma,36.570833,-119.611944
Fresno,Squaw Valley,36.740263,-119.246779
Fresno,Tollhouse,37.018889,-119.39916699999999
Fresno,Tranquility,36.64803,-120.252068
Fresno,Tranquillity,36.648889000000004,-120.252778
Humboldt,Greater Humboldt Bay Area,40.769721999999994,-124.142778
Humboldt,Northern Humboldt,41.188056,-123.70833300000001
Humboldt,Southern Humboldt,40.234722,-123.82361100000001
Imperial,92004,33.2566501,-116.3749797
Imperial,92222,32.789371,-114.560561
Imperial,92225,33.525304399999996,-114.6560685
Imperial,92227,33.000107799999995,-115.3311689
Imperial,92231,32.682647100000004,-115.57995030000001
Imperial,92233,33.1904717,-115.61547320000001
Imperial,92243,32.783359000000004,-115.57746000000002
Imperial,92244,32.79475,-115.692714
Imperial,92249,32.728313199999995,-115.491124
Imperial,92250,32.7674331,-115.23634080000001
Imperial,92251,32.8491869,-115.7338502
Imperial,92257,33.3365588,-115.3311689
Imperial,92259,32.686530600000005,-115.9940986
Imperial,92266,33.3342668,-114.9516869
Imperial,92273,32.790837800000006,-115.69390359999998
Imperial,92274,33.5658807,-116.1832068
Imperial,92275,33.248298,-115.82851529999999
Imperial,92281,33.065678399999996,-115.58587109999999
Imperial,92283,32.9005186,-114.8092691
Imperial,92243 / 92244,32.7538822,-115.59179180000001
Kern,93203: Arvin,35.196467,-118.84597609999999
Kern,93205: Bodfish,35.5689243,-118.5088751
Kern,93206: Buttonwillow,35.4186238,-119.4743795
Kern,93215: Delano,35.754264,-119.304631
Kern,93220: Edison,35.346399600000005,-118.8759216
Kern,93222: Pine Mountain Club,34.843182899999995,-119.206571
Kern,93224: Fellows,35.1784933,-119.55649679999999
Kern,93225: Frazier Park,34.810421999999996,-118.9904443
Kern,93226: Glennville,35.7235288,-118.72974609999999
Kern,93238: Kernville,35.733110499999995,-118.5044476
Kern,93240: Lake Isabella,35.637717200000004,-118.5185295
Kern,93241: Lamont,35.2633742,-118.93077509999999
Kern,93243: Lebec,34.8401739,-118.9344886
Kern,93249: Lost Hills,35.6337652,-119.70956699999999
Kern,93250: Mc Farland,35.6780532,-119.28461850000001
Kern,93251: Mc Kittrick,35.2954363,-119.6426706
Kern,93252: Maricopa,35.0508717,-119.42384369999999
Kern,93255: Onyx,35.6874316,-118.2494064
Kern,93263: Shafter,35.481604,-119.29457659999998
Kern,93268: Taft,35.1260491,-119.4689529
Kern,93276: Tupman,35.2993102,-119.36440120000002
Kern,93280: Wasco,35.584960200000005,-119.4068185
Kern,93283: Weldon,35.64363170000001,-118.38414750000001
Kern,93285: Wofford Heights,35.7105581,-118.51166289999999
Kern,93287: Woody,35.703491,-118.836405
Kern,93301: Bakersfield,35.3874,-119.0169
Kern,93304: Bakersfield,35.3441,-119.0285
Kern,93305: Bakersfield,35.3965,-118.98200000000001
Kern,93306: Bakersfield,35.4516,-118.7898
Kern,93307: Bakersfield,35.2421,-118.9762
Kern,93308: Bakersfield,35.5217,-118.9063
Kern,93309: Bakersfield,35.3516,-119.0576
Kern,93311: Bakersfield,35.1269,-119.1856
Kern,93312: Bakersfield,35.3734,-119.1274
Kern,93313: Bakersfield,35.1091,-119.0227
Kern,93314: Bakersfield,35.3821,-119.2088
Kern,93501: Mojave,35.023790999999996,-118.19448799999999
Kern,93505: California City,35.16675,-117.879958
Kern,93516: Boron,35.018887,-117.670056
Kern,93518: Caliente,35.291222999999995,-118.628869
Kern,93519: Cantil,35.306886999999996,-117.96651499999999
Kern,93523: Edwards,34.971263,-117.862804
Kern,93524: Edwards,34.931746999999994,-117.908625
Kern,93527: Inyokern,35.640156,-117.80511299999999
Kern,93528: Johannesburg,35.371534000000004,-117.64282299999999
Kern,93531: Keene,35.219588,-118.562992
Kern,93554: Randsburg,35.368192,-117.658249
Kern,93555: Ridgecrest,35.6225,-117.670833
Kern,93560: Rosamond,34.857685,-118.219949
Kern,93561: Tehachapi,35.129115000000006,-118.44768700000002
Kern,Arvin,35.209167,-118.828333
Kern,Bakersfield,35.366667,-119.016667
Kern,Bakersfield East,35.4516124,-118.7897558
Kern,Bakersfield West,35.382088,-119.2088303
Kern,Bodfish,35.588056,-118.49194399999999
Kern,Boron,34.999444,-117.649722
Kern,Buttonwillow,35.400556,-119.469444
Kern,Caliente,35.291111,-118.627778
Kern,California City,35.125833,-117.98583300000001
Kern,Delano,35.768889,-119.246944
Kern,Desert,35.3028869,-117.94833190000001
Kern,Edison,35.3475,-118.87166699999999
Kern,Edwards,34.926111,-117.935
Kern,Fellows,35.178611,-119.54111100000001
Kern,Frazier Park,34.822778,-118.944722
Kern,Glennville,35.728889,-118.70361100000001
Kern,Inyokern,35.646944,-117.8125
Kern,Keene,35.223611,-118.56222199999999
Kern,Kernville,35.754721999999994,-118.425278
Kern,Lake Isabella,35.618056,-118.473056
Kern,Lamont,35.259722,-118.91416699999999
Kern,Lebec,34.8400883,-118.9696804
Kern,Lost Hills,35.616389,-119.694167
Kern,Maricopa,35.058889,-119.400833
Kern,Mc Farland,35.678056,-119.22916699999999
Kern,McFarland,35.678056,-119.22916699999999
Kern,Mojave,35.0525,-118.17388899999999
Kern,Mountain,35.4008617,-118.4396756
Kern,Pine Mountain Club,34.846944,-119.156667
Kern,Ridgecrest,35.6225,-117.670833
Kern,Rosamond,34.864167,-118.16333300000001
Kern,Shafter,35.500556,-119.271667
Kern,Taft,35.1425,-119.45638899999999
Kern,Tehachapi,35.132222,-118.448889
Kern,Tupman,35.298056,-119.35111100000002
Kern,Valley,35.428380100000005,-119.48756680000001
Kern,Wasco,35.594167,-119.340833
Kern,Weldon,35.665833,-118.290278
Kern,Wofford Heights,35.706944,-118.456111
Kern,Woody,35.704167,-118.834167
Kings,Armona,36.315187,-119.70872800000001
Kings,Avenal,36.004087,-120.128876
Kings,Corcoran,36.097923,-119.560654
Kings,Hanford,36.327428000000005,-119.64573
Kings,Kettleman City,36.008623,-119.96000500000001
Kings,Lemoore,36.300838,-119.78299299999999
Kings,Stratford,36.189369,-119.82248500000001
Long Beach,90755: Long Beach,33.801783,-118.168691
Long Beach,90802: Long Beach,33.769156,-118.19400300000001
Long Beach,90803: Long Beach,33.760214000000005,-118.139478
Long Beach,90804: Long Beach,33.782746,-118.155654
Long Beach,90805: Long Beach,33.866265999999996,-118.177401
Long Beach,90806: Long Beach,33.804491999999996,-118.19574899999999
Long Beach,90807: Long Beach,33.832434,-118.18210400000001
Long Beach,90808: Long Beach,33.823521,-118.113299
Long Beach,90810: Long Beach,33.810148,-118.216885
Long Beach,90813: Long Beach,33.783221999999995,-118.18775900000001
Long Beach,90814: Long Beach,33.771725,-118.14479299999999
Long Beach,90815: Long Beach,33.796833,-118.117951
Long Beach,90822: Long Beach,33.778895,-118.11826200000002
Long Beach,90840: Long Beach,33.781865,-118.1200822
Pasadena,91101: Pasadena,34.14661495,-118.1388691
Pasadena,91103: Pasadena,34.16684728,-118.1648246
Pasadena,91104: Pasadena,34.16802847,-118.1234487
Pasadena,91105: Pasadena,34.13985074,-118.167933
Pasadena,91106: Pasadena,34.13906404,-118.1276007
Pasadena,91107: Pasadena,34.15885455,-118.08723640000001
Los Angeles,Athens,33.92348,-118.303
Los Angeles,Florence,33.974540000000005,-118.26899999999999
Madera,Reporting Area A,36.9,-120.228219
Madera,Reporting Area B,37.116667,-120.266667
Madera,Reporting Area C,36.961389000000004,-120.060833
Madera,Reporting Area D,37.328056,-119.64944399999999
Marin,Alto,37.904404,-122.525493
Marin,Belvedere,37.872669,-122.46449799999999
Marin,Black Point-Green Point,38.114795,-122.517255
Marin,Bolinas,37.909209999999995,-122.686568
Marin,Central Marin,37.948611,-122.524722
Marin,Corte Madera,37.925496,-122.528263
Marin,Dillon Beach,38.250583,-122.96665700000001
Marin,Fairfax,37.987086,-122.58867099999999
Marin,Inverness,38.101176,-122.857675
Marin,Kentfield,37.952244,-122.55746200000002
Marin,Lagunitas-Forest Knolls,38.013861,-122.68946899999999
Marin,Larkspur,37.933963,-122.535352
Marin,Lucas Valley-Marinwood,38.035712,-122.565905
Marin,Marin City,37.868567999999996,-122.509146
Marin,Mill Valley,37.906040999999995,-122.545156
Marin,Muir Beach,37.862086,-122.580898
Marin,Nicasio,38.061577,-122.699146
Marin,Novato,38.106956,-122.570457
Marin,Novato: 94945,38.133765000000004,-122.57829699999999
Marin,Novato 94947,38.133287,-122.67613700000001
Marin,Novato: 94947,38.133287,-122.67613700000001
Marin,Novato: 94949,38.061859000000005,-122.526894
Marin,Novato: Zip Code 94945,38.117065000000004,-122.56316000000001
Marin,Novato: Zip Code 94947,38.098221,-122.59808999999998
Marin,Novato: Zip Code 94949,38.06317,-122.54111
Marin,Point Reyes Station,38.068504,-122.807184
Marin,Ross,37.962559999999996,-122.555619
Marin,San Anselmo,37.974403,-122.56166699999999
Marin,San Anselmo and Fairfax,37.974722,-122.56166699999999
Marin,San Geronimo,38.013109,-122.664097
Marin,San Quentin,37.942256,-122.487025
Marin,San Rafael,37.973459999999996,-122.531979
Marin,San Rafael: 94901,38.020468,-122.5719336
Marin,San Rafael: 94901,37.979807,-122.50053
Marin,San Rafael: 94903,38.020468,-122.549155
Marin,San Rafael: Zip Code 94901,37.972423,-122.51483999999999
Marin,San Rafael: Zip Code 94903,38.019022,-122.54588999999999
Marin,Santa Venetia,37.998178,-122.52293999999999
Marin,Sausalito,37.858934999999995,-122.485294
Marin,Sleepy Hollow,38.010059000000005,-122.588172
Marin,Southern Marin,37.873611,-122.456667
Marin,Stinson Beach,37.900447,-122.6447
Marin,Strawberry,37.89778,-122.508804
Marin,Tamalpais-Homestead Valley,37.876045,-122.5312
Marin,Tiburon,37.873571999999996,-122.45614099999999
Marin,Tomales,38.24654,-122.904946
Marin,West Marin,38.069167,-122.806944
Marin,Woodacre,38.012655,-122.64540500000001
Mendocino,North Coast,39.738402,-123.817676
Mendocino,North County,39.865833,-123.71416699999999
Mendocino,South Coast,38.929444000000004,-123.709722
Mendocino,South County,39.032328,-123.384992
Mendocino,Ukiah Valley,39.150278,-123.207778
Mendocino,Ukiah Area,39.150278,-123.207778
Merced,Atwater,37.347778000000005,-120.609167
Merced,Delhi,37.432221999999996,-120.77861100000001
Merced,Dos Palos,36.983333,-120.63333300000001
Merced,East,37.3,-120.483333
Merced,Gustine,37.257778,-120.99888899999999
Merced,Hilmar,37.408611,-120.850278
Merced,Le Grand / Planada,37.228611,-120.248333
Merced,Le Grand Planada,37.228611,-120.248333
Merced,Le Grand/Planade,37.228611,-120.248333
Merced,Le Grand/Planada,37.228611,-120.248333
Merced,Livingston,37.386944,-120.723611
Merced,Los Banos,37.058333000000005,-120.85
Merced,Merced,37.3,-120.483333
Merced,West,37.058333000000005,-120.85
Merced,Winton,37.388333,-120.61333300000001
Mono,Mammoth Lakes,37.648610999999995,-118.971944
Mono,Mammoth Lakes Region,37.648610999999995,-118.971944
Mono,North & Central,38.016591,-119.00931200000001
Mono,North and Central Region,38.016591,-119.00931200000001
Mono,South,37.561389,-118.68111100000002
Mono,South County Region,37.561389,-118.68111100000002
Mono,Marine Warfare Training Center,38.359167,-119.5125
Monterey,North County,36.775833,-121.669722
Monterey,Peninsula and Big Sur Area,36.555278,-121.92333300000001
Monterey,Peninsula/Big Sur,36.615813,-121.83461000000001
Monterey,Salinas,36.677778,-121.655556
Monterey,Salinas Area,36.677778,-121.655556
Monterey,South County,36.020556,-120.90527800000001
Napa,American Canyon,38.17963399,-122.2583493
Napa,Angwin,38.57722765,-122.4499879
Napa,Between St Helena and Calistoga,38.54279564,-122.52753659999999
Napa,Between St Helena and Yountville Area,38.458611,-122.42138899999999
Napa,Between Yountville and St Helena,38.44638342,-122.4163884
Napa,Calistoga,38.58175696,-122.58247659999998
Napa,Chiles Valley Area,38.52965493,-122.34475559999998
Napa,Deer Park,38.53630774,-122.46704299999999
Napa,Deer Park/Angwin,38.5353617,-122.48766299999998
Napa,East Napa Area,38.37579583,-122.21112649999999
Napa,Lake Berryessa,38.62211365,-122.23735690000001
Napa,Napa,38.2859417,-122.3599985
Napa,North Calistoga,38.62339193,-122.5745986
Napa,Northeast American Canyon,38.19752026,-122.22488419999999
Napa,Northeast American Canyon Area,38.19752026,-122.22488419999999
Napa,Pope Valley Area,38.67932868,-122.4166257
Napa,Saint Helena,38.5047968,-122.48313759999999
Napa,South Napa Area,38.1997,-122.3163
Napa,St. Helena,38.50623965,-122.46819009999999
Napa,Town of Yountville,38.39642544,-122.3671095
Napa,West Napa and Yountville Area,38.36330172,-122.38077
Napa,West Napa Area,38.28391006,-122.35301880000002
Napa,Yountville,38.39642544,-122.3671095
Nevada,95602,38.976836999999996,-121.09142
Nevada,95712,39.145764,-120.96725500000001
Nevada,95724,39.26599,-120.64145
Nevada,95728,39.311156,-120.41038999999999
Nevada,95924,39.199754,-121.02414399999999
Nevada,95927,39.809273,-121.94008600000001
Nevada,95945,39.221639,-121.06166499999999
Nevada,95946,39.19741,-121.190243
Nevada,95949,39.106203,-121.13156200000002
Nevada,95959,39.283254,-121.01628899999999
Nevada,95960,39.367443,-121.105093
Nevada,95975,39.229085999999995,-121.148416
Nevada,95977,39.193220000000004,-121.28975
Nevada,95978,39.906141,-121.525915
Nevada,95986,39.361486,-120.79501200000001
Nevada,96111,39.392752,-120.021212
Nevada,96160,39.329874,-120.18043999999999
Nevada,96161,39.342222,-120.20361100000001
Nevada,96162,39.320596,-120.298198
Nevada,95602: Auburn,38.976836999999996,-121.09142
Nevada,95712: Chicago Park,39.145764,-120.96725500000001
Nevada,95724: Norden,39.26599,-120.64145
Nevada,95728: Soda Springs,39.311156,-120.41038999999999
Nevada,95924: Cedar Ridge,39.199754,-121.02414399999999
Nevada,95945: Grass Valley,39.221639,-121.06166499999999
Nevada,95946: Penn Valley,39.19741,-121.190243
Nevada,95949: Grass Valley,39.106203,-121.13156200000002
Nevada,95959: Nevada City,39.283254,-121.01628899999999
Nevada,95960: North San Juan,39.367443,-121.105093
Nevada,95975: Rough And Ready,39.229085999999995,-121.148416
Nevada,95977: Smartville,39.193220000000004,-121.28975
Nevada,95986: Washington,39.361486,-120.79501200000001
Nevada,96111: Floriston,39.392752,-120.021212
Nevada,96160: Truckee,39.329874,-120.18043999999999
Nevada,96161: Truckee,39.342222,-120.20361100000001
Nevada,96162: Truckee,39.320596,-120.298198
Nevada,East County,39.342222,-120.20361100000001
Nevada,West County,39.261389,-121.018611
Orange,Aliso Viejo,33.5684605,-117.7262981
Orange,Anaheim,33.836110999999995,-117.88972199999999
Orange,Brea,33.916475,-117.9002918
Orange,Buena Park,33.8674044,-117.99813870000001
Orange,Corona Del Mar,33.6022511,-117.90075890000001
Orange,Costa Mesa,33.6638439,-117.9047429
Orange,Coto de Caza,33.595833,-117.587778
Orange,Cypress,33.816936600000005,-118.0368507
Orange,Dana Point,33.467458,-117.698912
Orange,Fountain Valley,33.720285,-117.95624299999999
Orange,Fullerton,33.871972,-117.925205
Orange,Garden Grove,33.77322,-117.94063899999999
Orange,Huntington Beach,33.692778000000004,-118.00027800000001
Orange,Irvine,33.686501899999996,-117.8436004
Orange,La Habra,33.9262458,-117.96535859999999
Orange,La Palma,33.8463218,-118.0461393
Orange,Ladera Ranch,33.5508054,-117.654344
Orange,Laguna Beach,33.542718900000004,-117.7853568
Orange,Laguna Hills,33.591643299999994,-117.69866040000001
Orange,Laguna Niguel,33.5292489,-117.7414503
Orange,Laguna Woods,33.610170200000006,-117.7251162
Orange,Lake Forest,33.656746399999996,-117.70868909999999
Orange,Los Alamitos,33.80320089999999,-118.0718894
Orange,Los Alamitos,33.80307,-118.06548000000001
Orange,Midway City,33.7447,-117.98700000000001
Orange,Mission Viejo,33.6019997,-117.7306094
Orange,Newport Beach,33.6179895,-117.9407775
Orange,Orange,33.8076142,-117.8874648
Orange,Other,,
Orange,Placentia,33.88189439999999,-117.8858348
Orange,Rancho Mission Viejo,33.6,-117.61
Orange,Rancho Santa Margarita,33.627933299999995,-117.63024809999999
Orange,Rossmoor,33.788889000000005,-118.079722
Orange,San Clemente,33.437778,-117.620278
Orange,San Juan Capistrano,33.506333500000004,-117.6838936
Orange,Santa Ana,33.740833,-117.88138899999998
Orange,Seal Beach,33.759167,-118.0825
Orange,Silverado,33.746109999999994,-117.63611000000002
Orange,Stanton,33.7947396,-118.0104615
Orange,Trabuco Canyon,33.665508100000004,-117.5869862
Orange,Tustin,33.7335124,-117.8367138
Orange,Villa Park,33.8140062,-117.8220723
Orange,Westminster,33.746996,-118.02907809999999
Orange,Yorba Linda,33.89089370000001,-117.8346808
Placer,East Placer,39.20555,-120.20039799999999
Placer,Mid Placer,39.064633,-120.763323
Placer,South Placer,38.881984,-121.302209
Plumas,Chester/Lake Almanor,40.3025,-121.23472199999999
Plumas,East area,39.810278000000004,-120.46972199999999
Plumas,Eastern area,39.810278000000004,-120.46972199999999
Plumas,Indian Valley,40.0810027,-120.88578740000001
Plumas,Northern area,40.14,-120.95138899999999
Plumas,Southern area,39.935278000000004,-120.90777800000001
Plumas,Western area,40.3025,-121.23472199999999
Riverside,Anza,33.549091499999996,-116.6389077
Riverside,Banning,33.968698100000005,-116.95564679999998
Riverside,Beaumont,33.8963416,-117.0610653
Riverside,Bermuda Dunes,33.742799100000006,-116.2891752
Riverside,Blythe,33.610393,-114.588902
Riverside,Cabazon,33.909167,-116.76638899999999
Riverside,Calimesa,33.9791455,-117.0959058
Riverside,Canyon Lake,33.6923012,-117.27683359999999
Riverside,Cathedral City,33.8225833,-116.5349223
Riverside,Cherry Valley,33.9725153,-116.97724840000002
Riverside,Coachella,33.6860586,-116.1824253
Riverside,Corona,33.859320200000006,-117.64881580000001
Riverside,Coronita,33.875833,-117.61138899999999
Riverside,Desert Edge,33.921539,-116.4405378
Riverside,Desert Hot Springs,33.9616336,-116.6153398
Riverside,Desert Palms,33.7222445,-116.37445559999999
Riverside,East Hemet,33.7367527,-116.95851609999998
Riverside,East Region,33.751445000000004,-115.53469199999999
Riverside,Eastvale,33.9713049,-117.65214990000001
Riverside,El Cerrito,33.836026700000005,-117.52294369999998
Riverside,El Sobrante,33.8724624,-117.4611697
Riverside,French Valley,33.5834607,-117.12432749999999
Riverside,Garnet,33.9019598,-116.54556880000001
Riverside,Good Hope,33.764741799999996,-117.2669825
Riverside,Green Acres,33.7380583,-117.09306959999999
Riverside,Hemet,33.7257946,-117.06018490000001
Riverside,Home Gardens,33.8812647,-117.5234763
Riverside,Homeland,33.741944000000004,-117.11333300000001
Riverside,Idyllwild-Pine Cove,33.743539399999996,-116.76246640000001
Riverside,Indian Wells,33.7074091,-116.3693689
Riverside,Indio,33.718907,-116.215422
Riverside,Indio Hills,33.831128,-116.23139579999999
Riverside,Julian,33.073603999999996,-116.59146799999999
Riverside,Jurupa Valley,33.992043599999995,-117.52921440000001
Riverside,La Quinta,33.660873200000005,-116.34479640000002
Riverside,Lake Elsinore,33.6884737,-117.38781029999998
Riverside,Lake Mathews,33.825,-117.368333
Riverside,Lakeland Village,33.6410023,-117.36506750000001
Riverside,Lakeview,33.838611,-117.11805600000001
Riverside,Mead Valley,33.837218799999995,-117.29636059999999
Riverside,Meadowbrook,33.7245899,-117.3013061
Riverside,Mecca,33.576657,-116.0850068
Riverside,Menifee,33.69235220000001,-117.2584983
Riverside,Mesa Verde,33.595833,-114.73166699999999
Riverside,Mid Region,33.701151,-116.80172900000001
Riverside,Moreno Valley,33.9217747,-117.2624659
Riverside,Murrieta,33.5774402,-117.2684804
Riverside,Norco,33.9278599,-117.59511640000001
Riverside,North Shore,33.512778000000004,-115.927222
Riverside,Nuevo,33.805508700000004,-117.14735859999999
Riverside,Oasis,33.461632,-116.0979
Riverside,Palm Desert,33.729027,-116.382825
Riverside,Palm Springs,33.7715534,-116.70403059999998
Riverside,Perris,33.7919732,-117.29119990000001
Riverside,Rancho Mirage,33.769852,-116.4680504
Riverside,Riverside,33.945995700000005,-117.46956780000001
Riverside,Romoland,33.745833000000005,-117.175
Riverside,San Jacinto,33.79460460000001,-117.0242679
Riverside,Sky Valley,33.89124008,-116.3550501
Riverside,South Region,33.569387,-117.223298
Riverside,Temecula,33.501366,-117.15726399999998
Riverside,Temescal Valley,33.7666063,-117.4959577
Riverside,Thermal,33.6402638,-116.14223529999998
Riverside,Thousand Palms,33.820018299999994,-116.39028870000001
Riverside,Valle Vista,33.74360662,-116.88711529999999
Riverside,Vista Santa Rosa,33.6225,-116.2125
Riverside,Warm Springs,33.6797435,-117.3286506
Riverside,West Region,33.871168,-117.34128999999999
Riverside,Wildomar,33.6161519,-117.29358549999999
Riverside,Winchester,33.707778000000005,-117.08694399999999
Riverside,Woodcrest,33.8870641,-117.4059561
Sacramento,Citrus Heights,38.7,-121.28333300000001
Sacramento,City of Sacramento,38.581666999999996,-121.494444
Sacramento,Elk Grove,38.438333,-121.38194399999999
Sacramento,Folsom,38.672222,-121.15777800000001
Sacramento,Galt,38.260833,-121.30305600000001
Sacramento,Isleton,38.161944,-121.609167
Sacramento,Outside of cities,,
Sacramento,Rancho Cordova,38.589166999999996,-121.302778
Sacramento,Sacramento,38.581666999999996,-121.494444
San Bernardino,Adelanto,34.5912541,-117.5608606
San Bernardino,Alta Loma,34.1222317,-117.59810859999999
San Bernardino,Angelus Oaks,34.145833,-116.9825
San Bernardino,Apple Valley,34.5008311,-117.18587590000001
San Bernardino,Arrowbear,34.210833,-117.08333300000001
San Bernardino,Baker,35.275833,-116.06583300000001
San Bernardino,Baldy Mesa,34.459167,-117.450278
San Bernardino,Barstow,34.89579570000001,-117.01728259999999
San Bernardino,Big Bear City,34.26111829999999,-116.84503000000001
San Bernardino,Big Bear Lake,34.243896299999996,-116.9114215
San Bernardino,Big River,34.133889,-114.369722
San Bernardino,Bloomington,34.07029,-117.39587970000001
San Bernardino,Blue Jay,34.2440268,-117.21686299999999
San Bernardino,Cedar Glen,34.253889,-117.165
