id,address,city,state,zip,latitude,longitude,phone,storeStatusCode,timezoneId
11392,3101 BALDWIN PARK BOULEVARD,BALDWIN PARK,CA,91706,34.0695648,-117.9802197,6269627900,OP,US/Pacific
8419,5970 CORPORATE AVE,CYPRESS,CA,90630,33.8073805,-118.0288643,7142269686,OP,US/Pacific
1294,190 WEST FOOTHILL BLVD,MONROVIA,CA,91016,34.1510188,-118.0029065,6263577971,OP,US/Pacific
11919,11430 BEACH BLVD,STANTON,CA,90680,33.7965061,-117.9924318,7146224373,OP,US/Pacific
4289,6181 SEPULVEDA BLVD,VAN NUYS,CA,91411,34.1826714,-118.4665351,8187872072,OP,US/Pacific
7556,680 N. EUCLID AVE.,ANAHEIM,CA,92801,33.8411832,-117.9413085,7147765512,OP,US/Pacific
11069,2300 S. AZUSA AVENUE,WEST COVINA,CA,91792,34.0353917,-117.912538,6269644740,OP,US/Pacific
11802,15732 ARROW HIGHWAY,IRWINDALE,CA,91706,34.1065474,-117.937321,6263381977,OP,US/Pacific
848,10040 CHAPMAN AVE.,GARDEN GROVE,CA,92840,33.7883153,-117.9578315,7145346433,OP,US/Pacific
8821,14645 ROSCOE BLVD.,PANORAMA CITY,CA,91402,34.2218884,-118.45119,8188940659,OP,US/Pacific
1664,2810 EAST IMPERIAL,FULLERTON,CA,92835,33.910081,-117.8813964,7149904801,OP,US/Pacific
846,16082 GOLDENWEST ST.,HUNTINGTON BEACH,CA,92647,33.7292139,-118.0063605,7148483993,OP,US/Pacific
9620,1012 N. STATE COLLEGE BLVD.,ANAHEIM,CA,92806,33.848018,-117.8888673,7147768688,OP,US/Pacific
9845,17684 SHERMAN WAY,VAN NUYS,CA,91406,34.2007741,-118.5183047,8183423975,OP,US/Pacific
9079,970 E. BADILLO,COVINA,CA,91724,34.0859341,-117.8705838,6268581956,OP,US/Pacific
9847,19317 SHERMAN WAY,RESEDA,CA,91335,34.201396,-118.5539123,8188821530,OP,US/Pacific
12585,706 W ROUTE 66,GLENDORA,CA,91740,34.12864,-117.877274,9092757468,OP,US/Pacific
10704,3739 W. CHAPMAN AVE.,ORANGE,CA,92868,33.7893485,-117.8920582,7143851665,OP,US/Pacific
845,17940 BROOKHURST AVE,FOUNTAIN VALLEY,CA,92708,33.7026174,-117.9538375,7149642022,OP,US/Pacific
9077,22611 VENTURA BLVD.,WOODLAND HILLS,CA,91364,34.1677348,-118.6192905,8182251038,OP,US/Pacific
9837,18507 DEVONSHIRE STREET,NORTHRIDGE,CA,91324,34.2575837,-118.5370622,8183664561,OP,US/Pacific
8603,1325 S LONEHILL AVE.,GLENDORA,CA,91740,34.1152865,-117.8294276,9093947414,OP,US/Pacific
1287,3077 W TEMPLE AVE,POMONA,CA,91766,34.0438304,-117.8017989,9095985681,OP,US/Pacific
3622,1237 N. TUSTIN,ORANGE,CA,92867,33.8083655,-117.8354529,7147713754,OP,US/Pacific
3043,1737 E 17TH ST,SANTA ANA,CA,92705,33.7602327,-117.8426883,7148340562,OP,US/Pacific
8839,13005 PEYTON DRIVE,CHINO HILLS,CA,91709,34.0161196,-117.744729,9099020205,OP,US/Pacific
8057,13922 REDHILL AVENUE,TUSTIN,CA,92780,33.7336987,-117.8144803,7146690871,OP,US/Pacific
8432,14165 PIPELINE AVENUE,CHINO,CA,91710,33.99552,-117.7147172,9095484371,OP,US/Pacific
12804,5180 BIRCH ST,NEWPORT BEACH,CA,92660,33.664536,-117.85646,9495541567,OP,US/Pacific
12289,15931 POMONA RINCON ROAD,CHINO HILLS,CA,91709,33.966921,-117.69128,9093106149,OP,US/Pacific
3730,14386 CULVER DRIVE,IRVINE,CA,92604,33.7058061,-117.7860788,9498570152,OP,US/Pacific
13197,"5291 HOLT BLVD., BLDG #3",MONTCLAIR,CA,91763,34.06168,-117.69084,9094475547,OP,US/Pacific
11944,2119 BASELINE ROAD,UPLAND,CA,91784,34.121769,-117.698263,9099310376,OP,US/Pacific
12241,19018 SOLEDAD CANYON RD,CANYON COUNTRY,CA,91351,34.415536,-118.46837,6612507825,OP,US/Pacific
9060,24525 LYONS AVENUE,SANTA CLARITA,CA,91321,34.3788138,-118.563342,6612841619,OP,US/Pacific
7682,5788 LINDERO CANYON ROAD,WESTLAKE VILLAGE,CA,91362,34.1551086,-118.7934776,8188799416,OP,US/Pacific
9330,187 S. MOUNTAIN AVE,UPLAND,CA,91786,34.0927895,-117.6706807,9099829370,OP,US/Pacific
11748,3907 COCHRAN ST,SIMI VALLEY,CA,93063,34.2795484,-118.719917,8055797390,OP,US/Pacific
11998,590 E HOLT BLVD,ONTARIO,CA,91761,34.0629188,-117.6435143,9093913624,OP,US/Pacific
4556,26538 BOUQUET CANYON,SAUGUS,CA,91350,34.4280046,-118.5359634,6612966553,OP,US/Pacific
9640,63 TECHNOLOGY DRIVE,IRVINE,CA,92618,33.6585961,-117.7421737,9497277018,OP,US/Pacific
4156,27544 THE OLD ROAD,VALENCIA,CA,91355,34.4219906,-118.5837168,6612871635,OP,US/Pacific
9413,1890 EAST G STREET,ONTARIO,CA,91764,34.0685294,-117.6113861,9093901180,OP,US/Pacific
10810,28180 NEWHALL RANCH ROAD,SANTA CLARITA,CA,91355,34.443694,-118.5746992,6612957710,OP,US/Pacific
8981,9050 FOOTHILL BLVD,RANCHO CUCAMONGA,CA,91730,34.1069777,-117.6078674,9094660541,OP,US/Pacific
10818,12614 LIMONITE AVE,EASTVALE,CA,92880,33.9745121,-117.5588266,9517351274,OP,US/Pacific
12112,705 N. MAIN ST,CORONA,CA,92880,33.8915212,-117.5634684,9517352739,OP,US/Pacific
9781,415 MAGNOLIA,CORONA,CA,92879,33.8539043,-117.5636411,9517378441,OP,US/Pacific
8059,941 N. MILLEKEN AVE.,ONTARIO,CA,91764,34.073704,-117.5581902,9094813588,OP,US/Pacific
3633,24761 ALICIA PKWY.,LAGUNA HILLS,CA,92653,33.6029461,-117.6915074,9499517679,OP,US/Pacific
12088,11053 RIVERSIDE DRIVE,JURUPA VALLEY,CA,92509,34.015009,-117.525301,9516811041,OP,US/Pacific
13140,27002 LA PAZ RD,ALISO VIEJO,CA,92656,33.570465,-117.70748,9494096557,OP,US/Pacific
8978,401 N. MCKINLEY AVE.,CORONA,CA,92879,33.8899104,-117.5202095,9513728216,OP,US/Pacific
9790,12240 HIGHLAND AVENUE,RANCHO CUCAMONGA,CA,91739,34.1357117,-117.5382026,9098997371,OP,US/Pacific
3943,2790 W HILLCREST DR,THOUSAND OAKS,CA,91320,34.1888118,-118.9354818,8054995622,OP,US/Pacific
9782,3515 GRAND OAK AVE,CORONA,CA,92881,33.824975,-117.5145118,9518931787,OP,US/Pacific
11928,38104 47TH ST EAST,PALMDALE,CA,93552,34.5746369,-118.0445887,6614800002,OP,US/Pacific
8061,30471 AVENIDA DE LAS FLORES,RANCHO SANTA MARGARITA,CA,92688,33.6433046,-117.600845,9498884665,OP,US/Pacific
4254,28961 GOLDEN LANTERN,LAGUNA NIGUEL,CA,92677,33.5423906,-117.6922725,9494955327,OP,US/Pacific
12827,14320 SLOVER AVE,FONTANA,CA,92337,34.062969,-117.492666,9098228326,OP,US/Pacific
8075,39580 LOWES DRIVE,PALMDALE,CA,93551,34.6014638,-118.1440564,6612241474,OP,US/Pacific
13297,10020 ARLINGTON AVE,RIVERSIDE,CA,92503,33.94623998,-117.472956,9513241356,OP,US/Pacific
8610,14439 BASELINE AVENUE,FONTANA,CA,92336,34.1210544,-117.4899326,9093568622,OP,US/Pacific
13260,3838 TYLER STREET,RIVERSIDE,CA,92503,33.913753,-117.463199,9518484739,OP,US/Pacific
9417,15110 EAST SUMMIT AVE.,FONTANA,CA,92336,34.14958,-117.47541,9094632319,OP,US/Pacific
8980,16984 VALLEY BLVD.,FONTANA,CA,92335,34.0708384,-117.4341916,9093551702,OP,US/Pacific
12986,17020 SIERRA LAKES PKWY,FONTANA,CA,92336,34.138566,-117.4330485,9092757235,OP,US/Pacific
9828,1015 W. AVENUE L,LANCASTER,CA,93534,34.6606687,-118.1483808,6617291015,OP,US/Pacific
3727,307 ARNEILL ROAD,CAMARILLO,CA,93010,34.2196771,-119.0396797,8059872666,OP,US/Pacific
9783,3565 CENTRAL AVE,RIVERSIDE,CA,92506,33.9540008,-117.3902102,9513287951,OP,US/Pacific
9786,1260 W. FOOTHILL BLVD.,RIALTO,CA,92376,34.107242,-117.3951859,9098732406,OP,US/Pacific
5564,149 WEST VENTURA BLVD,CAMARILLO,CA,93010,34.2162127,-119.0710723,8054849480,OP,US/Pacific
11813,2048 W AVENUE I,LANCASTER,CA,93536,34.7037295,-118.1674795,6617239441,OP,US/Pacific
9414,1090 N. PEPPER AVE.,COLTON,CA,92324,34.0788325,-117.3524474,9095140218,OP,US/Pacific
10927,8745 TRAUTWEIN ROAD,RIVERSIDE,CA,92508,33.8904421,-117.3256145,9517805846,OP,US/Pacific
11525,1110 S. MT. VERNON AVE.,COLTON,CA,92324,34.0501469,-117.3085584,9098258499,OP,US/Pacific
8834,2010 N. ROSE AVENUE,OXNARD,CA,93036,34.2203186,-119.1575988,8054855255,OP,US/Pacific
9073,12410 DAY STREET,MORENO VALLEY,CA,92553,33.940554,-117.2783393,9516970335,OP,US/Pacific
10574,29275 CENTRAL AVENUE,LAKE ELSINORE,CA,92532,33.6944595,-117.3355543,9514713620,OP,US/Pacific
4547,175 N VENTURA ROAD,PORT HUENEME,CA,93041,34.1487026,-119.1958688,8054883136,OP,US/Pacific
12941,22320 CACTUS AVE,MORENO VALLEY,CA,92553,33.910647,-117.272666,9516561696,OP,US/Pacific
8036,8701 US HIGHWAY 395,HESPERIA,CA,92344,34.408514,-117.3986028,7609561087,OP,US/Pacific
12311,2077 EAST HIGHLAND AVENUE,SAN BERNARDINO,CA,92404,34.13582,-117.243653,9095211900,OP,US/Pacific
3883,1401 VICTORIA,VENTURA,CA,93003,34.2622908,-119.2123112,8056428790,OP,US/Pacific
11997,13342 MAIN STREET,HESPERIA,CA,92345,34.427104,-117.378169,7602442455,OP,US/Pacific
8611,1991 REDLANDS BLVD.,REDLANDS,CA,92373,34.0626246,-117.2215877,9093073305,OP,US/Pacific
11630,1830 N. PERRIS BLVD.,PERRIS,CA,92571,33.8050916,-117.2265297,9514434441,OP,US/Pacific
8280,27879 BASELINE AVENUE,HIGHLAND,CA,92346,34.1207924,-117.1963834,9098620481,OP,US/Pacific
11550,14181 US HWY 395,VICTORVILLE,CA,92392,34.5083514,-117.3990145,7602433578,OP,US/Pacific
10809,12671 MORENO BEACH DRIVE,MORENO VALLEY,CA,92555,33.9361102,-117.179001,9516019168,OP,US/Pacific
9057,14303 BEAR VALLEY ROAD,VICTORVILLE,CA,92392,34.4700178,-117.3540667,7609567973,OP,US/Pacific
3315,2662 THOMPSON BLVD.,VENTURA,CA,93003,34.2721603,-119.2610563,8056487325,OP,US/Pacific
10849,17375 MAIN STREET,HESPERIA,CA,92345,34.4184814,-117.2841731,7609481628,OP,US/Pacific
4708,27925 ENCANTO DR.,SUN CITY,CA,92586,33.7146985,-117.1865165,9516722815,OP,US/Pacific
12264,27251 NEWPORT RD,MENIFEE,CA,92586,33.684739,-117.179321,9513816685,OP,US/Pacific
9440,14798 LAPAZ DRIVE,VICTORVILLE,CA,92395,34.5192107,-117.3159673,7602410699,OP,US/Pacific
13241,18689 BEAR VALLEY RD,HESPERIA,CA,92345,34.471084,-117.258189,7609481738,OP,US/Pacific
9860,40460 MURRIETA HOT SPRINGS RD,MURRIETA,CA,92563,33.5560555,-117.1785919,9516773218,OP,US/Pacific
5330,27672 JEFFERSON AVENUE,TEMECULA,CA,92590,33.5153451,-117.1592747,9515876151,OP,US/Pacific
11929,42810 FRAZIER MOUNTAIN PARK,FRAZIER PARK,CA,93225,34.820616,-118.943132,6612482600,OP,US/Pacific
8982,3450 W FLORIDA BLVD,HEMET,CA,92545,33.7477228,-117.0087251,9517660532,OP,US/Pacific
8407,1002 MISSION AVENUE,OCEANSIDE,CA,92054,33.198506,-117.3758188,7609670348,OP,US/Pacific
9415,525 HIGHLAND SPRINGS AVE.,BEAUMONT,CA,92223,33.928112,-116.9472474,9517696692,OP,US/Pacific
10660,1841 S. SAN JACINTO AVE,SAN JACINTO,CA,92583,33.7677208,-116.9583195,9516542103,OP,US/Pacific
9076,3705 PLAZA DRIVE,OCEANSIDE,CA,92056,33.1816148,-117.2957221,7606306732,OP,US/Pacific
3785,567 W. VISTA WAY,VISTA,CA,92083,33.1960012,-117.2540465,7609414588,OP,US/Pacific
11833,1668 E TEHACHAPI BLVD,TEHACHAPI,CA,93561,35.1273546,-118.4152237,6618231068,OP,US/Pacific
8032,5821 DENNIS MCCARTHY DRIVE,LEBEC,CA,93243,34.9858668,-118.9482182,6616634390,OP,US/Pacific
3835,102 ENCINITAS BLVD,ENCINITAS,CA,92024,33.0489644,-117.2896142,7604364088,OP,US/Pacific
4781,960 W. EL NORTE,ESCONDIDO,CA,92026,33.147482,-117.1060137,7604898075,OP,US/Pacific
5505,1530 W. VALLEY PKWY,ESCONDIDO,CA,92029,33.1095637,-117.1045733,7607372909,OP,US/Pacific
9833,10536 CRAFTSMAN WAY,SAN DIEGO,CA,92127,33.0203859,-117.1116614,8585929855,OP,US/Pacific
3570,5724 HOLLISTER,GOLETA,CA,93117,34.4359639,-119.8242545,8059671338,OP,US/Pacific
9061,10196 SCRIPPS POWAY PKWY,SAN DIEGO,CA,92131,32.9367835,-117.1086812,8585492641,OP,US/Pacific
5163,19997 N INDIAN AVE,NORTH PALM SPRINGS,CA,92258,33.9029831,-116.5461805,7603297493,OP,US/Pacific
4523,1621 GRAND AVENUE,SAN DIEGO,CA,92109,32.7977333,-117.2397222,8582703003,OP,US/Pacific
2979,4770 CONVOY ST.,SAN DIEGO,CA,92111,32.8287096,-117.1537723,8585608754,OP,US/Pacific
9658,2150 PANAMA LANE,BAKERSFIELD,CA,93307,35.2962339,-119.0263601,6618371882,OP,US/Pacific
8823,1660 MAIN STREET,RAMONA,CA,92065,33.0363441,-116.8780931,7607893530,OP,US/Pacific
2995,3760 MIDWAY DRIVE,SAN DIEGO,CA,92110,32.7538394,-117.2174893,6192260909,OP,US/Pacific
5616,8310 RIO SAN DIEGO DR,SAN DIEGO,CA,92108,32.774561,-117.1465027,6192971984,OP,US/Pacific
8073,4650 GOSFORD ROAD,BAKERSFIELD,CA,93313,35.3121048,-119.0916865,6613980750,OP,US/Pacific
3662,1111 CAMINO DEL RIO S.,SAN DIEGO,CA,92108,32.7646611,-117.1529976,6192919815,OP,US/Pacific
10827,6585 MISSION GORGE ROAD,SAN DIEGO,CA,92120,32.7927774,-117.0971641,6195219916,OP,US/Pacific
4074,2825 EL CAJON BLVD,SAN DIEGO,CA,92104,32.754956,-117.1334946,6195635327,OP,US/Pacific
3559,2608 OSWELL ST.,BAKERSFIELD,CA,93306,35.393,-118.9501613,6618723493,OP,US/Pacific
3709,821 SOUTH REAL ROAD,BAKERSFIELD,CA,93309,35.3661344,-119.0437425,6613256358,OP,US/Pacific
3672,9655 MISSION GORGE,SANTEE,CA,92071,32.838304,-116.9869454,6194484990,OP,US/Pacific
9320,72837 DINAH SHORE BLVD,RANCHO MIRAGE,CA,92270,33.8014119,-116.3903055,7603218614,OP,US/Pacific
8820,8637 NAVAJO,SAN DIEGO,CA,92119,32.8028099,-117.012017,6194614065,OP,US/Pacific
9087,9180 ROSEDALE HWY,BAKERSFIELD,CA,93312,35.38385,-119.1042005,6615894830,OP,US/Pacific
2900,871 BROADWAY,EL CAJON,CA,92021,32.8073441,-116.9516938,6194478222,OP,US/Pacific
3283,2501 N. CHESTER,BAKERSFIELD,CA,93308,35.4287331,-119.0207297,6613932250,OP,US/Pacific
4033,8749 CAMPO ROAD,LA MESA,CA,91941,32.7524164,-117.0097146,6194664358,OP,US/Pacific
3544,686 JAMACHA ROAD,EL CAJON,CA,92019,32.7880924,-116.9289795,6194443895,OP,US/Pacific
9787,78030 COUNTRY CLUB DR.,PALM DESERT,CA,92211,33.7583682,-116.3029356,4423051900,OP,US/Pacific
3019,618 E STREET,CHULA VISTA,CA,91910,32.6408927,-117.0940956,6194255312,OP,US/Pacific
10929,79-275 HIGHWAY 111,LA QUINTA,CA,92253,33.7060615,-116.2816978,7605649789,OP,US/Pacific
9612,960 EASTLAKE PARKWAY,CHULA VISTA,CA,91914,32.6494614,-116.9664386,6193976810,OP,US/Pacific
9855,1497 PIPER RANCH ROAD,SAN DIEGO,CA,92154,32.5684119,-116.9527751,6196619597,OP,US/Pacific
3667,1102 N. H STREET,LOMPOC,CA,93436,34.6559539,-120.4572505,8057358656,OP,US/Pacific
8650,14808 WARREN STREET,LOST HILLS,CA,93249,35.6154713,-119.6587475,6617971282,OP,US/Pacific
8065,2150 SOUTH BRADLEY ROAD,SANTA MARIA,CA,93455,34.9211408,-120.4207496,8056149730,OP,US/Pacific
11741,2120 N PREISKER LANE,SANTA MARIA,CA,93454,34.979019,-120.434746,8054290030,OP,US/Pacific
13332,161 S FRONTAGE RD,NIPOMO,CA,93444,35.03490841,-120.4837937,8053563627,OP,US/Pacific
3616,860 W. HENDERSON,PORTERVILLE,CA,93257,36.0809124,-119.0364549,5597815592,OP,US/Pacific
11829,979 E PAIGE AVE,TULARE,CA,93274,36.182106,-119.333679,5596860256,OP,US/Pacific
11996,8600 CURBARIL AVE,ATASCADERO,CA,93422,35.4768012,-120.6567124,8055385088,OP,US/Pacific
12254,1850 MAIN STREET,BRAWLEY,CA,92227,32.9781854,-115.5025735,7603518648,OP,US/Pacific
10520,1580 E. NOBLE AVENUE,VISALIA,CA,93292,36.3259188,-119.27522,5597397258,OP,US/Pacific
12945,2290 N IMPERIAL AVE,EL CENTRO,CA,92243,32.814,-115.57,7603323500,OP,US/Pacific
12963,2125 N. DINUBA AVE,VISALIA,CA,93291,36.349,-119.297,5596679932,OP,US/Pacific
13053,425 N. PLAZA DRIVE,VISALIA,CA,93291,36.33333,-119.39358,5594094941,OP,US/Pacific
8047,141 NIBLICK ROAD,PASO ROBLES,CA,93446,35.6154909,-120.6828294,8052391678,OP,US/Pacific
11090,1959 W LACEY BLVD,HANFORD,CA,93230,36.3275689,-119.6776946,5595844895,OP,US/Pacific
11317,2805 WHITSON,SELMA,CA,93662,36.575803,-119.6248564,5598980399,OP,US/Pacific
4147,3210 E JENSEN,FRESNO,CA,93706,36.7063927,-119.7703582,5592376666,OP,US/Pacific
4735,765 SOUTH CLOVIS AVENUE,FRESNO,CA,93727,36.7350852,-119.6996543,5592521440,OP,US/Pacific
4726,1140 C STREET,FRESNO,CA,93706,36.7299806,-119.7994092,5594862802,OP,US/Pacific
2996,2005 N BLACKSTONE,FRESNO,CA,93703,36.7689013,-119.7909652,5592221414,OP,US/Pacific
2717,420 SHAW AVENUE,CLOVIS,CA,93612,36.8082221,-119.7040661,5592991551,OP,US/Pacific
8817,1778 E. SHAW,FRESNO,CA,93710,36.8089561,-119.7547263,5594900655,OP,US/Pacific
4760,I-10 EXIT 1 FRONTAGE ROAD N.,EHRENBERG,AZ,85334,33.6017143,-114.5228029,9289238911,OP,US/Arizona
11270,7099 N. CEDAR,FRESNO,CA,93720,36.8390787,-119.7549703,5592981656,OP,US/Pacific
4588,4270 W SHAW AVE,FRESNO,CA,93722,36.8086356,-119.8688623,5592762722,OP,US/Pacific
9074,7164 N. BLACKSTONE AVENUE,FRESNO,CA,93650,36.8404418,-119.7898789,5594905201,OP,US/Pacific
9831,2280 SOUTH HWY 95,BULLHEAD CITY,AZ,86442,35.103471,-114.597527,9287638826,OP,US/Arizona
12144,7395 SOUTH RAINBOW ROAD,LAS VEGAS,NV,89113,36.05404182,-115.2431469,7023312299,OP,US/Pacific
12724,4455 BLUE DIAMOND ROAD,LAS VEGAS,NV,89139,36.036169,-115.199422,7024855557,OP,US/Pacific
8431,3995 SOUTH DURANGO DRIVE,LAS VEGAS,NV,89147,36.1170531,-115.2795745,7028389158,OP,US/Pacific
8402,8900 WEST CHARLESTON BLVD.,LAS VEGAS,NV,89117,36.1595906,-115.2896687,7029470158,OP,US/Pacific
13054,10465 SPENCER ST,LAS VEGAS,NV,89183,35.99945,-115.1268,7024762608,OP,US/Pacific
4865,8160 W. SAHARA RD.,LAS VEGAS,NV,89117,36.1443176,-115.2691069,7022547717,OP,US/Pacific
13227,7390 LAS VEGAS BLVD S.,LAS VEGAS,NV,89123,36.05528786,-115.1715627,7029923617,OP,US/Pacific
4634,6198 W. FLAMINGO ROAD,LAS VEGAS,NV,89103,36.1148484,-115.2263528,7023620111,OP,US/Pacific
8034,11011 SOUTH EASTERN,HENDERSON,NV,89052,35.9920175,-115.102248,7029908620,OP,US/Pacific
7845,9385 SOUTH EASTERN,LAS VEGAS,NV,89123,36.0187305,-115.1190923,7022600448,OP,US/Pacific
7835,351 EAST 16TH STREET,YUMA,AZ,85364,32.6980587,-114.617474,9287826786,OP,US/Arizona
4662,3333 W. TROPICANA AVE,LAS VEGAS,NV,89103,36.1004119,-115.1851313,7027957791,OP,US/Pacific
4590,1151 S. RAINBOW,LAS VEGAS,NV,89146,36.1574759,-115.244169,7023639311,OP,US/Pacific
11509,5757 WAYNE NEWTON BOULEVARD,LAS VEGAS,NV,89111,36.0824232,-115.1480373,7024253080,OP,US/Pacific
11073,5757 WAYNE NEWTON BLVD,LAS VEGAS,NV,89111,36.085515,-115.149938,7022614409,OP,US/Pacific
5305,7355 SOUTH EASTERN AVENUE,LAS VEGAS,NV,89123,36.0560039,-115.1187594,7022632666,OP,US/Pacific
7441,500 NORTH GREEN VALLEY PARKWAY,HENDERSON,NV,89074,36.0267852,-115.0847318,7022637480,OP,US/Pacific
3319,4400 W. SAHARA,LAS VEGAS,NV,89102,36.1449014,-115.2002063,7028738795,OP,US/Pacific
5184,7150 W. LAKE MEAD BLVD,LAS VEGAS,NV,89128,36.1964224,-115.2479728,7023631895,OP,US/Pacific
4740,6732 W. CHEYENNE,LAS VEGAS,NV,89108,36.2185731,-115.2437405,7026580900,OP,US/Pacific
7834,14750 AZ-95,LAKE HAVASU CITY,AZ,86406,34.7284136,-114.3150134,9287643030,OP,US/Arizona
11320,76 N. STEPHANIE STREET,HENDERSON,NV,89074,36.0333295,-115.0462908,7025661280,OP,US/Pacific
3253,1725 W. CHARLESTON BLVD.,LAS VEGAS,NV,89102,36.158628,-115.1649326,7023822995,OP,US/Pacific
3119,844 RANCHO RD,LAS VEGAS,NV,89106,36.1808026,-115.1784549,7026488853,OP,US/Pacific
4868,4560 N. RANCHO RD.,LAS VEGAS,NV,89130,36.2426226,-115.2347974,7026585153,OP,US/Pacific
3704,2601 S EASTERN AVE,LAS VEGAS,NV,89169,36.1429736,-115.1193404,7024573920,OP,US/Pacific
4880,1131 W. SUNSET,HENDERSON,NV,89014,36.0632912,-115.0355847,7024517499,OP,US/Pacific
7837,603 WEST LAKE MEAD DRIVE,HENDERSON,NV,89015,36.0345658,-115.0014751,7025587364,OP,US/Pacific
2829,4760 E. FLAMINGO BLVD.,LAS VEGAS,NV,89121,36.1151766,-115.0700843,7024584472,OP,US/Pacific
3710,400 S BOULDER HWY,HENDERSON,NV,89015,36.0352935,-114.9762234,7025647533,OP,US/Pacific
8074,1301 WEST CRAIG ROAD,NORTH LAS VEGAS,NV,89032,36.2390467,-115.1593485,7023992351,OP,US/Pacific
12570,8007 E 32ND ST,YUMA,AZ,85365,32.669626,-114.486516,9287269412,OP,US/Arizona
5319,18525 PISTACHIO DR,MADERA,CA,93637,37.0188304,-120.1317255,5596618039,OP,US/Pacific
4123,990 N NELLIS BLVD.,LAS VEGAS,NV,89110,36.1774836,-115.0617135,7024529990,OP,US/Pacific
4022,3251 LAS VEGAS BLVD. N.,LAS VEGAS,NV,89115,36.2173398,-115.0948022,7026443510,OP,US/Pacific
8647,920 WEST BEALE STREET,KINGMAN,AZ,86401,35.1908792,-114.0688527,9287180911,OP,US/Arizona
