NAME,B01003_001E,B01003_001EA,B01003_001M,B01003_001MA,urban area
"Altus, OK Urban Cluster (2010)",18938.0,,192.0,,01846
"Salamanca, NY Urban Cluster (2010)",5355.0,,102.0,,78067
"Livingston, TX Urban Cluster (2010)",5143.0,,335.0,,50662
"Clarinda, IA Urban Cluster (2010)",5106.0,,132.0,,17155
"Wurtsboro, NY Urban Cluster (2010)",3845.0,,555.0,,97399
"Oelwein, IA Urban Cluster (2010)",6563.0,,188.0,,64891
"Artesia, NM Urban Cluster (2010)",13554.0,,620.0,,03223
"Titusville, FL Urbanized Area (2010)",55310.0,,1093.0,,87787
"Jefferson, NC Urban Cluster (2010)",4359.0,,564.0,,42870
"Mendota, IL Urban Cluster (2010)",6762.0,,335.0,,56197
"Ashland City, TN Urban Cluster (2010)",3578.0,,295.0,,03439
"Cleveland, GA Urban Cluster (2010)",4822.0,,403.0,,17625
"Summersville, WV Urban Cluster (2010)",3216.0,,145.0,,85627
"Warner Robins, GA Urbanized Area (2010)",143943.0,,1234.0,,91783
"Los Molinos, CA Urban Cluster (2010)",3657.0,,533.0,,51513
"Eatonton, GA Urban Cluster (2010)",3375.0,,558.0,,26011
"West Point, NE Urban Cluster (2010)",3218.0,,128.0,,94429
"Las Cruces, NM Urbanized Area (2010)",131280.0,,2684.0,,47935
"Ligonier, IN Urban Cluster (2010)",4651.0,,315.0,,49717
"Monroe, MI Urbanized Area (2010)",50214.0,,730.0,,58357
"Battle Creek, MI Urbanized Area (2010)",76938.0,,761.0,,05707
"Lake of the Woods--Pinetop-Lakeside, AZ Urban Cluster (2010)",8188.0,,550.0,,46980
"Bend, OR Urbanized Area (2010)",98131.0,,681.0,,06868
"Pierre Part, LA Urban Cluster (2010)",3160.0,,484.0,,69319
"Lamar, CO Urban Cluster (2010)",7342.0,,90.0,,47287
"Glasgow, MT Urban Cluster (2010)",3384.0,,60.0,,33463
"Aumsville, OR Urban Cluster (2010)",4254.0,,171.0,,04249
"Lake Butler, FL Urban Cluster (2010)",5202.0,,781.0,,46504
"Aurora, MO Urban Cluster (2010)",8058.0,,205.0,,04276
"Grangerland, TX Urban Cluster (2010)",5747.0,,965.0,,34408
"Riverdale, CA Urban Cluster (2010)",3338.0,,704.0,,75270
"St. Martinville, LA Urban Cluster (2010)",7300.0,,293.0,,77824
"Smithfield, NC Urban Cluster (2010)",28518.0,,977.0,,82522
"Kalama, WA Urban Cluster (2010)",3330.0,,389.0,,43711
"North Vernon, IN Urban Cluster (2010)",10458.0,,512.0,,63865
"Sherman, TX Urbanized Area (2010)",65298.0,,659.0,,81631
"Shelbyville, KY Urban Cluster (2010)",22970.0,,716.0,,81307
"Hoisington, KS Urban Cluster (2010)",2574.0,,27.0,,39295
"Wahoo, NE Urban Cluster (2010)",4467.0,,29.0,,91162
"Silver Creek, NY Urban Cluster (2010)",3473.0,,251.0,,82063
"Whitehall, MI Urban Cluster (2010)",10983.0,,431.0,,94807
"Pulaski, TN Urban Cluster (2010)",7523.0,,110.0,,72667
"Athol, MA Urban Cluster (2010)",12330.0,,644.0,,03790
"Emmetsburg, IA Urban Cluster (2010)",3547.0,,95.0,,27442
"Falls City, NE Urban Cluster (2010)",4035.0,,74.0,,29062
"Auburn, IN Urban Cluster (2010)",22517.0,,567.0,,04060
"Leonardtown, MD Urban Cluster (2010)",5669.0,,447.0,,49109
"Holly Springs, MS Urban Cluster (2010)",5489.0,,347.0,,39565
"Clinton, NC Urban Cluster (2010)",9307.0,,261.0,,17992
"Sahuarita--Green Valley, AZ Urban Cluster (2010)",43933.0,,802.0,,77161
"Amarillo, TX Urbanized Area (2010)",203977.0,,727.0,,01927
"Pacific, MO Urban Cluster (2010)",10373.0,,605.0,,66740
"Bridgeton, NJ Urban Cluster (2010)",34141.0,,740.0,,10189
"Four Corners, FL Urban Cluster (2010)",50860.0,,2714.0,,31150
"Kilauea, HI Urban Cluster (2010)",2273.0,,372.0,,44925
"Harriman--Kingston--Rockwood, TN Urban Cluster (2010)",22012.0,,720.0,,36946
"Middletown, IN Urban Cluster (2010)",2722.0,,222.0,,56872
"Rogersville, MO Urban Cluster (2010)",3303.0,,88.0,,76059
"Union City, PA Urban Cluster (2010)",3274.0,,58.0,,89542
"Everett, PA Urban Cluster (2010)",3136.0,,497.0,,28414
"Galliano--Larose--Cut Off, LA Urban Cluster (2010)",21277.0,,770.0,,32383
"Houlton, ME Urban Cluster (2010)",4192.0,,243.0,,40348
"Eielson AFB, AK Urban Cluster (2010)",3493.0,,430.0,,26345
"Ruleville, MS Urban Cluster (2010)",3036.0,,217.0,,76663
"Lafayette, TN Urban Cluster (2010)",4879.0,,330.0,,46099
"Granite Falls, WA Urban Cluster (2010)",6124.0,,609.0,,34470
"Arab, AL Urban Cluster (2010)",8021.0,,276.0,,02791
"Newark, NY Urban Cluster (2010)",13307.0,,431.0,,61678
"Orland, CA Urban Cluster (2010)",9157.0,,606.0,,65836
"De Soto, MO Urban Cluster (2010)",6974.0,,228.0,,23797
"Waseca, MN Urban Cluster (2010)",9219.0,,87.0,,92215
"Sleepy Eye, MN Urban Cluster (2010)",3277.0,,75.0,,82441
"Cairo, GA Urban Cluster (2010)",9002.0,,439.0,,12241
"Milaca, MN Urban Cluster (2010)",2814.0,,65.0,,57079
"Florence, CO Urban Cluster (2010)",6866.0,,570.0,,30007
"Gouverneur, NY Urban Cluster (2010)",4178.0,,308.0,,34030
"Nashua, NH--MA Urbanized Area (2010)",231165.0,,1612.0,,61165
"Fort Branch, IN Urban Cluster (2010)",4583.0,,382.0,,30601
"Adrian, MI Urban Cluster (2010)",43974.0,,808.0,,00577
"Jones Creek, TX Urban Cluster (2010)",3245.0,,356.0,,43383
"Slaton, TX Urban Cluster (2010)",5942.0,,50.0,,82414
"Donalsonville, GA Urban Cluster (2010)",3057.0,,250.0,,24418
"Hood River, OR--WA Urban Cluster (2010)",15162.0,,715.0,,39916
"Trinity, TX Urban Cluster (2010)",3673.0,,332.0,,88526
"Mendota, CA Urban Cluster (2010)",11382.0,,26.0,,56170
"Bellevue, IA Urban Cluster (2010)",2490.0,,269.0,,06598
"Cambridge, MD Urban Cluster (2010)",14158.0,,283.0,,12808
"McGehee, AR Urban Cluster (2010)",3712.0,,113.0,,52579
"Grants, NM Urban Cluster (2010)",12120.0,,448.0,,34489
"Sultan, WA Urban Cluster (2010)",7948.0,,413.0,,85573
"Camdenton, MO Urban Cluster (2010)",3861.0,,245.0,,13024
"Curwensville, PA Urban Cluster (2010)",2768.0,,250.0,,21760
"Lindale--Hideaway, TX Urban Cluster (2010)",10356.0,,583.0,,50014
"Truckee, CA Urban Cluster (2010)",12693.0,,544.0,,88624
"Maryville, MO Urban Cluster (2010)",13031.0,,301.0,,55360
"Vassar, MI Urban Cluster (2010)",3573.0,,322.0,,90244
"Spout Springs, NC Urban Cluster (2010)",18446.0,,1100.0,,83818
"Vail, AZ Urban Cluster (2010)",10671.0,,822.0,,89910
"Olean, NY Urban Cluster (2010)",21543.0,,423.0,,65161
"Cleveland, OH Urbanized Area (2010)",1763980.0,,1757.0,,17668
"Vermillion, SD Urban Cluster (2010)",10335.0,,193.0,,90325
"Indianola, WA Urban Cluster (2010)",8627.0,,690.0,,41293
"Rio Vista, CA Urban Cluster (2010)",8250.0,,127.0,,75097
"McKenzie, TN Urban Cluster (2010)",5180.0,,208.0,,52633
"Checotah, OK Urban Cluster (2010)",2511.0,,198.0,,15886
"Columbia Falls, MT Urban Cluster (2010)",6806.0,,467.0,,19045
"Williams, AZ Urban Cluster (2010)",2585.0,,165.0,,95364
"Dermott, AR Urban Cluster (2010)",2177.0,,178.0,,23689
"Appleton, WI Urbanized Area (2010)",224240.0,,853.0,,02764
"Cullowhee, NC Urban Cluster (2010)",10236.0,,688.0,,21664
"Malvern, OH Urban Cluster (2010)",2709.0,,389.0,,53578
"Manor, TX Urban Cluster (2010)",7412.0,,956.0,,54050
"Rochester, IN Urban Cluster (2010)",7105.0,,325.0,,75610
"Scottsburg, IN Urban Cluster (2010)",10895.0,,358.0,,80119
"Missoula, MT Urbanized Area (2010)",87358.0,,1402.0,,57736
"Manteo, NC Urban Cluster (2010)",6532.0,,601.0,,54199
"Pojoaque, NM Urban Cluster (2010)",4640.0,,231.0,,70534
"Senatobia, MS Urban Cluster (2010)",6709.0,,550.0,,80659
"Rawlins, WY Urban Cluster (2010)",8822.0,,164.0,,73531
"Belton, SC Urban Cluster (2010)",5662.0,,469.0,,06779
"Connell, WA Urban Cluster (2010)",5418.0,,93.0,,19666
"Williamstown, KY Urban Cluster (2010)",4896.0,,545.0,,95553
"Bedford, IN Urban Cluster (2010)",14414.0,,465.0,,06166
"Bucyrus, OH Urban Cluster (2010)",12096.0,,378.0,,11215
"Stafford Springs, CT Urban Cluster (2010)",5134.0,,413.0,,84169
"Watsonville, CA Urbanized Area (2010)",76876.0,,1561.0,,92890
"Hayti, MO Urban Cluster (2010)",3194.0,,193.0,,37810
"Skaneateles, NY Urban Cluster (2010)",3507.0,,305.0,,82333
"Lochbuie, CO Urban Cluster (2010)",4537.0,,502.0,,50730
"Ulysses, KS Urban Cluster (2010)",5872.0,,357.0,,89407
"Florence, AZ Urban Cluster (2010)",13346.0,,809.0,,29980
"Lake of the Pines, CA Urban Cluster (2010)",8474.0,,688.0,,46963
"Batavia, NY Urban Cluster (2010)",16493.0,,403.0,,05491
"Victoria, TX Urbanized Area (2010)",67085.0,,705.0,,90514
"Battlement Mesa, CO Urban Cluster (2010)",5343.0,,519.0,,05734
"Dorr, MI Urban Cluster (2010)",5516.0,,471.0,,24433
"Fair Haven, VT Urban Cluster (2010)",3882.0,,309.0,,28819
"Bayfield, CO Urban Cluster (2010)",2859.0,,267.0,,05904
"Rocky Mount, NC Urbanized Area (2010)",65451.0,,1083.0,,75988
"Dodgeville, WI Urban Cluster (2010)",4520.0,,139.0,,24364
"Jennings, LA Urban Cluster (2010)",9398.0,,312.0,,43021
"Malvern, AR Urban Cluster (2010)",11631.0,,291.0,,53551
"Harrisburg, IL Urban Cluster (2010)",9414.0,,290.0,,37000
"Hickory, NC Urbanized Area (2010)",209022.0,,2109.0,,38647
"Raymondville, TX Urban Cluster (2010)",14524.0,,449.0,,73612
"Greenville, PA Urban Cluster (2010)",9584.0,,547.0,,35434
"Bloomfield, NM Urban Cluster (2010)",10112.0,,598.0,,08353
"Marshall, WI Urban Cluster (2010)",3898.0,,55.0,,55063
"Warrensburg, MO Urban Cluster (2010)",20638.0,,381.0,,91864
"Highland, IL Urban Cluster (2010)",11548.0,,283.0,,38755
"San Saba, TX Urban Cluster (2010)",3101.0,,69.0,,79255
"Lexington, MO Urban Cluster (2010)",4346.0,,213.0,,49447
"York, NE Urban Cluster (2010)",7740.0,,130.0,,97723
"Bonneauville, PA Urban Cluster (2010)",4321.0,,439.0,,08992
"Waco, TX Urbanized Area (2010)",183718.0,,1150.0,,91027
"Chico, CA Urbanized Area (2010)",103976.0,,999.0,,16318
"Fort Atkinson, WI Urban Cluster (2010)",21487.0,,424.0,,30547
"Hinton, WV Urban Cluster (2010)",2768.0,,387.0,,39160
"Rogersville, TN Urban Cluster (2010)",6390.0,,456.0,,76069
"Salem, NJ Urban Cluster (2010)",5232.0,,126.0,,78175
"Great Barrington, MA Urban Cluster (2010)",4429.0,,418.0,,34678
"Coco--Salinas, PR Urban Cluster (2010)",21235.0,,1460.0,,18383
"Green Bay, WI Urbanized Area (2010)",212898.0,,920.0,,34813
"Valley City, ND Urban Cluster (2010)",6551.0,,61.0,,90055
"Portland, MI Urban Cluster (2010)",5049.0,,389.0,,71290
"Meridian, MS Urban Cluster (2010)",37975.0,,721.0,,56305
"Aztec, NM Urban Cluster (2010)",8762.0,,591.0,,04587
"Warren, AR Urban Cluster (2010)",5512.0,,106.0,,91810
"Miami, FL Urbanized Area (2010)",5995373.0,,2667.0,,56602
"Dunkirk--Fredonia, NY Urban Cluster (2010)",24166.0,,281.0,,25012
"Marianna, FL Urban Cluster (2010)",7240.0,,230.0,,54442
"New Castle, IN Urban Cluster (2010)",22455.0,,431.0,,62137
"Wrightwood, CA Urban Cluster (2010)",4098.0,,655.0,,97372
"New Haven, CT Urbanized Area (2010)",559728.0,,1451.0,,62407
"Sweeny, TX Urban Cluster (2010)",3717.0,,42.0,,86086
"Sallisaw, OK Urban Cluster (2010)",7879.0,,142.0,,78418
"Shelbyville, IL Urban Cluster (2010)",4850.0,,310.0,,81253
"Presidio, TX Urban Cluster (2010)",4210.0,,223.0,,72127
"Murray, KY Urban Cluster (2010)",20677.0,,676.0,,60787
"Dixon, IL Urban Cluster (2010)",16420.0,,407.0,,24310
"World Golf Village, FL Urban Cluster (2010)",8833.0,,1788.0,,97331
"La Junta, CO Urban Cluster (2010)",7949.0,,207.0,,46450
"Lonoke, AR Urban Cluster (2010)",4125.0,,89.0,,51310
"Eastman, GA Urban Cluster (2010)",5873.0,,388.0,,25714
"Coeur d'Alene, ID Urbanized Area (2010)",108286.0,,1215.0,,18451
"Greenwood, SC Urban Cluster (2010)",42342.0,,1013.0,,35596
"Horicon, WI Urban Cluster (2010)",3376.0,,133.0,,40105
"Smithville, TN Urban Cluster (2010)",4471.0,,161.0,,82603
"Thayer, MO--AR Urban Cluster (2010)",3056.0,,478.0,,87247
"Thousand Oaks, CA Urbanized Area (2010)",219487.0,,1022.0,,87490
"Sugarmill Woods, FL Urban Cluster (2010)",9732.0,,994.0,,85390
"Sylacauga, AL Urban Cluster (2010)",16941.0,,760.0,,86194
"Smithton, IL Urban Cluster (2010)",3774.0,,345.0,,82562
"Forest City, NC Urban Cluster (2010)",24908.0,,1031.0,,30331
"Holland, MI Urbanized Area (2010)",103707.0,,839.0,,39430
"Mobile, AL Urbanized Area (2010)",327933.0,,2375.0,,57925
"Searcy, AR Urban Cluster (2010)",27335.0,,469.0,,80308
"West Point, NY Urban Cluster (2010)",12065.0,,110.0,,94442
"Hollister, CA Urban Cluster (2010)",46007.0,,533.0,,39511
"East Troy, WI Urban Cluster (2010)",4135.0,,205.0,,25903
"Ellsworth, ME Urban Cluster (2010)",2482.0,,295.0,,27070
"Keystone Heights, FL Urban Cluster (2010)",7236.0,,785.0,,44830
"Chariton, IA Urban Cluster (2010)",3785.0,,108.0,,15346
"Norton, KS Urban Cluster (2010)",2792.0,,14.0,,64000
"Wayland, MI Urban Cluster (2010)",4465.0,,88.0,,93214
"Fortuna, CA Urban Cluster (2010)",13738.0,,603.0,,30979
"Marksville, LA Urban Cluster (2010)",7434.0,,375.0,,54793
"East Prospect, PA Urban Cluster (2010)",2782.0,,321.0,,25802
"Grand Bay, AL Urban Cluster (2010)",5051.0,,1337.0,,34192
"Zuni Pueblo, NM Urban Cluster (2010)",8528.0,,660.0,,98263
"Wellington, OH Urban Cluster (2010)",5249.0,,337.0,,93727
"Lincolnton, NC Urban Cluster (2010)",22796.0,,1030.0,,49987
"Carroll, IA Urban Cluster (2010)",9734.0,,118.0,,13996
"Harrisburg, PA Urbanized Area (2010)",461734.0,,1880.0,,37081
"Benson, AZ Urban Cluster (2010)",3685.0,,411.0,,06949
"Venus, TX Urban Cluster (2010)",4318.0,,463.0,,90282
"Ames, IA Urbanized Area (2010)",67339.0,,395.0,,02062
"Cottonwood--Verde Village, AZ Urban Cluster (2010)",29274.0,,911.0,,20595
"Sarasota--Bradenton, FL Urbanized Area (2010)",706835.0,,2558.0,,79606
"Mount Sterling, IL Urban Cluster (2010)",4023.0,,194.0,,60247
"New Freedom--Shrewsbury, PA--MD Urban Cluster (2010)",14952.0,,522.0,,62353
"Forest Lake, MN Urban Cluster (2010)",22700.0,,667.0,,30358
"South Bend, IN--MI Urbanized Area (2010)",281188.0,,1056.0,,83116
"Maquoketa, IA Urban Cluster (2010)",5848.0,,121.0,,54280
"Baltimore, MD Urbanized Area (2010)",2277577.0,,2763.0,,04843
"Coalinga, CA Urban Cluster (2010)",13395.0,,252.0,,18289
"Pulaski, VA Urban Cluster (2010)",15607.0,,535.0,,72694
"Apple Valley, OH Urban Cluster (2010)",4897.0,,514.0,,02773
"Lake Pocotopaug--East Hampton, CT Urban Cluster (2010)",9308.0,,667.0,,47044
"Kissimmee, FL Urbanized Area (2010)",372500.0,,5016.0,,45451
"Murfreesboro, NC Urban Cluster (2010)",3197.0,,197.0,,60706
"Shawnee, OK Urban Cluster (2010)",35797.0,,413.0,,81091
"Greeley, CO Urbanized Area (2010)",132283.0,,763.0,,34786
"Hobart, OK Urban Cluster (2010)",3427.0,,104.0,,39187
"Fort Plain, NY Urban Cluster (2010)",4574.0,,411.0,,30858
"Kotzebue, AK Urban Cluster (2010)",3288.0,,25.0,,45748
"Concord, CA Urbanized Area (2010)",663488.0,,1706.0,,19504
"Tifton, GA Urban Cluster (2010)",23132.0,,754.0,,87625
"Woodland, CA Urbanized Area (2010)",59090.0,,80.0,,96994
"Glenwood, IA Urban Cluster (2010)",5959.0,,177.0,,33625
"Corydon, IN Urban Cluster (2010)",5723.0,,416.0,,20449
"Comfort, TX Urban Cluster (2010)",3386.0,,844.0,,19423
"Lake City, FL Urban Cluster (2010)",26446.0,,1107.0,,46558
"Rapid City, SD Urbanized Area (2010)",87707.0,,1116.0,,73396
"Alma--St. Louis, MI Urban Cluster (2010)",16444.0,,211.0,,01630
"Corning, AR Urban Cluster (2010)",3039.0,,101.0,,20179
"Yerington, NV Urban Cluster (2010)",2889.0,,257.0,,97669
"Seneca, SC Urban Cluster (2010)",27046.0,,1037.0,,80671
"Gloversville, NY Urban Cluster (2010)",28005.0,,455.0,,33733
"Grants Pass, OR Urbanized Area (2010)",51071.0,,1225.0,,34516
"Tupper Lake, NY Urban Cluster (2010)",4386.0,,265.0,,89056
"Dallas--Fort Worth--Arlington, TX Urbanized Area (2010)",5715476.0,,4667.0,,22042
"Monmouth--Independence, OR Urban Cluster (2010)",19759.0,,75.0,,58249
"Oshkosh, WI Urbanized Area (2010)",74618.0,,485.0,,66160
"Paris, IL Urban Cluster (2010)",8309.0,,409.0,,67483
"Eagar, AZ Urban Cluster (2010)",6196.0,,454.0,,25363
"Wayne, NE Urban Cluster (2010)",5281.0,,204.0,,93241
"Troy, MO Urban Cluster (2010)",14093.0,,584.0,,88570
"Aguadilla--Isabela--San Sebasti�n, PR Urbanized Area (2010)",278523.0,,2110.0,,00631
"Laughlin, NV Urban Cluster (2010)",5892.0,,460.0,,48016
"Batesburg-Leesville, SC Urban Cluster (2010)",5140.0,,335.0,,05518
"Cold Spring, NY Urban Cluster (2010)",3134.0,,232.0,,18613
"Williams, CA Urban Cluster (2010)",5255.0,,147.0,,95374
"Middlebury, IN Urban Cluster (2010)",4207.0,,185.0,,56710
"San Jose, CA Urbanized Area (2010)",1793065.0,,1072.0,,79039
"Warsaw, MO Urban Cluster (2010)",2881.0,,434.0,,92012
"Fort Defiance, AZ--NM Urban Cluster (2010)",4283.0,,559.0,,30655
"Milford, NJ--PA Urban Cluster (2010)",2762.0,,238.0,,57206
"Charlestown, IN Urban Cluster (2010)",7805.0,,333.0,,15535
"Fairmount, IN Urban Cluster (2010)",2871.0,,256.0,,28900
"Paden City, WV Urban Cluster (2010)",3196.0,,382.0,,66754
"Warsaw, IN Urban Cluster (2010)",31798.0,,613.0,,91999
"Cortez, CO Urban Cluster (2010)",8315.0,,236.0,,20368
"Murphysboro, IL Urban Cluster (2010)",9571.0,,333.0,,60760
"Discovery Bay, CA Urban Cluster (2010)",16544.0,,803.0,,24256
"Eagle Mountain South, UT Urban Cluster (2010)",7175.0,,507.0,,25480
"Walla Walla, WA--OR Urbanized Area (2010)",56329.0,,759.0,,91405
"Fairbanks, AK Urbanized Area (2010)",66220.0,,1604.0,,28549
"Gardnerville Ranchos, NV Urban Cluster (2010)",21206.0,,534.0,,32572
"Selmer, TN Urban Cluster (2010)",4082.0,,256.0,,80578
"Cedarville, OH Urban Cluster (2010)",4189.0,,274.0,,14833
"Cortland, NY Urban Cluster (2010)",26926.0,,551.0,,20395
"New Ulm, MN Urban Cluster (2010)",13085.0,,100.0,,63163
"Elroy, TX Urban Cluster (2010)",3978.0,,1075.0,,27290
"Worland, WY Urban Cluster (2010)",5203.0,,162.0,,97318
"Conesus Lake, NY Urban Cluster (2010)",4848.0,,513.0,,19597
"Crossett, AR Urban Cluster (2010)",7522.0,,391.0,,21340
"Osceola, AR Urban Cluster (2010)",7523.0,,332.0,,66106
"Ashland, NE Urban Cluster (2010)",2646.0,,245.0,,03375
"Deltona, FL Urbanized Area (2010)",195890.0,,1948.0,,23311
"Wheeling, WV--OH Urbanized Area (2010)",77866.0,,1007.0,,94726
"St. Pauls, NC Urban Cluster (2010)",2849.0,,428.0,,77986
"Kamas, UT Urban Cluster (2010)",3159.0,,361.0,,43818
"Kingman, KS Urban Cluster (2010)",2761.0,,154.0,,45154
"Great Falls, MT Urbanized Area (2010)",65362.0,,507.0,,34759
"Baxley, GA Urban Cluster (2010)",5121.0,,346.0,,05788
"High Point, NC Urbanized Area (2010)",173648.0,,1376.0,,38809
"Pearsall, TX Urban Cluster (2010)",11648.0,,832.0,,68212
"Lady Lake--The Villages, FL Urbanized Area (2010)",117839.0,,2146.0,,45937
"Pensacola, FL--AL Urbanized Area (2010)",362139.0,,2763.0,,68482
"Anderson, IN Urbanized Area (2010)",86398.0,,788.0,,02386
"Eureka, IL Urban Cluster (2010)",6306.0,,381.0,,28225
"Garrettsville, OH Urban Cluster (2010)",5984.0,,442.0,,32637
"New Concord, OH Urban Cluster (2010)",2905.0,,301.0,,62245
"Rockmart, GA Urban Cluster (2010)",7246.0,,607.0,,75826
"Scranton, PA Urbanized Area (2010)",377724.0,,1015.0,,80227
"Baltimore, OH Urban Cluster (2010)",3547.0,,185.0,,04870
"Covington, OH Urban Cluster (2010)",2776.0,,99.0,,20692
"Paris, KY Urban Cluster (2010)",11116.0,,384.0,,67510
"Tea, SD Urban Cluster (2010)",4785.0,,220.0,,86830
"Fort Leonard Wood, MO Urban Cluster (2010)",30544.0,,845.0,,30748
"Hopkinsville, KY Urban Cluster (2010)",31591.0,,581.0,,40078
"Snoqualmie, WA Urban Cluster (2010)",24032.0,,665.0,,82675
"Cisco, TX Urban Cluster (2010)",3508.0,,178.0,,16939
"Santa Maria, CA Urbanized Area (2010)",139297.0,,1059.0,,79417
"Detroit, MI Urbanized Area (2010)",3743182.0,,2268.0,,23824
"Cambria, CA Urban Cluster (2010)",5537.0,,359.0,,12781
"Edna, TX Urban Cluster (2010)",5756.0,,34.0,,26254
"Slippery Rock, PA Urban Cluster (2010)",7012.0,,293.0,,82495
"Vandalia, IL Urban Cluster (2010)",7152.0,,296.0,,90136
"Rome, GA Urbanized Area (2010)",61202.0,,1425.0,,76204
"Church Point, LA Urban Cluster (2010)",4711.0,,469.0,,16831
"Silver Lakes, CA Urban Cluster (2010)",5684.0,,789.0,,82076
"Childress, TX Urban Cluster (2010)",4861.0,,325.0,,16372
"Lake View, AL Urban Cluster (2010)",4276.0,,573.0,,47142
"Poinciana, FL Urban Cluster (2010)",48768.0,,3159.0,,70480
"Mexia, TX Urban Cluster (2010)",7205.0,,130.0,,56521
"Buckeye, AZ Urban Cluster (2010)",21246.0,,873.0,,11134
"Syracuse, NY Urbanized Area (2010)",409002.0,,1384.0,,86302
"Leland, MS Urban Cluster (2010)",4232.0,,143.0,,48961
"Jean Lafitte, LA Urban Cluster (2010)",2828.0,,429.0,,42832
"Biscoe, NC Urban Cluster (2010)",3496.0,,631.0,,07824
"Bryan, OH Urban Cluster (2010)",9623.0,,335.0,,11107
"Seven Lakes, NC Urban Cluster (2010)",3568.0,,769.0,,80695
"Concordia, KS Urban Cluster (2010)",5095.0,,58.0,,19585
"Blountstown, FL Urban Cluster (2010)",5055.0,,552.0,,08461
"Christopher, IL Urban Cluster (2010)",4090.0,,238.0,,16777
"Cedaredge, CO Urban Cluster (2010)",3578.0,,473.0,,14705
"Canton, TX Urban Cluster (2010)",3786.0,,317.0,,13429
"Tamaqua, PA Urban Cluster (2010)",14463.0,,330.0,,86572
"Waverly, IA Urban Cluster (2010)",8856.0,,219.0,,93079
"El Paso de Robles (Paso Robles)--Atascadero, CA Urbanized Area (2010)",68217.0,,1308.0,,27261
"Lawrenceburg--Greendale--Aurora, IN Urban Cluster (2010)",12401.0,,563.0,,48313
"Snowflake, AZ Urban Cluster (2010)",6878.0,,574.0,,82684
"Ellwood City, PA Urban Cluster (2010)",12907.0,,601.0,,27085
"Cleburne, TX Urban Cluster (2010)",35792.0,,555.0,,17533
"Temple, TX Urbanized Area (2010)",99887.0,,1263.0,,87058
"Scott City, MO Urban Cluster (2010)",5221.0,,166.0,,80038
"Water Valley, MS Urban Cluster (2010)",2507.0,,245.0,,92755
"McMinnville, OR Urban Cluster (2010)",41093.0,,381.0,,52741
"Black River Falls, WI Urban Cluster (2010)",5483.0,,164.0,,07975
"Cheboygan, MI Urban Cluster (2010)",4258.0,,201.0,,15859
"Winnfield, LA Urban Cluster (2010)",4967.0,,186.0,,96427
"Prescott, WI Urban Cluster (2010)",4088.0,,102.0,,72100
"Arroyo Grande--Grover Beach, CA Urbanized Area (2010)",53656.0,,1108.0,,03196
"Rushville, IN Urban Cluster (2010)",6446.0,,272.0,,76798
"Creswell, OR Urban Cluster (2010)",6128.0,,265.0,,21070
"Iowa City, IA Urbanized Area (2010)",120766.0,,618.0,,41590
"Grenada, MS Urban Cluster (2010)",10359.0,,508.0,,35623
"Independence, KS Urban Cluster (2010)",9071.0,,115.0,,41158
"Jackson, AL Urban Cluster (2010)",2473.0,,379.0,,42022
"Juneau, WI Urban Cluster (2010)",2569.0,,65.0,,43571
"St. James, MO Urban Cluster (2010)",4104.0,,26.0,,77608
"Mountain Lake Park, MD Urban Cluster (2010)",4457.0,,436.0,,59761
"Pahokee, FL Urban Cluster (2010)",7797.0,,493.0,,66916
"Fitzgerald, GA Urban Cluster (2010)",11374.0,,478.0,,29791
