NAME,B01003_001E,B01003_001EA,B01003_001M,B01003_001MA,state,school district (elementary)
"Tewksbury Township School District, New Jersey",5830.0,,25.0,,34,16170
"Tinton Falls Borough School District, New Jersey",19205.0,,288.0,,34,16200
"Totowa Borough School District, New Jersey",10828.0,,22.0,,34,16260
"Tuckerton Borough School District, New Jersey",3380.0,,22.0,,34,16320
"Essex Fells Borough School District, New Jersey",2205.0,,166.0,,34,04830
"Evesham Township School District, New Jersey",45193.0,,55.0,,34,04890
"Fair Haven Borough School District, New Jersey",5943.0,,28.0,,34,04950
"Fairfield Township School District (Essex County), New Jersey",7400.0,,161.0,,34,05010
"Fairfield Township School District (Cumberland County), New Jersey",6158.0,,28.0,,34,05040
"Farmingdale Borough School District, New Jersey",1398.0,,122.0,,34,05130
"Flemington-Raritan Regional School District, New Jersey",26687.0,,32.0,,34,05190
"Florham Park Borough School District, New Jersey",11672.0,,27.0,,34,05250
"Frankford Township School District, New Jersey",6257.0,,165.0,,34,05340
"Franklin Lakes Borough School District, New Jersey",10883.0,,25.0,,34,05370
"Franklin Borough School District, New Jersey",4807.0,,25.0,,34,05400
"Franklin Township School District (Gloucester County), New Jersey",16505.0,,55.0,,34,05430
"Franklin Township School District (Hunterdon County), New Jersey",3281.0,,20.0,,34,05460
"Franklin Township School District (Warren County), New Jersey",3055.0,,44.0,,34,05520
"Fredon Township School District, New Jersey",3214.0,,25.0,,34,05550
"Freehold Borough School District, New Jersey",11855.0,,41.0,,34,05580
"Freehold Township School District, New Jersey",35116.0,,51.0,,34,05640
"Frelinghuysen Township School District, New Jersey",2302.0,,206.0,,34,05670
"Frenchtown Borough School District, New Jersey",1297.0,,196.0,,34,05700
"Galloway Township School District, New Jersey",36437.0,,32.0,,34,05730
"Gibbsboro Borough School District, New Jersey",2223.0,,142.0,,34,05850
"Gloucester Township School District, New Jersey",63700.0,,51.0,,34,06030
"Hainesport Township School District, New Jersey",6048.0,,45.0,,34,06420
"Haledon Borough School District, New Jersey",8338.0,,39.0,,34,06450
"Hamburg Borough School District, New Jersey",3152.0,,15.0,,34,06480
"Hamilton Township School District, New Jersey",26218.0,,37.0,,34,06510
"Hampton Borough School District, New Jersey",1219.0,,122.0,,34,06600
"Hampton Township School District, New Jersey",4916.0,,27.0,,34,06630
"Island Heights Borough School District, New Jersey",1457.0,,149.0,,34,07710
"Kingwood Township School District, New Jersey",3751.0,,17.0,,34,08010
"Knowlton Township School District, New Jersey",2973.0,,25.0,,34,08070
"Lafayette Township School District, New Jersey",2390.0,,153.0,,34,08130
"Lebanon Borough School District, New Jersey",1945.0,,153.0,,34,08430
"Lebanon Township School District, New Jersey",6132.0,,19.0,,34,08460
"Linwood City School District, New Jersey",6826.0,,37.0,,34,08670
"Little Egg Harbor Township School District, New Jersey",20848.0,,30.0,,34,08700
"Little Falls Township School District, New Jersey",14459.0,,21.0,,34,08730
"Woodland Park Borough School District, New Jersey",12489.0,,28.0,,34,17640
"Clinton Town-Glen Gardner School District, New Jersey",4266.0,,124.0,,34,03330
"Harrington Park Borough School District, New Jersey",4761.0,,21.0,,34,06840
"Greenwich Township School District, New Jersey",613.0,,96.0,,34,06150
"Hanover Township School District, New Jersey",14395.0,,28.0,,34,06690
"Hardyston Township School District, New Jersey",7886.0,,23.0,,34,06780
"Harrison Township School District, New Jersey",12930.0,,27.0,,34,06900
"Haworth Borough School District, New Jersey",3418.0,,30.0,,34,06960
"High Bridge Borough School District, New Jersey",3527.0,,18.0,,34,07110
"Highlands Borough School District, New Jersey",4818.0,,17.0,,34,07200
"Hillsdale Borough School District, New Jersey",10395.0,,22.0,,34,07260
"Holland Township School District, New Jersey",5157.0,,18.0,,34,07380
"Hopewell Township School District, New Jersey",4806.0,,90.0,,34,07500
"Howell Township School District, New Jersey",51812.0,,224.0,,34,07560
"Bellmore Union Free School District, New York",12247.0,,641.0,,36,04410
"Elmont Union Free School District, New York",55869.0,,2050.0,,36,10620
"Floral Park-Bellerose Union Free School District, New York",20207.0,,395.0,,36,11160
"Franklin Square Union Free School District, New York",26249.0,,1308.0,,36,11460
"Merrick Union Free School District, New York",16242.0,,566.0,,36,19110
"New Hyde Park-Garden City Park Union Free School District, New York",24365.0,,772.0,,36,20400
"North Bellmore Union Free School District, New York",25610.0,,983.0,,36,20940
"North Merrick Union Free School District, New York",14308.0,,861.0,,36,21120
"Valley Stream Union Free School District 13, New York",29826.0,,1413.0,,36,29430
"Valley Stream Union Free School District 24, New York",13843.0,,1249.0,,36,29460
"Valley Stream Union Free School District 30, New York",18893.0,,1216.0,,36,29490
"Remainder of New York, New York",19360794.0,,2313.0,,36,99999
"Pleasant Valley Public School District 35, North Dakota",119.0,,42.0,,38,15360
"South Prairie Public School District 70, North Dakota",1854.0,,355.0,,38,17170
"Sterling Public School District 35, North Dakota",428.0,,78.0,,38,17760
"Sweet Briar Public School District 17, North Dakota",153.0,,78.0,,38,17940
"Twin Buttes Public School District 37, North Dakota",244.0,,67.0,,38,18600
"Yellowstone Public School District 14, North Dakota",453.0,,118.0,,38,20340
"Remainder of North Dakota, North Dakota",732696.0,,890.0,,38,99999
"Naughton Public School District 25, North Dakota",105.0,,46.0,,38,00015
"Fort Ransom Public School District 6, North Dakota",331.0,,84.0,,38,00033
"Central Elementary Public School District 32, North Dakota",174.0,,45.0,,38,00037
"Adams Public School District 128, North Dakota",350.0,,67.0,,38,01680
"Apple Creek Public School District 39, North Dakota",728.0,,110.0,,38,02014
"Bakker Public School District 10, North Dakota",182.0,,65.0,,38,02240
"Billings County Public School District 1, North Dakota",946.0,,90.0,,38,02840
"Earl Public School District 18, North Dakota",94.0,,60.0,,38,05670
"Emerado Public School District 127, North Dakota",815.0,,120.0,,38,06360
"Horse Creek Public School District 32, North Dakota",119.0,,56.0,,38,09810
"Little Heart Public School District 4, North Dakota",184.0,,60.0,,38,11540
"Lonetree Public School District 6, North Dakota",290.0,,64.0,,38,11610
"Manning Public School District 45, North Dakota",151.0,,39.0,,38,11970
"Manvel Public School District 125, North Dakota",1480.0,,212.0,,38,12000
"Mapleton Public School District 7, North Dakota",1253.0,,176.0,,38,12030
"Marmarth Public School District 12, North Dakota",161.0,,62.0,,38,12120
"Menoken Public School District 33, North Dakota",378.0,,78.0,,38,12720
"Nedrose Public School District 4, North Dakota",3130.0,,427.0,,38,13660
"New Public School District 8, North Dakota",5092.0,,631.0,,38,13760
"Oberon Public School District 16, North Dakota",291.0,,86.0,,38,14520
"Albion Public School, Oklahoma",565.0,,78.0,,40,02580
"Allen-Bowden Public School, Oklahoma",3154.0,,250.0,,40,02790
"Anderson Public School, Oklahoma",3046.0,,233.0,,40,03010
"Avant Public School, Oklahoma",1386.0,,194.0,,40,03450
"Banner Public School, Oklahoma",2466.0,,397.0,,40,03540
"Bearden Public School, Oklahoma",600.0,,87.0,,40,03690
"Belfonte Public School, Oklahoma",924.0,,143.0,,40,03840
"Bishop Public School, Oklahoma",2606.0,,512.0,,40,04470
"Bowring Public School, Oklahoma",507.0,,78.0,,40,05160
"Briggs Public School, Oklahoma",2329.0,,285.0,,40,05430
"Brushy Public School, Oklahoma",1540.0,,166.0,,40,05580
"Cleora Public School, Oklahoma",2072.0,,255.0,,40,08010
"Cottonwood Public School, Oklahoma",454.0,,74.0,,40,08730
"Crutcho Public School, Oklahoma",2114.0,,322.0,,40,09150
"Dahlonegah Public School, Oklahoma",725.0,,122.0,,40,09360
"Darlington Public School, Oklahoma",670.0,,147.0,,40,09420
"Denison Public School, Oklahoma",1624.0,,196.0,,40,09720
"Peavine Public School, Oklahoma",1417.0,,182.0,,40,10560
"Fanshawe Public School, Oklahoma",759.0,,90.0,,40,11400
"Flower Mound Public School, Oklahoma",1058.0,,243.0,,40,11760
"Forest Grove Public School, Oklahoma",993.0,,112.0,,40,11850
"Friend Public School, Oklahoma",1170.0,,197.0,,40,12210
"Frink-Chambers Public School, Oklahoma",2052.0,,177.0,,40,12240
"Glover Public School, Oklahoma",778.0,,105.0,,40,12750
"Grand View Public School, Oklahoma",5074.0,,524.0,,40,13230
"Grandview Public School, Oklahoma",903.0,,150.0,,40,13260
"Greenville Public School, Oklahoma",1065.0,,142.0,,40,13380
"Grove Public School, Oklahoma",4372.0,,304.0,,40,13500
"Gypsy Public School, Oklahoma",646.0,,97.0,,40,13600
"Haywood Public School, Oklahoma",1172.0,,88.0,,40,14100
"Hodgen Public School, Oklahoma",908.0,,119.0,,40,14730
"Holly Creek Public School, Oklahoma",1571.0,,163.0,,40,14890
"Jennings Public School, Oklahoma",775.0,,84.0,,40,15750
"Justice Public School, Oklahoma",299.0,,62.0,,40,15900
"Justus-Tiawah Public School, Oklahoma",3909.0,,274.0,,40,15930
"Kenwood Public School, Oklahoma",582.0,,83.0,,40,16320
"Keys Public Schools, Oklahoma",4453.0,,581.0,,40,16440
"Keystone Public School, Oklahoma",3551.0,,310.0,,40,16470
"Kildare Public School, Oklahoma",1250.0,,124.0,,40,16530
"Krebs Public School, Oklahoma",2956.0,,238.0,,40,16720
"Lane Public School, Oklahoma",2420.0,,241.0,,40,17040
"Leach Public School, Oklahoma",835.0,,111.0,,40,17310
"Liberty Public School, Oklahoma",2459.0,,264.0,,40,17700
"Lone Star Public School, Oklahoma",4798.0,,404.0,,40,18240
"Lowrey Public School, Oklahoma",1197.0,,189.0,,40,18480
"Lukfata Public School, Oklahoma",1195.0,,103.0,,40,18570
"Mannsville Public School, Oklahoma",1310.0,,130.0,,40,18870
"Maple Public School, Oklahoma",796.0,,147.0,,40,18900
"Marble City Public School, Oklahoma",759.0,,99.0,,40,18960
"Maryetta Public Schools, Oklahoma",1283.0,,162.0,,40,19200
"McCord Public School, Oklahoma",2055.0,,160.0,,40,19500
"Middleberg Public School, Oklahoma",1634.0,,186.0,,40,19890
"Moffett Public School, Oklahoma",136.0,,36.0,,40,20160
"Monroe Public School, Oklahoma",977.0,,125.0,,40,20190
"Moseley Public School, Oklahoma",2048.0,,234.0,,40,20430
"Moyers Public Schools, Oklahoma",660.0,,93.0,,40,20640
"Nashoba Public School, Oklahoma",410.0,,56.0,,40,21120
"North Rock Creek Public School, Oklahoma",3302.0,,290.0,,40,21840
"Greasy Public School, Oklahoma",816.0,,101.0,,40,21870
"Norwood Public School, Oklahoma",1694.0,,206.0,,40,21900
"Oak Grove Public School, Oklahoma",645.0,,97.0,,40,22160
"Oakdale Public School, Oklahoma",4324.0,,387.0,,40,22350
"White Oak Public Schools, Oklahoma",832.0,,90.0,,40,32610
"Optima Public School, Oklahoma",517.0,,132.0,,40,23070
"Osage Public School, Oklahoma",1718.0,,178.0,,40,23190
"Osage Hills Public School, Oklahoma",621.0,,90.0,,40,23220
"Peckham Public School, Oklahoma",335.0,,55.0,,40,23700
"Peggs Public School, Oklahoma",1877.0,,234.0,,40,23730
"Pioneer Public School, Oklahoma",1258.0,,142.0,,40,24150
"Pleasant Grove Public School, Oklahoma",508.0,,93.0,,40,24330
"Pretty Water Public School, Oklahoma",1756.0,,146.0,,40,25080
"Ravia Public School, Oklahoma",1262.0,,139.0,,40,25530
"Riverside Public School, Oklahoma",1620.0,,249.0,,40,26010
"Robin Hill Public School, Oklahoma",838.0,,169.0,,40,26100
"Rocky Mountain Public School, Oklahoma",599.0,,82.0,,40,26250
"Ryal Public School, Oklahoma",275.0,,79.0,,40,26580
"South Coffeyville Schools, Oklahoma",1384.0,,121.0,,40,26640
"Shady Grove Public School, Oklahoma",1144.0,,175.0,,40,27420
"South Rock Creek Public School, Oklahoma",1974.0,,222.0,,40,27990
"Stidham Public School, Oklahoma",474.0,,96.0,,40,28620
"Straight Public School, Oklahoma",272.0,,92.0,,40,28920
"Swink Public School, Oklahoma",434.0,,53.0,,40,29340
"Tannehill Public School, Oklahoma",916.0,,120.0,,40,29520
"Tenkiller Public School, Oklahoma",1240.0,,182.0,,40,29670
"Terral Public School, Oklahoma",532.0,,57.0,,40,29760
"Turkey Ford Public School, Oklahoma",1144.0,,86.0,,40,30290
"Tuskahoma Public School, Oklahoma",727.0,,79.0,,40,30390
"Twin Hills Public School, Oklahoma",1651.0,,195.0,,40,30450
"Verdigris Public Schools, Oklahoma",5741.0,,252.0,,40,31110
"Wainwright Public School, Oklahoma",849.0,,95.0,,40,31380
"White Rock Public School, Oklahoma",1686.0,,212.0,,40,32640
"Whitebead Public School, Oklahoma",1569.0,,170.0,,40,32670
"Whitefield Public School, Oklahoma",1074.0,,167.0,,40,32700
"Wickliffe Public School, Oklahoma",726.0,,102.0,,40,32760
"Woodall Public School, Oklahoma",1532.0,,252.0,,40,33090
"Davidson Public Schools, Oklahoma",484.0,,103.0,,40,09480
"Zaneis Public School, Oklahoma",626.0,,87.0,,40,33540
"Zion Public School, Oklahoma",843.0,,99.0,,40,33600
"Remainder of Oklahoma, Oklahoma",3772851.0,,2653.0,,40,99999
"Harney County School District 4, Oregon",592.0,,124.0,,41,03600
"Diamond School District 7, Oregon",73.0,,40.0,,41,04170
"Double O School District 28, Oregon",15.0,,11.0,,41,04290
"Drewsey School District 13, Oregon",153.0,,49.0,,41,04380
"South Harney School District 33, Oregon",171.0,,54.0,,41,05020
"Frenchglen School District 16, Oregon",125.0,,48.0,,41,05310
"Juntura School District 12, Oregon",92.0,,29.0,,41,06960
"Pine Creek School District 5, Oregon",85.0,,46.0,,41,09690
"Suntex School District 10, Oregon",100.0,,40.0,,41,11910
"Remainder of Oregon, Oregon",4080537.0,,188.0,,41,99999
"Exeter-West Greenwich Regional School District, Rhode Island",12961.0,,158.0,,44,00360
"Foster Elementary School District, Rhode Island",4689.0,,25.0,,44,00390
"Glocester Elementary School District, Rhode Island",10062.0,,26.0,,44,00450
"Jamestown School District, Rhode Island",5496.0,,18.0,,44,00510
"Little Compton School District, Rhode Island",3505.0,,15.0,,44,00600
"Remainder of Rhode Island, Rhode Island",1019898.0,,155.0,,44,99999
"Fort Jackson Schools, South Carolina",16240.0,,835.0,,45,00005
"Beaufort Marine Corps Air Station School District, South Carolina",765.0,,228.0,,45,00006
"Remainder of South Carolina, South Carolina",4938920.0,,852.0,,45,99999
"Bells City School District, Tennessee",3923.0,,303.0,,47,00210
"Dayton City Elementary School District, Tennessee",7340.0,,29.0,,47,00930
"Franklin Special School District, Tennessee",39025.0,,1098.0,,47,01260
"Lebanon Special School District, Tennessee",33907.0,,985.0,,47,02370
"Manchester City School District, Tennessee",10537.0,,27.0,,47,02610
"Sweetwater City School District, Tennessee",11725.0,,707.0,,47,04050
"Remainder of Tennessee, Tennessee",6341423.0,,1811.0,,47,99999
"Alamo City School District, Tennessee",3910.0,,366.0,,47,00030
"Athens City Schools, Tennessee",13752.0,,26.0,,47,00120
"Lakeland School System District, Tennessee",10309.0,,486.0,,47,00154
"Clinton City School District, Tennessee",9908.0,,24.0,,47,00720
"Etowah City School District, Tennessee",3474.0,,27.0,,47,01140
"Lexington City School System, Tennessee",7735.0,,26.0,,47,02460
"Murfreesboro City School District, Tennessee",130972.0,,154.0,,47,03150
"Newport City School District, Tennessee",6757.0,,22.0,,47,03210
"Paris Special School District, Tennessee",12051.0,,407.0,,47,03360
"Rogersville City Schools, Tennessee",4341.0,,22.0,,47,03660
"Winfield Independent School District, Texas",1068.0,,234.0,,48,46110
"Bluff Dale Independent School District, Texas",1159.0,,229.0,,48,10620
"Vysehrad Independent School District, Texas",832.0,,179.0,,48,44250
"Remainder of Texas, Texas",27882136.0,,362.0,,48,99999
"Essex Town School District, Vermont",10830.0,,20.0,,50,03840
"Norwich School District, Vermont",3335.0,,18.0,,50,06180
"St. Johnsbury School District, Vermont",7299.0,,20.0,,50,07650
"Remainder of Vermont, Vermont",593118.0,,57.0,,50,99999
"Chittenden Central Supervisory Union in Essex Junction (PK-8), Vermont",10395.0,,45.0,,50,50004
"Lexington City Public Schools, Virginia",7110.0,,-555555555.0,*****,51,02220
"Remainder of Virginia, Virginia",8406664.0,,-555555555.0,*****,51,99999
"Waterford Joint No. 1 School District, Wisconsin",14165.0,,457.0,,55,15660
"Union Grove Joint No. 1 School District, Wisconsin",5301.0,,91.0,,55,15180
"Walworth Joint No. 1 School District, Wisconsin",3988.0,,138.0,,55,15450
"Washington-Caldwell School District, Wisconsin",1829.0,,268.0,,55,15700
"Wheatland Joint No. 1 School District, Wisconsin",4342.0,,207.0,,55,16560
"Woodruff Joint No. 1 School District, Wisconsin",5284.0,,170.0,,55,17160
"Yorkville Joint No. 2 School District, Wisconsin",2892.0,,177.0,,55,17220
"Remainder of Wisconsin, Wisconsin",5561452.0,,1128.0,,55,99999
"Herman-Neosho-Rubicon School District, Wisconsin",4858.0,,253.0,,55,00075
"Lake Country School District, Wisconsin",4271.0,,388.0,,55,00013
"Trevor-Wilmot Consolidated School District, Wisconsin",3846.0,,540.0,,55,00052
"North Lakeland School District, Wisconsin",2550.0,,214.0,,55,01530
"Brighton No. 1 School District, Wisconsin",1345.0,,134.0,,55,01650
"Bristol No. 1 School District, Wisconsin",5876.0,,357.0,,55,01710
"Dover No. 1 School District, Wisconsin",1957.0,,299.0,,55,03750
"Erin School District, Wisconsin",2655.0,,180.0,,55,04410
"Lac du Flambeau No. 1 School District, Wisconsin",3451.0,,28.0,,55,04620
"Fontana Joint No. 8 School District, Wisconsin",2255.0,,194.0,,55,04720
"Maple Dale-Indian Hill School District, Wisconsin",1621.0,,141.0,,55,04770
"Fox Point Joint No. 2 School District, Wisconsin",11133.0,,118.0,,55,04800
"Geneva Joint No. 4 School District, Wisconsin",1213.0,,218.0,,55,05100
"Genoa City Joint No. 2 School District, Wisconsin",4520.0,,362.0,,55,05130
"Glendale-River Hills School District, Wisconsin",12873.0,,92.0,,55,05460
"Hartford Joint No. 1 School District, Wisconsin",18423.0,,316.0,,55,06090
"Hartland-Lakeside Joint No. 3 School District, Wisconsin",11453.0,,385.0,,55,06140
"Lake Geneva Joint No. 1 School District, Wisconsin",17455.0,,526.0,,55,07620
"Linn Joint No. 4 School District, Wisconsin",1282.0,,310.0,,55,08040
"Linn Joint No. 6 School District, Wisconsin",1094.0,,148.0,,55,08070
"Richmond School District, Wisconsin",3176.0,,299.0,,55,08130
"Swallow School District, Wisconsin",3510.0,,297.0,,55,09240
"North Lake School District, Wisconsin",2649.0,,293.0,,55,09300
"Merton Community School District, Wisconsin",6875.0,,481.0,,55,09360
"Stone Bank School District, Wisconsin",2656.0,,215.0,,55,09390
"Minocqua Joint No. 1 School District, Wisconsin",6591.0,,189.0,,55,09690
"Norway Joint No. 7 School District, Wisconsin",837.0,,110.0,,55,10800
"Paris Joint No. 1 School District, Wisconsin",1867.0,,186.0,,55,11400
"Randall Joint No. 1 School District, Wisconsin",5301.0,,283.0,,55,12390
"Raymond No. 14 School District, Wisconsin",3353.0,,117.0,,55,12480
"North Cape School District, Wisconsin",1896.0,,247.0,,55,12510
"Friess Lake School District, Wisconsin",2206.0,,272.0,,55,12880
"Richfield Joint No. 1 School District, Wisconsin",4783.0,,460.0,,55,12900
"Salem School District, Wisconsin",8962.0,,526.0,,55,13350
"Sharon Joint No. 11 School District, Wisconsin",2111.0,,232.0,,55,13560
"Silver Lake Joint No. 1 School District, Wisconsin",4460.0,,563.0,,55,13860
"Twin Lakes No. 4 School District, Wisconsin",3777.0,,280.0,,55,15090
"Fremont County School District 38, Wyoming",1771.0,,175.0,,56,00960
"Remainder of Wyoming, Wyoming",580065.0,,175.0,,56,99999
