FIPS,Abbreviation,Location,1990,1980,1970,1960,1950,1940,1930,1920,1910,1900
28087,MS,Lowndes County,59308,57304,49700,46639,37852,35245,29987,27632,30703,29095
28089,MS,Madison County,53794,41613,29737,32904,33860,37504,35796,29292,33505,32493
28091,MS,Marion County,25544,25708,22871,23293,23967,24085,19923,17144,15599,13501
28093,MS,Marshall County,30361,29296,24027,24503,25106,25522,24869,26105,26796,27674
28095,MS,Monroe County,36582,36404,34043,33953,36543,37648,36141,32613,35178,31216
28097,MS,Montgomery County,12388,13366,12918,13320,14470,15703,15009,13805,17706,16536
28099,MS,Neshoba County,24800,23789,20802,20927,25730,27882,26691,19303,17980,12726
28101,MS,Newton County,20291,19944,18983,19517,22681,24249,22910,20727,23085,19708
28103,MS,Noxubee County,12604,13212,14288,16826,20022,25669,25560,23710,28503,30846
28105,MS,Oktibbeha County,38375,36018,28752,26175,24569,22151,19119,16872,19676,20183
28107,MS,Panola County,29996,28164,26829,28791,31271,34421,28648,27845,31274,29027
28109,MS,Pearl River County,38714,33795,27802,22411,20641,19125,19405,15468,10593,6697
28111,MS,Perry County,10865,9864,9065,8745,9108,9292,8197,8987,7685,14682
28113,MS,Pike County,36882,36173,31756,35063,35137,35002,32201,28725,37272,27545
28115,MS,Pontotoc County,22237,20918,17363,17232,19994,22904,22034,19962,19688,18274
28117,MS,Prentiss County,23278,24025,20133,17949,19810,20921,19265,17606,16931,15788
28119,MS,Quitman County,10490,12636,15888,21019,25885,27191,25304,19861,11593,5435
28121,MS,Rankin County,87161,69427,43933,34322,28881,27934,20353,20272,23944,20955
28123,MS,Scott County,24137,24556,21369,21187,21681,23144,20914,16420,16723,14316
28125,MS,Sharkey County,7066,7964,8937,10738,12903,15433,13877,14190,15694,12178
28127,MS,Simpson County,23953,23441,19947,20454,21819,22024,20897,18109,17201,12800
28129,MS,Smith County,14798,15077,13561,14303,16740,19403,18405,16178,16603,13055
28131,MS,Stone County,10750,9716,8101,7013,6264,6155,5704,6528,---,---
28133,MS,Sunflower County,32867,34844,37047,45750,56031,61007,66364,46374,28787,16084
28135,MS,Tallahatchie County,15210,17157,19338,24081,30486,34166,35568,35953,29078,19600
28137,MS,Tate County,21432,20119,18544,18138,18011,19309,17671,19636,19714,20618
28139,MS,Tippah County,19523,18739,15852,15093,17522,19680,18658,15419,14631,12983
28141,MS,Tishomingo County,17683,18434,14940,13889,15544,16974,16411,15091,13067,10124
28143,MS,Tunica County,8164,9652,11854,16826,21664,22610,21233,20386,18646,16479
28145,MS,Union County,22085,21741,19096,18904,20262,21867,21268,20044,18997,16522
28147,MS,Walthall County,14352,13761,12500,13512,15563,17534,13871,13455,---,---
28149,MS,Warren County,47880,51627,44981,42206,39616,39595,35785,33362,37488,40912
28151,MS,Washington County,67935,72344,70581,78638,70504,67576,54310,51092,48933,49216
28153,MS,Wayne County,19517,19135,16650,16258,17010,16928,15295,15467,14709,12539
28155,MS,Webster County,10222,10300,10047,10580,11607,14160,12128,12644,14853,13619
28157,MS,Wilkinson County,9678,10021,11099,13235,14116,15955,13957,15319,18075,21453
28159,MS,Winston County,19433,19474,18406,19246,22231,22751,21239,18139,17139,14124
28161,MS,Yalobusha County,12033,13139,11915,12502,15191,18387,17750,18738,21519,19742
28163,MS,Yazoo County,25506,27349,27304,31653,35712,40091,37262,37149,46672,43948
29000,MO,Missouri,5117073,4916686,4676501,4319813,3954653,3784664,3629367,3404055,3293335,3106665
29001,MO,Adair County,24577,24870,22472,20105,19689,20246,19436,21404,22700,21728
29003,MO,Andrew County,14632,13980,11913,11062,11727,13015,13469,14075,15282,17332
29005,MO,Atchison County,7457,8605,9240,9213,11127,12897,13421,13008,13604,16501
29007,MO,Audrain County,23599,26458,25362,26079,23829,22673,22077,20589,21687,21160
29009,MO,Barry County,27547,24408,19597,18921,21755,23546,22803,23473,23869,25532
29011,MO,Barton County,11312,11292,10431,11113,12678,14148,14560,16879,16747,18253
29013,MO,Bates County,15025,15873,15468,15905,17534,19531,22068,23933,25869,30141
29015,MO,Benton County,13859,12183,9695,8737,9080,11142,11708,12989,14881,16556
29017,MO,Bollinger County,10619,10301,8820,9167,11019,12898,12269,13909,14576,14650
29019,MO,Boone County,112379,100376,80911,55202,48432,34991,30995,29672,30533,28642
29021,MO,Buchanan County,83083,87888,86915,90581,96826,94067,98633,93684,93020,121838
29023,MO,Butler County,38765,37693,33529,34656,37707,34276,23697,24106,20624,16769
29025,MO,Caldwell County,8380,8660,8351,8830,9929,11629,12509,13849,14605,16656
29027,MO,Callaway County,32809,32252,25850,23858,23316,23094,19923,23007,24400,25984
29029,MO,Camden County,27495,20017,13315,9116,7861,8971,9142,10474,11582,13113
29031,MO,Cape Girardeau County,61633,58837,49350,42020,38397,37775,33203,29839,27621,24315
29033,MO,Carroll County,10748,12131,12565,13847,15589,17814,19940,20480,23098,26455
29035,MO,Carter County,5515,5428,3878,3973,4777,6226,5503,7482,5504,6706
29037,MO,Cass County,63808,51029,39448,29702,19325,19534,20962,21536,22973,23636
29039,MO,Cedar County,12093,11894,9424,9185,10663,11697,11136,13933,16080,16923
29041,MO,Chariton County,9202,10489,11084,12720,14944,18084,19588,21769,23503,26826
29043,MO,Christian County,32644,22402,15124,12359,12412,13538,13169,15252,15832,16939
29045,MO,Clark County,7547,8493,8260,8725,9003,10166,10254,11874,12811,15383
29047,MO,Clay County,153411,136488,123322,87474,45221,30417,26811,20455,20302,18903
29049,MO,Clinton County,16595,15916,12462,11588,11726,13261,13505,14461,15297,17363
29051,MO,Cole County,63579,56663,46228,40761,35464,34912,30848,24680,21957,20578
29053,MO,Cooper County,14835,14643,14732,15448,16608,18075,19522,19308,20311,22532
29055,MO,Crawford County,19173,18300,14828,12647,11615,12693,11287,12355,13576,12959
29057,MO,Dade County,7449,7383,6850,7577,9324,11248,11764,14173,15613,18125
29059,MO,Dallas County,12646,12096,10054,9314,10392,11523,10541,12033,13181,13903
29061,MO,Daviess County,7865,8905,8420,9502,11180,13398,14424,16641,17605,21325
29063,MO,DeKalb County,9967,8222,7305,7226,8047,9751,10270,11694,12531,14418
29065,MO,Dent County,13702,14517,11457,10445,10936,11763,10974,12318,13245,12986
29067,MO,Douglas County,11876,11594,9268,9653,12638,15600,13959,15436,16664,16802
29069,MO,Dunklin County,33112,36324,33742,39139,45329,44957,35799,32773,30328,21706
29071,MO,Franklin County,80603,71233,55116,44566,36046,33868,30519,28427,29830,30581
29073,MO,Gasconade County,14006,13181,11878,12195,12342,12414,12172,12381,12847,12298
29075,MO,Gentry County,6848,7887,8060,8793,11036,13359,14348,15634,16820,20554
29077,MO,Greene County,207949,185302,152929,126276,104823,90541,82929,68698,63831,52713
29079,MO,Grundy County,10536,11959,11819,12220,13220,15716,16135,17554,16744,17832
29081,MO,Harrison County,8469,9890,10257,11603,14107,16525,17233,19719,20466,24398
29083,MO,Henry County,20044,19672,18451,19226,20043,22313,22931,25116,27242,28054
29085,MO,Hickory County,7335,6367,4481,4516,5387,6506,6430,7033,8741,9985
29087,MO,Holt County,6034,6882,6654,7885,9833,12476,12720,14084,14539,17083
29089,MO,Howard County,9631,10008,10561,10859,11857,13026,13490,13997,15653,18337
29091,MO,Howell County,31447,28807,23521,22027,22725,22270,19672,21102,21065,21834
29093,MO,Iron County,10726,11084,9529,8041,9458,10440,9642,9458,8563,8716
29095,MO,Jackson County,633232,629266,654558,622732,541035,477828,470454,367846,283522,195193
29097,MO,Jasper County,90465,86958,79852,78863,79106,78705,73810,75941,89673,84018
29099,MO,Jefferson County,171380,146183,105248,66377,38007,32023,27563,26555,27878,25712
29101,MO,Johnson County,42514,39059,34172,28981,20716,21617,22413,24899,26297,27843
29103,MO,Knox County,4482,5508,5692,6558,7617,8878,9658,10783,12403,13479
29105,MO,Laclede County,27158,24323,19944,18991,19010,18718,16320,16857,17363,16523
29107,MO,Lafayette County,31107,29925,26626,25274,25272,27856,29259,30006,30154,31679
29109,MO,Lawrence County,30236,28973,24585,23260,23420,24637,23774,24211,26583,31662
29111,MO,Lewis County,10233,10901,10993,10984,10733,11490,12093,13465,15514,16724
29113,MO,Lincoln County,28892,22193,18041,14783,13478,14395,13929,15956,17033,18352
29115,MO,Linn County,13885,15495,15125,16815,18865,21416,23339,24778,25253,25503
29117,MO,Livingston County,14592,15739,15368,15771,16532,18000,18615,18857,19453,22302
29119,MO,McDonald County,16938,14917,12357,11798,14144,15749,13936,14690,13539,13574
29121,MO,Macon County,15345,16313,15432,16473,18332,21396,23070,27518,30868,33018
29123,MO,Madison County,11127,10725,8641,9366,10380,9656,9418,10721,11273,9975
29125,MO,Maries County,7976,7551,6851,7282,7423,8638,8368,9500,10088,9616
29127,MO,Marion County,27682,28638,28121,29522,29765,31576,33493,30226,30572,26331
29129,MO,Mercer County,3723,4685,4910,5750,7235,8766,9350,11281,12335,14706
29131,MO,Miller County,20700,18532,15026,13800,13734,14798,16728,15567,16717,15187
29133,MO,Mississippi County,14442,15726,16647,20695,22551,23149,15762,12860,14557,11837
29135,MO,Moniteau County,12298,12068,10742,10500,10840,11775,12173,13532,14375,15931
29137,MO,Monroe County,9104,9716,9542,10688,11314,13195,13466,16414,18304,19716
29139,MO,Montgomery County,11355,11537,11000,11097,11555,12442,13011,15233,15604,16571
29141,MO,Morgan County,15574,13807,10068,9476,10207,11140,10968,12015,12863,12175
29143,MO,New Madrid County,20928,22945,23420,31350,39444,39787,30262,25180,19488,11280
29145,MO,Newton County,44445,40555,32901,30093,28240,29039,26959,24886,27136,27001
29147,MO,Nodaway County,21709,21996,22467,22215,24033,25556,26371,27744,28833,32938
29149,MO,Oregon County,9470,10238,9180,9845,11978,13390,12220,12889,14681,13906
29151,MO,Osage County,12018,12014,10994,10867,11301,12375,12462,13559,14283,14096
29153,MO,Ozark County,8598,7961,6226,6744,8856,10766,9537,11125,11926,12145
29155,MO,Pemiscot County,21921,24987,26373,38095,45624,46857,37284,26634,19559,12115
29157,MO,Perry County,16648,16784,14393,14642,14890,15358,13707,14434,14898,15134
29159,MO,Pettis County,35437,36378,34137,35120,31577,33336,34664,35813,33913,32438
29161,MO,Phelps County,35248,33633,29481,25396,21504,17437,15308,14941,15796,14194
29163,MO,Pike County,15969,17568,16928,16706,16844,18327,18001,20345,22556,25744
29165,MO,Platte County,57867,46341,32081,23350,14973,13862,13819,13996,14429,16193
29167,MO,Polk County,21826,18822,15415,13753,16062,17400,17803,20351,21561,23255
29169,MO,Pulaski County,41307,42011,53781,46567,10392,10775,10755,10490,11438,10394
29171,MO,Putnam County,5079,6092,5916,6999,9166,11327,11503,13115,14308,16688
29173,MO,Ralls County,8476,8911,7764,8078,8686,10040,10704,10412,12913,12287
29175,MO,Randolph County,24370,25460,22434,22014,22918,24458,26431,27633,26182,24442
29177,MO,Ray County,21971,21378,17599,16075,15932,18584,19846,20508,21451,24805
29179,MO,Reynolds County,6661,7230,6106,5161,6918,9370,8923,10106,9592,8161
29181,MO,Ripley County,12303,12458,9803,9096,11414,12606,11176,12061,13099,13186
29183,MO,St. Charles County,212907,144107,92954,52970,29834,25562,24354,22828,24695,24474
29185,MO,St. Clair County,8457,8622,7667,8421,10482,13146,13289,15341,16412,17907
29186,MO,Ste. Genevieve County,16037,15180,12867,12116,11237,10905,10097,9809,10607,10359
29187,MO,St. Francois County,48904,42600,36818,36516,35276,35950,35832,31403,35738,24051
29189,MO,St. Louis County,993529,973896,951353,703532,406349,274230,211593,100737,82417,50040
29195,MO,Saline County,23523,24919,24633,25148,26694,29416,30598,28826,29448,33703
29197,MO,Schuyler County,4236,4979,4665,5052,5760,6627,6951,8383,9062,10840
29199,MO,Scotland County,4822,5415,5499,6484,7332,8557,8853,10700,11869,13232
29201,MO,Scott County,39376,39647,33250,32748,32842,30377,24913,23409,22372,13092
29203,MO,Shannon County,7613,7885,7196,7087,8377,11831,10894,11865,11443,11247
29205,MO,Shelby County,6942,7826,7906,9063,9730,11224,11983,13617,14864,16167
29207,MO,Stoddard County,28895,29009,25771,29490,33463,33009,27452,29755,27807,24669
29209,MO,Stone County,19078,15587,9921,8176,9748,11298,11614,11941,11559,9892
29211,MO,Sullivan County,6326,7434,7572,8783,11299,13701,15212,17781,18598,20282
29213,MO,Taney County,25561,20467,13023,10238,9863,10323,8867,8178,9134,10127
29215,MO,Texas County,21476,21070,18320,17758,18992,19813,18580,20548,21458,22192
29217,MO,Vernon County,19041,19806,19065,20540,22685,25586,25031,26069,28827,31619
29219,MO,Warren County,19534,14900,9699,8750,7666,7734,8082,8490,9123,9919
29221,MO,Washington County,20380,17983,15086,14346,14689,17492,14450,13803,13378,14263
29223,MO,Wayne County,11543,11277,8546,8638,10514,12794,12243,13012,15181,15309
29225,MO,Webster County,23753,20414,15562,13753,15072,17226,16148,16609,17377,16640
29227,MO,Worth County,2440,3008,3359,3936,5120,6345,6535,7642,8007,9832
29229,MO,Wright County,16758,16188,13667,14183,15834,17967,16741,17733,18315,17519
29510,MO,St. Louis city,396685,453085,622236,750026,856796,816048,821960,772897,687029,575238
30000,MT,Montana,799065,786690,694409,674767,591024,559456,537606,548889,376053,243329
30001,MT,Beaverhead County,8424,8186,8187,7194,6671,6943,6654,7369,6446,5615
30003,MT,Big Horn County,11337,11096,10057,10007,9824,10419,8543,7015,---,---
30005,MT,Blaine County,6728,6999,6727,8091,8516,9566,9006,9057,---,---
30007,MT,Broadwater County,3318,3267,2526,2804,2922,3451,2738,3239,3491,2641
30009,MT,Carbon County,8080,8099,7080,8317,10241,11865,12571,15279,13962,7533
30011,MT,Carter County,1503,1799,1956,2493,2798,3280,4136,3972,---,---
30013,MT,Cascade County,77691,80696,81804,73418,53027,41999,41146,38836,28833,25777
30015,MT,Chouteau County,5452,6092,6473,7348,6974,7316,8635,11051,17191,10966
30017,MT,Custer County,11697,13109,12174,13227,12661,10422,11242,12194,14123,7891
30019,MT,Daniels County,2266,2835,3083,3755,3946,4563,5553,---,---,---
30021,MT,Dawson County,9505,11805,11269,12314,9092,8618,9881,9239,12725,2443
30023,MT,Deer Lodge County,10278,12518,15652,18640,16553,13627,16293,15323,12988,17393
30025,MT,Fallon County,3103,3763,4050,3997,3660,3719,4568,4548,---,---
30027,MT,Fergus County,12083,13076,12611,14018,14015,14040,16531,28344,17385,6937
30029,MT,Flathead County,59218,51966,39460,32965,31495,24271,19200,21705,18785,9375
30031,MT,Gallatin County,50463,42865,32505,26045,21902,18269,16124,15864,14079,9553
30033,MT,Garfield County,1589,1656,1796,1981,2172,2641,4252,5368,---,---
30035,MT,Glacier County,12121,10628,10783,11565,9645,9034,5297,4178,---,---
30037,MT,Golden Valley County,912,1026,931,1203,1337,1607,2126,---,---,---
30039,MT,Granite County,2548,2700,2737,3014,2773,3401,3013,4167,2942,4328
30041,MT,Hill County,17654,17985,17358,18653,14285,13304,13775,13958,---,---
30043,MT,Jefferson County,7939,7029,5238,4297,4014,4664,4133,5203,5601,5330
30045,MT,Judith Basin County,2282,2646,2667,3085,3200,3655,5238,---,---,---
30047,MT,Lake County,21041,19056,14445,13104,13835,13490,9541,---,---,---
30049,MT,Lewis and Clark County,47495,43039,33281,28006,24540,22131,18224,18660,21853,19171
30051,MT,Liberty County,2295,2329,2359,2624,2180,2209,2198,2416,---,---
30053,MT,Lincoln County,17481,17752,18063,12537,8693,7882,7089,7797,3638,---
30055,MT,McCone County,2276,2702,2875,3321,3258,3798,4790,4747,---,---
30057,MT,Madison County,5989,5448,5014,5211,5998,7294,6323,7495,7229,7695
30059,MT,Meagher County,1819,2154,2122,2616,2079,2237,2272,2622,4190,2526
30061,MT,Mineral County,3315,3675,2958,3037,2081,2135,1626,2327,---,---
30063,MT,Missoula County,78687,76016,58263,44663,35493,29038,21782,24041,23596,13964
30065,MT,Musselshell County,4106,4428,3734,4888,5408,5717,7242,12030,---,---
30067,MT,Park County,14562,12869,11197,13168,11999,11566,10922,11330,10731,7341
30069,MT,Petroleum County,519,655,675,894,1026,1083,2045,---,---,---
30071,MT,Phillips County,5163,5367,5386,6027,6334,7892,8208,9311,---,---
30073,MT,Pondera County,6433,6731,6611,7653,6392,6716,6964,5741,---,---
30075,MT,Powder River County,2090,2520,2862,2485,2693,3159,3909,3357,---,---
30077,MT,Powell County,6620,6958,6660,7002,6301,6152,6202,6909,5904,---
30079,MT,Prairie County,1383,1836,1752,2318,2377,2410,3941,3684,---,---
30081,MT,Ravalli County,25010,22493,14409,12341,13101,12978,10315,10098,11666,7822
30083,MT,Richland County,10716,12243,9837,10504,10366,10209,9633,8989,---,---
30085,MT,Roosevelt County,10999,10467,10365,11731,9580,9806,10672,10347,---,---
30087,MT,Rosebud County,10505,9899,6032,6187,6570,6477,7347,8002,7985,---
30089,MT,Sanders County,8669,8675,7093,6880,6983,6926,5692,4903,3713,---
30091,MT,Sheridan County,4732,5414,5779,6458,6674,7814,9869,13847,---,---
30093,MT,Silver Bow County,33941,38092,41981,46454,48422,53207,56969,60313,56848,47635
30095,MT,Stillwater County,6536,5598,4632,5526,5416,5694,6253,7630,---,---
30097,MT,Sweet Grass County,3154,3216,2980,3290,3621,3719,3944,4926,4029,3086
30099,MT,Teton County,6271,6491,6116,7295,7232,6922,6068,5870,9546,5080
30101,MT,Toole County,5046,5559,5839,7904,6867,6769,6714,3724,---,---
30103,MT,Treasure County,874,981,1069,1345,1402,1499,1661,1990,---,---
30105,MT,Valley County,8239,10250,11471,17080,11353,15181,11181,11542,13630,4355
30107,MT,Wheatland County,2246,2359,2529,3026,3187,3286,3751,5619,---,---
30109,MT,Wibaux County,1191,1476,1465,1698,1907,2161,2767,3113,---,---
30111,MT,Yellowstone County,113419,108035,87367,79016,55875,41182,30785,29600,22944,6212
30113,MT,Yellowstone Nat. Pk (pt.),52,66,64,47,58,43,52,---,---,---
31000,NE,Nebraska,1578385,1569825,1483493,1411330,1325510,1315834,1377963,1296372,1192214,1066300
31001,NE,Adams County,29625,30656,30553,28944,28855,24576,26275,22621,20900,18840
31003,NE,Antelope County,7965,8675,9047,10176,11624,13289,15206,15243,14003,11344
31005,NE,Arthur County,462,513,606,680,803,1045,1344,1412,---,---
31007,NE,Banner County,852,918,1034,1269,1325,1403,1676,1435,1444,1114
31009,NE,Blaine County,675,867,847,1016,1203,1538,1584,1778,1672,603
31011,NE,Boone County,6667,7391,8190,9134,10721,12127,14738,14146,13145,11689
31013,NE,Box Butte County,13130,13696,10094,11688,12279,10736,11861,8407,6131,5572
31015,NE,Boyd County,2835,3331,3752,4513,4911,6060,7169,8243,8826,7332
31017,NE,Brown County,3657,4377,4021,4436,5164,5962,5772,6749,6083,3470
31019,NE,Buffalo County,37447,34797,31222,26236,25134,23655,24338,23787,21907,20254
31021,NE,Burt County,7868,8813,9247,10192,11536,12546,13062,12559,12726,13040
31023,NE,Butler County,8601,9330,9461,10312,11432,13106,14410,14606,15403,15703
31025,NE,Cass County,21318,20297,18076,17821,16361,16992,17684,18029,19786,21330
31027,NE,Cedar County,10131,11375,12192,13368,13843,15126,16427,16225,15191,12467
31029,NE,Chase County,4381,4758,4129,4317,5176,5310,5484,4939,3613,2559
31031,NE,Cherry County,6307,6758,6846,8218,8397,9637,10898,11753,10414,6541
31033,NE,Cheyenne County,9494,10057,10778,14828,12081,9505,10187,8405,4551,5570
31035,NE,Clay County,7123,8106,8266,8717,8700,10445,13571,14486,15729,15735
31037,NE,Colfax County,9139,9890,9498,9595,10010,10627,11434,11624,11610,11211
31039,NE,Cuming County,10117,11664,12034,12435,12994,13562,14327,13769,13782,14584
31041,NE,Custer County,12270,13877,14092,16517,19170,22591,26189,26407,25668,19758
31043,NE,Dakota County,16742,16573,13137,12168,10401,9836,9505,7694,6564,6286
31045,NE,Dawes County,9021,9609,9693,9536,9708,10128,11493,10160,8254,6215
31047,NE,Dawson County,19940,22304,19467,19405,19393,17890,17875,16004,15961,12214
31049,NE,Deuel County,2237,2462,2717,3125,3330,3580,3992,3282,1786,2630
31051,NE,Dixon County,6143,7137,7453,8106,9129,10413,11586,11815,11477,10535
31053,NE,Dodge County,34500,35847,34782,32471,26265,23799,25273,23197,22145,22298
31055,NE,Douglas County,416444,397038,389455,343490,281020,247562,232982,204524,168546,140590
31057,NE,Dundy County,2582,2861,2926,3570,4354,5122,5610,4869,4098,2434
31059,NE,Fillmore County,7103,7920,8137,9425,9610,11417,12971,13671,14674,15087
31061,NE,Franklin County,3938,4377,4566,5449,7096,7740,9094,10067,10303,9455
31063,NE,Frontier County,3101,3647,3982,4311,5282,6417,8114,8540,8572,8781
31065,NE,Furnas County,5553,6486,6897,7711,9385,10098,12140,11657,12083,12373
31067,NE,Gage County,22794,24456,25719,26818,28052,29588,30242,29721,30325,30051
31069,NE,Garden County,2460,2802,2929,3472,4114,4680,5099,4572,3538,---
31071,NE,Garfield County,2141,2363,2411,2699,2912,3444,3207,3496,3417,2127
31073,NE,Gosper County,1928,2140,2178,2489,2734,3687,4287,4669,4933,5301
31075,NE,Grant County,769,877,1019,1009,1057,1327,1427,1486,1097,763
31077,NE,Greeley County,3006,3462,4000,4595,5575,6845,8442,8685,8047,5691
31079,NE,Hall County,48925,47690,42851,35757,32186,27523,27117,23720,20361,17206
31081,NE,Hamilton County,8862,9301,8867,8714,8778,9982,12159,13237,13459,13330
31083,NE,Harlan County,3810,4292,4357,5081,7189,7130,8957,9220,9578,9370
31085,NE,Hayes County,1222,1356,1530,1919,2404,2958,3603,3327,3011,2708
31087,NE,Hitchcock County,3750,4079,4051,4829,5867,6404,7269,6045,5415,4409
31089,NE,Holt County,12599,13552,12933,13722,14859,16552,16509,17151,15545,12224
31091,NE,Hooker County,793,990,939,1130,1061,1253,1180,1378,981,432
31093,NE,Howard County,6055,6773,6807,6541,7226,8422,10020,10739,10783,10343
31095,NE,Jefferson County,8759,9817,10436,11620,13623,15532,16409,16140,16852,15196
31097,NE,Johnson County,4673,5285,5743,6281,7251,8662,9157,8940,10187,11197
31099,NE,Kearney County,6629,7053,6707,6580,6409,6854,8094,8583,9106,9866
31101,NE,Keith County,8584,9364,8487,7958,7449,8333,6721,5294,3692,1951
31103,NE,Keya Paha County,1029,1301,1340,1672,2160,3235,3203,3594,3452,3076
31105,NE,Kimball County,4108,4882,6009,7975,4283,3913,4675,4498,1942,758
31107,NE,Knox County,9534,11457,11723,13300,14820,16478,19110,18894,18358,14343
31109,NE,Lancaster County,213641,192884,167972,155272,119742,100585,100324,85902,73793,64835
31111,NE,Lincoln County,32508,36455,29538,28491,27380,25425,25627,23420,15684,11416
31113,NE,Logan County,878,983,991,1108,1357,1742,2014,1596,1521,960
31115,NE,Loup County,683,859,854,1097,1348,1777,1818,1946,2188,1305
31117,NE,McPherson County,546,593,623,735,825,1175,1358,1692,2470,517
31119,NE,Madison County,32655,31382,27402,25145,24338,24269,26037,22511,19101,16976
31121,NE,Merrick County,8042,8945,8751,8363,8812,9354,10619,10763,10379,9255
31123,NE,Morrill County,5423,6085,5813,7057,8263,9436,9950,9151,4584,---
31125,NE,Nance County,4275,4740,5142,5635,6512,7653,8718,8712,8926,8222
31127,NE,Nemaha County,7980,8367,8976,9099,10973,12781,12356,12547,13095,14952
31129,NE,Nuckolls County,5786,6726,7404,8217,9609,10446,12629,13236,13019,12414
31131,NE,Otoe County,14252,15183,15576,16503,17056,18994,19901,19494,19323,22288
31133,NE,Pawnee County,3317,3937,4473,5356,6744,8514,9423,9578,10582,11770
31135,NE,Perkins County,3367,3637,3423,4189,4809,5197,5834,3967,2570,1702
31137,NE,Phelps County,9715,9769,9553,9800,9048,8452,9261,9900,10451,10772
31139,NE,Pierce County,7827,8481,8493,8722,9405,10211,11080,10681,10122,8445
31141,NE,Platte County,29820,28852,26508,23992,19910,20191,21181,19464,19006,17747
31143,NE,Polk County,5675,6320,6468,7210,8044,8748,10092,10714,10521,10542
31145,NE,Red Willow County,11705,12615,12191,12940,12977,11951,13859,11434,11056,9604
31147,NE,Richardson County,9937,11315,12277,13903,16886,19178,19826,18968,17448,19614
31149,NE,Rock County,2019,2383,2231,2554,3026,3977,3366,3703,3627,2809
31151,NE,Saline County,12715,13131,12809,12542,14046,15010,16356,16514,17866,18252
31153,NE,Sarpy County,102583,86015,63696,31281,15693,10835,10402,9370,9274,9080
31155,NE,Saunders County,18285,18716,17018,17270,16923,17892,20167,20589,21179,22085
31157,NE,Scotts Bluff County,36025,38344,36432,33809,33939,33917,28644,20710,8355,2552
31159,NE,Seward County,15450,15789,14460,13581,13155,14167,15938,15867,15895,15690
31161,NE,Sheridan County,6750,7544,7285,9049,9539,9869,10793,9625,7328,6033
31163,NE,Sherman County,3718,4226,4725,5382,6421,7764,9122,8877,8278,6550
31165,NE,Sioux County,1549,1845,2034,2575,3124,4001,4667,4528,5599,2055
31167,NE,Stanton County,6244,6549,5758,5783,6387,6887,7809,7756,7542,6959
31169,NE,Thayer County,6635,7582,7779,9118,10563,12262,13684,13976,14775,14325
31171,NE,Thomas County,851,973,954,1078,1206,1553,1510,1773,1191,628
31173,NE,Thurston County,6936,7186,6942,7237,8590,10243,10462,9589,8704,6517
31175,NE,Valley County,5169,5633,5783,6590,7252,8163,9533,9823,9480,7339
31177,NE,Washington County,16607,15508,13310,12103,11511,11578,12095,12180,12738,13086
31179,NE,Wayne County,9364,9858,10400,9959,10129,9880,10566,9725,10397,9862
31181,NE,Webster County,4279,4858,6477,6224,7395,8071,10210,10922,12008,11619
31183,NE,Wheeler County,948,1060,1054,1297,1526,2170,2335,2531,2292,1362
31185,NE,York County,14428,14798,13685,13724,14346,14874,17239,17146,18721,18205
32000,NV,Nevada,1201833,800493,488738,285278,160083,110247,91058,77407,81875,42335
32001,NV,Churchill County,17938,13917,10513,8452,6161,5317,5075,4649,2811,830
32003,NV,Clark County,741459,463087,273288,127016,48289,16414,8532,4859,3321,---
32005,NV,Douglas County,27637,19421,6882,3481,2029,2056,1840,1825,1895,1534
32007,NV,Elko County,33530,17269,13958,12011,11654,10912,9960,8083,8133,5688
32009,NV,Esmeralda County,1344,777,629,619,614,1554,1077,2410,9369,1972
32011,NV,Eureka County,1547,1198,948,767,896,1361,1333,1350,1830,1954
32013,NV,Humboldt County,12844,9434,6375,5708,4838,4743,3795,3743,6825,4463
32015,NV,Lander County,6266,4076,2666,1566,1850,1745,1714,1484,1786,1534
32017,NV,Lincoln County,3775,3732,2557,2431,3837,4130,3601,2287,3489,3284
32019,NV,Lyon County,20001,13594,8221,6143,3679,4076,3810,4078,3568,2268
32021,NV,Mineral County,6475,6217,7051,6329,5560,2342,1863,1848,---,---
32023,NV,Nye County,17781,9048,5599,4374,3101,3606,3989,6504,7513,1140
32027,NV,Pershing County,4336,3408,2670,3199,3103,2713,2652,2803,---,---
32029,NV,Storey County,2526,1503,695,568,671,1216,667,1469,3045,3673
32031,NV,Washoe County,254667,193623,121068,84743,50205,32476,27158,18627,17434,9141
32033,NV,White Pine County,9264,8167,10150,9808,9424,12377,11771,8935,7441,1961
32510,NV,Carson City,40443,32022,15468,8063,4172,3209,2221,2453,3415,2893
33000,NH,New Hampshire,1109252,920610,737681,606921,533242,491524,465293,443083,430572,411588
33001,NH,Belknap County,49216,42884,32367,28912,26632,24328,22623,21178,21309,19526
33003,NH,Carroll County,35410,27931,18548,15829,15868,15589,14277,15017,16316,16895
33005,NH,Cheshire County,70121,62116,52364,43342,38811,34953,33685,30975,30659,31321
33007,NH,Coos County,34828,35147,34291,37140,35932,39274,38959,36093,30753,29468
33009,NH,Grafton County,74929,65806,54914,48857,47923,44645,42816,40572,41652,40844
33011,NH,Hillsborough County,336073,276608,223941,178161,156987,144888,140165,135512,126072,112640
33013,NH,Merrimack County,120005,98302,80925,67785,63022,60710,56152,51770,53335,52430
33015,NH,Rockingham County,245845,190345,138951,99029,70059,58142,53750,52498,52188,51118
