NAME,B01003_001E,B01003_001EA,B01003_001M,B01003_001MA,state,public use microdata area
"DuPage County (Southeast)--Downers Grove Township PUMA, Illinois",149021.0,,48.0,,17,03204
"Coastal Bend COG--Nueces County--Corpus Christi City (Outer) PUMA, Texas",124198.0,,1826.0,,48,06601
"Escambia County (South) PUMA, Florida",191492.0,,2304.0,,12,03302
"Harris County (North)--Houston City (North)--I-45, Between Beltway TX-8 & FM-1960 PUMA; Texas",138556.0,,3423.0,,48,04626
"San Bernardino County (Southwest)--Redlands & Yucaipa Cities PUMA, California",143444.0,,908.0,,06,07105
"Tucson City (Southeast) PUMA, Arizona",115942.0,,2230.0,,04,00209
"Pasco County (West Central) PUMA, Florida",108288.0,,1992.0,,12,10102
"Atlanta Regional Commission (Central)--DeKalb County (South) PUMA, Georgia",124114.0,,2619.0,,13,01008
"Summit County (East Central)--Cuyahoga Falls (Southeast), Stow & Tallmadge Cities PUMA; Ohio",108995.0,,578.0,,39,01802
"Lorain County (South)--Avon, Avon Lake & North Ridgeville Cities PUMA; Ohio",174503.0,,438.0,,39,00802
"Los Angeles County (Central)--LA City (Central/West Adams & Baldwin Hills) PUMA, California",156174.0,,2453.0,,06,03747
"Orange County (Northwest)--Westminster, Stanton & Garden Grove (West) Cities PUMA; California",171005.0,,1815.0,,06,05912
"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA; New York",154496.0,,2903.0,,36,03807
"Los Angeles County (North)--LA City (Northwest/Chatsworth & Porter Ranch) PUMA, California",182699.0,,2235.0,,06,03705
"Northeast South Dakota PUMA, South Dakota",133155.0,,104.0,,46,00300
"Los Angeles County (South Central)--Torrance City PUMA, California",126658.0,,662.0,,06,03761
"Sacramento County (North Central)--North Highlands, Foothill Farms & McClellan Park PUMA; California",133273.0,,2235.0,,06,06704
"Plymouth County (Central) PUMA, Massachusetts",112584.0,,68.0,,25,04902
"Northwest New Mexico--Navajo Nation PUMA, New Mexico",128195.0,,1068.0,,35,00100
"Seattle City (Southeast)--Capitol Hill PUMA, Washington",128633.0,,1739.0,,53,11604
"Arapahoe (West) & Adams (South Central) Counties--Aurora City (North Central) PUMA, Colorado",119359.0,,1607.0,,08,00809
"Pinellas County (North Central) PUMA, Florida",113387.0,,1412.0,,12,10302
"Outer Manchester City PUMA, New Hampshire",157543.0,,59.0,,33,00700
"Collin County (East) PUMA, Texas",143766.0,,1819.0,,48,01907
"Chicago City (South)--Auburn Gresham, Roseland, Chatham, Avalon Park & Burnside PUMA; Illinois",129151.0,,2953.0,,17,03531
"Will County (Northwest Central)--Plainfield & Lockport Townships PUMA, Illinois",142048.0,,88.0,,17,03105
"Dutchess County (North & East) PUMA, New York",125681.0,,130.0,,36,02801
"Tarrant County (East)--Arlington City (West)--South of I-30 & East of Loop I-820 PUMA, Texas",120235.0,,2437.0,,48,02507
"Cook County (West)--Leyden, Norwood Park (South) Townships & Chicago City--O'Hare PUMA; Illinois",129037.0,,777.0,,17,03422
"Suffolk County (Northwest)--Huntington Town (South) PUMA, New York",101423.0,,1362.0,,36,03302
"Horry County (Southeast)--Myrtle Beach, North Myrtle Beach Cities & Socastee (East) PUMA; South Carolina",169301.0,,1963.0,,45,01102
"Fort Worth (Northeast) & Hurst (South) Cities--North of I-30 PUMA, Texas",145075.0,,2287.0,,48,02509
"Orange County (North Central)--Anaheim City (West) PUMA, California",151959.0,,2386.0,,06,05909
"Yakima County (Central)--Greater Yakima City PUMA, Washington",124424.0,,993.0,,53,10901
"Palm Beach County (West of Boca Raton City) PUMA, Florida",105091.0,,1776.0,,12,09909
"Los Angeles County (East Central)--La Puente & Industry Cities PUMA, California",113949.0,,1559.0,,06,03716
"Monterey County (North Central)--Seaside, Monterey, Marina & Pacific Grove Cities PUMA; California",183339.0,,1495.0,,06,05301
"Los Angeles County (North Central)--Lancaster City PUMA, California",164980.0,,1150.0,,06,03703
"Lake County (Central) PUMA, Indiana",115949.0,,890.0,,18,00103
"San Mateo County (East Central)--Redwood City, San Carlos & Belmont Cities PUMA; California",138127.0,,807.0,,06,08105
"Marion County (Outside Salem & Keizer Cities)--Woodburn & Silverton Cities PUMA, Oregon",117221.0,,1595.0,,41,01105
"Sedgwick (Northwest) & Harvey Counties--Wichita (Northwest) & Newton Cities PUMA, Kansas",164468.0,,2008.0,,20,01301
"Harris County (Northwest)--Jersey Village City--Between Beltway TX-8 & FM-1960 PUMA, Texas",114108.0,,2495.0,,48,04628
"Fremont, Chaffee, Park, Lake, Huerfano, Pueblo (Southwest) & Custer Counties PUMA; Colorado",106829.0,,489.0,,08,00600
"Clark County (South)--Henderson (East) & Boulder Cities PUMA, Nevada",170464.0,,2532.0,,32,00412
"Phoenix City (Northeast) PUMA, Arizona",107311.0,,1651.0,,04,00113
"Bonneville County--Idaho Falls City PUMA, Idaho",112401.0,,7.0,,16,01200
"Union County (Northwest)--Summit City & Westfield Town (North) PUMA, New Jersey",106192.0,,602.0,,34,01902
"Jefferson County (Northeast)--Arvada City PUMA, Colorado",121370.0,,1025.0,,08,00817
"Baltimore City--Frankford, Belair-Edison & Loch Raven PUMA; Maryland",121929.0,,2539.0,,24,00803
"Roanoke Valley-Alleghany Regional Commission (Outside Roanoke & Salem Cities) PUMA, Virginia",200752.0,,135.0,,51,51045
"Phoenix City (South) PUMA, Arizona",116497.0,,2662.0,,04,00119
"Wake County (West Central)--Cary Town PUMA, North Carolina",136484.0,,1441.0,,37,01207
"Cuyahoga County (South Central)--Brooklyn, Parma, Parma Heights & Seven Hills Cities PUMA; Ohio",122273.0,,70.0,,39,00904
"Virginia's Region 2000 (South)--Campbell County & Lynchburg City PUMA, Virginia",135407.0,,92.0,,51,51096
"Macomb County (Southwest)--Sterling Heights City PUMA, Michigan",132470.0,,56.0,,26,03003
"St. Joseph County (North)--South Bend City PUMA, Indiana",115174.0,,1075.0,,18,00401
"Lancaster County (East)--Ephrata Borough PUMA, Pennsylvania",175155.0,,170.0,,42,03503
"Ventura County (Southeast)--Thousand Oaks City PUMA, California",151926.0,,799.0,,06,11102
"Solano County (Central)--Fairfield & Suisun City Cities PUMA, California",148713.0,,611.0,,06,09502
"Maricopa County (West) & Gila River Indian Community (Northwest) PUMA, Arizona",134259.0,,1977.0,,04,00134
"Flagler & Volusia (North Central) Counties PUMA, Florida",114838.0,,511.0,,12,03500
"Snohomish County (North)--Marysville & Arlington Cities PUMA, Washington",143854.0,,1496.0,,53,11706
"Middlesex County (Central)--New Brunswick City, South River & Highland Park Boroughs PUMA; New Jersey",155264.0,,1336.0,,34,00906
"Nassau County (Central)--Hempstead Town (Northeast) PUMA, New York",112452.0,,1699.0,,36,03207
"Onslow County (South)--Jacksonville City PUMA, North Carolina",149584.0,,1651.0,,37,04500
"Hillsborough County (Southeastern)--Greater Nashua City PUMA, New Hampshire",135925.0,,44.0,,33,00900
"Houston-Galveston Area Council--Montgomery County (Northeast)--Conroe City (East) PUMA, Texas",154817.0,,2925.0,,48,04501
"Hillsborough County (Northeast) PUMA, Florida",131015.0,,2179.0,,12,05706
"Delaware County (North)--Broomall & Ardmore (West) PUMA, Pennsylvania",133464.0,,60.0,,42,03301
"Clark County (Central)--Henderson City (West) PUMA, Nevada",223465.0,,2288.0,,32,00411
"New London County (South) PUMA, Connecticut",132307.0,,136.0,,09,01101
"Los Angeles County (Northwest)--LA City (North Central/Van Nuys & North Sherman Oaks) PUMA, California",169462.0,,2268.0,,06,03722
"Waukesha County (Central) PUMA, Wisconsin",125210.0,,596.0,,55,70301
"Santa Clara County (Central)--San Jose (West Central) & Campbell Cities PUMA, California",137696.0,,1781.0,,06,08508
"Miami-Dade County (Central)--Miami Springs City & Miami International Airport PUMA, Florida",105840.0,,2551.0,,12,08610
"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA; New York",98915.0,,176.0,,36,02402
"Los Angeles County (Central)--Monterey Park & Rosemead Cities PUMA, California",129525.0,,1126.0,,06,03737
"Suffolk County (East) PUMA, New York",138410.0,,238.0,,36,03305
"Tulsa County (Southeast)--Tulsa (Southeast) & Broken Arrow (West) Cities PUMA, Oklahoma",210639.0,,1460.0,,40,01202
"Maricopa County--Mesa City (East) PUMA, Arizona",166526.0,,2722.0,,04,00101
"Bristol County (Central)--Fall River City & Somerset Town PUMA, Massachusetts",107546.0,,36.0,,25,04302
"Buncombe County (Southeast)--Asheville City PUMA, North Carolina",127355.0,,1649.0,,37,02201
"Maricopa County--Goodyear, Glendale (West) & Litchfield Park (Northwest) Cities PUMA; Arizona",124932.0,,1627.0,,04,00132
"South Maine--York (West) & Cumberland (West) Counties PUMA, Maine",178795.0,,190.0,,23,00800
"Washoe County (South Central)--Reno City PUMA, Nevada",187775.0,,1603.0,,32,00101
"Westmoreland County (Southwest)--Greensburg City PUMA, Pennsylvania",149610.0,,386.0,,42,02002
"Baltimore City--Inner Harbor, Canton & Bayview PUMA; Maryland",129671.0,,2534.0,,24,00804
"Manchester City PUMA, New Hampshire",111657.0,,42.0,,33,00800
"Riverside County (Southwest)--Temecula City PUMA, California",142416.0,,1949.0,,06,06503
"Houston City (West)--Westpark Tollway, Between Loop I-610 & Beltway TX-8 PUMA; Texas",114555.0,,2581.0,,48,04614
"Orange County (Central)--Irvine City (Central) PUMA, California",237635.0,,2738.0,,06,05904
"Ulster County (East) PUMA, New York",145528.0,,145.0,,36,02702
"San Bernardino County (Southwest)--Ontario City PUMA, California",176836.0,,706.0,,06,07113
"Orange County (Northwest) PUMA, New York",124436.0,,54.0,,36,02902
"San Mateo County (North Central)--South San Francisco, San Bruno & Brisbane Cities PUMA; California",123433.0,,565.0,,06,08102
"Fresno County (Central)--Clovis City PUMA, California",116169.0,,917.0,,06,01906
"Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA, New York",101744.0,,176.0,,36,02401
"Bergen County (Southwest)--Rutherford, North Arlington & Hasbrouck Heights Boroughs PUMA; New Jersey",120392.0,,166.0,,34,00302
"Bluegrass Area Development District (Central)--Lexington-Fayette County (Outer) PUMA, Kentucky",200483.0,,1625.0,,21,01902
"Orange County (North Central)--Orlando (North), Winter Park & Maitland Cities PUMA; Florida",119810.0,,2490.0,,12,09507
"Allegheny County (North)--Franklin Park Borough & Allison Park PUMA, Pennsylvania",158405.0,,378.0,,42,01802
"San Diego County (Southwest)--Chula Vista (West) & National City Cities PUMA, California",176409.0,,2226.0,,06,07321
"District of Columbia (Northeast) PUMA, District of Columbia",119314.0,,2135.0,,11,00103
"McHenry County (North, West & Central) PUMA; Illinois",135738.0,,47.0,,17,03601
"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA; New York",219657.0,,3739.0,,36,03801
"Fort Bend County (East)--Missouri City PUMA, Texas",113603.0,,1648.0,,48,04901
"Orange County (Northeast) PUMA, Florida",134796.0,,2872.0,,12,09510
"Oakland County (Central)--Birmingham & Bloomfield Area PUMA, Michigan",156318.0,,395.0,,26,02906
"North Central & Northwest Nebraska PUMA, Nebraska",108757.0,,76.0,,31,00100
"Sioux Falls City PUMA, South Dakota",173272.0,,552.0,,46,00600
"Hidalgo County (North Central)--Edinburg City PUMA, Texas",119386.0,,2372.0,,48,06804
"Galveston County (Northwest)--League City & Friendswood City PUMA, Texas",162829.0,,1231.0,,48,04702
"Hillsborough County (Northwest) PUMA, Florida",159643.0,,3013.0,,12,05703
"Atlanta Regional Commission (Southeast)--Henry County (North)--Stockbridge City PUMA, Georgia",111013.0,,1676.0,,13,06002
"Houston City (Southwest)--East of TX-6 & West of Beltway TX-8 PUMA, Texas",116994.0,,2649.0,,48,04638
"Cook County (Southwest)--Orland (West & Central), Palos & Lemont Townships PUMA; Illinois",176246.0,,596.0,,17,03410
"Middlesex County (Southwest) PUMA, New Jersey",112852.0,,1041.0,,34,00902
"Southeast Rhode Island--Newport & Bristol Counties--Newport City PUMA, Rhode Island",131989.0,,23.0,,44,00300
"Anoka County (East)--Blaine, Lino Lakes & Ham Lake Cities PUMA; Minnesota",121033.0,,175.0,,27,01103
"Hamilton County (North)--Soddy-Daisy City PUMA, Tennessee",126947.0,,1041.0,,47,02003
"East Texas COG (Central)--Smith County (Outside Tyler City) PUMA, Texas",108162.0,,1403.0,,48,01501
"Houston City (Northwest)--Between Loop I-610 & Beltway TX-8 PUMA, Texas",113394.0,,3012.0,,48,04611
"NYC-Queens Community District 4--Elmhurst & South Corona PUMA, New York",140243.0,,3056.0,,36,04107
"Southwest & South Central Utah (Outside Washington County)--Cedar City PUMA, Utah",147264.0,,168.0,,49,21001
"Riverside County (Northwest)--Moreno Valley City PUMA, California",193047.0,,837.0,,06,06508
"Erie County (North Central) PUMA, New York",124952.0,,38.0,,36,01202
"Dallas County (Southwest)--Cedar Hill & Duncanville Cities PUMA, Texas",112228.0,,1652.0,,48,02318
"Summit County (South)--Barberton, Green & New Franklin Cities PUMA; Ohio",103720.0,,647.0,,39,01805
"Cameron County (West)--Harlingen & San Benito Cities PUMA, Texas",147599.0,,2024.0,,48,06702
"Tarrant County (East)--Arlington (East) & Grand Prairie (West Central) Cities PUMA, Texas",133033.0,,2706.0,,48,02503
"Tulsa County (North)--Tulsa (North) & Owasso Cities PUMA, Oklahoma",123806.0,,1091.0,,40,01203
"Burlington County (West Central) PUMA, New Jersey",153216.0,,163.0,,34,02002
"Philadelphia City (Southeast) PUMA, Pennsylvania",130675.0,,3363.0,,42,03211
"Harris County (Northwest)--North of US-290 & North of FM-1960 PUMA, Texas",132715.0,,2114.0,,48,04631
"Volusia County--Port Orange, Edgewater, New Smyrna Beach (East) & Oak Hill Cities PUMA; Florida",140525.0,,1479.0,,12,12703
"Rowan County PUMA, North Carolina",139600.0,,41.0,,37,03400
"Bucks County (North) PUMA, Pennsylvania",134990.0,,376.0,,42,03001
"Winnebago County (Southeast & West)--Rockford City PUMA, Illinois",197344.0,,142.0,,17,02801
"Washington County (Northeast)--Beaverton City (East & Central) & Cedar Mill PUMA, Oregon",114075.0,,1531.0,,41,01324
"Stanley & Cabarrus (East) Counties PUMA, North Carolina",112962.0,,1375.0,,37,03300
"Bryan, Pontotoc (East), Marshall, Atoka, Johnston & Coal Counties--Ada City PUMA; Oklahoma",124184.0,,321.0,,40,00702
"Worcester County (Northeast)--Leominster, Fitchburg & Gardner Cities PUMA; Massachusetts",121807.0,,53.0,,25,00301
"Lancaster County--Lancaster City, East Lampeter, Lancaster & West Lampeter Townships PUMA; Pennsylvania",119678.0,,564.0,,42,03501
"San Diego County (Central)--San Diego (Northeast/Rancho Bernardo) & Poway Cities PUMA, California",132212.0,,1362.0,,06,07308
"Bristol County--Taunton City, Mansfield, Norton, Raynam, Dighton & Berkley Towns PUMA; Massachusetts",128618.0,,66.0,,25,04303
"San Antonio City (North), Hollywood Park Town & Shavano Park City PUMA; Texas",125131.0,,2399.0,,48,05911
"Hidalgo County (South Central)--Pharr, San Juan & Hidalgo Cities PUMA; Texas",134363.0,,1391.0,,48,06803
"Riverside County (West Central)--Perris City, Temescal Valley & Mead Valley PUMA; California",131211.0,,2342.0,,06,06509
"Maricopa County--Mesa City (West) PUMA, Arizona",115333.0,,1921.0,,04,00103
"Clay County (Northeast) PUMA, Missouri",114039.0,,958.0,,29,00901
"Clark County (West)--Las Vegas City (Southwest) PUMA, Nevada",153193.0,,2181.0,,32,00407
"Los Angeles County (Southeast)--Bellflower & Paramount Cities PUMA, California",117856.0,,625.0,,06,03756
"Bexar County (South)--San Antonio City (Far South) PUMA, Texas",121381.0,,2923.0,,48,05907
"Travis County (West, South & Outside Austin City) PUMA; Texas",134058.0,,2221.0,,48,05309
"Tarrant County (South Central)--Fort Worth City (Southeast)--South of I-20 PUMA, Texas",122725.0,,2203.0,,48,02506
"Houston-Galveston Area Council--Brazoria County (Southwest)--Lake Jackson City PUMA, Texas",105625.0,,1685.0,,48,04803
"New Castle County (East Central)--Wilmington City PUMA, Delaware",107866.0,,892.0,,10,00101
"El Paso County (Central)--Colorado Springs City (Central) PUMA, Colorado",111271.0,,1741.0,,08,04103
"Charlotte City (Northwest) PUMA, North Carolina",124094.0,,2200.0,,37,03102
"Coastal Bend COG--Nueces County (Central)--Corpus Christi City (North Central) PUMA, Texas",118289.0,,2132.0,,48,06602
"Kern County (Central)--Bakersfield City (Northeast) PUMA, California",164309.0,,2628.0,,06,02903
"Coordinating & Development Corporation 1--Shreveport City (North) PUMA, Louisiana",123757.0,,1981.0,,22,00100
"Palm Beach County (East Central)--Lake Worth City, Lantana Town & Atlantis City PUMA; Florida",138543.0,,1915.0,,12,09905
"Hamilton County (Central)--Forest Park City, White Oak, Bridgetown & Finneytown PUMA; Ohio",149355.0,,1465.0,,39,05502
"District of Columbia (Central) PUMA, District of Columbia",161025.0,,2068.0,,11,00105
"Columbus (Far West) & Hilliard (South) Cities PUMA, Ohio",109806.0,,1918.0,,39,04111
"San Antonio City (Northeast)--Between Loop TX-1604 & Loop I-410 PUMA, Texas",111586.0,,2264.0,,48,05912
"Polk County (East)--Ankeny & Altoona Cities PUMA, Iowa",142240.0,,1346.0,,19,01600
"Ada County (Northeast)--Boise (North & West) & Garden City Cities PUMA, Idaho",103382.0,,1561.0,,16,00702
"Norfolk (Northeast) & Middlesex (Southeast) Counties (West of Boston City) PUMA, Massachusetts",111874.0,,97.0,,25,03500
"Imperial Calcasieu Regional Planning & Development District 1 (North) PUMA, Louisiana",146970.0,,1416.0,,22,00800
"Tarrant County (West)--Fort Worth City (West) PUMA, Texas",113015.0,,2016.0,,48,02515
"Macomb County (Southeast)--Mount Clemens & Fraser Area PUMA, Michigan",156292.0,,66.0,,26,03004
"Mobile County (Outer)--Prichard City, Tillmans Corner & Saraland City PUMA; Alabama",200845.0,,1365.0,,01,02703
"Macomb County (Southeast)--St. Clair Shores, Roseville & Eastpointe Area PUMA; Michigan",140027.0,,88.0,,26,03005
"Stamford & Greenwich Towns PUMA, Connecticut",191600.0,,55.0,,09,00102
"Valencia, Bernalillo (East Mountains) Counties & Isleta Pueblo PUMA; New Mexico",101515.0,,914.0,,35,00700
"Greensboro City (South) PUMA, North Carolina",119090.0,,1796.0,,37,01702
"Fairfax County (Southeast)--Woodlawn, Rose Hill & Mount Vernon PUMA; Virginia",134425.0,,2114.0,,51,59302
"Snohomish County (Central & Southeast)--Lake Stevens & Monroe Cities PUMA, Washington",138047.0,,1598.0,,53,11705
"Bergen County (West Central)--Fair Lawn Borough, Garfield City & Lodi Borough PUMA; New Jersey",123187.0,,78.0,,34,00304
"Iredell (South)--Mooresville Town & Statesville City PUMA, North Carolina",144996.0,,846.0,,37,02900
"Baltimore City--Sandtown-Winchester, Ashburton & Mount Washington PUMA; Maryland",135634.0,,2370.0,,24,00801
"St. Louis County (Northeast) PUMA, Missouri",117704.0,,2122.0,,29,01801
"Middlesex County (East Central)--Perth Amboy City & Sayreville Borough PUMA, New Jersey",111752.0,,453.0,,34,00907
"Montgomery County (South)--Bethesda, Potomac & North Bethesda PUMA; Maryland",187369.0,,1940.0,,24,01004
"San Mateo County (South & West)--San Mateo (South) & Half Moon Bay Cities PUMA, California",129737.0,,1240.0,,06,08104
"Nashville-Davidson (Southeast) PUMA, Tennessee",131092.0,,2313.0,,47,02504
"Seminole County (East) PUMA, Florida",120143.0,,2155.0,,12,11704
"Central Savannah River Area Regional Commission (West & Outside Richmond & Columbia) PUMA, Georgia",125346.0,,152.0,,13,04200
"New Haven County (Northwest) PUMA, Connecticut",133629.0,,68.0,,09,00900
"Orange County (Central)--Orlando City (West Downtown) & Pine Hills (Southeast) PUMA, Florida",119518.0,,2698.0,,12,09506
"Philadelphia City (Near Northeast-East) PUMA, Pennsylvania",136350.0,,3256.0,,42,03203
"Fairfax County (East Central)--Annandale, West Falls Church & Bailey's Crossroads PUMA; Virginia",149769.0,,2092.0,,51,59301
"Denver City (Northwest) PUMA, Colorado",112277.0,,2129.0,,08,00813
"Acadiana Regional Development District 4--Lafayette Parish (South) PUMA, Louisiana",121162.0,,1982.0,,22,01201
"Boston City--Allston, Brighton & Fenway PUMA; Massachusetts",117424.0,,1763.0,,25,03301
"Cook County (Northeast)--Northfield & New Trier Townships PUMA, Illinois",144023.0,,60.0,,17,03416
"Alameda County (North Central)--Oakland City (South Central) PUMA, California",136097.0,,2113.0,,06,00104
"Collier County (Northwest) PUMA, Florida",116706.0,,2404.0,,12,02101
"El Paso County (North Central)--Colorado Springs City (North) & Monument Town PUMA, Colorado",125012.0,,1691.0,,08,04106
"Phoenix (Southwest) & Tolleson Cities PUMA, Arizona",151091.0,,3134.0,,04,00121
"Regional Planning Commission 6--New Orleans City (Northeast) PUMA, Louisiana",144878.0,,1805.0,,22,02400
"Southeast Utah & Uintah Basin Region PUMA, Utah",143178.0,,168.0,,49,13001
"Detroit City (Southwest) PUMA, Michigan",118486.0,,2459.0,,26,03212
"Kootenai County (Northwest)--Coeur d'Alene, Post Falls & Hayden Cities PUMA; Idaho",147663.0,,447.0,,16,00200
"Monmouth County (Northeast)--Red Bank & Tinton Falls (North) Boroughs PUMA, New Jersey",99518.0,,586.0,,34,01104
"Gloucester County (South & West)--Glassboro Borough PUMA, New Jersey",163123.0,,84.0,,34,02202
"Dallas County (East)--Mesquite City (Central & Southeast) PUMA, Texas",121713.0,,2176.0,,48,02303
"Atlanta Regional Commission (Central)--Fulton County (South)--Union & Fairburn Cities PUMA, Georgia",126595.0,,1289.0,,13,01004
"Austin City (Southeast) PUMA, Texas",140999.0,,2602.0,,48,05304
"Capital Area COG--Williamson County (West)--Cedar Park & Leander Cities PUMA, Texas",144979.0,,1508.0,,48,05204
"Pinal County (North)--Apache Junction City PUMA, Arizona",144783.0,,2478.0,,04,00803
"Douglas County (South)--Castle Rock Town PUMA, Colorado",117742.0,,1114.0,,08,00822
"Davie, Yadkin & Iredell (North) Counties PUMA; North Carolina",107190.0,,851.0,,37,01900
"Los Angeles County (North Central)--Palmdale City PUMA, California",169060.0,,1000.0,,06,03704
"Wayne County (Central)--Westland, Garden City, Inkster & Wayne Cities PUMA; Michigan",150607.0,,42.0,,26,03204
"Ramsey County (Central & Far Southeast)--Maplewood, Roseville & North St. Paul Cities PUMA; Minnesota",107022.0,,37.0,,27,01302
"Denton County (Southeast)--Lewisville City PUMA, Texas",111801.0,,784.0,,48,02002
"Santa Clara County (Central)--San Jose City (East Central/East Valley) PUMA, California",110892.0,,2038.0,,06,08514
"Chesterfield County (East)--James River Region PUMA, Virginia",109121.0,,1649.0,,51,04101
"Riverside County (Southwest)--Hemet City & East Hemet PUMA, California",167277.0,,2371.0,,06,06506
"St. Clair & Blount Counties PUMA, Alabama",145468.0,,269.0,,01,00800
"El Paso County (Central)--Colorado Springs City (South) & Security-Widefield PUMA, Colorado",119731.0,,2067.0,,08,04105
"Lancaster County (Southwest)--Columbia Borough PUMA, Pennsylvania",130914.0,,547.0,,42,03504
"Detroit City (Northwest) PUMA, Michigan",162885.0,,3064.0,,26,03208
"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA; New York",245862.0,,3577.0,,36,04103
"Contra Costa County (Central)--Concord (South), Walnut Creek (East) & Clayton Cities PUMA; California",119842.0,,1369.0,,06,01306
"Oakland County (East Central)--Troy & Rochester Area PUMA, Michigan",170229.0,,216.0,,26,02903
"Monmouth County (East Central)--Long Branch, Asbury Park Cities & Eatontown Borough PUMA; New Jersey",104175.0,,121.0,,34,01103
"San Antonio City (Northwest)--Inside Loop I-410 PUMA, Texas",110995.0,,2608.0,,48,05904
"Dallas City (Downtown)--North of I-30 PUMA, Texas",122367.0,,2371.0,,48,02313
"KIPDA Area Development District (West)--Louisville/Jefferson County (Southwest) PUMA, Kentucky",145298.0,,2306.0,,21,01706
"Middlesex County (Southeast) PUMA, New Jersey",119352.0,,483.0,,34,00901
"Los Angeles County (South Central)--Gardena, Lawndale Cities & West Athens PUMA; California",157816.0,,2138.0,,06,03758
"Frederick County (Central)--Greater Frederick City PUMA, Maryland",120873.0,,1027.0,,24,00302
"Mercer County (North)--Princeton Borough PUMA, New Jersey",146927.0,,136.0,,34,02302
"Kern County (East)--Ridgecrest, Arvin, Tehachapi & California City Cities PUMA; California",190314.0,,1943.0,,06,02905
"El Paso County (West Central)--Colorado Springs City (West) PUMA, Colorado",109651.0,,1327.0,,08,04102
"Kalamazoo County (Outer) PUMA, Michigan",136064.0,,338.0,,26,02101
"Fort Worth City (North Central) & Haltom City (North)--Inside Loop I-820 PUMA, Texas",112892.0,,2402.0,,48,02512
"Houston City (West)--East of TX-6 & West of Beltway TX-8 PUMA, Texas",116102.0,,2854.0,,48,04636
"Philadelphia City (Northwest) PUMA, Pennsylvania",139903.0,,2476.0,,42,03206
"Pueblo County (North)--Pueblo City & Pueblo West PUMA, Colorado",156795.0,,589.0,,08,00700
"Central Nebraska PUMA, Nebraska",109097.0,,55.0,,31,00300
"Bergen County (Northwest)--Ramsey, Oakland & Franklin Lakes Boroughs PUMA; New Jersey",106157.0,,114.0,,34,00306
"Los Angeles County (Central)--West Hollywood & Beverly Hills Cities PUMA, California",111289.0,,1101.0,,06,03731
"Billings City PUMA, Montana",106582.0,,873.0,,30,00700
"Cuyahoga County (Southeast)--Bedford, Garfield Heights & Maple Heights Cities PUMA; Ohio",102129.0,,274.0,,39,00907
"Fairfax County (North Central)--Vienna Town, Oakton & Fair Oaks (East) PUMA; Virginia",124611.0,,1773.0,,51,59305
"Travis County (Northeast)--Pflugerville, Manor Cities & Wells Branch PUMA; Texas",141969.0,,2346.0,,48,05301
"Hartford County (North) PUMA, Connecticut",157451.0,,61.0,,09,00300
"Atlantic County (Outside Somers Point City)--Pleasantville City & Hammonton Town PUMA, New Jersey",148529.0,,207.0,,34,00102
"Sacramento County (North Central)--Citrus Heights City PUMA, California",109699.0,,939.0,,06,06701
"Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (North) PUMA, Georgia",122855.0,,2224.0,,13,01006
"Riverside County (Northwest)--Riverside City (West) PUMA, California",177384.0,,3086.0,,06,06511
"Wilson County--Lebanon & Mount Juliet Cities PUMA, Tennessee",132640.0,,35.0,,47,02300
"Dallas City (East Central)--South of I-30 & East of I-35E PUMA, Texas",125886.0,,2697.0,,48,02314
"Lackawanna (Outside Greater Scranton City) & Wyoming Counties PUMA, Pennsylvania",129102.0,,57.0,,42,00702
"Walla Walla, Benton (Outer) & Franklin (Outer) Counties PUMA; Washington",111962.0,,1045.0,,53,10703
"Ada County (South)--Boise (South) & Kuna Cities PUMA, Idaho",116805.0,,2252.0,,16,00800
"Maricopa County--Tempe City (North) PUMA, Arizona",115897.0,,1730.0,,04,00109
"Chicago City (South)--Ashburn, Washington Heights, Morgan Park & Beverly PUMA; Illinois",132793.0,,2388.0,,17,03530
"NYC-Queens Community District 1--Astoria & Long Island City PUMA, New York",166962.0,,2719.0,,36,04101
"Lucas (West) & Wood (North Central) Counties--Perrysburg, Sylvania & Maumee Cities PUMA; Ohio",152487.0,,1031.0,,39,00300
"Merced County (West & South)--Los Banos & Livingston Cities PUMA, California",110627.0,,1465.0,,06,04701
"Boston City--Mattapan & Roxbury PUMA, Massachusetts",140147.0,,2271.0,,25,03304
"Los Angeles County (Central)--Glendale City PUMA, California",199070.0,,372.0,,06,03719
"East Texas COG (Central)--Smith County (West)--Tyler City PUMA, Texas",116853.0,,1403.0,,48,01502
"Southeast Arkansas PUMA, Arkansas",102142.0,,194.0,,05,01800
"Fort Bend County (Northeast)--Sugar Land & Stafford Cities PUMA, Texas",135728.0,,1936.0,,48,04902
"Palm Beach County (Southeast)--Greater Delray Beach City PUMA, Florida",126388.0,,1643.0,,12,09907
"Arlington County (North) PUMA, Virginia",116199.0,,1591.0,,51,01301
"Broward County (South Central)--Miramar (West) & Pembroke Pines (Southwest) Cities PUMA, Florida",140487.0,,2326.0,,12,01112
