,employerfull,type,employercounty,year,adjusted_overtime,adjusted_wages,adjusted_basewages,overtime,wages,ot_share_wages
15,ALBANY_CITY,CITY,ALAMEDA,2012,770968.9461658405,3166406.4005331155,2395437.4543672744,704918.0,2895132.0,24.35
16,ALBANY_CITY,CITY,ALAMEDA,2013,638363.907764094,3100906.3376975153,2462542.4299334213,592223.0,2876773.0,20.59
17,ALBANY_CITY,CITY,ALAMEDA,2014,604750.2068971345,3319028.962443397,2714278.755546262,570140.0,3129079.0,18.22
18,ALBANY_CITY,CITY,ALAMEDA,2015,649009.9463371825,3330600.0941071734,2681590.1477699913,612593.0,3143715.0,19.49
19,ALBANY_CITY,CITY,ALAMEDA,2017,794677.0280270886,3526644.7659391314,2731967.7379120435,775730.0,3442561.0,22.53
20,ALBANY_CITY,CITY,ALAMEDA,2018,924343.0,3549197.0,2624854.0,924343.0,3549197.0,26.04
21,ALBION-LITTLE_RIVER_FIRE_PROTECTION_SPECIAL_DISTRICT,SPECIAL DISTRICT,MENDOCINO,2013,0.0,3794.2480371914135,3794.2480371914135,0.0,3520.0,0.0
22,ALHAMBRA_CITY,CITY,LOS ANGELES,2011,2379256.6584318425,8591697.578739129,6212440.920307283,2131313.0,7696352.0,27.69
23,ALHAMBRA_CITY,CITY,LOS ANGELES,2012,2574230.0919144237,8472554.089462267,5898323.997547844,2353689.0,7746688.0,30.38
24,ALHAMBRA_CITY,CITY,LOS ANGELES,2013,2434377.6836368944,8561727.163390664,6127349.4797537755,2258421.0,7942886.0,28.43
25,ALHAMBRA_CITY,CITY,LOS ANGELES,2014,2503065.92194681,8379749.976361855,5876684.054415044,2359814.0,7900172.0,29.87
26,ALHAMBRA_CITY,CITY,LOS ANGELES,2015,2175469.9658969603,8115530.92264268,5940060.9567457205,2053401.0,7660156.0,26.81
27,ALHAMBRA_CITY,CITY,LOS ANGELES,2016,2959928.4575408213,9168484.086655805,6208555.629114983,2829087.0,8763198.0,32.28
28,ALHAMBRA_CITY,CITY,LOS ANGELES,2017,3442536.418921346,9961825.074563477,6519288.655642133,3360458.0,9724311.0,34.56
29,ALHAMBRA_CITY,CITY,LOS ANGELES,2018,3713556.0,9715636.0,6002080.0,3713556.0,9715636.0,38.22
30,ALPINE_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SAN DIEGO,2011,310107.47196795576,1748923.2652808097,1438815.7933128537,277791.0,1566667.0,17.73
31,ALPINE_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SAN DIEGO,2012,302697.93137015775,1735114.8746962026,1432416.9433260453,276765.0,1586463.0,17.45
32,ALPINE_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SAN DIEGO,2013,353814.70737947355,1773063.9648046633,1419249.2574251902,328241.0,1644907.0,19.95
33,ALPINE_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SAN DIEGO,2014,418550.9127424642,1887621.689747229,1469070.7770047649,394597.0,1779592.0,22.17
34,ALPINE_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SAN DIEGO,2015,487531.12107992254,2004187.016133864,1516655.8950539413,460175.0,1891729.0,24.33
35,ALPINE_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SAN DIEGO,2016,424323.9266729721,1945345.5681334296,1521021.6414604574,405567.0,1859353.0,21.81
36,ALPINE_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SAN DIEGO,2017,515414.73760607047,2208483.6063805483,1693068.8687744776,503126.0,2155828.0,23.34
37,ALPINE_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SAN DIEGO,2018,455502.0,2096651.0,1641149.0,455502.0,2096651.0,21.73
38,ALTAVILLE-MELONES_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,CALAVERAS,2011,0.0,49837.60445276276,49837.60445276276,0.0,44644.0,0.0
39,ALTAVILLE-MELONES_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,CALAVERAS,2012,0.0,22949.110956732322,22949.110956732322,0.0,20983.0,0.0
40,ALTAVILLE-MELONES_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,CALAVERAS,2013,0.0,34612.812137003835,34612.812137003835,0.0,32111.0,0.0
41,ALTAVILLE-MELONES_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,CALAVERAS,2014,0.0,76438.6271965396,76438.6271965396,0.0,72064.0,0.0
42,ALTAVILLE-MELONES_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,CALAVERAS,2015,0.0,100041.48139584926,100041.48139584926,0.0,94428.0,0.0
43,ALTAVILLE-MELONES_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,CALAVERAS,2016,0.0,309127.76519434847,309127.76519434847,0.0,295463.0,0.0
44,ALTAVILLE-MELONES_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,CALAVERAS,2017,0.0,156078.2849175914,156078.2849175914,0.0,152357.0,0.0
45,ALTAVILLE-MELONES_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,CALAVERAS,2018,0.0,347565.0,347565.0,0.0,347565.0,0.0
46,ALTA_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,PLACER,2011,0.0,669.8002569585533,669.8002569585533,0.0,600.0,0.0
47,ALTURAS_CITY,CITY,MODOC,2011,0.0,56889.484824774714,56889.484824774714,0.0,50961.0,0.0
48,ALTURAS_CITY,CITY,MODOC,2012,0.0,59846.180357500634,59846.180357500634,0.0,54719.0,0.0
49,ALTURAS_CITY,CITY,MODOC,2013,0.0,41566.41841198161,41566.41841198161,0.0,38562.0,0.0
50,ALTURAS_CITY,CITY,MODOC,2014,0.0,51193.854115977294,51193.854115977294,0.0,48264.0,0.0
51,ALTURAS_CITY,CITY,MODOC,2015,0.0,53791.31332773599,53791.31332773599,0.0,50773.0,0.0
52,ALTURAS_CITY,CITY,MODOC,2016,0.0,34138.04723612228,34138.04723612228,0.0,32629.0,0.0
53,ALTURAS_CITY,CITY,MODOC,2017,0.0,50612.73026272846,50612.73026272846,0.0,49406.0,0.0
54,ALTURAS_CITY,CITY,MODOC,2018,0.0,50870.0,50870.0,0.0,50870.0,0.0
55,AMADOR_COUNTY,COUNTY,AMADOR,2017,501099.425848564,2499448.9253916447,1998349.4995430817,489152.0,2439856.0,20.05
56,AMADOR_COUNTY,COUNTY,AMADOR,2018,461893.0,2471279.0,2009386.0,461893.0,2471279.0,18.69
57,ANAHEIM_CITY,CITY,ORANGE,2011,6339836.929180795,34117818.86144243,27777981.932261653,5679159.0,30562382.0,18.58
58,ANAHEIM_CITY,CITY,ORANGE,2012,7515434.090912657,33684672.907506295,26169238.81659364,6871567.0,30798818.0,22.31
59,ANAHEIM_CITY,CITY,ORANGE,2013,10052613.332833953,35242152.84865448,25189539.5158205,9326011.0,32694852.0,28.52
60,ANAHEIM_CITY,CITY,ORANGE,2014,10130655.309306568,34792381.262887776,24661725.953581195,9550872.0,32801193.0,29.12
61,ANAHEIM_CITY,CITY,ORANGE,2015,10926465.802263116,35861215.98752832,24934750.185265213,10313365.0,33848988.0,30.47
62,ANAHEIM_CITY,CITY,ORANGE,2016,11693885.600678314,38791487.118984036,27097601.518305723,11176966.0,37076738.0,30.15
63,ANAHEIM_CITY,CITY,ORANGE,2017,12459291.738022197,39405196.470573574,26945904.7325514,12162232.0,38465681.0,31.62
64,ANAHEIM_CITY,CITY,ORANGE,2018,11227272.0,37830992.0,26603720.0,11227272.0,37830992.0,29.68
65,ANDERSON_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SHASTA,2011,39019.21396912051,490781.62594747916,451762.41197835864,34953.0,439637.0,7.95
66,ANDERSON_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SHASTA,2012,78254.2481510841,560764.1456396945,482509.8974886103,71550.0,512722.0,13.95
67,ANDERSON_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SHASTA,2013,65802.17774954175,594699.8738179147,528897.696068373,61046.0,551715.0,11.06
68,ANDERSON_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SHASTA,2014,105448.90214416059,617930.524136591,512481.62199243036,99414.0,582566.0,17.06
69,ANDERSON_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SHASTA,2015,145346.6225502812,659278.1087221592,513931.486171878,137191.0,622285.0,22.05
70,ANDERSON_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SHASTA,2016,165903.64860191577,765997.3486564977,600093.7000545817,158570.0,732137.0,21.66
71,ANDERSON_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SHASTA,2017,10148.976211651436,77752.81573515013,67603.83952349868,9907.0,75899.0,13.05
72,ANDERSON_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SHASTA,2018,48265.0,430993.0,382728.0,48265.0,430993.0,11.2
73,ANDERSON_VALLEY_COMMUNITY_SERVICES_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,MENDOCINO,2011,0.0,68248.18084903018,68248.18084903018,0.0,61136.0,0.0
74,ANDERSON_VALLEY_COMMUNITY_SERVICES_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,MENDOCINO,2012,0.0,99361.56799829265,99361.56799829265,0.0,90849.0,0.0
75,ANDERSON_VALLEY_COMMUNITY_SERVICES_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,MENDOCINO,2013,0.0,88921.22090342852,88921.22090342852,0.0,82494.0,0.0
76,ANDERSON_VALLEY_COMMUNITY_SERVICES_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,MENDOCINO,2014,0.0,94990.35329649907,94990.35329649907,0.0,89554.0,0.0
77,ANDERSON_VALLEY_COMMUNITY_SERVICES_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,MENDOCINO,2015,0.0,91361.43038263077,91361.43038263077,0.0,86235.0,0.0
78,ANDERSON_VALLEY_COMMUNITY_SERVICES_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,MENDOCINO,2016,0.0,139658.5011895486,139658.5011895486,0.0,133485.0,0.0
79,ANDERSON_VALLEY_COMMUNITY_SERVICES_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,MENDOCINO,2017,0.0,103023.32599951043,103023.32599951043,0.0,100567.0,0.0
80,ANDERSON_VALLEY_COMMUNITY_SERVICES_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,MENDOCINO,2018,0.0,234373.0,234373.0,0.0,234373.0,0.0
81,ANGELS_CITY,CITY,CALAVERAS,2011,0.0,102353.29359959811,102353.29359959811,0.0,91687.0,0.0
82,ANGELS_CITY,CITY,CALAVERAS,2012,20716.868881590985,268319.65349268704,247602.78461109608,18942.0,245332.0,7.72
83,ANGELS_CITY,CITY,CALAVERAS,2013,17712.239700889004,166639.70889477455,148927.46919388557,16432.0,154595.0,10.63
84,ANGELS_CITY,CITY,CALAVERAS,2014,25131.277672174914,316826.14498006226,291694.8673078873,23693.0,298694.0,7.93
85,ANGELS_CITY,CITY,CALAVERAS,2015,14838.617660336602,193744.29011843033,178905.67245809373,14006.0,182873.0,7.66
86,ANGELS_CITY,CITY,CALAVERAS,2016,47121.99299603762,241593.46101572036,194471.46801968277,45039.0,230914.0,19.5
87,ANGELS_CITY,CITY,CALAVERAS,2017,14362.43529699739,180802.7767787206,166440.34148172324,14020.0,176492.0,7.94
88,ANGELS_CITY,CITY,CALAVERAS,2018,134294.0,470708.0,336414.0,134294.0,470708.0,28.53
89,ANTELOPE_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,MONO,2011,0.0,32373.679086330074,32373.679086330074,0.0,29000.0,0.0
90,ANTELOPE_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,MONO,2012,0.0,31061.08521999704,31061.08521999704,0.0,28400.0,0.0
91,ANTELOPE_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,MONO,2013,0.0,32337.34122606318,32337.34122606318,0.0,30000.0,0.0
92,ANTELOPE_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,MONO,2014,0.0,31821.142538523927,31821.142538523927,0.0,30000.0,0.0
93,ANTELOPE_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,MONO,2015,0.0,31783.416379415823,31783.416379415823,0.0,30000.0,0.0
94,ANTELOPE_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,MONO,2016,0.0,31387.459532430305,31387.459532430305,0.0,30000.0,0.0
95,ANTELOPE_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,MONO,2017,0.0,143905.04535737596,143905.04535737596,0.0,140474.0,0.0
96,ANTELOPE_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,MONO,2018,0.0,181821.0,181821.0,0.0,181821.0,0.0
97,APPLE_VALLEY_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SAN BERNARDINO,2011,726722.1154624143,4236814.827388758,3510092.7119263443,650990.0,3795294.0,17.15
98,APPLE_VALLEY_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SAN BERNARDINO,2012,517339.87354199146,3697321.280756466,3179981.4072144753,473018.0,3380562.0,13.99
99,APPLE_VALLEY_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SAN BERNARDINO,2013,573424.0591139138,3210317.5759131527,2636893.516799238,531977.0,2978276.0,17.86
100,APPLE_VALLEY_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SAN BERNARDINO,2014,475615.76765679923,3399308.4015443353,2923692.633887537,448396.0,3204764.0,13.99
101,APPLE_VALLEY_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SAN BERNARDINO,2015,831776.2444381625,3732894.4491407797,2901118.204702616,785104.0,3523436.0,22.28
102,APPLE_VALLEY_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SAN BERNARDINO,2016,705964.6473061201,3817234.01847446,3111269.3711683396,674758.0,3648496.0,18.49
103,APPLE_VALLEY_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SAN BERNARDINO,2017,1059144.5758975197,4448052.35802872,3388907.782131201,1033892.0,4342000.0,23.81
104,APPLE_VALLEY_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SAN BERNARDINO,2018,1467100.0,5197621.0,3730521.0,1467100.0,5197621.0,28.23
105,APTOS-LA_SELVA_FIRE_PROTECTION_SERVICES_SPECIAL_DISTRICT,SPECIAL DISTRICT,SANTA CRUZ,2011,648351.0200632171,5069517.204842201,4421166.184778984,580786.0,4541220.0,12.79
106,APTOS-LA_SELVA_FIRE_PROTECTION_SERVICES_SPECIAL_DISTRICT,SPECIAL DISTRICT,SANTA CRUZ,2012,758453.7349625861,5096304.903163845,4337851.16820126,693475.0,4659691.0,14.88
107,APTOS-LA_SELVA_FIRE_PROTECTION_SERVICES_SPECIAL_DISTRICT,SPECIAL DISTRICT,SANTA CRUZ,2013,782295.2577385528,5095736.554896397,4313441.2971578445,725751.0,4727417.0,15.35
108,APTOS-LA_SELVA_FIRE_PROTECTION_SERVICES_SPECIAL_DISTRICT,SPECIAL DISTRICT,SANTA CRUZ,2014,740113.1044370101,4661338.09673645,3921224.9922994394,697756.0,4394567.0,15.88
109,APTOS-LA_SELVA_FIRE_PROTECTION_SERVICES_SPECIAL_DISTRICT,SPECIAL DISTRICT,SANTA CRUZ,2015,677174.2910381956,4884270.955876584,4207096.664838387,639177.0,4610207.0,13.86
110,APTOS-LA_SELVA_FIRE_PROTECTION_SERVICES_SPECIAL_DISTRICT,SPECIAL DISTRICT,SANTA CRUZ,2016,766060.1235755624,5947969.61633619,5181909.49276063,732197.0,5685044.0,12.88
111,APTOS-LA_SELVA_FIRE_PROTECTION_SERVICES_SPECIAL_DISTRICT,SPECIAL DISTRICT,SANTA CRUZ,2017,847494.3203981724,5705463.079785408,4857968.75938724,827288.0,5569431.0,14.85
112,APTOS-LA_SELVA_FIRE_PROTECTION_SERVICES_SPECIAL_DISTRICT,SPECIAL DISTRICT,SANTA CRUZ,2018,1042397.0,5705123.0,4662726.0,1042397.0,5705123.0,18.27
113,ARBUCKLE-COLLEGE_CITY_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,COLUSA,2011,0.0,172821.8623004459,172821.8623004459,0.0,154812.0,0.0
114,ARBUCKLE-COLLEGE_CITY_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,COLUSA,2012,0.0,176722.26309920993,176722.26309920993,0.0,161582.0,0.0
115,ARBUCKLE-COLLEGE_CITY_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,COLUSA,2013,0.0,183969.29005782184,183969.29005782184,0.0,170672.0,0.0
116,ARBUCKLE-COLLEGE_CITY_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,COLUSA,2014,0.0,85325.21160279805,85325.21160279805,0.0,80442.0,0.0
117,ARBUCKLE-COLLEGE_CITY_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,COLUSA,2015,0.0,90309.39930047213,90309.39930047213,0.0,85242.0,0.0
118,ARBUCKLE-COLLEGE_CITY_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,COLUSA,2016,0.0,99466.85925827162,99466.85925827162,0.0,95070.0,0.0
119,ARBUCKLE-COLLEGE_CITY_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,COLUSA,2017,0.0,255480.26934970624,255480.26934970624,0.0,249389.0,0.0
120,ARBUCKLE-COLLEGE_CITY_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,COLUSA,2018,0.0,275243.0,275243.0,0.0,275243.0,0.0
121,ARCADIA_CITY,CITY,LOS ANGELES,2011,1299717.257616509,7272722.447401297,5973005.189784787,1164273.0,6514828.0,17.87
122,ARCADIA_CITY,CITY,LOS ANGELES,2012,1232418.552915146,7290778.2298579225,6058359.676942779,1126834.0,6666158.0,16.9
123,ARCADIA_CITY,CITY,LOS ANGELES,2013,1307732.858295737,7597621.672076821,6289888.813781081,1213210.0,7048466.0,17.21
124,ARCADIA_CITY,CITY,LOS ANGELES,2014,1468138.4175283862,7877628.2576752165,6409489.84014683,1384116.0,7426787.0,18.64
125,ARCADIA_CITY,CITY,LOS ANGELES,2015,1454626.3202006605,8181771.800166231,6727145.479965572,1373005.0,7722680.0,17.78
126,ARCADIA_CITY,CITY,LOS ANGELES,2016,1245736.8813826267,7891806.493914761,6646069.612532133,1190670.0,7542955.0,15.79
127,ARCADIA_CITY,CITY,LOS ANGELES,2017,1424297.712438805,8143685.2098563975,6719387.497417589,1390339.0,7949520.0,17.49
128,ARCADIA_CITY,CITY,LOS ANGELES,2018,1874836.0,7564622.0,5689786.0,1874836.0,7564622.0,24.78
129,ARCATA_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,HUMBOLDT,2011,118947.59496574628,1329221.9589355337,1210274.3639697873,106552.0,1190703.0,8.95
130,ARCATA_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,HUMBOLDT,2012,121748.51706055038,968627.9118835859,846879.3948230352,111318.0,885643.0,12.57
131,ARCATA_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,HUMBOLDT,2013,198294.7322209678,1189463.3444069077,991168.61218594,183962.0,1103489.0,16.67
132,ARCATA_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,HUMBOLDT,2014,264778.4235393012,1661010.605273385,1396232.1817340832,249625.0,1565950.0,15.94
133,ARCATA_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,HUMBOLDT,2015,203901.21054607898,1807254.8493525786,1603353.6388064993,192460.0,1705847.0,11.28
134,ARCATA_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,HUMBOLDT,2016,323937.41485040024,2011036.3821888526,1687098.9673384523,309618.0,1922140.0,16.11
135,ARCATA_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,HUMBOLDT,2017,369082.8299649151,1980908.6678076042,1611825.837842689,360283.0,1933679.0,18.63
136,ARCATA_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,HUMBOLDT,2018,506581.0,1994461.0,1487880.0,506581.0,1994461.0,25.4
137,ARROWBEAR_PARK_COUNTY_WATER_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SAN BERNARDINO,2011,0.0,29928.90814843135,29928.90814843135,0.0,26810.0,0.0
138,ARROWBEAR_PARK_COUNTY_WATER_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SAN BERNARDINO,2012,0.0,29322.101927750722,29322.101927750722,0.0,26810.0,0.0
139,ARROWBEAR_PARK_COUNTY_WATER_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SAN BERNARDINO,2015,0.0,18566.812401642073,18566.812401642073,0.0,17525.0,0.0
140,ARROWBEAR_PARK_COUNTY_WATER_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SAN BERNARDINO,2016,0.0,11184.398080055998,11184.398080055998,0.0,10690.0,0.0
141,ARROWBEAR_PARK_COUNTY_WATER_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SAN BERNARDINO,2017,0.0,33914.6064866188,33914.6064866188,0.0,33106.0,0.0
142,ARROWBEAR_PARK_COUNTY_WATER_DISTRICT_SPECIAL_DISTRICT,SPECIAL DISTRICT,SAN BERNARDINO,2018,0.0,52524.0,52524.0,0.0,52524.0,0.0
143,ARROYO_GRANDE_CITY,CITY,SAN LUIS OBISPO,2011,241756.58841285855,1931021.8611401322,1689265.2727272734,216563.0,1729789.0,12.52
144,ATASCADERO_CITY,CITY,SAN LUIS OBISPO,2011,332775.74533095636,2129174.452824988,1796398.7074940316,298097.0,1907292.0,15.63
145,ATASCADERO_CITY,CITY,SAN LUIS OBISPO,2012,503048.4932402415,2295136.3979110955,1792087.9046708539,459951.0,2098506.0,21.92
146,ATASCADERO_CITY,CITY,SAN LUIS OBISPO,2013,649280.9941620128,2379963.639555798,1730682.6453937856,602351.0,2207940.0,27.28
147,ATASCADERO_CITY,CITY,SAN LUIS OBISPO,2014,447242.97626469994,1925241.705161023,1477998.7288963234,421647.0,1815059.0,23.23
148,ATASCADERO_CITY,CITY,SAN LUIS OBISPO,2015,200415.6292164697,870214.0487602155,669798.4195437457,189170.0,821385.0,23.03
149,ATASCADERO_CITY,CITY,SAN LUIS OBISPO,2016,526670.0622190186,1937395.1246338647,1410725.0624148462,503389.0,1851754.0,27.18
150,ATASCADERO_CITY,CITY,SAN LUIS OBISPO,2017,222518.3779006201,919358.7425465077,696840.3646458876,217213.0,897439.0,24.2
151,ATASCADERO_CITY,CITY,SAN LUIS OBISPO,2018,117147.0,565515.0,448368.0,117147.0,565515.0,20.72
152,ATWATER_CITY,CITY,MERCED,2015,0.0,2939.966015095964,2939.966015095964,0.0,2775.0,0.0
153,ATWATER_CITY,CITY,MERCED,2016,2040.1848696079699,10577.573862429012,8537.388992821043,1950.0,10110.0,19.29
154,ATWATER_CITY,CITY,MERCED,2018,868.0,6210.0,5342.0,868.0,6210.0,13.98
155,AUBURN_CITY,CITY,PLACER,2011,186117.39740107316,1209333.2946087609,1023215.8972076871,166722.0,1083308.0,15.39
156,AUBURN_CITY,CITY,PLACER,2012,240827.3119724383,1321237.9448417644,1080410.6328693258,220195.0,1208044.0,18.23
157,AUBURN_CITY,CITY,PLACER,2013,245201.12358074667,1568196.129023811,1322995.0054430643,227478.0,1454847.0,15.64
158,AUBURN_CITY,CITY,PLACER,2014,290154.72400902276,1615009.9616196947,1324855.237610672,273549.0,1522582.0,17.97
159,AUBURN_CITY,CITY,PLACER,2015,474719.22593738,1491090.3743655516,1016371.148428172,448082.0,1407423.0,31.84
160,AUBURN_CITY,CITY,PLACER,2016,476255.52471802896,1681716.0180286404,1205460.4933106117,455203.0,1607377.0,28.32
161,AUBURN_CITY,CITY,PLACER,2017,457783.67323351826,1683952.5127325389,1226168.8394990207,446869.0,1643803.0,27.19
