,index,year,type,population,employer,department,position,overtime,wages,benefits,employercounty,employer_full,fire,adjusted_overtime
9799187,9799187,2012,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,DEPUTY FIRE CHIEF,0.0,205509.0,124913.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,0.0
9799188,9799188,2012,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE BATTALION CHIEF,44592.0,204183.0,114269.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,48770.27859613056
9799189,9799189,2012,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE BATTALION CHIEF,58197.0,225271.0,120269.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,63650.069596766465
9799190,9799190,2012,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE BATTALION CHIEF,13413.0,170082.0,120728.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,14669.800565345786
9799191,9799191,2012,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE BATTALION CHIEF,50981.0,224078.0,124054.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,55757.929070446095
9799192,9799192,2012,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE BATTALION CHIEF,83174.0,286581.0,135687.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,90967.41908760683
9799193,9799193,2012,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE BATTALION CHIEF,41806.0,216522.0,130093.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,45723.22988405621
9799194,9799194,2012,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,0.0,5811.0,69959.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,0.0
9799195,9799195,2012,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,7877.0,27912.0,77789.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,8615.076347813967
9799196,9799196,2012,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,35548.0,117087.0,79235.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,38878.85413381883
9799197,9799197,2012,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,25497.0,121551.0,81187.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,27886.073586417762
9799198,9799198,2012,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,58319.0,159901.0,78505.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,63783.50101919039
9799199,9799199,2012,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,42701.0,148923.0,80207.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,46702.09154855963
9799200,9799200,2012,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,54633.0,160376.0,76856.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,59752.1221416936
9799201,9799201,2012,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,32168.0,152545.0,82183.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,35182.14751256566
9799202,9799202,2012,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,24446.0,134693.0,78277.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,26736.594693241113
9799203,9799203,2012,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,38462.0,148323.0,76642.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,42065.89646941994
9799204,9799204,2012,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,84438.0,245621.0,91760.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,92349.85611993345
9799205,9799205,2012,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,41929.0,154687.0,82607.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,45857.755006663945
9799206,9799206,2012,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,44347.0,155514.0,66744.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,48502.3220510989
9799207,9799207,2012,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,38908.0,152314.0,73745.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,42553.686751395944
9799208,9799208,2012,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,22319.0,134823.0,74205.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,24410.294402292744
9799209,9799209,2012,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,35932.0,126643.0,74286.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,39298.835004399065
9799210,9799210,2012,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,44681.0,134734.0,70514.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,48867.617912489004
9799211,9799211,2012,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,50138.0,141736.0,70381.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,54835.93981550041
9799212,9799212,2012,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,41402.0,133914.0,73558.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,45281.37500979991
9799213,9799213,2012,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,24595.0,116541.0,70484.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,26899.55602062772
9799214,9799214,2012,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,31512.0,125704.0,71741.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,34464.68019199108
9799215,9799215,2012,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,31948.0,130229.0,60131.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,34941.533472129064
9799216,9799216,2012,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,45275.0,140527.0,73876.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,49517.27582166782
9799217,9799217,2012,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,38292.0,133031.0,70381.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,41879.96743817347
9799218,9799218,2012,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,37933.0,133272.0,73043.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,41487.3290721883
9799219,9799219,2012,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,44323.0,139975.0,70630.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,48476.073246687636
9799220,9799220,2012,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,35868.0,131746.0,71782.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,39228.838192635696
9799221,9799221,2012,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,16397.0,115795.0,65476.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,17933.40191381308
9799222,9799222,2012,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,46103.0,146651.0,62142.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,50422.85957385646
9799223,9799223,2012,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,43969.0,144323.0,66796.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,48088.90338162147
9799244,9799244,2012,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,ORGANIZATIONAL RESOURCES & SUPPORT,FIRE CHIEF,0.0,283505.0,143802.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,0.0
9799247,9799247,2012,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,ORGANIZATIONAL RESOURCES & SUPPORT,INTERIM FIRE CHIEF,0.0,10505.0,0.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,0.0
10301400,10301400,2013,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,EMERGENCY MEDICAL SERVICES,FIRE BATTALION CHIEF,17801.0,186278.0,137165.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,19187.90037217169
10301427,10301427,2013,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,FIRE LOSS MANAGEMENT,DEPUTY FIRE MARSHAL,740.0,108696.0,76694.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,797.6544169095584
10301428,10301428,2013,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,FIRE LOSS MANAGEMENT,FIRE BATTALION CHIEF,13384.0,185786.0,137612.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,14426.765832320987
10301431,10301431,2013,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,DEPUTY FIRE CHIEF,32786.0,140063.0,89836.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,35340.40231459025
10301432,10301432,2013,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE BATTALION CHIEF,95387.0,282931.0,143992.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,102818.73225101628
10301433,10301433,2013,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE BATTALION CHIEF,62995.0,220347.0,124367.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,67903.02701786166
10301434,10301434,2013,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE BATTALION CHIEF,30906.0,138911.0,85780.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,33313.92893109029
10301435,10301435,2013,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,19406.0,131889.0,80236.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,20917.948127766067
10301436,10301436,2013,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,71707.0,196289.0,87588.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,77293.79090991041
10301437,10301437,2013,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,48456.0,159997.0,73825.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,52231.273548337245
10301438,10301438,2013,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,45804.0,155072.0,88043.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,49372.65258395327
10301439,10301439,2013,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,41608.0,152912.0,91167.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,44849.73645780123
10301440,10301440,2013,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,62646.0,171257.0,86582.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,67526.83594826513
10301441,10301441,2013,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,52700.0,160705.0,85780.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,56805.929420450986
10301442,10301442,2013,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,76369.0,181974.0,84528.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,82319.01373644063
10301443,10301443,2013,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,64487.0,192717.0,89399.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,69511.27078817121
10301444,10301444,2013,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,47207.0,151547.0,82328.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,50884.96224195882
10301445,10301445,2013,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,13194.0,116947.0,75712.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,14221.962671222585
10301446,10301446,2013,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,33255.0,133595.0,73303.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,35845.94274909104
10301447,10301447,2013,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,22846.0,122477.0,83722.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,24625.963255021314
10301448,10301448,2013,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,19306.0,116322.0,67437.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,20810.15699034586
10301449,10301449,2013,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,45088.0,140789.0,81438.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,48600.86804002455
10301450,10301450,2013,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,44463.0,137726.0,80990.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,47927.173431148236
10301451,10301451,2013,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,932.0,85348.0,57244.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,1004.6134007563627
10301452,10301452,2013,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,11189.0,113359.0,36931.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,12060.750365947362
10301453,10301453,2013,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,34036.0,131051.0,68914.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,36687.79153234288
10301454,10301454,2013,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,34409.0,130616.0,71130.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,37089.85247492027
10301455,10301455,2013,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,23916.0,120786.0,76408.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,25779.328425417567
10301456,10301456,2013,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,31705.0,126932.0,77896.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,34175.18011907777
10301457,10301457,2013,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,29770.0,124732.0,81582.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,32089.421609996694
10301458,10301458,2013,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,16865.0,111827.0,80762.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,18178.975325918516
10301459,10301459,2013,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,33383.0,128663.0,80790.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,35983.915404988904
10301460,10301460,2013,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,25966.0,119132.0,79982.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,27989.046742531882
10301461,10301461,2013,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,29937.0,124797.0,82375.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,32269.432809488444
10301462,10301462,2013,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,28387.0,119136.0,78165.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,30598.670179475183
10301463,10301463,2013,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,36278.0,125179.0,78514.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,39104.468833303996
10301464,10301464,2013,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,26465.0,116415.0,82019.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,28526.924518258736
10301465,10301465,2013,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,30239.0,108110.0,78361.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,32594.962044497483
10301483,10301483,2013,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,ORGANIZATIONAL RESOURCES & SUPPORT,FIRE CHIEF,23548.0,217125.0,138797.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,25382.65703971119
10301484,10301484,2013,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,ORGANIZATIONAL RESOURCES & SUPPORT,FIRE CHIEF,0.0,94985.0,0.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,0.0
10301487,10301487,2013,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,TRAINING,FIRE BATTALION CHIEF,50880.0,157003.0,88570.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,54844.130719403154
10301488,10301488,2013,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,TRAINING,FIRE BATTALION CHIEF,53484.0,128174.0,12828.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,57651.01193782544
10761977,10761977,2011,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,EMERGENCY MEDICAL SERVICES,FIRE BATTALION CHIEF,46483.0,216287.0,127089.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,51890.542240340714
10762005,10762005,2011,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,FIRE LOSS MANAGEMENT,FIRE BATTALION CHIEF,13608.0,164061.0,115167.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,15191.069827819987
10762009,10762009,2011,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,DEPUTY FIRE CHIEF,11791.0,243141.0,160862.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,13162.691382997169
10762010,10762010,2011,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE BATTALION CHIEF,55347.0,247440.0,129582.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,61785.72470314174
10762011,10762011,2011,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE BATTALION CHIEF,29989.0,198245.0,122123.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,33477.733176550086
10762012,10762012,2011,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE BATTALION CHIEF,41561.0,221071.0,128788.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,46395.94746575739
10762013,10762013,2011,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,0.0,43596.0,24720.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,0.0
10762014,10762014,2011,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,21882.0,135333.0,74472.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,24427.615371278436
10762015,10762015,2011,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,17861.0,126456.0,80155.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,19938.837315894532
10762016,10762016,2011,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,24097.0,133958.0,79051.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,26900.294653217094
10762017,10762017,2011,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,24344.0,134448.0,76650.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,27176.0290923317
10762018,10762018,2011,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,18837.0,118753.0,68807.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,21028.37906721378
10762019,10762019,2011,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,26807.0,136404.0,66154.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,29925.559147146563
10762020,10762020,2011,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,16550.0,129084.0,74503.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,18475.323754440094
10762021,10762021,2011,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,25262.0,126836.0,75979.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,28200.823485478286
10762022,10762022,2011,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,0.0,70563.0,68422.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,0.0
10762023,10762023,2011,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,25554.0,134239.0,76445.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,28526.79294386478
10762024,10762024,2011,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,26049.0,137006.0,82205.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,29079.37815585559
