"注册地编码"	,"注册地名称"	,"贸易伙伴编码"	,"贸易伙伴名称"	,"商品编码"	,"商品名称"	,"第一数量"	,"第一计量单位"	,"第二数量"	,"第二计量单位"	,"美元"	,
"65	"	,"新疆维吾尔自治区	"	,"301	"	,"比利时	"	,"41069200	"	,"其他动物干革（坯革）	"	,"6	"	,"千克	"	,"0	"	,"?	"	,"174	"	,
"65	"	,"新疆维吾尔自治区	"	,"303	"	,"英国	"	,"41069200	"	,"其他动物干革（坯革）	"	,"5	"	,"千克	"	,"0	"	,"?	"	,"60	"	,
"65	"	,"新疆维吾尔自治区	"	,"301	"	,"比利时	"	,"41071110	"	,"整张全粒面未剖层牛皮革	"	,"0	"	,"千克	"	,"2	"	,"张	"	,"10	"	,
"65	"	,"新疆维吾尔自治区	"	,"301	"	,"比利时	"	,"41071210	"	,"整张粒面剖层牛皮革	"	,"2	"	,"千克	"	,"22	"	,"张	"	,"42	"	,
"65	"	,"新疆维吾尔自治区	"	,"301	"	,"比利时	"	,"41071990	"	,"其他整张牛、马科动物皮革	"	,"4	"	,"千克	"	,"36	"	,"张	"	,"63	"	,
"65	"	,"新疆维吾尔自治区	"	,"344	"	,"俄罗斯联邦	"	,"41071990	"	,"其他整张牛、马科动物皮革	"	,"177	"	,"千克	"	,"45	"	,"张	"	,"2,655	"	,
"65	"	,"新疆维吾尔自治区	"	,"301	"	,"比利时	"	,"41079200	"	,"粒面剖层革（整张革除外）	"	,"27	"	,"千克	"	,"0	"	,"?	"	,"406	"	,
"65	"	,"新疆维吾尔自治区	"	,"303	"	,"英国	"	,"41079200	"	,"粒面剖层革（整张革除外）	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"1	"	,
"65	"	,"新疆维吾尔自治区	"	,"309	"	,"荷兰	"	,"41079200	"	,"粒面剖层革（整张革除外）	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"9	"	,
"65	"	,"新疆维吾尔自治区	"	,"327	"	,"波兰	"	,"41079200	"	,"粒面剖层革（整张革除外）	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"3	"	,
"65	"	,"新疆维吾尔自治区	"	,"107	"	,"柬埔寨	"	,"41079990	"	,"未列名牛、马科动物皮革	"	,"248	"	,"千克	"	,"0	"	,"?	"	,"4,960	"	,
"65	"	,"新疆维吾尔自治区	"	,"301	"	,"比利时	"	,"41079990	"	,"未列名牛、马科动物皮革	"	,"17	"	,"千克	"	,"0	"	,"?	"	,"199	"	,
"65	"	,"新疆维吾尔自治区	"	,"232	"	,"摩洛哥	"	,"41120000	"	,"鞣制或半硝后加工的不带毛的绵羊或羔羊皮革,包括羊皮纸化处理的,不露是否剖层,但品目4114的皮革除外	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"3	"	,
"65	"	,"新疆维吾尔自治区	"	,"237	"	,"留尼汪	"	,"41120000	"	,"鞣制或半硝后加工的不带毛的绵羊或羔羊皮革,包括羊皮纸化处理的,不露是否剖层,但品目4114的皮革除外	"	,"2	"	,"千克	"	,"0	"	,"?	"	,"37	"	,
"65	"	,"新疆维吾尔自治区	"	,"301	"	,"比利时	"	,"41120000	"	,"鞣制或半硝后加工的不带毛的绵羊或羔羊皮革,包括羊皮纸化处理的,不露是否剖层,但品目4114的皮革除外	"	,"15	"	,"千克	"	,"0	"	,"?	"	,"301	"	,
"65	"	,"新疆维吾尔自治区	"	,"303	"	,"英国	"	,"41120000	"	,"鞣制或半硝后加工的不带毛的绵羊或羔羊皮革,包括羊皮纸化处理的,不露是否剖层,但品目4114的皮革除外	"	,"1	"	,"千克	"	,"0	"	,"?	"	,"56	"	,
"65	"	,"新疆维吾尔自治区	"	,"304	"	,"德国	"	,"41120000	"	,"鞣制或半硝后加工的不带毛的绵羊或羔羊皮革,包括羊皮纸化处理的,不露是否剖层,但品目4114的皮革除外	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"15	"	,
"65	"	,"新疆维吾尔自治区	"	,"351	"	,"克罗地亚	"	,"41120000	"	,"鞣制或半硝后加工的不带毛的绵羊或羔羊皮革,包括羊皮纸化处理的,不露是否剖层,但品目4114的皮革除外	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"3	"	,
"65	"	,"新疆维吾尔自治区	"	,"352	"	,"捷克	"	,"41120000	"	,"鞣制或半硝后加工的不带毛的绵羊或羔羊皮革,包括羊皮纸化处理的,不露是否剖层,但品目4114的皮革除外	"	,"1	"	,"千克	"	,"0	"	,"?	"	,"23	"	,
"65	"	,"新疆维吾尔自治区	"	,"353	"	,"斯洛伐克	"	,"41120000	"	,"鞣制或半硝后加工的不带毛的绵羊或羔羊皮革,包括羊皮纸化处理的,不露是否剖层,但品目4114的皮革除外	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"4	"	,
"65	"	,"新疆维吾尔自治区	"	,"301	"	,"比利时	"	,"41131000	"	,"经鞣制或半硝处理后加工的山羊或小山羊皮革	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"17	"	,
"65	"	,"新疆维吾尔自治区	"	,"301	"	,"比利时	"	,"41132000	"	,"经鞣制或半硝处理后加工的猪皮革	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"12	"	,
"65	"	,"新疆维吾尔自治区	"	,"301	"	,"比利时	"	,"41139000	"	,"经鞣制或半硝处理后加工的其他动物皮革	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"16	"	,
"65	"	,"新疆维吾尔自治区	"	,"351	"	,"克罗地亚	"	,"41139000	"	,"经鞣制或半硝处理后加工的其他动物皮革	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"1	"	,
"65	"	,"新疆维吾尔自治区	"	,"301	"	,"比利时	"	,"41141000	"	,"油鞣皮革（包括结合鞣制的油鞣皮革）	"	,"1	"	,"千克	"	,"0	"	,"?	"	,"31	"	,
"65	"	,"新疆维吾尔自治区	"	,"145	"	,"哈萨克斯坦	"	,"41142000	"	,"漆皮及层压漆皮；镀金属皮革	"	,"120	"	,"千克	"	,"0	"	,"?	"	,"13,505	"	,
"65	"	,"新疆维吾尔自治区	"	,"237	"	,"留尼汪	"	,"41142000	"	,"漆皮及层压漆皮；镀金属皮革	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"5	"	,
"65	"	,"新疆维吾尔自治区	"	,"301	"	,"比利时	"	,"41142000	"	,"漆皮及层压漆皮；镀金属皮革	"	,"56	"	,"千克	"	,"0	"	,"?	"	,"967	"	,
"65	"	,"新疆维吾尔自治区	"	,"327	"	,"波兰	"	,"41142000	"	,"漆皮及层压漆皮；镀金属皮革	"	,"1	"	,"千克	"	,"0	"	,"?	"	,"5	"	,
"65	"	,"新疆维吾尔自治区	"	,"352	"	,"捷克	"	,"41142000	"	,"漆皮及层压漆皮；镀金属皮革	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"9	"	,
"65	"	,"新疆维吾尔自治区	"	,"353	"	,"斯洛伐克	"	,"41142000	"	,"漆皮及层压漆皮；镀金属皮革	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"3	"	,
"65	"	,"新疆维吾尔自治区	"	,"447	"	,"圣其茨和尼维斯	"	,"41142000	"	,"漆皮及层压漆皮；镀金属皮革	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"3	"	,
"65	"	,"新疆维吾尔自治区	"	,"147	"	,"塔吉克斯坦	"	,"41151000	"	,"以皮革或皮革纤维为基本成分的再生皮革,成块、成张或成条,不论是否成卷	"	,"600	"	,"千克	"	,"0	"	,"?	"	,"4,800	"	,
"65	"	,"新疆维吾尔自治区	"	,"149	"	,"乌兹别克斯坦	"	,"41151000	"	,"以皮革或皮革纤维为基本成分的再生皮革,成块、成张或成条,不论是否成卷	"	,"390	"	,"千克	"	,"0	"	,"?	"	,"5,850	"	,
"65	"	,"新疆维吾尔自治区	"	,"145	"	,"哈萨克斯坦	"	,"41152000	"	,"皮革或再生皮革的边角废料,不适宜作皮革制品；皮革粉末	"	,"2600	"	,"千克	"	,"0	"	,"?	"	,"15,600	"	,
"65	"	,"新疆维吾尔自治区	"	,"301	"	,"比利时	"	,"41152000	"	,"皮革或再生皮革的边角废料,不适宜作皮革制品；皮革粉末	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"5	"	,
"65	"	,"新疆维吾尔自治区	"	,"111	"	,"印度	"	,"42010000	"	,"各种材料制成的鞍具及挽具,适合各种动物用	"	,"1300	"	,"千克	"	,"0	"	,"?	"	,"7,800	"	,
"65	"	,"新疆维吾尔自治区	"	,"116	"	,"日本	"	,"42010000	"	,"各种材料制成的鞍具及挽具,适合各种动物用	"	,"1730	"	,"千克	"	,"0	"	,"?	"	,"173,881	"	,
"65	"	,"新疆维吾尔自治区	"	,"122	"	,"马来西亚	"	,"42010000	"	,"各种材料制成的鞍具及挽具,适合各种动物用	"	,"843	"	,"千克	"	,"0	"	,"?	"	,"10,116	"	,
"65	"	,"新疆维吾尔自治区	"	,"127	"	,"巴基斯坦	"	,"42010000	"	,"各种材料制成的鞍具及挽具,适合各种动物用	"	,"158	"	,"千克	"	,"0	"	,"?	"	,"1,580	"	,
"65	"	,"新疆维吾尔自治区	"	,"131	"	,"沙特阿拉伯	"	,"42010000	"	,"各种材料制成的鞍具及挽具,适合各种动物用	"	,"180	"	,"千克	"	,"0	"	,"?	"	,"216	"	,
"65	"	,"新疆维吾尔自治区	"	,"132	"	,"新加坡	"	,"42010000	"	,"各种材料制成的鞍具及挽具,适合各种动物用	"	,"110	"	,"千克	"	,"0	"	,"?	"	,"550	"	,
"65	"	,"新疆维吾尔自治区	"	,"133	"	,"韩国	"	,"42010000	"	,"各种材料制成的鞍具及挽具,适合各种动物用	"	,"185	"	,"千克	"	,"0	"	,"?	"	,"6,845	"	,
"65	"	,"新疆维吾尔自治区	"	,"145	"	,"哈萨克斯坦	"	,"42010000	"	,"各种材料制成的鞍具及挽具,适合各种动物用	"	,"166732	"	,"千克	"	,"0	"	,"?	"	,"1,227,716	"	,
"65	"	,"新疆维吾尔自治区	"	,"146	"	,"吉尔吉斯斯坦	"	,"42010000	"	,"各种材料制成的鞍具及挽具,适合各种动物用	"	,"4886	"	,"千克	"	,"0	"	,"?	"	,"78,171	"	,
"65	"	,"新疆维吾尔自治区	"	,"147	"	,"塔吉克斯坦	"	,"42010000	"	,"各种材料制成的鞍具及挽具,适合各种动物用	"	,"110	"	,"千克	"	,"0	"	,"?	"	,"35	"	,
"65	"	,"新疆维吾尔自治区	"	,"232	"	,"摩洛哥	"	,"42010000	"	,"各种材料制成的鞍具及挽具,适合各种动物用	"	,"12	"	,"千克	"	,"0	"	,"?	"	,"411	"	,
"65	"	,"新疆维吾尔自治区	"	,"236	"	,"尼日利亚	"	,"42010000	"	,"各种材料制成的鞍具及挽具,适合各种动物用	"	,"2185	"	,"千克	"	,"0	"	,"?	"	,"17,480	"	,
"65	"	,"新疆维吾尔自治区	"	,"237	"	,"留尼汪	"	,"42010000	"	,"各种材料制成的鞍具及挽具,适合各种动物用	"	,"46	"	,"千克	"	,"0	"	,"?	"	,"809	"	,
"65	"	,"新疆维吾尔自治区	"	,"301	"	,"比利时	"	,"42010000	"	,"各种材料制成的鞍具及挽具,适合各种动物用	"	,"11717	"	,"千克	"	,"0	"	,"?	"	,"339,073	"	,
"65	"	,"新疆维吾尔自治区	"	,"303	"	,"英国	"	,"42010000	"	,"各种材料制成的鞍具及挽具,适合各种动物用	"	,"11823	"	,"千克	"	,"0	"	,"?	"	,"329,460	"	,
"65	"	,"新疆维吾尔自治区	"	,"304	"	,"德国	"	,"42010000	"	,"各种材料制成的鞍具及挽具,适合各种动物用	"	,"6275	"	,"千克	"	,"0	"	,"?	"	,"122,639	"	,
"65	"	,"新疆维吾尔自治区	"	,"309	"	,"荷兰	"	,"42010000	"	,"各种材料制成的鞍具及挽具,适合各种动物用	"	,"1697	"	,"千克	"	,"0	"	,"?	"	,"198,626	"	,
"65	"	,"新疆维吾尔自治区	"	,"310	"	,"希腊	"	,"42010000	"	,"各种材料制成的鞍具及挽具,适合各种动物用	"	,"362	"	,"千克	"	,"0	"	,"?	"	,"6,516	"	,
"65	"	,"新疆维吾尔自治区	"	,"321	"	,"匈牙利	"	,"42010000	"	,"各种材料制成的鞍具及挽具,适合各种动物用	"	,"698	"	,"千克	"	,"0	"	,"?	"	,"25,128	"	,
"65	"	,"新疆维吾尔自治区	"	,"327	"	,"波兰	"	,"42010000	"	,"各种材料制成的鞍具及挽具,适合各种动物用	"	,"1899	"	,"千克	"	,"0	"	,"?	"	,"23,357	"	,
"65	"	,"新疆维吾尔自治区	"	,"334	"	,"爱沙尼亚	"	,"42010000	"	,"各种材料制成的鞍具及挽具,适合各种动物用	"	,"9	"	,"千克	"	,"0	"	,"?	"	,"126	"	,
"65	"	,"新疆维吾尔自治区	"	,"344	"	,"俄罗斯联邦	"	,"42010000	"	,"各种材料制成的鞍具及挽具,适合各种动物用	"	,"17007	"	,"千克	"	,"0	"	,"?	"	,"101,355	"	,
"65	"	,"新疆维吾尔自治区	"	,"351	"	,"克罗地亚	"	,"42010000	"	,"各种材料制成的鞍具及挽具,适合各种动物用	"	,"8	"	,"千克	"	,"0	"	,"?	"	,"288	"	,
"65	"	,"新疆维吾尔自治区	"	,"352	"	,"捷克	"	,"42010000	"	,"各种材料制成的鞍具及挽具,适合各种动物用	"	,"611	"	,"千克	"	,"0	"	,"?	"	,"8,731	"	,
"65	"	,"新疆维吾尔自治区	"	,"353	"	,"斯洛伐克	"	,"42010000	"	,"各种材料制成的鞍具及挽具,适合各种动物用	"	,"19	"	,"千克	"	,"0	"	,"?	"	,"240	"	,
"65	"	,"新疆维吾尔自治区	"	,"429	"	,"墨西哥	"	,"42010000	"	,"各种材料制成的鞍具及挽具,适合各种动物用	"	,"5978	"	,"千克	"	,"0	"	,"?	"	,"2,949	"	,
"65	"	,"新疆维吾尔自治区	"	,"447	"	,"圣其茨和尼维斯	"	,"42010000	"	,"各种材料制成的鞍具及挽具,适合各种动物用	"	,"14	"	,"千克	"	,"0	"	,"?	"	,"210	"	,
"65	"	,"新疆维吾尔自治区	"	,"502	"	,"美国	"	,"42010000	"	,"各种材料制成的鞍具及挽具,适合各种动物用	"	,"6737	"	,"千克	"	,"0	"	,"?	"	,"381,651	"	,
"65	"	,"新疆维吾尔自治区	"	,"601	"	,"澳大利亚	"	,"42010000	"	,"各种材料制成的鞍具及挽具,适合各种动物用	"	,"2441	"	,"千克	"	,"0	"	,"?	"	,"37,966	"	,
"65	"	,"新疆维吾尔自治区	"	,"301	"	,"比利时	"	,"42021110	"	,"以皮革或再生皮革作面的衣箱	"	,"58	"	,"千克	"	,"707	"	,"个	"	,"1,073	"	,
"65	"	,"新疆维吾尔自治区	"	,"309	"	,"荷兰	"	,"42021110	"	,"以皮革或再生皮革作面的衣箱	"	,"0	"	,"千克	"	,"2	"	,"个	"	,"4	"	,
"65	"	,"新疆维吾尔自治区	"	,"327	"	,"波兰	"	,"42021110	"	,"以皮革或再生皮革作面的衣箱	"	,"0	"	,"千克	"	,"5	"	,"个	"	,"3	"	,
"65	"	,"新疆维吾尔自治区	"	,"145	"	,"哈萨克斯坦	"	,"42021190	"	,"以皮革或再生皮革作面的提箱、小手袋、公文箱、公文包、书包及类似容器	"	,"100443	"	,"千克	"	,"155531	"	,"个	"	,"865,664	"	,
"65	"	,"新疆维吾尔自治区	"	,"146	"	,"吉尔吉斯斯坦	"	,"42021190	"	,"以皮革或再生皮革作面的提箱、小手袋、公文箱、公文包、书包及类似容器	"	,"23479	"	,"千克	"	,"45270	"	,"个	"	,"546,420	"	,
"65	"	,"新疆维吾尔自治区	"	,"147	"	,"塔吉克斯坦	"	,"42021190	"	,"以皮革或再生皮革作面的提箱、小手袋、公文箱、公文包、书包及类似容器	"	,"62755	"	,"千克	"	,"145905	"	,"个	"	,"1,660,016	"	,
"65	"	,"新疆维吾尔自治区	"	,"232	"	,"摩洛哥	"	,"42021190	"	,"以皮革或再生皮革作面的提箱、小手袋、公文箱、公文包、书包及类似容器	"	,"0	"	,"千克	"	,"1	"	,"个	"	,"1	"	,
"65	"	,"新疆维吾尔自治区	"	,"244	"	,"南非	"	,"42021190	"	,"以皮革或再生皮革作面的提箱、小手袋、公文箱、公文包、书包及类似容器	"	,"19706	"	,"千克	"	,"31985	"	,"个	"	,"121,543	"	,
"65	"	,"新疆维吾尔自治区	"	,"301	"	,"比利时	"	,"42021190	"	,"以皮革或再生皮革作面的提箱、小手袋、公文箱、公文包、书包及类似容器	"	,"977	"	,"千克	"	,"5237	"	,"个	"	,"16,551	"	,
"65	"	,"新疆维吾尔自治区	"	,"309	"	,"荷兰	"	,"42021190	"	,"以皮革或再生皮革作面的提箱、小手袋、公文箱、公文包、书包及类似容器	"	,"0	"	,"千克	"	,"7	"	,"个	"	,"14	"	,
"65	"	,"新疆维吾尔自治区	"	,"327	"	,"波兰	"	,"42021190	"	,"以皮革或再生皮革作面的提箱、小手袋、公文箱、公文包、书包及类似容器	"	,"828	"	,"千克	"	,"1104	"	,"个	"	,"6,470	"	,
"65	"	,"新疆维吾尔自治区	"	,"344	"	,"俄罗斯联邦	"	,"42021190	"	,"以皮革或再生皮革作面的提箱、小手袋、公文箱、公文包、书包及类似容器	"	,"49207	"	,"千克	"	,"71010	"	,"个	"	,"591,002	"	,
"65	"	,"新疆维吾尔自治区	"	,"412	"	,"智利	"	,"42021190	"	,"以皮革或再生皮革作面的提箱、小手袋、公文箱、公文包、书包及类似容器	"	,"495	"	,"千克	"	,"1160	"	,"个	"	,"20,880	"	,
"65	"	,"新疆维吾尔自治区	"	,"124	"	,"蒙古	"	,"42021210	"	,"以塑料或纺织材料作面的衣箱	"	,"300	"	,"千克	"	,"60	"	,"个	"	,"86	"	,
"65	"	,"新疆维吾尔自治区	"	,"145	"	,"哈萨克斯坦	"	,"42021210	"	,"以塑料或纺织材料作面的衣箱	"	,"40471	"	,"千克	"	,"17137	"	,"个	"	,"305,450	"	,
"65	"	,"新疆维吾尔自治区	"	,"146	"	,"吉尔吉斯斯坦	"	,"42021210	"	,"以塑料或纺织材料作面的衣箱	"	,"6180	"	,"千克	"	,"1950	"	,"个	"	,"163,800	"	,
"65	"	,"新疆维吾尔自治区	"	,"147	"	,"塔吉克斯坦	"	,"42021210	"	,"以塑料或纺织材料作面的衣箱	"	,"121	"	,"千克	"	,"27	"	,"个	"	,"1,005	"	,
"65	"	,"新疆维吾尔自治区	"	,"149	"	,"乌兹别克斯坦	"	,"42021210	"	,"以塑料或纺织材料作面的衣箱	"	,"6350	"	,"千克	"	,"550	"	,"个	"	,"14,610	"	,
"65	"	,"新疆维吾尔自治区	"	,"236	"	,"尼日利亚	"	,"42021210	"	,"以塑料或纺织材料作面的衣箱	"	,"50	"	,"千克	"	,"10	"	,"个	"	,"1,400	"	,
"65	"	,"新疆维吾尔自治区	"	,"301	"	,"比利时	"	,"42021210	"	,"以塑料或纺织材料作面的衣箱	"	,"104	"	,"千克	"	,"2036	"	,"个	"	,"2,243	"	,
"65	"	,"新疆维吾尔自治区	"	,"309	"	,"荷兰	"	,"42021210	"	,"以塑料或纺织材料作面的衣箱	"	,"0	"	,"千克	"	,"6	"	,"个	"	,"21	"	,
"65	"	,"新疆维吾尔自治区	"	,"327	"	,"波兰	"	,"42021210	"	,"以塑料或纺织材料作面的衣箱	"	,"1	"	,"千克	"	,"20	"	,"个	"	,"34	"	,
"65	"	,"新疆维吾尔自治区	"	,"344	"	,"俄罗斯联邦	"	,"42021210	"	,"以塑料或纺织材料作面的衣箱	"	,"2844	"	,"千克	"	,"5681	"	,"个	"	,"17,040	"	,
"65	"	,"新疆维吾尔自治区	"	,"352	"	,"捷克	"	,"42021210	"	,"以塑料或纺织材料作面的衣箱	"	,"15	"	,"千克	"	,"1	"	,"个	"	,"27	"	,
"65	"	,"新疆维吾尔自治区	"	,"101	"	,"阿富汗	"	,"42021290	"	,"以塑料或纺织材料作面的提箱、小手袋、公文箱、公文包、书包及类似容器	"	,"16425	"	,"千克	"	,"15161	"	,"个	"	,"112,102	"	,
"65	"	,"新疆维吾尔自治区	"	,"111	"	,"印度	"	,"42021290	"	,"以塑料或纺织材料作面的提箱、小手袋、公文箱、公文包、书包及类似容器	"	,"9784	"	,"千克	"	,"3980	"	,"个	"	,"502,924	"	,
"65	"	,"新疆维吾尔自治区	"	,"112	"	,"印度尼西亚	"	,"42021290	"	,"以塑料或纺织材料作面的提箱、小手袋、公文箱、公文包、书包及类似容器	"	,"40049	"	,"千克	"	,"113040	"	,"个	"	,"452,160	"	,
"65	"	,"新疆维吾尔自治区	"	,"115	"	,"以色列	"	,"42021290	"	,"以塑料或纺织材料作面的提箱、小手袋、公文箱、公文包、书包及类似容器	"	,"934	"	,"千克	"	,"692	"	,"个	"	,"18,378	"	,
"65	"	,"新疆维吾尔自治区	"	,"116	"	,"日本	"	,"42021290	"	,"以塑料或纺织材料作面的提箱、小手袋、公文箱、公文包、书包及类似容器	"	,"11984	"	,"千克	"	,"11655	"	,"个	"	,"570,953	"	,
"65	"	,"新疆维吾尔自治区	"	,"122	"	,"马来西亚	"	,"42021290	"	,"以塑料或纺织材料作面的提箱、小手袋、公文箱、公文包、书包及类似容器	"	,"1519	"	,"千克	"	,"1740	"	,"个	"	,"60,996	"	,
"65	"	,"新疆维吾尔自治区	"	,"127	"	,"巴基斯坦	"	,"42021290	"	,"以塑料或纺织材料作面的提箱、小手袋、公文箱、公文包、书包及类似容器	"	,"12815	"	,"千克	"	,"28719	"	,"个	"	,"1,201,631	"	,
"65	"	,"新疆维吾尔自治区	"	,"131	"	,"沙特阿拉伯	"	,"42021290	"	,"以塑料或纺织材料作面的提箱、小手袋、公文箱、公文包、书包及类似容器	"	,"17712	"	,"千克	"	,"13195	"	,"个	"	,"855,971	"	,
"65	"	,"新疆维吾尔自治区	"	,"132	"	,"新加坡	"	,"42021290	"	,"以塑料或纺织材料作面的提箱、小手袋、公文箱、公文包、书包及类似容器	"	,"9165	"	,"千克	"	,"8001	"	,"个	"	,"437,016	"	,
"65	"	,"新疆维吾尔自治区	"	,"133	"	,"韩国	"	,"42021290	"	,"以塑料或纺织材料作面的提箱、小手袋、公文箱、公文包、书包及类似容器	"	,"10775	"	,"千克	"	,"4410	"	,"个	"	,"692,552	"	,
"65	"	,"新疆维吾尔自治区	"	,"136	"	,"泰国	"	,"42021290	"	,"以塑料或纺织材料作面的提箱、小手袋、公文箱、公文包、书包及类似容器	"	,"13179	"	,"千克	"	,"13330	"	,"个	"	,"696,773	"	,
"65	"	,"新疆维吾尔自治区	"	,"138	"	,"阿联酋	"	,"42021290	"	,"以塑料或纺织材料作面的提箱、小手袋、公文箱、公文包、书包及类似容器	"	,"13540	"	,"千克	"	,"5244	"	,"个	"	,"554,488	"	,
"65	"	,"新疆维吾尔自治区	"	,"143	"	,"中国台湾	"	,"42021290	"	,"以塑料或纺织材料作面的提箱、小手袋、公文箱、公文包、书包及类似容器	"	,"524	"	,"千克	"	,"2074	"	,"个	"	,"2,696	"	,
"65	"	,"新疆维吾尔自治区	"	,"145	"	,"哈萨克斯坦	"	,"42021290	"	,"以塑料或纺织材料作面的提箱、小手袋、公文箱、公文包、书包及类似容器	"	,"4963977	"	,"千克	"	,"8382470	"	,"个	"	,"59,311,099	"	,
"65	"	,"新疆维吾尔自治区	"	,"146	"	,"吉尔吉斯斯坦	"	,"42021290	"	,"以塑料或纺织材料作面的提箱、小手袋、公文箱、公文包、书包及类似容器	"	,"445540	"	,"千克	"	,"811035	"	,"个	"	,"6,285,104	"	,
"65	"	,"新疆维吾尔自治区	"	,"147	"	,"塔吉克斯坦	"	,"42021290	"	,"以塑料或纺织材料作面的提箱、小手袋、公文箱、公文包、书包及类似容器	"	,"166589	"	,"千克	"	,"393255	"	,"个	"	,"2,522,941	"	,
"65	"	,"新疆维吾尔自治区	"	,"149	"	,"乌兹别克斯坦	"	,"42021290	"	,"以塑料或纺织材料作面的提箱、小手袋、公文箱、公文包、书包及类似容器	"	,"120099	"	,"千克	"	,"300168	"	,"个	"	,"878,839	"	,
"65	"	,"新疆维吾尔自治区	"	,"206	"	,"喀麦隆	"	,"42021290	"	,"以塑料或纺织材料作面的提箱、小手袋、公文箱、公文包、书包及类似容器	"	,"219567	"	,"千克	"	,"334923	"	,"个	"	,"1,354,482	"	,
"65	"	,"新疆维吾尔自治区	"	,"213	"	,"刚果(布)	"	,"42021290	"	,"以塑料或纺织材料作面的提箱、小手袋、公文箱、公文包、书包及类似容器	"	,"9583	"	,"千克	"	,"22126	"	,"个	"	,"19,214	"	,
"65	"	,"新疆维吾尔自治区	"	,"215	"	,"埃及	"	,"42021290	"	,"以塑料或纺织材料作面的提箱、小手袋、公文箱、公文包、书包及类似容器	"	,"1700	"	,"千克	"	,"720	"	,"个	"	,"131,022	"	,
"65	"	,"新疆维吾尔自治区	"	,"220	"	,"加纳	"	,"42021290	"	,"以塑料或纺织材料作面的提箱、小手袋、公文箱、公文包、书包及类似容器	"	,"147764	"	,"千克	"	,"258139	"	,"个	"	,"973,877	"	,
"65	"	,"新疆维吾尔自治区	"	,"221	"	,"几内亚	"	,"42021290	"	,"以塑料或纺织材料作面的提箱、小手袋、公文箱、公文包、书包及类似容器	"	,"109237	"	,"千克	"	,"198624	"	,"个	"	,"744,075	"	,
"65	"	,"新疆维吾尔自治区	"	,"223	"	,"科特迪瓦	"	,"42021290	"	,"以塑料或纺织材料作面的提箱、小手袋、公文箱、公文包、书包及类似容器	"	,"40877	"	,"千克	"	,"69650	"	,"个	"	,"278,600	"	,
"65	"	,"新疆维吾尔自治区	"	,"224	"	,"肯尼亚	"	,"42021290	"	,"以塑料或纺织材料作面的提箱、小手袋、公文箱、公文包、书包及类似容器	"	,"520619	"	,"千克	"	,"909729	"	,"个	"	,"3,460,045	"	,
"65	"	,"新疆维吾尔自治区	"	,"227	"	,"马达加斯加	"	,"42021290	"	,"以塑料或纺织材料作面的提箱、小手袋、公文箱、公文包、书包及类似容器	"	,"114982	"	,"千克	"	,"190543	"	,"个	"	,"755,199	"	,
"65	"	,"新疆维吾尔自治区	"	,"232	"	,"摩洛哥	"	,"42021290	"	,"以塑料或纺织材料作面的提箱、小手袋、公文箱、公文包、书包及类似容器	"	,"43	"	,"千克	"	,"514	"	,"个	"	,"1,053	"	,
"65	"	,"新疆维吾尔自治区	"	,"236	"	,"尼日利亚	"	,"42021290	"	,"以塑料或纺织材料作面的提箱、小手袋、公文箱、公文包、书包及类似容器	"	,"9395	"	,"千克	"	,"10755	"	,"个	"	,"93,625	"	,
"65	"	,"新疆维吾尔自治区	"	,"237	"	,"留尼汪	"	,"42021290	"	,"以塑料或纺织材料作面的提箱、小手袋、公文箱、公文包、书包及类似容器	"	,"321	"	,"千克	"	,"1926	"	,"个	"	,"6,291	"	,
"65	"	,"新疆维吾尔自治区	"	,"244	"	,"南非	"	,"42021290	"	,"以塑料或纺织材料作面的提箱、小手袋、公文箱、公文包、书包及类似容器	"	,"718403	"	,"千克	"	,"1286300	"	,"个	"	,"4,939,050	"	,
"65	"	,"新疆维吾尔自治区	"	,"246	"	,"苏丹	"	,"42021290	"	,"以塑料或纺织材料作面的提箱、小手袋、公文箱、公文包、书包及类似容器	"	,"266362	"	,"千克	"	,"502182	"	,"个	"	,"1,637,351	"	,
"65	"	,"新疆维吾尔自治区	"	,"247	"	,"坦桑尼亚	"	,"42021290	"	,"以塑料或纺织材料作面的提箱、小手袋、公文箱、公文包、书包及类似容器	"	,"16030	"	,"千克	"	,"36500	"	,"个	"	,"102,200	"	,
"65	"	,"新疆维吾尔自治区	"	,"248	"	,"多哥	"	,"42021290	"	,"以塑料或纺织材料作面的提箱、小手袋、公文箱、公文包、书包及类似容器	"	,"54674	"	,"千克	"	,"104790	"	,"个	"	,"419,161	"	,
