project,article,granularity,timestamp,access,agent,views,date
en.wikipedia,O._J._Simpson,daily,2017101900,all-access,all-agents,10490,2017-10-19
en.wikipedia,O._J._Simpson,daily,2017102000,all-access,all-agents,10526,2017-10-20
en.wikipedia,O._J._Simpson,daily,2017102100,all-access,all-agents,12174,2017-10-21
en.wikipedia,O._J._Simpson,daily,2017102200,all-access,all-agents,11362,2017-10-22
en.wikipedia,O._J._Simpson,daily,2017102300,all-access,all-agents,11550,2017-10-23
en.wikipedia,O._J._Simpson,daily,2017102400,all-access,all-agents,11119,2017-10-24
en.wikipedia,O._J._Simpson,daily,2017102500,all-access,all-agents,9905,2017-10-25
en.wikipedia,O._J._Simpson,daily,2017102600,all-access,all-agents,12451,2017-10-26
en.wikipedia,O._J._Simpson,daily,2017102700,all-access,all-agents,11335,2017-10-27
en.wikipedia,O._J._Simpson,daily,2017102800,all-access,all-agents,10124,2017-10-28
en.wikipedia,O._J._Simpson,daily,2017102900,all-access,all-agents,10345,2017-10-29
en.wikipedia,O._J._Simpson,daily,2017103000,all-access,all-agents,9522,2017-10-30
en.wikipedia,O._J._Simpson,daily,2017103100,all-access,all-agents,9442,2017-10-31
en.wikipedia,O._J._Simpson,daily,2017110100,all-access,all-agents,10543,2017-11-01
en.wikipedia,O._J._Simpson,daily,2017110200,all-access,all-agents,11927,2017-11-02
en.wikipedia,O._J._Simpson,daily,2017110300,all-access,all-agents,14835,2017-11-03
en.wikipedia,O._J._Simpson,daily,2017110400,all-access,all-agents,14545,2017-11-04
en.wikipedia,O._J._Simpson,daily,2017110500,all-access,all-agents,12296,2017-11-05
en.wikipedia,O._J._Simpson,daily,2017110600,all-access,all-agents,11066,2017-11-06
en.wikipedia,O._J._Simpson,daily,2017110700,all-access,all-agents,10607,2017-11-07
en.wikipedia,O._J._Simpson,daily,2017110800,all-access,all-agents,10881,2017-11-08
en.wikipedia,O._J._Simpson,daily,2017110900,all-access,all-agents,12160,2017-11-09
en.wikipedia,O._J._Simpson,daily,2017111000,all-access,all-agents,16075,2017-11-10
en.wikipedia,O._J._Simpson,daily,2017111100,all-access,all-agents,11479,2017-11-11
en.wikipedia,O._J._Simpson,daily,2017111200,all-access,all-agents,11915,2017-11-12
en.wikipedia,O._J._Simpson,daily,2017111300,all-access,all-agents,10533,2017-11-13
en.wikipedia,O._J._Simpson,daily,2017111400,all-access,all-agents,10524,2017-11-14
en.wikipedia,O._J._Simpson,daily,2017111500,all-access,all-agents,10122,2017-11-15
en.wikipedia,O._J._Simpson,daily,2017111600,all-access,all-agents,12509,2017-11-16
en.wikipedia,O._J._Simpson,daily,2017111700,all-access,all-agents,10735,2017-11-17
en.wikipedia,O._J._Simpson,daily,2017111800,all-access,all-agents,10807,2017-11-18
en.wikipedia,O._J._Simpson,daily,2017111900,all-access,all-agents,11794,2017-11-19
en.wikipedia,O._J._Simpson,daily,2017112000,all-access,all-agents,11366,2017-11-20
en.wikipedia,O._J._Simpson,daily,2017112100,all-access,all-agents,9654,2017-11-21
en.wikipedia,O._J._Simpson,daily,2017112200,all-access,all-agents,9377,2017-11-22
en.wikipedia,O._J._Simpson,daily,2017112300,all-access,all-agents,9891,2017-11-23
en.wikipedia,O._J._Simpson,daily,2017112400,all-access,all-agents,10300,2017-11-24
en.wikipedia,O._J._Simpson,daily,2017112500,all-access,all-agents,9762,2017-11-25
en.wikipedia,O._J._Simpson,daily,2017112600,all-access,all-agents,12780,2017-11-26
en.wikipedia,O._J._Simpson,daily,2017112700,all-access,all-agents,10671,2017-11-27
en.wikipedia,O._J._Simpson,daily,2017112800,all-access,all-agents,9232,2017-11-28
en.wikipedia,O._J._Simpson,daily,2017112900,all-access,all-agents,9573,2017-11-29
en.wikipedia,O._J._Simpson,daily,2017113000,all-access,all-agents,10038,2017-11-30
en.wikipedia,O._J._Simpson,daily,2017120100,all-access,all-agents,9910,2017-12-01
en.wikipedia,O._J._Simpson,daily,2017120200,all-access,all-agents,9792,2017-12-02
en.wikipedia,O._J._Simpson,daily,2017120300,all-access,all-agents,11701,2017-12-03
en.wikipedia,O._J._Simpson,daily,2017120400,all-access,all-agents,11267,2017-12-04
en.wikipedia,O._J._Simpson,daily,2017120500,all-access,all-agents,9577,2017-12-05
en.wikipedia,O._J._Simpson,daily,2017120600,all-access,all-agents,9950,2017-12-06
en.wikipedia,O._J._Simpson,daily,2017120700,all-access,all-agents,10000,2017-12-07
en.wikipedia,O._J._Simpson,daily,2017120800,all-access,all-agents,9446,2017-12-08
en.wikipedia,O._J._Simpson,daily,2017120900,all-access,all-agents,9221,2017-12-09
en.wikipedia,O._J._Simpson,daily,2017121000,all-access,all-agents,13038,2017-12-10
en.wikipedia,O._J._Simpson,daily,2017121100,all-access,all-agents,10328,2017-12-11
en.wikipedia,O._J._Simpson,daily,2017121200,all-access,all-agents,10227,2017-12-12
en.wikipedia,O._J._Simpson,daily,2017121300,all-access,all-agents,9333,2017-12-13
en.wikipedia,O._J._Simpson,daily,2017121400,all-access,all-agents,8871,2017-12-14
en.wikipedia,O._J._Simpson,daily,2017121500,all-access,all-agents,8806,2017-12-15
en.wikipedia,O._J._Simpson,daily,2017121600,all-access,all-agents,8764,2017-12-16
en.wikipedia,O._J._Simpson,daily,2017121700,all-access,all-agents,10816,2017-12-17
en.wikipedia,O._J._Simpson,daily,2017121800,all-access,all-agents,10078,2017-12-18
en.wikipedia,O._J._Simpson,daily,2017121900,all-access,all-agents,9508,2017-12-19
en.wikipedia,O._J._Simpson,daily,2017122000,all-access,all-agents,9216,2017-12-20
en.wikipedia,O._J._Simpson,daily,2017122100,all-access,all-agents,9136,2017-12-21
en.wikipedia,O._J._Simpson,daily,2017122200,all-access,all-agents,8777,2017-12-22
en.wikipedia,O._J._Simpson,daily,2017122300,all-access,all-agents,10013,2017-12-23
en.wikipedia,O._J._Simpson,daily,2017122400,all-access,all-agents,10470,2017-12-24
en.wikipedia,O._J._Simpson,daily,2017122500,all-access,all-agents,9456,2017-12-25
en.wikipedia,O._J._Simpson,daily,2017122600,all-access,all-agents,11344,2017-12-26
en.wikipedia,O._J._Simpson,daily,2017122700,all-access,all-agents,12386,2017-12-27
en.wikipedia,O._J._Simpson,daily,2017122800,all-access,all-agents,11315,2017-12-28
en.wikipedia,O._J._Simpson,daily,2017122900,all-access,all-agents,11473,2017-12-29
en.wikipedia,O._J._Simpson,daily,2017123000,all-access,all-agents,12898,2017-12-30
en.wikipedia,O._J._Simpson,daily,2017123100,all-access,all-agents,12030,2017-12-31
en.wikipedia,O._J._Simpson,daily,2018010100,all-access,all-agents,13702,2018-01-01
en.wikipedia,O._J._Simpson,daily,2018010200,all-access,all-agents,14280,2018-01-02
en.wikipedia,O._J._Simpson,daily,2018010300,all-access,all-agents,12553,2018-01-03
en.wikipedia,O._J._Simpson,daily,2018010400,all-access,all-agents,13501,2018-01-04
en.wikipedia,O._J._Simpson,daily,2018010500,all-access,all-agents,12982,2018-01-05
en.wikipedia,O._J._Simpson,daily,2018010600,all-access,all-agents,17305,2018-01-06
en.wikipedia,O._J._Simpson,daily,2018010700,all-access,all-agents,30815,2018-01-07
en.wikipedia,O._J._Simpson,daily,2018010800,all-access,all-agents,18871,2018-01-08
en.wikipedia,O._J._Simpson,daily,2018010900,all-access,all-agents,14612,2018-01-09
en.wikipedia,O._J._Simpson,daily,2018011000,all-access,all-agents,15457,2018-01-10
en.wikipedia,O._J._Simpson,daily,2018011100,all-access,all-agents,15622,2018-01-11
en.wikipedia,O._J._Simpson,daily,2018011200,all-access,all-agents,14403,2018-01-12
en.wikipedia,O._J._Simpson,daily,2018011300,all-access,all-agents,17275,2018-01-13
en.wikipedia,O._J._Simpson,daily,2018011400,all-access,all-agents,20575,2018-01-14
en.wikipedia,O._J._Simpson,daily,2018011500,all-access,all-agents,16656,2018-01-15
en.wikipedia,O._J._Simpson,daily,2018011600,all-access,all-agents,14422,2018-01-16
en.wikipedia,O._J._Simpson,daily,2018011700,all-access,all-agents,13981,2018-01-17
en.wikipedia,O._J._Simpson,daily,2018011800,all-access,all-agents,14731,2018-01-18
en.wikipedia,O._J._Simpson,daily,2018011900,all-access,all-agents,14571,2018-01-19
en.wikipedia,O._J._Simpson,daily,2018012000,all-access,all-agents,16135,2018-01-20
en.wikipedia,O._J._Simpson,daily,2018012100,all-access,all-agents,18470,2018-01-21
en.wikipedia,O._J._Simpson,daily,2018012200,all-access,all-agents,16172,2018-01-22
en.wikipedia,O._J._Simpson,daily,2018012300,all-access,all-agents,14331,2018-01-23
en.wikipedia,O._J._Simpson,daily,2018012400,all-access,all-agents,13574,2018-01-24
en.wikipedia,O._J._Simpson,daily,2018012500,all-access,all-agents,13708,2018-01-25
en.wikipedia,O._J._Simpson,daily,2018012600,all-access,all-agents,12806,2018-01-26
en.wikipedia,O._J._Simpson,daily,2018012700,all-access,all-agents,15612,2018-01-27
en.wikipedia,O._J._Simpson,daily,2018012800,all-access,all-agents,18011,2018-01-28
en.wikipedia,O._J._Simpson,daily,2018012900,all-access,all-agents,15158,2018-01-29
en.wikipedia,O._J._Simpson,daily,2018013000,all-access,all-agents,14857,2018-01-30
en.wikipedia,O._J._Simpson,daily,2018013100,all-access,all-agents,13552,2018-01-31
en.wikipedia,O._J._Simpson,daily,2018020100,all-access,all-agents,13300,2018-02-01
en.wikipedia,O._J._Simpson,daily,2018020200,all-access,all-agents,13252,2018-02-02
en.wikipedia,O._J._Simpson,daily,2018020300,all-access,all-agents,15323,2018-02-03
en.wikipedia,O._J._Simpson,daily,2018020400,all-access,all-agents,19117,2018-02-04
en.wikipedia,O._J._Simpson,daily,2018020500,all-access,all-agents,18934,2018-02-05
en.wikipedia,O._J._Simpson,daily,2018020600,all-access,all-agents,15420,2018-02-06
en.wikipedia,O._J._Simpson,daily,2018020700,all-access,all-agents,14549,2018-02-07
en.wikipedia,O._J._Simpson,daily,2018020800,all-access,all-agents,13987,2018-02-08
en.wikipedia,O._J._Simpson,daily,2018020900,all-access,all-agents,13043,2018-02-09
en.wikipedia,O._J._Simpson,daily,2018021000,all-access,all-agents,13683,2018-02-10
en.wikipedia,O._J._Simpson,daily,2018021100,all-access,all-agents,15562,2018-02-11
en.wikipedia,O._J._Simpson,daily,2018021200,all-access,all-agents,14454,2018-02-12
en.wikipedia,O._J._Simpson,daily,2018021300,all-access,all-agents,12882,2018-02-13
en.wikipedia,O._J._Simpson,daily,2018021400,all-access,all-agents,11981,2018-02-14
en.wikipedia,O._J._Simpson,daily,2018021500,all-access,all-agents,11208,2018-02-15
en.wikipedia,O._J._Simpson,daily,2018021600,all-access,all-agents,11227,2018-02-16
en.wikipedia,O._J._Simpson,daily,2018021700,all-access,all-agents,12120,2018-02-17
en.wikipedia,O._J._Simpson,daily,2018021800,all-access,all-agents,14328,2018-02-18
en.wikipedia,O._J._Simpson,daily,2018021900,all-access,all-agents,13283,2018-02-19
en.wikipedia,O._J._Simpson,daily,2018022000,all-access,all-agents,11827,2018-02-20
en.wikipedia,O._J._Simpson,daily,2018022100,all-access,all-agents,11052,2018-02-21
en.wikipedia,O._J._Simpson,daily,2018022200,all-access,all-agents,13328,2018-02-22
en.wikipedia,O._J._Simpson,daily,2018022300,all-access,all-agents,12306,2018-02-23
en.wikipedia,O._J._Simpson,daily,2018022400,all-access,all-agents,11981,2018-02-24
en.wikipedia,O._J._Simpson,daily,2018022500,all-access,all-agents,13724,2018-02-25
en.wikipedia,O._J._Simpson,daily,2018022600,all-access,all-agents,12543,2018-02-26
en.wikipedia,O._J._Simpson,daily,2018022700,all-access,all-agents,11452,2018-02-27
en.wikipedia,O._J._Simpson,daily,2018022800,all-access,all-agents,11832,2018-02-28
en.wikipedia,O._J._Simpson,daily,2018030100,all-access,all-agents,11933,2018-03-01
en.wikipedia,O._J._Simpson,daily,2018030200,all-access,all-agents,16160,2018-03-02
en.wikipedia,O._J._Simpson,daily,2018030300,all-access,all-agents,15641,2018-03-03
en.wikipedia,O._J._Simpson,daily,2018030400,all-access,all-agents,17012,2018-03-04
en.wikipedia,O._J._Simpson,daily,2018030500,all-access,all-agents,13003,2018-03-05
en.wikipedia,O._J._Simpson,daily,2018030600,all-access,all-agents,12259,2018-03-06
en.wikipedia,O._J._Simpson,daily,2018030700,all-access,all-agents,12665,2018-03-07
en.wikipedia,O._J._Simpson,daily,2018030800,all-access,all-agents,15051,2018-03-08
en.wikipedia,O._J._Simpson,daily,2018030900,all-access,all-agents,19317,2018-03-09
en.wikipedia,O._J._Simpson,daily,2018031000,all-access,all-agents,24022,2018-03-10
en.wikipedia,O._J._Simpson,daily,2018031100,all-access,all-agents,25838,2018-03-11
en.wikipedia,O._J._Simpson,daily,2018031200,all-access,all-agents,115525,2018-03-12
en.wikipedia,O._J._Simpson,daily,2018031300,all-access,all-agents,46369,2018-03-13
en.wikipedia,O._J._Simpson,daily,2018031400,all-access,all-agents,25213,2018-03-14
en.wikipedia,O._J._Simpson,daily,2018031500,all-access,all-agents,19362,2018-03-15
en.wikipedia,O._J._Simpson,daily,2018031600,all-access,all-agents,17405,2018-03-16
en.wikipedia,O._J._Simpson,daily,2018031700,all-access,all-agents,17263,2018-03-17
en.wikipedia,O._J._Simpson,daily,2018031800,all-access,all-agents,18365,2018-03-18
en.wikipedia,O._J._Simpson,daily,2018031900,all-access,all-agents,15634,2018-03-19
en.wikipedia,O._J._Simpson,daily,2018032000,all-access,all-agents,12996,2018-03-20
en.wikipedia,O._J._Simpson,daily,2018032100,all-access,all-agents,12800,2018-03-21
en.wikipedia,O._J._Simpson,daily,2018032200,all-access,all-agents,12393,2018-03-22
en.wikipedia,O._J._Simpson,daily,2018032300,all-access,all-agents,11307,2018-03-23
en.wikipedia,O._J._Simpson,daily,2018032400,all-access,all-agents,12423,2018-03-24
en.wikipedia,O._J._Simpson,daily,2018032500,all-access,all-agents,27612,2018-03-25
en.wikipedia,O._J._Simpson,daily,2018032600,all-access,all-agents,13379,2018-03-26
en.wikipedia,O._J._Simpson,daily,2018032700,all-access,all-agents,12272,2018-03-27
en.wikipedia,O._J._Simpson,daily,2018032800,all-access,all-agents,13093,2018-03-28
en.wikipedia,O._J._Simpson,daily,2018032900,all-access,all-agents,13105,2018-03-29
en.wikipedia,O._J._Simpson,daily,2018033000,all-access,all-agents,13744,2018-03-30
en.wikipedia,O._J._Simpson,daily,2018033100,all-access,all-agents,12642,2018-03-31
en.wikipedia,O._J._Simpson,daily,2018040100,all-access,all-agents,13975,2018-04-01
en.wikipedia,O._J._Simpson,daily,2018040200,all-access,all-agents,14103,2018-04-02
en.wikipedia,O._J._Simpson,daily,2018040300,all-access,all-agents,12087,2018-04-03
en.wikipedia,O._J._Simpson,daily,2018040400,all-access,all-agents,11530,2018-04-04
en.wikipedia,O._J._Simpson,daily,2018040500,all-access,all-agents,11024,2018-04-05
en.wikipedia,O._J._Simpson,daily,2018040600,all-access,all-agents,11434,2018-04-06
en.wikipedia,O._J._Simpson,daily,2018040700,all-access,all-agents,12421,2018-04-07
en.wikipedia,O._J._Simpson,daily,2018040800,all-access,all-agents,13837,2018-04-08
en.wikipedia,O._J._Simpson,daily,2018040900,all-access,all-agents,12804,2018-04-09
en.wikipedia,O._J._Simpson,daily,2018041000,all-access,all-agents,12777,2018-04-10
en.wikipedia,O._J._Simpson,daily,2018041100,all-access,all-agents,13776,2018-04-11
en.wikipedia,O._J._Simpson,daily,2018041200,all-access,all-agents,13536,2018-04-12
en.wikipedia,O._J._Simpson,daily,2018041300,all-access,all-agents,12059,2018-04-13
en.wikipedia,O._J._Simpson,daily,2018041400,all-access,all-agents,11340,2018-04-14
en.wikipedia,O._J._Simpson,daily,2018041500,all-access,all-agents,13744,2018-04-15
en.wikipedia,O._J._Simpson,daily,2018041600,all-access,all-agents,14516,2018-04-16
en.wikipedia,O._J._Simpson,daily,2018041700,all-access,all-agents,12389,2018-04-17
en.wikipedia,O._J._Simpson,daily,2018041800,all-access,all-agents,10526,2018-04-18
en.wikipedia,O._J._Simpson,daily,2018041900,all-access,all-agents,9659,2018-04-19
en.wikipedia,O._J._Simpson,daily,2018042000,all-access,all-agents,9727,2018-04-20
en.wikipedia,O._J._Simpson,daily,2018042100,all-access,all-agents,10311,2018-04-21
en.wikipedia,O._J._Simpson,daily,2018042200,all-access,all-agents,11618,2018-04-22
en.wikipedia,O._J._Simpson,daily,2018042300,all-access,all-agents,10366,2018-04-23
en.wikipedia,O._J._Simpson,daily,2018042400,all-access,all-agents,9815,2018-04-24
en.wikipedia,O._J._Simpson,daily,2018042500,all-access,all-agents,10023,2018-04-25
en.wikipedia,O._J._Simpson,daily,2018042600,all-access,all-agents,12321,2018-04-26
en.wikipedia,O._J._Simpson,daily,2018042700,all-access,all-agents,12259,2018-04-27
en.wikipedia,O._J._Simpson,daily,2018042800,all-access,all-agents,9636,2018-04-28
en.wikipedia,O._J._Simpson,daily,2018042900,all-access,all-agents,11961,2018-04-29
en.wikipedia,O._J._Simpson,daily,2018043000,all-access,all-agents,10164,2018-04-30
en.wikipedia,O._J._Simpson,daily,2018050100,all-access,all-agents,9680,2018-05-01
en.wikipedia,O._J._Simpson,daily,2018050200,all-access,all-agents,9466,2018-05-02
en.wikipedia,O._J._Simpson,daily,2018050300,all-access,all-agents,9367,2018-05-03
en.wikipedia,O._J._Simpson,daily,2018050400,all-access,all-agents,10692,2018-05-04
en.wikipedia,O._J._Simpson,daily,2018050500,all-access,all-agents,8911,2018-05-05
en.wikipedia,O._J._Simpson,daily,2018050600,all-access,all-agents,9534,2018-05-06
en.wikipedia,O._J._Simpson,daily,2018050700,all-access,all-agents,9938,2018-05-07
en.wikipedia,O._J._Simpson,daily,2018050800,all-access,all-agents,9242,2018-05-08
en.wikipedia,O._J._Simpson,daily,2018050900,all-access,all-agents,9140,2018-05-09
en.wikipedia,O._J._Simpson,daily,2018051000,all-access,all-agents,9076,2018-05-10
en.wikipedia,O._J._Simpson,daily,2018051100,all-access,all-agents,8930,2018-05-11
en.wikipedia,O._J._Simpson,daily,2018051200,all-access,all-agents,9400,2018-05-12
en.wikipedia,O._J._Simpson,daily,2018051300,all-access,all-agents,11259,2018-05-13
en.wikipedia,O._J._Simpson,daily,2018051400,all-access,all-agents,11286,2018-05-14
en.wikipedia,O._J._Simpson,daily,2018051500,all-access,all-agents,9773,2018-05-15
en.wikipedia,O._J._Simpson,daily,2018051600,all-access,all-agents,9305,2018-05-16
en.wikipedia,O._J._Simpson,daily,2018051700,all-access,all-agents,8753,2018-05-17
en.wikipedia,O._J._Simpson,daily,2018051800,all-access,all-agents,8233,2018-05-18
en.wikipedia,O._J._Simpson,daily,2018051900,all-access,all-agents,8116,2018-05-19
en.wikipedia,O._J._Simpson,daily,2018052000,all-access,all-agents,9004,2018-05-20
en.wikipedia,O._J._Simpson,daily,2018052100,all-access,all-agents,10067,2018-05-21
en.wikipedia,O._J._Simpson,daily,2018052200,all-access,all-agents,9276,2018-05-22
en.wikipedia,O._J._Simpson,daily,2018052300,all-access,all-agents,8576,2018-05-23
en.wikipedia,O._J._Simpson,daily,2018052400,all-access,all-agents,8146,2018-05-24
en.wikipedia,O._J._Simpson,daily,2018052500,all-access,all-agents,8654,2018-05-25
en.wikipedia,O._J._Simpson,daily,2018052600,all-access,all-agents,8025,2018-05-26
en.wikipedia,O._J._Simpson,daily,2018052700,all-access,all-agents,9713,2018-05-27
en.wikipedia,O._J._Simpson,daily,2018052800,all-access,all-agents,9583,2018-05-28
en.wikipedia,O._J._Simpson,daily,2018052900,all-access,all-agents,9296,2018-05-29
en.wikipedia,O._J._Simpson,daily,2018053000,all-access,all-agents,9738,2018-05-30
en.wikipedia,O._J._Simpson,daily,2018053100,all-access,all-agents,9598,2018-05-31
en.wikipedia,O._J._Simpson,daily,2018060100,all-access,all-agents,9272,2018-06-01
en.wikipedia,O._J._Simpson,daily,2018060200,all-access,all-agents,9863,2018-06-02
en.wikipedia,O._J._Simpson,daily,2018060300,all-access,all-agents,10761,2018-06-03
en.wikipedia,O._J._Simpson,daily,2018060400,all-access,all-agents,9400,2018-06-04
en.wikipedia,O._J._Simpson,daily,2018060500,all-access,all-agents,9238,2018-06-05
en.wikipedia,O._J._Simpson,daily,2018060600,all-access,all-agents,9030,2018-06-06
en.wikipedia,O._J._Simpson,daily,2018060700,all-access,all-agents,8597,2018-06-07
en.wikipedia,O._J._Simpson,daily,2018060800,all-access,all-agents,8158,2018-06-08
en.wikipedia,O._J._Simpson,daily,2018060900,all-access,all-agents,8441,2018-06-09
en.wikipedia,O._J._Simpson,daily,2018061000,all-access,all-agents,9167,2018-06-10
en.wikipedia,O._J._Simpson,daily,2018061100,all-access,all-agents,11377,2018-06-11
en.wikipedia,O._J._Simpson,daily,2018061200,all-access,all-agents,10454,2018-06-12
en.wikipedia,O._J._Simpson,daily,2018061300,all-access,all-agents,9174,2018-06-13
en.wikipedia,O._J._Simpson,daily,2018061400,all-access,all-agents,8112,2018-06-14
en.wikipedia,O._J._Simpson,daily,2018061500,all-access,all-agents,7353,2018-06-15
en.wikipedia,O._J._Simpson,daily,2018061600,all-access,all-agents,8089,2018-06-16
en.wikipedia,O._J._Simpson,daily,2018061700,all-access,all-agents,17044,2018-06-17
en.wikipedia,O._J._Simpson,daily,2018061800,all-access,all-agents,11278,2018-06-18
en.wikipedia,O._J._Simpson,daily,2018061900,all-access,all-agents,9687,2018-06-19
en.wikipedia,O._J._Simpson,daily,2018062000,all-access,all-agents,8303,2018-06-20
en.wikipedia,O._J._Simpson,daily,2018062100,all-access,all-agents,8202,2018-06-21
en.wikipedia,O._J._Simpson,daily,2018062200,all-access,all-agents,7467,2018-06-22
en.wikipedia,O._J._Simpson,daily,2018062300,all-access,all-agents,8022,2018-06-23
en.wikipedia,O._J._Simpson,daily,2018062400,all-access,all-agents,9332,2018-06-24
en.wikipedia,O._J._Simpson,daily,2018062500,all-access,all-agents,8067,2018-06-25
en.wikipedia,O._J._Simpson,daily,2018062600,all-access,all-agents,8242,2018-06-26
en.wikipedia,O._J._Simpson,daily,2018062700,all-access,all-agents,8583,2018-06-27
en.wikipedia,O._J._Simpson,daily,2018062800,all-access,all-agents,8837,2018-06-28
en.wikipedia,O._J._Simpson,daily,2018062900,all-access,all-agents,8018,2018-06-29
en.wikipedia,O._J._Simpson,daily,2018063000,all-access,all-agents,7528,2018-06-30
en.wikipedia,O._J._Simpson,daily,2018070100,all-access,all-agents,9675,2018-07-01
en.wikipedia,O._J._Simpson,daily,2018070200,all-access,all-agents,8554,2018-07-02
en.wikipedia,O._J._Simpson,daily,2018070300,all-access,all-agents,8356,2018-07-03
en.wikipedia,O._J._Simpson,daily,2018070400,all-access,all-agents,9084,2018-07-04
en.wikipedia,O._J._Simpson,daily,2018070500,all-access,all-agents,8882,2018-07-05
en.wikipedia,O._J._Simpson,daily,2018070600,all-access,all-agents,8163,2018-07-06
en.wikipedia,O._J._Simpson,daily,2018070700,all-access,all-agents,7851,2018-07-07
en.wikipedia,O._J._Simpson,daily,2018070800,all-access,all-agents,9288,2018-07-08
en.wikipedia,O._J._Simpson,daily,2018070900,all-access,all-agents,11173,2018-07-09
en.wikipedia,O._J._Simpson,daily,2018071000,all-access,all-agents,8984,2018-07-10
en.wikipedia,O._J._Simpson,daily,2018071100,all-access,all-agents,8062,2018-07-11
en.wikipedia,O._J._Simpson,daily,2018071200,all-access,all-agents,8885,2018-07-12
en.wikipedia,O._J._Simpson,daily,2018071300,all-access,all-agents,8810,2018-07-13
en.wikipedia,O._J._Simpson,daily,2018071400,all-access,all-agents,8762,2018-07-14
en.wikipedia,O._J._Simpson,daily,2018071500,all-access,all-agents,9891,2018-07-15
en.wikipedia,O._J._Simpson,daily,2018071600,all-access,all-agents,10339,2018-07-16
en.wikipedia,O._J._Simpson,daily,2018071700,all-access,all-agents,9352,2018-07-17
en.wikipedia,O._J._Simpson,daily,2018071800,all-access,all-agents,8857,2018-07-18
en.wikipedia,O._J._Simpson,daily,2018071900,all-access,all-agents,9385,2018-07-19
en.wikipedia,O._J._Simpson,daily,2018072000,all-access,all-agents,9531,2018-07-20
en.wikipedia,O._J._Simpson,daily,2018072100,all-access,all-agents,11095,2018-07-21
en.wikipedia,O._J._Simpson,daily,2018072200,all-access,all-agents,10615,2018-07-22
en.wikipedia,O._J._Simpson,daily,2018072300,all-access,all-agents,9873,2018-07-23
en.wikipedia,O._J._Simpson,daily,2018072400,all-access,all-agents,9752,2018-07-24
en.wikipedia,O._J._Simpson,daily,2018072500,all-access,all-agents,8726,2018-07-25
en.wikipedia,O._J._Simpson,daily,2018072600,all-access,all-agents,8387,2018-07-26
en.wikipedia,O._J._Simpson,daily,2018072700,all-access,all-agents,8538,2018-07-27
en.wikipedia,O._J._Simpson,daily,2018072800,all-access,all-agents,10532,2018-07-28
en.wikipedia,O._J._Simpson,daily,2018072900,all-access,all-agents,10836,2018-07-29
en.wikipedia,O._J._Simpson,daily,2018073000,all-access,all-agents,11816,2018-07-30
en.wikipedia,O._J._Simpson,daily,2018073100,all-access,all-agents,10087,2018-07-31
en.wikipedia,O._J._Simpson,daily,2018080100,all-access,all-agents,9269,2018-08-01
en.wikipedia,O._J._Simpson,daily,2018080200,all-access,all-agents,8975,2018-08-02
en.wikipedia,O._J._Simpson,daily,2018080300,all-access,all-agents,9322,2018-08-03
en.wikipedia,O._J._Simpson,daily,2018080400,all-access,all-agents,9119,2018-08-04
en.wikipedia,O._J._Simpson,daily,2018080500,all-access,all-agents,10713,2018-08-05
en.wikipedia,O._J._Simpson,daily,2018080600,all-access,all-agents,9661,2018-08-06
en.wikipedia,O._J._Simpson,daily,2018080700,all-access,all-agents,9561,2018-08-07
en.wikipedia,O._J._Simpson,daily,2018080800,all-access,all-agents,8692,2018-08-08
en.wikipedia,O._J._Simpson,daily,2018080900,all-access,all-agents,9053,2018-08-09
en.wikipedia,O._J._Simpson,daily,2018081000,all-access,all-agents,8491,2018-08-10
en.wikipedia,O._J._Simpson,daily,2018081100,all-access,all-agents,9150,2018-08-11
en.wikipedia,O._J._Simpson,daily,2018081200,all-access,all-agents,10637,2018-08-12
en.wikipedia,O._J._Simpson,daily,2018081300,all-access,all-agents,9178,2018-08-13
en.wikipedia,O._J._Simpson,daily,2018081400,all-access,all-agents,11070,2018-08-14
en.wikipedia,O._J._Simpson,daily,2018081500,all-access,all-agents,8973,2018-08-15
en.wikipedia,O._J._Simpson,daily,2018081600,all-access,all-agents,8546,2018-08-16
en.wikipedia,O._J._Simpson,daily,2018081700,all-access,all-agents,8248,2018-08-17
en.wikipedia,O._J._Simpson,daily,2018081800,all-access,all-agents,8322,2018-08-18
en.wikipedia,O._J._Simpson,daily,2018081900,all-access,all-agents,9289,2018-08-19
en.wikipedia,O._J._Simpson,daily,2018082000,all-access,all-agents,8488,2018-08-20
en.wikipedia,O._J._Simpson,daily,2018082100,all-access,all-agents,8834,2018-08-21
en.wikipedia,O._J._Simpson,daily,2018082200,all-access,all-agents,8600,2018-08-22
en.wikipedia,O._J._Simpson,daily,2018082300,all-access,all-agents,8007,2018-08-23
en.wikipedia,O._J._Simpson,daily,2018082400,all-access,all-agents,7954,2018-08-24
en.wikipedia,O._J._Simpson,daily,2018082500,all-access,all-agents,8246,2018-08-25
en.wikipedia,O._J._Simpson,daily,2018082600,all-access,all-agents,9631,2018-08-26
en.wikipedia,O._J._Simpson,daily,2018082700,all-access,all-agents,19191,2018-08-27
en.wikipedia,O._J._Simpson,daily,2018082800,all-access,all-agents,15746,2018-08-28
en.wikipedia,O._J._Simpson,daily,2018082900,all-access,all-agents,10982,2018-08-29
en.wikipedia,O._J._Simpson,daily,2018083000,all-access,all-agents,10204,2018-08-30
en.wikipedia,O._J._Simpson,daily,2018083100,all-access,all-agents,9570,2018-08-31
